energy_ev,total_up,N_s_up,N_p_up,Re_p_up,Re_d_up,Te_p_up,Te_d_up,Ti_p_up,Ti_d_up
-2.92046023,1.90812047,0.00095957,0.03131357,0.36221345,0.94084827,0.35672834,0.00000000,0.84980181,0.44838997
-2.91445723,1.90450772,0.00101259,0.03170414,0.36299024,0.95199823,0.34992240,0.00000000,0.84702810,0.44032326
-2.90845423,1.90214136,0.00106489,0.03222136,0.36373934,0.96253733,0.34343177,0.00000000,0.84559916,0.43313453
-2.90245123,1.90050438,0.00111572,0.03285075,0.36431839,0.97197704,0.33716834,0.00000000,0.84538879,0.42681917
-2.89644822,1.89902576,0.00116434,0.03357374,0.36458630,0.97984226,0.33103400,0.00000000,0.84623390,0.42133907
-2.89044522,1.89711076,0.00121002,0.03436834,0.36441034,0.98569137,0.32492783,0.00000000,0.84794478,0.41662728
-2.88444222,1.89417146,0.00125206,0.03520996,0.36367284,0.98913472,0.31875305,0.00000000,0.85031588,0.41259368
-2.87843922,1.88965623,0.00128983,0.03607228,0.36227702,0.98985088,0.31242345,0.00000000,0.85313654,0.40913123
-2.87243622,1.88307685,0.00132277,0.03692823,0.36015171,0.98759993,0.30586907,0.00000000,0.85620128,0.40612262
-2.86643322,1.87403220,0.00135040,0.03775097,0.35725495,0.98223352,0.29904072,0.00000000,0.85931905,0.40344690
-2.86043022,1.86222754,0.00137235,0.03851488,0.35357612,0.97370121,0.29191341,0.00000000,0.86232111,0.40098591
-2.85442721,1.84748869,0.00138836,0.03919646,0.34913668,0.96205314,0.28448833,0.00000000,0.86506715,0.39863009
-2.84842421,1.82977076,0.00139829,0.03977519,0.34398951,0.94743890,0.27679361,0.00000000,0.86744937,0.39628357
-2.84242121,1.80916107,0.00140210,0.04023424,0.33821690,0.93010291,0.26888370,0.00000000,0.86939439,0.39386829
-2.83641821,1.78587637,0.00139989,0.04056099,0.33192731,0.91037658,0.26083763,0.00000000,0.87086286,0.39132690
-2.83041521,1.76025483,0.00139186,0.04074749,0.32525110,0.88866767,0.25275621,0.00000000,0.87184704,0.38862464
-2.82441221,1.73274308,0.00137831,0.04079059,0.31833550,0.86544741,0.24475836,0.00000000,0.87236628,0.38574993
-2.81840920,1.70387925,0.00135965,0.04069199,0.31133898,0.84123589,0.23697686,0.00000000,0.87246101,0.38271381
-2.81240620,1.67427279,0.00133633,0.04045806,0.30442529,0.81658643,0.22955371,0.00000000,0.87218544,0.37954844
-2.80640320,1.64458213,0.00130889,0.04009943,0.29775750,0.79206941,0.22263521,0.00000000,0.87159953,0.37630461
-2.80040020,1.61549113,0.00127792,0.03963055,0.29149226,0.76825625,0.21636720,0.00000000,0.87076084,0.37304869
-2.79439720,1.58768550,0.00124401,0.03906899,0.28577444,0.74570398,0.21089041,0.00000000,0.86971671,0.36985897
-2.78839420,1.56183007,0.00120777,0.03843472,0.28073242,0.72494094,0.20633620,0.00000000,0.86849733,0.36682184
-2.78239120,1.53854780,0.00116981,0.03774932,0.27647424,0.70645393,0.20282281,0.00000000,0.86711021,0.36402792
-2.77638819,1.51840143,0.00113069,0.03703517,0.27308457,0.69067713,0.20045216,0.00000000,0.86553638,0.36156829
-2.77038519,1.50187807,0.00109098,0.03631466,0.27062271,0.67798297,0.19930727,0.00000000,0.86372859,0.35953113
-2.76438219,1.48937741,0.00105115,0.03560947,0.26912156,0.66867504,0.19945028,0.00000000,0.86161175,0.35799870
-2.75837919,1.48120345,0.00101167,0.03493994,0.26858761,0.66298313,0.20092115,0.00000000,0.85908537,0.35704500
-2.75237619,1.47755996,0.00097291,0.03432455,0.26900178,0.66106017,0.20373688,0.00000000,0.85602808,0.35673385
-2.74637319,1.47854927,0.00093520,0.03377955,0.27032107,0.66298115,0.20789128,0.00000000,0.85230387,0.35711767
-2.74037019,1.48417423,0.00089883,0.03331867,0.27248095,0.66874362,0.21335519,0.00000000,0.84776954,0.35823678
-2.73436718,1.49434270,0.00086400,0.03295308,0.27539818,0.67826980,0.22007707,0.00000000,0.84228312,0.36011908
-2.72836418,1.50887424,0.00083089,0.03269137,0.27897403,0.69140983,0.22798393,0.00000000,0.83571248,0.36278028
-2.72236118,1.52750826,0.00079963,0.03253969,0.28309772,0.70794616,0.23698253,0.00000000,0.82794387,0.36622434
-2.71635818,1.54991329,0.00077032,0.03250198,0.28764985,0.72759872,0.24696070,0.00000000,0.81888966,0.37044414
-2.71035518,1.57569678,0.00074301,0.03258026,0.29250580,0.75003081,0.25778898,0.00000000,0.80849503,0.37542234
-2.70435218,1.60441512,0.00071775,0.03277490,0.29753893,0.77485551,0.26932231,0.00000000,0.79674319,0.38113228
-2.69834917,1.63558362,0.00069457,0.03308498,0.30262339,0.80164252,0.28140188,0.00000000,0.78365889,0.38753902
-2.69234617,1.66868628,0.00067347,0.03350852,0.30763678,0.82992542,0.29385725,0.00000000,0.76931019,0.39460039
-2.68634317,1.70318528,0.00065447,0.03404277,0.31246227,0.85920930,0.30650852,0.00000000,0.75380846,0.40226804
-2.68034017,1.73853028,0.00063756,0.03468431,0.31699047,0.88897866,0.31916879,0.00000000,0.73730673,0.41048874
-2.67433717,1.77416758,0.00062273,0.03542919,0.32112091,0.91870576,0.33164685,0.00000000,0.71999666,0.41920560
-2.66833417,1.80954929,0.00060995,0.03627290,0.32476327,0.94785925,0.34375005,0.00000000,0.70210426,0.42835957
-2.66233117,1.84414255,0.00059920,0.03721033,0.32783832,0.97591314,0.35528740,0.00000000,0.68388492,0.43789102
-2.65632816,1.87743894,0.00059042,0.03823559,0.33027870,1.00235598,0.36607299,0.00000000,0.66561778,0.44774152
-2.65032516,1.90896398,0.00058356,0.03934190,0.33202954,1.02670025,0.37592937,0.00000000,0.64759992,0.45785564
-2.64432216,1.93828672,0.00057851,0.04052128,0.33304895,1.04849168,0.38469122,0.00000000,0.63014049,0.46818292
-2.63831916,1.96502899,0.00057518,0.04176446,0.33330845,1.06731834,0.39220888,0.00000000,0.61355503,0.47867976
-2.63231616,1.98887428,0.00057340,0.04306058,0.33279330,1.08281931,0.39835184,0.00000000,0.59815994,0.48931111
-2.62631316,2.00957559,0.00057303,0.04439715,0.33150273,1.09469261,0.40301195,0.00000000,0.58426723,0.50005200
-2.62031016,2.02696192,0.00057385,0.04575993,0.32944999,1.10270200,0.40610628,0.00000000,0.57217943,0.51088856
-2.61430715,2.04094296,0.00057562,0.04713295,0.32666230,1.10668252,0.40757947,0.00000000,0.56218456,0.52181861
-2.60830415,2.05151138,0.00057811,0.04849866,0.32318050,1.10654437,0.40740547,0.00000000,0.55455105,0.53285149
-2.60230115,2.05874252,0.00058101,0.04983813,0.31905849,1.10227496,0.40558844,0.00000000,0.54952248,0.54400721
-2.59629815,2.06279097,0.00058404,0.05113138,0.31436225,1.09393885,0.40216300,0.00000000,0.54731202,0.55531482
-2.59029515,2.06388417,0.00058688,0.05235779,0.30916859,1.08167561,0.39719342,0.00000000,0.54809657,0.56680993
-2.58429215,2.06231281,0.00058921,0.05349661,0.30356352,1.06569560,0.39077208,0.00000000,0.55201062,0.57853150
-2.57828914,2.05841840,0.00059073,0.05452747,0.29764016,1.04627354,0.38301692,0.00000000,0.55913991,0.59051803
-2.57228614,2.05257838,0.00059113,0.05543099,0.29149648,1.02374039,0.37406826,0.00000000,0.56951520,0.60280317
-2.56628314,2.04518931,0.00059014,0.05618933,0.28523261,0.99847355,0.36408479,0.00000000,0.58310635,0.61541112
-2.56028014,2.03664895,0.00058751,0.05678674,0.27894808,0.97088585,0.35323910,0.00000000,0.59981715,0.62835190
-2.55427714,2.02733797,0.00058303,0.05721005,0.27273890,0.94141381,0.34171283,0.00000000,0.61948128,0.64161691
-2.54827414,2.01760240,0.00057653,0.05744912,0.26669474,0.91050551,0.32969156,0.00000000,0.64185992,0.65517490
-2.54227114,2.00773753,0.00056790,0.05749708,0.26089620,0.87860869,0.31735987,0.00000000,0.66664134,0.66896881
-2.53626813,1.99797431,0.00055708,0.05735059,0.25541249,0.84615949,0.30489644,0.00000000,0.69344286,0.68291350
-2.53026513,1.98846915,0.00054406,0.05700990,0.25029944,0.81357226,0.29246969,0.00000000,0.72181555,0.69689485
-2.52426213,1.97929746,0.00052891,0.05647878,0.24559809,0.78123094,0.28023393,0.00000000,0.75125173,0.71077019
-2.51825913,1.97045187,0.00051175,0.05576439,0.24133392,0.74948225,0.26832627,0.00000000,0.78119524,0.72437028
-2.51225613,1.96184493,0.00049274,0.05487700,0.23751676,0.71863093,0.25686431,0.00000000,0.81105454,0.73750279
-2.50625313,1.95331666,0.00047211,0.05382963,0.23414142,0.68893715,0.24594482,0.00000000,0.84021803,0.74995737
-2.50025013,1.94464652,0.00045013,0.05263766,0.23118905,0.66061620,0.23564326,0.00000000,0.86807132,0.76151198
-2.49424712,1.93556929,0.00042711,0.05131833,0.22862921,0.63384020,0.22601428,0.00000000,0.89401567,0.77194048
-2.48824412,1.92579429,0.00040341,0.04989031,0.22642242,0.60874178,0.21709303,0.00000000,0.91748703,0.78102101
-2.48224112,1.91502682,0.00037939,0.04837321,0.22452336,0.58541940,0.20889723,0.00000000,0.93797458,0.78854501
-2.47623812,1.90299093,0.00035546,0.04678713,0.22288428,0.56394385,0.20142995,0.00000000,0.95503829,0.79432629
-2.47023512,1.88945223,0.00033202,0.04515231,0.22145865,0.54436566,0.19468276,0.00000000,0.96832427,0.79820989
-2.46423212,1.87423950,0.00030948,0.04348872,0.22020481,0.52672280,0.18863924,0.00000000,0.97757750,0.80008024
-2.45822911,1.85726411,0.00028826,0.04181586,0.21908947,0.51104829,0.18327861,0.00000000,0.98265108,0.79986825
-2.45222611,1.83853587,0.00026877,0.04015250,0.21809074,0.49737718,0.17857930,0.00000000,0.98351158,0.79755684
-2.44622311,1.81817458,0.00025142,0.03851655,0.21720078,0.48575252,0.17452224,0.00000000,0.98024024,0.79318477
-2.44022011,1.79641644,0.00023660,0.03692494,0.21642768,0.47622986,0.17109378,0.00000000,0.97302983,0.78684833
-2.43421711,1.77361474,0.00022469,0.03539359,0.21579657,0.46888007,0.16828811,0.00000000,0.96217734,0.77870091
-2.42821411,1.75023464,0.00021605,0.03393736,0.21534984,0.46379014,0.16610896,0.00000000,0.94807281,0.76895021
-2.42221111,1.72684211,0.00021104,0.03257002,0.21514648,0.46106194,0.16457060,0.00000000,0.93118481,0.75785320
-2.41620810,1.70408713,0.00020999,0.03130427,0.21526046,0.46080892,0.16369815,0.00000000,0.91204311,0.74570902
-2.41020510,1.68268204,0.00021322,0.03015168,0.21577820,0.46315078,0.16352704,0.00000000,0.89121948,0.73284995
-2.40420210,1.66337556,0.00022102,0.02912270,0.21679536,0.46820647,0.16410182,0.00000000,0.86930723,0.71963076
-2.39819910,1.64692368,0.00023367,0.02822651,0.21841278,0.47608564,0.16547427,0.00000000,0.84690055,0.70641697
-2.39219610,1.63405863,0.00025143,0.02747105,0.22073210,0.48687913,0.16770099,0.00000000,0.82457434,0.69357224
-2.38619310,1.62545717,0.00027453,0.02686281,0.22385089,0.50064894,0.17084061,0.00000000,0.80286531,0.68144560
-2.38019010,1.62170956,0.00030319,0.02640683,0.22785777,0.51741805,0.17495062,0.00000000,0.78225514,0.67035887
-2.37418709,1.62329063,0.00033761,0.02610652,0.23282755,0.53716086,0.18008415,0.00000000,0.76315615,0.66059484
-2.36818409,1.63053424,0.00037794,0.02596357,0.23881675,0.55979468,0.18628681,0.00000000,0.74589993,0.65238661
-2.36218109,1.64361222,0.00042435,0.02597792,0.24585953,0.58517277,0.19359358,0.00000000,0.73072930,0.64590865
-2.35617809,1.66251887,0.00047697,0.02614769,0.25396445,0.61307947,0.20202613,0.00000000,0.71779365,0.64126982
-2.35017509,1.68706171,0.00053593,0.02646916,0.26311199,0.64322773,0.21159048,0.00000000,0.70714769,0.63850870
-2.34417209,1.71685911,0.00060136,0.02693687,0.27325306,0.67525938,0.22227523,0.00000000,0.69875348,0.63759152
-2.33816908,1.75134489,0.00067339,0.02754363,0.28430858,0.70874827,0.23405023,0.00000000,0.69248561,0.63841257
-2.33216608,1.78977990,0.00075220,0.02828075,0.29617016,0.74320625,0.24686597,0.00000000,0.68813907,0.64079739
-2.32616308,1.83127024,0.00083797,0.02913811,0.30870181,0.77809202,0.26065343,0.00000000,0.68543942,0.64450841
-2.32016008,1.87479139,0.00093098,0.03010444,0.32174265,0.81282244,0.27532448,0.00000000,0.68405500,0.64925292
-2.31415708,1.91921738,0.00103153,0.03116747,0.33511054,0.84678602,0.29077280,0.00000000,0.68361041,0.65469309
-2.30815408,1.96335388,0.00114005,0.03231414,0.34860645,0.87935811,0.30687516,0.00000000,0.68370100,0.66045763
-2.30215108,2.00597388,0.00125704,0.03353083,0.36201936,0.90991716,0.32349294,0.00000000,0.68390762,0.66615464
-2.29614807,2.04585457,0.00138309,0.03480349,0.37513158,0.93786143,0.34047403,0.00000000,0.68381143,0.67138511
-2.29014507,2.08181385,0.00151891,0.03611774,0.38772418,0.96262552,0.35765466,0.00000000,0.68300791,0.67575660
-2.28414207,2.11274525,0.00166529,0.03745902,0.39958243,0.98369596,0.37486144,0.00000000,0.68111999,0.67889655
-2.27813907,2.13764964,0.00182308,0.03881255,0.41050092,1.00062537,0.39191338,0.00000000,0.67780965,0.68046456
-2.27213607,2.15566278,0.00199320,0.04016337,0.42028834,1.01304449,0.40862383,0.00000000,0.67278775,0.68016342
-2.26613307,2.16607756,0.00217652,0.04149628,0.42877159,1.02067167,0.42480248,0.00000000,0.66582188,0.67774826
-2.26013007,2.16836036,0.00237388,0.04279581,0.43579928,1.02331951,0.44025732,0.00000000,0.65674190,0.67303355
-2.25412706,2.16216093,0.00258600,0.04404611,0.44124443,1.02089837,0.45479665,0.00000000,0.64544322,0.66589781
-2.24812406,2.14731590,0.00281338,0.04523098,0.44500639,1.01341673,0.46823113,0.00000000,0.63188775,0.65628583
-2.24212106,2.12384589,0.00305629,0.04633380,0.44701198,1.00097847,0.48037606,0.00000000,0.61610251,0.64420842
-2.23611806,2.09194682,0.00331460,0.04733765,0.44721582,0.98377725,0.49105375,0.00000000,0.59817627,0.62973988
-2.23011506,2.05197611,0.00358778,0.04822541,0.44560009,0.96208836,0.50009621,0.00000000,0.57825420,0.61301329
-2.22411206,2.00443456,0.00387479,0.04897996,0.44217355,0.93625845,0.50734796,0.00000000,0.55653113,0.59421399
-2.21810905,1.94994516,0.00417403,0.04958452,0.43697022,0.90669368,0.51266914,0.00000000,0.53324340,0.57357174
-2.21210605,1.88922966,0.00448331,0.05002296,0.43004759,0.87384670,0.51593877,0.00000000,0.50866008,0.55135168
-2.20610305,1.82308429,0.00479981,0.05028030,0.42148454,0.83820325,0.51705800,0.00000000,0.48307359,0.52784485
-2.20010005,1.75235538,0.00512011,0.05034317,0.41137911,0.80026862,0.51595339,0.00000000,0.45679035,0.50335853
-2.19409705,1.67791611,0.00544022,0.05020036,0.39984619,0.76055477,0.51257994,0.00000000,0.43012171,0.47820676
-2.18809405,1.60064484,0.00575561,0.04984326,0.38701507,0.71956826,0.50692372,0.00000000,0.40337538,0.45270156
-2.18209105,1.52140591,0.00606138,0.04926644,0.37302707,0.67779955,0.49900399,0.00000000,0.37684783,0.42714498
-2.17608804,1.44103310,0.00635231,0.04846795,0.35803312,0.63571370,0.48887451,0.00000000,0.35081762,0.40182222
-2.17008504,1.36031600,0.00662302,0.04744972,0.34219144,0.59374292,0.47662408,0.00000000,0.32553994,0.37699603
-2.16408204,1.27998934,0.00686817,0.04621767,0.32566513,0.55228067,0.46237596,0.00000000,0.30124228,0.35290238
-2.15807904,1.20072508,0.00708258,0.04478182,0.30861992,0.51167764,0.44628632,0.00000000,0.27812134,0.32974733
-2.15207604,1.12312706,0.00726145,0.04315615,0.29122181,0.47223928,0.42854158,0.00000000,0.25634110,0.30770517
-2.14607304,1.04772785,0.00740051,0.04135834,0.27363480,0.43422477,0.40935468,0.00000000,0.23603180,0.28691753
-2.14007004,0.97498741,0.00749618,0.03940941,0.25601862,0.39784735,0.38896043,0.00000000,0.21728999,0.26749352
-2.13406703,0.90529318,0.00754571,0.03733314,0.23852649,0.36327568,0.36761009,0.00000000,0.20017921,0.24951047
-2.12806403,0.83896125,0.00754730,0.03515547,0.22130302,0.33063604,0.34556539,0.00000000,0.18473133,0.23301537
-2.12206103,0.77623842,0.00750016,0.03290378,0.20448214,0.30001515,0.32309211,0.00000000,0.17094843,0.21802662
-2.11605803,0.71730467,0.00740455,0.03060613,0.18818528,0.27146347,0.30045372,0.00000000,0.15880495,0.20453620
-2.11005503,0.66227621,0.00726182,0.02829054,0.17251976,0.24499876,0.27790508,0.00000000,0.14825021,0.19251190
-2.10405203,0.61120874,0.00707428,0.02598420,0.15757747,0.22060968,0.25568667,0.00000000,0.13921099,0.18189976
-2.09804902,0.56410108,0.00684522,0.02371286,0.14343390,0.19825953,0.23401943,0.00000000,0.13159442,0.17262651
-2.09204602,0.52089919,0.00657873,0.02150018,0.13014754,0.17788980,0.21310046,0.00000000,0.12529079,0.16460215
-2.08604302,0.48150048,0.00627959,0.01936732,0.11775975,0.15942369,0.19309984,0.00000000,0.12017661,0.15772249
-2.08004002,0.44575874,0.00595311,0.01733253,0.10629499,0.14276941,0.17415834,0.00000000,0.11611761,0.15187183
-2.07403702,0.41348946,0.00560496,0.01541093,0.09576158,0.12782334,0.15638648,0.00000000,0.11297189,0.14692568
-2.06803402,0.38447577,0.00524096,0.01361446,0.08615274,0.11447295,0.13986455,0.00000000,0.11059311,0.14275359
-2.06203102,0.35847490,0.00486696,0.01195184,0.07744815,0.10259965,0.12464374,0.00000000,0.10883361,0.13922205
-2.05602801,0.33522508,0.00448862,0.01042877,0.06961565,0.09208132,0.11074817,0.00000000,0.10754768,0.13619746
-2.05002501,0.31445282,0.00411130,0.00904813,0.06261332,0.08279475,0.09817766,0.00000000,0.10659464,0.13354916
-2.04402201,0.29588035,0.00373993,0.00781032,0.05639163,0.07461789,0.08691116,0.00000000,0.10584185,0.13115235
-2.03801901,0.27923311,0.00337889,0.00671361,0.05089572,0.06743183,0.07691049,0.00000000,0.10516757,0.12889103
-2.03201601,0.26424697,0.00303195,0.00575457,0.04606755,0.06112262,0.06812435,0.00000000,0.10446349,0.12666066
-2.02601301,0.25067498,0.00270223,0.00492849,0.04184815,0.05558294,0.06049230,0.00000000,0.10363696,0.12437056
-2.02001001,0.23829352,0.00239218,0.00422978,0.03817949,0.05071341,0.05394864,0.00000000,0.10261276,0.12194602
-2.01400700,0.22690744,0.00210357,0.00365240,0.03500626,0.04642376,0.04842592,0.00000000,0.10133445,0.11932984
-2.00800400,0.21635434,0.00183755,0.00319017,0.03227734,0.04263374,0.04385806,0.00000000,0.09976516,0.11648349
-2.00200100,0.20650745,0.00159467,0.00283713,0.02994691,0.03927379,0.04018291,0.00000000,0.09788774,0.11338762
-1.99599800,0.19727750,0.00137495,0.00258781,0.02797528,0.03628549,0.03734426,0.00000000,0.09570450,0.11004202
-1.98999500,0.18861321,0.00117797,0.00243736,0.02632936,0.03362185,0.03529315,0.00000000,0.09323626,0.10646501
-1.98399200,0.18050065,0.00100292,0.00238178,0.02498281,0.03124734,0.03398865,0.00000000,0.09052099,0.10269226
-1.97798899,0.17296155,0.00084868,0.00241795,0.02391592,0.02913790,0.03339789,0.00000000,0.08761193,0.09877520
-1.97198599,0.16605062,0.00071393,0.00254367,0.02311517,0.02728079,0.03349558,0.00000000,0.08457539,0.09477892
-1.96598299,0.15985228,0.00059719,0.00275766,0.02257264,0.02567441,0.03426304,0.00000000,0.08148833,0.09077985
-1.95997999,0.15447675,0.00049689,0.00305948,0.02228518,0.02432810,0.03568672,0.00000000,0.07843573,0.08686325
-1.95397699,0.15005600,0.00041144,0.00344948,0.02225351,0.02326206,0.03775642,0.00000000,0.07550792,0.08312057
-1.94797399,0.14673959,0.00033927,0.00392862,0.02248130,0.02250721,0.04046324,0.00000000,0.07279802,0.07964692
-1.94197099,0.14469072,0.00027888,0.00449845,0.02297413,0.02210532,0.04379742,0.00000000,0.07039950,0.07653863
-1.93596798,0.14408267,0.00022885,0.00516089,0.02373867,0.02210907,0.04774611,0.00000000,0.06840406,0.07389111
-1.92996498,0.14509578,0.00018791,0.00591821,0.02478180,0.02258241,0.05229131,0.00000000,0.06689970,0.07179697
-1.92396198,0.14791496,0.00015488,0.00677290,0.02611001,0.02360088,0.05740795,0.00000000,0.06596930,0.07034460
-1.91795898,0.15272803,0.00012877,0.00772764,0.02772891,0.02525207,0.06306230,0.00000000,0.06568948,0.06961701
-1.91195598,0.15972457,0.00010871,0.00878527,0.02964295,0.02763607,0.06921079,0.00000000,0.06612988,0.06969123
-1.90595298,0.16909551,0.00009399,0.00994883,0.03185539,0.03086586,0.07579935,0.00000000,0.06735279,0.07063791
-1.89994997,0.18103309,0.00008406,0.01122161,0.03436847,0.03506755,0.08276318,0.00000000,0.06941309,0.07252142
-1.89394697,0.19573121,0.00007849,0.01260728,0.03718384,0.04038041,0.09002723,0.00000000,0.07235846,0.07540008
-1.88794397,0.21338580,0.00007700,0.01410997,0.04030306,0.04695651,0.09750714,0.00000000,0.07622976,0.07932665
-1.88194097,0.23419512,0.00007944,0.01573449,0.04372835,0.05495994,0.10511085,0.00000000,0.08106145,0.08434886
-1.87593797,0.25835962,0.00008578,0.01748645,0.04746341,0.06456545,0.11274060,0.00000000,0.08688210,0.09051002
-1.86993497,0.28608108,0.00009610,0.01937238,0.05151421,0.07595639,0.12029546,0.00000000,0.09371477,0.09784939
-1.86393197,0.31756090,0.00011061,0.02139988,0.05588977,0.08932196,0.12767412,0.00000000,0.10157724,0.10640254
-1.85792896,0.35299721,0.00012959,0.02357763,0.06060282,0.10485355,0.13477789,0.00000000,0.11048201,0.11620132
-1.85192596,0.39258073,0.00015343,0.02591537,0.06567025,0.12274036,0.14151370,0.00000000,0.12043609,0.12727354
-1.84592296,0.43648917,0.00018259,0.02842377,0.07111325,0.14316410,0.14779710,0.00000000,0.13144046,0.13964235
-1.83991996,0.48488033,0.00021760,0.03111416,0.07695716,0.16629291,0.15355488,0.00000000,0.14348926,0.15332517
-1.83391696,0.53788377,0.00025905,0.03399818,0.08323084,0.19227470,0.15872735,0.00000000,0.15656876,0.16833226
-1.82791396,0.59559149,0.00030759,0.03708729,0.08996576,0.22122992,0.16327015,0.00000000,0.17065606,0.18466504
-1.82191096,0.65804768,0.00036387,0.04039210,0.09719452,0.25324410,0.16715531,0.00000000,0.18571780,0.20231402
-1.81590795,0.72523811,0.00042856,0.04392170,0.10494906,0.28836036,0.17037177,0.00000000,0.20170871,0.22125662
-1.80990495,0.79707956,0.00050232,0.04768284,0.11325855,0.32657227,0.17292512,0.00000000,0.21857038,0.24145485
-1.80390195,0.87340986,0.00058576,0.05167907,0.12214692,0.36781735,0.17483668,0.00000000,0.23623012,0.26285306
-1.79789895,0.95397919,0.00067944,0.05590996,0.13163041,0.41197172,0.17614198,0.00000000,0.25460028,0.28537577
-1.79189595,1.03844327,0.00078380,0.06037028,0.14171497,0.45884606,0.17688863,0.00000000,0.27357792,0.30892584
-1.78589295,1.12635891,0.00089918,0.06504937,0.15239395,0.50818350,0.17713391,0.00000000,0.29304512,0.33338304
-1.77988994,1.21718273,0.00102574,0.06993066,0.16364602,0.55965954,0.17694197,0.00000000,0.31286981,0.35860310
-1.77388694,1.31027331,0.00116347,0.07499139,0.17543360,0.61288446,0.17638101,0.00000000,0.33290733,0.38441745
-1.76788394,1.40489714,0.00131212,0.08020267,0.18770197,0.66740821,0.17552047,0.00000000,0.35300270,0.41063370
-1.76188094,1.50023867,0.00147120,0.08552975,0.20037900,0.72272795,0.17442847,0.00000000,0.37299343,0.43703690
-1.75587794,1.59541432,0.00163995,0.09093273,0.21337590,0.77829820,0.17316957,0.00000000,0.39271303,0.46339165
-1.74987494,1.68949023,0.00181733,0.09636749,0.22658863,0.83354322,0.17180291,0.00000000,0.41199494,0.48944512
-1.74387194,1.78150346,0.00200200,0.10178698,0.23990038,0.88787156,0.17038098,0.00000000,0.43067679,0.51493088
-1.73786893,1.87048590,0.00219233,0.10714277,0.25318464,0.94069200,0.16894880,0.00000000,0.44860488,0.53957363
-1.73186593,1.95548997,0.00238639,0.11238681,0.26630913,0.99143049,0.16754375,0.00000000,0.46563860,0.56309456
-1.72586293,2.03561547,0.00258203,0.11747325,0.27914009,1.03954725,0.16619577,0.00000000,0.48165473,0.58521745
-1.71985993,2.11003600,0.00277682,0.12236036,0.29154688,1.08455329,0.16492802,0.00000000,0.49655120,0.60567517
-1.71385693,2.17802428,0.00296819,0.12701232,0.30340667,1.12602566,0.16375789,0.00000000,0.51025040,0.62421661
-1.70785393,2.23897476,0.00315341,0.13140083,0.31460884,1.16362042,0.16269808,0.00000000,0.52270162,0.64061359
-1.70185093,2.29242275,0.00332970,0.13550640,0.32505889,1.19708276,0.16175784,0.00000000,0.53388262,0.65466780
-1.69584792,2.33805884,0.00349429,0.13931922,0.33468162,1.22625370,0.16094406,0.00000000,0.54380020,0.66621736
-1.68984492,2.37573789,0.00364448,0.14283966,0.34342338,1.25107276,0.16026225,0.00000000,0.55248967,0.67514279
-1.68384192,2.40548206,0.00377772,0.14607805,0.35125317,1.27157648,0.15971720,0.00000000,0.56001321,0.68137212
-1.67783892,2.42747745,0.00389172,0.14905405,0.35816261,1.28789272,0.15931336,0.00000000,0.56645720,0.68488507
-1.67183592,2.44206446,0.00398446,0.15179541,0.36416462,1.30023086,0.15905481,0.00000000,0.57192859,0.68571576
-1.66583292,2.44972218,0.00405432,0.15433617,0.36929097,1.30886849,0.15894497,0.00000000,0.57655036,0.68395409
-1.65982991,2.45104735,0.00410009,0.15671447,0.37358888,1.31413507,0.15898586,0.00000000,0.58045635,0.67974546
-1.65382691,2.44672898,0.00412101,0.15897004,0.37711665,1.31639349,0.15917731,0.00000000,0.58378566,0.67328880
-1.64782391,2.43751955,0.00411685,0.16114141,0.37993889,1.31602049,0.15951585,0.00000000,0.58667677,0.66483280
-1.64182091,2.42420439,0.00408785,0.16326311,0.38212141,1.31338699,0.15999365,0.00000000,0.58926172,0.65467054
-1.63581791,2.40757041,0.00403475,0.16536304,0.38372612,1.30883933,0.16059750,0.00000000,0.59166055,0.64313244
-1.62981491,2.38837586,0.00395879,0.16746001,0.38480648,1.30268260,0.16130802,0.00000000,0.59397628,0.63057785
-1.62381191,2.36732238,0.00386163,0.16956173,0.38540340,1.29516677,0.16209909,0.00000000,0.59629060,0.61738538
-1.61780890,2.34503068,0.00374535,0.17166343,0.38554229,1.28647657,0.16293764,0.00000000,0.59866052,0.60394243
-1.61180590,2.32202089,0.00361236,0.17374703,0.38523102,1.27672543,0.16378396,0.00000000,0.60111605,0.59063408
-1.60580290,2.29869831,0.00346535,0.17578109,0.38445933,1.26595393,0.16459232,0.00000000,0.60365906,0.57783193
-1.59979990,2.27534516,0.00330723,0.17772151,0.38319932,1.25413265,0.16531208,0.00000000,0.60626335,0.56588301
-1.59379690,2.25211838,0.00314105,0.17951296,0.38140731,1.24116923,0.16588916,0.00000000,0.60887578,0.55509945
-1.58779390,2.22905337,0.00296997,0.18109091,0.37902678,1.22691901,0.16626789,0.00000000,0.61141861,0.54574909
-1.58179090,2.20607310,0.00279713,0.18238435,0.37599221,1.21119873,0.16639298,0.00000000,0.61379274,0.53804738
-1.57578789,2.18300203,0.00262570,0.18331881,0.37223360,1.19380226,0.16621165,0.00000000,0.61588170,0.53215103
-1.56978489,2.15958374,0.00245875,0.18381974,0.36768141,1.17451746,0.16567578,0.00000000,0.61755630,0.52815344
-1.56378189,2.13550124,0.00229926,0.18381591,0.36227162,1.15314309,0.16474386,0.00000000,0.61867958,0.52608233
-1.55777889,2.11039891,0.00215011,0.18324280,0.35595047,1.12950498,0.16338276,0.00000000,0.61911194,0.52589938
