energy_ev,total_up,Cu_p_up,Cu_d_up,N_s_up,N_p_up,Se_s_up,Se_p_up
-5.77788894,3.59156161,0.89215587,0.76954578,0.03026658,0.57596227,0.07203723,1.07982296
-5.77188594,3.52523115,0.89225063,0.75057389,0.02888632,0.56322826,0.06670497,1.06810741
-5.76588294,3.46350329,0.89244492,0.73352347,0.02754295,0.55238689,0.06153816,1.05545035
-5.75987994,3.40674060,0.89274299,0.71859186,0.02625587,0.54358246,0.05658429,1.04177447
-5.75387694,3.35518828,0.89313730,0.70593312,0.02504342,0.53690896,0.05188582,1.02702701
-5.74787394,3.30898018,0.89361110,0.69565639,0.02392261,0.53240823,0.04747971,1.01118701
-5.74187094,3.26814763,0.89414111,0.68782546,0.02290880,0.53006972,0.04339707,0.99427121
-5.73586793,3.23263107,0.89470021,0.68245979,0.02201550,0.52983209,0.03966316,0.97633835
-5.72986493,3.20229423,0.89526030,0.67953694,0.02125416,0.53158641,0.03629748,0.95749184
-5.72386193,3.17694076,0.89579501,0.67899636,0.02063396,0.53518100,0.03331418,0.93788087
-5.71785893,3.15633305,0.89628263,0.68074456,0.02016177,0.54042769,0.03072263,0.91770012
-5.71185593,3.14021304,0.89670904,0.68466143,0.01984203,0.54710936,0.02852812,0.89718830
-5.70585293,3.12832468,0.89707085,0.69060776,0.01967679,0.55498838,0.02673277,0.87662581
-5.69984992,3.12043780,0.89737879,0.69843360,0.01966574,0.56381587,0.02533645,0.85633181
-5.69384692,3.11637278,0.89766124,0.70798732,0.01980639,0.57334132,0.02433778,0.83666103
-5.68784392,3.11602542,0.89796810,0.71912513,0.02009422,0.58332228,0.02373515,0.81800040
-5.68184092,3.11939133,0.89837469,0.73172063,0.02052295,0.59353393,0.02352767,0.80076585
-5.67583792,3.12658872,0.89898564,0.74567414,0.02108488,0.60377793,0.02371601,0.78539916
-5.66983492,3.13787838,0.89993852,0.76092125,0.02177123,0.61389050,0.02430313,0.77236487
-5.66383192,3.15367968,0.90140683,0.77744026,0.02257255,0.62374916,0.02529478,0.76214705
-5.65782891,3.17458082,0.90360201,0.79525793,0.02347919,0.63327797,0.02669981,0.75524557
-5.65182591,3.20134204,0.90677400,0.81445310,0.02448163,0.64245089,0.02853024,0.75217166
-5.64582291,3.23489015,0.91121003,0.83515761,0.02557095,0.65129303,0.03080092,0.75344219
-5.63981991,3.27630308,0.91723112,0.85755435,0.02673911,0.65987960,0.03352906,0.75957233
-5.63381691,3.32678356,0.92518592,0.88187184,0.02797923,0.66833248,0.03673328,0.77106625
-5.62781391,3.38762126,0.93544192,0.90837535,0.02928577,0.67681424,0.04043247,0.78840555
-5.62181091,3.46014351,0.94837360,0.93735454,0.03065452,0.68551990,0.04464434,0.81203532
-5.61580790,3.54565535,0.96434802,0.96910775,0.03208255,0.69466638,0.04938369,0.84234796
-5.60980490,3.64537045,0.98370784,1.00392342,0.03356800,0.70448022,0.05466059,0.87966503
-5.60380190,3.76033518,1.00675264,1.04205931,0.03510969,0.71518379,0.06047836,0.92421765
-5.59779890,3.89134904,1.03371902,1.08372030,0.03670671,0.72698071,0.06683163,0.97612634
-5.59179590,4.03888517,1.06476070,1.12903592,0.03835789,0.74004113,0.07370442,1.03538118
-5.58579290,4.20301530,1.09992947,1.17803887,0.04006116,0.75448750,0.08106852,1.10182358
-5.57978989,4.38334371,1.13915845,1.23064573,0.04181304,0.77038176,0.08888207,1.17513087
-5.57378689,4.57895493,1.18224867,1.28664120,0.04360799,0.78771469,0.09708872,1.25480502
-5.56778389,4.78837954,1.22886020,1.34566732,0.04543802,0.80639807,0.10561721,1.34016681
-5.56178089,5.00958180,1.27850892,1.40721843,0.04729227,0.82626027,0.11438161,1.43035649
-5.55577789,5.23997213,1.33056961,1.47064300,0.04915687,0.84704594,0.12328222,1.52434179
-5.54977489,5.47644612,1.38428600,1.53515274,0.05101494,0.86841978,0.13220722,1.62093371
-5.54377189,5.71545037,1.43878771,1.59983912,0.05284679,0.88997474,0.14103490,1.71881035
-5.53776888,5.95307405,1.49311420,1.66369692,0.05463038,0.91124423,0.14963659,1.81654814
-5.53176588,6.18516334,1.54624467,1.72565427,0.05634197,0.93171816,0.15788013,1.91265986
-5.52576288,6.40745449,1.59713328,1.78460782,0.05795691,0.95086195,0.16563367,2.00563797
-5.51975988,6.61571995,1.64474800,1.83946151,0.05945063,0.96813781,0.17276984,2.09400164
-5.51375688,6.80592082,1.68811164,1.88916724,0.06079971,0.98302725,0.17916986,2.17634525
-5.50775388,6.97435826,1.72634311,1.93276523,0.06198291,0.99505360,0.18472761,2.25138634
-5.50175088,7.11781631,1.75869698,1.96942202,0.06298223,1.00380356,0.18935335,2.31801034
-5.49574787,7.23368855,1.78459941,1.99846409,0.06378385,1.00894659,0.19297686,2.37531001
-5.48974487,7.32008207,1.80367867,2.01940519,0.06437889,1.01025100,0.19554999,2.42261742
-5.48374187,7.37589290,1.81578865,2.03196584,0.06476392,1.00759612,0.19704831,2.45952670
-5.47773887,7.40084894,1.82102421,2.03608388,0.06494126,1.00097972,0.19747194,2.48590631
-5.47173587,7.39551796,1.81972750,2.03191548,0.06491893,0.99052033,0.19684532,2.50190015
-5.46573287,7.36128027,1.81248480,2.01982655,0.06471035,0.97645446,0.19521613,2.50791744
-5.45972986,7.30026769,1.80011416,2.00037502,0.06433369,0.95912871,0.19265329,2.50461178
-5.45372686,7.21527222,1.78364420,1.97428497,0.06381103,0.93898740,0.18924418,2.49285079
-5.44772386,7.10962951,1.76428504,1.94241430,0.06316725,0.91655629,0.18509127,2.47367776
-5.44172086,6.98708358,1.74339268,1.90571752,0.06242878,0.89242331,0.18030824,2.44826754
-5.43571786,6.85164008,1.72242835,1.86520609,0.06162228,0.86721727,0.17501600,2.41787903
-5.42971486,6.70741581,1.70291451,1.82190816,0.06077334,0.84158567,0.16933848,2.38380669
-5.42371186,6.55849213,1.68638916,1.77683030,0.05990514,0.81617269,0.16339878,2.34733364
-5.41770885,6.40877935,1.67436035,1.73092283,0.05903741,0.79159835,0.15731556,2.30968853
-5.41170585,6.26189824,1.66826226,1.68505071,0.05818548,0.76843978,0.15119999,2.27200813
-5.40570285,6.12108336,1.66941454,1.63997118,0.05735965,0.74721527,0.14515328,2.23530710
-5.39969985,5.98911158,1.67898574,1.59631903,0.05656479,0.72837182,0.13926498,2.20045597
-5.39369685,5.86825727,1.69796204,1.55459970,0.05580037,0.71227627,0.13361195,2.16816768
-5.38769385,5.76027407,1.72712181,1.51519019,0.05506064,0.69921031,0.12825808,2.13899255
-5.38169085,5.66640170,1.76701638,1.47834694,0.05433524,0.68936925,0.12325468,2.11332116
-5.37568784,5.58739470,1.81795723,1.44421973,0.05360995,0.68286415,0.11864141,2.09139386
-5.36968484,5.52356914,1.88000964,1.41287020,0.05286775,0.67972701,0.11444767,2.07331587
-5.36368184,5.47486267,1.95299246,1.38429323,0.05208989,0.67991833,0.11069433,2.05907608
-5.35767884,5.44090275,2.03648400,1.35843977,0.05125714,0.68333662,0.10739562,2.04856825
-5.35167584,5.42107814,2.12983334,1.33523920,0.05035100,0.68982890,0.10456098,2.04161267
-5.34567284,5.41460899,2.23217707,1.31461983,0.04935479,0.69920186,0.10219694,2.03797733
-5.33966983,5.42061159,2.34246061,1.29652620,0.04825475,0.71123291,0.10030866,2.03739693
-5.33366683,5.43815461,2.45946394,1.28093224,0.04704079,0.72568060,0.09890118,2.03958937
-5.32766383,5.46630474,2.58183114,1.26784964,0.04570716,0.74229414,0.09798031,2.04426881
-5.32166083,5.50416062,2.70810319,1.25733112,0.04425283,0.76082150,0.09755313,2.05115538
-5.31565783,5.55087498,2.83675344,1.24946890,0.04268159,0.78101620,0.09762796,2.05998152
-5.30965483,5.60566576,2.96622510,1.24438866,0.04100197,0.80264241,0.09821406,2.07049550
-5.30365183,5.66781793,3.09497001,1.24223991,0.03922691,0.82547870,0.09932088,2.08246255
-5.29764882,5.73667798,3.22148783,1.24318376,0.03737321,0.84932035,0.10095708,2.09566448
-5.29164582,5.81164369,3.34436471,1.24737910,0.03546086,0.87398059,0.10312934,2.10989839
-5.28564282,5.89215168,3.46231054,1.25496868,0.03351223,0.89929095,0.10584104,2.12497537
-5.27963982,5.97766522,3.57419361,1.26606599,0.03155130,0.92510099,0.10909102,2.14071966
-5.27363682,6.06766454,3.67907178,1.28074422,0.02960270,0.95127784,0.11287231,2.15696882
-5.26763382,6.16164122,3.77621889,1.29902808,0.02769096,0.97770554,0.11717116,2.17357516
-5.26163082,6.25909787,3.86514570,1.32088924,0.02583972,1.00428474,0.12196631,2.19040849
-5.25562781,6.35955347,3.94561424,1.34624558,0.02407114,1.03093256,0.12722854,2.20736007
-5.24962481,6.46255415,4.01764500,1.37496447,0.02240530,1.05758298,0.13292062,2.22434741
-5.24362181,6.56768852,4.08151625,1.40686972,0.02085990,1.08418761,0.13899765,2.24131939
-5.23761881,6.67460610,4.13775537,1.44175173,0.01945000,1.11071667,0.14540774,2.25826115
-5.23161581,6.78303671,4.18712177,1.47937989,0.01818790,1.13716019,0.15209302,2.27519805
-5.22561281,6.89280883,4.23058191,1.51951639,0.01708321,1.16352906,0.15899095,2.29219806
-5.21960980,7.00386417,4.26927657,1.56193017,0.01614296,1.18985559,0.16603583,2.30937184
-5.21360680,7.11626629,4.30448118,1.60640989,0.01537179,1.21619337,0.17316037,2.32687026
-5.20760380,7.23020102,4.33756013,1.65277466,0.01477223,1.24261599,0.18029734,2.34487868
-5.20160080,7.34596688,4.36991632,1.70088165,0.01434496,1.26921441,0.18738107,2.36360814
-5.19559780,7.46395449,4.40293724,1.75062951,0.01408908,1.29609264,0.19434879,2.38328332
-5.18959480,7.58461445,4.43793936,1.80195715,0.01400236,1.32336168,0.20114169,2.40412771
-5.18359180,7.70841416,4.47611238,1.85483766,0.01408139,1.35113168,0.20770566,2.42634644
-5.17758879,7.83578490,4.51846552,1.90926726,0.01432171,1.37950239,0.21399169,2.45010755
-5.17158579,7.96706124,4.56577746,1.96524990,0.01471791,1.40855223,0.21995581,2.47552273
-5.16558279,8.10241592,4.61855215,2.02277836,0.01526350,1.43832640,0.22555875,2.50262842
-5.15957979,8.24179368,4.67698217,2.08181272,0.01595093,1.46882453,0.23076526,2.53136859
-5.15357679,8.38484823,4.74092144,2.14225794,0.01677137,1.49998865,0.23554321,2.56158027
-5.14757379,8.53088660,4.80986877,2.20394186,0.01771459,1.53169223,0.23986251,2.59298300
-5.14157079,8.67882537,4.88296346,2.26659532,0.01876873,1.56373090,0.24369406,2.62517310
-5.13556778,8.82716250,4.95899370,2.32983611,0.01992016,1.59581602,0.24700877,2.65762352
-5.12956478,8.97396836,5.03641826,2.39315810,0.02115335,1.62757137,0.24977673,2.68968992
-5.12356178,9.11689830,5.11340119,2.45592683,0.02245075,1.65853387,0.25196673,2.72062292
-5.11755878,9.25322814,5.18785908,2.51738249,0.02379290,1.68815866,0.25354614,2.74958659
-5.11155578,9.37991276,5.25751938,2.57665058,0.02515845,1.71582858,0.25448122,2.77568257
-5.10555278,9.49366653,5.31998842,2.63276051,0.02652445,1.74086819,0.25473784,2.79797900
-5.09954977,9.59106294,5.37282649,2.68467132,0.02786667,1.76256195,0.25428268,2.81554303
-5.09354677,9.66864959,5.41362762,2.73130390,0.02916007,1.78017592,0.25308477,2.82747565
-5.08754377,9.72307364,5.44010106,2.77157796,0.03037934,1.79298217,0.25111729,2.83294710
-5.08154077,9.75121195,5.45015108,2.80445226,0.03149953,1.80028496,0.24835963,2.83123119
-5.07553777,9.75029953,5.44195225,2.82896595,0.03249679,1.80144747,0.24479942,2.82173689
-5.06953477,9.71805010,5.41401674,2.84427891,0.03334901,1.79591777,0.24043455,2.80403561
-5.06353177,9.65276237,5.36525109,2.84970899,0.03403660,1.78325283,0.23527488,2.77788261
-5.05752876,9.55340659,5.29499983,2.84476399,0.03454310,1.76313943,0.22934365,2.74323159
-5.05152576,9.41968678,5.20307420,2.82916685,0.03485581,1.73541067,0.22267842,2.70024158
-5.04552276,9.25207512,5.08976470,2.80287246,0.03496624,1.70005756,0.21533145,2.64927570
-5.03951976,9.05181680,4.95583693,2.76607523,0.03487044,1.65723468,0.20736944,2.59089190
-5.03351676,8.82090461,4.80251096,2.71920705,0.03456922,1.60725994,0.19887270,2.52582604
-5.02751376,8.56202475,4.63142529,2.66292559,0.03406817,1.55060821,0.18993370,2.45496813
-5.02151076,8.27847627,4.44458690,2.59809375,0.03337746,1.48789908,0.18065502,2.37933290
-5.01550775,7.97406826,4.24430983,2.52575113,0.03251159,1.41987957,0.17114688,2.30002610
-5.00950475,7.65299957,4.03314487,2.44707921,0.03148886,1.34740225,0.16152429,2.21820812
-5.00350175,7.31972708,3.81380344,2.36336179,0.03033085,1.27140010,0.15190398,2.13505661
-4.99749875,6.97882833,3.58907892,2.27594290,0.02906165,1.19285914,0.14240119,2.05172978
-4.99149575,6.63486488,3.36176859,2.18618399,0.02770713,1.11278994,0.13312655,1.96933195
-4.98549275,6.29225222,3.13459908,2.09542238,0.02629413,1.03219944,0.12418313,1.88888269
-4.97948974,5.95514129,2.91015830,2.00493293,0.02484966,0.95206408,0.11566378,1.81129080
-4.97348674,5.62731621,2.69083579,1.91589424,0.02340013,0.87330531,0.10764892,1.73733388
-4.96748374,5.31211138,2.47877344,1.82936070,0.02197064,0.79676827,0.10020476,1.66764407
-4.96148074,5.01235014,2.27582774,1.74624126,0.02058438,0.72320443,0.09338213,1.60270008
-4.95547774,4.73030597,2.08354390,1.66728520,0.01926215,0.65325844,0.08721585,1.54282556
-4.94947474,4.46768612,1.90314214,1.59307510,0.01802192,0.58745945,0.08172469,1.48819319
-4.94347174,4.22563631,1.73551538,1.52402667,0.01687865,0.52621697,0.07691191,1.43883406
-4.93746873,4.00476472,1.58123743,1.46039483,0.01584415,0.46982083,0.07276624,1.39465132
-4.93146573,3.80518223,1.44058039,1.40228524,0.01492709,0.41844512,0.06926337,1.35543731
-4.92546273,3.62655595,1.31353957,1.34967028,0.01413313,0.37215534,0.06636773,1.32089304
-4.91945973,3.46817260,1.19986436,1.30240846,0.01346511,0.33091843,0.06403457,1.29064906
-4.91345673,3.32900820,1.09909319,1.26026608,0.01292338,0.29461479,0.06221221,1.26428673
-4.90745373,3.20780094,1.01059095,1.22294028,0.01250614,0.26305184,0.06084428,1.24135901
-4.90145073,3.10312416,0.93358729,1.19008235,0.01220977,0.23597840,0.05987200,1.22140992
-4.89544772,3.01345698,0.86721449,1.16132063,0.01202928,0.21309944,0.05923629,1.20399224
-4.88944472,2.93725049,0.81054370,1.13628246,0.01195862,0.19409056,0.05887967,1.18868275
-4.88344172,2.87298794,0.76261877,1.11461447,0.01199104,0.17861201,0.05874793,1.17509491
-4.87743872,2.81923805,0.72248692,1.09600117,0.01211941,0.16632178,0.05879148,1.16288865
-4.87143572,2.77470075,0.68922601,1.08018160,0.01233640,0.15688770,0.05896627,1.15177739
-4.86543272,2.73824534,0.66196800,1.06696405,0.01263471,0.14999823,0.05923450,1.14153228
-4.85942971,2.70894129,0.63991881,1.05623886,0.01300715,0.14537221,0.05956489,1.13198393
-4.85342671,2.68608210,0.62237446,1.04798964,0.01344667,0.14276716,0.05993260,1.12302190
-4.84742371,2.66920296,0.60873389,1.04230278,0.01394638,0.14198648,0.06031895,1.11459216
-4.84142071,2.65809281,0.59850842,1.03937575,0.01449948,0.14288557,0.06071082,1.10669309
-4.83541771,2.65280159,0.59132840,1.03952397,0.01509913,0.14537666,0.06109991,1.09937017
-4.82941471,2.65364327,0.58694700,1.04318654,0.01573838,0.14943279,0.06148184,1.09270984
-4.82341171,2.66119512,0.58524153,1.05093059,0.01640999,0.15509070,0.06185521,1.08683286
-4.81740870,2.67629350,0.58621232,1.06345425,0.01710633,0.16245260,0.06222065,1.08188735
-4.81140570,2.70002627,0.58997929,1.08158774,0.01781930,0.17168703,0.06257991,1.07804195
-4.80540270,2.73372171,0.59677627,1.10629246,0.01854020,0.18302842,0.06293507,1.07547901
-4.79939970,2.77893345,0.60694298,1.13865736,0.01925978,0.19677544,0.06328784,1.07438824
-4.79339670,2.83742109,0.62091475,1.17989220,0.01996823,0.21328792,0.06363904,1.07496064
-4.78739370,2.91112572,0.63920981,1.23131709,0.02065527,0.23298222,0.06398826,1.07738284
-4.78139070,3.00213964,0.66241419,1.29434762,0.02131032,0.25632482,0.06433363,1.08183180
-4.77538769,3.11266971,0.69116417,1.37047529,0.02192265,0.28382405,0.06467176,1.08846976
-4.76938469,3.24499362,0.72612635,1.46124267,0.02248167,0.31601991,0.06499786,1.09743946
-4.76338169,3.40140884,0.76797546,1.56821314,0.02297719,0.35347172,0.06530588,1.10885939
-4.75737869,3.58417419,0.81737009,1.69293516,0.02339970,0.39674388,0.06558875,1.12281918
-4.75137569,3.79544437,0.87492676,1.83690147,0.02374070,0.44638970,0.06583868,1.13937488
-4.74537269,4.03719823,0.94119271,2.00150353,0.02399297,0.50293343,0.06604743,1.15854442
-4.73936968,4.31116215,1.01661813,2.18798238,0.02415083,0.56685110,0.06620655,1.18030305
-4.73336668,4.61873031,1.10152849,2.39737685,0.02421037,0.63855024,0.06630765,1.20457904
-4.72736368,4.96088409,1.19609783,2.63047072,0.02416959,0.71834936,0.06634256,1.23124982
-4.72136068,5.33811349,1.30032413,2.88774060,0.02402849,0.80645759,0.06630343,1.26013870
-4.71535768,5.75034335,1.41400756,3.16930637,0.02378912,0.90295532,0.06618279,1.29101264
-4.70935468,6.19686782,1.53673290,3.47488618,0.02345548,1.00777657,0.06597363,1.32358102
-4.70335168,6.67629621,1.66785700,3.80375817,0.02303341,1.12069390,0.06566937,1.35749611
-4.69734867,7.18651329,1.80650234,4.15473071,0.02253040,1.24130659,0.06526385,1.39235510
-4.69134567,7.72465700,1.95155745,4.52612299,0.02195528,1.36903280,0.06475138,1.42770407
-4.68534267,8.28711566,2.10168486,4.91575748,0.02131798,1.50310633,0.06412677,1.46304409
-4.67933967,8.86954646,2.25533687,5.32096520,0.02062912,1.64257850,0.06338539,1.49783912
-4.67333667,9.46691618,2.41077934,5.73860465,0.01989973,1.78632525,0.06252337,1.53152610
-4.66733367,10.07356402,2.56612311,6.16509452,0.01914084,1.93305989,0.06153776,1.56352655
-4.66133067,10.68328606,2.71936261,6.59645985,0.01836318,2.08135106,0.06042676,1.59325980
-4.65532766,11.28943938,2.86842061,7.02839095,0.01757684,2.22964588,0.05919004,1.62015714
-4.64932466,11.88506372,3.01119802,7.45631381,0.01679105,2.37629754,0.05782903,1.64367671
-4.64332166,12.46301732,3.14562711,7.87547038,0.01601392,2.51959687,0.05634721,1.66331844
-4.63731866,13.01612339,3.26972643,8.28100679,0.01525234,2.65780680,0.05475041,1.67863861
-4.63131566,13.53732314,3.38165566,8.66806726,0.01451184,2.78919891,0.05304706,1.68926359
-4.62531266,14.01983081,3.47976828,9.03189138,0.01379660,2.91209091,0.05124830,1.69490218
-4.61930965,14.45728653,3.56266027,9.36791215,0.01310945,3.02488397,0.04936815,1.69535613
-4.61330665,14.84390241,3.62921288,9.67185239,0.01245197,3.12609874,0.04742342,1.69052859
-4.60730365,15.17459767,3.67862788,9.93981696,0.01182459,3.21440909,0.04543363,1.68043006
-4.60130065,15.44511912,3.71045387,10.16837830,0.01122678,3.28867249,0.04342072,1.66518168
-4.59529765,15.65214316,3.72460264,10.35465330,0.01065721,3.34795607,0.04140876,1.64501574
-4.58929465,15.79335671,3.72135468,10.49636911,0.01011397,3.39155786,0.03942345,1.62027332
-4.58329165,15.86751431,3.70135375,10.59191622,0.00959474,3.41902236,0.03749161,1.59139900
-4.57728864,15.87446980,3.66559045,10.64038719,0.00909702,3.43015005,0.03564059,1.55893285
-4.57128564,15.81518121,3.61537522,10.64159974,0.00861830,3.42500081,0.03389753,1.52349971
-4.56528264,15.69168868,3.55230189,10.59610319,0.00815621,3.40389084,0.03228880,1.48579593
-4.55927964,15.50706532,3.47820259,10.50516788,0.00770865,3.36738352,0.03083920,1.44657397
-4.55327664,15.26534226,3.39509589,10.37075726,0.00727391,3.31627419,0.02957136,1.40662505
-4.54727364,14.97140966,3.30512966,10.19548325,0.00685074,3.25156961,0.02850507,1.36676030
-4.54127064,14.63089604,3.21052053,9.98254571,0.00643836,3.17446242,0.02765677,1.32779076
-4.53526763,14.25002945,3.11349218,9.73565745,0.00603651,3.08630155,0.02703902,1.29050695
-4.52926463,13.83548433,3.01621415,9.45895680,0.00564536,2.98855937,0.02666012,1.25565834
-4.52326163,13.39421858,2.92074347,9.15691036,0.00526557,2.88279650,0.02652389,1.22393360
-4.51725863,12.93330610,2.82897071,8.83420865,0.00489812,2.77062545,0.02662950,1.19594209
-4.51125563,12.45976997,2.74257247,8.49565817,0.00454431,2.65367405,0.02697146,1.17219731
-4.50525263,11.98042174,2.66297150,8.14607321,0.00420566,2.53354974,0.02753980,1.15310315
-4.49924962,11.50171233,2.59130592,7.79017113,0.00388382,2.41180593,0.02832030,1.13894321
-4.49324662,11.02959934,2.52840820,7.43247445,0.00358050,2.28991118,0.02929497,1.12987400
-4.48724362,10.56943517,2.47479475,7.07722306,0.00329738,2.16922224,0.03044254,1.12592229
-4.48124062,10.12587946,2.43066592,6.72829936,0.00303608,2.05096161,0.03173917,1.12698677
-4.47523762,9.70283843,2.39591654,6.38916837,0.00279812,1.93620005,0.03315920,1.13284428
-4.46923462,9.30343219,2.37015615,6.06283446,0.00258482,1.82584462,0.03467594,1.14316024
-4.46323162,8.92999032,2.35273812,5.75181543,0.00239735,1.72063212,0.03626257,1.15750312
-4.45722861,8.58407426,2.34279627,5.45813373,0.00223671,1.62112792,0.03789299,1.17536229
-4.45122561,8.26652432,2.33928754,5.18332412,0.00210368,1.52773001,0.03954266,1.19616859
-4.44522261,7.97752770,2.34103885,4.92845606,0.00199890,1.44067757,0.04118932,1.21931675
-4.43921961,7.71670333,2.34679635,4.69416888,0.00192286,1.36006353,0.04281374,1.24418868
-4.43321661,7.48319872,2.35527505,4.48071683,0.00187589,1.28585036,0.04440016,1.27017669
-4.42721361,7.27579357,2.36520698,4.28802146,0.00185823,1.21788820,0.04593671,1.29670555
-4.42121061,7.09300529,2.37538623,4.11572815,0.00187003,1.15593452,0.04741559,1.32325257
-4.41520760,6.93319145,2.38470909,3.96326402,0.00191135,1.09967440,0.04883308,1.34936479
-4.40920460,6.79464519,2.39220830,3.82989459,0.00198218,1.04874074,0.05018940,1.37467271
-4.40320160,6.67568003,2.39708033,3.71477699,0.00208247,1.00273358,0.05148837,1.39890009
-4.39719860,6.57470166,2.39870510,3.61700795,0.00221207,0.96123801,0.05273691,1.42186958
-4.39119560,6.49026508,2.39665808,3.53566527,0.00237079,0.92384030,0.05394447,1.44350411
-4.38519260,6.42111663,2.39071466,3.46984215,0.00255834,0.89014180,0.05512235,1.46382437
-4.37918959,6.36622084,2.38084745,3.41867395,0.00277432,0.85977046,0.05628298,1.48294256
-4.37318659,6.32477321,2.36721709,3.38135774,0.00301820,0.83239000,0.05743920,1.50105308
-4.36718359,6.29620022,2.35015739,3.35716478,0.00328934,0.80770665,0.05860353,1.51842059
-4.36118059,6.28014817,2.33015585,3.34544681,0.00358689,0.78547352,0.05978758,1.53536624
-4.35517759,6.27646273,2.30783053,3.34563669,0.00390981,0.76549285,0.06100152,1.55225250
-4.34917459,6.28516083,2.28390424,3.35724408,0.00425688,0.74761624,0.06225357,1.56946738
-4.34317159,6.30639630,2.25917697,3.37984685,0.00462659,0.73174298,0.06354976,1.58740836
-4.33716858,6.34042068,2.23449730,3.41307867,0.00501723,0.71781670,0.06489368,1.60646654
-4.33116558,6.38753991,2.21073355,3.45661310,0.00542676,0.70582045,0.06628636,1.62701126
-4.32516258,6.44806780,2.18874503,3.51014470,0.00585288,0.69577045,0.06772631,1.64937542
-4.31915958,6.52227682,2.16935404,3.57336715,0.00629298,0.68770848,0.06920951,1.67384164
-4.31315658,6.61034674,2.15331883,3.64594897,0.00674411,0.68169328,0.07072955,1.70062936
-4.30715358,6.71231201,2.14130793,3.72750721,0.00720304,0.67779096,0.07227775,1.72988301
