energy_ev,total_up,C_s_up,C_p_up,Rh_p_up,Rh_d_up,Te_p_up,Te_d_up,Ti_p_up,Ti_d_up
-5.57978989,4.81689369,0.07751710,0.35488877,2.35026861,1.89061432,2.07172471,0.00000000,1.36829980,0.55958725
-5.57378689,4.73201305,0.07918226,0.34440669,2.31375825,1.83784916,2.04686552,0.00000000,1.35188737,0.55547510
-5.56778389,4.63160354,0.08038707,0.33277976,2.26665330,1.78150703,2.01376255,0.00000000,1.32914333,0.54920187
-5.56178089,4.51711958,0.08110891,0.32017816,2.20969891,1.72228253,1.97298365,0.00000000,1.30054147,0.54092749
-5.55577789,4.39024238,0.08133415,0.30678239,2.14379298,1.66091329,1.92522700,0.00000000,1.26664847,0.53084554
-5.54977489,4.25282852,0.08105865,0.29277889,2.06996074,1.59815749,1.87129859,0.00000000,1.22810582,0.51917650
-5.54377189,4.10685407,0.08028782,0.27835578,1.98932668,1.53477111,1.81208692,0.00000000,1.18561013,0.50616019
-5.53776888,3.95435714,0.07903655,0.26369873,1.90308460,1.47148601,1.74853609,0.00000000,1.13989262,0.49204788
-5.53176588,3.79738147,0.07732865,0.24898730,1.81246724,1.40898996,1.68161847,0.00000000,1.09169872,0.47709447
-5.52576288,3.63792367,0.07519620,0.23439173,1.71871653,1.34790969,1.61230831,0.00000000,1.04176853,0.46155098
-5.51975988,3.47788642,0.07267850,0.22007036,1.62305555,1.28879754,1.54155738,0.00000000,0.99081898,0.44565787
-5.51375688,3.31903948,0.06982088,0.20616779,1.52666313,1.23212259,1.47027354,0.00000000,0.93952815,0.42963935
-5.50775388,3.16298980,0.06667336,0.19281361,1.43065183,1.17826627,1.39930302,0.00000000,0.88852240,0.41369891
-5.50175088,3.01116158,0.06328920,0.18012196,1.33604990,1.12752268,1.32941695,0.00000000,0.83836654,0.39801625
-5.49574787,2.86478633,0.05972340,0.16819172,1.24378752,1.08010323,1.26130222,0.00000000,0.78955715,0.38274556
-5.48974487,2.72490236,0.05603121,0.15710723,1.15468738,1.03614514,1.19555680,0.00000000,0.74251906,0.36801525
-5.48374187,2.59236290,0.05226678,0.14693959,1.06945952,0.99572293,1.13268897,0.00000000,0.69760485,0.35392883
-5.47773887,2.46785102,0.04848185,0.13774830,0.98870017,0.95886215,1.07312020,0.00000000,0.65509687,0.34056681
-5.47173587,2.35189979,0.04472465,0.12958313,0.91289396,0.92555410,1.01719070,0.00000000,0.61521159,0.32798945
-5.46573287,2.24491545,0.04103899,0.12248610,0.84241910,0.89577064,0.96516704,0.00000000,0.57810544,0.31623990
-5.45972986,2.14720154,0.03746351,0.11649339,0.77755470,0.86947788,0.91725096,0.00000000,0.54388197,0.30534761
-5.45372686,2.05898195,0.03403127,0.11163714,0.71848962,0.84664795,0.87358835,0.00000000,0.51259941,0.29533156
-5.44772386,1.98042112,0.03076941,0.10794686,0.66533218,0.82726795,0.83427786,0.00000000,0.48427835,0.28620320
-5.44172086,1.91163992,0.02769913,0.10545045,0.61811997,0.81134554,0.79937835,0.00000000,0.45890901,0.27796876
-5.43571786,1.85272616,0.02483583,0.10417479,0.57682944,0.79891087,0.76891480,0.00000000,0.43645767,0.27063091
-5.42971486,1.80373931,0.02218935,0.10414568,0.54138463,0.79001469,0.74288223,0.00000000,0.41687210,0.26418956
-5.42371186,1.76470917,0.01976445,0.10538735,0.51166483,0.78472288,0.72124776,0.00000000,0.40008574,0.25864192
-5.41770885,1.73562930,0.01756130,0.10792131,0.48751107,0.78310792,0.70395079,0.00000000,0.38602067,0.25398183
-5.41170585,1.71644572,0.01557610,0.11176480,0.46873127,0.78523773,0.69090156,0.00000000,0.37458943,0.25019849
-5.40570285,1.70704255,0.01380168,0.11692875,0.45510425,0.79116292,0.68197866,0.00000000,0.36569572,0.24727477
-5.39969985,1.70722577,0.01222820,0.12341548,0.44638265,0.80090327,0.67702587,0.00000000,0.35923447,0.24518535
-5.39369685,1.71670708,0.01084373,0.13121625,0.44229515,0.81443449,0.67584910,0.00000000,0.35509130,0.24389486
-5.38769385,1.73508936,0.00963489,0.14030871,0.44254821,0.83167614,0.67821383,0.00000000,0.35314182,0.24335635
-5.38169085,1.76185542,0.00858739,0.15065454,0.44682761,0.85248183,0.68384379,0.00000000,0.35325098,0.24351012
-5.37568784,1.79636144,0.00768652,0.16219741,0.45480011,0.87663218,0.69242126,0.00000000,0.35527284,0.24428331
-5.36968484,1.83783614,0.00691759,0.17486137,0.46611559,0.90383146,0.70358938,0.00000000,0.35905086,0.24559016
-5.36368184,1.88538630,0.00626629,0.18854979,0.48040971,0.93370809,0.71695654,0.00000000,0.36441887,0.24733311
-5.35767884,1.93800911,0.00571898,0.20314510,0.49730728,0.96581924,0.73210311,0.00000000,0.37120291,0.24940474
-5.35167584,1.99461086,0.00526289,0.21850930,0.51642651,0.99965948,0.74859004,0.00000000,0.37922377,0.25169042
-5.34567284,2.05403158,0.00488632,0.23448526,0.53738393,1.03467300,0.76596935,0.00000000,0.38830022,0.25407160
-5.33966983,2.11507450,0.00457875,0.25089899,0.55979997,1.07026913,0.78379580,0.00000000,0.39825282,0.25642956
-5.33366683,2.17653900,0.00433081,0.26756265,0.58330499,1.10584008,0.80163928,0.00000000,0.40890798,0.25864941
-5.32766383,2.23725545,0.00413441,0.28427839,0.60754559,1.14078043,0.81909732,0.00000000,0.42010220,0.26062409
-5.32166083,2.29612035,0.00398258,0.30084279,0.63219083,1.17450703,0.83580701,0.00000000,0.43168599,0.26225824
-5.31565783,2.35212976,0.00386951,0.31705183,0.65693813,1.20647860,0.85145564,0.00000000,0.44352751,0.26347151
-5.30965483,2.40440966,0.00379040,0.33270610,0.68151852,1.23621399,0.86578960,0.00000000,0.45551539,0.26420140
-5.30365183,2.45224147,0.00374136,0.34761626,0.70570110,1.26330813,0.87862101,0.00000000,0.46756082,0.26440522
-5.29764882,2.49508167,0.00371930,0.36160827,0.72929624,1.28744502,0.88983161,0.00000000,0.47959853,0.26406126
-5.29164582,2.53257453,0.00372178,0.37452837,0.75215769,1.30840710,0.89937387,0.00000000,0.49158676,0.26316893
-5.28564282,2.56455746,0.00374690,0.38624753,0.77418312,1.32608070,0.90726927,0.00000000,0.50350621,0.26174809
-5.27963982,2.59105878,0.00379316,0.39666517,0.79531340,1.34045718,0.91360365,0.00000000,0.51535787,0.25983739
-5.27363682,2.61228822,0.00385934,0.40571204,0.81553041,1.35163002,0.91852023,0.00000000,0.52716008,0.25749196
-5.26763382,2.62862066,0.00394438,0.41335207,0.83485369,1.35978789,0.92221046,0.00000000,0.53894485,0.25478037
-5.26163082,2.64057413,0.00404732,0.41958308,0.85333589,1.36520421,0.92490325,0.00000000,0.55075377,0.25178123
-5.25562781,2.64878316,0.00416721,0.42443648,0.87105750,1.36822375,0.92685326,0.00000000,0.56263367,0.24857949
-5.24962481,2.65396880,0.00430304,0.42797574,0.88812092,1.36924691,0.92832868,0.00000000,0.57463226,0.24526265
-5.24362181,2.65690679,0.00445376,0.43029377,0.90464422,1.36871243,0.92959931,0.00000000,0.58679420,0.24191719
-5.23761881,2.65839523,0.00461824,0.43150945,0.92075496,1.36707941,0.93092526,0.00000000,0.59915747,0.23862517
-5.23161581,2.65922320,0.00479529,0.43176314,0.93658416,1.36480923,0.93254700,0.00000000,0.61175056,0.23546137
-5.22561281,2.66014154,0.00498371,0.43121167,0.95226085,1.36234835,0.93467691,0.00000000,0.62459036,0.23249091
-5.21960980,2.66183679,0.00518231,0.43002278,0.96790728,1.36011243,0.93749278,0.00000000,0.63768090,0.22976754
-5.21360680,2.66490923,0.00539002,0.42836931,0.98363487,1.35847240,0.94113340,0.00000000,0.65101303,0.22733254
-5.20760380,2.66985545,0.00560589,0.42642335,0.99954120,1.35774300,0.94569616,0.00000000,0.66456481,0.22521428
-5.20160080,2.67705596,0.00582920,0.42435062,1.01570777,1.35817388,0.95123662,0.00000000,0.67830271,0.22342836
-5.19559780,2.68676778,0.00605952,0.42230513,1.03219868,1.35994368,0.95776997,0.00000000,0.69218332,0.22197831
-5.18959480,2.69912194,0.00629671,0.42042456,1.04906002,1.36315685,0.96527395,0.00000000,0.70615548,0.22085673
-5.18359180,2.71412547,0.00654100,0.41882625,1.06631983,1.36784336,0.97369295,0.00000000,0.72016269,0.22004675
-5.17758879,2.73166749,0.00679295,0.41760412,1.08398857,1.37396095,0.98294300,0.00000000,0.73414545,0.21952369
-5.17158579,2.75152863,0.00705345,0.41682647,1.10205967,1.38139962,0.99291718,0.00000000,0.74804352,0.21925687
-5.16558279,2.77339315,0.00732367,0.41653481,1.12051017,1.38998817,1.00349103,0.00000000,0.76179786,0.21921142
-5.15957979,2.79686302,0.00760499,0.41674356,1.13930129,1.39950213,1.01452790,0.00000000,0.77535206,0.21934994
-5.15357679,2.82147311,0.00789885,0.41744082,1.15837863,1.40967291,1.02588359,0.00000000,0.78865335,0.21963404
-5.14757379,2.84670690,0.00820667,0.41858983,1.17767212,1.42019750,1.03741040,0.00000000,0.80165287,0.22002567
-5.14157079,2.87201202,0.00852970,0.42013123,1.19709558,1.43074850,1.04896024,0.00000000,0.81430554,0.22048807
-5.13556778,2.89681503,0.00886882,0.42198591,1.21654604,1.44098393,1.06038690,0.00000000,0.82656920,0.22098660
-5.12956478,2.92053515,0.00922444,0.42405830,1.23590280,1.45055669,1.07154737,0.00000000,0.83840343,0.22148915
-5.12356178,2.94259650,0.00959630,0.42623997,1.25502664,1.45912314,1.08230241,0.00000000,0.84976797,0.22196638
-5.11755878,2.96243871,0.00998335,0.42841334,1.27375907,1.46635086,1.09251640,0.00000000,0.86062087,0.22239167
-5.11155578,2.97952599,0.01038365,0.43045550,1.29192221,1.47192530,1.10205683,0.00000000,0.87091677,0.22274096
-5.10555278,2.99335448,0.01079428,0.43224178,1.30931929,1.47555530,1.11079343,0.00000000,0.88060512,0.22299243
-5.09954977,3.00345829,0.01121133,0.43364933,1.32573611,1.47697759,1.11859739,0.00000000,0.88962876,0.22312609
-5.09354677,3.00941424,0.01162989,0.43456023,1.34094362,1.47596014,1.12534068,0.00000000,0.89792296,0.22312341
-5.08754377,3.01084568,0.01204414,0.43486444,1.35470176,1.47230471,1.13089584,0.00000000,0.90541492,0.22296694
-5.08154077,3.00742565,0.01244747,0.43446231,1.36676454,1.46584856,1.13513625,0.00000000,0.91202395,0.22264006
-5.07553777,2.99887954,0.01283264,0.43326676,1.37688633,1.45646550,1.13793709,0.00000000,0.91766224,0.22212674
-5.06953477,2.98498751,0.01319203,0.43120512,1.38482912,1.44406653,1.13917689,0.00000000,0.92223639,0.22141156
-5.06353177,2.96558685,0.01351782,0.42822052,1.39037061,1.42860003,1.13873986,0.00000000,0.92564949,0.22047973
-5.05752876,2.94057412,0.01380234,0.42427300,1.39331250,1.41005176,1.13651860,0.00000000,0.92780373,0.21931735
-5.05152576,2.90990722,0.01403830,0.41934024,1.39348889,1.38844456,1.13241741,0.00000000,0.92860346,0.21791170
-5.04552276,2.87360723,0.01421912,0.41341782,1.39077390,1.36383791,1.12635568,0.00000000,0.92795848,0.21625163
-5.03951976,2.83175966,0.01433915,0.40651929,1.38508843,1.33632716,1.11827137,0.00000000,0.92578746,0.21432802
-5.03351676,2.78451513,0.01439392,0.39867564,1.37640521,1.30604260,1.10812423,0.00000000,0.92202125,0.21213420
-5.02751376,2.73208893,0.01438035,0.38993455,1.36475202,1.27314802,1.09589860,0.00000000,0.91660599,0.20966640
-5.02151076,2.67475956,0.01429685,0.38035919,1.35021269,1.23783888,1.08160557,0.00000000,0.90950579,0.20692406
-5.01550775,2.61286567,0.01414341,0.37002653,1.33292562,1.20033996,1.06528428,0.00000000,0.90070490,0.20391012
-5.00950475,2.54680168,0.01392163,0.35902548,1.31308000,1.16090240,1.04700236,0.00000000,0.89020928,0.20063111
-5.00350175,2.47701172,0.01363461,0.34745451,1.29090969,1.11980010,1.02685538,0.00000000,0.87804752,0.19709718
-4.99749875,2.40398223,0.01328690,0.33541915,1.26668509,1.07732561,1.00496537,0.00000000,0.86427101,0.19332197
-4.99149575,2.32823334,0.01288425,0.32302918,1.24070357,1.03378550,0.98147845,0.00000000,0.84895353,0.18932235
-4.98549275,2.25030926,0.01243347,0.31039584,1.21327878,0.98949527,0.95656174,0.00000000,0.83219021,0.18511807
-4.97948974,2.17076819,0.01194210,0.29762895,1.18472962,0.94477411,0.93039978,0.00000000,0.81409596,0.18073132
-4.97348674,2.09017218,0.01141819,0.28483421,1.15536945,0.89993963,0.90319051,0.00000000,0.79480357,0.17618632
-4.96748374,2.00907732,0.01087000,0.27211074,1.12549619,0.85530263,0.87514121,0.00000000,0.77446139,0.17150879
-4.96148074,1.92802476,0.01030573,0.25954891,1.09538379,0.81116244,0.84646457,0.00000000,0.75323096,0.16672552
-4.95547774,1.84753297,0.00973325,0.24722867,1.06527563,0.76780261,0.81737496,0.00000000,0.73128445,0.16186398
-4.94947474,1.76809144,0.00915992,0.23521830,1.03538012,0.72548746,0.78808520,0.00000000,0.70880216,0.15695202
-4.94347174,1.69015615,0.00859238,0.22357378,1.00586860,0.68445938,0.75880391,0.00000000,0.68596997,0.15201758
-4.93746873,1.61414669,0.00803641,0.21233857,0.97687559,0.64493706,0.72973334,0.00000000,0.66297694,0.14708858
-4.93146573,1.54044507,0.00749687,0.20154403,0.94850116,0.60711457,0.70106794,0.00000000,0.64001287,0.14219279
-4.92546273,1.46939600,0.00697763,0.19121022,0.92081508,0.57116128,0.67299323,0.00000000,0.61726596,0.13735786
-4.91945973,1.40130826,0.00648161,0.18134707,0.89386234,0.53722254,0.64568529,0.00000000,0.59492035,0.13261130
-4.91345673,1.33645686,0.00601079,0.17195587,0.86766940,0.50542095,0.61931031,0.00000000,0.57315368,0.12798045
-4.90745373,1.27508555,0.00556630,0.16303091,0.84225069,0.47585792,0.59402438,0.00000000,0.55213445,0.12349251
-4.90145073,1.21740914,0.00514853,0.15456114,0.81761476,0.44861565,0.56997314,0.00000000,0.53201928,0.11917437
-4.89544772,1.16361554,0.00475727,0.14653183,0.79376957,0.42375894,0.54729123,0.00000000,0.51294997,0.11505248
-4.88944472,1.11386679,0.00439179,0.13892602,0.77072647,0.40133701,0.52610152,0.00000000,0.49505045,0.11115257
-4.88344172,1.06829925,0.00405100,0.13172578,0.74850268,0.38138495,0.50651386,0.00000000,0.47842368,0.10749917
-4.87743872,1.02702269,0.00373358,0.12491323,0.72712206,0.36392481,0.48862351,0.00000000,0.46314861,0.10411518
-4.87143572,0.99011824,0.00343805,0.11847113,0.70661414,0.34896623,0.47250927,0.00000000,0.44927726,0.10102121
-4.86543272,0.95763554,0.00316290,0.11238335,0.68701176,0.33650664,0.45823125,0.00000000,0.43683229,0.09823495
-4.85942971,0.92958923,0.00290666,0.10663488,0.66834734,0.32653096,0.44582868,0.00000000,0.42580494,0.09577044
-4.85342671,0.90595519,0.00266794,0.10121174,0.65064847,0.31901107,0.43531766,0.00000000,0.41615389,0.09363741
-4.84742371,0.88666687,0.00244546,0.09610069,0.63393305,0.31390487,0.42668929,0.00000000,0.40780490,0.09184066
-4.84142071,0.87161233,0.00223810,0.09128882,0.61820456,0.31115542,0.41990808,0.00000000,0.40065154,0.09037950
-4.83541771,0.86063211,0.00204486,0.08676312,0.60344798,0.31068994,0.41491116,0.00000000,0.39455714,0.08924745
-4.82941471,0.85351857,0.00186492,0.08251012,0.58962671,0.31241920,0.41160818,0.00000000,0.38935783,0.08843200
-4.82341171,0.85001691,0.00169753,0.07851567,0.57668080,0.31623707,0.40988208,0.00000000,0.38486684,0.08791467
-4.81740870,0.84982794,0.00154206,0.07476475,0.56452686,0.32202071,0.40959086,0.00000000,0.38087986,0.08767121
-4.81140570,0.85261289,0.00139797,0.07124161,0.55305957,0.32963125,0.41057027,0.00000000,0.37718128,0.08767211
-4.80540270,0.85800005,0.00126473,0.06793003,0.54215483,0.33891515,0.41263746,0.00000000,0.37355117,0.08788326
-4.79939970,0.86559312,0.00114188,0.06481372,0.53167449,0.34970627,0.41559532,0.00000000,0.36977259,0.08826679
-4.79339670,0.87498107,0.00102893,0.06187700,0.52147217,0.36182866,0.41923757,0.00000000,0.36563903,0.08878214
-4.78739370,0.88574898,0.00092542,0.05910545,0.51140010,0.37509992,0.42335430,0.00000000,0.36096161,0.08938710
-4.78139070,0.89748966,0.00083085,0.05648672,0.50131626,0.38933524,0.42773765,0.00000000,0.35557560,0.09003908
-4.77538769,0.90981529,0.00074472,0.05401128,0.49109162,0.40435180,0.43218760,0.00000000,0.34934613,0.09069623
-4.76938469,0.92236879,0.00066651,0.05167320,0.48061696,0.41997349,0.43651753,0.00000000,0.34217268,0.09131865
-4.76338169,0.93483437,0.00059567,0.04947067,0.46980883,0.43603571,0.44055924,0.00000000,0.33399220,0.09186941
-4.75737869,0.94694662,0.00053166,0.04740646,0.45861429,0.45239005,0.44416742,0.00000000,0.32478074,0.09231553
-4.75137569,0.95849803,0.00047395,0.04548817,0.44701429,0.46890860,0.44722324,0.00000000,0.31455347,0.09262872
-4.74537269,0.96934419,0.00042200,0.04372812,0.43502531,0.48548767,0.44963699,0.00000000,0.30336318,0.09278600
-4.73936968,0.97940673,0.00037530,0.04214310,0.42269933,0.50205061,0.45134964,0.00000000,0.29129734,0.09277009
-4.73336668,0.98867357,0.00033334,0.04075380,0.41012210,0.51854966,0.45233332,0.00000000,0.27847392,0.09256956
-4.72736368,0.99719650,0.00029568,0.03958399,0.39740969,0.53496640,0.45259060,0.00000000,0.26503610,0.09217884
-4.72136068,1.00508597,0.00026189,0.03865948,0.38470371,0.55131085,0.45215274,0.00000000,0.25114631,0.09159794
-4.71535768,1.01250342,0.00023159,0.03800684,0.37216520,0.56761909,0.45107680,0.00000000,0.23697974,0.09083211
-4.70935468,1.01965110,0.00020442,0.03765211,0.35996770,0.58394927,0.44944191,0.00000000,0.22271770,0.08989117
-4.70335168,1.02675993,0.00018008,0.03761921,0.34828966,0.60037620,0.44734467,0.00000000,0.20854113,0.08878892
-4.69734867,1.03407570,0.00015831,0.03792853,0.33730657,0.61698461,0.44489399,0.00000000,0.19462446,0.08754224
-4.69134567,1.04184415,0.00013887,0.03859543,0.32718318,0.63386135,0.44220543,0.00000000,0.18113016,0.08617028
-4.68534267,1.05029564,0.00012157,0.03962886,0.31806612,0.65108683,0.43939536,0.00000000,0.16820402,0.08469355
-4.67933967,1.05962998,0.00010625,0.04103018,0.31007721,0.66872618,0.43657519,0.00000000,0.15597145,0.08313300
-4.67333667,1.07000206,0.00009278,0.04279215,0.30330774,0.68682054,0.43384577,0.00000000,0.14453471,0.08150918
-4.66733367,1.08150923,0.00008105,0.04489826,0.29781393,0.70537898,0.43129234,0.00000000,0.13397125,0.07984146
-4.66133067,1.09418088,0.00007100,0.04732231,0.29361378,0.72437168,0.42898025,0.00000000,0.12433311,0.07814734
-4.65532766,1.10797101,0.00006257,0.05002840,0.29068546,0.74372474,0.42695151,0.00000000,0.11564714,0.07644187
-4.64932466,1.12275424,0.00005576,0.05297128,0.28896729,0.76331716,0.42522251,0.00000000,0.10791628,0.07473729
-4.64332166,1.13832569,0.00005060,0.05609707,0.28835925,0.78298037,0.42378296,0.00000000,0.10112147,0.07304273
