energy_ev,total_up,Os_p_up,Os_d_up,Pb_p_up,Pb_d_up,Te_p_up,Te_d_up
-6.00000000,2.46918253,0.57978785,1.04207102,0.67964630,0.00304478,0.70101252,0.00000000
-5.99399700,2.42404108,0.57638146,1.01604906,0.67255746,0.00307440,0.68537477,0.00000000
-5.98799400,2.39368853,0.57645576,0.99610717,0.67000872,0.00312570,0.67415760,0.00000000
-5.98199100,2.38070254,0.58059424,0.98333503,0.67260740,0.00320233,0.66811987,0.00000000
-5.97598799,2.38730513,0.58929173,0.97867402,0.68085174,0.00330752,0.66791862,0.00000000
-5.96998499,2.41529480,0.60293628,0.98289153,0.69511096,0.00344391,0.67409164,0.00000000
-5.96398199,2.46598904,0.62179357,0.99655981,0.71560832,0.00361343,0.68704319,0.00000000
-5.95797899,2.54017916,0.64599483,1.02003974,0.74240764,0.00381726,0.70703303,0.00000000
-5.95197599,2.63809873,0.67552834,1.05347012,0.77540413,0.00405570,0.73416914,0.00000000
-5.94597299,2.75940717,0.71023531,1.09676287,0.81432005,0.00432816,0.76840434,0.00000000
-5.93996998,2.90318898,0.74981014,1.14960410,0.85870555,0.00463307,0.80953690,0.00000000
-5.93396698,3.06796910,0.79380530,1.21146140,0.90794502,0.00496796,0.85721512,0.00000000
-5.92796398,3.25174425,0.84164075,1.28159686,0.96126895,0.00532944,0.91094579,0.00000000
-5.92196098,3.45202955,0.89261772,1.35908570,1.01777116,0.00571325,0.97010634,0.00000000
-5.91595798,3.66591914,0.94593643,1.44283992,1.07643105,0.00611436,1.03396027,0.00000000
-5.90995498,3.89015914,1.00071724,1.53163618,1.13614020,0.00652711,1.10167541,0.00000000
-5.90395198,4.12123064,1.05602439,1.62414717,1.19573258,0.00694527,1.17234450,0.00000000
-5.89794897,4.35544000,1.11089175,1.71897527,1.25401718,0.00736228,1.24500737,0.00000000
-5.89194597,4.58901342,1.16434931,1.81468753,1.30981211,0.00777135,1.31867399,0.00000000
-5.88594297,4.81819260,1.21544975,1.90985070,1.36197867,0.00816566,1.39234767,0.00000000
-5.87993997,5.03932795,1.26329391,2.00306505,1.40945422,0.00853857,1.46504753,0.00000000
-5.87393697,5.24896636,1.30705417,2.09299595,1.45128243,0.00888373,1.53582963,0.00000000
-5.86793397,5.44393026,1.34599512,2.17840209,1.48663970,0.00919530,1.60380601,0.00000000
-5.86193097,5.62138563,1.37949060,2.25815953,1.51485683,0.00946807,1.66816110,0.00000000
-5.85592796,5.77889669,1.40703656,2.33128089,1.53543486,0.00969762,1.72816504,0.00000000
-5.84992496,5.91446618,1.42825966,2.39692932,1.54805476,0.00988038,1.78318379,0.00000000
-5.84392196,6.02656037,1.44292126,2.45442716,1.55258054,0.01001371,1.83268579,0.00000000
-5.83791896,6.11411914,1.45091700,2.50325946,1.54905595,0.01009600,1.87624547,0.00000000
-5.83191596,6.17655186,1.45227238,2.54307280,1.53769511,0.01012661,1.91354366,0.00000000
-5.82591296,6.21372071,1.44713475,2.57367008,1.51886777,0.01010589,1.94436552,0.00000000
-5.81990995,6.22591352,1.43576250,2.59500212,1.49308007,0.01003514,1.96859647,0.00000000
-5.81390695,6.21380843,1.41851199,2.60715704,1.46095206,0.00991656,1.98621658,0.00000000
-5.80790395,6.17843326,1.39582335,2.61034842,1.42319302,0.00975310,1.99729423,0.00000000
-5.80190095,6.12112205,1.36820556,2.60490312,1.38057601,0.00954846,2.00197952,0.00000000
-5.79589795,6.04347124,1.33622182,2.59124972,1.33391282,0.00930691,2.00049795,0.00000000
-5.78989495,5.94729777,1.30047574,2.56990808,1.28403044,0.00903317,1.99314477,0.00000000
-5.78389195,5.83460057,1.26159879,2.54148060,1.23174998,0.00873238,1.98028031,0.00000000
-5.77788894,5.70752666,1.22023932,2.50664527,1.17786881,0.00840991,1.96232632,0.00000000
-5.77188594,5.56834218,1.17705345,2.46615048,1.12314634,0.00807127,1.93976334,0.00000000
-5.76588294,5.41940832,1.13269757,2.42081125,1.06829364,0.00772205,1.91312882,0.00000000
-5.75987994,5.26316140,1.08782252,2.37150631,1.01396679,0.00736782,1.88301568,0.00000000
-5.75387694,5.10209592,1.04306898,2.31917541,0.96076379,0.00701401,1.85007077,0.00000000
-5.74787394,4.93874907,0.99906384,2.26481584,0.90922433,0.00666591,1.81499290,0.00000000
-5.74187094,4.77568506,0.95641698,2.20947764,0.85983193,0.00632856,1.77852958,0.00000000
-5.73586793,4.61547746,0.91571814,2.15425623,0.81301757,0.00600669,1.74147225,0.00000000
-5.72986493,4.46068815,0.87753342,2.10028226,0.76916414,0.00570471,1.70464925,0.00000000
-5.72386193,4.31384130,0.84240106,2.04870769,0.72861090,0.00542662,1.66891642,0.00000000
-5.71785893,4.17739187,0.81082623,2.00068817,0.69165728,0.00517597,1.63514484,0.00000000
-5.71185593,4.05368792,0.78327484,1.95736149,0.65856553,0.00495581,1.60420587,0.00000000
-5.70585293,3.94492727,0.76016615,1.91982249,0.62956171,0.00476866,1.57695345,0.00000000
-5.69984992,3.85310911,0.74186449,1.88909497,0.60483504,0.00461644,1.55420416,0.00000000
-5.69384692,3.77998219,0.72867031,1.86610156,0.58453532,0.00450045,1.53671533,0.00000000
-5.68784392,3.72699139,0.72081091,1.85163267,0.56876892,0.00442132,1.52516225,0.00000000
-5.68184092,3.69522535,0.71843149,1.84631591,0.55759335,0.00437898,1.52011495,0.00000000
-5.67583792,3.68536776,0.72158693,1.85058752,0.55101117,0.00437264,1.52201590,0.00000000
-5.66983492,3.69765539,0.73023505,1.86466740,0.54896376,0.00440081,1.53115958,0.00000000
-5.66383192,3.73184586,0.74423196,1.88853936,0.55132555,0.00446129,1.54767503,0.00000000
-5.65782891,3.78719804,0.76333017,1.92193818,0.55789944,0.00455120,1.57151256,0.00000000
-5.65182591,3.86246761,0.78717992,1.96434458,0.56841423,0.00466705,1.60243562,0.00000000
-5.64582291,3.95591977,0.81533427,2.01498938,0.58252433,0.00480478,1.64001875,0.00000000
-5.63981991,4.06536060,0.84725824,2.07286741,0.59981259,0.00495989,1.68365235,0.00000000
-5.63381691,4.18818744,0.88234216,2.13676146,0.61979630,0.00512755,1.73255458,0.00000000
-5.62781391,4.32145824,0.91991913,2.20527604,0.64193671,0.00530270,1.78579073,0.00000000
-5.62181091,4.46197837,0.95928635,2.27688039,0.66565187,0.00548022,1.84229975,0.00000000
-5.61580790,4.60640283,0.99972990,2.34995933,0.69033268,0.00565507,1.90092743,0.00000000
-5.60980490,4.75135063,1.04055206,2.42287062,0.71536155,0.00582247,1.96046544,0.00000000
-5.60380190,4.89352743,1.08110047,2.49400646,0.74013316,0.00597803,2.01969487,0.00000000
-5.59779890,5.02985178,1.12079788,2.56185697,0.76407637,0.00611790,2.07743290,0.00000000
-5.59179590,5.15757980,1.15917134,2.62507294,0.78667643,0.00623892,2.13258071,0.00000000
-5.58579290,5.27442292,1.19587937,2.68252513,0.80749647,0.00633869,2.18417076,0.00000000
-5.57978989,5.37865329,1.23073592,2.73335733,0.82619713,0.00641573,2.23141137,0.00000000
-5.57378689,5.46919158,1.26372964,2.77703059,0.84255333,0.00646947,2.27372650,0.00000000
-5.56778389,5.54567259,1.29503718,2.81335643,0.85646729,0.00650028,2.31078877,0.00000000
-5.56178089,5.60848460,1.32502962,2.84251682,0.86797684,0.00650950,2.34254390,0.00000000
-5.55577789,5.65877964,1.35427094,2.86506965,0.87725855,0.00649939,2.36922508,0.00000000
-5.54977489,5.69845260,1.38350807,2.88193884,0.88462501,0.00647300,2.39135596,0.00000000
-5.54377189,5.73008879,1.41365225,2.89438867,0.89051633,0.00643411,2.40974165,0.00000000
-5.53776888,5.75688051,1.44575171,2.90398291,0.89548584,0.00638710,2.42544730,0.00000000
-5.53176588,5.78251488,1.48095632,2.91252973,0.90018024,0.00633677,2.43976454,0.00000000
-5.52576288,5.81103611,1.52047487,2.92201420,0.90531510,0.00628816,2.45416657,0.00000000
-5.51975988,5.84668691,1.56552644,2.93452054,0.91164624,0.00624639,2.47025303,0.00000000
