energy_ev,total_up,Bi_p_up,Bi_d_up,Ru_p_up,Ru_d_up,S_s_up,S_p_up
-6.00000000,4.44381228,1.27210214,0.01808650,2.53690484,1.55605587,0.02628567,1.40003636
-5.99399700,4.57373149,1.30987286,0.01858773,2.60721064,1.60989158,0.02758663,1.43625171
-5.98799400,4.72215677,1.35007271,0.01910399,2.68412141,1.67318155,0.02900146,1.48050149
-5.98199100,4.88785123,1.39182688,0.01962694,2.76607259,1.74608816,0.03051285,1.53272923
-5.97598799,5.06946022,1.43426510,0.02014860,2.85144312,1.82868558,0.03210285,1.59281006
-5.96998499,5.26553862,1.47654893,0.02066148,2.93860572,1.92094819,0.03375310,1.66054734
-5.96398199,5.47457443,1.51789715,0.02115881,3.02597567,2.02273887,0.03544518,1.73566896
-5.95797899,5.69500707,1.55760802,0.02163462,3.11205588,2.13379740,0.03716071,1.81782319
-5.95197599,5.92523938,1.59507748,0.02208388,3.19547607,2.25372927,0.03888165,1.90657424
-5.94597299,6.16364261,1.62981226,0.02250246,3.27502432,2.38199541,0.04059033,2.00139765
-5.93996998,6.40855453,1.66143764,0.02288712,3.34966965,2.51790344,0.04226962,2.10167587
-5.93396698,6.65827122,1.68969925,0.02323549,3.41857485,2.66060093,0.04390294,2.20669447
-5.92796398,6.91103399,1.71445916,0.02354591,3.48109922,2.80907174,0.04547428,2.31563950
-5.92196098,7.16501313,1.73568653,0.02381731,3.53679160,2.96213613,0.04696816,2.42759676
-5.91595798,7.41829124,1.75344345,0.02404907,3.58537465,3.11845547,0.04836962,2.54155363
-5.90995498,7.66884851,1.76786694,0.02424084,3.62672175,3.27654250,0.04966417,2.65640420
-5.90395198,7.91455315,1.77914828,0.02439238,3.66082851,3.43477760,0.05083777,2.77095841
-5.89794897,8.15315948,1.78751088,0.02450343,3.68778091,3.59143171,0.05187682,2.88395560
-5.89194597,8.38231632,1.79318811,0.02457360,3.70772254,3.74469589,0.05276826,2.99408293
-5.88594297,8.59958743,1.79640252,0.02460224,3.72082321,3.89271744,0.05349963,3.09999865
-5.87993997,8.80248509,1.79734753,0.02458847,3.72725112,4.03364194,0.05405922,3.20035999
-5.87393697,8.98851701,1.79617287,0.02453114,3.72715044,4.16566004,0.05443631,3.29385510
-5.86793397,9.15524562,1.79297446,0.02442885,3.72062580,4.28705791,0.05462144,3.37923810
-5.86193097,9.30035791,1.78778925,0.02428012,3.70773437,4.39626906,0.05460667,3.45536598
-5.85592796,9.42174264,1.78059528,0.02408340,3.68848608,4.49192576,0.05438595,3.52123582
-5.84992496,9.51757130,1.77131667,0.02383729,3.66285147,4.57290750,0.05395540,3.57602065
-5.84392196,9.58637824,1.75983311,0.02354069,3.63077634,4.63838412,0.05331366,3.61910197
-5.83791896,9.62713505,1.74599295,0.02319293,3.59220175,4.68785109,0.05246213,3.65009725
-5.83191596,9.63931430,1.72962898,0.02279397,3.54708763,4.72115484,0.05140520,3.66888046
-5.82591296,9.62293799,1.71057549,0.02234448,3.49543787,4.73850622,0.05015034,3.67559425
-5.81990995,9.57860656,1.68868553,0.02184602,3.43732478,4.74048070,0.04870816,3.67065252
-5.81390695,9.50750547,1.66384703,0.02130104,3.37291084,4.72800452,0.04709230,3.65473273
-5.80790395,9.41138734,1.63599657,0.02071295,3.30246585,4.70232678,0.04531928,3.62875758
-5.80190095,9.29252919,1.60513009,0.02008609,3.22637796,4.66497800,0.04340815,3.59386651
-5.79589795,9.15366563,1.57130960,0.01942566,3.14515763,4.61771668,0.04138014,3.55137784
-5.78989495,8.99790061,1.53466573,0.01873759,3.05943398,4.56246588,0.03925817,3.50274303
-5.78389195,8.82860140,1.49539591,0.01802843,2.96994357,4.50124252,0.03706631,3.44949497
-5.77788894,8.64927982,1.45375856,0.01730515,2.87751237,4.43608258,0.03482920,3.39319252
-5.77188594,8.46346672,1.41006382,0.01657494,2.78303196,4.36896578,0.03257146,3.33536400
-5.76588294,8.27458595,1.36466157,0.01584500,2.68743152,4.30174317,0.03031711,3.27745224
-5.75987994,8.08583448,1.31792766,0.01512236,2.59164744,4.23607133,0.02808903,3.22076382
-5.75387694,7.90007493,1.27024949,0.01441365,2.49659257,4.17335619,0.02590851,3.16642506
-5.74787394,7.71974604,1.22201190,0.01372497,2.40312698,4.11470943,0.02379481,3.11534681
-5.74187094,7.54679572,1.17358427,0.01306173,2.31203210,4.06091933,0.02176487,3.06819978
-5.73586793,7.38263986,1.12530981,0.01242855,2.22398979,4.01243759,0.01983314,3.02540152
-5.72986493,7.22814875,1.07749746,0.01182923,2.13956750,3.96938237,0.01801143,2.98711550
-5.72386193,7.08366108,1.03041691,0.01126672,2.05921015,3.93155728,0.01630898,2.95326231
-5.71785893,6.94902429,0.98429677,0.01074312,1.98323919,3.89848507,0.01473248,2.92354191
-5.71185593,6.82365818,0.93932577,0.01025981,1.91185831,3.86945387,0.01328635,2.89746594
-5.70585293,6.70663767,0.89565668,0.00981750,1.84516534,3.84357348,0.01197292,2.87439784
-5.69984992,6.59678963,0.85341233,0.00941633,1.78316922,3.81983844,0.01079276,2.85359893
-5.69384692,6.49279783,0.81269303,0.00905609,1.72581060,3.79719455,0.00974500,2.83427769
-5.68784392,6.39331020,0.77358476,0.00873627,1.67298467,3.77460539,0.00882773,2.81563986
-5.68184092,6.29704237,0.73616717,0.00845624,1.62456459,3.75111537,0.00803825,2.79693684
-5.67583792,6.20287214,0.70052082,0.00821538,1.58042392,3.72590646,0.00737350,2.77751010
-5.66983492,6.10992025,0.66673295,0.00801316,1.54045676,3.69834582,0.00683027,2.75682960
-5.66383192,6.01761385,0.63490135,0.00784926,1.50459441,3.66802268,0.00640550,2.73452484
-5.65782891,5.92573029,0.60513592,0.00772357,1.47281758,3.63477297,0.00609646,2.71040728
-5.65182591,5.83442004,0.57755797,0.00763627,1.44516388,3.59869128,0.00590092,2.68448378
-5.64582291,5.74420892,0.55229708,0.00758778,1.42173017,3.56013034,0.00581724,2.65696091
-5.63981991,5.65598076,0.52948597,0.00757873,1.40267007,3.51968878,0.00584443,2.62824058
-5.63381691,5.57094274,0.50925364,0.00760992,1.38818710,3.47818851,0.00598215,2.59890783
-5.62781391,5.49057645,0.49171728,0.00768220,1.37852410,3.43664352,0.00623070,2.56971181
-5.62181091,5.41657792,0.47697361,0.00779643,1.37394990,3.39622209,0.00659100,2.54154139
-5.61580790,5.35079058,0.46509018,0.00795334,1.37474412,3.35820460,0.00706442,2.51539663
-5.60980490,5.29513452,0.45609721,0.00815343,1.38118136,3.32393897,0.00765283,2.49235770
-5.60380190,5.25153569,0.44998074,0.00839688,1.39351546,3.29479571,0.00835840,2.47355241
