energy_ev,total_up,C_s_up,C_p_up,Na_s_up,S_s_up,S_p_up,Zn_p_up,Zn_d_up
-5.56778389,0.26765045,0.00022656,0.01780232,0.01909605,0.00066469,0.11057154,0.14567197,0.03433342
-5.56178089,0.30656859,0.00025864,0.02035356,0.02180335,0.00076103,0.12656025,0.16648086,0.03946960
-5.55577789,0.34875493,0.00029316,0.02310731,0.02471626,0.00086541,0.14386344,0.18891847,0.04508229
-5.54977489,0.39406239,0.00032991,0.02605032,0.02781790,0.00097748,0.16241193,0.21286902,0.05116587
-5.54377189,0.44226514,0.00036860,0.02916371,0.03108503,0.00109670,0.18210299,0.23816904,0.05770625
-5.53776888,0.49305717,0.00040887,0.03242285,0.03448798,0.00122236,0.20279964,0.26460663,0.06468055
-5.53176588,0.54605364,0.00045030,0.03579753,0.03799080,0.00135359,0.22433141,0.29192241,0.07205711
-5.52576288,0.60079555,0.00049236,0.03925234,0.04155180,0.00148940,0.24649631,0.31981244,0.07979581
-5.51975988,0.65675759,0.00053450,0.04274726,0.04512423,0.00162866,0.26906425,0.34793301,0.08784870
-5.51375688,0.71335934,0.00057609,0.04623860,0.04865733,0.00177022,0.29178187,0.37590745,0.09616100
-5.50775388,0.76997948,0.00061648,0.04968002,0.05209762,0.00191292,0.31437870,0.40333477,0.10467234
-5.50175088,0.82597276,0.00065499,0.05302392,0.05539038,0.00205570,0.33657436,0.42979983,0.11331836
-5.49574787,0.88068920,0.00069095,0.05622285,0.05848138,0.00219765,0.35808681,0.45488481,0.12203245
-5.48974487,0.93349480,0.00072372,0.05923114,0.06131866,0.00233816,0.37864115,0.47818152,0.13074774
-5.48374187,0.98379317,0.00075267,0.06200658,0.06385439,0.00247696,0.39797881,0.49930410,0.13939917
-5.47773887,1.03104714,0.00077728,0.06451208,0.06604674,0.00261430,0.41586660,0.51790154,0.14792561
-5.47173587,1.07479978,0.00079710,0.06671732,0.06786159,0.00275107,0.43210545,0.53366954,0.15627205
-5.46573287,1.11469378,0.00081178,0.06860023,0.06927404,0.00288893,0.44653837,0.54636115,0.16439162
-5.45972986,1.15048888,0.00082110,0.07014842,0.07026973,0.00303047,0.45905736,0.55579579,0.17224769
-5.45372686,1.18207652,0.00082498,0.07136025,0.07084576,0.00317937,0.46960904,0.56186618,0.17981576
-5.44772386,1.20949150,0.00082351,0.07224582,0.07101126,0.00334057,0.47819877,0.56454303,0.18708534
-5.44172086,1.23292039,0.00081692,0.07282761,0.07078757,0.00352049,0.48489317,0.56387712,0.19406164
-5.43571786,1.25270665,0.00080559,0.07314085,0.07020789,0.00372715,0.48982106,0.55999898,0.20076729
-5.42971486,1.26935257,0.00079008,0.07323372,0.06931668,0.00397047,0.49317277,0.55311605,0.20724396
-5.42371186,1.28351834,0.00077112,0.07316720,0.06816845,0.00426239,0.49519804,0.54350765,0.21355394
-5.41770885,1.29601846,0.00074956,0.07301483,0.06682636,0.00461715,0.49620260,0.53151799,0.21978173
-5.41170585,1.30781602,0.00072642,0.07286214,0.06536038,0.00505149,0.49654376,0.51754773,0.22603561
-5.40570285,1.32001515,0.00070285,0.07280608,0.06384533,0.00558486,0.49662509,0.50204428,0.23244910
-5.39969985,1.33385196,0.00068009,0.07295419,0.06235868,0.00623959,0.49689051,0.48549164,0.23918240
-5.39369685,1.35068412,0.00065953,0.07342375,0.06097832,0.00704112,0.49781802,0.46839982,0.24642352
-5.38769385,1.37197924,0.00064263,0.07434078,0.05978028,0.00801804,0.49991313,0.45129457,0.25438914
-5.38169085,1.39930182,0.00063092,0.07583889,0.05883665,0.00920218,0.50370214,0.43470746,0.26332494
-5.37568784,1.43429843,0.00062601,0.07805810,0.05821356,0.01062857,0.50972528,0.41916682,0.27350521
-5.36968484,1.47868079,0.00062952,0.08114337,0.05796946,0.01233527,0.51852979,0.40518936,0.28523160
-5.36368184,1.53420589,0.00064313,0.08524293,0.05815363,0.01436309,0.53066258,0.39327278,0.29883064
-5.35767884,1.60265255,0.00066849,0.09050634,0.05880501,0.01675510,0.54666260,0.38388913,0.31464998
-5.35167584,1.68579358,0.00070724,0.09708218,0.05995142,0.01955596,0.56705255,0.37747892,0.33305298
-5.34567284,1.78536289,0.00076096,0.10511527,0.06160906,0.02281109,0.59232978,0.37444561,0.35441161
-5.33966983,1.90301687,0.00083112,0.11474352,0.06378236,0.02656550,0.62295623,0.37515045,0.37909750
-5.33366683,2.04028985,0.00091908,0.12609414,0.06646417,0.03086245,0.65934714,0.37990730,0.40747112
-5.32766383,2.19854353,0.00102603,0.13927947,0.06963615,0.03574191,0.70185866,0.38897729,0.43986919
-5.32166083,2.37891091,0.00115292,0.15439226,0.07326951,0.04123875,0.75077422,0.40256315,0.47659052
-5.31565783,2.58223571,0.00130042,0.17150066,0.07732583,0.04738077,0.80628989,0.42080320,0.51788051
-5.30965483,2.80900870,0.00146889,0.19064281,0.08175808,0.05418666,0.86849905,0.44376499,0.56391493
-5.30365183,3.05930312,0.00165829,0.21182152,0.08651174,0.06166382,0.93737684,0.47143874,0.61478330
-5.29764882,3.33271189,0.00186815,0.23499897,0.09152592,0.06980633,1.01276495,0.50373085,0.67047286
-5.29164582,3.62828951,0.00209753,0.26009190,0.09673455,0.07859297,1.09435757,0.54045790,0.73085364
-5.28564282,3.94450238,0.00234497,0.28696752,0.10206752,0.08798556,1.18168940,0.58134150,0.79566563
-5.27963982,4.27919113,0.00260846,0.31544038,0.10745177,0.09792759,1.27412652,0.62600462,0.86450891
-5.27363682,4.62954851,0.00288547,0.34527068,0.11281241,0.10834344,1.37086132,0.67396981,0.93683751
-5.26763382,4.99211661,0.00317292,0.37616413,0.11807365,0.11913808,1.47091219,0.72466000,1.01195787
-5.26163082,5.36280599,0.00346722,0.40777374,0.12315988,0.13019752,1.57312897,0.77740224,1.08903243
-5.25562781,5.73693926,0.00376432,0.43970362,0.12799655,0.14138998,1.67620467,0.83143481,1.16708900
-5.24962481,6.10932023,0.00405980,0.47151497,0.13251121,0.15256783,1.77869400,0.88591797,1.24503583
-5.24362181,6.47432857,0.00434896,0.50273420,0.13663441,0.16357037,1.87903865,0.93994831,1.32168269
-5.23761881,6.82603900,0.00462691,0.53286303,0.14030075,0.17422722,1.97559914,0.99257670,1.39576726
-5.23161581,7.15836202,0.00488871,0.56139042,0.14344995,0.18436250,2.06669263,1.04282942,1.46598650
-5.22561281,7.46520244,0.00512953,0.58780591,0.14602791,0.19379947,2.15063556,1.08973186,1.53103176
-5.21960980,7.74063008,0.00534478,0.61161386,0.14798789,0.20236552,2.22578990,1.13233414,1.58962653
-5.21360680,7.97905649,0.00553025,0.63234824,0.14929160,0.20989737,2.29061110,1.16973762,1.64056545
-5.20760380,8.17541040,0.00568224,0.64958708,0.14991041,0.21624623,2.34369612,1.20112137,1.68275280
-5.20160080,8.32530433,0.00579774,0.66296623,0.14982634,0.22128265,2.38382918,1.22576724,1.71523892
-5.19559780,8.42518482,0.00587447,0.67219159,0.14903306,0.22490094,2.41002333,1.24308276,1.73725291
-5.18959480,8.47245912,0.00591101,0.67704939,0.14753664,0.22702286,2.42155585,1.25262043,1.74822999
-5.18359180,8.46559215,0.00590686,0.67741389,0.14535611,0.22760043,2.41799567,1.25409269,1.74783225
-5.17758879,8.40416867,0.00586242,0.67325217,0.14252365,0.22661776,2.39922135,1.24738180,1.73596183
-5.17158579,8.28891737,0.00577905,0.66462580,0.13908460,0.22409174,2.36542873,1.23254398,1.71276567
-5.16558279,8.12169534,0.00565898,0.65168919,0.13509691,0.22007160,2.31712761,1.20980767,1.67863173
-5.15957979,7.90543321,0.00550525,0.63468475,0.13063033,0.21463735,2.25512756,1.17956590,1.63417676
-5.15357679,7.64404335,0.00532166,0.61393501,0.12576515,0.20789710,2.18051339,1.14236314,1.58022608
-5.14757379,7.34229528,0.00511258,0.58983217,0.12059059,0.19998358,2.09461135,1.09887710,1.51778654
-5.14157079,7.00566388,0.00488286,0.56282544,0.11520278,0.19104972,1.99894758,1.04989651,1.44801369
-5.13556778,6.64015731,0.00463766,0.53340681,0.10970257,0.18126381,1.89520063,0.99629568,1.37217477
-5.12956478,6.25213234,0.00438230,0.50209590,0.10419301,0.17080423,1.78515025,0.93900709,1.29160921
-5.12356178,5.84810511,0.00412211,0.46942451,0.09877673,0.15985409,1.67062460,0.87899324,1.20768830
-5.11755878,5.43456531,0.00386228,0.43592149,0.09355328,0.14859599,1.55344806,0.81721885,1.12177575
-5.11155578,5.01780105,0.00360771,0.40209868,0.08861651,0.13720712,1.43539197,0.75462449,1.03519076
-5.10555278,4.60374118,0.00336291,0.36843818,0.08405209,0.12585478,1.31812980,0.69210285,0.94917483
-5.09954977,4.19782014,0.00313190,0.33538161,0.07993523,0.11469267,1.20319867,0.63047814,0.86486352
-5.09354677,3.80486940,0.00291812,0.30332153,0.07632873,0.10385784,1.09196808,0.57048945,0.78326393
-5.08754377,3.42903784,0.00272442,0.27259524,0.07328146,0.09346855,0.98561677,0.51277833,0.70523830
-5.08154077,3.07374212,0.00255298,0.24348094,0.07082717,0.08362287,0.88511799,0.45788082,0.63149395
-5.07553777,2.74164624,0.00240539,0.21619631,0.06898392,0.07439825,0.79123306,0.40622375,0.56257942
-5.06953477,2.43466883,0.00228264,0.19089927,0.06775397,0.06585173,0.70451283,0.35812511,0.49888627
-5.06353177,2.15401518,0.00218521,0.16769066,0.06712416,0.05802094,0.62530628,0.31379817,0.44065613
-5.05752876,1.90023037,0.00211314,0.14661855,0.06706697,0.05092564,0.55377530,0.27335860,0.38799193
-5.05152576,1.67326956,0.00206615,0.12768395,0.06754195,0.04456976,0.48991449,0.23683416,0.34087267
-5.04552276,1.47258091,0.00204380,0.11084728,0.06849776,0.03894380,0.43357480,0.20417625,0.29917073
-5.03951976,1.29719681,0.00204561,0.09603562,0.06987456,0.03402742,0.38448978,0.17527263,0.26267063
-5.03351676,1.14582926,0.00207127,0.08315006,0.07160687,0.02979219,0.34230318,0.14996075,0.23108868
-5.02751376,1.01696563,0.00212079,0.07207308,0.07362664,0.02620433,0.30659698,0.12804111,0.20409245
-5.02151076,0.90896134,0.00219477,0.06267561,0.07586656,0.02322730,0.27691864,0.10929019,0.18131950
-5.01550775,0.82012681,0.00229454,0.05482353,0.07826347,0.02082437,0.25280697,0.09347249,0.16239485
-5.00950475,0.74880633,0.00242245,0.04838356,0.08076175,0.01896075,0.23381568,0.08035152,0.14694667
-5.00350175,0.69344721,0.00258205,0.04322830,0.08331651,0.01760567,0.21953437,0.06969940,0.13461994
-4.99749875,0.65265802,0.00277830,0.03924041,0.08589655,0.01673390,0.20960630,0.06130506,0.12508779
-4.99149575,0.62525517,0.00301780,0.03631595,0.08848689,0.01632713,0.20374279,0.05498087,0.11806060
-4.98549275,0.61029744,0.00330899,0.03436677,0.09109077,0.01637483,0.20173401,0.05056787,0.11329254
-4.97948974,0.60710836,0.00366225,0.03332197,0.09373097,0.01687481,0.20345611,0.04793950,0.11058591
-4.97348674,0.61528674,0.00409007,0.03312869,0.09645045,0.01783339,0.20887468,0.04700400,0.10979309
-4.96748374,0.63470551,0.00460711,0.03375190,0.09931207,0.01926513,0.21804442,0.04770565,0.11081643
-4.96148074,0.66549958,0.00523018,0.03517363,0.10239751,0.02119224,0.23110538,0.05002479,0.11360610
-4.95547774,0.70804330,0.00597823,0.03739147,0.10580530,0.02364359,0.24827566,0.05397691,0.11815614
-4.94947474,0.76291831,0.00687215,0.04041651,0.10964788,0.02665337,0.26984091,0.05961088,0.12449892
-4.94347174,0.83087286,0.00793457,0.04427075,0.11404801,0.03025940,0.29614082,0.06700637,0.13269816
-4.93746873,0.91277365,0.00918955,0.04898417,0.11913429,0.03450118,0.32755302,0.07627068,0.14284079
-4.93146573,1.00955153,0.01066209,0.05459137,0.12503620,0.03941765,0.36447469,0.08753494,0.15502791
-4.92546273,1.12214260,0.01237766,0.06112808,0.13187865,0.04504475,0.40730248,0.10094994,0.16936506
-4.91945973,1.25142657,0.01436156,0.06862752,0.13977641,0.05141287,0.45641125,0.11668150,0.18595223
-4.91345673,1.39816417,0.01663818,0.07711674,0.14882843,0.05854426,0.51213233,0.13490565,0.20487378
-4.90745373,1.56293585,0.01923031,0.08661314,0.15911244,0.06645043,0.57473205,0.15580359,0.22618871
-4.90145073,1.74608399,0.02215826,0.09712115,0.17068012,0.07512979,0.64439135,0.17955653,0.24992157
-4.89544772,1.94766102,0.02543907,0.10862937,0.18355285,0.08456541,0.72118718,0.20634056,0.27605449
-4.88944472,2.16738555,0.02908573,0.12110812,0.19771855,0.09472333,0.80507677,0.23632163,0.30452039
-4.88344172,2.40460893,0.03310642,0.13450768,0.21312953,0.10555115,0.89588525,0.26965059,0.33519807
-4.87743872,2.65829381,0.03750392,0.14875710,0.22970174,0.11697731,0.99329752,0.30645859,0.36790908
-4.87143572,2.92700653,0.04227507,0.16376390,0.24731525,0.12891099,1.09685490,0.34685271,0.40241682
-4.86543272,3.20892410,0.04741056,0.17941446,0.26581631,0.14124270,1.20595692,0.39091192,0.43842793
-4.85942971,3.50185647,0.05289479,0.19557529,0.28502060,0.15384562,1.31986845,0.43868347,0.47559599
-4.85342671,3.80328367,0.05870604,0.21209510,0.30471784,0.16657767,1.43773216,0.49017968,0.51352748
-4.84742371,4.11040710,0.06481694,0.22880752,0.32467748,0.17928433,1.55858602,0.54537510,0.55178996
-4.84142071,4.42021326,0.07119514,0.24553454,0.34465523,0.19180199,1.68138529,0.60420415,0.58992202
-4.83541771,4.72954783,0.07780422,0.26209046,0.36440014,0.20396198,1.80502819,0.66655914,0.62744480
-4.82941471,5.03519722,0.08460487,0.27828615,0.38366199,0.21559492,1.92838436,0.73228869,0.66387461
-4.82341171,5.33397441,0.09155621,0.29393362,0.40219857,0.22653530,2.05032489,0.80119665,0.69873612
-4.81740870,5.62280554,0.09861724,0.30885054,0.41978254,0.23662623,2.16975274,0.87304139,0.73157559
-4.81140570,5.89881383,0.10574829,0.32286469,0.43620764,0.24572404,2.28563218,0.94753567,0.76197367
-4.80540270,6.15939705,0.11291249,0.33581816,0.45129381,0.25370257,2.39701607,1.02434697,0.78955709
-4.79939970,6.40229558,0.12007710,0.34757104,0.46489116,0.26045708,2.50306980,1.10309861,0.81400892
-4.79339670,6.62564823,0.12721458,0.35800466,0.47688264,0.26590752,2.60309086,1.18337144,0.83507685
-4.78739370,6.82803361,0.13430350,0.36702424,0.48718516,0.27000106,2.69652329,1.26470653,0.85257927
-4.78139070,7.00849573,0.14132899,0.37456087,0.49574946,0.27271384,2.78296643,1.34660881,0.86640888
-4.77538769,7.16655313,0.14828288,0.38057277,0.50255860,0.27405182,2.86217787,1.42855171,0.87653373
-4.76938469,7.30219180,0.15516343,0.38504607,0.50762527,0.27405073,2.93407046,1.50998312,0.88299580
-4.76338169,7.41584270,0.16197462,0.38799486,0.51098829,0.27277517,2.99870383,1.59033244,0.88590718
-4.75737869,7.50834566,0.16872510,0.38946082,0.51270835,0.27031685,3.05627104,1.66901901,0.88544420
-4.75137569,7.58090176,0.17542680,0.38951235,0.51286342,0.26679214,3.10708110,1.74546166,0.88183973
-4.74537269,7.63501691,0.18209336,0.38824346,0.51154411,0.26233899,3.15153831,1.81908949,0.87537423
-4.73936968,7.67243955,0.18873837,0.38577229,0.50884915,0.25711331,3.19011961,1.88935350,0.86636584
-4.73336668,7.69509542,0.19537356,0.38223956,0.50488129,0.25128507,3.22335097,1.95573916,0.85516003
-4.72736368,7.70502236,0.20200722,0.37780682,0.49974389,0.24503414,3.25178397,2.01777929,0.84211935
-4.72136068,7.70430787,0.20864269,0.37265475,0.49353809,0.23854605,3.27597354,2.07506731,0.82761345
-4.71535768,7.69503180,0.21527726,0.36698127,0.48636087,0.23200782,3.29645786,2.12727021,0.81201008
-4.70935468,7.67921594,0.22190152,0.36099978,0.47830385,0.22560397,3.31374109,2.17414100,0.79566696
-4.70335168,7.65878211,0.22849911,0.35493719,0.46945281,0.21951276,3.32827957,2.21553026,0.77892501
-4.69734867,7.63551927,0.23504708,0.34903200,0.45988787,0.21390275,3.34047165,2.25139620,0.76210300
-4.69134567,7.61106018,0.24151677,0.34353214,0.44968408,0.20892976,3.35065158,2.28181307,0.74549345
-4.68534267,7.58686711,0.24787515,0.33869269,0.43891237,0.20473431,3.35908709,2.30697726,0.72936008
-4.67933967,7.56422597,0.25408660,0.33477329,0.42764064,0.20143933,3.36598061,2.32721084,0.71393635
-4.67333667,7.54424759,0.26011502,0.33203528,0.41593483,0.19914854,3.37147358,2.34296213,0.69942517
-4.66733367,7.52787476,0.26592613,0.33073843,0.40385986,0.19794503,3.37565337,2.35480286,0.68599945
-4.66133067,7.51589318,0.27148973,0.33113730,0.39148028,0.19789041,3.37856205,2.36342179,0.67380329
-4.65532766,7.50894470,0.27678190,0.33347709,0.37886064,0.19902429,3.38020638,2.36961436,0.66295354
-4.64932466,7.50754085,0.28178683,0.33798910,0.36606544,0.20136410,3.38056810,2.37426825,0.65354156
-4.64332166,7.51207508,0.28649821,0.34488566,0.35315879,0.20490531,3.37961404,2.37834487,0.64563490
-4.63731866,7.52283219,0.29091999,0.35435475,0.34020374,0.20962189,3.37730506,2.38285663,0.63927880
-4.63131566,7.53999372,0.29506645,0.36655423,0.32726134,0.21546713,3.37360346,2.38884039,0.63449725
-4.62531266,7.56363862,0.29896146,0.38160586,0.31438962,0.22237463,3.36847825,2.39732724,0.63129368
-4.61930965,7.59373866,0.30263701,0.39958928,0.30164244,0.23025968,3.36190807,2.40930945,0.62965110
-4.61330665,7.63014886,0.30613093,0.42053603,0.28906850,0.23902068,3.35388150,2.42570507,0.62953185
-4.60730365,7.67259341,0.30948401,0.44442397,0.27671042,0.24854097,3.34439497,2.44732148,0.63087689
-4.60130065,7.72064833,0.31273658,0.47117226,0.26460407,0.25869067,3.33344823,2.47481890,0.63360487
-4.59529765,7.77372215,0.31592478,0.50063715,0.25277824,0.26932884,3.32103813,2.50867535,0.63761106
-4.58929465,7.83103673,0.31907671,0.53260900,0.24125451,0.28030574,3.30715090,2.54915459,0.64276640
-4.58329165,7.89161010,0.32220876,0.56681061,0.23004762,0.29146521,3.29175394,2.59627869,0.64891680
-4.57728864,7.95424372,0.32532228,0.60289742,0.21916597,0.30264717,3.27478758,2.64980679,0.65588298
-4.57128564,8.01751627,0.32840099,0.64045950,0.20861255,0.31369026,3.25615787,2.70922163,0.66346099
-4.56528264,8.07978594,0.33140908,0.67902581,0.19838595,0.32443446,3.23573093,2.77372518,0.67142362
-4.55927964,8.13920303,0.33429053,0.71807064,0.18848160,0.33472373,3.21332975,2.84224444,0.67952283
-4.55327664,8.19373379,0.33696939,0.75702238,0.17889305,0.34440869,3.18873385,2.91344801,0.68749326
-4.54727364,8.24119622,0.33935142,0.79527448,0.16961327,0.35334909,3.16168226,2.98577367,0.69505689
-4.54127064,8.27930751,0.34132680,0.83219849,0.16063583,0.36141632,3.13188003,3.05746668,0.70192874
-4.53526763,8.30574230,0.34277398,0.86715878,0.15195603,0.36849558,3.09900811,3.12662780,0.70782351
-4.52926463,8.31819990,0.34356444,0.89952855,0.14357176,0.37448786,3.06273638,3.19126977,0.71246300
-4.52326163,8.31447815,0.34356820,0.92870675,0.13548429,0.37931171,3.02273925,3.24938007,0.71558400
-4.51725863,8.29255092,0.34265971,0.95413508,0.12769872,0.38290449,2.97871318,3.29898780,0.71694637
-4.51125563,8.25064569,0.34072392,0.97531456,0.12022427,0.38522342,2.93039511,3.33823184,0.71634096
-4.50525263,8.18731768,0.33766208,0.99182104,0.11307437,0.38624604,2.87758086,3.36542737,0.71359704
-4.49924962,8.10151652,0.33339712,1.00331879,0.10626655,0.38597032,2.82014243,3.37912785,0.70858877
-4.49324662,7.99264228,0.32787822,1.00957179,0.09982210,0.38441432,2.75804326,3.37817957,0.70124054
