energy_ev,total_up,Sn_p_up,Sn_d_up,Ta_p_up,Ta_d_up,Te_p_up,Te_d_up
-5.65782891,0.90417764,0.34372818,0.00079238,0.71733069,0.34276209,0.27225502,0.00000000
-5.65182591,0.94459866,0.36295227,0.00083360,0.75466165,0.35635969,0.28183381,0.00000000
-5.64582291,0.98135917,0.38100990,0.00087208,0.78949353,0.36839932,0.29017944,0.00000000
-5.63981991,1.01386901,0.39760416,0.00090724,0.82127027,0.37869056,0.29715895,0.00000000
-5.63381691,1.04161192,0.41245280,0.00093859,0.84947451,0.38707669,0.30266971,0.00000000
-5.62781391,1.06416114,0.42529587,0.00096569,0.87364264,0.39343960,0.30664273,0.00000000
-5.62181091,1.08119349,0.43590319,0.00098823,0.89337922,0.39770400,0.30904539,0.00000000
-5.61580790,1.09250138,0.44408151,0.00100599,0.90837053,0.39984058,0.30988330,0.00000000
-5.60980490,1.09800235,0.44968079,0.00101890,0.91839648,0.39986811,0.30920132,0.00000000
-5.60380190,1.09774565,0.45259964,0.00102703,0.92334059,0.39785431,0.30708373,0.00000000
-5.59779890,1.09191561,0.45278939,0.00103058,0.92319753,0.39391545,0.30365346,0.00000000
-5.59179590,1.08083146,0.45025685,0.00102992,0.91807793,0.38821467,0.29907047,0.00000000
-5.58579290,1.06494364,0.44506540,0.00102558,0.90821018,0.38095900,0.29352925,0.00000000
-5.57978989,1.04482657,0.43733449,0.00101821,0.89393908,0.37239522,0.28725557,0.00000000
-5.57378689,1.02116799,0.42723745,0.00100860,0.87572145,0.36280457,0.28050244,0.00000000
-5.56778389,0.99475525,0.41499776,0.00099768,0.85411858,0.35249652,0.27354557,0.00000000
-5.56178089,0.96645881,0.40088388,0.00098647,0.82978606,0.34180186,0.26667826,0.00000000
-5.55577789,0.93721360,0.38520284,0.00097606,0.80346097,0.33106507,0.26020588,0.00000000
-5.54977489,0.90799863,0.36829287,0.00096762,0.77594717,0.32063644,0.25444017,0.00000000
-5.54377189,0.87981557,0.35051537,0.00096233,0.74809895,0.31086408,0.24969328,0.00000000
-5.53776888,0.85366693,0.33224649,0.00096137,0.72080362,0.30208597,0.24627185,0.00000000
-5.53176588,0.83053432,0.31386874,0.00096589,0.69496352,0.29462244,0.24447113,0.00000000
-5.52576288,0.81135757,0.29576276,0.00097697,0.67147803,0.28876912,0.24456930,0.00000000
-5.51975988,0.79701504,0.27829967,0.00099563,0.65122583,0.28479069,0.24682200,0.00000000
-5.51375688,0.78830575,0.26183420,0.00102275,0.63504801,0.28291542,0.25145720,0.00000000
-5.50775388,0.78593351,0.24669868,0.00105906,0.62373211,0.28333083,0.25867049,0.00000000
-5.50175088,0.79049345,0.23319807,0.00110515,0.61799745,0.28618038,0.26862082,0.00000000
-5.49574787,0.80246104,0.22160605,0.00116140,0.61848181,0.29156126,0.28142667,0.00000000
-5.48974487,0.82218367,0.21216221,0.00122802,0.62572959,0.29952341,0.29716280,0.00000000
-5.48374187,0.84987485,0.20507009,0.00130498,0.64018139,0.31006959,0.31585760,0.00000000
-5.47773887,0.88561093,0.20049626,0.00139205,0.66216505,0.32315653,0.33749103,0.00000000
-5.47173587,0.92933019,0.19856993,0.00148877,0.69188814,0.33869706,0.36199321,0.00000000
-5.46573287,0.98083423,0.19938328,0.00159447,0.72943188,0.35656308,0.38924379,0.00000000
-5.45972986,1.03979151,0.20299203,0.00170825,0.77474656,0.37658928,0.41907206,0.00000000
-5.45372686,1.10574287,0.20941636,0.00182904,0.82764840,0.39857745,0.45125796,0.00000000
-5.44772386,1.17810887,0.21864186,0.00195555,0.88781823,0.42230124,0.48553395,0.00000000
-5.44172086,1.25619899,0.23062047,0.00208634,0.95480187,0.44751126,0.52158794,0.00000000
-5.43571786,1.33922232,0.24527139,0.00221982,1.02801263,0.47394030,0.55906715,0.00000000
-5.42971486,1.42629989,0.26248184,0.00235430,1.10673610,0.50130860,0.59758309,0.00000000
-5.42371186,1.51647839,0.28210773,0.00248800,1.19013731,0.52932909,0.63671752,0.00000000
-5.41770885,1.60874519,0.30397433,0.00261909,1.27727066,0.55771231,0.67602945,0.00000000
-5.41170585,1.70204441,0.32787689,0.00274572,1.36709254,0.58617113,0.71506292,0.00000000
-5.40570285,1.79529397,0.35358147,0.00286611,1.45847668,0.61442493,0.75335561,0.00000000
-5.39969985,1.88740322,0.38082602,0.00297849,1.55023221,0.64220347,0.79044788,0.00000000
-5.39369685,1.97729079,0.40932177,0.00308125,1.64112406,0.66925006,0.82589211,0.00000000
-5.38769385,2.06390244,0.43875518,0.00317289,1.72989537,0.69532420,0.85926202,0.00000000
-5.38169085,2.14622829,0.46879046,0.00325209,1.81529141,0.72020369,0.89016154,0.00000000
-5.37568784,2.22331917,0.49907277,0.00331774,1.89608432,0.74368599,0.91823312,0.00000000
-5.36968484,2.29430145,0.52923214,0.00336896,1.97109800,0.76558910,0.94316495,0.00000000
-5.36368184,2.35839021,0.55888814,0.00340511,2.03923237,0.78575189,0.96469687,0.00000000
-5.35767884,2.41490016,0.58765527,0.00342581,2.09948615,0.80403396,0.98262479,0.00000000
-5.35167584,2.46325420,0.61514903,0.00343094,2.15097749,0.82031510,0.99680340,0.00000000
-5.34567284,2.50298943,0.64099246,0.00342061,2.19296174,0.83449460,1.00714710,0.00000000
-5.33966983,2.53376064,0.66482323,0.00339522,2.22484577,0.84649040,1.01362915,0.00000000
-5.33366683,2.55534127,0.68630085,0.00335534,2.24619845,0.85623819,1.01627918,0.00000000
-5.32766383,2.56762212,0.70511394,0.00330178,2.25675700,0.86369077,1.01517923,0.00000000
-5.32166083,2.57060800,0.72098741,0.00323549,2.25642915,0.86881759,1.01045857,0.00000000
-5.31565783,2.56441286,0.73368902,0.00315757,2.24529114,0.87160465,1.00228766,0.00000000
-5.30965483,2.54925350,0.74303544,0.00306923,2.22358181,0.87205475,0.99087153,0.00000000
-5.30365183,2.52544249,0.74889730,0.00297173,2.19169321,0.87018817,0.97644305,0.00000000
-5.29764882,2.49338043,0.75120316,0.00286638,2.15015805,0.86604363,0.95925624,0.00000000
-5.29164582,2.45354792,0.74994206,0.00275449,2.09963470,0.85967945,0.93958002,0.00000000
-5.28564282,2.40649732,0.74516471,0.00263734,2.04089018,0.85117483,0.91769266,0.00000000
-5.27963982,2.35284456,0.73698299,0.00251618,1.97478186,0.84063098,0.89387687,0.00000000
-5.27363682,2.29326060,0.72556783,0.00239218,1.90223828,0.82817190,0.86841576,0.00000000
-5.26763382,2.22846293,0.71114548,0.00226644,1.82423979,0.81394470,0.84158961,0.00000000
-5.26163082,2.15920653,0.69399216,0.00213998,1.74179934,0.79811905,0.81367322,0.00000000
-5.25562781,2.08627438,0.67442734,0.00201370,1.65594391,0.78088581,0.78493388,0.00000000
-5.24962481,2.01046724,0.65280571,0.00188844,1.56769687,0.76245463,0.75562968,0.00000000
-5.24362181,1.93259274,0.62950832,0.00176493,1.47806160,0.74305042,0.72600794,0.00000000
-5.23761881,1.85345360,0.60493288,0.00164384,1.38800649,0.72290886,0.69630373,0.00000000
-5.23161581,1.77383523,0.57948385,0.00152572,1.29845160,0.70227092,0.66673818,0.00000000
-5.22561281,1.69449289,0.55356249,0.00141108,1.21025699,0.68137673,0.63751669,0.00000000
-5.21960980,1.61613868,0.52755729,0.00130036,1.12421288,0.66045897,0.60882690,0.00000000
-5.21360680,1.53942895,0.50183509,0.00119391,1.04103167,0.63973617,0.58083648,0.00000000
-5.20760380,1.46495248,0.47673323,0.00109206,0.96134175,0.61940621,0.55369093,0.00000000
-5.20160080,1.39322013,0.45255291,0.00099505,0.88568327,0.59964050,0.52751153,0.00000000
-5.19559780,1.32465630,0.42955405,0.00090310,0.81450563,0.58057906,0.50239350,0.00000000
-5.18959480,1.25959294,0.40795164,0.00081636,0.74816675,0.56232689,0.47840472,0.00000000
-5.18359180,1.19826621,0.38791374,0.00073494,0.68693400,0.54495185,0.45558514,0.00000000
-5.17758879,1.14081621,0.36956106,0.00065890,0.63098653,0.52848408,0.43394699,0.00000000
-5.17158579,1.08728978,0.35296791,0.00058825,0.58041902,0.51291725,0.41347586,0.00000000
-5.16558279,1.03764626,0.33816457,0.00052296,0.53524648,0.49821124,0.39413280,0.00000000
-5.15957979,0.99176600,0.32514068,0.00046296,0.49541004,0.48429635,0.37585729,0.00000000
-5.15357679,0.94946107,0.31384944,0.00040811,0.46078339,0.47107874,0.35857099,0.00000000
-5.14757379,0.91048779,0.30421240,0.00035826,0.43117969,0.45844658,0.34218220,0.00000000
-5.14157079,0.87456032,0.29612463,0.00031321,0.40635880,0.44627689,0.32659070,0.00000000
-5.13556778,0.84136459,0.28945982,0.00027275,0.38603461,0.43444234,0.31169274,0.00000000
-5.12956478,0.81057219,0.28407538,0.00023661,0.36988234,0.42281787,0.29738608,0.00000000
-5.12356178,0.78185323,0.27981716,0.00020453,0.35754571,0.41128669,0.28357458,0.00000000
-5.11755878,0.75488800,0.27652380,0.00017623,0.34864397,0.39974542,0.27017234,0.00000000
-5.11155578,0.72937685,0.27403057,0.00015141,0.34277871,0.38810815,0.25710713,0.00000000
-5.10555278,0.70504818,0.27217277,0.00012981,0.33954057,0.37630932,0.24432290,0.00000000
-5.09954977,0.68166439,0.27078867,0.00011113,0.33851578,0.36430532,0.23178147,0.00000000
-5.09354677,0.65902581,0.26972207,0.00009511,0.33929269,0.35207501,0.21946323,0.00000000
-5.08754377,0.63697294,0.26882459,0.00008150,0.34146836,0.33961911,0.20736708,0.00000000
-5.08154077,0.61538711,0.26795777,0.00007008,0.34465511,0.32695879,0.19550949,0.00000000
-5.07553777,0.59418994,0.26699501,0.00006065,0.34848718,0.31413355,0.18392300,0.00000000
-5.06953477,0.57334201,0.26582356,0.00005305,0.35262742,0.30119876,0.17265426,0.00000000
-5.06353177,0.55284101,0.26434646,0.00004714,0.35677387,0.28822298,0.16176177,0.00000000
-5.05752876,0.53271966,0.26248447,0.00004281,0.36066612,0.27528529,0.15131346,0.00000000
-5.05152576,0.51304366,0.26017800,0.00004001,0.36409129,0.26247286,0.14138433,0.00000000
-5.04552276,0.49390976,0.25738892,0.00003869,0.36688935,0.24987879,0.13205417,0.00000000
-5.03951976,0.47544402,0.25410215,0.00003888,0.36895745,0.23760038,0.12340558,0.00000000
-5.03351676,0.45780021,0.25032695,0.00004060,0.37025322,0.22573779,0.11552210,0.00000000
-5.02751376,0.44115815,0.24609766,0.00004395,0.37079644,0.21439301,0.10848676,0.00000000
-5.02151076,0.42572195,0.24147397,0.00004903,0.37066916,0.20366922,0.10238072,0.00000000
-5.01550775,0.41171772,0.23654032,0.00005600,0.37001388,0.19367021,0.09728216,0.00000000
-5.00950475,0.39939074,0.23140463,0.00006503,0.36902978,0.18450001,0.09326520,0.00000000
-5.00350175,0.38900178,0.22619610,0.00007635,0.36796690,0.17626231,0.09039888,0.00000000
-4.99749875,0.38082240,0.22106219,0.00009020,0.36711844,0.16905988,0.08874597,0.00000000
-4.99149575,0.37512922,0.21616476,0.00010685,0.36681121,0.16299365,0.08836173,0.00000000
-4.98549275,0.37219712,0.21167558,0.00012661,0.36739460,0.15816155,0.08929240,0.00000000
-4.97948974,0.37229158,0.20777124,0.00014979,0.36922840,0.15465699,0.09157348,0.00000000
-4.97348674,0.37566025,0.20462770,0.00017676,0.37266986,0.15256719,0.09522789,0.00000000
-4.96748374,0.38252410,0.20241478,0.00020789,0.37806050,0.15197126,0.10026387,0.00000000
-4.96148074,0.39306868,0.20129065,0.00024356,0.38571326,0.15293813,0.10667300,0.00000000
-4.95547774,0.40743568,0.20139681,0.00028421,0.39590040,0.15552464,0.11442814,0.00000000
-4.94947474,0.42571553,0.20285357,0.00033026,0.40884284,0.15977373,0.12348175,0.00000000
-4.94347174,0.44794129,0.20575644,0.00038218,0.42470121,0.16571302,0.13376454,0.00000000
-4.93746873,0.47408453,0.21017344,0.00044045,0.44356925,0.17335381,0.14518472,0.00000000
-4.93146573,0.50405323,0.21614356,0.00050557,0.46546964,0.18269066,0.15762802,0.00000000
-4.92546273,0.53769236,0.22367648,0.00057807,0.49035258,0.19370169,0.17095855,0.00000000
-4.91945973,0.57478695,0.23275336,0.00065850,0.51809719,0.20634950,0.18502068,0.00000000
-4.91345673,0.61506783,0.24332886,0.00074741,0.54851555,0.22058278,0.19964191,0.00000000
-4.90745373,0.65821985,0.25533410,0.00084538,0.58135917,0.23633856,0.21463679,0.00000000
-4.90145073,0.70389221,0.26868045,0.00095298,0.61632765,0.25354486,0.22981183,0.00000000
-4.89544772,0.75171042,0.28326390,0.00107080,0.65307888,0.27212375,0.24497121,0.00000000
-4.88944472,0.80128936,0.29896966,0.00119937,0.69124036,0.29199446,0.25992306,0.00000000
-4.88344172,0.85224665,0.31567681,0.00133919,0.73042088,0.31307637,0.27448622,0.00000000
-4.87743872,0.90421566,0.33326259,0.00149071,0.77022209,0.33529169,0.28849698,0.00000000
-4.87143572,0.95685730,0.35160622,0.00165426,0.81024917,0.35856752,0.30181557,0.00000000
-4.86543272,1.00986999,0.37059178,0.00183006,0.85012024,0.38283723,0.31433205,0.00000000
-4.85942971,1.06299706,0.39011019,0.00201814,0.88947382,0.40804080,0.32597124,0.00000000
-4.85342671,1.11603126,0.41006015,0.00221837,0.92797435,0.43412434,0.33669640,0.00000000
-4.84742371,1.16881593,0.43034788,0.00243036,0.96531538,0.46103850,0.34651133,0.00000000
-4.84142071,1.22124293,0.45088596,0.00265346,1.00122051,0.48873601,0.35546082,0.00000000
-4.83541771,1.27324725,0.47159124,0.00288674,1.03544248,0.51716845,0.36362920,0.00000000
-4.82941471,1.32479898,0.49238213,0.00312894,1.06776053,0.54628255,0.37113708,0.00000000
-4.82341171,1.37589294,0.51317568,0.00337852,1.09797671,0.57601616,0.37813631,0.00000000
-4.81740870,1.42653688,0.53388452,0.00363359,1.12591169,0.60629442,0.38480325,0.00000000
-4.81140570,1.47673908,0.55441432,0.00389201,1.15140065,0.63702636,0.39133086,0.00000000
-4.80540270,1.52649626,0.57466199,0.00415136,1.17429002,0.66810227,0.39791964,0.00000000
-4.79939970,1.57578284,0.59451480,0.00440903,1.19443552,0.69939234,0.40476806,0.00000000
-4.79339670,1.62454216,0.61385097,0.00466226,1.21170189,0.73074652,0.41206285,0.00000000
-4.78739370,1.67268068,0.63254157,0.00490825,1.22596477,0.76199610,0.41996960,0.00000000
-4.78139070,1.72006546,0.65045396,0.00514423,1.23711465,0.79295685,0.42862416,0.00000000
-4.77538769,1.76652532,0.66745670,0.00536754,1.24506280,0.82343384,0.43812523,0.00000000
-4.76938469,1.81185567,0.68342563,0.00557579,1.24974890,0.85322763,0.44852862,0.00000000
-4.76338169,1.85582683,0.69825090,0.00576687,1.25114977,0.88214173,0.45984327,0.00000000
-4.75737869,1.89819528,0.71184456,0.00593912,1.24928857,0.90999081,0.47202954,0.00000000
-4.75137569,1.93871728,0.72414813,0.00609137,1.24424367,0.93660929,0.48499959,0.00000000
-4.74537269,1.97716374,0.73513979,0.00622302,1.23615641,0.96185982,0.49862001,0.00000000
-4.73936968,2.01333564,0.74484049,0.00633404,1.22523684,0.98564106,0.51271659,0.00000000
-4.73336668,2.04707863,0.75331856,0.00642504,1.21176687,1.00789429,0.52708094,0.00000000
-4.72736368,2.07829610,0.76069235,0.00649723,1.19610006,1.02860827,0.54147880,0.00000000
-4.72136068,2.10695942,0.76713051,0.00655240,1.17865792,1.04782218,0.55565945,0.00000000
-4.71535768,2.13311487,0.77284963,0.00659284,1.15992223,1.06562606,0.56936603,0.00000000
-4.70935468,2.15688642,0.77810922,0.00662125,1.14042377,1.08215868,0.58234614,0.00000000
-4.70335168,2.17847412,0.78320398,0.00664066,1.12072757,1.09760293,0.59436234,0.00000000
-4.69734867,2.19814799,0.78845353,0.00665427,1.10141531,1.11217860,0.60520199,0.00000000
-4.69134567,2.21623752,0.79419010,0.00666536,1.08306572,1.12613295,0.61468611,0.00000000
-4.68534267,2.23311743,0.80074443,0.00667711,1.06623367,1.13972941,0.62267685,0.00000000
-4.67933967,2.24919006,0.80843069,0.00669245,1.05142916,1.15323490,0.62908330,0.00000000
-4.67333667,2.26486572,0.81753093,0.00671399,1.03909726,1.16690638,0.63386537,0.00000000
-4.66733367,2.28054162,0.82827999,0.00674383,1.02959989,1.18097724,0.63703578,0.00000000
-4.66133067,2.29658097,0.84085140,0.00678351,1.02320052,1.19564434,0.63865995,0.00000000
-4.65532766,2.31329310,0.85534522,0.00683391,1.02005265,1.21105617,0.63885409,0.00000000
-4.64932466,2.33091597,0.87177836,0.00689523,1.02019262,1.22730299,0.63778148,0.00000000
-4.64332166,2.34960199,0.89007798,0.00696690,1.02353719,1.24440939,0.63564729,0.00000000
-4.63731866,2.36940814,0.91007845,0.00704769,1.02988622,1.26232972,0.63269220,0.00000000
-4.63131566,2.39029091,0.93152216,0.00713567,1.03893021,1.28094677,0.62918508,0.00000000
-4.62531266,2.41210657,0.95406414,0.00722831,1.05026257,1.30007382,0.62541519,0.00000000
-4.61930965,2.43461670,0.97728070,0.00732258,1.06339588,1.31945997,0.62168409,0.00000000
-4.61330665,2.45749890,1.00068145,0.00741506,1.07778170,1.33879876,0.61829766,0.00000000
-4.60730365,2.48036205,1.02372462,0.00750205,1.09283266,1.35773948,0.61555841,0.00000000
-4.60130065,2.50276526,1.04583469,0.00757976,1.10794613,1.37590084,0.61375834,0.00000000
-4.59529765,2.52423965,1.06642197,0.00764441,1.12252811,1.39288625,0.61317238,0.00000000
-4.58929465,2.54431152,1.08490292,0.00769240,1.13601639,1.40830009,0.61405263,0.00000000
-4.58329165,2.56252568,1.10072058,0.00772045,1.14790175,1.42176403,0.61662334,0.00000000
-4.57728864,2.57846763,1.11336411,0.00772574,1.15774640,1.43293267,0.62107653,0.00000000
-4.57128564,2.59178324,1.12238651,0.00770599,1.16519858,1.44150779,0.62756835,0.00000000
-4.56528264,2.60219473,1.12741987,0.00765958,1.17000294,1.44725042,0.63621594,0.00000000
-4.55927964,2.60951225,1.12818743,0.00758559,1.17200602,1.44999011,0.64709484,0.00000000
-4.55327664,2.61364005,1.12451197,0.00748385,1.17115683,1.44963116,0.66023676,0.00000000
-4.54727364,2.61457727,1.11632023,0.00735495,1.16750264,1.44615533,0.67562777,0.00000000
-4.54127064,2.61241315,1.10364333,0.00720024,1.16118013,1.43962108,0.69320681,0.00000000
-4.53526763,2.60731711,1.08661315,0.00702174,1.15240272,1.43015949,0.71286470,0.00000000
-4.52926463,2.59952433,1.06545513,0.00682211,1.14144469,1.41796706,0.73444355,0.00000000
-4.52326163,2.58931788,1.04047789,0.00660455,1.12862313,1.40329588,0.75773694,0.00000000
-4.51725863,2.57700853,1.01206017,0.00637271,1.11427867,1.38644181,0.78249079,0.00000000
-4.51125563,2.56291349,0.98063604,0.00613054,1.09875616,1.36773132,0.80840528,0.00000000
-4.50525263,2.54733556,0.94667887,0.00588218,1.08238634,1.34750762,0.83513785,0.00000000
-4.49924962,2.53054392,0.91068509,0.00563187,1.06546936,1.32611695,0.86230760,0.00000000
-4.49324662,2.51275774,0.87315828,0.00538376,1.04826117,1.30389564,0.88950096,0.00000000
-4.48724362,2.49413357,0.83459435,0.00514183,1.03096315,1.28115849,0.91627889,0.00000000
-4.48124062,2.47475724,0.79546847,0.00490978,1.01371574,1.25818907,0.94218539,0.00000000
-4.47523762,2.45464071,0.75622398,0.00469092,0.99659586,1.23523225,0.96675728,0.00000000
-4.46923462,2.43372373,0.71726386,0.00448810,0.97961832,1.21248913,0.98953501,0.00000000
-4.46323162,2.41188032,0.67894462,0.00430362,0.96274086,1.19011448,1.01007407,0.00000000
-4.45722861,2.38892939,0.64157289,0.00413921,0.94587218,1.16821666,1.02795676,0.00000000
-4.45122561,2.36464865,0.60540438,0.00399601,0.92888252,1.14685974,1.04280375,0.00000000
-4.44522261,2.33879107,0.57064515,0.00387452,0.91161580,1.12606753,1.05428501,0.00000000
-4.43921961,2.31110259,0.53745473,0.00377464,0.89390274,1.10582920,1.06212955,0.00000000
-4.43321661,2.28134023,0.50595081,0.00369568,0.87557385,1.08610610,1.06613366,0.00000000
-4.42721361,2.24928942,0.47621508,0.00363641,0.85647190,1.06683923,1.06616710,0.00000000
-4.42121061,2.21477972,0.44829972,0.00359510,0.83646287,1.04795710,1.06217706,0.00000000
-4.41520760,2.17769820,0.42223430,0.00356959,0.81544516,1.02938354,1.05418972,0.00000000
-4.40920460,2.13800000,0.39803256,0.00355738,0.79335653,1.01104508,1.04230926,0.00000000
-4.40320160,2.09571566,0.37569888,0.00355569,0.77017879,0.99287783,1.02671451,0.00000000
-4.39719860,2.05095536,0.35523414,0.00356157,0.74594005,0.97483347,1.00765341,0.00000000
-4.39119560,2.00391001,0.33664081,0.00357195,0.72071489,0.95688433,0.98543556,0.00000000
-4.38519260,1.95484961,0.31992711,0.00358380,0.69462262,0.93902748,0.96042337,0.00000000
-4.37918959,1.90411932,0.30511022,0.00359416,0.66782414,0.92128779,0.93302215,0.00000000
-4.37318659,1.85213366,0.29221853,0.00360027,0.64051766,0.90371996,0.90366977,0.00000000
-4.36718359,1.79936945,0.28129285,0.00359959,0.61293398,0.88640962,0.87282628,0.00000000
-4.36118059,1.74635794,0.27238685,0.00358997,0.58533154,0.86947339,0.84096391,0.00000000
-4.35517759,1.69367650,0.26556655,0.00356961,0.55799169,0.85305804,0.80855806,0.00000000
-4.34917459,1.64194029,0.26090914,0.00353716,0.53121455,0.83733885,0.77607918,0.00000000
-4.34317159,1.59179400,0.25850111,0.00349178,0.50531543,0.82251698,0.74398611,0.00000000
-4.33716858,1.54390375,0.25843580,0.00343307,0.48062203,0.80881606,0.71272068,0.00000000
-4.33116558,1.49894911,0.26081048,0.00336119,0.45747236,0.79647796,0.68270366,0.00000000
-4.32516258,1.45761517,0.26572286,0.00327674,0.43621300,0.78575774,0.65433193,0.00000000
-4.31915958,1.42058426,0.27326734,0.00318083,0.41719777,0.77691781,0.62797659,0.00000000
-4.31315658,1.38852719,0.28353076,0.00307496,0.40078626,0.77022142,0.60398174,0.00000000
-4.30715358,1.36209384,0.29658794,0.00296102,0.38734191,0.76592552,0.58266374,0.00000000
