energy_ev,total_up,Hf_p_up,Hf_d_up,Mg_p_up,Mg_d_up,N_s_up,N_p_up,S_s_up,S_p_up
-5.79589795,2.95755805,2.54546943,0.53013115,0.83052335,0.00000000,0.01056369,0.91852417,0.01283317,1.10668496
-5.78989495,2.92072314,2.46641213,0.51837583,0.85159531,0.00000000,0.01028855,0.88772971,0.01218217,1.12122761
-5.78389195,2.88979432,2.39398602,0.50800384,0.87358418,0.00000000,0.01008544,0.85972867,0.01159005,1.13695278
-5.77788894,2.86474474,2.32863466,0.49904436,0.89623167,0.00000000,0.00995112,0.83472679,0.01106607,1.15353804
-5.77188594,2.84534523,2.27058151,0.49148286,0.91924480,0.00000000,0.00988051,0.81285173,0.01061839,1.17060314
-5.76588294,2.83120507,2.21985620,0.48526841,0.94230945,0.00000000,0.00986701,0.79416249,0.01025411,1.18773028
-5.75987994,2.82181659,2.17632467,0.48032191,0.96510463,0.00000000,0.00990287,0.77866004,0.00997940,1.20448598
-5.75387694,2.81660088,2.13972073,0.47654468,0.98731679,0.00000000,0.00997950,0.76629809,0.00979958,1.22044347
-5.74787394,2.81495204,2.10967724,0.47382684,1.00865349,0.00000000,0.01008787,0.75699338,0.00971929,1.23520448
-5.74187094,2.81627761,2.08575498,0.47205517,1.02885567,0.00000000,0.01021885,0.75063497,0.00974257,1.24841931
-5.73586793,2.82003308,2.06746801,0.47111997,1.04770808,0.00000000,0.01036357,0.74709186,0.00987298,1.25980422
-5.72986493,2.82574910,2.05430434,0.47092072,1.06504733,0.00000000,0.01051366,0.74621884,0.01011364,1.26915539
-5.72386193,2.83305035,2.04574157,0.47137031,1.08076728,0.00000000,0.01066159,0.74786032,0.01046729,1.27635875
-5.71785893,2.84166567,2.04125729,0.47239776,1.09482157,0.00000000,0.01080080,0.75185236,0.01093625,1.28139531
-5.71185593,2.85142968,2.04033476,0.47394941,1.10722348,0.00000000,0.01092589,0.75802295,0.01152236,1.28434181
-5.70585293,2.86227647,2.04246451,0.47598874,1.11804304,0.00000000,0.01103273,0.76619102,0.01222684,1.28536692
-5.69984992,2.87422670,2.04714284,0.47849492,1.12740189,0.00000000,0.01111844,0.77616460,0.01305016,1.28472306
-5.69384692,2.88736927,2.05386848,0.48146044,1.13546617,0.00000000,0.01118140,0.78773860,0.01399179,1.28273465
-5.68784392,2.90183955,2.06213853,0.48488793,1.14243806,0.00000000,0.01122113,0.80069268,0.01504999,1.27978322
-5.68184092,2.91779578,2.07144490,0.48878660,1.14854626,0.00000000,0.01123822,0.81478988,0.01622155,1.27629049
-5.67583792,2.93539541,2.08127224,0.49316850,1.15403619,0.00000000,0.01123408,0.82977607,0.01750151,1.27270001
-5.66983492,2.95477309,2.09109825,0.49804494,1.15916026,0.00000000,0.01121079,0.84538079,0.01888293,1.26945854
-5.66383192,2.97602154,2.10039670,0.50342320,1.16416861,0.00000000,0.01117087,0.86131955,0.02035668,1.26699798
-5.65782891,2.99917652,2.10864357,0.50930384,1.16930077,0.00000000,0.01111701,0.87729762,0.02191127,1.26571865
-5.65182591,3.02420659,2.11532600,0.51567861,1.17477845,0.00000000,0.01105191,0.89301516,0.02353276,1.26597467
-5.64582291,3.05100789,2.11995379,0.52252906,1.18079950,0.00000000,0.01097800,0.90817360,0.02520477,1.26806215
-5.63981991,3.07940418,2.12207271,0.52982603,1.18753334,0.00000000,0.01089732,0.92248281,0.02690855,1.27221034
-5.63381691,3.10915160,2.12127881,0.53752969,1.19511750,0.00000000,0.01081131,0.93566881,0.02862320,1.27857630
-5.62781391,3.13994772,2.11723278,0.54559029,1.20365548,0.00000000,0.01072079,0.94748146,0.03032599,1.28724298
-5.62181091,3.17144403,2.10967346,0.55394951,1.21321549,0.00000000,0.01062583,0.95770181,0.03199276,1.29822067
-5.61580790,3.20326098,2.09842951,0.56254215,1.22383018,0.00000000,0.01052578,0.96614863,0.03359850,1.31145161
-5.60980490,3.23500463,2.08342857,0.57129814,1.23549693,0.00000000,0.01041930,0.97268382,0.03511792,1.32681737
-5.60380190,3.26628393,2.06470326,0.58014480,1.24817876,0.00000000,0.01030448,0.97721646,0.03652617,1.34414849
-5.59779890,3.29672778,2.04239364,0.58900912,1.26180563,0.00000000,0.01017893,0.97970532,0.03779956,1.36323594
-5.59179590,3.32600123,2.01674609,0.59782004,1.27627612,0.00000000,0.01003996,0.98015966,0.03891636,1.38384368
-5.58579290,3.35381996,1.98810870,0.60651068,1.29145955,0.00000000,0.00988474,0.97863864,0.03985746,1.40572171
-5.57978989,3.37996289,1.95692338,0.61502043,1.30719839,0.00000000,0.00971050,0.97524921,0.04060716,1.42861913
-5.57378689,3.40428239,1.92371544,0.62329686,1.32331121,0.00000000,0.00951472,0.97014284,0.04115371,1.45229641
-5.56778389,3.42671195,1.88908099,0.63129746,1.33959620,0.00000000,0.00929528,0.96351130,0.04148986,1.47653645
-5.56178089,3.44727138,1.85367303,0.63899113,1.35583522,0.00000000,0.00905062,0.95558185,0.04161322,1.50115393
-5.55577789,3.46606927,1.81818686,0.64635954,1.37179854,0.00000000,0.00877988,0.94661211,0.04152646,1.52600247
-5.54977489,3.48330292,1.78334547,0.65339808,1.38725014,0.00000000,0.00848295,0.93688482,0.04123739,1.55097939
-5.54377189,3.49925570,1.74988537,0.66011663,1.40195362,0.00000000,0.00816053,0.92670283,0.04075879,1.57602766
-5.53776888,3.51429191,1.71854334,0.66653996,1.41567841,0.00000000,0.00781414,0.91638437,0.04010813,1.60113517
-5.53176588,3.52884901,1.69004443,0.67270771,1.42820617,0.00000000,0.00744608,0.90625876,0.03930708,1.62633103
-5.52576288,3.54342751,1.66509104,0.67867396,1.43933703,0.00000000,0.00705933,0.89666254,0.03838088,1.65167919
-5.51975988,3.55857820,1.64435342,0.68450623,1.44889545,0.00000000,0.00665749,0.88793597,0.03735758,1.67726967
-5.51375688,3.57488718,1.62846106,0.69028398,1.45673522,0.00000000,0.00624462,0.88041974,0.03626721,1.70320748
-5.50775388,3.59295850,1.61799510,0.69609646,1.46274339,0.00000000,0.00582512,0.87445184,0.03514079,1.72960004
-5.50175088,3.61339498,1.61348126,0.70204005,1.46684290,0.00000000,0.00540355,0.87036428,0.03400943,1.75654343
-5.49574787,3.63677740,1.61538320,0.70821499,1.46899354,0.00000000,0.00498450,0.86847958,0.03290332,1.78410836
-5.48974487,3.66364280,1.62409604,0.71472166,1.46919136,0.00000000,0.00457244,0.86910686,0.03185082,1.81232637
-5.48374187,3.69446251,1.63994008,0.72165648,1.46746641,0.00000000,0.00417161,0.87253746,0.03087762,1.84117734
-5.47773887,3.72962086,1.66315459,0.72910768,1.46387897,0.00000000,0.00378585,0.87904002,0.03000590,1.87057884
-5.47173587,3.76939544,1.69389192,0.73715097,1.45851458,0.00000000,0.00341857,0.88885504,0.02925381,1.90037824
-5.46573287,3.81394006,1.73221205,0.74584547,1.45147818,0.00000000,0.00307266,0.90218916,0.02863486,1.93034808
-5.45972986,3.86327133,1.77807802,0.75523008,1.44288777,0.00000000,0.00275048,0.91920914,0.02815767,1.96018546
-5.45372686,3.91725969,1.83135242,0.76532040,1.43286804,0.00000000,0.00245378,0.94003594,0.02782579,1.98951541
-5.44772386,3.97562573,1.89179547,0.77610657,1.42154447,0.00000000,0.00218380,0.96473899,0.02763769,2.01789871
-5.44172086,4.03794213,1.95906481,0.78755198,1.40903822,0.00000000,0.00194122,0.99333115,0.02758696,2.04484370
-5.43571786,4.10364136,2.03271737,0.79959304,1.39546222,0.00000000,0.00172623,1.02576433,0.02766267,2.06982193
-5.42971486,4.17202894,2.11221327,0.81214006,1.38091850,0.00000000,0.00153862,1.06192625,0.02784984,2.09228675
-5.42371186,4.24230158,2.19692187,0.82507907,1.36549712,0.00000000,0.00137778,1.10163836,0.02813006,2.11169409
-5.41770885,4.31356931,2.28612955,0.83827458,1.34927634,0.00000000,0.00124282,1.14465511,0.02848223,2.12752427
-5.41170585,4.38488026,2.37904911,0.85157300,1.33232401,0.00000000,0.00113261,1.19066453,0.02888333,2.13930372
-5.40570285,4.45524667,2.47483013,0.86480659,1.31469985,0.00000000,0.00104583,1.23929019,0.02930927,2.14662522
-5.39969985,4.52367066,2.57256991,0.87779764,1.29645820,0.00000000,0.00098106,1.29009441,0.02973574,2.14916554
-5.39369685,4.58916800,2.67132436,0.89036260,1.27765085,0.00000000,0.00093678,1.34258254,0.03013899,2.14669937
-5.38769385,4.65078873,2.77011838,0.90231596,1.25832951,0.00000000,0.00091144,1.39620828,0.03049665,2.13910860
-5.38169085,4.70763340,2.86795529,0.91347361,1.23854754,0.00000000,0.00090348,1.45037972,0.03078838,2.12638633
-5.37568784,4.75886414,2.96382504,0.92365570,1.21836067,0.00000000,0.00091134,1.50446615,0.03099647,2.10863529
-5.36968484,4.80371038,3.05671115,0.93268862,1.19782645,0.00000000,0.00093347,1.55780531,0.03110624,2.08606085
-5.36368184,4.84146937,3.14559646,0.94040640,1.17700252,0.00000000,0.00096832,1.60971121,0.03110640,2.05895873
-5.35767884,4.87150202,3.22946802,0.94665144,1.15594371,0.00000000,0.00101435,1.65948234,0.03098921,2.02769852
-5.35167584,4.89322533,3.30732157,0.95127472,1.13469821,0.00000000,0.00107001,1.70641038,0.03075046,1.99270377
-5.34567284,4.90610264,3.37816629,0.95413569,1.11330315,0.00000000,0.00113376,1.74978942,0.03038939,1.95442995
-5.33966983,4.90963336,3.44103044,0.95510214,1.09178017,0.00000000,0.00120400,1.78892573,0.02990845,1.91334184
-5.33366683,4.90334384,3.49496852,0.95405013,1.07013123,0.00000000,0.00127911,1.82314819,0.02931292,1.86989150
-5.32766383,4.88678093,3.53907064,0.95086437,1.04833534,0.00000000,0.00135745,1.85181931,0.02861054,1.82449843
-5.32166083,4.85950959,3.57247435,0.94543908,1.02634653,0.00000000,0.00143734,1.87434677,0.02781101,1.77753286
-5.31565783,4.82111548,3.59437930,0.93767956,1.00409348,0.00000000,0.00151706,1.89019551,0.02692548,1.72930341
-5.30965483,4.77121302,3.60406437,0.92750447,0.98148092,0.00000000,0.00159490,1.89889989,0.02596607,1.68004954
-5.30365183,4.70945895,3.60090712,0.91484874,0.95839307,0.00000000,0.00166918,1.90007586,0.02494537,1.62993915
-5.29764882,4.63557079,3.58440469,0.89966713,0.93469879,0.00000000,0.00173824,1.89343250,0.02387602,1.57907134
-5.29164582,4.54934912,3.55419517,0.88193803,0.91025847,0.00000000,0.00180049,1.87878256,0.02277034,1.52748391
-5.28564282,4.45070220,3.51007844,0.86166745,0.88493204,0.00000000,0.00185449,1.85605149,0.02164001,1.47516477
-5.27963982,4.33967117,3.45203487,0.83889278,0.85858786,0.00000000,0.00189891,1.82528434,0.02049584,1.42206649
-5.27363682,4.21645385,3.38024081,0.81368602,0.83111171,0.00000000,0.00193261,1.78665002,0.01934762,1.36812274
-5.26763382,4.08142501,3.29507942,0.78615619,0.80241548,0.00000000,0.00195470,1.74044259,0.01820406,1.31326546
-5.26163082,3.93515156,3.19714579,0.75645071,0.77244494,0.00000000,0.00196449,1.68707905,0.01707274,1.25744155
-5.25562781,3.77840089,3.08724553,0.72475535,0.74118599,0.00000000,0.00196157,1.62709363,0.01596015,1.20062794
-5.24962481,3.61214124,2.96638630,0.69129281,0.70866913,0.00000000,0.00194583,1.56112847,0.01487178,1.14284413
-5.24362181,3.43753367,2.83576213,0.65631982,0.67497172,0.00000000,0.00191741,1.48992082,0.01381221,1.08416145
-5.23761881,3.25591532,2.69673087,0.62012277,0.64021801,0.00000000,0.00187674,1.41428717,0.01278521,1.02470856
-5.23161581,3.06877463,2.55078549,0.58301196,0.60457675,0.00000000,0.00182452,1.33510476,0.01179390,0.96467300
-5.22561281,2.87771933,2.39952018,0.54531493,0.56825677,0.00000000,0.00176166,1.25329121,0.01084082,0.90429886
-5.21960980,2.68443894,2.24459272,0.50736882,0.53150063,0.00000000,0.00168930,1.16978287,0.00992805,0.84388096
-5.21360680,2.49066321,2.08768462,0.46951237,0.49457669,0.00000000,0.00160874,1.08551297,0.00905727,0.78375595
-5.20760380,2.29811877,1.93046068,0.43207784,0.45777026,0.00000000,0.00152141,1.00139009,0.00822983,0.72429121
-5.20160080,2.10848599,1.77452980,0.39538312,0.42137412,0.00000000,0.00142881,0.91827810,0.00744681,0.66587215
-5.19559780,1.92335793,1.62140843,0.35972454,0.38567901,0.00000000,0.00133246,0.83697804,0.00670899,0.60888899
-5.18959480,1.74420346,1.47248829,0.32537058,0.35096458,0.00000000,0.00123391,0.75821274,0.00601689,0.55372359
-5.18359180,1.57233588,1.32900936,0.29255669,0.31749121,0.00000000,0.00113461,0.68261447,0.00537077,0.50073732
-5.17758879,1.40888830,1.19203909,0.26148154,0.28549305,0.00000000,0.00103596,0.61071620,0.00477059,0.45026047
-5.17158579,1.25479653,1.06245824,0.23230462,0.25517256,0.00000000,0.00093920,0.54294632,0.00421602,0.40258370
-5.16558279,1.11078984,0.94095359,0.20514537,0.22669666,0.00000000,0.00084545,0.47962693,0.00370642,0.35795199
-5.15957979,0.97738948,0.82801731,0.18008364,0.20019464,0.00000000,0.00075567,0.42097555,0.00324084,0.31656106
-5.15357679,0.85491437,0.72395243,0.15716152,0.17575765,0.00000000,0.00067063,0.36710974,0.00281804,0.27855646
-5.14757379,0.74349341,0.62888380,0.13638620,0.15343984,0.00000000,0.00059094,0.31805439,0.00243646,0.24403500
-5.14157079,0.64308311,0.54277352,0.11773378,0.13326074,0.00000000,0.00051700,0.27375106,0.00209429,0.21304843
-5.13556778,0.55348942,0.46543984,0.10115377,0.11520878,0.00000000,0.00044910,0.23406876,0.00178948,0.18560881
-5.12956478,0.47439247,0.39657845,0.08657395,0.09924563,0.00000000,0.00038734,0.19881576,0.00151979,0.16169526
-5.12356178,0.40537289,0.33578506,0.07390548,0.08531108,0.00000000,0.00033168,0.16775178,0.00128281,0.14126159
-5.11755878,0.34593839,0.28257824,0.06304792,0.07332813,0.00000000,0.00028200,0.14060003,0.00107604,0.12424430
-5.11155578,0.29554946,0.23642172,0.05389404,0.06320809,0.00000000,0.00023805,0.11705883,0.00089693,0.11057045
-5.10555278,0.25364338,0.19674521,0.04633417,0.05485536,0.00000000,0.00019951,0.09681230,0.00074290,0.10016503
-5.09954977,0.21965540,0.16296337,0.04026004,0.04817179,0.00000000,0.00016602,0.07953993,0.00061144,0.09295747
-5.09354677,0.19303686,0.13449230,0.03556794,0.04306043,0.00000000,0.00013716,0.06492488,0.00050010,0.08888683
-5.08754377,0.17326957,0.11076348,0.03216124,0.03942845,0.00000000,0.00011251,0.05266085,0.00040654,0.08790564
-5.08154077,0.15987642,0.09123492,0.02995202,0.03718938,0.00000000,0.00009164,0.04245763,0.00032860,0.08998203
-5.07553777,0.15242815,0.07539961,0.02886216,0.03626450,0.00000000,0.00007411,0.03404518,0.00026423,0.09510019
-5.06953477,0.15054638,0.06279146,0.02882358,0.03658335,0.00000000,0.00005951,0.02717658,0.00021162,0.10325917
-5.06353177,0.15390324,0.05298888,0.02977791,0.03808363,0.00000000,0.00004745,0.02162974,0.00016911,0.11446990
-5.05752876,0.16221797,0.04561632,0.03167558,0.04071037,0.00000000,0.00003758,0.01720827,0.00013526,0.12875087
-5.05152576,0.17525089,0.04034418,0.03447441,0.04441455,0.00000000,0.00002957,0.01374147,0.00010883,0.14612240
-5.04552276,0.19279542,0.03688727,0.03813786,0.04915132,0.00000000,0.00002312,0.01108372,0.00008875,0.16659993
-5.03951976,0.21466850,0.03500235,0.04263299,0.05487798,0.00000000,0.00001798,0.00911339,0.00007416,0.19018652
-5.03351676,0.24070025,0.03448486,0.04792825,0.06155172,0.00000000,0.00001392,0.00773146,0.00006437,0.21686512
-5.02751376,0.27072323,0.03516531,0.05399123,0.06912751,0.00000000,0.00001075,0.00685988,0.00005887,0.24659071
-5.02151076,0.30456203,0.03690551,0.06078649,0.07755600,0.00000000,0.00000830,0.00643984,0.00005730,0.27928295
-5.01550775,0.34202364,0.03959475,0.06827356,0.08678182,0.00000000,0.00000645,0.00643000,0.00005943,0.31481966
-5.00950475,0.38288909,0.04314630,0.07640513,0.09674219,0.00000000,0.00000506,0.00680477,0.00006520,0.35303144
-5.00350175,0.42690685,0.04749420,0.08512569,0.10736608,0.00000000,0.00000406,0.00755253,0.00007464,0.39369796
-4.99749875,0.47378817,0.05259040,0.09437051,0.11857386,0.00000000,0.00000337,0.00867400,0.00008792,0.43654605
-4.99149575,0.52320484,0.05840251,0.10406505,0.13027760,0.00000000,0.00000293,0.01018064,0.00010527,0.48124994
-4.98549275,0.57478921,0.06491187,0.11412499,0.14238196,0.00000000,0.00000269,0.01209304,0.00012703,0.52743373
-4.97948974,0.62813681,0.07211218,0.12445661,0.15478561,0.00000000,0.00000262,0.01443938,0.00015360,0.57467622
-4.97348674,0.68281122,0.08000851,0.13495775,0.16738324,0.00000000,0.00000270,0.01725387,0.00018541,0.62251798
-4.96748374,0.73835117,0.08861672,0.14551922,0.18006799,0.00000000,0.00000289,0.02057515,0.00022296,0.67047055
-4.96148074,0.79427951,0.09796309,0.15602659,0.19273413,0.00000000,0.00000320,0.02444469,0.00026671,0.71802747
-4.95547774,0.85011364,0.10808424,0.16636231,0.20528009,0.00000000,0.00000359,0.02890514,0.00031712,0.76467679
-4.94947474,0.90537699,0.11902709,0.17640810,0.21761143,0.00000000,0.00000408,0.03399864,0.00037464,0.80991462
-4.94347174,0.95961102,0.13084889,0.18604747,0.22964370,0.00000000,0.00000464,0.03976511,0.00043960,0.85325921
-4.93746873,1.01238712,0.14361709,0.19516831,0.24130519,0.00000000,0.00000528,0.04624053,0.00051226,0.89426488
-4.93146573,1.06331805,0.15740915,0.20366534,0.25253912,0.00000000,0.00000599,0.05345532,0.00059276,0.93253547
-4.92546273,1.11206820,0.17231193,0.21144256,0.26330550,0.00000000,0.00000675,0.06143277,0.00068108,0.96773640
-4.91945973,1.15836232,0.18842087,0.21841526,0.27358223,0.00000000,0.00000757,0.07018755,0.00077701,0.99960516
-4.91345673,1.20199233,0.20583864,0.22451188,0.28336565,0.00000000,0.00000844,0.07972451,0.00088015,1.02795948
-4.90745373,1.24282184,0.22467339,0.22967536,0.29267031,0.00000000,0.00000935,0.09003764,0.00098989,1.05270296
-4.90145073,1.28078815,0.24503637,0.23386419,0.30152800,0.00000000,0.00001028,0.10110930,0.00110539,1.07382781
-4.89544772,1.31590177,0.26703912,0.23705290,0.30998617,0.00000000,0.00001122,0.11290982,0.00122556,1.09141457
-4.88944472,1.34824324,0.29078992,0.23923220,0.31810561,0.00000000,0.00001216,0.12539731,0.00134911,1.10562881
-4.88344172,1.37795750,0.31638981,0.24040865,0.32595758,0.00000000,0.00001309,0.13851792,0.00147453,1.11671475
-4.87743872,1.40524599,0.34392800,0.24060400,0.33362054,0.00000000,0.00001399,0.15220627,0.00160011,1.12498619
-4.87143572,1.43035662,0.37347673,0.23985409,0.34117643,0.00000000,0.00001484,0.16638628,0.00172400,1.13081497
-4.86543272,1.45357214,0.40508585,0.23820760,0.34870681,0.00000000,0.00001564,0.18097211,0.00184423,1.13461730
-4.85942971,1.47519706,0.43877694,0.23572445,0.35628879,0.00000000,0.00001635,0.19586936,0.00195877,1.13683866
-4.85342671,1.49554382,0.47453743,0.23247414,0.36399116,0.00000000,0.00001698,0.21097627,0.00206557,1.13793748
-4.84742371,1.51491839,0.51231462,0.22853387,0.37187049,0.00000000,0.00001750,0.22618507,0.00216266,1.13836854
-4.84142071,1.53360599,0.55201003,0.22398674,0.37996772,0.00000000,0.00001791,0.24138314,0.00224815,1.13856638
-4.83541771,1.55185732,0.59347422,0.21891984,0.38830499,0.00000000,0.00001820,0.25645427,0.00232034,1.13892947
-4.82941471,1.56987577,0.63650241,0.21342248,0.39688315,0.00000000,0.00001837,0.27127961,0.00237775,1.13980571
-4.82341171,1.58780610,0.68083114,0.20758443,0.40567975,0.00000000,0.00001839,0.28573862,0.00241919,1.14147970
-4.81740870,1.60572509,0.72613638,0.20149426,0.41464789,0.00000000,0.00001829,0.29970981,0.00244377,1.14416228
-4.81140570,1.62363447,0.77203327,0.19523791,0.42371572,0.00000000,0.00001806,0.31307143,0.00245099,1.14798281
-4.80540270,1.64145658,0.81807785,0.18889732,0.43278691,0.00000000,0.00001770,0.32570206,0.00244067,1.15298439
-4.79939970,1.65903294,0.86377095,0.18254926,0.44174194,0.00000000,0.00001723,0.33748122,0.00241304,1.15912224
-4.79339670,1.67612608,0.90856436,0.17626432,0.45044028,0.00000000,0.00001664,0.34829012,0.00236869,1.16626539
-4.78739370,1.69242459,0.95186947,0.17010610,0.45872347,0.00000000,0.00001596,0.35801247,0.00230855,1.17420161
-4.78139070,1.70755134,0.99306817,0.16413057,0.46641904,0.00000000,0.00001520,0.36653567,0.00223386,1.18264536
-4.77538769,1.72107485,1.03152594,0.15838564,0.47334511,0.00000000,0.00001437,0.37375212,0.00214615,1.19124859
-4.76938469,1.73252328,1.06660678,0.15291084,0.47931567,0.00000000,0.00001349,0.37956099,0.00204715,1.19961387
-4.76338169,1.74140070,1.09768965,0.14773725,0.48414623,0.00000000,0.00001257,0.38387018,0.00193877,1.20730938
-4.75737869,1.74720498,1.12418573,0.14288752,0.48765981,0.00000000,0.00001163,0.38659865,0.00182301,1.21388516
-4.75137569,1.74944667,1.14555600,0.13837609,0.48969290,0.00000000,0.00001069,0.38767893,0.00170192,1.21888992
-4.74537269,1.74766788,1.16132839,0.13420948,0.49010123,0.00000000,0.00000975,0.38705964,0.00157751,1.22188771
-4.73936968,1.74146052,1.17111375,0.13038671,0.48876516,0.00000000,0.00000883,0.38470813,0.00145175,1.22247376
-4.73336668,1.73048297,1.17461990,0.12689981,0.48559427,0.00000000,0.00000793,0.38061278,0.00132647,1.22028877
-4.72736368,1.71447437,1.17166312,0.12373437,0.48053116,0.00000000,0.00000708,0.37478505,0.00120334,1.21503116
-4.72136068,1.69326592,1.16217646,0.12087019,0.47355413,0.00000000,0.00000627,0.36726102,0.00108384,1.20646661
-4.71535768,1.66678862,1.14621439,0.11828189,0.46467862,0.00000000,0.00000552,0.35810219,0.00096922,1.19443481
-4.70935468,1.63507711,1.12395355,0.11593961,0.45395740,0.00000000,0.00000482,0.34739567,0.00086053,1.17885291
-4.70335168,1.59826942,1.09568935,0.11380972,0.44147944,0.00000000,0.00000418,0.33525341,0.00075857,1.15971592
-4.69734867,1.55660285,1.06182870,0.11185548,0.42736749,0.00000000,0.00000360,0.32181067,0.00066391,1.13709408
-4.69134567,1.51040609,1.02287891,0.11003786,0.41177450,0.00000000,0.00000308,0.30722352,0.00057690,1.11112745
-4.68534267,1.46008819,0.97943342,0.10831623,0.39487912,0.00000000,0.00000261,0.29166570,0.00049772,1.08201824
-4.67933967,1.40612497,0.93215484,0.10664918,0.37688034,0.00000000,0.00000220,0.27532472,0.00042633,1.05002140
-4.67333667,1.34904356,0.88175600,0.10499535,0.35799164,0.00000000,0.00000184,0.25839748,0.00036257,1.01543397
-4.66733367,1.28940609,0.82898003,0.10331429,0.33843486,0.00000000,0.00000153,0.24108553,0.00030614,0.97858390
-4.66133067,1.22779307,0.77457999,0.10156728,0.31843412,0.00000000,0.00000126,0.22359024,0.00025664,0.93981891
-4.65532766,1.16478744,0.71929917,0.09971827,0.29820994,0.00000000,0.00000103,0.20610800,0.00021361,0.89949590
-4.64932466,1.10095993,0.66385268,0.09773472,0.27797387,0.00000000,0.00000084,0.18882569,0.00017652,0.85797134
-4.64332166,1.03685621,0.60891094,0.09558844,0.25792384,0.00000000,0.00000068,0.17191664,0.00014483,0.81559311
