energy_ev,total_up,C_s_up,C_p_up,Cd_p_up,Cd_d_up,S_s_up,S_p_up,Sc_p_up,Sc_d_up
-6.00000000,2.77910368,0.14989416,0.13980323,1.27493974,0.33147111,0.00843952,1.37224065,0.82517183,0.27149411
-5.99399700,2.76649741,0.14878628,0.14005484,1.26047252,0.32710435,0.00882201,1.36807062,0.82296576,0.27270395
-5.98799400,2.75050568,0.14743679,0.14014647,1.24392346,0.32233683,0.00920686,1.36226455,0.82023198,0.27335741
-5.98199100,2.73163314,0.14586561,0.14012322,1.22568375,0.31728918,0.00958849,1.35498786,0.81706718,0.27346757
-5.97598799,2.71025954,0.14408768,0.14002168,1.20609673,0.31206596,0.00996070,1.34634643,0.81351842,0.27304310
-5.96998499,2.68661846,0.14211245,0.13986792,1.18544423,0.30675131,0.01031678,1.33637913,0.80957892,0.27208666
-5.96398199,2.66078673,0.13994377,0.13967596,1.16393733,0.30140589,0.01064966,1.32505543,0.80518748,0.27059412
-5.95797899,2.63268488,0.13758023,0.13944710,1.14171220,0.29606543,0.01095211,1.31227829,0.80023135,0.26855455
-5.95197599,2.60208866,0.13501593,0.13916991,1.11883080,0.29074064,0.01121697,1.29789191,0.79455257,0.26595098
-5.94597299,2.56865042,0.13224164,0.13882110,1.09528642,0.28541871,0.01143740,1.28169399,0.78795721,0.26276194
-5.93996998,2.53192922,0.12924614,0.13836705,1.07101347,0.28006615,0.01160709,1.26345160,0.78022704,0.25896354
-5.93396698,2.49142743,0.12601786,0.13776599,1.04590077,0.27463273,0.01172056,1.24291954,0.77113289,0.25453209
-5.92796398,2.44663155,0.12254644,0.13697069,1.01980735,0.26905635,0.01177333,1.21986019,0.76044889,0.24944697
-5.92196098,2.39705486,0.11882441,0.13593146,0.99257985,0.26326853,0.01176215,1.19406349,0.74796688,0.24369360
-5.91595798,2.34227901,0.11484855,0.13459941,0.96407022,0.25720002,0.01168513,1.16536589,0.73350992,0.23726621
-5.90995498,2.28199239,0.11062112,0.13292957,0.93415280,0.25078652,0.01154188,1.13366708,0.71694444,0.23017040
-5.90395198,2.21602287,0.10615078,0.13088392,0.90273964,0.24397380,0.01133349,1.09894364,0.69819022,0.22242507
-5.89794897,2.14436327,0.10145302,0.12843405,0.86979335,0.23672231,0.01106262,1.06125880,0.67722763,0.21406381
-5.89194597,2.06718812,0.09655040,0.12556328,0.83533670,0.22901079,0.01073332,1.02076776,0.65410205,0.20513552
-5.88594297,1.98486111,0.09147221,0.12226825,0.79945866,0.22083881,0.01035103,0.97771845,0.62892498,0.19570429
-5.87993997,1.89793286,0.08625387,0.11855975,0.76231656,0.21222818,0.00992230,0.93244778,0.60187217,0.18584846
-5.87393697,1.80712951,0.08093601,0.11446300,0.72413449,0.20322308,0.00945466,0.88537353,0.57317879,0.17565902
-5.86793397,1.71333301,0.07556321,0.11001707,0.68519815,0.19388909,0.00895637,0.83698265,0.54313202,0.16523739
-5.86193097,1.61755418,0.07018269,0.10527379,0.64584661,0.18431111,0.00843610,0.78781641,0.51206157,0.15469268
-5.85592796,1.52090035,0.06484274,0.10029602,0.60646151,0.17459034,0.00790277,0.73845341,0.48032861,0.14413865
