energy_ev,total_up,C_s_up,C_p_up,Ru_p_up,Ru_d_up,S_s_up,S_p_up
-6.00000000,2.82065663,0.00000658,0.86741485,1.01671257,1.73746439,0.02275583,0.34439339
-5.99399700,2.73362982,0.00000709,0.84865250,0.98984201,1.69936454,0.02083732,0.32453166
-5.98799400,2.64096800,0.00000785,0.82755873,0.96087831,1.65652560,0.01897858,0.30465805
-5.98199100,2.54369307,0.00000894,0.80434536,0.93027362,1.60935064,0.01720038,0.28502232
-5.97598799,2.44285085,0.00001042,0.77925147,0.89849955,1.55829308,0.01552104,0.26585453
-5.96998499,2.33950796,0.00001240,0.75254344,0.86604497,1.50385769,0.01395612,0.24736328
-5.96398199,2.23474882,0.00001498,0.72451434,0.83341354,1.44660028,0.01251842,0.22973491
-5.95797899,2.12967197,0.00001829,0.69548209,0.80112069,1.38712550,0.01121790,0.21313361
-5.95197599,2.02538463,0.00002246,0.66578652,0.76968949,1.32608226,0.01006175,0.19770216
-5.94597299,1.92299506,0.00002768,0.63578489,0.73964544,1.26415664,0.00905457,0.18356318
-5.93996998,1.82360203,0.00003412,0.60584616,0.71150968,1.20206205,0.00819843,0.17082066
-5.93396698,1.72828144,0.00004199,0.57634391,0.68579076,1.14052692,0.00749319,0.15956159
-5.92796398,1.63806992,0.00005153,0.54764809,0.66297509,1.08028013,0.00693662,0.14985754
-5.92196098,1.55394605,0.00006298,0.52011599,0.64351598,1.02203470,0.00652466,0.14176599
-5.91595798,1.47680961,0.00007662,0.49408272,0.62782201,0.96647033,0.00625161,0.13533143
-5.90995498,1.40745991,0.00009274,0.46985161,0.61624487,0.91421567,0.00611032,0.13058600
-5.90395198,1.34657412,0.00011165,0.44768492,0.60906732,0.86583091,0.00609236,0.12754986
-5.89794897,1.29468680,0.00013367,0.42779549,0.60649188,0.82179176,0.00618815,0.12623115
-5.89194597,1.25217169,0.00015913,0.41033954,0.60863084,0.78247536,0.00638711,0.12662561
-5.88594297,1.21922699,0.00018838,0.39541109,0.61549817,0.74814902,0.00667775,0.12871613
-5.87993997,1.19586493,0.00022174,0.38303843,0.62700393,0.71896222,0.00704781,0.13247197
-5.87393697,1.18190662,0.00025955,0.37318263,0.64295157,0.69494243,0.00748433,0.13784822
-5.86793397,1.17698256,0.00030212,0.36573844,0.66303851,0.67599484,0.00797381,0.14478516
-5.86193097,1.18053920,0.00034976,0.36053744,0.68686030,0.66190621,0.00850235,0.15320801
-5.85592796,1.19185155,0.00040275,0.35735350,0.71391818,0.65235266,0.00905577,0.16302689
-5.84992496,1.21004152,0.00046135,0.35591020,0.74363015,0.64691108,0.00961984,0.17413724
-5.84392196,1.23410151,0.00052576,0.35589009,0.77534515,0.64507372,0.01018048,0.18642065
-5.83791896,1.26292231,0.00059619,0.35694530,0.80835996,0.64626546,0.01072401,0.19974612
-5.83191596,1.29532442,0.00067276,0.35870915,0.84193815,0.64986286,0.01123740,0.21397189
-5.82591296,1.33009161,0.00075560,0.36080830,0.87533055,0.65521453,0.01170850,0.22894750
-5.81990995,1.36600528,0.00084476,0.36287482,0.90779629,0.66166171,0.01212637,0.24451640
-5.81390695,1.40187859,0.00094027,0.36455797,0.93862374,0.66855858,0.01248150,0.26051864
-5.80790395,1.43658878,0.00104210,0.36553496,0.96715044,0.67529132,0.01276604,0.27679381
-5.80190095,1.46910669,0.00115019,0.36552047,0.99278133,0.68129542,0.01297400,0.29318405
-5.79589795,1.49852239,0.00126443,0.36427451,1.01500454,0.68607058,0.01310138,0.30953685
-5.78989495,1.52406599,0.00138469,0.36160843,1.03340422,0.68919283,0.01314628,0.32570779
-5.78389195,1.54512317,0.00151078,0.35738888,1.04766999,0.69032358,0.01310894,0.34156293
-5.77788894,1.56124498,0.00164248,0.35153965,1.05760274,0.68921528,0.01299166,0.35698081
-5.77188594,1.57215186,0.00177954,0.34404153,1.06311676,0.68571398,0.01279875,0.37185413
-5.76588294,1.57773221,0.00192167,0.33493015,1.06423831,0.67975866,0.01253634,0.38609086
-5.75987994,1.57803575,0.00206857,0.32429214,1.06110090,0.67137776,0.01221218,0.39961499
-5.75387694,1.57326255,0.00221990,0.31225993,1.05393774,0.66068314,0.01183541,0.41236689
-5.74787394,1.56374848,0.00237528,0.29900527,1.04307186,0.64786202,0.01141622,0.42430332
-5.74187094,1.54994795,0.00253434,0.28473223,1.02890463,0.63316741,0.01096564,0.43539713
-5.73586793,1.53241513,0.00269669,0.26966957,1.01190322,0.61690736,0.01049517,0.44563693
-5.72986493,1.51178452,0.00286193,0.25406329,0.99258774,0.59943381,0.01001654,0.45502660
-5.72386193,1.48875173,0.00302966,0.23816930,0.97151861,0.58113128,0.00954141,0.46358484
-5.71785893,1.46405546,0.00319950,0.22224680,0.94928482,0.56240592,0.00908122,0.47134488
-5.71185593,1.43846111,0.00337109,0.20655235,0.92649327,0.54367534,0.00864692,0.47835427
-5.70585293,1.41274663,0.00354408,0.19133490,0.90375969,0.52535923,0.00824890,0.48467491
-5.69984992,1.38769062,0.00371818,0.17683187,0.88170121,0.50787127,0.00789689,0.49038315
-5.69384692,1.36406299,0.00389313,0.16326622,0.86093046,0.49161213,0.00759991,0.49557005
-5.68784392,1.34261770,0.00406871,0.15084457,0.84205119,0.47696370,0.00736627,0.50034157
-5.68184092,1.32408742,0.00424474,0.13975614,0.82565519,0.46428445,0.00720363,0.50481866
-5.67583792,1.30917960,0.00442109,0.13017245,0.81231991,0.45390579,0.00711902,0.50913707
-5.66983492,1.29857335,0.00459764,0.12224756,0.80260670,0.44612928,0.00711895,0.51344680
-5.66383192,1.29291659,0.00477430,0.11611871,0.79705888,0.44122447,0.00720944,0.51791083
-5.65782891,1.29282290,0.00495097,0.11190705,0.79619959,0.43942728,0.00739610,0.52270335
-5.65182591,1.29886759,0.00512752,0.10971837,0.80052865,0.44093870,0.00768416,0.52800708
-5.64582291,1.31158254,0.00530378,0.10964364,0.81051840,0.44592363,0.00807846,0.53400978
-5.63981991,1.33144978,0.00547950,0.11175917,0.82660823,0.45450994,0.00858348,0.54090004
-5.63381691,1.35889345,0.00565435,0.11612637,0.84919763,0.46678748,0.00920318,0.54886216
-5.62781391,1.39427050,0.00582787,0.12279101,0.87863788,0.48280722,0.00994099,0.55807057
-5.62181091,1.43786027,0.00599948,0.13178196,0.91522258,0.50258044,0.01079960,0.56868371
-5.61580790,1.48985343,0.00616849,0.14310952,0.95917714,0.52607812,0.01178079,0.58083777
-5.60980490,1.55034070,0.00633404,0.15676336,1.01064787,0.55323050,0.01288527,0.59464048
-5.60380190,1.61930216,0.00649517,0.17271017,1.06969090,0.58392702,0.01411243,0.61016531
-5.59779890,1.69659765,0.00665083,0.19089132,1.13626175,0.61801673,0.01546013,0.62744631
-5.59179590,1.78195900,0.00679988,0.21122045,1.21020585,0.65530917,0.01692451,0.64647392
-5.58579290,1.87498467,0.00694112,0.23358145,1.29125086,0.69557588,0.01849976,0.66719207
-5.57978989,1.97513738,0.00707339,0.25782683,1.37900118,0.73855256,0.02017804,0.68949663
-5.57378689,2.08174508,0.00719554,0.28377670,1.47293523,0.78394187,0.02194929,0.71323549
-5.56778389,2.19400566,0.00730653,0.31121856,1.57240591,0.83141690,0.02380123,0.73821029
-5.56178089,2.31099534,0.00740544,0.33990801,1.67664454,0.88062523,0.02571935,0.76417984
-5.55577789,2.43168099,0.00749150,0.36957041,1.78476854,0.93119355,0.02768700,0.79086513
-5.54977489,2.55493584,0.00756415,0.39990371,1.89579284,0.98273268,0.02968550,0.81795574
-5.54377189,2.67955859,0.00762304,0.43058223,2.00864494,1.03484302,0.03169438,0.84511759
-5.53776888,2.80429522,0.00766802,0.46126151,2.12218344,1.08712019,0.03369170,0.87200151
-5.53176588,2.92786301,0.00769919,0.49158415,2.23521959,1.13916080,0.03565430,0.89825261
-5.52576288,3.04897611,0.00771681,0.52118635,2.34654143,1.19056831,0.03755829,0.92351986
-5.51975988,3.16637193,0.00772132,0.54970518,2.45493973,1.24095869,0.03937946,0.94746568
-5.51375688,3.27883750,0.00771333,0.57678617,2.55923511,1.28996601,0.04109377,0.96977509
-5.50775388,3.38523512,0.00769350,0.60209114,2.65830542,1.33724768,0.04267783,0.99016423
-5.50175088,3.48452641,0.00766260,0.62530586,2.75111245,1.38248926,0.04410944,1.00838773
-5.49574787,3.57579403,0.00762136,0.64614747,2.83672699,1.42540880,0.04536807,1.02424489
-5.48974487,3.65826035,0.00757054,0.66437113,2.91435140,1.46576052,0.04643535,1.03758430
-5.48374187,3.73130235,0.00751079,0.67977586,2.98333861,1.50333772,0.04729551,1.04830680
-5.47773887,3.79446222,0.00744271,0.69220927,3.04320681,1.53797484,0.04793577,1.05636664
-5.47173587,3.84745320,0.00736680,0.70157090,3.09364911,1.56954845,0.04834666,1.06177094
-5.46573287,3.89016024,0.00728343,0.70781416,3.13453751,1.59797713,0.04852227,1.06457721
-5.45972986,3.92263540,0.00719288,0.71094668,3.16592097,1.62322019,0.04846041,1.06488932
-5.45372686,3.94508804,0.00709536,0.71102897,3.18801736,1.64527494,0.04816266,1.06285183
-5.44772386,3.95786978,0.00699097,0.70817164,3.20119945,1.66417288,0.04763438,1.05864306
-5.44172086,3.96145499,0.00687980,0.70253097,3.20597541,1.67997447,0.04688451,1.05246705
-5.43571786,3.95641718,0.00676191,0.69430323,3.20296437,1.69276288,0.04592542,1.04454478
-5.42971486,3.94340229,0.00663737,0.68371785,3.19286817,1.70263676,0.04477251,1.03510494
-5.42371186,3.92309985,0.00650628,0.67102968,3.17644030,1.70970240,0.04344389,1.02437471
-5.41770885,3.89621325,0.00636881,0.65651077,3.15445347,1.71406555,0.04195983,1.01257075
-5.41170585,3.86343040,0.00622520,0.64044184,3.12766722,1.71582337,0.04034232,0.99989102
-5.40570285,3.82539605,0.00607577,0.62310390,3.09679700,1.71505686,0.03861447,0.98650752
-5.39969985,3.78268718,0.00592092,0.60477030,3.06248636,1.71182431,0.03679995,0.97256047
-5.39369685,3.73579256,0.00576113,0.58569954,3.02528332,1.70615612,0.03492246,0.95815405
-5.38769385,3.68509762,0.00559695,0.56612908,2.98562225,1.69805145,0.03300515,0.94335399
-5.38169085,3.63087522,0.00542897,0.54627038,2.94381208,1.68747692,0.03107016,0.92818706
-5.37568784,3.57328312,0.00525784,0.52630541,2.90003127,1.67436758,0.02913821,0.91264249
-5.36968484,3.51236794,0.00508418,0.50638450,2.85432993,1.65863032,0.02722818,0.89667533
-5.36368184,3.44807579,0.00490865,0.48662577,2.80663871,1.64014948,0.02535690,0.88021147
-5.35767884,3.38026870,0.00473184,0.46711594,2.75678414,1.61879460,0.02353893,0.86315426
-5.35167584,3.30874624,0.00455435,0.44791242,2.70450931,1.59442994,0.02178644,0.84539218
-5.34567284,3.23327106,0.00437672,0.42904646,2.64949901,1.56692527,0.02010926,0.82680751
-5.33966983,3.15359697,0.00419947,0.41052725,2.59140771,1.53616747,0.01851487,0.80728526
-5.33366683,3.06949831,0.00402307,0.39234650,2.52988916,1.50207222,0.01700861,0.78672230
-5.32766383,2.98079874,0.00384800,0.37448340,2.46462590,1.46459526,0.01559381,0.76503590
-5.32166083,2.88739826,0.00367473,0.35690966,2.39535717,1.42374263,0.01427207,0.74217165
-5.31565783,2.78929696,0.00350377,0.33959421,2.32190403,1.37957915,0.01304353,0.71811018
-5.30965483,2.68661434,0.00333567,0.32250762,2.24419034,1.33223493,0.01190717,0.69287251
-5.30365183,2.57960335,0.00317108,0.30562574,2.16225867,1.28190932,0.01086108,0.66652376
-5.29764882,2.46865843,0.00301074,0.28893269,2.07628064,1.22887216,0.00990276,0.63917517
-5.29164582,2.35431742,0.00285552,0.27242297,1.98656121,1.17346233,0.00902940,0.61098429
-5.28564282,2.23725713,0.00270646,0.25610262,1.89353690,1.11608348,0.00823809,0.58215346
-5.27963982,2.11828315,0.00256475,0.23998962,1.79776838,1.05719725,0.00752607,0.55292655
-5.27363682,1.99831419,0.00243174,0.22411342,1.69992769,0.99731426,0.00689086,0.52358429
-5.26763382,1.87836199,0.00230896,0.20851378,1.60078113,0.93698323,0.00633039,0.49443823
-5.26163082,1.75950759,0.00219812,0.19323908,1.50116850,0.87677877,0.00584310,0.46582362
-5.25562781,1.64287502,0.00210103,0.17834412,1.40197985,0.81728827,0.00542794,0.43809155
-5.24962481,1.52960353,0.00201965,0.16388771,1.30413077,0.75909849,0.00508442,0.41160046
-5.24362181,1.42081934,0.00195601,0.14993013,1.20853725,0.70278221,0.00481250,0.38670732
-5.23761881,1.31760794,0.00191217,0.13653062,1.11609113,0.64888563,0.00461260,0.36375881
-5.23161581,1.22098782,0.00189018,0.12374499,1.02763705,0.59791666,0.00448540,0.34308258
-5.22561281,1.13188624,0.00189202,0.11162353,0.94395156,0.55033458,0.00443179,0.32497885
-5.21960980,1.05111793,0.00191952,0.10020927,0.86572509,0.50654134,0.00445268,0.30971256
-5.21360680,0.97936682,0.00197431,0.08953664,0.79354721,0.46687452,0.00454884,0.29750613
