energy_ev,total_up,Hf_p_up,Hf_d_up,Si_p_up,Si_d_up,Te_p_up,Te_d_up
-6.00000000,1.21648507,0.24847343,0.38872886,0.15854911,0.00000000,0.66530444,0.00000000
-5.99399700,1.26445951,0.25937177,0.40480118,0.16405647,0.00000000,0.69270950,0.00000000
-5.98799400,1.31201935,0.27062100,0.42117171,0.17037844,0.00000000,0.71911706,0.00000000
-5.98199100,1.35819093,0.28199632,0.43749885,0.17732451,0.00000000,0.74404373,0.00000000
-5.97598799,1.40201723,0.29326832,0.45343111,0.18469028,0.00000000,0.76702917,0.00000000
-5.96998499,1.44258992,0.30421105,0.46861754,0.19226240,0.00000000,0.78765348,0.00000000
-5.96398199,1.47908124,0.31461032,0.48271868,0.19982398,0.00000000,0.80555401,0.00000000
-5.95797899,1.51077430,0.32427163,0.49541766,0.20716047,0.00000000,0.82044056,0.00000000
-5.95197599,1.53709006,0.33302750,0.50643083,0.21406562,0.00000000,0.83210840,0.00000000
-5.94597299,1.55760994,0.34074370,0.51551749,0.22034740,0.00000000,0.84044815,0.00000000
-5.93996998,1.57209237,0.34732415,0.52248829,0.22583351,0.00000000,0.84545199,0.00000000
-5.93396698,1.58048265,0.35271414,0.52721178,0.23037636,0.00000000,0.84721582,0.00000000
-5.92796398,1.58291501,0.35690172,0.52961882,0.23385712,0.00000000,0.84593688,0.00000000
-5.92196098,1.57970685,0.35991712,0.52970459,0.23618884,0.00000000,0.84190701,0.00000000
-5.91595798,1.57134491,0.36183018,0.52752798,0.23731827,0.00000000,0.83550148,0.00000000
-5.90995498,1.55846396,0.36274595,0.52320846,0.23722653,0.00000000,0.82716403,0.00000000
-5.90395198,1.54181879,0.36279850,0.51692040,0.23592839,0.00000000,0.81738847,0.00000000
-5.89794897,1.52225077,0.36214346,0.50888525,0.23347030,0.00000000,0.80669780,0.00000000
-5.89194597,1.50065032,0.36094941,0.49936176,0.22992725,0.00000000,0.79562177,0.00000000
-5.88594297,1.47791733,0.35938873,0.48863484,0.22539865,0.00000000,0.78467384,0.00000000
-5.87993997,1.45492111,0.35762827,0.47700353,0.22000335,0.00000000,0.77432873,0.00000000
-5.87393697,1.43246209,0.35582039,0.46476862,0.21387417,0.00000000,0.76500161,0.00000000
-5.86793397,1.41123693,0.35409483,0.45222071,0.20715209,0.00000000,0.75702986,0.00000000
-5.86193097,1.39180885,0.35255174,0.43962900,0.19998051,0.00000000,0.75065847,0.00000000
-5.85592796,1.37458473,0.35125638,0.42723157,0.19249976,0.00000000,0.74602965,0.00000000
-5.84992496,1.35979980,0.35023571,0.41522751,0.18484212,0.00000000,0.74317717,0.00000000
-5.84392196,1.34751091,0.34947694,0.40377121,0.17712762,0.00000000,0.74202580,0.00000000
-5.83791896,1.33759852,0.34892830,0.39296909,0.16946072,0.00000000,0.74239576,0.00000000
-5.83191596,1.32977708,0.34850184,0.38287879,0.16192804,0.00000000,0.74401196,0.00000000
-5.82591296,1.32361348,0.34807811,0.37351081,0.15459710,0.00000000,0.74651761,0.00000000
-5.81990995,1.31855211,0.34751248,0.36483240,0.14751624,0.00000000,0.74949137,0.00000000
-5.81390695,1.31394553,0.34664283,0.35677339,0.14071534,0.00000000,0.75246729,0.00000000
-5.80790395,1.30908880,0.34529799,0.34923360,0.13420765,0.00000000,0.75495643,0.00000000
-5.80190095,1.30325588,0.34330670,0.34209135,0.12799214,0.00000000,0.75646920,0.00000000
-5.79589795,1.29573605,0.34050650,0.33521257,0.12205654,0.00000000,0.75653715,0.00000000
-5.78989495,1.28586878,0.33675212,0.32846003,0.11638063,0.00000000,0.75473339,0.00000000
-5.78389195,1.27307502,0.33192294,0.32170216,0.11093975,0.00000000,0.75069051,0.00000000
-5.77788894,1.25688386,0.32592924,0.31482110,0.10570824,0.00000000,0.74411532,0.00000000
-5.77188594,1.23695319,0.31871691,0.30771953,0.10066267,0.00000000,0.73479978,0.00000000
-5.76588294,1.21308368,0.31027039,0.30032607,0.09578469,0.00000000,0.72262776,0.00000000
-5.75987994,1.18522576,0.30061395,0.29259904,0.09106348,0.00000000,0.70757746,0.00000000
-5.75387694,1.15347947,0.28981106,0.28452857,0.08649758,0.00000000,0.68971961,0.00000000
-5.74787394,1.11808783,0.27796216,0.27613696,0.08209617,0.00000000,0.66921176,0.00000000
-5.74187094,1.07942417,0.26520099,0.26747754,0.07787973,0.00000000,0.64628908,0.00000000
-5.73586793,1.03797459,0.25168963,0.25863209,0.07388012,0.00000000,0.62125248,0.00000000
-5.72986493,0.99431672,0.23761266,0.24970721,0.07014015,0.00000000,0.59445458,0.00000000
-5.72386193,0.94909589,0.22317070,0.24082976,0.06671256,0.00000000,0.56628455,0.00000000
-5.71785893,0.90300026,0.20857370,0.23214172,0.06365867,0.00000000,0.53715253,0.00000000
-5.71185593,0.85673596,0.19403421,0.22379484,0.06104664,0.00000000,0.50747442,0.00000000
-5.70585293,0.81100344,0.17976110,0.21594513,0.05894942,0.00000000,0.47765775,0.00000000
-5.69984992,0.76647596,0.16595369,0.20874763,0.05744253,0.00000000,0.44808918,0.00000000
-5.69384692,0.72378097,0.15279676,0.20235145,0.05660160,0.00000000,0.41912415,0.00000000
-5.68784392,0.68348477,0.14045634,0.19689534,0.05649990,0.00000000,0.39107882,0.00000000
-5.68184092,0.64608083,0.12907658,0.19250380,0.05720579,0.00000000,0.36422456,0.00000000
-5.67583792,0.61198168,0.11877745,0.18928368,0.05878012,0.00000000,0.33878492,0.00000000
-5.66983492,0.58151428,0.10965351,0.18732153,0.06127378,0.00000000,0.31493488,0.00000000
-5.66383192,0.55491854,0.10177351,0.18668130,0.06472527,0.00000000,0.29280222,0.00000000
-5.65782891,0.53234852,0.09518081,0.18740279,0.06915854,0.00000000,0.27247059,0.00000000
-5.65182591,0.51387601,0.08989446,0.18950038,0.07458103,0.00000000,0.25398395,0.00000000
-5.64582291,0.49949579,0.08591093,0.19296245,0.08098203,0.00000000,0.23735193,0.00000000
-5.63981991,0.48913236,0.08320621,0.19775113,0.08833153,0.00000000,0.22255580,0.00000000
-5.63381691,0.48264751,0.08173836,0.20380266,0.09657950,0.00000000,0.20955460,0.00000000
-5.62781391,0.47984868,0.08145023,0.21102826,0.10565584,0.00000000,0.19829113,0.00000000
-5.62181091,0.48049769,0.08227247,0.21931558,0.11547099,0.00000000,0.18869762,0.00000000
