energy_ev,total_up,Ag_p_up,Ag_d_up,C_s_up,C_p_up,Te_p_up,Te_d_up,W_p_up,W_d_up
-6.00000000,9.28983816,1.01870472,5.90970116,0.01746747,0.83521805,1.17094266,0.00000000,2.85083624,0.82327680
-5.99399700,9.11478404,0.96543174,5.82383320,0.01648226,0.81831416,1.13908941,0.00000000,2.78359687,0.79821438
-5.98799400,8.92817197,0.91116274,5.71930492,0.01546753,0.80483317,1.10651181,0.00000000,2.72426714,0.77667590
-5.98199100,8.73147639,0.85652704,5.59722057,0.01443550,0.79465055,1.07367116,0.00000000,2.67298149,0.75861232
-5.97598799,8.52650701,0.80214862,5.45913118,0.01339860,0.78759718,1.04101277,0.00000000,2.62977923,0.74394903
-5.96998499,8.31534784,0.74862790,5.30698942,0.01236907,0.78345954,1.00895170,0.00000000,2.59458599,0.73258648
-5.96398199,8.10028606,0.69652539,5.14308969,0.01135863,0.78198101,0.97786052,0.00000000,2.56719935,0.72440108
-5.95797899,7.88373387,0.64634769,4.96999588,0.01037819,0.78286447,0.94805979,0.00000000,2.54727938,0.71924642
-5.95197599,7.66814673,0.59853637,4.79045988,0.00943757,0.78577615,0.91981127,0.00000000,2.53434504,0.71695483
-5.94597299,7.45594139,0.55346006,4.60733427,0.00854532,0.79035077,0.89331411,0.00000000,2.52777654,0.71733926
-5.93996998,7.24941665,0.51140974,4.42348265,0.00770857,0.79619781,0.86870389,0.00000000,2.52682372,0.72019525
-5.93396698,7.05068012,0.47259724,4.24169136,0.00693296,0.80290880,0.84605428,0.00000000,2.53061996,0.72530313
-5.92796398,6.86158313,0.43715661,4.06458589,0.00622259,0.81006533,0.82538088,0.00000000,2.53820106,0.73243011
-5.92196098,6.68366615,0.40514814,3.89455512,0.00558011,0.81724761,0.80664699,0.00000000,2.54852812,0.74133232
-5.91595798,6.51811612,0.37656444,3.73368594,0.00500675,0.82404328,0.78977056,0.00000000,2.56051355,0.75175661
-5.90995498,6.36573684,0.35133826,3.58371038,0.00450243,0.83005620,0.77463203,0.00000000,2.57304908,0.76344216
-5.90395198,6.22693296,0.32935139,3.44596673,0.00406593,0.83491505,0.76108252,0.00000000,2.58503468,0.77612187
-5.89794897,6.10170761,0.31044427,3.32137536,0.00369503,0.83828137,0.74895199,0.00000000,2.59540739,0.78952357
-5.89194597,5.98967342,0.29442575,3.21042962,0.00338667,0.83985699,0.73805702,0.00000000,2.60316918,0.80337116
-5.88594297,5.89007614,0.28108271,3.11320131,0.00313714,0.83939051,0.72820791,0.00000000,2.60741274,0.81738588
-5.87993997,5.80182965,0.27018915,3.02935992,0.00294224,0.83668281,0.71921515,0.00000000,2.60734480,0.83128765
-5.87393697,5.72356125,0.26151456,2.95820439,0.00279746,0.83159135,0.71089491,0.00000000,2.60230604,0.84479697
-5.86793397,5.65366539,0.25483127,2.89870560,0.00269811,0.82403320,0.70307379,0.00000000,2.59178726,0.85763718
-5.86193097,5.59036419,0.24992080,2.84955785,0.00263950,0.81398672,0.69559273,0.00000000,2.57544138,0.86953744
-5.85592796,5.53177276,0.24657911,2.80923721,0.00261706,0.80149183,0.68831027,0.00000000,2.55309090,0.88023636
-5.84992496,5.47596736,0.24462068,2.77606461,0.00262645,0.78664875,0.68110514,0.00000000,2.52473081,0.88948641
-5.84392196,5.42105440,0.24388151,2.74827156,0.00266375,0.76961538,0.67387844,0.00000000,2.49052666,0.89705889
-5.83791896,5.36523811,0.24422103,2.72406641,0.00272550,0.75060310,0.66655533,0.00000000,2.45080806,0.90274947
-5.83191596,5.30688507,0.24552311,2.70169921,0.00280890,0.72987133,0.65908640,0.00000000,2.40605754,0.90638410
-5.82591296,5.24458360,0.24769596,2.67952333,0.00291183,0.70772066,0.65144871,0.00000000,2.35689518,0.90782493
-5.81990995,5.17719635,0.25067136,2.65605217,0.00303304,0.68448498,0.64364646,0.00000000,2.30405931,0.90697612
-5.81390695,5.10390450,0.25440292,2.63000961,0.00317220,0.66052251,0.63571133,0.00000000,2.24838383,0.90378907
-5.80790395,5.02424229,0.25886378,2.60037281,0.00333002,0.63620627,0.62770232,0.00000000,2.19077269,0.89826687
-5.80190095,4.93812088,0.26404353,2.56640651,0.00350832,0.61191394,0.61970514,0.00000000,2.13217239,0.89046763
-5.79589795,4.84584062,0.26994473,2.52768791,0.00371009,0.58801765,0.61183099,0.00000000,2.07354315,0.88050646
-5.78989495,4.74809158,0.27657886,2.48412167,0.00393955,0.56487395,0.60421472,0.00000000,2.01582979,0.86855580
-5.78389195,4.64594203,0.28396206,2.43594468,0.00420216,0.54281421,0.59701228,0.00000000,1.95993322,0.85484416
-5.77788894,4.54081523,0.29211062,2.38372049,0.00450459,0.52213593,0.59039752,0.00000000,1.90668349,0.83965297
-5.77188594,4.43445514,0.30103654,2.32832359,0.00485466,0.50309511,0.58455826,0.00000000,1.85681539,0.82331184
-5.76588294,4.32888188,0.31074312,2.27091392,0.00526125,0.48590012,0.57969186,0.00000000,1.81094756,0.80619210
-5.75987994,4.22633826,0.32122100,2.21290224,0.00573414,0.47070718,0.57600015,0.00000000,1.76956578,0.78869899
-5.75387694,4.12922863,0.33244468,2.15590709,0.00628378,0.45761774,0.57368406,0.00000000,1.73301130,0.77126267
-5.74787394,4.04005199,0.34436970,2.10170461,0.00692109,0.44667774,0.57293800,0.00000000,1.70147468,0.75432844
-5.74187094,3.96133089,0.35693068,2.05217216,0.00765710,0.43787896,0.57394423,0.00000000,1.67499539,0.73834638
-5.73586793,3.89553830,0.37004036,2.00922746,0.00850267,0.43116228,0.57686733,0.00000000,1.65346735,0.72376097
-5.72986493,3.84502434,0.38358964,1.97476470,0.00946805,0.42642280,0.58184901,0.00000000,1.63665030,0.71100087
-5.72386193,3.81194487,0.39744877,1.95058935,0.01056255,0.42351663,0.58900349,0.00000000,1.62418653,0.70046938
-5.71785893,3.79819417,0.41146953,1.93835365,0.01179405,0.42226903,0.59841345,0.00000000,1.61562235,0.69253578
-5.71185593,3.80534333,0.42548857,1.93949454,0.01316871,0.42248370,0.61012692,0.00000000,1.61043350,0.68752787
