energy_ev,total_up,total_down,C_s_up,C_s_down,C_p_up,C_p_down,Cu_p_up,Cu_p_down,Cu_d_up,Cu_d_down,Mn_p_up,Mn_p_down,Mn_d_up,Mn_d_down,S_s_up,S_s_down,S_p_up,S_p_down
-6.00000000,1.72971331,-2.23949867,0.00657915,-0.02981951,0.02646903,-0.10558460,0.61196249,-0.83031005,0.29101417,-0.37674110,0.48446076,-0.62398813,0.27060810,-0.24070238,0.02261237,-0.01405463,0.87760035,-1.11462511
-5.99399700,1.75615133,-2.20587586,0.00711140,-0.02816483,0.02533975,-0.10287390,0.61802180,-0.82466642,0.30302162,-0.36944003,0.48636505,-0.62261494,0.27460332,-0.23541489,0.02310350,-0.01330168,0.89199422,-1.10051281
-5.98799400,1.78946824,-2.16326973,0.00773732,-0.02645295,0.02443572,-0.09971239,0.62648243,-0.81500331,0.31700431,-0.36098024,0.49033708,-0.61787377,0.27918245,-0.22911335,0.02363831,-0.01262527,0.90962238,-1.08187276
-5.98199100,1.82907306,-2.11260409,0.00845356,-0.02471198,0.02375682,-0.09614049,0.63707941,-0.80160601,0.33281198,-0.35152776,0.49621554,-0.60991506,0.28427724,-0.22194279,0.02421655,-0.01203043,0.93016529,-1.05915628
-5.97598799,1.87419966,-2.05506898,0.00925510,-0.02297041,0.02329849,-0.09220690,0.64948446,-0.78487456,0.35024554,-0.34129236,0.50377830,-0.59897959,0.28980090,-0.21407041,0.02483781,-0.01152300,0.95321920,-1.03295495
-5.96998499,1.92391431,-1.99209107,0.01013521,-0.02125636,0.02305179,-0.08796739,0.66331317,-0.76531197,0.36905808,-0.33052342,0.51274738,-0.58539198,0.29564853,-0.20568138,0.02550108,-0.01110964,0.97830083,-1.00398573
-5.96398199,1.97712807,-1.92529601,0.01108534,-0.01959684,0.02300353,-0.08348334,0.67813362,-0.74350875,0.38895752,-0.31950443,0.52279585,-0.56955113,0.30169810,-0.19697408,0.02620422,-0.01079783,1.00485428,-0.97307171
-5.95797899,2.03261411,-1.85646396,0.01209513,-0.01801723,0.02313650,-0.07882018,0.69347653,-0.72012452,0.40961065,-0.30854643,0.53355626,-0.55191819,0.30781203,-0.18815507,0.02694357,-0.01059576,1.03226033,-0.94111904
-5.95197599,2.08903023,-1.78748000,0.01315244,-0.01654075,0.02342986,-0.07404575,0.70884660,-0.69586738,0.43064894,-0.29798038,0.54463073,-0.53300250,0.31383931,-0.17943389,0.02771351,-0.01051213,1.05984825,-0.90909109
-5.94597299,2.14494648,-1.72028101,0.01424348,-0.01518810,0.02385958,-0.06922859,0.72373496,-0.67147182,0.45167576,-0.28814895,0.55560220,-0.51334590,0.31961844,-0.17101781,0.02850622,-0.01055590,1.08690986,-0.87798050
-5.93996998,2.19887751,-1.65680101,0.01535298,-0.01397726,0.02439901,-0.06443638,0.73763234,-0.64767602,0.47227517,-0.27939773,0.56604666,-0.49350627,0.32498090,-0.16310673,0.02931148,-0.01073596,1.11271590,-0.84878032
-5.93396698,2.24931894,-1.59891643,0.01646444,-0.01292325,0.02501953,-0.05973437,0.75004268,-0.62519933,0.49202187,-0.27206629,0.57554590,-0.47404075,0.32975528,-0.15588831,0.03011667,-0.01106072,1.13653414,-0.82245496
-5.92796398,2.29478683,-1.54839326,0.01756044,-0.01203814,0.02569126,-0.05518398,0.76049689,-0.60472069,0.51049213,-0.26647912,0.58370044,-0.45548917,0.33377191,-0.14953355,0.03090692,-0.01153769,1.15764883,-0.79991208
-5.92196098,2.33385910,-1.50683727,0.01862302,-0.01133101,0.02638379,-0.05084156,0.76856609,-0.58685877,0.52727540,-0.26293692,0.59014206,-0.43835851,0.33686779,-0.14419276,0.03166535,-0.01217303,1.17538095,-0.78197603
-5.91595798,2.36521724,-1.47564898,0.01963416,-0.01080802,0.02706703,-0.04675736,0.77387418,-0.57215423,0.54198599,-0.26170811,0.59454562,-0.42310858,0.33889176,-0.13999212,0.03237353,-0.01297105,1.18910834,-0.76936376
-5.90995498,2.38768685,-1.45598418,0.02057623,-0.01047252,0.02771192,-0.04297469,0.77610898,-0.56105479,0.55427460,-0.26302101,0.59663953,-0.41013949,0.33970948,-0.13703087,0.03301203,-0.01393376,1.19828518,-0.76266369
-5.90395198,2.40027528,-1.44872104,0.02143246,-0.01032511,0.02829125,-0.03952927,0.77503177,-0.55390332,0.56383908,-0.26705675,0.59621461,-0.39978129,0.33920831,-0.13537906,0.03356109,-0.01506040,1.20245970,-0.76231814
-5.89794897,2.40220460,-1.45443452,0.02218752,-0.01036383,0.02878034,-0.03644884,0.77048463,-0.55092925,0.57043394,-0.27394298,0.59313084,-0.39228578,0.33730146,-0.13507606,0.03400131,-0.01634711,1.20128957,-0.76860971
-5.89194597,2.39293841,-1.47337848,0.02282793,-0.01058421,0.02915767,-0.03375293,0.76239535,-0.55224333,0.57387830,-0.28374861,0.58732184,-0.38782092,0.33393162,-0.13612970,0.03431446,-0.01778653,1.19455403,-0.78165179
-5.88594297,2.37220111,-1.50547578,0.02334254,-0.01097940,0.02940543,-0.03145283,0.75077960,-0.55783586,0.57406177,-0.29647970,0.57879666,-0.38646765,0.32907348,-0.13851606,0.03448420,-0.01936762,1.18216227,-0.80138352
-5.87993997,2.33998857,-1.55031669,0.02372292,-0.01154024,0.02950994,-0.02955177,0.73574028,-0.56757822,0.57094803,-0.31207654,0.56763907,-0.38821922,0.32273529,-0.14218003,0.03449676,-0.02107551,1.16415748,-0.82756917
-5.87393697,2.29656951,-1.60716527,0.02396359,-0.01225538,0.02946191,-0.02804519,0.71746398,-0.58122755,0.56457591,-0.33041216,0.55400414,-0.39298300,0.31495916,-0.14703642,0.03434159,-0.02289148,1.14071628,-0.85980197
-5.86793397,2.24247741,-1.67497387,0.02406226,-0.01311134,0.02925657,-0.02692117,0.69621462,-0.59843439,0.55505788,-0.35129224,0.53811227,-0.40058442,0.30582024,-0.15297182,0.03401184,-0.02479310,1.11214358,-0.89751230
-5.86193097,2.17849302,-1.75240535,0.02401989,-0.01409257,0.02889369,-0.02616104,0.67232459,-0.61875291,0.54257598,-0.37445660,0.52024107,-0.41077313,0.29542456,-0.15984698,0.03350467,-0.02675449,1.07886281,-0.93998010
-5.85592796,2.10561827,-1.83786261,0.02384064,-0.01518163,0.02837737,-0.02573998,0.64618362,-0.64165352,0.52737538,-0.39958239,0.50071521,-0.42323097,0.28390587,-0.16749984,0.03282147,-0.02874672,1.04140207,-0.98635112
-5.84992496,2.02504254,-1.92952476,0.02353170,-0.01635923,0.02771576,-0.02562778,0.61822586,-0.66653743,0.50975579,-0.42628882,0.47989480,-0.43758152,0.27142147,-0.17574911,0.03196786,-0.03073834,1.00037661,-1.03565686
-5.84392196,1.93810271,-2.02538953,0.02310301,-0.01760450,0.02692064,-0.02578969,0.58891563,-0.69275276,0.49006118,-0.45414373,0.45816273,-0.45340116,0.25814718,-0.18439826,0.03095348,-0.03269607,0.95646845,-1.08683765
-5.83791896,1.84623881,-2.12332069,0.02256687,-0.01889513,0.02600682,-0.02618725,0.55873255,-0.71961187,0.46866812,-0.48267173,0.43591155,-0.47023100,0.24427185,-0.19324002,0.02979172,-0.03458555,0.91040402,-1.13876835
-5.83191596,1.75094701,-2.22109963,0.02193747,-0.02020772,0.02499161,-0.02677928,0.52815642,-0.74640945,0.44597341,-0.51136384,0.41353025,-0.48758972,0.22999141,-0.20206114,0.02849922,-0.03637217,0.86293067,-1.19028616
-5.82591296,1.65373216,-2.31647991,0.02123037,-0.02151806,0.02389405,-0.02752279,0.49765261,-0.77244082,0.42238138,-0.53968860,0.39139171,-0.50498682,0.21550300,-0.21064740,0.02709528,-0.03802204,0.81479315,-1.24021981
-5.81990995,1.55606157,-2.40724322,0.02046193,-0.02280157,0.02273427,-0.02837401,0.46765851,-0.79702022,0.39829147,-0.56710426,0.36984108,-0.52193589,0.20099913,-0.21878870,0.02560119,-0.03950286,0.76671096,-1.28741927
-5.81390695,1.45932223,-2.49125543,0.01964868,-0.02403370,0.02153275,-0.02928938,0.43857134,-0.81949831,0.37408659,-0.59307178,0.34918564,-0.53796775,0.18666240,-0.22628419,0.02403954,-0.04078487,0.71935753,-1.33078534
-5.80790395,1.36478285,-2.56652100,0.01880683,-0.02519047,0.02030966,-0.03022650,0.41073807,-0.83927871,0.35012271,-0.61706835,0.32968644,-0.55264285,0.17266073,-0.23294712,0.02243344,-0.04184170,0.67334192,-1.36929805
-5.80190095,1.27356221,-2.63123406,0.01795168,-0.02624892,0.01908424,-0.03114512,0.38444749,-0.85583289,0.32671996,-0.63860087,0.31155205,-0.56556281,0.15914347,-0.23860944,0.02080581,-0.04265114,0.62919383,-1.40204311
-5.79589795,1.18660492,-2.68382455,0.01709718,-0.02718767,0.01787430,-0.03200801,0.35992478,-0.86871313,0.30415574,-0.65721910,0.29493446,-0.57638059,0.14623838,-0.24312596,0.01917875,-0.04319584,0.58735239,-1.42823543
-5.78989495,1.10466512,-2.72299786,0.01625557,-0.02798742,0.01669572,-0.03278177,0.33732869,-0.87756302,0.28265974,-0.67252783,0.27992733,-0.58480903,0.13404960,-0.24637780,0.01757290,-0.04346377,0.54815885,-1.44723908
-5.78389195,1.02829844,-2.74776639,0.01543708,-0.02863145,0.01556220,-0.03343748,0.31675130,-0.88212530,0.26241129,-0.68419770,0.26656654,-0.59062752,0.12265669,-0.24827514,0.01600698,-0.04344860,0.51185358,-1.45858268
-5.77788894,0.95786218,-2.75747210,0.01464976,-0.02910601,0.01448502,-0.03395136,0.29822021,-0.88224666,0.24353865,-0.69197426,0.25483279,-0.59368644,0.11211455,-0.24875922,0.01449742,-0.04314985,0.47857693,-1.46197000
-5.77188594,0.89352311,-2.75179895,0.01389940,-0.02940071,0.01347296,-0.03430504,0.28170306,-0.87787943,0.22612050,-0.69568479,0.24465628,-0.59390939,0.10245440,-0.24780327,0.01305806,-0.04257285,0.44837412,-1.45728500
-5.76588294,0.83527224,-2.73077479,0.01318959,-0.02950878,0.01253236,-0.03448593,0.26711394,-0.86907997,0.21018914,-0.69524261,0.23592290,-0.59129294,0.09368551,-0.24541259,0.01170005,-0.04172854,0.42120329,-1.44459141
-5.75987994,0.78294534,-2.69476267,0.01252181,-0.02942724,0.01166722,-0.03448718,0.25432149,-0.85600399,0.19573528,-0.69064878,0.22848195,-0.58590409,0.08579765,-0.24162362,0.01043181,-0.04063303,0.39694658,-1.42412663
-5.75387694,0.73624825,-2.64444176,0.01189570,-0.02915696,0.01087949,-0.03430756,0.24315813,-0.83889875,0.18271413,-0.68199091,0.22215466,-0.57787535,0.07876407,-0.23650210,0.00925911,-0.03930710,0.37542336,-1.39629030
-5.74787394,0.69478533,-2.58077878,0.01130927,-0.02870257,0.01016936,-0.03395117,0.23343010,-0.81809270,0.17105230,-0.66943925,0.21674343,-0.56739775,0.07254490,-0.23014036,0.00818524,-0.03777548,0.35640498,-1.36162803
-5.74187094,0.65808980,-2.50499100,0.01075925,-0.02807232,0.00953565,-0.03342697,0.22492780,-0.79398267,0.16065531,-0.65324023,0.21204113,-0.55471209,0.06709074,-0.22265388,0.00721129,-0.03606603,0.33963041,-1.32081078
-5.73586793,0.62565458,-2.41850237,0.01024148,-0.02727780,0.00897620,-0.03274808,0.21743603,-0.76701937,0.15141525,-0.63370759,0.20784035,-0.54009869,0.06234636,-0.21417722,0.00633638,-0.03420892,0.32482200,-1.27461094
-5.72986493,0.59696223,-2.32289458,0.00975118,-0.02633351,0.00848836,-0.03193110,0.21074375,-0.73769161,0.14321822,-0.61121156,0.20394196,-0.52386614,0.05825424,-0.20485956,0.00555807,-0.03223572,0.31170065,-1.22387598
-5.72386193,0.57151288,-2.21985501,0.00928338,-0.02525645,0.00806936,-0.03099527,0.20465293,-0.70650994,0.13595140,-0.58616667,0.20016289,-0.50633950,0.05475797,-0.19485988,0.00487264,-0.03017850,0.29999990,-1.16950074
-5.71785893,0.54884896,-2.11112378,0.00883316,-0.02406559,0.00771678,-0.02996153,0.19898622,-0.67399031,0.12950931,-0.55901840,0.19634274,-0.48784849,0.05180521,-0.18434216,0.00427550,-0.02806895,0.28947836,-1.11239953
-5.71185593,0.52857615,-1.99844183,0.00839598,-0.02278125,0.00742890,-0.02885170,0.19359330,-0.64063845,0.12379913,-0.53022959,0.19234911,-0.46871610,0.04935037,-0.17347066,0.00376144,-0.02593764,0.27993005,-1.05347900
-5.70585293,0.51037969,-1.88350211,0.00796786,-0.02142457,0.00720502,-0.02768759,0.18835553,-0.60693553,0.11874492,-0.50026689,0.18808137,-0.44924812,0.04735663,-0.16240547,0.00332502,-0.02381328,0.27119243,-0.99361308
-5.69984992,0.49403580,-1.76790573,0.00754559,-0.02001693,0.00704574,-0.02649020,0.18318899,-0.57332554,0.11429065,-0.46958792,0.18347295,-0.42972405,0.04579753,-0.15129847,0.00296076,-0.02172217,0.26315179,-0.93362053
-5.69384692,0.47941800,-1.65312431,0.00712678,-0.01857935,0.00695318,-0.02527904,0.17804585,-0.54020501,0.11040196,-0.43862960,0.17849211,-0.41038964,0.04465794,-0.14028995,0.00266338,-0.01968769,0.25574609,-0.87424618
-5.68784392,0.46649835,-1.54046995,0.00670994,-0.01713201,0.00693102,-0.02407160,0.17291405,-0.50791515,0.10706669,-0.40779800,0.17314116,-0.39145137,0.04393450,-0.12950582,0.00242795,-0.01773003,0.24896519,-0.81614617
-5.68184092,0.45534399,-1.43107336,0.00629445,-0.01569380,0.00698464,-0.02288286,0.16781543,-0.47673681,0.10429420,-0.37746014,0.16745436,-0.37307308,0.04363549,-0.11905553,0.00225004,-0.01586596,0.24284851,-0.75987774
-5.67583792,0.44610910,-1.32587056,0.00588053,-0.01428194,0.00712104,-0.02172512,0.16280252,-0.44688816,0.10211367,-0.34793774,0.16149465,-0.35537461,0.04378019,-0.10903079,0.00212572,-0.01410876,0.23748062,-0.70589347
-5.66983492,0.43902323,-1.22559805,0.00546912,-0.01291168,0.00734873,-0.02060780,0.15795416,-0.41852502,0.10057138,-0.31950331,0.15534934,-0.33843260,0.04439780,-0.09950504,0.00205164,-0.01246831,0.23298477,-0.65454005
-5.66383192,0.43437630,-1.13079595,0.00506175,-0.01159611,0.00767758,-0.01953756,0.15337019,-0.39174374,0.09972731,-0.29237824,0.14912512,-0.32228314,0.04552596,-0.09053357,0.00202495,-0.01095121,0.22951484,-0.60606123
-5.65782891,0.43250132,-1.04181833,0.00466043,-0.01034602,0.00811862,-0.01851845,0.14916548,-0.36658625,0.09965100,-0.26673311,0.14294252,-0.30692606,0.04720895,-0.08215432,0.00204325,-0.00956103,0.22724611,-0.56060448
-5.65182591,0.43375542,-0.95884973,0.00426743,-0.00916986,0.00868370,-0.01755220,0.14546357,-0.34304678,0.10041716,-0.24268970,0.13693018,-0.29233059,0.04949562,-0.07438921,0.00210455,-0.00829861,0.22636534,-0.51823068
-5.64582291,0.43850024,-0.88192643,0.00388522,-0.00807380,0.00938526,-0.01663866,0.14239026,-0.32108007,0.10210100,-0.22032476,0.13121912,-0.27844190,0.05243727,-0.06724589,0.00220705,-0.00716246,0.22706038,-0.47892634
-5.63981991,0.44708237,-0.81096130,0.00351625,-0.00706182,0.01023594,-0.01577617,0.14006731,-0.30061027,0.10477361,-0.19967492,0.12593729,-0.26518823,0.05608532,-0.06071985,0.00234913,-0.00614908,0.22951007,-0.44261736
-5.63381691,0.45981479,-0.74577057,0.00316284,-0.00613587,0.01124829,-0.01496213,0.13860664,-0.28154032,0.10849760,-0.18074265,0.12120453,-0.25248820,0.06048920,-0.05479669,0.00252911,-0.00525341,0.23387460,-0.40918374
-5.62781391,0.47695998,-0.68610138,0.00282709,-0.00529606,0.01243436,-0.01419347,0.13810514,-0.26376113,0.11332306,-0.16350274,0.11712823,-0.24025782,0.06569417,-0.04945451,0.00274519,-0.00446922,0.24028682,-0.37847442
-5.62181091,0.49871550,-0.63165865,0.00251080,-0.00454094,0.01380541,-0.01346711,0.13864029,-0.24716026,0.11928423,-0.14790905,0.11379976,-0.22841700,0.07173948,-0.04466628,0.00299529,-0.00378944,0.24884494,-0.35032154
-5.61580790,0.52520263,-0.58213018,0.00221537,-0.00386769,0.01537158,-0.01278040,0.14026691,-0.23162970,0.12639687,-0.13390116,0.11129183,-0.21689517,0.07865676,-0.04040203,0.00327695,-0.00320659,0.25960683,-0.32455368
-5.60980490,0.55645858,-0.53720912,0.00194180,-0.00327241,0.01714163,-0.01213150,0.14301495,-0.21707254,0.13465654,-0.12141071,0.10965671,-0.20563583,0.08646874,-0.03663097,0.00358725,-0.00271300,0.27258619,-0.30100743
-5.60380190,0.59243257,-0.49661303,0.00169068,-0.00275037,0.01912264,-0.01151970,0.14688847,-0.20340813,0.14403785,-0.11036708,0.10892557,-0.19459994,0.09518837,-0.03332321,0.00392275,-0.00230114,0.28775085,-0.27953702
-5.59779890,0.63298616,-0.46009902,0.00146219,-0.00229626,0.02131988,-0.01094558,0.15186594,-0.19057593,0.15449476,-0.10070234,0.10910866,-0.18376793,0.10481842,-0.03045126,0.00427946,-0.00196384,0.30502320,-0.26002179
-5.59179590,0.67789768,-0.42747486,0.00125612,-0.00190438,0.02373656,-0.01041115,0.15790164,-0.17853768,0.16596198,-0.09235527,0.11019648,-0.17314052,0.11535138,-0.02799121,0.00465287,-0.00169441,0.32428286,-0.24237137
-5.58579290,0.72687078,-0.39860575,0.00107190,-0.00156888,0.02637382,-0.00991991,0.16492829,-0.16727820,0.17835737,-0.08527441,0.11216173,-0.16273833,0.12676992,-0.02592349,0.00503797,-0.00148684,0.34537146,-0.22652859
-5.57978989,0.77954671,-0.37341711,0.00090869,-0.00128389,0.02923056,-0.00947675,0.17286064,-0.15680481,0.19158536,-0.07942008,0.11496200,-0.15260039,0.13904767,-0.02423336,0.00542940,-0.00133582,0.36809932,-0.21247017
-5.57378689,0.83551979,-0.35189357,0.00076542,-0.00104369,0.03230350,-0.00908784,0.18159989,-0.14714548,0.20554111,-0.07476539,0.11854296,-0.14278174,0.15215037,-0.02291105,0.00582149,-0.00123685,0.39225392,-0.20020542
