energy_ev,total_up,total_down,C_s_up,C_s_down,C_p_up,C_p_down,Cu_p_up,Cu_p_down,Cu_d_up,Cu_d_down,Mn_p_up,Mn_p_down,Mn_d_up,Mn_d_down,S_s_up,S_s_down,S_p_up,S_p_down
-5.56778389,0.89435555,-0.33407449,0.00064081,-0.00084279,0.03558711,-0.00876042,0.19103888,-0.13834607,0.22011546,-0.07129636,0.12284205,-0.13335038,0.16603723,-0.02195154,0.00620851,-0.00118615,0.41760959,-0.18977317
-5.56178089,0.95561048,-0.32004659,0.00053348,-0.00067605,0.03907372,-0.00850256,0.20106756,-0.13046665,0.23520024,-0.06901107,0.12779225,-0.12438367,0.18066257,-0.02135419,0.00658479,-0.00118071,0.44393814,-0.18123719
-5.55577789,1.01885266,-0.30993419,0.00044198,-0.00053873,0.04275355,-0.00832280,0.21157874,-0.12357736,0.25069382,-0.06791811,0.13332607,-0.11596450,0.19597745,-0.02112198,0.00694497,-0.00121820,0.47101990,-0.17468050
-5.54977489,1.08368212,-0.30388757,0.00036485,-0.00042649,0.04661479,-0.00822986,0.22247362,-0.11775383,0.26650658,-0.06803442,0.13937923,-0.10817735,0.21193130,-0.02126070,0.00728420,-0.00129688,0.49865458,-0.17019867
-5.54377189,1.14974983,-0.30207011,0.00030065,-0.00033547,0.05064376,-0.00823226,0.23366696,-0.11307249,0.28256601,-0.06938251,0.14589410,-0.10110450,0.22847347,-0.02177788,0.00759836,-0.00141547,0.52667141,-0.16789269
-5.53776888,1.21677442,-0.30464482,0.00024800,-0.00026221,0.05482499,-0.00833794,0.24509163,-0.10960598,0.29882116,-0.07198745,0.15282269,-0.09482249,0.24555452,-0.02268164,0.00788431,-0.00157311,0.55493803,-0.16786157
-5.53176588,1.28455553,-0.31176064,0.00020564,-0.00020372,0.05914141,-0.00855392,0.25670215,-0.10741873,0.31524613,-0.07587363,0.16012892,-0.08939901,0.26312721,-0.02397955,0.00814007,-0.00176915,0.58336761,-0.17019497
-5.52576288,1.35298302,-0.32353939,0.00017241,-0.00015739,0.06357453,-0.00888594,0.26847716,-0.10656298,0.33184250,-0.08106142,0.16779024,-0.08489027,0.28114724,-0.02567740,0.00836497,-0.00200304,0.61192365,-0.17496626
-5.51975988,1.42204139,-0.34006359,0.00014726,-0.00012101,0.06810467,-0.00933817,0.28042051,-0.10707528,0.34864025,-0.08756407,0.17579839,-0.08133897,0.29957347,-0.02777805,0.00855982,-0.00227425,0.64062223,-0.18222611
-5.51375688,1.49180892,-0.36136591,0.00012934,-0.00009270,0.07271124,-0.00991291,0.29256103,-0.10897370,0.36569732,-0.09538490,0.18415930,-0.07877287,0.31836791,-0.03028038,0.00872696,-0.00258208,0.66953141,-0.19199707
-5.50775388,1.56245154,-0.38742065,0.00011790,-0.00007091,0.07737306,-0.01061040,0.30495072,-0.11225568,0.38309753,-0.10451487,0.19289209,-0.07720406,0.33749531,-0.03317839,0.00887033,-0.00292559,0.69876762,-0.20426921
-5.50175088,1.63421135,-0.41813769,0.00011235,-0.00005433,0.08206882,-0.01142867,0.31766159,-0.11689681,0.40094702,-0.11493092,0.20202731,-0.07662876,0.35692249,-0.03646046,0.00899539,-0.00330353,0.72848917,-0.21899717
-5.49574787,1.70739033,-0.45335938,0.00011227,-0.00004191,0.08677753,-0.01236346,0.33078114,-0.12285036,0.41936913,-0.12659496,0.21160436,-0.07702783,0.37661748,-0.04010892,0.00910905,-0.00371425,0.75888702,-0.23609868
-5.48974487,1.78232978,-0.49286056,0.00011735,-0.00003282,0.09147916,-0.01340824,0.34440659,-0.13004782,0.43849811,-0.13945382,0.22166830,-0.07836782,0.39654858,-0.04409983,0.00921951,-0.00415566,0.79017306,-0.25545486
-5.48374187,1.85938654,-0.53635211,0.00012744,-0.00002637,0.09615525,-0.01455431,0.35863829,-0.13840030,0.45847166,-0.15344009,0.23226615,-0.08060258,0.41668343,-0.04840311,0.00933606,-0.00462526,0.82256661,-0.27691218
-5.47773887,1.93890691,-0.58348791,0.00014252,-0.00002204,0.10078975,-0.01579097,0.37357239,-0.14780088,0.47942279,-0.16847407,0.24344289,-0.08367528,0.43698820,-0.05298301,0.00946874,-0.00512015,0.85627938,-0.30028634
-5.47173587,2.02119956,-0.63387538,0.00016268,-0.00001944,0.10536975,-0.01710585,0.38929322,-0.15812781,0.50147116,-0.18446657,0.25523734,-0.08752090,0.45742700,-0.05779888,0.00962809,-0.00563709,0.89149987,-0.32536790
-5.46573287,2.10650874,-0.68708906,0.00018814,-0.00001826,0.10988642,-0.01848522,0.40586574,-0.16924849,0.52471445,-0.20132274,0.26767812,-0.09206898,0.47796166,-0.06280627,0.00982469,-0.00617263,0.92837775,-0.35192949
-5.45972986,2.19498905,-0.74268713,0.00021922,-0.00001829,0.11433584,-0.01991450,0.42332837,-0.18102412,0.54922001,-0.21894661,0.28077987,-0.09724661,0.49855174,-0.06795835,0.01006887,-0.00672321,0.96700898,-0.37973452
-5.45372686,2.28668302,-0.80022988,0.00025637,-0.00001939,0.11871983,-0.02137868,0.44168658,-0.19331493,0.57501729,-0.23724626,0.29453999,-0.10298152,0.51915499,-0.07320754,0.01037020,-0.00728532,1.00742248,-0.40854693
-5.44772386,2.38150268,-0.85929963,0.00030013,-0.00002148,0.12304667,-0.02286294,0.46090771,-0.20598557,0.60209130,-0.25613926,0.30893601,-0.10920511,0.53972820,-0.07850734,0.01073712,-0.00785567,1.04956900,-0.43814159
-5.44172086,2.47921597,-0.91952089,0.00035117,-0.00002450,0.12733176,-0.02435314,0.48091711,-0.21891077,0.63037754,-0.27555810,0.32392381,-0.11585543,0.56022828,-0.08381419,0.01117655,-0.00843135,1.09331268,-0.46831492
-5.43571786,2.57943894,-0.98057965,0.00041024,-0.00002844,0.13159795,-0.02583642,0.50159606,-0.23198066,0.65975864,-0.29545536,0.33943673,-0.12287976,0.58061364,-0.08908944,0.01169350,-0.00901000,1.13842606,-0.49889506
-5.42971486,2.68163405,-1.04224072,0.00047825,-0.00003334,0.13587576,-0.02730164,0.52278144,-0.24510567,0.69006293,-0.31580805,0.35538572,-0.13023683,0.60084563,-0.09430104,0.01229078,-0.00958995,1.18458861,-0.52975105
-5.42371186,2.78511496,-1.10436178,0.00055617,-0.00003922,0.14020317,-0.02873986,0.54426750,-0.25822075,0.72106510,-0.33662084,0.37166051,-0.13789849,0.62089011,-0.09942516,0.01296869,-0.01017035,1.23138918,-0.56080032
-5.41770885,2.88905776,-1.16690303,0.00064515,-0.00004614,0.14462525,-0.03014460,0.56580952,-0.27128845,0.75248907,-0.35792792,0.38813183,-0.14585069,0.64071873,-0.10444738,0.01372491,-0.01075121,1.27833242,-0.59201403
-5.41170585,2.99251829,-1.22993146,0.00074642,-0.00005416,0.14919322,-0.03151209,0.58712940,-0.28430084,0.78401289,-0.37979297,0.40465461,-0.15409369,0.66031013,-0.10936349,0.01455435,-0.01133345,1.32484898,-0.62341962
-5.40570285,3.09445507,-1.29361893,0.00086136,-0.00006333,0.15396336,-0.03284130,0.60792303,-0.29727985,0.81527583,-0.40230725,0.42107197,-0.16264146,0.67965061,-0.11417975,0.01544918,-0.01191886,1.37030925,-0.65510022
-5.39969985,3.19375696,-1.35823355,0.00099148,-0.00007372,0.15899539,-0.03413382,0.62786913,-0.31027611,0.84588723,-0.42558548,0.43722005,-0.17152020,0.69873443,-0.11891263,0.01639891,-0.01250996,1.41404025,-0.68719071
-5.39369685,3.28927460,-1.42412429,0.00113837,-0.00008538,0.16435065,-0.03539359,0.64663923,-0.32336607,0.87543696,-0.44975970,0.45293323,-0.18076599,0.71756352,-0.12358796,0.01739061,-0.01310988,1.45534502,-0.71987021
-5.38769385,3.37985430,-1.49169908,0.00130376,-0.00009834,0.17008992,-0.03662649,0.66390851,-0.33664752,0.90350709,-0.47497098,0.46804968,-0.19042170,0.73614660,-0.12823944,0.01840921,-0.01372209,1.49352380,-0.75335127
-5.38169085,3.46437320,-1.56139703,0.00148943,-0.00011263,0.17627106,-0.03783976,0.67936685,-0.35023353,0.92968433,-0.50135958,0.48241704,-0.20053319,0.75449771,-0.13290669,0.01943787,-0.01435015,1.52789628,-0.78786598
-5.37568784,3.54177414,-1.63365589,0.00169720,-0.00012824,0.18294649,-0.03904131,0.69272985,-0.36424518,0.95357285,-0.52905362,0.49589772,-0.21114493,0.77263415,-0.13763279,0.02045847,-0.01499735,1.55782394,-0.82364956
-5.36968484,3.61109886,-1.70887618,0.00192889,-0.00014517,0.19016065,-0.04023901,0.70374912,-0.37880325,0.97480687,-0.55815701,0.50837388,-0.22229539,0.79057396,-0.14246147,0.02145212,-0.01566640,1.58273162,-0.86092221
-5.36368184,3.67151807,-1.78738382,0.00218625,-0.00016336,0.19794749,-0.04143986,0.71222149,-0.39401924,0.99306250,-0.58873711,0.51975156,-0.23401218,0.80833296,-0.14743405,0.02239976,-0.01635904,1.60212737,-0.89986989
-5.35767884,3.72235712,-1.86939306,0.00247089,-0.00018274,0.20632813,-0.04264923,0.71799670,-0.40998626,1.00806840,-0.62081287,0.52996395,-0.24630747,0.82592154,-0.15258640,0.02328272,-0.01707575,1.61561980,-0.94062526
-5.35167584,3.76311610,-1.95497195,0.00278420,-0.00020324,0.21530879,-0.04387011,0.72098304,-0.42677015,1.01961469,-0.65434413,0.53897344,-0.25917362,0.84334139,-0.15794585,0.02408331,-0.01781540,1.62293206,-0.98324961
-5.34567284,3.79348347,-2.04401225,0.00312724,-0.00022473,0.22487908,-0.04510256,0.72115093,-0.44440133,1.02755977,-0.68922274,0.54677245,-0.27257961,0.86058217,-0.16352848,0.02478540,-0.01857503,1.62391198,-1.02771694
