energy_ev,total_up,Cd_p_up,Cd_d_up,Ge_p_up,Ge_d_up,Se_s_up,Se_p_up
-6.00000000,1.47659889,1.10301530,0.24331962,0.34573942,0.00000000,0.05098733,0.37629549
-5.99399700,1.42372436,1.04158179,0.23705319,0.33812983,0.00000000,0.05027535,0.35345317
-5.98799400,1.36760853,0.97924472,0.23011782,0.32946215,0.00000000,0.04935314,0.33043552
-5.98199100,1.30919384,0.91703244,0.22263283,0.31988418,0.00000000,0.04823862,0.30762999
-5.97598799,1.24940548,0.85589614,0.21472001,0.30955379,0.00000000,0.04695392,0.28539209
-5.96998499,1.18913728,0.79669282,0.20650175,0.29863743,0.00000000,0.04552529,0.26403843
-5.96398199,1.12924079,0.74017326,0.19809961,0.28730890,0.00000000,0.04398293,0.24384185
-5.95797899,1.07051771,0.68697514,0.18963310,0.27574804,0.00000000,0.04236078,0.22502857
-5.95197599,1.01371519,0.63762102,0.18121874,0.26413959,0.00000000,0.04069628,0.20777751
-5.94597299,0.95952386,0.59252075,0.17296940,0.25267181,0.00000000,0.03903001,0.19222141
-5.93996998,0.90857785,0.55197756,0.16499378,0.24153505,0.00000000,0.03740536,0.17844961
-5.93396698,0.86145633,0.51619710,0.15739605,0.23092006,0.00000000,0.03586799,0.16651213
-5.92796398,0.81868582,0.48529854,0.15027550,0.22101612,0.00000000,0.03446535,0.15642471
-5.92196098,0.78074283,0.45932680,0.14372628,0.21200870,0.00000000,0.03324599,0.14817449
-5.91595798,0.74805592,0.43826511,0.13783694,0.20407698,0.00000000,0.03225884,0.14172584
-5.90995498,0.72100690,0.42204695,0.13268999,0.19739089,0.00000000,0.03155237,0.13702607
-5.90395198,0.69993062,0.41056678,0.12836119,0.19210793,0.00000000,0.03117367,0.13401068
-5.89794897,0.68511295,0.40368893,0.12491873,0.18836968,0.00000000,0.03116743,0.13260781
-5.89194597,0.67678691,0.40125439,0.12242214,0.18629806,0.00000000,0.03157481,0.13274186
-5.88594297,0.67512683,0.40308503,0.12092100,0.18599155,0.00000000,0.03243231,0.13433589
-5.87993997,0.68024066,0.40898548,0.12045348,0.18752134,0.00000000,0.03377049,0.13731298
-5.87393697,0.69216085,0.41874265,0.12104466,0.19092762,0.00000000,0.03561276,0.14159639
-5.86793397,0.71083416,0.43212332,0.12270487,0.19621612,0.00000000,0.03797415,0.14710871
-5.86193097,0.73611102,0.44887013,0.12542785,0.20335518,0.00000000,0.04086010,0.15377016
-5.85592796,0.76773531,0.46869663,0.12918918,0.21227335,0.00000000,0.04426541,0.16149610
-5.84992496,0.80533522,0.49128202,0.13394475,0.22285784,0.00000000,0.04817332,0.17019430
-5.84392196,0.84841622,0.51626631,0.13962965,0.23495402,0.00000000,0.05255481,0.17976188
-5.83791896,0.89635686,0.54324642,0.14615746,0.24836598,0.00000000,0.05736824,0.19008259
-5.83191596,0.94840832,0.57177404,0.15342015,0.26285846,0.00000000,0.06255919,0.20102440
-5.82591296,1.00369842,0.60135571,0.16128860,0.27816003,0.00000000,0.06806084,0.21243794
-5.81990995,1.06124036,0.63145546,0.16961390,0.29396779,0.00000000,0.07379469,0.22415579
-5.81390695,1.11994686,0.66150032,0.17822950,0.30995339,0.00000000,0.07967168,0.23599293
-5.80790395,1.17864928,0.69088879,0.18695408,0.32577022,0.00000000,0.08559391,0.24774839
-5.80190095,1.23612173,0.71900201,0.19559530,0.34106185,0.00000000,0.09145659,0.25920817
-5.79589795,1.29110947,0.74521742,0.20395419,0.35547118,0.00000000,0.09715055,0.27014929
-5.78989495,1.34236074,0.76892432,0.21183016,0.36865016,0.00000000,0.10256494,0.28034498
-5.78389195,1.38866075,0.78954072,0.21902639,0.38026973,0.00000000,0.10759025,0.28957059
-5.77788894,1.42886676,0.80653067,0.22535543,0.39002948,0.00000000,0.11212140,0.29761021
-5.77188594,1.46194250,0.81942129,0.23064481,0.39766677,0.00000000,0.11606082,0.30426342
-5.76588294,1.48699049,0.82781854,0.23474235,0.40296474,0.00000000,0.11932149,0.30935209
-5.75987994,1.50328082,0.83142098,0.23752097,0.40575909,0.00000000,0.12182959,0.31272667
-5.75387694,1.51027495,0.83003088,0.23888276,0.40594303,0.00000000,0.12352692,0.31427173
-5.74787394,1.50764338,0.82356185,0.23876217,0.40347044,0.00000000,0.12437269,0.31391050
-5.74187094,1.49527634,0.81204287,0.23712809,0.39835693,0.00000000,0.12434484,0.31160806
-5.73586793,1.47328693,0.79561822,0.23398469,0.39067883,0.00000000,0.12344066,0.30737307
-5.72986493,1.44200658,0.77454354,0.22937117,0.38057007,0.00000000,0.12167675,0.30125802
-5.72386193,1.40197305,0.74917803,0.22336013,0.36821727,0.00000000,0.11908835,0.29335777
-5.71785893,1.35391160,0.71997334,0.21605497,0.35385311,0.00000000,0.11572798,0.28380675
