energy_ev,total_up,N_s_up,N_p_up,S_s_up,S_p_up,Ti_p_up,Ti_d_up,V_p_up,V_d_up
-5.69984992,8.33956210,0.02336389,2.04254763,0.20615885,3.36106880,1.60152003,0.66157761,3.17061134,2.03091529
-5.69384692,8.29746893,0.02311118,2.02311898,0.20302726,3.37230196,1.64368268,0.65390898,3.15968473,2.01465599
-5.68784392,8.26521539,0.02286996,2.00695172,0.19983981,3.38681229,1.68882682,0.64664884,3.15343114,2.00026798
-5.68184092,8.24476994,0.02264982,1.99484976,0.19666183,3.40490727,1.73679326,0.63990935,3.15299110,1.98835762
-5.67583792,8.23762206,0.02245962,1.98750104,0.19354807,3.42669201,1.78731070,0.63377171,3.15930284,1.97944201
-5.66983492,8.24472099,0.02230716,1.98545172,0.19054127,3.45205914,1.83999274,0.62828324,3.17306146,1.97393136
-5.66383192,8.26643426,0.02219878,1.98908423,0.18767133,3.48068797,1.89433998,0.62345616,3.19468556,1.97211455
-5.65782891,8.30252804,0.02213909,1.99860020,0.18495499,3.51205335,1.94974744,0.61926814,3.22429275,1.97414880
-5.65182591,8.35217071,0.02213070,2.01400927,0.18239618,3.54544379,2.00551700,0.61566451,3.26168564,1.98005391
-5.64582291,8.41395965,0.02217401,2.03512439,0.17998691,3.57998806,2.06087455,0.61256218,3.30634923,1.98971131
-5.63981991,8.48597029,0.02226711,2.06156395,0.17770854,3.61468928,2.11499116,0.60985479,3.35746013,2.00286826
-5.63381691,8.56582540,0.02240576,2.09276082,0.17553363,3.64846462,2.16700731,0.60741897,3.41390760,2.01914679
-5.62781391,8.65078164,0.02258346,2.12797809,0.17342797,3.68018897,2.21605928,0.60512131,3.47432573,2.03805728
-5.62181091,8.73782936,0.02279160,2.16633087,0.17135282,3.70874028,2.26130631,0.60282560,3.53713576,2.05901585
-5.61580790,8.82380128,0.02301972,2.20681332,0.16926732,3.73304452,2.30195746,0.60039996,3.60059673,2.08136495
-5.60980490,8.90548511,0.02325589,2.24832984,0.16713070,3.75211802,2.33729679,0.59772343,3.66286260,2.10439615
-5.60380190,8.97973503,0.02348705,2.28972899,0.16490447,3.76510511,2.36670582,0.59469171,3.72204344,2.12737412
-5.59779890,9.04357705,0.02369952,2.32983887,0.16255433,3.77130945,2.38968211,0.59122169,3.77626813,2.14956073
-5.59179590,9.09430391,0.02387947,2.36750236,0.16005166,3.77021753,2.40585327,0.58725459,3.82374598,2.17023816
-5.58579290,9.12955543,0.02401346,2.40161094,0.15737477,3.76151335,2.41498562,0.58275748,3.86282485,2.18873023
-5.57978989,9.14738144,0.02408889,2.43113551,0.15450956,3.74508387,2.41698748,0.57772324,3.89204316,2.20442084
-5.57378689,9.14628510,0.02409451,2.45515343,0.15144990,3.72101530,2.41190677,0.57216896,3.91017410,2.21676911
-5.56778389,9.12524583,0.02402078,2.47287053,0.14819744,3.68958048,2.39992339,0.56613290,3.91626006,2.22532053
-5.56178089,9.08372194,0.02386028,2.48363767,0.14476112,3.65121879,2.38133692,0.55967031,3.90963646,2.22971403
-5.55577789,9.02163415,0.02360790,2.48696157,0.14115638,3.60650946,2.35655028,0.55284837,3.88994408,2.22968489
-5.54977489,8.93933241,0.02326105,2.48250973,0.13740400,3.55614041,2.32605055,0.54574062,3.85713004,2.22506369
-5.54377189,8.83754889,0.02281966,2.47010992,0.13352889,3.50087423,2.29038788,0.53842124,3.81143782,2.21577179
-5.53776888,8.71734085,0.02228623,2.44974470,0.12955873,3.44151344,2.25015364,0.53095961,3.75338728,2.20181380
-5.53176588,8.58002727,0.02166561,2.42154174,0.12552264,3.37886683,2.20595917,0.52341546,3.68374611,2.18326786
-5.52576288,8.42712341,0.02096481,2.38576086,0.12144994,3.31371887,2.15841590,0.51583500,3.60349446,2.16027448
-5.51975988,8.26027703,0.02019272,2.34277882,0.11736906,3.24680347,2.10811802,0.50824814,3.51378469,2.13302466
-5.51375688,8.08120982,0.01935970,2.29307282,0.11330667,3.17878360,2.05562834,0.50066722,3.41589824,2.10174820
-5.50775388,7.89166683,0.01847724,2.23720355,0.10928706,3.11023726,2.00146779,0.49308710,3.31120189,2.06670282
-5.50175088,7.69337591,0.01755752,2.17579887,0.10533183,3.04165042,1.94610897,0.48548670,3.20110512,2.02816461
-5.49574787,7.48801849,0.01661296,2.10953847,0.10145980,2.97341666,1.88997360,0.47783190,3.08702044,1.98642036
-5.48974487,7.27721171,0.01565588,2.03914015,0.09768718,2.90584313,1.83343379,0.47007962,2.97032817,1.94176190
-5.48374187,7.06250159,0.01469807,1.96534790,0.09402800,2.83916199,1.77681649,0.46218273,2.85234653,1.89448264
-5.47773887,6.84536569,0.01375050,1.88892183,0.09049469,2.77354596,1.72041070,0.45409557,2.73430800,1.84487602
-5.47173587,6.62722318,0.01282305,1.81062979,0.08709872,2.70912688,1.66447644,0.44577965,2.61734196,1.79323589
-5.46573287,6.40945004,0.01192430,1.73124039,0.08385134,2.64601544,1.60925487,0.43720922,2.50246378,1.73985819
-5.45972986,6.19339645,0.01106141,1.65151696,0.08076430,2.58432085,1.55497849,0.42837629,2.39056962,1.68504359
-5.45372686,5.98040361,0.01024004,1.57221206,0.07785042,2.52416875,1.50188068,0.41929476,2.28243648,1.62910053
-5.44772386,5.77181751,0.00946437,1.49406201,0.07512412,2.46571618,1.45020390,0.41000348,2.17872631,1.57234816
-5.44172086,5.56899722,0.00873711,1.41778107,0.07260168,2.40916252,1.40020573,0.40056782,2.07999333,1.51511860
-5.43571786,5.37331602,0.00805966,1.34405485,0.07030134,2.35475558,1.35216252,0.39107983,1.98669322,1.45775823
-5.42971486,5.18615437,0.00743222,1.27353281,0.06824314,2.30279254,1.30637016,0.38165672,1.89919320,1.40062748
-5.42371186,5.00888409,0.00685396,1.20681987,0.06644858,2.25361546,1.26314202,0.37243784,1.81778202,1.34409913
-5.41770885,4.84284431,0.00632321,1.14446697,0.06493999,2.20760188,1.22280414,0.36358024,1.74267886,1.28855482
-5.41170585,4.68931005,0.00583767,1.08696114,0.06373975,2.16515090,1.18568787,0.35525288,1.67404081,1.23438002
-5.40570285,4.54945512,0.00539456,1.03471525,0.06286942,2.12666571,1.15212051,0.34762997,1.61196822,1.18195745
-5.39969985,4.42431153,0.00499083,0.98805799,0.06234863,2.09253374,1.12241450,0.34088353,1.55650802,1.13165941
-5.39369685,4.31472774,0.00462330,0.94722466,0.06219411,2.06310556,1.09685575,0.33517568,1.50765504,1.08383933
-5.38769385,4.22132868,0.00428881,0.91234937,0.06241858,2.03867395,1.07569192,0.33065103,1.46535159,1.03882294
-5.38169085,4.14448002,0.00398430,0.88345914,0.06302983,2.01945453,1.05912131,0.32742941,1.42948586,0.99689962
-5.37568784,4.08425940,0.00370693,0.86047056,0.06402989,2.00556909,1.04728313,0.32559957,1.39988973,0.95831445
-5.36968484,4.04043673,0.00345410,0.84318932,0.06541436,1.99703278,1.04024959,0.32521386,1.37633664,0.92326124
-5.36368184,4.01246540,0.00322350,0.83131299,0.06717206,1.99374606,1.03802052,0.32628451,1.35854017,0.89187711
-5.35767884,3.99948548,0.00301313,0.82443716,0.06928482,1.99549192,1.04052071,0.32878150,1.34615408,0.86423890
-5.35167584,4.00033955,0.00282127,0.82206502,0.07172763,2.00193877,1.04760021,0.33263227,1.33877414,0.84036153
-5.34567284,4.01360086,0.00264649,0.82362002,0.07446898,2.01264887,1.05903766,0.33772335,1.33594226,0.82019850
-5.33966983,4.03761298,0.00248758,0.82846148,0.07747150,2.02709192,1.07454630,0.34390383,1.33715304,0.80364458
-5.33366683,4.07053953,0.00234356,0.83590253,0.08069282,2.04466329,1.09378253,0.35099068,1.34186276,0.79054042
-5.32766383,4.11042174,0.00221365,0.84522981,0.08408654,2.06470575,1.11635645,0.35877559,1.34950059,0.78067893
-5.32166083,4.15524143,0.00209718,0.85572418,0.08760338,2.08653372,1.14184372,0.36703315,1.35948168,0.77381324
-5.31565783,4.20298663,0.00199364,0.86668177,0.09119241,2.10945873,1.16979817,0.37553004,1.37122156,0.76966570
-5.30965483,4.25171680,0.00190260,0.87743440,0.09480222,2.13281469,1.19976450,0.38403477,1.38415126,0.76793759
-5.30365183,4.29962483,0.00182372,0.88736889,0.09838207,2.15598184,1.23129022,0.39232765,1.39773241,0.76831916
-5.29764882,4.34509314,0.00175674,0.89594422,0.10188297,2.17840800,1.26393645,0.40021042,1.41147172,0.77049958
-5.29164582,4.38674136,0.00170146,0.90270625,0.10525858,2.19962615,1.29728691,0.40751524,1.42493400,0.77417631
-5.28564282,4.42346397,0.00165778,0.90729930,0.10846589,2.21926767,1.33095479,0.41411245,1.43775325,0.77906377
-5.27963982,4.45445632,0.00162565,0.90947435,0.11146583,2.23707043,1.36458739,0.41991695,1.44964138,0.78490082
-5.27363682,4.47922847,0.00160514,0.90909367,0.11422352,2.25288180,1.39786830,0.42489264,1.46039404,0.79145714
-5.26763382,4.49760674,0.00159643,0.90613184,0.11670854,2.26665634,1.43051744,0.42905484,1.46989365,0.79853802
-5.26163082,4.50972335,0.00159980,0.90067335,0.11889485,2.27844870,1.46228912,0.43247057,1.47810933,0.80598796
-5.25562781,4.51599542,0.00161569,0.89290699,0.12076068,2.28840213,1.49296852,0.43525641,1.48509414,0.81369269
-5.24962481,4.51709446,0.00164470,0.88311741,0.12228840,2.29673339,1.52236710,0.43757427,1.49097961,0.82157997
-5.24362181,4.51390846,0.00168759,0.87167445,0.12346418,2.30371505,1.55031736,0.43962496,1.49596810,0.82961917
-5.23761881,4.50749835,0.00174531,0.85902060,0.12427782,2.30965582,1.57666754,0.44163995,1.50032334,0.83781969
-5.23161581,4.49905090,0.00181899,0.84565723,0.12472254,2.31488028,1.60127657,0.44387158,1.50435959,0.84622853
-5.22561281,4.48983015,0.00190997,0.83213008,0.12479476,2.31970861,1.62400984,0.44658210,1.50842981,0.85492698
-5.21960980,4.48112916,0.00201980,0.81901457,0.12449410,2.32443732,1.64473583,0.45003195,1.51291345,0.86402662
-5.21360680,4.47422365,0.00215022,0.80690121,0.12382333,2.32932174,1.66332392,0.45446787,1.51820392,0.87366474
-5.20760380,4.47032906,0.00230315,0.79638152,0.12278843,2.33456089,1.67964338,0.46011120,1.52469635,0.88399923
-5.20160080,4.47056186,0.00248069,0.78803478,0.12139870,2.34028510,1.69356351,0.46714705,1.53277565,0.89520295
-5.19559780,4.47590602,0.00268507,0.78241549,0.11966685,2.34654694,1.70495464,0.47571460,1.54280519,0.90745778
-5.18959480,4.48718499,0.00291863,0.78004191,0.11760908,2.35331554,1.71369008,0.48589919,1.55511608,0.92094813
-5.18359180,4.50503949,0.00318378,0.78138540,0.11524516,2.36047441,1.71964849,0.49772641,1.56999722,0.93585418
-5.17758879,4.52991108,0.00348287,0.78686067,0.11259832,2.36782293,1.72271672,0.51115863,1.58768606,0.95234476
-5.17158579,4.56203127,0.00381821,0.79681672,0.10969507,2.37508126,1.72279266,0.52609405,1.60836020,0.97056993
-5.16558279,4.60141614,0.00419191,0.81152842,0.10656495,2.38189853,1.71978818,0.54236847,1.63212974,0.99065348
-5.15957979,4.64786594,0.00460580,0.83118876,0.10324001,2.38786424,1.71363186,0.55975972,1.65903050,1.01268532
-5.15357679,4.70096939,0.00506129,0.85590162,0.09975430,2.39252223,1.70427160,0.57799461,1.68901819,1.03671400
-5.14757379,4.76011247,0.00555931,0.88567522,0.09614310,2.39538714,1.69167693,0.59675816,1.72196364,1.06273965
-5.14157079,4.82449123,0.00610010,0.92041640,0.09244220,2.39596258,1.67584124,0.61570472,1.75764928,1.09070742
-5.13556778,4.89312831,0.00668316,0.95992600,0.08868700,2.39376057,1.65678378,0.63447060,1.79576709,1.12050190
-5.12956478,4.96489305,0.00730706,1.00389562,0.08491173,2.38832152,1.63455164,0.65268752,1.83591821,1.15194269
-5.12356178,5.03852478,0.00796940,1.05190618,0.08114858,2.37923412,1.60922153,0.66999643,1.87761463,1.18478150
-5.11755878,5.11265903,0.00866667,1.10342884,0.07742700,2.36615414,1.58090158,0.68606097,1.92028306,1.21870114
-5.11155578,5.18585642,0.00939422,1.15782847,0.07377309,2.34882165,1.54973296,0.70058010,1.96327138,1.25331661
-5.10555278,5.25663387,0.01014626,1.21437041,0.07020911,2.32707565,1.51589124,0.71329910,2.00585781,1.28817863
-5.09954977,5.32349775,0.01091583,1.27223051,0.06675322,2.30086559,1.47958755,0.72401872,2.04726293,1.32277970
-5.09354677,5.38497848,0.01169491,1.33050898,0.06341936,2.27025908,1.44106909,0.73260179,2.08666466,1.35656291
-5.08754377,5.43966610,0.01247454,1.38824777,0.06021734,2.23544552,1.40061922,0.73897732,2.12321593,1.38893336
-5.08154077,5.48624605,0.01324496,1.44445157,0.05715308,2.19673522,1.35855656,0.74314161,2.15606502,1.41927208
-5.07553777,5.52353454,0.01399587,1.49811192,0.05422902,2.15455413,1.31523343,0.74515673,2.18437792,1.44695217
-5.06953477,5.55051248,0.01471666,1.54823372,0.05144465,2.10943430,1.27103309,0.74514622,2.20736229,1.47135672
-5.06353177,5.56635715,0.01539674,1.59386356,0.04879709,2.06200041,1.22636609,0.74328849,2.22429219,1.49189795
-5.05752876,5.57047047,0.01602585,1.63411855,0.04628183,2.01295308,1.18166552,0.73980828,2.23453269,1.50803678
-5.05152576,5.56250281,0.01659437,1.66821467,0.04389328,1.96304950,1.13738133,0.73496654,2.23756342,1.51930223
-5.04552276,5.54237130,0.01709372,1.69549330,0.04162551,1.91308233,1.09397371,0.72904950,2.23299996,1.52530951
-5.03951976,5.51027145,0.01751661,1.71544466,0.03947277,1.86385782,1.05190588,0.72235730,2.22061201,1.52577623
-5.03351676,5.46668135,0.01785737,1.72772692,0.03742998,1.81617380,1.01163618,0.71519278,2.20033738,1.52053567
-5.02751376,5.41235755,0.01811214,1.73218006,0.03549310,1.77079872,0.97361000,0.70785097,2.17229094,1.50954646
-5.02151076,5.34832228,0.01827904,1.72883333,0.03365937,1.72845216,0.93825149,0.70060967,2.13676783,1.49289803
-5.01550775,5.27584173,0.01835830,1.71790611,0.03192741,1.68978771,0.90595544,0.69372144,2.09424046,1.47081145
-5.00950475,5.19639577,0.01835222,1.69980167,0.03029726,1.65537847,0.87707939,0.68740723,2.04534933,1.44363540
-5.00350175,5.11163961,0.01826516,1.67509404,0.02877017,1.62570571,0.85193641,0.68185176,1.99088763,1.41183731
-4.99749875,5.02335862,0.01810331,1.64450855,0.02734848,1.60115061,0.83078846,0.67720067,1.93178035,1.37599004
-4.99149575,4.93341771,0.01787452,1.60889679,0.02603523,1.58198933,0.81384067,0.67355931,1.86905855,1.33675459
-4.98549275,4.84370724,0.01758799,1.56920720,0.02483389,1.56839115,0.80123674,0.67099308,1.80382993,1.29485961
-4.97948974,4.75608756,0.01725393,1.52645259,0.02374794,1.56041962,0.79305546,0.66952902,1.73724712,1.25107862
-4.97348674,4.67233468,0.01688316,1.48167631,0.02278054,1.55803636,0.78930859,0.66915848,1.67047492,1.20620615
-4.96748374,4.59408942,0.01648673,1.43591845,0.02193418,1.56110747,0.78994030,0.66984066,1.60465823,1.16103379
-4.96148074,4.52281260,0.01607555,1.39018384,0.02121039,1.56941202,0.79482812,0.67150668,1.54089198,1.11632727
-4.95547774,4.45974843,0.01565998,1.34541324,0.02060950,1.58265252,0.80378561,0.67406418,1.48019447,1.07280582
-4.94947474,4.40589791,0.01524953,1.30245897,0.02013054,1.60046721,0.81656686,0.67740213,1.42348535,1.03112448
-4.94347174,4.36200384,0.01485258,1.26206600,0.01977109,1.62244373,0.83287268,0.68139588,1.37156895,0.99186023
-4.93746873,4.32854809,0.01447615,1.22485909,0.01952734,1.64813415,0.85235857,0.68591241,1.32512374,0.95550241
-4.93146573,4.30576144,0.01412578,1.19133631,0.01939420,1.67707098,0.87464439,0.69081565,1.28469786,0.92244761
-4.92546273,4.29364542,0.01380546,1.16186888,0.01936539,1.70878398,0.89932542,0.69597195,1.25071082,0.89299905
-4.91945973,4.29200498,0.01351763,1.13670686,0.01943369,1.74281733,0.92598464,0.70125571,1.22346062,0.86737004
-4.91345673,4.30049005,0.01326330,1.11598988,0.01959119,1.77874680,0.95420588,0.70655507,1.20313566,0.84569117
-4.90745373,4.31864380,0.01304211,1.09976215,0.01982956,1.81619643,0.98358732,0.71177766,1.18983022,0.82802029
-4.90145073,4.34595442,0.01285260,1.08799018,0.02014031,1.85485404,1.01375496,0.71685618,1.18356233,0.81435455
-4.89544772,4.38190765,0.01269239,1.08058230,0.02051510,1.89448501,1.04437534,0.72175386,1.18429265,0.80464352
-4.88944472,4.42603655,0.01255843,1.07740839,0.02094593,1.93494361,1.07516708,0.72646925,1.19194300,0.79880241
-4.88344172,4.47796552,0.01244724,1.07831863,0.02142536,1.97618103,1.10591053,0.73104038,1.20641323,0.79672448
-4.87743872,4.53744572,0.01235518,1.08316019,0.02194667,2.01824971,1.13645513,0.73554773,1.22759532,0.79829181
-4.87143572,4.60437933,0.01227864,1.09179081,0.02250395,2.06130307,1.16672378,0.74011584,1.25538382,0.80338381
-4.86543272,4.67883112,0.01221424,1.10408872,0.02309212,2.10559047,1.19671408,0.74491313,1.28968198,0.81188301
-4.85942971,4.76102607,0.01215898,1.11995829,0.02370692,2.15144693,1.22649612,0.75014980,1.33040343,0.82367781
-4.85342671,4.85133293,0.01211035,1.13933158,0.02434485,2.19927779,1.25620661,0.75607339,1.37746921,0.83866230
-4.84742371,4.95023442,0.01206638,1.16216569,0.02500298,2.24953846,1.28603971,0.76296219,1.43080085,0.85673332
-4.84142071,5.05828543,0.01202568,1.18843663,0.02567888,2.30270979,1.31623457,0.77111622,1.49031004,0.87778519
-4.83541771,5.17606167,0.01198738,1.21813025,0.02637035,2.35926998,1.34706024,0.78084613,1.55588591,0.90170272
-4.82941471,5.30410161,0.01195112,1.25123120,0.02707530,2.41966406,1.37879840,0.79246025,1.62738111,0.92835324
-4.82341171,5.44284521,0.01191691,1.28771101,0.02779148,2.48427228,1.41172481,0.80625017,1.70459806,0.95757854
-4.81740870,5.59257320,0.01188512,1.32751620,0.02851635,2.55337884,1.44609020,0.82247552,1.78727649,0.98918741
-4.81140570,5.75335068,0.01185629,1.37055763,0.02924690,2.62714266,1.48210163,0.84134847,1.87508385,1.02294982
-4.80540270,5.92497892,0.01183107,1.41670205,0.02997953,2.70557166,1.51990513,0.86301886,1.96760934,1.05859312
-4.79939970,6.10695841,0.01181015,1.46576647,0.03071001,2.78850211,1.55957061,0.88756058,2.06436265,1.09580111
-4.79339670,6.29846620,0.01179414,1.51751614,0.03143342,2.87558439,1.60107987,0.91496010,2.16477787,1.13421612
-4.78739370,6.49834911,0.01178355,1.57166637,0.03214419,2.96627623,1.64431821,0.94510774,2.26822261,1.17344434
-4.78139070,6.70513419,0.01177876,1.62788813,0.03283622,3.05984419,1.68907040,0.97779246,2.37401225,1.21306416
-4.77538769,6.91705613,0.01178002,1.68581722,0.03350299,3.15537371,1.73502116,1.01270055,2.48142850,1.25263728
-4.76938469,7.13210081,0.01178744,1.74506640,0.03413774,3.25178771,1.78176024,1.04941858,2.58974139,1.29172186
-4.76338169,7.34806284,0.01180109,1.80523974,0.03473371,3.34787315,1.82879208,1.08744071,2.69823314,1.32988710
-4.75737869,7.56261422,0.01182096,1.86594800,0.03528441,3.44231469,1.87554942,1.12618027,2.80622258,1.36672815
-4.75137569,7.77338047,0.01184710,1.92682400,0.03578381,3.53373393,1.92141060,1.16498530,2.91308818,1.40188051
-4.74537269,7.97801996,0.01187961,1.98753680,0.03622667,3.62073275,1.96571944,1.20315745,3.01828816,1.43503287
-4.73936968,8.17430222,0.01191870,2.04780347,0.03660876,3.70193860,2.00780696,1.23997351,3.12137594,1.46593746
-4.73336668,8.36018050,0.01196474,2.10739739,0.03692705,3.77604969,2.04701385,1.27470875,3.22200971,1.49441713
-4.72736368,8.53385473,0.01201821,2.16615244,0.03717989,3.84187803,2.08271255,1.30666088,3.31995512,1.52036860
-4.72136068,8.69382107,0.01207973,2.22396230,0.03736712,3.89838807,2.11432796,1.33517373,3.41508047,1.54376144
-4.71535768,8.83890553,0.01214998,2.28077485,0.03749011,3.94472923,2.14135575,1.35965935,3.50734454,1.56463288
-4.70935468,8.96827959,0.01222965,2.33658183,0.03755172,3.98026065,2.16337734,1.37961771,3.59677746,1.58307850
-4.70335168,9.08145736,0.01231935,2.39140412,0.03755622,4.00456709,2.18007100,1.39465287,3.68345582,1.59923938
-4.69734867,9.17827480,0.01241947,2.44527371,0.03750906,4.01746523,2.19121848,1.40448505,3.76747335,1.61328652
-4.69134567,9.25885247,0.01253013,2.49821339,0.03741665,4.01900026,2.19670706,1.40895786,3.84890939,1.62540343
-4.68534267,9.32354468,0.01265101,2.55021564,0.03728607,4.00943316,2.19652705,1.40804067,3.92779703,1.63576799
-4.67933967,9.37287861,0.01278127,2.60122206,0.03712470,3.98921947,2.19076497,1.40182583,4.00409348,1.64453479
-4.67333667,9.40748746,0.01291946,2.65110512,0.03693985,3.95898101,2.17959313,1.39052112,4.07765482,1.65181919
-4.66733367,9.42804246,0.01306346,2.69965345,0.03673838,3.91947212,2.16325618,1.37443801,4.14821721,1.65768398
-4.66133067,9.43518812,0.01321044,2.74656212,0.03652633,3.87154262,2.14205565,1.35397617,4.21538626,1.66212982
-4.65532766,9.42948530,0.01335688,2.79142871,0.03630863,3.81609938,2.11633346,1.32960550,4.27863586,1.66508986
-4.64932466,9.41136585,0.01349861,2.83375612,0.03608878,3.75406881,2.08645532,1.30184629,4.33731703,1.66642927
-4.64332166,9.38110190,0.01363089,2.87296198,0.03586865,3.68636225,2.05279518,1.27124886,4.39067687,1.66594956
