energy_ev,total_up,total_down,C_s_up,C_s_down,C_p_up,C_p_down,Ni_p_up,Ni_p_down,Ni_d_up,Ni_d_down,S_s_up,S_s_down,S_p_up,S_p_down,Zn_p_up,Zn_p_down,Zn_d_up,Zn_d_down
-6.00000000,5.41077684,-5.41077684,0.10014910,-0.10014910,1.24070174,-1.24070171,1.35670153,-1.35670153,1.54202764,-1.54202764,0.11914840,-0.11914840,0.63289376,-0.63289376,0.16081933,-0.16081933,0.68962617,-0.68962618
-5.99399700,5.41950176,-5.41950175,0.09885008,-0.09885007,1.24241599,-1.24241596,1.35893305,-1.35893305,1.54014197,-1.54014197,0.12103516,-0.12103516,0.63436825,-0.63436825,0.15940223,-0.15940223,0.69017466,-0.69017468
-5.98799400,5.41567704,-5.41567702,0.09732601,-0.09732600,1.24069079,-1.24069076,1.35742087,-1.35742086,1.53414865,-1.53414865,0.12257696,-0.12257696,0.63478983,-0.63478983,0.15771687,-0.15771687,0.68968924,-0.68968926
-5.98199100,5.39788719,-5.39788716,0.09559819,-0.09559819,1.23521559,-1.23521556,1.35174903,-1.35174903,1.52391047,-1.52391047,0.12371911,-0.12371911,0.63403933,-0.63403933,0.15575030,-0.15575030,0.68782509,-0.68782510
-5.97598799,5.36497895,-5.36497892,0.09368913,-0.09368912,1.22574741,-1.22574738,1.34158020,-1.34158019,1.50934522,-1.50934521,0.12441529,-0.12441530,0.63201346,-0.63201346,0.15349336,-0.15349336,0.68428709,-0.68428711
-5.96998499,5.31609390,-5.31609386,0.09162232,-0.09162231,1.21211791,-1.21211788,1.32666464,-1.32666463,1.49043040,-1.49043039,0.12462906,-0.12462906,0.62862819,-0.62862818,0.15094071,-0.15094070,0.67883621,-0.67883622
-5.96398199,5.25069712,-5.25069707,0.08942216,-0.08942215,1.19423910,-1.19423906,1.30684772,-1.30684771,1.46720782,-1.46720782,0.12433510,-0.12433510,0.62382233,-0.62382233,0.14809090,-0.14809089,0.67129457,-0.67129459
-5.95797899,5.16860027,-5.16860021,0.08711394,-0.08711393,1.17210749,-1.17210745,1.28207544,-1.28207543,1.43978763,-1.43978762,0.12352018,-0.12352018,0.61756124,-0.61756123,0.14494651,-0.14494651,0.66154919,-0.66154920
-5.95197599,5.06997728,-5.06997722,0.08472382,-0.08472381,1.14580635,-1.14580631,1.25239771,-1.25239770,1.40835111,-1.40835110,0.12218370,-0.12218370,0.60984009,-0.60984009,0.14151436,-0.14151436,0.64955404,-0.64955405
-5.94597299,4.95537096,-4.95537090,0.08227887,-0.08227886,1.11550568,-1.11550565,1.21796896,-1.21796895,1.37315194,-1.37315193,0.12033780,-0.12033780,0.60068659,-0.60068658,0.13780568,-0.13780567,0.63533031,-0.63533032
-5.93996998,4.82568904,-4.82568898,0.07980701,-0.07980700,1.08145988,-1.08145984,1.17904607,-1.17904606,1.33451531,-1.33451530,0.11800703,-0.11800703,0.59016267,-0.59016266,0.13383625,-0.13383624,0.61896483,-0.61896484
-5.93396698,4.68218875,-4.68218868,0.07733692,-0.07733691,1.04400277,-1.04400273,1.13598332,-1.13598331,1.29283456,-1.29283454,0.11522759,-0.11522759,0.57836505,-0.57836504,0.12962647,-0.12962646,0.60060638,-0.60060639
-5.92796398,4.52644948,-4.52644941,0.07489775,-0.07489775,1.00354025,-1.00354021,1.08922451,-1.08922450,1.24856517,-1.24856515,0.11204609,-0.11204610,0.56542426,-0.56542425,0.12520128,-0.12520128,0.58046021,-0.58046022
-5.92196098,4.36033388,-4.36033381,0.07251877,-0.07251877,0.96054055,-0.96054051,1.03929243,-1.03929242,1.20221601,-1.20221599,0.10851801,-0.10851802,0.55150216,-0.55150215,0.12058994,-0.12058993,0.55878066,-0.55878067
-5.91595798,4.18593830,-4.18593823,0.07022880,-0.07022880,0.91552248,-0.91552245,0.98677598,-0.98677596,1.15433802,-1.15433801,0.10470573,-0.10470574,0.53678793,-0.53678792,0.11582558,-0.11582557,0.53586227,-0.53586228
-5.90995498,4.00553438,-4.00553431,0.06805554,-0.06805554,0.86904208,-0.86904204,0.93231543,-0.93231542,1.10551066,-1.10551065,0.10067639,-0.10067639,0.52149258,-0.52149256,0.11094466,-0.11094465,0.51202959,-0.51202960
-5.90395198,3.82150392,-3.82150386,0.06602476,-0.06602476,0.82167814,-0.82167810,0.87658642,-0.87658641,1.05632668,-1.05632668,0.09649955,-0.09649955,0.50584220,-0.50584219,0.10598620,-0.10598619,0.48762617,-0.48762618
-5.89794897,3.63626998,-3.63626992,0.06415940,-0.06415939,0.77401731,-0.77401728,0.82028327,-0.82028326,1.00737580,-1.00737579,0.09224487,-0.09224487,0.49007039,-0.49007038,0.10099092,-0.10099091,0.46300305,-0.46300306
-5.89194597,3.45222704,-3.45222698,0.06247863,-0.06247863,0.72663935,-0.72663932,0.76410237,-0.76410235,0.95922811,-0.95922811,0.08797973,-0.08797974,0.47441000,-0.47440999,0.09600025,-0.09600024,0.43850736,-0.43850737
-5.88594297,3.27167359,-3.27167354,0.06099699,-0.06099699,0.68010307,-0.68010305,0.70872630,-0.70872629,0.91241809,-0.91241809,0.08376715,-0.08376715,0.45908490,-0.45908488,0.09105537,-0.09105536,0.41447141,-0.41447142
-5.87993997,3.09675007,-3.09675003,0.05972351,-0.05972351,0.63493376,-0.63493373,0.65480928,-0.65480926,0.86742985,-0.86742985,0.07966380,-0.07966380,0.44430199,-0.44430198,0.08619620,-0.08619619,0.39120276,-0.39120277
-5.87393697,2.92938492,-2.92938489,0.05866106,-0.05866106,0.59161231,-0.59161229,0.60296441,-0.60296440,0.82468447,-0.82468447,0.07571848,-0.07571848,0.43024411,-0.43024410,0.08146051,-0.08146050,0.36897563,-0.36897564
-5.86793397,2.77125098,-2.77125096,0.05780585,-0.05780584,0.55056669,-0.55056667,0.55375329,-0.55375328,0.78453008,-0.78453009,0.07197091,-0.07197091,0.41706398,-0.41706397,0.07688312,-0.07688311,0.34802403,-0.34802403
-5.86193097,2.62373398,-2.62373396,0.05714721,-0.05714721,0.51216576,-0.51216574,0.50767798,-0.50767797,0.74723505,-0.74723506,0.06845094,-0.06845094,0.40487976,-0.40487975,0.07249529,-0.07249528,0.32853673,-0.32853673
-5.85592796,2.48791381,-2.48791380,0.05666765,-0.05666765,0.47671570,-0.47671568,0.46517568,-0.46517567,0.71298459,-0.71298460,0.06517826,-0.06517826,0.39377226,-0.39377225,0.06832428,-0.06832428,0.31065434,-0.31065435
-5.84992496,2.36455899,-2.36455898,0.05634319,-0.05634319,0.44445884,-0.44445882,0.42661584,-0.42661584,0.68188093,-0.68188094,0.06216249,-0.06216249,0.38378397,-0.38378396,0.06439314,-0.06439313,0.29446840,-0.29446840
-5.84392196,2.25413350,-2.25413350,0.05614400,-0.05614400,0.41557484,-0.41557483,0.39229964,-0.39229963,0.65394677,-0.65394678,0.05940371,-0.05940371,0.37492001,-0.37492000,0.06072064,-0.06072063,0.28002237,-0.28002238
-5.83791896,2.15681486,-2.15681486,0.05603535,-0.05603535,0.39018380,-0.39018379,0.36246134,-0.36246133,0.62913186,-0.62913188,0.05689337,-0.05689337,0.36715070,-0.36715069,0.05732147,-0.05732147,0.26731452,-0.26731452
-5.83191596,2.07252149,-2.07252149,0.05597875,-0.05597875,0.36835081,-0.36835080,0.33727127,-0.33727127,0.60732210,-0.60732211,0.05461545,-0.05461545,0.36041570,-0.36041569,0.05420654,-0.05420654,0.25630218,-0.25630219
-5.82591296,2.00094719,-2.00094719,0.05593337,-0.05593337,0.35009172,-0.35009171,0.31683980,-0.31683980,0.58835051,-0.58835052,0.05254789,-0.05254790,0.35462934,-0.35462933,0.05138339,-0.05138339,0.24690731,-0.24690732
-5.81990995,1.94160003,-1.94160003,0.05585748,-0.05585748,0.33537934,-0.33537933,0.30122188,-0.30122187,0.57200955,-0.57200956,0.05066417,-0.05066417,0.34968681,-0.34968680,0.04885671,-0.04885670,0.23902277,-0.23902277
-5.81390695,1.89384320,-1.89384320,0.05571008,-0.05571008,0.32414975,-0.32414974,0.29042160,-0.29042159,0.55806377,-0.55806378,0.04893491,-0.04893491,0.34547075,-0.34547073,0.04662883,-0.04662883,0.23251912,-0.23251912
-5.80790395,1.85693508,-1.85693508,0.05545238,-0.05545238,0.31630822,-0.31630821,0.28439646,-0.28439646,0.54626230,-0.54626231,0.04732948,-0.04732948,0.34185792,-0.34185791,0.04470025,-0.04470025,0.22725144,-0.22725144
-5.80190095,1.83006648,-1.83006648,0.05504932,-0.05504931,0.31173442,-0.31173441,0.28306089,-0.28306089,0.53635034,-0.53635035,0.04581754,-0.04581754,0.33872553,-0.33872551,0.04307002,-0.04307002,0.22306597,-0.22306597
-5.79589795,1.81239294,-1.81239293,0.05447083,-0.05447083,0.31028651,-0.31028651,0.28628881,-0.28628881,0.52807918,-0.52807918,0.04437034,-0.04437034,0.33595680,-0.33595679,0.04173607,-0.04173606,0.21980615,-0.21980614
-5.78989495,1.80306091,-1.80306088,0.05369296,-0.05369295,0.31180414,-0.31180413,0.29391518,-0.29391518,0.52121418,-0.52121418,0.04296193,-0.04296192,0.33344567,-0.33344566,0.04069534,-0.04069534,0.21731790,-0.21731789
-5.78389195,1.80122687,-1.80122684,0.05269864,-0.05269863,0.31611010,-0.31611009,0.30573653,-0.30573653,0.51554061,-0.51554061,0.04156998,-0.04156998,0.33110025,-0.33110022,0.03994387,-0.03994387,0.21545405,-0.21545404
-5.77788894,1.80606931,-1.80606927,0.05147822,-0.05147822,0.32301089,-0.32301088,0.32151062,-0.32151062,0.51086701,-0.51086700,0.04017650,-0.04017650,0.32884505,-0.32884502,0.03947662,-0.03947661,0.21407775,-0.21407774
-5.77188594,1.81679382,-1.81679377,0.05002971,-0.05002970,0.33229626,-0.33229625,0.34095545,-0.34095545,0.50702623,-0.50702622,0.03876811,-0.03876811,0.32662201,-0.32662199,0.03928721,-0.03928721,0.21306492,-0.21306491
-5.76588294,1.83263229,-1.83263223,0.04835858,-0.04835858,0.34373804,-0.34373803,0.36374804,-0.36374804,0.50387443,-0.50387442,0.03733618,-0.03733618,0.32439031,-0.32439028,0.03936758,-0.03936758,0.21230578,-0.21230576
-5.75987994,1.85283751,-1.85283745,0.04647743,-0.04647742,0.35708855,-0.35708854,0.38952338,-0.38952337,0.50128818,-0.50128817,0.03587669,-0.03587669,0.32212518,-0.32212515,0.03970752,-0.03970751,0.21170558,-0.21170556
-5.75387694,1.87667483,-1.87667476,0.04440523,-0.04440523,0.37207910,-0.37207908,0.41787388,-0.41787388,0.49916024,-0.49916022,0.03438986,-0.03438986,0.31981598,-0.31981595,0.04029417,-0.04029416,0.21118476,-0.21118474
-5.74787394,1.90341269,-1.90341261,0.04216650,-0.04216649,0.38841879,-0.38841878,0.44834998,-0.44834998,0.49739451,-0.49739449,0.03287965,-0.03287965,0.31746380,-0.31746377,0.04111160,-0.04111159,0.21067859,-0.21067857
-5.74187094,1.93231383,-1.93231374,0.03979017,-0.03979016,0.40579418,-0.40579417,0.48046209,-0.48046208,0.49590070,-0.49590067,0.03135312,-0.03135312,0.31507887,-0.31507884,0.04214038,-0.04214038,0.21013660,-0.21013658
-5.73586793,1.96262896,-1.96262887,0.03730842,-0.03730841,0.42386999,-0.42386998,0.51368429,-0.51368429,0.49458920,-0.49458918,0.02981977,-0.02981976,0.31267805,-0.31267802,0.04335733,-0.04335733,0.20952197,-0.20952195
-5.72986493,1.99359437,-1.99359427,0.03475550,-0.03475549,0.44229120,-0.44229118,0.54746011,-0.54746011,0.49336675,-0.49336673,0.02829078,-0.02829077,0.31028274,-0.31028271,0.04473539,-0.04473538,0.20881088,-0.20881086
-5.72386193,2.02443441,-2.02443431,0.03216643,-0.03216642,0.46068666,-0.46068665,0.58121024,-0.58121023,0.49213323,-0.49213321,0.02677838,-0.02677837,0.30791736,-0.30791733,0.04624369,-0.04624369,0.20799223,-0.20799221
-5.71785893,2.05436987,-2.05436977,0.02957592,-0.02957591,0.47867434,-0.47867432,0.61434240,-0.61434239,0.49077996,-0.49077994,0.02529520,-0.02529520,0.30560859,-0.30560856,0.04784790,-0.04784790,0.20706747,-0.20706744
-5.71185593,2.08263201,-2.08263191,0.02701731,-0.02701730,0.49586801,-0.49586800,0.64626303,-0.64626302,0.48918968,-0.48918965,0.02385379,-0.02385378,0.30338549,-0.30338546,0.04951072,-0.04951071,0.20605078,-0.20605075
-5.70585293,2.10848224,-2.10848214,0.02452168,-0.02452167,0.51188543,-0.51188542,0.67639050,-0.67639049,0.48723828,-0.48723825,0.02246619,-0.02246618,0.30128043,-0.30128040,0.05119268,-0.05119268,0.20496952,-0.20496950
-5.69984992,2.13123651,-2.13123641,0.02211712,-0.02211712,0.52635747,-0.52635745,0.70416947,-0.70416946,0.48479824,-0.48479822,0.02114370,-0.02114369,0.29933080,-0.29933077,0.05285314,-0.05285314,0.20386485,-0.20386483
-5.69384692,2.15029318,-2.15029309,0.01982827,-0.01982826,0.53893809,-0.53893807,0.72908571,-0.72908571,0.48174359,-0.48174357,0.01989677,-0.01989677,0.29758145,-0.29758143,0.05445144,-0.05445144,0.20279233,-0.20279231
-5.68784392,2.16516290,-2.16516281,0.01767592,-0.01767591,0.54931456,-0.54931454,0.75068095,-0.75068094,0.47795608,-0.47795606,0.01873504,-0.01873503,0.29608755,-0.29608752,0.05594826,-0.05594826,0.20182259,-0.20182257
-5.68184092,2.17549865,-2.17549856,0.01567691,-0.01567690,0.55721754,-0.55721752,0.76856685,-0.76856684,0.47333227,-0.47333225,0.01766744,-0.01766743,0.29491761,-0.29491759,0.05730702,-0.05730702,0.20104164,-0.20104162
-5.67583792,2.18112420,-2.18112412,0.01384417,-0.01384417,0.56243050,-0.56243049,0.78243771,-0.78243770,0.46779105,-0.46779103,0.01670252,-0.01670252,0.29415666,-0.29415664,0.05849535,-0.05849535,0.20055087,-0.20055085
-5.66983492,2.18205914,-2.18205907,0.01218689,-0.01218688,0.56479806,-0.56479804,0.79208110,-0.79208109,0.46128119,-0.46128117,0.01584879,-0.01584879,0.29390896,-0.29390895,0.05948653,-0.05948653,0.20046650,-0.20046649
-5.66383192,2.17853880,-2.17853873,0.01071081,-0.01071081,0.56423274,-0.56423272,0.79738598,-0.79738597,0.45378847,-0.45378846,0.01511513,-0.01511512,0.29430038,-0.29430036,0.06026083,-0.06026082,0.20091849,-0.20091848
-5.65782891,2.17102781,-2.17102776,0.00941866,-0.00941865,0.56071994,-0.56071993,0.79834781,-0.79834780,0.44534205,-0.44534204,0.01451122,-0.01451122,0.29547992,-0.29547990,0.06080672,-0.06080671,0.20204867,-0.20204865
-5.65182591,2.16022632,-2.16022627,0.00831056,-0.00831055,0.55432072,-0.55432071,0.79507054,-0.79507053,0.43601959,-0.43601958,0.01404811,-0.01404810,0.29762051,-0.29762050,0.06112190,-0.06112190,0.20400824,-0.20400822
-5.64582291,2.14706819,-2.14706815,0.00738456,-0.00738456,0.54517235,-0.54517234,0.78776515,-0.78776515,0.42595095,-0.42595095,0.01373854,-0.01373854,0.30091882,-0.30091881,0.06121411,-0.06121411,0.20695463,-0.20695462
-5.63981991,2.13271127,-2.13271124,0.00663710,-0.00663710,0.53348652,-0.53348652,0.77674499,-0.77674498,0.41532036,-0.41532035,0.01359750,-0.01359750,0.30559410,-0.30559409,0.06110158,-0.06110158,0.21104776,-0.21104775
-5.63381691,2.11851999,-2.11851997,0.00606349,-0.00606349,0.51954536,-0.51954536,0.76241794,-0.76241794,0.40436666,-0.40436665,0.01364248,-0.01364248,0.31188615,-0.31188614,0.06081338,-0.06081338,0.21644591,-0.21644589
-5.62781391,2.10604112,-2.10604111,0.00565832,-0.00565832,0.50369535,-0.50369535,0.74527601,-0.74527601,0.39338191,-0.39338191,0.01389383,-0.01389383,0.32005252,-0.32005252,0.06038936,-0.06038936,0.22330129,-0.22330128
-5.62181091,2.09697373,-2.09697373,0.00541584,-0.00541584,0.48633945,-0.48633945,0.72588252,-0.72588252,0.38270827,-0.38270827,0.01437490,-0.01437490,0.33036507,-0.33036507,0.05987986,-0.05987986,0.23175567,-0.23175566
-5.61580790,2.09313486,-2.09313488,0.00533025,-0.00533025,0.46792777,-0.46792776,0.70485781,-0.70485782,0.37273316,-0.37273317,0.01511218,-0.01511218,0.34310606,-0.34310606,0.05934527,-0.05934527,0.24193614,-0.24193613
-5.60980490,2.09642236,-2.09642239,0.00539593,-0.00539593,0.44894708,-0.44894708,0.68286377,-0.68286377,0.36388311,-0.36388311,0.01613526,-0.01613526,0.35856412,-0.35856412,0.05885525,-0.05885525,0.25395125,-0.25395125
-5.60380190,2.10877637,-2.10877640,0.00560760,-0.00560760,0.42990967,-0.42990967,0.66058803,-0.66058804,0.35661622,-0.35661623,0.01747666,-0.01747666,0.37703017,-0.37703018,0.05848791,-0.05848791,0.26788789,-0.26788789
-5.59779890,2.13214108,-2.13214112,0.00596036,-0.00596036,0.41134180,-0.41134180,0.63872844,-0.63872845,0.35141372,-0.35141373,0.01917163,-0.01917163,0.39879359,-0.39879360,0.05832880,-0.05832880,0.28380883,-0.28380883
-5.59179590,2.16842790,-2.16842795,0.00644975,-0.00644975,0.39377223,-0.39377223,0.61797814,-0.61797815,0.34877046,-0.34877047,0.02125774,-0.02125774,0.42413869,-0.42413870,0.05846986,-0.05846986,0.30175133,-0.30175132
-5.58579290,2.21948111,-2.21948118,0.00707164,-0.00707164,0.37772099,-0.37772100,0.59901198,-0.59901199,0.34918495,-0.34918496,0.02377434,-0.02377434,0.45334172,-0.45334173,0.05900824,-0.05900824,0.32172663,-0.32172663
-5.57978989,2.28704662,-2.28704669,0.00782220,-0.00782221,0.36368881,-0.36368881,0.58247438,-0.58247440,0.35314874,-0.35314876,0.02676199,-0.02676199,0.48666827,-0.48666829,0.06004520,-0.06004520,0.34372058,-0.34372058
-5.57378689,2.37274407,-2.37274416,0.00869771,-0.00869771,0.35214718,-0.35214719,0.56896892,-0.56896894,0.36113552,-0.36113554,0.03026164,-0.03026164,0.52437120,-0.52437122,0.06168490,-0.06168490,0.36769512,-0.36769512
-5.56778389,2.47804234,-2.47804244,0.00969440,-0.00969441,0.34352941,-0.34352942,0.55904969,-0.55904970,0.37359001,-0.37359003,0.03431383,-0.03431383,0.56668881,-0.56668883,0.06403324,-0.06403325,0.39359065,-0.39359065
-5.56178089,2.60423782,-2.60423793,0.01080830,-0.01080830,0.33822250,-0.33822251,0.55321429,-0.55321430,0.39091666,-0.39091669,0.03895763,-0.03895763,0.61384313,-0.61384315,0.06719665,-0.06719665,0.42132903,-0.42132903
-5.55577789,2.75243488,-2.75243499,0.01203500,-0.01203501,0.33655996,-0.33655998,0.55189841,-0.55189842,0.41346851,-0.41346854,0.04422962,-0.04422963,0.66603809,-0.66603812,0.07128081,-0.07128081,0.45081693,-0.45081693
-5.54977489,2.92352764,-2.92352777,0.01336952,-0.01336952,0.33881560,-0.33881562,0.55547154,-0.55547156,0.44153605,-0.44153608,0.05016270,-0.05016270,0.72345723,-0.72345727,0.07638936,-0.07638937,0.48194937,-0.48194937
