energy_ev,total_up,total_down,Fe_p_up,Fe_p_down,Fe_d_up,Fe_d_down,N_s_up,N_s_down,N_p_up,N_p_down,Ni_p_up,Ni_p_down,Ni_d_up,Ni_d_down,S_s_up,S_s_down,S_p_up,S_p_down
-5.93996998,0.57745474,-0.43496156,0.12853020,-0.10688752,0.06942263,-0.04772565,0.00101585,-0.00099744,0.07856139,-0.05524721,0.14873492,-0.09869691,0.08123370,-0.06168804,0.00394203,-0.00311190,0.26372656,-0.20408680
-5.93396698,0.61069758,-0.46094566,0.13494793,-0.11040893,0.07382152,-0.05205393,0.00105530,-0.00106721,0.08330488,-0.05897163,0.15984422,-0.10703624,0.08498806,-0.06486108,0.00411051,-0.00326584,0.27851528,-0.21587319
-5.92796398,0.64510754,-0.49003802,0.14201199,-0.11500973,0.07821526,-0.05659646,0.00108908,-0.00113651,0.08809815,-0.06303394,0.17133473,-0.11619417,0.08874429,-0.06834976,0.00427929,-0.00343541,0.29391572,-0.22914332
-5.92196098,0.68046198,-0.52200444,0.14968821,-0.12065380,0.08259070,-0.06132996,0.00111648,-0.00120403,0.09288554,-0.06739026,0.18312040,-0.12612406,0.09246438,-0.07210569,0.00444688,-0.00361828,0.30985596,-0.24380142
-5.91595798,0.71658239,-0.55659392,0.15795381,-0.12730185,0.08694305,-0.06623182,0.00113688,-0.00126846,0.09761318,-0.07199138,0.19511368,-0.13676897,0.09611897,-0.07607854,0.00461234,-0.00381212,0.32629000,-0.25974803
-5.90995498,0.75334110,-0.59355035,0.16679816,-0.13491436,0.09127702,-0.07128156,0.00114984,-0.00132846,0.10223007,-0.07678391,0.20722700,-0.14806281,0.09968845,-0.08021814,0.00477533,-0.00401468,0.34320058,-0.27688595
-5.90395198,0.79066537,-0.63262388,0.17622273,-0.14345413,0.09560765,-0.07646238,0.00115510,-0.00138275,0.10668900,-0.08171157,0.21937428,-0.15993162,0.10316351,-0.08447639,0.00493617,-0.00422389,0.36060063,-0.29512590
-5.89794897,0.82853884,-0.67358137,0.18624013,-0.15288839,0.09996086,-0.08176269,0.00115256,-0.00143016,0.11094735,-0.08671643,0.23147228,-0.17229491,0.10654526,-0.08880916,0.00509584,-0.00443799,0.37853328,-0.31439158
-5.89194597,0.86700026,-0.71621553,0.19687231,-0.16319022,0.10437366,-0.08717749,0.00114233,-0.00146961,0.11496768,-0.09174012,0.24344191,-0.18506708,0.10984476,-0.09317784,0.00525598,-0.00465562,0.39707029,-0.33462398
-5.88594297,0.90613952,-0.76035241,0.20814802,-0.17433932,0.10889394,-0.09270969,0.00112467,-0.00150023,0.11871814,-0.09672509,0.25520924,-0.19815881,0.11308213,-0.09755064,0.00541881,-0.00487585,0.41630902,-0.35578460
-5.87993997,0.94609119,-0.80585674,0.22009960,-0.18632200,0.11357996,-0.09837112,0.00110006,-0.00152130,0.12217274,-0.10161566,0.26670653,-0.21147855,0.11628513,-0.10190352,0.00558714,-0.00509832,0.43636811,-0.37785752
-5.87393697,0.98702590,-0.85263510,0.23275932,-0.19913045,0.11849947,-0.10418332,0.00106910,-0.00153237,0.12531134,-0.10635907,0.27787297,-0.22493389,0.11948745,-0.10622068,0.00576422,-0.00532317,0.45738194,-0.40085016
-5.86793397,1.02913996,-0.90063656,0.24615535,-0.21276125,0.12372857,-0.11017798,0.00103254,-0.00153318,0.12811961,-0.11090633,0.28865525,-0.23843293,0.12272656,-0.11049463,0.00595370,-0.00555115,0.47949415,-0.42479261
-5.86193097,1.07264369,-0.94985095,0.26030772,-0.22721324,0.12935014,-0.11639703,0.00099127,-0.00152376,0.13058875,-0.11521295,0.29900795,-0.25188556,0.12604149,-0.11472579,0.00615948,-0.00578353,0.50285062,-0.44973563
-5.85592796,1.11774903,-1.00030471,0.27522428,-0.24248483,0.13545221,-0.12289234,0.00094624,-0.00150435,0.13271512,-0.11923954,0.30889374,-0.26520467,0.12947044,-0.11892167,0.00638564,-0.00602211,0.52759199,-0.47574732
-5.84992496,1.16465686,-1.05205463,0.29089714,-0.25857092,0.14212601,-0.12972503,0.00089845,-0.00147547,0.13449979,-0.12295218,0.31828328,-0.27830720,0.13304842,-0.12309569,0.00663630,-0.00626914,0.55384624,-0.50290858
-5.84392196,1.21354482,-1.10517972,0.30729955,-0.27545953,0.14946390,-0.13696440,0.00084895,-0.00143782,0.13594797,-0.12632270,0.32715502,-0.29111514,0.13680510,-0.12726564,0.00691555,-0.00652728,0.58172161,-0.53130759
-5.83791896,1.26455588,-1.15977161,0.32438358,-0.29312847,0.15755716,-0.14468646,0.00079879,-0.00139233,0.13706844,-0.12932876,0.33549465,-0.30355625,0.14076283,-0.13145192,0.00722731,-0.00679950,0.61130003,-0.56103360
-5.83191596,1.31778818,-1.21592394,0.34207868,-0.31154208,0.16649381,-0.15297213,0.00074895,-0.00134007,0.13787289,-0.13195383,0.34329440,-0.31556476,0.14493506,-0.13567562,0.00757531,-0.00708898,0.64263150,-0.59217014
-5.82591296,1.37328660,-1.27372128,0.36029116,-0.33064838,0.17635621,-0.16190514,0.00070039,-0.00128226,0.13837529,-0.13418701,0.35055215,-0.32708172,0.14932515,-0.13995655,0.00796295,-0.00739904,0.67572946,-0.62478814
-5.81990995,1.43103612,-1.33322796,0.37890482,-0.35037679,0.18721883,-0.17156968,0.00065398,-0.00122021,0.13859127,-0.13602275,0.35727028,-0.33805529,0.15392567,-0.14431138,0.00839331,-0.00773306,0.71056736,-0.65893913
-5.81390695,1.49095727,-1.39447746,0.39778249,-0.37063647,0.19914592,-0.18204779,0.00061049,-0.00115527,0.13853751,-0.13746046,0.36345444,-0.34844069,0.15871817,-0.14875182,0.00886909,-0.00809436,0.74707657,-0.69464890
-5.80790395,1.55290362,-1.45746268,0.41676861,-0.39131562,0.21218920,-0.19341664,0.00057059,-0.00108881,0.13823111,-0.13850406,0.36911215,-0.35820001,0.16367345,-0.15328319,0.00939255,-0.00848616,0.78514544,-0.73191183
-5.80190095,1.61666126,-1.52212753,0.43569261,-0.41228162,0.22638576,-0.20574576,0.00053482,-0.00102218,0.13768917,-0.13916150,0.37425140,-0.36730178,0.16875230,-0.15790320,0.00996553,-0.00891148,0.82461976,-0.77068614
-5.79589795,1.68195023,-1.58836016,0.45437303,-0.43338213,0.24175587,-0.21909414,0.00050362,-0.00095666,0.13692819,-0.13944417,0.37887915,-0.37572033,0.17390660,-0.16260118,0.01058941,-0.00937311,0.86530425,-0.81089025
-5.78989495,1.74842759,-1.65598804,0.47262209,-0.45444722,0.25830106,-0.23350750,0.00047731,-0.00089342,0.13596378,-0.13936633,0.38300004,-0.38343492,0.17908084,-0.16735771,0.01126506,-0.00987357,0.90696513,-0.85240041
-5.78389195,1.81569204,-1.72477506,0.49025057,-0.47529225,0.27600237,-0.24901560,0.00045609,-0.00083356,0.13481023,-0.13894452,0.38661508,-0.39042884,0.18421387,-0.17214463,0.01199287,-0.01041503,0.94933361,-0.89504959
-5.77788894,1.88328982,-1.79442077,0.50707271,-0.49572163,0.29481884,-0.26562978,0.00044008,-0.00077800,0.13348032,-0.13819699,0.38972066,-0.39668830,0.18924077,-0.17692554,0.01277263,-0.01099932,0.99211012,-0.93862778
-5.77188594,1.95072168,-1.86456159,0.52291102,-0.51553308,0.31468633,-0.28334081,0.00042930,-0.00072755,0.13198509,-0.13714313,0.39230781,-0.40220131,0.19409493,-0.18165668,0.01360358,-0.01162786,1.03496912,-0.98288362
-5.76588294,2.01745085,-1.93477420,0.53760070,-0.53452244,0.33551680,-0.30211707,0.00042371,-0.00068284,0.13033378,-0.13580289,0.39436178,-0.40695665,0.19870998,-0.18628805,0.01448423,-0.01230167,1.07756446,-1.02752732
-5.75987994,2.08291169,-2.00458079,0.55099354,-0.55248861,0.35719807,-0.32190319,0.00042321,-0.00064438,0.12853380,-0.13419634,0.39586201,-0.41094285,0.20302180,-0.19076499,0.01541240,-0.01302125,1.11953514,-1.07223476
-5.75387694,2.14651921,-2.07345615,0.56296130,-0.56923862,0.37959421,-0.34261925,0.00042768,-0.00061252,0.12659079,-0.13234321,0.39678254,-0.41414741,0.20697026,-0.19502975,0.01638508,-0.01378664,1.16051139,-1.11665275
-5.74787394,2.20767911,-2.14083647,0.57339824,-0.58459243,0.40254655,-0.36416054,0.00043698,-0.00058749,0.12450879,-0.13026250,0.39709285,-0.41655624,0.21050088,-0.19902342,0.01739835,-0.01459724,1.20012108,-1.16040523
-5.74187094,2.26579849,-2.20612955,0.58222307,-0.59838753,0.42587550,-0.38639809,0.00045095,-0.00056941,0.12229050,-0.12797222,0.39675908,-0.41815347,0.21356618,-0.20268771,0.01844737,-0.01545184,1.23799635,-1.20310038
-5.73586793,2.32029712,-2.26872644,0.58938009,-0.61048296,0.44938308,-0.40917982,0.00046946,-0.00055829,0.11993752,-0.12548914,0.39574571,-0.41892148,0.21612682,-0.20596687,0.01952626,-0.01634849,1.27378045,-1.24433841
-5.72986493,2.37061912,-2.32801406,0.59483970,-0.62076280,0.47285621,-0.43233252,0.00049240,-0.00055410,0.11745077,-0.12282870,0.39401746,-0.41884152,0.21815253,-0.20880946,0.02062813,-0.01728448,1.30713472,-1.28371993
-5.72386193,2.41624499,-2.38338884,0.59859828,-0.62913891,0.49607073,-0.45566456,0.00051971,-0.00055671,0.11483089,-0.12000496,0.39154153,-0.41789451,0.21962272,-0.21116998,0.02174503,-0.01825619,1.33774568,-1.32085473
-5.71785893,2.45670377,-2.43427078,0.60067762,-0.63555305,0.51879606,-0.47896929,0.00055133,-0.00056598,0.11207869,-0.11703067,0.38828993,-0.41606237,0.22052685,-0.21301033,0.02286805,-0.01925910,1.36533205,-1.35537076
-5.71185593,2.49158498,-2.48011791,0.60112382,-0.63997814,0.54080025,-0.50202917,0.00058727,-0.00058177,0.10919562,-0.11391746,0.38424184,-0.41332957,0.22086465,-0.21430108,0.02398738,-0.02028773,1.38965145,-1.38692313
-5.70585293,2.52054999,-2.52044058,0.60000597,-0.64241887,0.56185546,-0.52462028,0.00062755,-0.00060389,0.10618420,-0.11067600,0.37938586,-0.40968498,0.22064596,-0.21502244,0.02509246,-0.02133558,1.41050681,-1.41520284
-5.69984992,2.54334234,-2.55481526,0.59741444,-0.64291156,0.58174342,-0.54651744,0.00067222,-0.00063219,0.10304854,-0.10731636,0.37372209,-0.40512380,0.21989055,-0.21516493,0.02617213,-0.02239523,1.42775194,-1.43994508
-5.69384692,2.55979661,-2.58289726,0.59345903,-0.64152337,0.60026080,-0.56749932,0.00072134,-0.00066651,0.09979464,-0.10384832,0.36726378,-0.39964955,0.21862756,-0.21472989,0.02721489,-0.02345828,1.44129618,-1.46093670
-5.68784392,2.56984512,-2.60443203,0.58826692,-0.63835086,0.61722418,-0.58735373,0.00077497,-0.00070672,0.09643080,-0.10028175,0.36003858,-0.39327600,0.21689483,-0.21372954,0.02820916,-0.02451555,1.45110778,-1.47802267
-5.68184092,2.57352215,-2.61926435,0.58198045,-0.63351802,0.63247435,-0.60588268,0.00083313,-0.00075267,0.09296784,-0.09662699,0.35208925,-0.38602874,0.21473805,-0.21218687,0.02914351,-0.02555713,1.45721569,-1.49111115
-5.67583792,2.57096516,-2.62734509,0.57475473,-0.62717376,0.64587982,-0.62290694,0.00089579,-0.00080423,0.08941924,-0.09289520,0.34347375,-0.37794649,0.21220969,-0.21013517,0.03000701,-0.02657261,1.45970959,-1.50017692
-5.66983492,2.56241267,-2.62873490,0.56675507,-0.61948894,0.65733930,-0.63827014,0.00096287,-0.00086123,0.08580126,-0.08909864,0.33426476,-0.36908194,0.20936775,-0.20761727,0.03078948,-0.02755124,1.45873797,-1.50526299
-5.66383192,2.54819872,-2.62360470,0.55815433,-0.61065301,0.66678303,-0.65184194,0.00103418,-0.00092348,0.08213278,-0.08525097,0.32454852,-0.35950198,0.20627439,-0.20468459,0.03148175,-0.02848220,1.45450418,-1.50648010
-5.65782891,2.52874393,-2.61223259,0.54913002,-0.60087025,0.67417298,-0.66352038,0.00110941,-0.00099074,0.07843524,-0.08136739,0.31442317,-0.34928739,0.20299441,-0.20139585,0.03207596,-0.02935486,1.44726056,-1.50400413
-5.65182591,2.50454332,-2.59499716,0.53986132,-0.59035577,0.67950183,-0.67323313,0.00118815,-0.00106269,0.07473230,-0.07746472,0.30399656,-0.33853182,0.19959361,-0.19781564,0.03256568,-0.03015899,1.43730068,-1.49807128
-5.64582291,2.47615146,-2.57236737,0.53052605,-0.57933124,0.68279098,-0.68093776,0.00126980,-0.00113892,0.07104953,-0.07356134,0.29338370,-0.32734031,0.19613716,-0.19401275,0.03294611,-0.03088508,1.42495014,-1.48897123
-5.63981991,2.44416560,-2.54488916,0.52129760,-0.56802055,0.68408759,-0.68662094,0.00135366,-0.00121892,0.06741397,-0.06967714,0.28270397,-0.31582710,0.19268791,-0.19005842,0.03321412,-0.03152455,1.41055624,-1.47703845
-5.63381691,2.40920751,-2.51316952,0.51234195,-0.55664537,0.68346104,-0.69029675,0.00143884,-0.00130203,0.06385369,-0.06583321,0.27207819,-0.30411313,0.18930482,-0.18602445,0.03336829,-0.03206993,1.39447701,-1.46264193
-5.62781391,2.37190505,-2.47785846,0.50381494,-0.54542084,0.68099886,-0.69200415,0.00152433,-0.00138748,0.06039728,-0.06205163,0.26162576,-0.29232313,0.18604149,-0.18198136,0.03340887,-0.03251510,1.37707022,-1.44617387
-5.62181091,2.33287453,-2.43962976,0.49585977,-0.53455142,0.67680266,-0.69180392,0.00160898,-0.00147437,0.05707341,-0.05835503,0.25146195,-0.28058256,0.18294495,-0.17799654,0.03333770,-0.03285537,1.35868298,-1.42803769
-5.61580790,2.29270463,-2.39916155,0.48860505,-0.52422715,0.67098416,-0.68977517,0.00169152,-0.00156165,0.05391034,-0.05476625,0.24169559,-0.26901453,0.18005467,-0.17413255,0.03315803,-0.03308756,1.33964232,-1.40863603
-5.60980490,2.25194296,-2.35711738,0.48216329,-0.51462032,0.66366163,-0.68601169,0.00177062,-0.00164815,0.05093563,-0.05130788,0.23242705,-0.25773680,0.17740198,-0.17044556,0.03287439,-0.03321005,1.32024760,-1.38835923
-5.60380190,2.21108594,-2.31412903,0.47663008,-0.50588281,0.65495698,-0.68061847,0.00184489,-0.00173260,0.04817576,-0.04800190,0.22374684,-0.24685916,0.17500977,-0.16698411,0.03249235,-0.03322273,1.30076479,-1.36757497
-5.59779890,2.17057247,-2.27078166,0.47208395,-0.49814410,0.64499368,-0.67370847,0.00191296,-0.00181364,0.04565595,-0.04486926,0.21573470,-0.23648111,0.17289272,-0.16378811,0.03201834,-0.03312696,1.28142327,-1.34661940
-5.59179590,2.13078167,-2.22760221,0.46858686,-0.49151009,0.63389545,-0.66539992,0.00197348,-0.00188988,0.04340005,-0.04192963,0.20845921,-0.22669016,0.17105783,-0.16088821,0.03145944,-0.03292544,1.26241499,-1.32579040
-5.58579290,2.09203464,-2.18505146,0.46618545,-0.48606287,0.62178595,-0.65581422,0.00202518,-0.00195991,0.04143053,-0.03920113,0.20197793,-0.21756064,0.16950540,-0.15830558,0.03082320,-0.03262207,1.24389618,-1.30534310
-5.57978989,2.05460001,-2.14352010,0.46491279,-0.48186124,0.60878922,-0.64507453,0.00206692,-0.00202234,0.03976850,-0.03670018,0.19633802,-0.20915326,0.16823032,-0.15605204,0.03011746,-0.03222185,1.22599123,-1.28548799
-5.57378689,2.01870256,-2.10332894,0.46479058,-0.47894217,0.59503074,-0.63330517,0.00209773,-0.00207588,0.03843387,-0.03444152,0.19157713,-0.20151512,0.16722369,-0.15413060,0.02935022,-0.03173063,1.20879850,-1.26639147
-5.56778389,1.98453419,-2.06473295,0.46583169,-0.47732298,0.58063906,-0.62063155,0.00211685,-0.00211932,0.03744544,-0.03243817,0.18772458,-0.19468054,0.16647453,-0.15253638,0.02852953,-0.03115502,1.19239754,-1.24817894
-5.56178089,1.95226619,-2.02792881,0.46804276,-0.47700421,0.56574751,-0.60718074,0.00212374,-0.00215165,0.03682109,-0.03070163,0.18480259,-0.18867219,0.16597166,-0.15125780,0.02766344,-0.03050222,1.17685703,-1.23093983
-5.55577789,1.92206186,-1.99306515,0.47142677,-0.47797294,0.55049595,-0.59308243,0.00211811,-0.00217203,0.03657786,-0.02924205,0.18282745,-0.18350277,0.16570550,-0.15027808,0.02675995,-0.02977984,1.16224290,-1.21473455
-5.54977489,1.89408820,-1.96025491,0.47598523,-0.48020640,0.53503213,-0.57847005,0.00209995,-0.00217985,0.03673201,-0.02806846,0.18181056,-0.17917693,0.16566973,-0.14957686,0.02582697,-0.02899582,1.14862594,-1.19960245
-5.54377189,1.86852572,-1.92958853,0.48171995,-0.48367563,0.51951255,-0.56348193,0.00206951,-0.00217476,0.03729890,-0.02718910,0.18175918,-0.17569330,0.16586273,-0.14913197,0.02487233,-0.02815831,1.13608822,-1.18557047
-5.53776888,1.84557557,-1.90114734,0.48863419,-0.48834906,0.50410248,-0.54826218,0.00202728,-0.00215668,0.03829284,-0.02661156,0.18267671,-0.17304657,0.16628856,-0.14892117,0.02390377,-0.02727558,1.12472782,-1.17266174
-5.53176588,1.82546307,-1.87501578,0.49673303,-0.49419560,0.48897513,-0.53296123,0.00197403,-0.00212578,0.03972672,-0.02634311,0.18456266,-0.17122932,0.16695764,-0.14892376,0.02292895,-0.02635595,1.11466150,-1.16090359
-5.52576288,1.80843739,-1.85129184,0.50602297,-0.50118726,0.47430982,-0.51773571,0.00191070,-0.00208254,0.04161148,-0.02639077,0.18741207,-0.17023365,0.16788680,-0.14912207,0.02195540,-0.02540775,1.10602491,-1.15033421
-5.51975988,1.79476717,-1.83009478,0.51651070,-0.50930092,0.46028918,-0.50274767,0.00183846,-0.00202765,0.04395550,-0.02676139,0.19121454,-0.17005232,0.16909896,-0.14950265,0.02099054,-0.02443923,1.09897042,-1.14100780
-5.51375688,1.78473217,-1.81156956,0.52820119,-0.51851929,0.44709550,-0.48816308,0.00175860,-0.00196206,0.04676377,-0.02746155,0.19595287,-0.17067947,0.17062212,-0.15005716,0.02004158,-0.02345854,1.09366246,-1.13299753
-5.50775388,1.77861147,-1.79588767,0.54109500,-0.52883093,0.43490627,-0.47414949,0.00167252,-0.00188693,0.05003702,-0.02849744,0.20160139,-0.17211065,0.17248805,-0.15078288,0.01911546,-0.02247367,1.09027080,-1.12639629
-5.50175088,1.77666882,-1.78324421,0.55518532,-0.54022927,0.42388929,-0.46087309,0.00158168,-0.00180356,0.05377075,-0.02987445,0.20812414,-0.17434243,0.17473038,-0.15168283,0.01821878,-0.02149237,1.08896204,-1.12131509
-5.49574787,1.77913606,-1.77385137,0.57045450,-0.55271074,0.41419746,-0.44849512,0.00148759,-0.00171339,0.05795430,-0.03159682,0.21547308,-0.17737134,0.17738252,-0.15276549,0.01735766,-0.02052211,1.08988987,-1.11787914
-5.48974487,1.78619572,-1.76792871,0.58687074,-0.56627218,0.40596360,-0.43716795,0.00139168,-0.00161795,0.06256994,-0.03366700,0.22358636,-0.18119233,0.18047522,-0.15404417,0.01653763,-0.01957001,1.09318472,-1.11622202
-5.48374187,1.79796371,-1.76569084,0.60438479,-0.58090745,0.39929552,-0.42703089,0.00129538,-0.00151879,0.06759209,-0.03608511,0.23238696,-0.18579685,0.18403413,-0.15553606,0.01576351,-0.01864271,1.09894343,-1.11647804
-5.47773887,1.81447348,-1.76733319,0.62292711,-0.59660382,0.39427174,-0.41820602,0.00119999,-0.00141747,0.07298673,-0.03884816,0.24178175,-0.19117059,0.18807731,-0.15726096,0.01503926,-0.01774632,1.10721961,-1.11877358
-5.47173587,1.83566236,-1.77301688,0.64240561,-0.61333793,0.39093787,-0.41079433,0.00110671,-0.00131551,0.07871104,-0.04194942,0.25166117,-0.19729111,0.19261295,-0.15923982,0.01436793,-0.01688632,1.11801516,-1.12321761
-5.46573287,1.86136128,-1.78285352,0.66270421,-0.63107202,0.38930413,-0.40487224,0.00101659,-0.00121432,0.08471335,-0.04537773,0.26189964,-0.20412545,0.19763739,-0.16149320,0.01375152,-0.01606749,1.13127366,-1.12989223
-5.45972986,1.89128834,-1.79689084,0.68368215,-0.64975020,0.38934385,-0.40048873,0.00093052,-0.00111522,0.09093343,-0.04911688,0.27235663,-0.21162800,0.20313342,-0.16403961,0.01319094,-0.01529379,1.14687595,-1.13884367
-5.45372686,1.92504682,-1.81510008,0.70517437,-0.66929545,0.39099326,-0.39766334,0.00084926,-0.00101940,0.09730312,-0.05314518,0.28287865,-0.21973861,0.20906924,-0.16689393,0.01268599,-0.01456834,1.16463800,-1.15007425
-5.44772386,1.96212779,-1.83736591,0.72699282,-0.68960714,0.39415250,-0.39638497,0.00077335,-0.00092787,0.10374735,-0.05743506,0.29330197,-0.22838131,0.21539785,-0.17006592,0.01223536,-0.01389338,1.18431159,-1.16353584
-5.44172086,2.00191742,-1.86347927,0.74892863,-0.71055945,0.39868765,-0.39661163,0.00070323,-0.00084150,0.11018552,-0.06195303,0.30345604,-0.23746358,0.22205709,-0.17355892,0.01183669,-0.01327021,1.20558733,-1.17912510
-5.43571786,2.04370860,-1.89313377,0.77075525,-0.73200075,0.40443407,-0.39827103,0.00063913,-0.00076096,0.11653320,-0.06665968,0.31316753,-0.24687645,0.22897039,-0.17736869,0.01148665,-0.01269922,1.22810029,-1.19668078
-5.42971486,2.08671648,-1.92592560,0.79223218,-0.75375395,0.41120042,-0.40126220,0.00058118,-0.00068678,0.12270415,-0.07151003,0.32226483,-0.25649532,0.23604802,-0.18148266,0.01118107,-0.01217993,1.25143773,-1.21598319
-5.42371186,2.13009740,-1.96135723,0.81310941,-0.77561777,0.41877364,-0.40545766,0.00052937,-0.00061930,0.12861253,-0.07645408,0.33058287,-0.26618166,0.24318905,-0.18587930,0.01091509,-0.01171100,1.27514867,-1.23675582
-5.41770885,2.17297043,-1.99884450,0.83313226,-0.79736903,0.42692443,-0.41070638,0.00048357,-0.00055870,0.13417536,-0.08143760,0.33796798,-0.27578545,0.25028385,-0.19052788,0.01068332,-0.01129037,1.29875504,-1.25866912
-5.41170585,2.21444072,-2.03772694,0.85204648,-0.81876578,0.43541316,-0.41683725,0.00044357,-0.00050503,0.13931494,-0.08640311,0.34428273,-0.28514843,0.25721707,-0.19538856,0.01048008,-0.01091529,1.32176382,-1.28134612
-5.40570285,2.25362410,-2.07728092,0.86960366,-0.83955120,0.44399601,-0.42366285,0.00040909,-0.00045820,0.14396140,-0.09129108,0.34941042,-0.29410795,0.26387106,-0.20041272,0.01029955,-0.01058246,1.34367990,-1.30436980
-5.39969985,2.28967187,-2.11673511,0.88556658,-0.85945808,0.45243120,-0.43098354,0.00037980,-0.00041801,0.14805507,-0.09604131,0.35325914,-0.30250130,0.27012955,-0.20554363,0.01013605,-0.01028816,1.36401926,-1.32729184
-5.39369685,2.32179542,-2.15528788,0.89971467,-0.87821398,0.46048511,-0.43859169,0.00035535,-0.00038417,0.15154877,-0.10059439,0.35576524,-0.31017042,0.27588163,-0.21071743,0.00998416,-0.01002835,1.38232218,-1.34964260
-5.38769385,2.34928991,-2.19212607,0.91184935,-0.89554674,0.46793827,-0.44627592,0.00033535,-0.00035632,0.15440978,-0.10489330,0.35689600,-0.31696676,0.28102576,-0.21586438,0.00983899,-0.00979881,1.39816607,-1.37094188
-5.38169085,2.37155656,-2.22644484,0.92179931,-0.91119036,0.47459104,-0.45382540,0.00031942,-0.00033402,0.15662155,-0.10888496,0.35665152,-0.32275607,0.28547377,-0.22091041,0.00969632,-0.00959527,1.41117792,-1.39071050
-5.37568784,2.38812312,-2.25746812,0.92942574,-0.92489124,0.48026889,-0.46103416,0.00030722,-0.00031681,0.15818501,-0.11252192,0.35506579,-0.32742307,0.28915474,-0.22577892,0.00955275,-0.00941354,1.42104592,-1.40848224
-5.36968484,2.39866211,-2.28446941,0.93462733,-0.93641457,0.48482727,-0.46770527,0.00029841,-0.00030420,0.15911950,-0.11576387,0.35220677,-0.33087567,0.29201862,-0.23039295,0.00940583,-0.00924957,1.42753036,-1.42381613
-5.36368184,2.40300658,-2.30679265,0.93734518,-0.94555100,0.48815603,-0.47365509,0.00029272,-0.00029571,0.15946318,-0.11857913,0.34817573,-0.33304874,0.29403940,-0.23467747,0.00925415,-0.00909964,1.43047343,-1.43630886
-5.35767884,2.40116297,-2.32387287,0.93756741,-0.95212328,0.49018309,-0.47871749,0.00028990,-0.00029085,0.15927301,-0.12094607,0.34310572,-0.33390717,0.29521785,-0.23856199,0.00909741,-0.00896038,1.42980785,-1.44560724
-5.35167584,2.39332079,-2.33525638,0.93533339,-0.95599310,0.49087767,-0.48274807,0.00028979,-0.00028916,0.15862417,-0.12285430,0.33715929,-0.33344826,0.29558356,-0.24198336,0.00893643,-0.00882892,1.42556420,-1.45142047
-5.34567284,2.37985871,-2.34062006,0.93073753,-0.95706773,0.49025258,-0.48562828,0.00029226,-0.00029023,0.15760904,-0.12430572,0.33052554,-0.33170323,0.29519630,-0.24488867,0.00877313,-0.00870292,1.41787652,-1.45353206
