energy_ev,total_up,C_s_up,C_p_up,Cd_p_up,Cd_d_up,Sc_p_up,Sc_d_up,Se_s_up,Se_p_up
-5.63981991,2.61703410,0.05673972,0.08903536,0.53481836,0.34444690,0.87894401,0.23244367,0.07584857,1.33569436
-5.63381691,2.66016700,0.05762916,0.09104056,0.54742213,0.34927610,0.89974887,0.23521584,0.07689122,1.35715499
-5.62781391,2.69575821,0.05841817,0.09264926,0.55836677,0.35305523,0.91989471,0.23739218,0.07763316,1.37505828
-5.62181091,2.72313916,0.05908502,0.09383920,0.56753034,0.35569181,0.93896121,0.23890496,0.07806288,1.38905438
-5.61580790,2.74187621,0.05961409,0.09459839,0.57484199,0.35712567,0.95658234,0.23971210,0.07817633,1.39890806
-5.60980490,2.75177364,0.05999593,0.09492537,0.58028182,0.35732939,0.97245438,0.23979717,0.07797662,1.40450036
-5.60380190,2.75286961,0.06022731,0.09482905,0.58387925,0.35630772,0.98634210,0.23916863,0.07747357,1.40582682
-5.59779890,2.74542519,0.06031094,0.09432827,0.58570980,0.35409607,0.99808285,0.23785825,0.07668300,1.40299241
-5.59179590,2.72990726,0.06025514,0.09345103,0.58589044,0.35075823,1.00758863,0.23591882,0.07562588,1.39620354
-5.58579290,2.70696609,0.06007333,0.09223347,0.58457389,0.34638329,1.01484575,0.23342139,0.07432738,1.38575749
-5.57978989,2.67740840,0.05978337,0.09071853,0.58194196,0.34108200,1.01991232,0.23045204,0.07281586,1.37202969
-5.57378689,2.64216733,0.05940685,0.08895459,0.57819826,0.33498267,1.02291340,0.22710841,0.07112178,1.35545945
-5.56778389,2.60227011,0.05896831,0.08699388,0.57356071,0.32822680,1.02403402,0.22349612,0.06927673,1.33653458
-5.56178089,2.55880492,0.05849430,0.08489095,0.56825403,0.32096451,1.02351029,0.21972527,0.06731246,1.31577552
-5.55577789,2.51288794,0.05801255,0.08270108,0.56250256,0.31335007,1.02161883,0.21590708,0.06526000,1.29371951
-5.54977489,2.46563166,0.05755107,0.08047886,0.55652365,0.30553748,1.01866492,0.21215081,0.06314894,1.27090527
-5.54377189,2.41811553,0.05713726,0.07827692,0.55052187,0.29767642,1.01496977,0.20856111,0.06100685,1.24785869
-5.53776888,2.37135959,0.05679706,0.07614474,0.54468415,0.28990853,1.01085742,0.20523577,0.05885880,1.22507987
-5.53176588,2.32630187,0.05655422,0.07412780,0.53917605,0.28236424,1.00664170,0.20226401,0.05672712,1.20303186
-5.52576288,2.28377983,0.05642960,0.07226691,0.53413902,0.27516007,1.00261382,0.19972516,0.05463121,1.18213131
-5.51975988,2.24451636,0.05644058,0.07059776,0.52968890,0.26839657,0.99903097,0.19768799,0.05258755,1.16274116
-5.51375688,2.20911003,0.05660055,0.06915071,0.52591528,0.26215690,0.99610656,0.19621031,0.05060981,1.14516543
-5.50775388,2.17802984,0.05691864,0.06795085,0.52288197,0.25650594,0.99400221,0.19533904,0.04870900,1.12964608
-5.50175088,2.15161394,0.05739940,0.06701811,0.52062802,0.25149005,0.99282203,0.19511063,0.04689380,1.11636182
-5.49574787,2.13007207,0.05804277,0.06636765,0.51916958,0.24713732,0.99260918,0.19555164,0.04517079,1.10542871
-5.48974487,2.11349109,0.05884410,0.06601025,0.51850199,0.24345835,0.99334504,0.19667955,0.04354481,1.09690230
-5.48374187,2.10184317,0.05979430,0.06595282,0.51860232,0.24044741,0.99495065,0.19850356,0.04201925,1.09078113
-5.47773887,2.09499596,0.06088009,0.06619892,0.51943188,0.23808388,0.99729064,0.20102547,0.04059632,1.08701117
-5.47173587,2.09272401,0.06208446,0.06674923,0.52093878,0.23633408,1.00017919,0.20424048,0.03927734,1.08549107
-5.46573287,2.09472121,0.06338705,0.06760201,0.52306032,0.23515310,1.00338777,0.20813778,0.03806282,1.08607785
-5.45972986,2.10061324,0.06476474,0.06875343,0.52572517,0.23448684,1.00665436,0.21270108,0.03695271,1.08859275
-5.45372686,2.10997006,0.06619226,0.07019787,0.52885524,0.23427399,1.00969365,0.21790886,0.03594635,1.09282712
-5.44772386,2.12231769,0.06764277,0.07192799,0.53236731,0.23444802,1.01220779,0.22373452,0.03504253,1.09854811
-5.44172086,2.13714926,0.06908858,0.07393483,0.53617431,0.23493902,1.01389723,0.23014620,0.03423944,1.10550401
-5.43571786,2.15393516,0.07050180,0.07620765,0.54018638,0.23567545,1.01447133,0.23710656,0.03353458,1.11342918
-5.42971486,2.17213205,0.07185494,0.07873380,0.54431168,0.23658569,1.01365816,0.24457237,0.03292462,1.12204865
-5.42371186,2.19119116,0.07312163,0.08149839,0.54845709,0.23759947,1.01121335,0.25249399,0.03240533,1.13108221
-5.41770885,2.21056564,0.07427713,0.08448399,0.55252885,0.23864909,1.00692763,0.26081497,0.03197143,1.14024826
-5.41170585,2.22971744,0.07529896,0.08767028,0.55643319,0.23967049,1.00063297,0.26947159,0.03161655,1.14926747
-5.40570285,2.24812396,0.07616741,0.09103374,0.56007706,0.24060423,0.99220713,0.27839261,0.03133312,1.15786634
-5.39969985,2.26528461,0.07686598,0.09454736,0.56336899,0.24139635,0.98157672,0.28749933,0.03111244,1.16578081
-5.39369685,2.28072778,0.07738186,0.09818046,0.56622029,0.24199912,0.96871877,0.29670581,0.03094472,1.17276020
-5.38769385,2.29401826,0.07770633,0.10189866,0.56854636,0.24237183,0.95366095,0.30591967,0.03081923,1.17857142
-5.38169085,2.30476549,0.07783504,0.10566399,0.57026838,0.24248146,0.93648063,0.31504322,0.03072449,1.18300360
-5.37568784,2.31263249,0.07776836,0.10943523,0.57131531,0.24230343,0.91730299,0.32397514,0.03064857,1.18587329
-5.36968484,2.31734569,0.07751161,0.11316837,0.57162611,0.24182228,0.89629830,0.33261270,0.03057940,1.18703004
-5.36368184,2.31870531,0.07707523,0.11681740,0.57115217,0.24103241,0.87367875,0.34085443,0.03050520,1.18636236
-5.35767884,2.31659607,0.07647490,0.12033519,0.56985987,0.23993868,0.84969475,0.34860334,0.03041482,1.18380397
-5.35167584,2.31099783,0.07573154,0.12367466,0.56773323,0.23855703,0.82463110,0.35577042,0.03029824,1.17933989
-5.34567284,2.30199553,0.07487128,0.12679001,0.56477633,0.23691490,0.79880297,0.36227858,0.03014697,1.17301238
-5.33966983,2.28978787,0.07392521,0.12963809,0.56101561,0.23505153,0.77255173,0.36806656,0.02995443,1.16492611
-5.33366683,2.27469399,0.07292911,0.13217986,0.55650166,0.23301795,0.74624067,0.37309296,0.02971633,1.15525237
-5.32766383,2.25715744,0.07192298,0.13438179,0.55131049,0.23087666,0.72025062,0.37734000,0.02943096,1.14423182
-5.32166083,2.23774669,0.07095036,0.13621712,0.54554407,0.22870099,0.69497525,0.38081687,0.02909937,1.13217549
-5.31565783,2.21715172,0.07005762,0.13766711,0.53932996,0.22657400,0.67081603,0.38356248,0.02872552,1.11946366
-5.30965483,2.19617601,0.06929295,0.13872189,0.53282005,0.22458688,0.64817685,0.38564745,0.02831625,1.10654234
-5.30365183,2.17572380,0.06870526,0.13938118,0.52618816,0.22283700,0.62745804,0.38717508,0.02788122,1.09391720
-5.29764882,2.15678241,0.06834294,0.13965451,0.51962667,0.22142540,0.60904989,0.38828128,0.02743267,1.08214483
-5.29164582,2.14039997,0.06825249,0.13956124,0.51334199,0.22045394,0.59332556,0.38913322,0.02698517,1.07182155
-5.28564282,2.12765870,0.06847707,0.13913004,0.50754919,0.22002211,0.58063360,0.38992684,0.02655521,1.06356977
-5.27963982,2.11964481,0.06905498,0.13839808,0.50246577,0.22022353,0.57129001,0.39088308,0.02616075,1.05802230
-5.27363682,2.11741564,0.07001824,0.13740983,0.49830480,0.22114247,0.56557014,0.39224293,0.02582072,1.05580522
-5.26763382,2.12196549,0.07139115,0.13621556,0.49526773,0.22285028,0.56370074,0.39426150,0.02555448,1.05751965
-5.26163082,2.13419130,0.07318900,0.13486958,0.49353720,0.22540209,0.56585230,0.39720117,0.02538129,1.06372330
-5.25562781,2.15485969,0.07541703,0.13342831,0.49327002,0.22883381,0.57213216,0.40132416,0.02531980,1.07491234
-5.24962481,2.18457693,0.07806957,0.13194831,0.49459085,0.23315966,0.58257868,0.40688464,0.02538754,1.09150458
-5.24362181,2.22376320,0.08112952,0.13048427,0.49758673,0.23837038,0.59715690,0.41412083,0.02560052,1.11382440
-5.23761881,2.27263248,0.08456816,0.12908721,0.50230286,0.24443221,0.61575586,0.42324717,0.02597288,1.14209041
-5.23161581,2.33117922,0.08834540,0.12780273,0.50873995,0.25128679,0.63818810,0.43444708,0.02651664,1.17640623
-5.22561281,2.39917267,0.09241031,0.12666974,0.51685310,0.25885196,0.66419126,0.44786632,0.02724156,1.21675491
-5.21960980,2.47615924,0.09670221,0.12571938,0.52655263,0.26702356,0.69343209,0.46360742,0.02815508,1.26299733
-5.21360680,2.56147318,0.10115200,0.12497442,0.53770662,0.27567820,0.72551287,0.48172520,0.02926240,1.31487467
-5.20760380,2.65425525,0.10568397,0.12444903,0.55014533,0.28467682,0.75997990,0.50222366,0.03056663,1.37201487
-5.20160080,2.75347871,0.11021779,0.12414902,0.56366713,0.29386910,0.79633415,0.52505423,0.03206910,1.43394291
-5.19559780,2.85798153,0.11467084,0.12407239,0.57804593,0.30309831,0.83404346,0.55011552,0.03376963,1.50009435
-5.18959480,2.96650362,0.11896059,0.12421033,0.59303953,0.31220668,0.87255605,0.57725447,0.03566699,1.56983159
-5.18359180,3.07772724,0.12300714,0.12454840,0.60839877,0.32104080,0.91131462,0.60626886,0.03775928,1.64246221
-5.17758879,3.19031885,0.12673562,0.12506802,0.62387691,0.32945704,0.94977072,0.63691118,0.04004445,1.71725840
-5.17158579,3.30297054,0.13007851,0.12574797,0.63923874,0.33732648,0.98739867,0.66889350,0.04252065,1.79347668
-5.16558279,3.41443906,0.13297769,0.12656603,0.65426920,0.34453943,1.02370840,0.70189336,0.04518669,1.87037712
-5.15957979,3.52358067,0.13538617,0.12750047,0.66878084,0.35100906,1.05825695,0.73556037,0.04804231,1.94724104
-5.15357679,3.62938037,0.13726941,0.12853143,0.68261997,0.35667403,1.09065787,0.76952336,0.05108845,2.02338670
-5.14757379,3.73097417,0.13860622,0.12964210,0.69567102,0.36150011,1.12058847,0.80339784,0.05432734,2.09818212
-5.14157079,3.82766350,0.13938908,0.13081959,0.70785913,0.36548054,1.14779446,0.83679357,0.05776247,2.17105487
-5.13556778,3.91892146,0.13962405,0.13205549,0.71915063,0.36863523,1.17209208,0.86932216,0.06139849,2.24149834
-5.12956478,4.00439089,0.13933011,0.13334604,0.72955156,0.37100874,1.19336769,0.90060430,0.06524085,2.30907471
-5.12356178,4.08387470,0.13853808,0.13469208,0.73910431,0.37266725,1.21157494,0.93027674,0.06929543,2.37341461
-5.11755878,4.15731940,0.13728914,0.13609849,0.74788256,0.37369456,1.22672996,0.95799877,0.07356796,2.43421400
-5.11155578,4.22479324,0.13563295,0.13757349,0.75598481,0.37418748,1.23890479,0.98345815,0.07806342,2.49122870
-5.10555278,4.28646025,0.13362567,0.13912760,0.76352691,0.37425066,1.24821960,1.00637642,0.08278530,2.54426730
-5.09954977,4.34255231,0.13132770,0.14077251,0.77063392,0.37399125,1.25483420,1.02651361,0.08773493,2.59318319
-5.09354677,4.39334074,0.12880144,0.14251971,0.77743185,0.37351367,1.25893920,1.04367227,0.09291078,2.63786651
-5.08754377,4.43910944,0.12610920,0.14437924,0.78403960,0.37291467,1.26074742,1.05770086,0.09830779,2.67823670
-5.08154077,4.48013114,0.12331110,0.14635839,0.79056159,0.37227902,1.26048588,1.06849644,0.10391687,2.71423639
-5.07553777,4.51664815,0.12046339,0.14846058,0.79708147,0.37167592,1.25838868,1.07600682,0.10972454,2.74582714
-5.06953477,4.54885857,0.11761697,0.15068435,0.80365715,0.37115645,1.25469097,1.08023184,0.11571270,2.77298728
-5.06353177,4.57690876,0.11481630,0.15302273,0.81031734,0.37075202,1.24962424,1.08122411,0.12185864,2.79571215
-5.05752876,4.60089193,0.11209870,0.15546273,0.81705989,0.37047394,1.24341277,1.07908892,0.12813523,2.81401655
-5.05152576,4.62085293,0.10949403,0.15798527,0.82385176,0.37031410,1.23627128,1.07398329,0.13451139,2.82793913
-5.04552276,4.63679821,0.10702475,0.16056532,0.83063072,0.37024662,1.22840354,1.06611420,0.14095262,2.83754825
-5.03951976,4.64870997,0.10470631,0.16317241,0.83730843,0.37023044,1.22000178,1.05573580,0.14742181,2.84294865
-5.03351676,4.65656320,0.10254779,0.16577142,0.84377495,0.37021251,1.21124650,1.04314560,0.15388014,2.84428814
-5.02751376,4.66034389,0.10055285,0.16832351,0.84990412,0.37013160,1.20230655,1.02867945,0.16028799,2.84176344
-5.02151076,4.66006689,0.09872072,0.17078741,0.85555958,0.36992232,1.19333916,1.01270551,0.16660591,2.83562455
-5.01550775,4.65579177,0.09704736,0.17312065,0.86060118,0.36951912,1.18448955,0.99561686,0.17279559,2.82617657
-5.00950475,4.64763529,0.09552661,0.17528102,0.86489127,0.36886019,1.17589026,0.97782320,0.17882061,2.81377867
-5.00350175,4.63577930,0.09415124,0.17722793,0.86830063,0.36789093,1.16765977,0.95974135,0.18464714,2.79883964
-4.99749875,4.62047321,0.09291398,0.17892375,0.87071379,0.36656683,1.15990059,0.94178503,0.19024441,2.78180983
-4.99149575,4.60203081,0.09180827,0.18033509,0.87203343,0.36485567,1.15269684,0.92435402,0.19558495,2.76316957
-4.98549275,4.58082121,0.09082899,0.18143381,0.87218374,0.36273897,1.14611142,0.90782297,0.20064463,2.74341445
-4.97948974,4.55725459,0.08997282,0.18219791,0.87111267,0.36021258,1.14018293,0.89253034,0.20540242,2.72303796
-4.97348674,4.53176347,0.08923851,0.18261218,0.86879294,0.35728650,1.13492272,0.87876779,0.20984005,2.70251235
-4.96748374,4.50478078,0.08862686,0.18266857,0.86522196,0.35398396,1.13031212,0.86677054,0.21394137,2.68226874
-4.96148074,4.47671614,0.08814062,0.18236633,0.86042064,0.35033984,1.12630037,0.85670905,0.21769170,2.66267751
-4.95547774,4.44793192,0.08778406,0.18171187,0.85443138,0.34639856,1.12280324,0.84868252,0.22107709,2.64403022
-4.94947474,4.41872080,0.08756261,0.18071841,0.84731522,0.34221161,1.11970285,0.84271468,0.22408358,2.62652409
-4.94347174,4.38928632,0.08748221,0.17940536,0.83914851,0.33783488,1.11684854,0.83875194,0.22669657,2.61025028
-4.93746873,4.35972790,0.08754874,0.17779757,0.83001923,0.33332589,1.11405926,0.83666446,0.22890029,2.59518658
-4.93146573,4.33003151,0.08776733,0.17592442,0.82002321,0.32874110,1.11112721,0.83625002,0.23067749,2.58119541
-4.92546273,4.30006668,0.08814177,0.17381870,0.80926044,0.32413351,1.10782292,0.83724071,0.23200940,2.56802744
-4.91945973,4.26959051,0.08867387,0.17151560,0.79783160,0.31955055,1.10390152,0.83931246,0.23287593,2.55533078
-4.91345673,4.23825851,0.08936293,0.16905150,0.78583513,0.31503237,1.09911012,0.84209687,0.23325611,2.54266579
-4.90745373,4.20564214,0.09020538,0.16646293,0.77336476,0.31061072,1.09319606,0.84519515,0.23312890,2.52952466
-4.90145073,4.17125205,0.09119444,0.16378551,0.76050774,0.30630828,1.08591565,0.84819354,0.23247420,2.51535525
-4.89544772,4.13456616,0.09231994,0.16105306,0.74734379,0.30213850,1.07704320,0.85067955,0.23127404,2.49958788
-4.88944472,4.09506105,0.09356837,0.15829684,0.73394471,0.29810605,1.06637992,0.85225847,0.22951395,2.48166405
-4.88344172,4.05224522,0.09492298,0.15554492,0.72037480,0.29420765,1.05376239,0.85256927,0.22718438,2.46106555
-4.87743872,4.00569237,0.09636409,0.15282189,0.70669183,0.29043328,1.03907015,0.85129936,0.22428218,2.43734269
-4.87143572,3.95507320,0.09786955,0.15014857,0.69294861,0.28676783,1.02223220,0.84819738,0.22081186,2.41014022
-4.86543272,3.90018376,0.09941529,0.14754213,0.67919495,0.28319280,1.00323211,0.84308359,0.21678679,2.37921961
-4.85942971,3.84096918,0.10097597,0.14501624,0.66547997,0.27968825,0.98211140,0.83585730,0.21223014,2.34447668
-4.85342671,3.77754122,0.10252582,0.14258149,0.65185444,0.27623470,0.95897111,0.82650100,0.20717536,2.30595357
-4.84742371,3.71018866,0.10403935,0.14024594,0.63837307,0.27281492,0.93397145,0.81508107,0.20166649,2.26384448
-4.84142071,3.63938000,0.10549220,0.13801567,0.62509663,0.26941562,0.90732946,0.80174501,0.19575786,2.21849486
-4.83541771,3.56575795,0.10686195,0.13589551,0.61209355,0.26602872,0.87931469,0.78671531,0.18951351,2.17039392
-4.82941471,3.49012590,0.10812876,0.13388970,0.59944107,0.26265240,0.85024313,0.77028027,0.18300604,2.12016080
-4.82341171,3.41342666,0.10927605,0.13200247,0.58722558,0.25929171,0.82046943,0.75278227,0.17631515,2.06852502
-4.81740870,3.33671439,0.11029090,0.13023861,0.57554229,0.25595867,0.79037782,0.73460384,0.16952581,2.01630189
-4.81140570,3.26112068,0.11116440,0.12860383,0.56449405,0.25267202,0.76037185,0.71615239,0.16272605,1.96436399
-4.80540270,3.18781623,0.11189176,0.12710497,0.55418929,0.24945651,0.73086354,0.69784403,0.15600468,1.91360997
-4.79939970,3.11796955,0.11247221,0.12575006,0.54473927,0.24634169,0.70226205,0.68008738,0.14944868,1.86493185
-4.79339670,3.05270441,0.11290874,0.12454808,0.53625454,0.24336048,0.67496241,0.66326788,0.14314080,1.81918222
-4.78739370,2.99305781,0.11320768,0.12350866,0.52884098,0.24054737,0.64933472,0.64773334,0.13715703,1.77714278
-4.78139070,2.93994010,0.11337810,0.12264149,0.52259532,0.23793644,0.62571401,0.63378123,0.13156439,1.73949525
-4.77538769,2.89409886,0.11343104,0.12195559,0.51760058,0.23555926,0.60439125,0.62164811,0.12641893,1.70679597
-4.76938469,2.85608800,0.11337873,0.12145856,0.51392148,0.23344285,0.58560571,0.61150176,0.12176406,1.67945510
-4.76338169,2.82624338,0.11323373,0.12115565,0.51160015,0.23160766,0.56953890,0.60343600,0.11762940,1.65772117
-4.75737869,2.80466581,0.11300802,0.12104891,0.51065230,0.23006580,0.55631032,0.59746850,0.11403001,1.64167148
-4.75137569,2.79121219,0.11271224,0.12113629,0.51106409,0.22881956,0.54597499,0.59354150,0.11096616,1.63120877
-4.74537269,2.78549516,0.11235488,0.12141098,0.51278982,0.22786029,0.53852293,0.59152534,0.10842358,1.62606411
-4.73936968,2.78689130,0.11194173,0.12186077,0.51575069,0.22716772,0.53388057,0.59122457,0.10637428,1.62580585
-4.73336668,2.79455755,0.11147536,0.12246770,0.51983465,0.22670973,0.53191388,0.59238644,0.10477770,1.62985425
-4.72736368,2.80745545,0.11095484,0.12320790,0.52489739,0.22644273,0.53243329,0.59471115,0.10358239,1.63750127
-4.72136068,2.82438216,0.11037567,0.12405180,0.53076466,0.22631238,0.53519999,0.59786379,0.10272792,1.64793454
-4.71535768,2.84400739,0.10972980,0.12496448,0.53723556,0.22625497,0.53993370,0.60148713,0.10214714,1.66026488
-4.70935468,2.86491480,0.10900598,0.12590644,0.54408713,0.22619914,0.54632135,0.60521501,0.10176845,1.67355610
-4.70335168,2.88564660,0.10819016,0.12683458,0.55107976,0.22606803,0.55402667,0.60868576,0.10151832,1.68685626
-4.69734867,2.90474969,0.10726613,0.12770349,0.55796349,0.22578179,0.56270020,0.61155519,0.10132363,1.69922904
-4.69134567,2.92082192,0.10621621,0.12846690,0.56448494,0.22526021,0.57198962,0.61350862,0.10111397,1.70978434
-4.68534267,2.93255683,0.10502210,0.12907931,0.57039459,0.22442561,0.58154987,0.61427167,0.10082368,1.71770692
-4.67933967,2.93878530,0.10366576,0.12949778,0.57545432,0.22320569,0.59105299,0.61361935,0.10039373,1.72228222
-4.67333667,2.93851287,0.10213029,0.12968370,0.57944479,0.22153624,0.60019720,0.61138319,0.09977314,1.72291843
-4.66733367,2.93095127,0.10040081,0.12960451,0.58217260,0.21936374,0.60871504,0.60745623,0.09892017,1.71916414
-4.66133067,2.91554336,0.09846525,0.12923539,0.58347676,0.21664761,0.61638027,0.60179570,0.09780306,1.71072100
-4.65532766,2.89198033,0.09631514,0.12856070,0.58323451,0.21336203,0.62301334,0.59442336,0.09640042,1.69745109
-4.64932466,2.86021088,0.09394612,0.12757520,0.58136597,0.20949738,0.62848524,0.58542346,0.09470123,1.67937866
-4.64332166,2.82044192,0.09135843,0.12628495,0.57783776,0.20506104,0.63271951,0.57493860,0.09270453,1.65668641
