energy_ev,total_up,C_s_up,C_p_up,Cr_p_up,Cr_d_up,Se_s_up,Se_p_up,Zr_p_up,Zr_d_up
-5.88594297,1.03394806,0.00447743,0.02408248,0.74061890,0.29798901,0.01401992,0.68629119,0.19980022,0.09565822
-5.87993997,1.06732770,0.00443732,0.02473031,0.77088026,0.30522005,0.01442310,0.70967440,0.20688001,0.09913460
-5.87393697,1.09690723,0.00448436,0.02522482,0.79906253,0.31115043,0.01475746,0.73068425,0.21437241,0.10215978
-5.86793397,1.12220919,0.00461893,0.02555921,0.82477314,0.31564543,0.01501690,0.74899456,0.22216314,0.10468724
-5.86193097,1.14287127,0.00484052,0.02573074,0.84768422,0.31860707,0.01519708,0.76435204,0.23013960,0.10668233
-5.85592796,1.15866061,0.00514766,0.02574094,0.86754326,0.31997824,0.01529555,0.77658600,0.23819416,0.10812361
-5.84992496,1.16948358,0.00553787,0.02559577,0.88418121,0.31974552,0.01531175,0.78561514,0.24622706,0.10900377
-5.84392196,1.17539040,0.00600762,0.02530545,0.89751771,0.31794028,0.01524707,0.79145112,0.25414872,0.10933007
-5.83791896,1.17657452,0.00655226,0.02488434,0.90756301,0.31463808,0.01510467,0.79419869,0.26188142,0.10912429
-5.83191596,1.17336655,0.00716602,0.02435048,0.91441657,0.30995648,0.01488937,0.79405228,0.26936035,0.10842217
-5.82591296,1.16622303,0.00784194,0.02372516,0.91826237,0.30405127,0.01460742,0.79128928,0.27653388,0.10727233
-5.81990995,1.15571054,0.00857196,0.02303225,0.91936105,0.29711122,0.01426622,0.78626015,0.28336326,0.10573479
-5.81390695,1.14248564,0.00934688,0.02229751,0.91803925,0.28935181,0.01387403,0.77937582,0.28982164,0.10387901
-5.80790395,1.12727160,0.01015652,0.02154778,0.91467653,0.28100794,0.01343965,0.77109286,0.29589267,0.10178166
-5.80190095,1.11083279,0.01098982,0.02081019,0.90969047,0.27232606,0.01297211,0.76189703,0.30156866,0.09952406
-5.79589795,1.09394771,0.01183503,0.02011126,0.90352044,0.26355614,0.01248033,0.75228580,0.30684850,0.09718953
-5.78989495,1.07738173,0.01267990,0.01947612,0.89661085,0.25494354,0.01197292,0.74275064,0.31173544,0.09486061
-5.78389195,1.06186054,0.01351198,0.01892773,0.88939436,0.24672130,0.01145784,0.73375956,0.31623488,0.09261639
-5.77788894,1.04804537,0.01431888,0.01848611,0.88227579,0.23910313,0.01094231,0.72574073,0.32035226,0.09052987
-5.77188594,1.03651065,0.01508860,0.01816774,0.87561730,0.23227714,0.01043257,0.71906761,0.32409119,0.08866564
-5.76588294,1.02772511,0.01580983,0.01798507,0.86972542,0.22640078,0.00993389,0.71404627,0.32745185,0.08707775
-5.75987994,1.02203682,0.01647232,0.01794606,0.86484027,0.22159694,0.00945048,0.71090513,0.33042986,0.08580807
-5.75387694,1.01966266,0.01706710,0.01805396,0.86112748,0.21795139,0.00898551,0.70978769,0.33301542,0.08488497
-5.74787394,1.02068256,0.01758686,0.01830716,0.85867300,0.21551168,0.00854120,0.71074829,0.33519301,0.08432250
-5.74187094,1.02503866,0.01802612,0.01869926,0.85748094,0.21428732,0.00811889,0.71375112,0.33694148,0.08412013
-5.73586793,1.03253938,0.01838142,0.01921922,0.85747458,0.21425137,0.00771914,0.71867254,0.33823457,0.08426286
-5.72986493,1.04286825,0.01865149,0.01985168,0.85850039,0.21534324,0.00734193,0.72530646,0.33904184,0.08472194
-5.72386193,1.05559707,0.01883725,0.02057741,0.86033497,0.21747264,0.00698674,0.73337277,0.33932990,0.08545601
-5.71785893,1.07020306,0.01894188,0.02137394,0.86269460,0.22052439,0.00665274,0.74252837,0.33906397,0.08641267
-5.71185593,1.08608924,0.01897067,0.02221616,0.86524709,0.22436401,0.00633890,0.75238048,0.33820972,0.08753044
-5.70585293,1.10260738,0.01893093,0.02307718,0.86762545,0.22884380,0.00604409,0.76250170,0.33673512,0.08874103
-5.69984992,1.11908258,0.01883175,0.02392909,0.86944283,0.23380911,0.00576725,0.77244627,0.33461249,0.08997180
-5.69384692,1.13483855,0.01868379,0.02474390,0.87030825,0.23910463,0.00550739,0.78176689,0.33182048,0.09114837
-5.68784392,1.14922272,0.01849893,0.02549433,0.86984243,0.24458040,0.00526369,0.79003149,0.32834595,0.09219733
-5.68184092,1.16162996,0.01828991,0.02615474,0.86769313,0.25009720,0.00503554,0.79683922,0.32418565,0.09304878
-5.67583792,1.17152419,0.01807004,0.02670188,0.86354941,0.25553125,0.00482251,0.80183504,0.31934762,0.09363879
-5.66983492,1.17845675,0.01785270,0.02711559,0.85715415,0.26077791,0.00462437,0.80472235,0.31385223,0.09391160
-5.66383192,1.18208103,0.01765103,0.02737945,0.84831450,0.26575416,0.00444108,0.80527306,0.30773278,0.09382143
-5.65782891,1.18216261,0.01747747,0.02748117,0.83690969,0.27040002,0.00427271,0.80333482,0.30103565,0.09333401
-5.65182591,1.17858453,0.01734345,0.02741301,0.82289594,0.27467852,0.00411941,0.79883500,0.29381987,0.09242753
-5.64582291,1.17134775,0.01725894,0.02717184,0.80630848,0.27857454,0.00398135,0.79178143,0.28615630,0.09109324
-5.63981991,1.16056664,0.01723221,0.02675923,0.78726047,0.28209253,0.00385867,0.78225997,0.27812619,0.08933546
-5.63381691,1.14646019,0.01726952,0.02618121,0.76593908,0.28525314,0.00375141,0.77042897,0.26981944,0.08717122
-5.62781391,1.12933929,0.01737492,0.02544804,0.74259907,0.28808930,0.00365946,0.75651126,0.26133245,0.08462942
-5.62181091,1.10959106,0.01755006,0.02457376,0.71755415,0.29064166,0.00358249,0.74078400,0.25276576,0.08174965
-5.61580790,1.08766117,0.01779418,0.02357560,0.69116686,0.29295397,0.00351996,0.72356712,0.24422165,0.07858069
-5.60980490,1.06403517,0.01810403,0.02247347,0.66383733,0.29506865,0.00347102,0.70521097,0.23580172,0.07517884
-5.60380190,1.03922005,0.01847405,0.02128920,0.63599175,0.29702275,0.00343458,0.68608404,0.22760477,0.07160607
-5.59779890,1.01372692,0.01889647,0.02004592,0.60807100,0.29884471,0.00340923,0.66656125,0.21972490,0.06792824
-5.59179590,0.98805593,0.01936164,0.01876738,0.58052017,0.30055215,0.00339330,0.64701361,0.21225016,0.06421327
-5.58579290,0.96268403,0.01985834,0.01747729,0.55377928,0.30215073,0.00338489,0.62779964,0.20526169,0.06052951
-5.57978989,0.93805616,0.02037421,0.01619881,0.52827566,0.30363426,0.00338187,0.60925898,0.19883346,0.05694431
-5.57378689,0.91458024,0.02089625,0.01495399,0.50441814,0.30498611,0.00338199,0.59170829,0.19303252,0.05352278
-5.56778389,0.89262565,0.02141129,0.01376340,0.48259316,0.30618164,0.00338290,0.57543954,0.18791992,0.05032692
-5.56178089,0.87252530,0.02190658,0.01264586,0.46316262,0.30719168,0.00338224,0.56072045,0.18355188,0.04741489
-5.55577789,0.85458038,0.02237031,0.01161815,0.44646329,0.30798660,0.00337772,0.54779676,0.17998143,0.04484068
-5.54977489,0.83906731,0.02279209,0.01069499,0.43280737,0.30854089,0.00336716,0.53689581,0.17726006,0.04265394
-5.54377189,0.82624582,0.02316342,0.00988891,0.42248380,0.30883767,0.00334864,0.52823098,0.17543938,0.04090000
-5.53776888,0.81636725,0.02347807,0.00921038,0.41575967,0.30887301,0.00332047,0.52200620,0.17457247,0.03962012
-5.53176588,0.80968222,0.02373231,0.00866784,0.41288153,0.30865947,0.00328131,0.51842002,0.17471483,0.03885173
-5.52576288,0.80644653,0.02392508,0.00826788,0.41407571,0.30822885,0.00323020,0.51766867,0.17592472,0.03862876
-5.51975988,0.80692474,0.02405802,0.00801535,0.41954768,0.30763361,0.00316658,0.51994759,0.17826272,0.03898200
-5.51375688,0.81139087,0.02413530,0.00791360,0.42947984,0.30694708,0.00309033,0.52545105,0.18179054,0.03993927
-5.50775388,0.82012583,0.02416344,0.00796460,0.44402789,0.30626222,0.00300171,0.53436982,0.18656897,0.04152566
-5.50175088,0.83341157,0.02415089,0.00816914,0.46331556,0.30568900,0.00290141,0.54688672,0.19265508,0.04376356
-5.49574787,0.85152235,0.02410756,0.00852697,0.48742812,0.30535061,0.00279047,0.56317038,0.20009871,0.04667259
-5.48974487,0.87471332,0.02404426,0.00903693,0.51640484,0.30537861,0.00267026,0.58336740,0.20893849,0.05026942
-5.48374187,0.90320750,0.02397213,0.00969709,0.55023096,0.30590734,0.00254239,0.60759359,0.21919759,0.05456751
-5.47773887,0.93718167,0.02390195,0.01050485,0.58882980,0.30706798,0.00240869,0.63592471,0.23087940,0.05957674
-5.47173587,0.97675244,0.02384358,0.01145700,0.63205553,0.30898254,0.00227111,0.66838747,0.24396355,0.06530305
-5.46573287,1.02196334,0.02380535,0.01254989,0.67968733,0.31175828,0.00213167,0.70495149,0.25840241,0.07174799
-5.45972986,1.07277390,0.02379359,0.01377942,0.73142553,0.31548273,0.00199238,0.74552278,0.27411836,0.07890834
-5.45372686,1.12905166,0.02381226,0.01514119,0.78689031,0.32021972,0.00185518,0.78993939,0.29100222,0.08677581
-5.44772386,1.19056762,0.02386268,0.01663059,0.84562325,0.32600670,0.00172191,0.83796962,0.30891281,0.09533675
-5.44172086,1.25699572,0.02394340,0.01824286,0.90709216,0.33285337,0.00159425,0.88931309,0.32767785,0.10457195
-5.43571786,1.32791640,0.02405024,0.01997321,0.97069902,0.34074173,0.00147369,0.94360467,0.34709627,0.11445662
-5.42971486,1.40282420,0.02417648,0.02181690,1.03579106,0.34962753,0.00136151,1.00042140,0.36694191,0.12496031
-5.42371186,1.48113905,0.02431314,0.02376936,1.10167458,0.35944305,0.00125877,1.05929184,0.38696834,0.13604709
-5.41770885,1.56222066,0.02444939,0.02582620,1.16763097,0.37010079,0.00116632,1.11970767,0.40691488,0.14767563
-5.41170585,1.64538519,0.02457310,0.02798328,1.23293433,0.38149807,0.00108481,1.18113665,0.42651330,0.15979944
-5.40570285,1.72992333,0.02467136,0.03023673,1.29686978,0.39352203,0.00101471,1.24303666,0.44549510,0.17236710
-5.39969985,1.81511871,0.02473112,0.03258288,1.35875179,0.40605473,0.00095631,1.30486964,0.46359898,0.18532246
-5.39369685,1.90026579,0.02473979,0.03501820,1.41794146,0.41897810,0.00090978,1.36611510,0.48057808,0.19860487
-5.38769385,1.98468607,0.02468578,0.03753915,1.47386221,0.43217832,0.00087516,1.42628215,0.49620688,0.21214940
-5.38169085,2.06774207,0.02455904,0.04014200,1.52601278,0.44554941,0.00085242,1.48491976,0.51028719,0.22588698
-5.37568784,2.14884819,0.02435149,0.04282257,1.57397739,0.45899592,0.00084145,1.54162455,0.52265318,0.23974457
-5.36968484,2.22747817,0.02405733,0.04557596,1.61743218,0.47243437,0.00084212,1.59604592,0.53317514,0.25364532
-5.36368184,2.30316898,0.02367325,0.04839622,1.65614812,0.48579369,0.00085423,1.64788829,0.54176193,0.26750867
-5.35767884,2.37552098,0.02319854,0.05127600,1.68999006,0.49901450,0.00087758,1.69691059,0.54836189,0.28125057
-5.35167584,2.44419498,0.02263507,0.05420624,1.71891221,0.51204744,0.00091191,1.74292311,0.55296248,0.29478374
-5.34567284,2.50890632,0.02198713,0.05717583,1.74295050,0.52485073,0.00095694,1.78578216,0.55558847,0.30801798
-5.33966983,2.56941691,0.02126126,0.06017130,1.76221212,0.53738720,0.00101234,1.82538298,0.55629897,0.32086065
-5.33366683,2.62552592,0.02046588,0.06317664,1.77686318,0.54962117,0.00107771,1.86165154,0.55518351,0.33321725
-5.32766383,2.67705990,0.01961097,0.06617317,1.78711497,0.56151535,0.00115256,1.89453591,0.55235728,0.34499226
-5.32166083,2.72386345,0.01870766,0.06913944,1.79320981,0.57302812,0.00123632,1.92399776,0.54795593,0.35609006
-5.31565783,2.76579105,0.01776779,0.07205142,1.79540710,0.58411153,0.00132828,1.95000487,0.54213012,0.36641610
-5.30965483,2.80270091,0.01680354,0.07488261,1.79397058,0.59471017,0.00142763,1.97252499,0.53504004,0.37587831
-5.30365183,2.83445154,0.01582702,0.07760452,1.78915713,0.60476104,0.00153340,1.99152174,0.52685034,0.38438864
-5.29764882,2.86090135,0.01484992,0.08018709,1.78120795,0.61419471,0.00164454,2.00695283,0.51772542,0.39186480
-5.29164582,2.88191164,0.01388322,0.08259934,1.77034241,0.62293750,0.00175984,2.01877079,0.50782550,0.39823216
-5.28564282,2.89735293,0.01293696,0.08481018,1.75675474,0.63091490,0.00187804,2.02692640,0.49730346,0.40342575
-5.27963982,2.90711449,0.01202008,0.08678923,1.74061388,0.63805578,0.00199782,2.03137451,0.48630261,0.40739229
-5.27363682,2.91111649,0.01114030,0.08850774,1.72206601,0.64429743,0.00211784,2.03208208,0.47495541,0.41009226
-5.26763382,2.90932425,0.01030408,0.08993961,1.70123990,0.64959103,0.00223682,2.02903792,0.46338304,0.41150189
-5.26163082,2.90176373,0.00951664,0.09106232,1.67825427,0.65390707,0.00235360,2.02226360,0.45169589,0.41161492
-5.25562781,2.88853708,0.00878204,0.09185784,1.65322688,0.65724065,0.00246722,2.01182469,0.43999475,0.41044419
-5.24962481,2.86983750,0.00810324,0.09231353,1.62628456,0.65961599,0.00257694,1.99784175,0.42837253,0.40802290
-5.24362181,2.84596188,0.00748226,0.09242274,1.59757333,0.66109004,0.00268239,1.98050000,0.41691636,0.40440532
-5.23761881,2.81732055,0.00692035,0.09218545,1.56726818,0.66175467,0.00278359,1.96005710,0.40570994,0.39966714
-5.23161581,2.78444276,0.00641808,0.09160848,1.53558132,0.66173730,0.00288101,1.93684813,0.39483571,0.39390513
-5.22561281,2.74797726,0.00597554,0.09070566,1.50276867,0.66119979,0.00297566,1.91128730,0.38437682,0.38723615
-5.21960980,2.70868741,0.00559247,0.08949761,1.46913363,0.66033542,0.00306906,1.88386573,0.37441868,0.37979552
-5.21360680,2.66744021,0.00526835,0.08801132,1.43502792,0.65936400,0.00316331,1.85514522,0.36504982,0.37173465
-5.20760380,2.62518956,0.00500254,0.08627949,1.40084912,0.65852530,0.00326106,1.82574780,0.35636205,0.36321803
-5.20160080,2.58295377,0.00479429,0.08433962,1.36703486,0.65807087,0.00336546,1.79634132,0.34844976,0.35441956
-5.19559780,2.54178806,0.00464282,0.08223285,1.33405374,0.65825465,0.00348014,1.76762145,0.34140847,0.34551837
-5.18959480,2.50275304,0.00454731,0.08000273,1.30239326,0.65932277,0.00360909,1.74029077,0.33533245,0.33669425
-5.18359180,2.46688027,0.00450687,0.07769382,1.27254545,0.66150286,0.00375658,1.71503571,0.33031179,0.32812276
-5.17758879,2.43513647,0.00452053,0.07535027,1.24499050,0.66499356,0.00392700,1.69250243,0.32642883,0.31997033
-5.17158579,2.40838784,0.00458715,0.07301436,1.22017953,0.66995454,0.00412475,1.67327265,0.32375419,0.31238941
-5.16558279,2.38736627,0.00470536,0.07072517,1.19851712,0.67649763,0.00435405,1.65784061,0.32234282,0.30551391
-5.15957979,2.37263894,0.00487349,0.06851740,1.18034455,0.68467942,0.00461874,1.64659230,0.32223000,0.29945517
-5.15357679,2.36458289,0.00508951,0.06642026,1.16592467,0.69449593,0.00492216,1.63978795,0.32342776,0.29429854
-5.14757379,2.36336595,0.00535095,0.06445673,1.15542911,0.70587930,0.00526693,1.63754880,0.32592199,0.29010084
-5.14157079,2.36893482,0.00565485,0.06264303,1.14892854,0.71869709,0.00565479,1.63984874,0.32967017,0.28688867
-5.13556778,2.38101134,0.00599779,0.06098835,1.14638664,0.73275398,0.00608645,1.64651136,0.33460028,0.28465785
-5.12956478,2.39909692,0.00637581,0.05949497,1.14765784,0.74779603,0.00656146,1.65721272,0.34061070,0.28337380
-5.12356178,2.42248538,0.00678450,0.05815853,1.15248935,0.76351727,0.00707809,1.67148959,0.34757131,0.28297311
-5.11755878,2.45028348,0.00721901,0.05696872,1.16052707,0.77956839,0.00763331,1.68875310,0.35532575,0.28336596
-5.11155578,2.48143850,0.00767417,0.05591014,1.17132540,0.79556711,0.00822272,1.70830704,0.36369478,0.28443956
-5.10555278,2.51477156,0.00814452,0.05496331,1.18436041,0.81110996,0.00884057,1.72937004,0.37248059,0.28606231
-5.09954977,2.54901541,0.00862449,0.05410592,1.19904570,0.82578481,0.00947984,1.75110078,0.38147193,0.28808852
-5.09354677,2.58285492,0.00910846,0.05331409,1.21475040,0.83918363,0.01013235,1.77262503,0.39044976,0.29036358
-5.08754377,2.61496868,0.00959092,0.05256369,1.23081841,0.85091512,0.01078890,1.79306340,0.39919321,0.29272932
-5.08154077,2.64407002,0.01006654,0.05183156,1.24658803,0.86061653,0.01143946,1.81155864,0.40748561,0.29502926
-5.07553777,2.66894555,0.01053032,0.05109672,1.26141130,0.86796420,0.01207343,1.82730137,0.41512019,0.29711372
-5.06953477,2.68849010,0.01097762,0.05034134,1.27467205,0.87268258,0.01267988,1.83955323,0.42190541,0.29884442
-5.06353177,2.70173645,0.01140424,0.04955154,1.28580225,0.87455128,0.01324783,1.84766666,0.42766952,0.30009853
-5.05752876,2.70787901,0.01180647,0.04871800,1.29429581,0.87340997,0.01376659,1.85110054,0.43226425,0.30077193
-5.05152576,2.70629078,0.01218102,0.04783625,1.29971965,0.86916108,0.01422602,1.84943144,0.43556749,0.30078158
-5.04552276,2.69653321,0.01252508,0.04690670,1.30172154,0.86177020,0.01461682,1.84236001,0.43748499,0.30006711
-5.03951976,2.67835899,0.01283624,0.04593452,1.30003486,0.85126444,0.01493084,1.82971284,0.43795093,0.29859126
-5.03351676,2.65170815,0.01311239,0.04492910,1.29448011,0.83772877,0.01516130,1.81143978,0.43692749,0.29633964
-5.02751376,2.61669798,0.01335171,0.04390348,1.28496344,0.82130082,0.01530298,1.78760730,0.43440360,0.29331946
-5.02151076,2.57360780,0.01355258,0.04287350,1.27147261,0.80216422,0.01535239,1.75838842,0.43039292,0.28955757
-5.01550775,2.52285959,0.01371348,0.04185686,1.25407069,0.78054114,0.01530788,1.72404992,0.42493121,0.28509796
-5.00950475,2.46499551,0.01383300,0.04087215,1.23288802,0.75668414,0.01516967,1.68493773,0.41807345,0.27999868
-5.00350175,2.40065378,0.01390972,0.03993781,1.20811301,0.73086797,0.01493982,1.64146110,0.40989066,0.27432855
-4.99749875,2.33054395,0.01394230,0.03907117,1.17998225,0.70338137,0.01462219,1.59407649,0.40046683,0.26816372
-4.99149575,2.25542276,0.01392942,0.03828764,1.14877049,0.67451952,0.01422228,1.54327197,0.38989598,0.26158431
-4.98549275,2.17607147,0.01386988,0.03759993,1.11478090,0.64457706,0.01374704,1.48955251,0.37827955,0.25467131
-4.97948974,2.09327559,0.01376261,0.03701758,1.07833599,0.61384212,0.01320468,1.43342701,0.36572406,0.24750370
-4.97348674,2.00780757,0.01360683,0.03654659,1.03976958,0.58259132,0.01260442,1.37539712,0.35233935,0.24015623
-4.96748374,1.92041279,0.01340210,0.03618935,0.99941986,0.55108586,0.01195617,1.31594835,0.33823715,0.23269760
-4.96148074,1.83179894,0.01314842,0.03594475,0.95762374,0.51956869,0.01127028,1.25554337,0.32353006,0.22518935
-4.95547774,1.74262901,0.01284637,0.03580854,0.91471251,0.48826266,0.01055728,1.19461753,0.30833083,0.21768524
-4.94947474,1.65351726,0.01249718,0.03577379,0.87100873,0.45736959,0.00982754,1.13357646,0.29275201,0.21023137
-4.94347174,1.56502823,0.01210279,0.03583163,0.82682408,0.42707012,0.00909108,1.07279546,0.27690560,0.20286663
-4.93746873,1.47767786,0.01166590,0.03597193,0.78245830,0.39752412,0.00835732,1.01262030,0.26090290,0.19562376
-4.93146573,1.39193660,0.01118998,0.03618421,0.73819864,0.36887167,0.00763490,0.95336920,0.24485425,0.18853062
-4.92546273,1.30823359,0.01067926,0.03645838,0.69431989,0.34123423,0.00693153,0.89533557,0.22886873,0.18161172
-4.91945973,1.22696153,0.01013862,0.03678556,0.65108466,0.31471614,0.00625388,0.83879106,0.21305372,0.17488977
-4.91345673,1.14848167,0.00957357,0.03715868,0.60874375,0.28940605,0.00560752,0.78398873,0.19751433,0.16838723
-4.90745373,1.07312845,0.00899007,0.03757303,0.56753646,0.26537845,0.00499688,0.73116599,0.18235258,0.16212762
-4.90145073,1.00121350,0.00839443,0.03802653,0.52769067,0.24269502,0.00442531,0.68054707,0.16766655,0.15613664
-4.89544772,0.93302864,0.00779312,0.03851990,0.48942275,0.22140592,0.00389504,0.63234497,0.15354942,0.15044285
-4.88944472,0.86884782,0.00719265,0.03905648,0.45293717,0.20155092,0.00340734,0.58676264,0.14008837,0.14507800
-4.88344172,0.80892788,0.00659936,0.03964197,0.41842577,0.18316032,0.00296255,0.54399348,0.12736364,0.14007692
-4.87743872,0.75350821,0.00601931,0.04028389,0.38606689,0.16625579,0.00256023,0.50422111,0.11544757,0.13547695
-4.87143572,0.70280937,0.00545813,0.04099090,0.35602419,0.15085107,0.00219925,0.46761854,0.10440379,0.13131708
-4.86543272,0.65703091,0.00492092,0.04177202,0.32844548,0.13695248,0.00187793,0.43434673,0.09428660,0.12763671
-4.85942971,0.61634849,0.00441217,0.04263575,0.30346136,0.12455947,0.00159416,0.40455266,0.08514052,0.12447418
-4.85342671,0.58091066,0.00393567,0.04358921,0.28118393,0.11366494,0.00134549,0.37836722,0.07700007,0.12186519
-4.84742371,0.55083542,0.00349454,0.04463727,0.26170563,0.10425563,0.00112929,0.35590266,0.06988978,0.11984119
-4.84142071,0.52620686,0.00309118,0.04578190,0.24509808,0.09631238,0.00094280,0.33725018,0.06382431,0.11842783
-4.83541771,0.50707209,0.00272733,0.04702153,0.23141113,0.08981035,0.00078324,0.32247736,0.05880878,0.11764364
-4.82941471,0.49343854,0.00240411,0.04835072,0.22067213,0.08471926,0.00064789,0.31162582,0.05483923,0.11749893
-4.82341171,0.48527192,0.00212207,0.04976002,0.21288532,0.08100345,0.00053412,0.30470896,0.05190311,0.11799503
-4.81740870,0.48249483,0.00188129,0.05123607,0.20803146,0.07862206,0.00043945,0.30171008,0.04997978,0.11912403
-4.81140570,0.48498612,0.00168140,0.05276198,0.20606763,0.07752903,0.00036159,0.30258078,0.04904106,0.12086876
-4.80540270,0.49258100,0.00152173,0.05431793,0.20692724,0.07767317,0.00029847,0.30723973,0.04905171,0.12320333
-4.79939970,0.50507201,0.00140131,0.05588200,0.21052021,0.07899810,0.00024821,0.31557191,0.04996977,0.12609400
-4.79339670,0.52221063,0.00131897,0.05743117,0.21673338,0.08144222,0.00020917,0.32742830,0.05174694,0.12950036
-4.78739370,0.54370965,0.00127339,0.05894240,0.22543110,0.08493871,0.00017992,0.34262608,0.05432883,0.13337682
-4.78139070,0.56924612,0.00126309,0.06039388,0.23645603,0.08941547,0.00015925,0.36094937,0.05765511,0.13767426
-4.77538769,0.59846481,0.00128647,0.06176615,0.24963019,0.09479516,0.00014614,0.38215056,0.06165970,0.14234176
-4.76938469,0.63098216,0.00134185,0.06304325,0.26475624,0.10099520,0.00013972,0.40595216,0.06627094,0.14732836
-4.76338169,0.66639056,0.00142736,0.06421371,0.28161905,0.10792799,0.00013932,0.43204927,0.07141174,0.15258463
-4.75737869,0.70426284,0.00154104,0.06527134,0.29998751,0.11550110,0.00014436,0.46011259,0.07699993,0.15806416
-4.75137569,0.74415696,0.00168069,0.06621584,0.31961665,0.12361759,0.00015439,0.48979202,0.08294860,0.16372471
-4.74537269,0.78562078,0.00184394,0.06705311,0.34025008,0.13217653,0.00016904,0.52072065,0.08916670,0.16952902
-4.73936968,0.82819680,0.00202814,0.06779527,0.36162261,0.14107355,0.00018800,0.55251928,0.09555974,0.17544536
-4.73336668,0.87142685,0.00223039,0.06846044,0.38346323,0.15020160,0.00021101,0.58480122,0.10203075,0.18144761
-4.72736368,0.91485667,0.00244749,0.06907220,0.40549820,0.15945177,0.00023781,0.61717741,0.10848141,0.18751503
-4.72136068,0.95804029,0.00267595,0.06965881,0.42745441,0.16871429,0.00026814,0.64926162,0.11481338,0.19363164
-4.71535768,1.00054427,0.00291199,0.07025225,0.44906275,0.17787960,0.00030173,0.68067574,0.12092985,0.19978541
-4.70935468,1.04195164,0.00315160,0.07088698,0.47006161,0.18683953,0.00033827,0.71105496,0.12673713,0.20596710
-4.70335168,1.08186572,0.00339055,0.07159874,0.49020030,0.19548851,0.00037739,0.74005278,0.13214646,0.21216904
-4.69734867,1.11991359,0.00362449,0.07242317,0.50924241,0.20372489,0.00041868,0.76734571,0.13707579,0.21838382
-4.69134567,1.15574938,0.00384898,0.07339450,0.52696899,0.21145225,0.00046167,0.79263757,0.14145152,0.22460300
-4.68534267,1.18905734,0.00405968,0.07454425,0.54318149,0.21858065,0.00050580,0.81566330,0.14521022,0.23081589
-4.67933967,1.21955458,0.00425235,0.07590007,0.55770444,0.22502796,0.00055048,0.83619222,0.14830012,0.23700855
-4.67333667,1.24699367,0.00442304,0.07748475,0.57038769,0.23072104,0.00059506,0.85403070,0.15068242,0.24316300
-4.66733367,1.27116479,0.00456815,0.07931539,0.58110831,0.23559684,0.00063884,0.86902415,0.15233224,0.24925670
-4.66133067,1.29189768,0.00468458,0.08140276,0.58977199,0.23960342,0.00068109,0.88105836,0.15323933,0.25526235
-4.65532766,1.30906313,0.00476977,0.08375095,0.59631401,0.24270076,0.00072108,0.89006009,0.15340826,0.26114794
-4.64932466,1.32257398,0.00482186,0.08635713,0.60069958,0.24486142,0.00075809,0.89599707,0.15285825,0.26687716
-4.64332166,1.33238563,0.00483966,0.08921160,0.60292374,0.24607100,0.00079142,0.89887723,0.15162261,0.27241001
