energy_ev,total_up,total_down,C_s_up,C_s_down,C_p_up,C_p_down,Co_p_up,Co_p_down,Co_d_up,Co_d_down,S_s_up,S_s_down,S_p_up,S_p_down,Sc_p_up,Sc_p_down,Sc_d_up,Sc_d_down
-5.92196098,3.08346369,-3.08346334,0.03166885,-0.03166884,0.21888374,-0.21888371,1.32707565,-1.32707542,0.62668111,-0.62668100,0.01944932,-0.01944931,1.64667171,-1.64667153,0.84944322,-0.84944320,0.16824540,-0.16824537
-5.91595798,3.15458051,-3.15458021,0.03425188,-0.03425187,0.22373147,-0.22373145,1.36169627,-1.36169606,0.63360066,-0.63360057,0.02050289,-0.02050288,1.68738609,-1.68738594,0.87308179,-0.87308179,0.17532534,-0.17532531
-5.90995498,3.21440078,-3.21440054,0.03680342,-0.03680341,0.22748117,-0.22748117,1.39009800,-1.39009780,0.63828413,-0.63828406,0.02151444,-0.02151443,1.72231452,-1.72231439,0.89360318,-0.89360319,0.18180345,-0.18180342
-5.90395198,3.26197832,-3.26197814,0.03928581,-0.03928579,0.23012275,-0.23012275,1.41175040,-1.41175022,0.64073961,-0.64073955,0.02246891,-0.02246889,1.75083191,-1.75083181,0.91063290,-0.91063292,0.18757742,-0.18757740
-5.89794897,3.29658656,-3.29658643,0.04166001,-0.04166000,0.23167862,-0.23167863,1.42624592,-1.42624576,0.64103444,-0.64103440,0.02335122,-0.02335121,1.77241117,-1.77241108,0.92384856,-0.92384859,0.19255626,-0.19255624
-5.89194597,3.31775152,-3.31775145,0.04388661,-0.04388660,0.23220446,-0.23220448,1.43331624,-1.43331609,0.63929728,-0.63929726,0.02414673,-0.02414672,1.78664381,-1.78664376,0.93299169,-0.93299173,0.19666323,-0.19666321
-5.88594297,3.32527653,-3.32527650,0.04592682,-0.04592681,0.23178874,-0.23178876,1.43284397,-1.43284385,0.63571782,-0.63571780,0.02484165,-0.02484164,1.79325707,-1.79325704,0.93787761,-0.93787766,0.19983832,-0.19983830
-5.87993997,3.31925728,-3.31925729,0.04774365,-0.04774365,0.23055095,-0.23055097,1.42486928,-1.42486918,0.63054403,-0.63054402,0.02542341,-0.02542340,1.79212635,-1.79212635,0.93840286,-0.93840293,0.20204022,-0.20204021
-5.87393697,3.30008614,-3.30008620,0.04930299,-0.04930299,0.22863857,-0.22863860,1.40959075,-1.40959067,0.62407689,-0.62407687,0.02588110,-0.02588109,1.78328254,-1.78328256,0.93454989,-0.93454997,0.20324760,-0.20324760
-5.86793397,3.26844524,-3.26844532,0.05057466,-0.05057466,0.22622283,-0.22622285,1.38736059,-1.38736053,0.61666254,-0.61666252,0.02620579,-0.02620578,1.76691368,-1.76691373,0.92638862,-0.92638871,0.20345968,-0.20345968
-5.86193097,3.22528818,-3.22528829,0.05153341,-0.05153340,0.22349336,-0.22349337,1.35867425,-1.35867421,0.60868228,-0.60868226,0.02639085,-0.02639085,1.74336080,-1.74336088,0.91407496,-0.91407507,0.20269606,-0.20269606
-5.85592796,3.17181121,-3.17181133,0.05215973,-0.05215973,0.22065195,-0.22065195,1.32415487,-1.32415485,0.60054047,-0.60054043,0.02643218,-0.02643218,1.71310811,-1.71310821,0.89784622,-0.89784635,0.20099587,-0.20099588
-5.84992496,3.10941461,-3.10941473,0.05244057,-0.05244057,0.21790559,-0.21790558,1.28453327,-1.28453327,0.59265085,-0.59265079,0.02632835,-0.02632835,1.67676791,-1.67676802,0.87801369,-0.87801382,0.19841620,-0.19841621
-5.84392196,3.03965617,-3.03965628,0.05236973,-0.05236973,0.21545906,-0.21545903,1.24062443,-1.24062444,0.58542183,-0.58542175,0.02608067,-0.02608067,1.63506096,-1.63506109,0.85495262,-0.85495276,0.19502994,-0.19502995
-5.83791896,2.96419853,-2.96419863,0.05194813,-0.05194814,0.21350732,-0.21350728,1.19330141,-1.19330143,0.57924120,-0.57924108,0.02569318,-0.02569318,1.58879313,-1.58879327,0.82909031,-0.82909045,0.19092310,-0.19092312
-5.83191596,2.88475280,-2.88475287,0.05118383,-0.05118384,0.21222808,-0.21222803,1.14346797,-1.14346800,0.57446096,-0.57446081,0.02517252,-0.02517252,1.53882944,-1.53882960,0.80089255,-0.80089270,0.18619183,-0.18619184
-5.82591296,2.80302075,-2.80302078,0.05009171,-0.05009172,0.21177468,-0.21177461,1.09203100,-1.09203104,0.57138289,-0.57138271,0.02452773,-0.02452773,1.48606663,-1.48606680,0.77084928,-0.77084944,0.18093909,-0.18093910
-5.81990995,2.72063826,-2.72063826,0.04869305,-0.04869306,0.21226979,-0.21226969,1.03987398,-1.03987403,0.57024550,-0.57024528,0.02377000,-0.02377000,1.43140546,-1.43140562,0.73945989,-0.73946004,0.17527133,-0.17527135
-5.81390695,2.63912241,-2.63912237,0.04701482,-0.04701483,0.21379999,-0.21379988,0.98783250,-0.98783255,0.57121292,-0.57121267,0.02291230,-0.02291230,1.37572395,-1.37572412,0.70721894,-0.70721909,0.16929519,-0.16929521
-5.80790395,2.55982440,-2.55982431,0.04508881,-0.04508882,0.21641169,-0.21641156,0.93667275,-0.93667280,0.57436638,-0.57436609,0.02196901,-0.02196901,1.31985273,-1.31985290,0.67460278,-0.67460293,0.16311438,-0.16311440
-5.80190095,2.48389038,-2.48389025,0.04295062,-0.04295063,0.22010835,-0.22010820,0.88707374,-0.88707379,0.57969856,-0.57969825,0.02095550,-0.02095550,1.26455325,-1.26455341,0.64205757,-0.64205772,0.15682690,-0.15682692
-5.79589795,2.41223172,-2.41223154,0.04063858,-0.04063860,0.22484940,-0.22484924,0.83961381,-0.83961386,0.58711142,-0.58711107,0.01988766,-0.01988766,1.21049991,-1.21050007,0.60998918,-0.60998932,0.15052265,-0.15052267
-5.78989495,2.34550576,-2.34550554,0.03819260,-0.03819261,0.23055077,-0.23055060,0.79476163,-0.79476167,0.59641738,-0.59641701,0.01878153,-0.01878153,1.15826650,-1.15826665,0.57875509,-0.57875523,0.14428155,-0.14428157
-5.78389195,2.28410775,-2.28410750,0.03565301,-0.03565302,0.23708718,-0.23708700,0.75287183,-0.75287186,0.60734432,-0.60734393,0.01765283,-0.01765283,1.10831728,-1.10831743,0.54865874,-0.54865888,0.13817217,-0.13817219
-5.77788894,2.22817395,-2.22817368,0.03305949,-0.03305951,0.24429602,-0.24429584,0.71418511,-0.71418515,0.61954390,-0.61954351,0.01651662,-0.01651662,1.06100294,-1.06100308,0.51994609,-0.51994622,0.13225092,-0.13225094
-5.77188594,2.17759551,-2.17759523,0.03045008,-0.03045010,0.25198295,-0.25198276,0.67883248,-0.67883252,0.63260337,-0.63260297,0.01538695,-0.01538696,1.01656105,-1.01656119,0.49280453,-0.49280465,0.12656182,-0.12656184
-5.76588294,2.13204215,-2.13204187,0.02786026,-0.02786028,0.25992869,-0.25992850,0.64684308,-0.64684311,0.64606008,-0.64605969,0.01427660,-0.01427661,0.97512096,-0.97512109,0.46736391,-0.46736402,0.12113668,-0.12113670
-5.75987994,2.09099430,-2.09099402,0.02532227,-0.02532229,0.26789716,-0.26789698,0.61815501,-0.61815504,0.65941854,-0.65941816,0.01319687,-0.01319687,0.93671236,-0.93671248,0.44369945,-0.44369955,0.11599587,-0.11599589
-5.75387694,2.05378197,-2.05378172,0.02286454,-0.02286455,0.27564432,-0.27564415,0.59262849,-0.59262852,0.67216902,-0.67216866,0.01215744,-0.01215744,0.90127697,-0.90127709,0.42183624,-0.42183633,0.11114934,-0.11114935
-5.74787394,2.01962844,-2.01962822,0.02051130,-0.02051132,0.28292754,-0.28292739,0.57006050,-0.57006054,0.68380727,-0.68380694,0.01116631,-0.01116631,0.86868264,-0.86868277,0.40175495,-0.40175503,0.10659798,-0.10659800
-5.74187094,1.98769655,-1.98769638,0.01828243,-0.01828244,0.28951520,-0.28951507,0.55020033,-0.55020037,0.69385425,-0.69385396,0.01022977,-0.01022977,0.83873896,-0.83873908,0.38339843,-0.38339850,0.10233525,-0.10233527
-5.73586793,1.95713559,-1.95713547,0.01619338,-0.01619339,0.29519587,-0.29519576,0.53276512,-0.53276516,0.70187529,-0.70187505,0.00935249,-0.00935249,0.81121361,-0.81121373,0.36667883,-0.36667890,0.09834882,-0.09834884
-5.72986493,1.92712653,-1.92712647,0.01425535,-0.01425536,0.29978691,-0.29978683,0.51745498,-0.51745503,0.70749770,-0.70749751,0.00853760,-0.00853760,0.78584884,-0.78584897,0.35148488,-0.35148495,0.09462232,-0.09462233
-5.72386193,1.89692377,-1.89692379,0.01247553,-0.01247554,0.30314207,-0.30314201,0.50396701,-0.50396707,0.71042611,-0.71042597,0.00778684,-0.00778685,0.76237715,-0.76237728,0.33768906,-0.33768912,0.09113697,-0.09113698
-5.71785893,1.86589176,-1.86589185,0.01085750,-0.01085751,0.30515763,-0.30515760,0.49200782,-0.49200789,0.71045487,-0.71045479,0.00710076,-0.00710077,0.74053582,-0.74053596,0.32515439,-0.32515444,0.08787320,-0.08787322
-5.71185593,1.83353497,-1.83353514,0.00940168,-0.00940169,0.30577694,-0.30577693,0.48130426,-0.48130433,0.70747705,-0.70747702,0.00647890,-0.00647890,0.72007970,-0.72007984,0.31374070,-0.31374075,0.08481203,-0.08481205
-5.70585293,1.79952042,-1.79952066,0.00810585,-0.00810586,0.30499311,-0.30499314,0.47161210,-0.47161218,0.70148941,-0.70148944,0.00592003,-0.00592003,0.70079200,-0.70079214,0.30331017,-0.30331022,0.08193627,-0.08193629
-5.69984992,1.76369195,-1.76369226,0.00696571,-0.00696572,0.30284970,-0.30284975,0.46272266,-0.46272274,0.69259339,-0.69259347,0.00542236,-0.00542236,0.68249283,-0.68249298,0.29373215,-0.29373219,0.07923152,-0.07923154
-5.69384692,1.72607619,-1.72607657,0.00597545,-0.00597546,0.29943931,-0.29943938,0.45446723,-0.45446732,0.68099192,-0.68099204,0.00498378,-0.00498378,0.66504550,-0.66504565,0.28488709,-0.28488713,0.07668695,-0.07668696
-5.68784392,1.68688033,-1.68688075,0.00512829,-0.00512830,0.29490026,-0.29490036,0.44671953,-0.44671962,0.66698220,-0.66698238,0.00460205,-0.00460205,0.64836046,-0.64836061,0.27666978,-0.27666982,0.07429578,-0.07429580
-5.68184092,1.64648209,-1.64648256,0.00441698,-0.00441699,0.28941138,-0.28941149,0.43939626,-0.43939634,0.65094490,-0.65094511,0.00427502,-0.00427502,0.63239718,-0.63239732,0.26899175,-0.26899178,0.07205570,-0.07205571
-5.67583792,1.60541295,-1.60541344,0.00383429,-0.00383429,0.28318511,-0.28318523,0.43245589,-0.43245597,0.63333000,-0.63333023,0.00400077,-0.00400077,0.61716392,-0.61716406,0.26178297,-0.26178300,0.06996889,-0.06996891
-5.66983492,1.56433539,-1.56433589,0.00337339,-0.00337339,0.27645932,-0.27645945,0.42589611,-0.42589618,0.61464021,-0.61464046,0.00377781,-0.00377781,0.60271591,-0.60271605,0.25499298,-0.25499300,0.06804207,-0.06804209
-5.66383192,1.52401558,-1.52401607,0.00302821,-0.00302821,0.26948805,-0.26948819,0.41974987,-0.41974993,0.59541243,-0.59541269,0.00360513,-0.00360513,0.58915187,-0.58915199,0.24859133,-0.24859135,0.06628625,-0.06628627
-5.65782891,1.48529275,-1.48529322,0.00279372,-0.00279372,0.26253167,-0.26253181,0.41408056,-0.41408061,0.57619810,-0.57619836,0.00348237,-0.00348237,0.57660933,-0.57660943,0.24256759,-0.24256760,0.06471642,-0.06471643
-5.65182591,1.44904658,-1.44904701,0.00266608,-0.00266608,0.25584676,-0.25584690,0.40897639,-0.40897642,0.55754330,-0.55754355,0.00340982,-0.00340982,0.56525898,-0.56525907,0.23693083,-0.23693083,0.06335110,-0.06335110
-5.64582291,1.41616407,-1.41616445,0.00264282,-0.00264282,0.24967630,-0.24967642,0.40454423,-0.40454424,0.53996936,-0.53996960,0.00338846,-0.00338846,0.55529823,-0.55529829,0.23170872,-0.23170872,0.06221182,-0.06221182
-5.63981991,1.38750705,-1.38750736,0.00272283,-0.00272283,0.24424031,-0.24424043,0.40090321,-0.40090319,0.52395472,-0.52395494,0.00341998,-0.00341998,0.54694416,-0.54694420,0.22694618,-0.22694617,0.06132254,-0.06132254
-5.63381691,1.36388157,-1.36388181,0.00290640,-0.00290640,0.23972767,-0.23972777,0.39817816,-0.39817812,0.50991882,-0.50991900,0.00350670,-0.00350670,0.54042626,-0.54042627,0.22270367,-0.22270365,0.06070897,-0.06070896
-5.62781391,1.34601028,-1.34601043,0.00319508,-0.00319507,0.23628903,-0.23628912,0.39649320,-0.39649313,0.49820844,-0.49820859,0.00365149,-0.00365149,0.53597884,-0.53597883,0.21905514,-0.21905512,0.06039783,-0.06039783
-5.62181091,1.33450852,-1.33450858,0.00359154,-0.00359153,0.23403152,-0.23403158,0.39596556,-0.39596546,0.48908723,-0.48908734,0.00385769,-0.00385769,0.53383359,-0.53383354,0.21608562,-0.21608560,0.06041618,-0.06041617
-5.61580790,1.32986496,-1.32986493,0.00409938,-0.00409938,0.23301504,-0.23301509,0.39669989,-0.39669976,0.48272846,-0.48272853,0.00412894,-0.00412894,0.53421220,-0.53421212,0.21388855,-0.21388851,0.06079059,-0.06079058
-5.60980490,1.33242721,-1.33242708,0.00472287,-0.00472287,0.23325069,-0.23325072,0.39878315,-0.39878299,0.47921149,-0.47921151,0.00446901,-0.00446900,0.53731936,-0.53731925,0.21256276,-0.21256272,0.06154640,-0.06154638
-5.60380190,1.34239274,-1.34239252,0.00546664,-0.00546663,0.23470098,-0.23470099,0.40228020,-0.40228002,0.47852171,-0.47852170,0.00488159,-0.00488159,0.54333621,-0.54333606,0.21220939,-0.21220934,0.06270693,-0.06270691
-5.59779890,1.35980525,-1.35980493,0.00633531,-0.00633530,0.23728209,-0.23728208,0.40723036,-0.40723015,0.48055420,-0.48055414,0.00537011,-0.00537011,0.55241440,-0.55241423,0.21292852,-0.21292846,0.06429274,-0.06429272
-5.59179590,1.38455635,-1.38455595,0.00733318,-0.00733317,0.24086793,-0.24086791,0.41364479,-0.41364454,0.48512051,-0.48512042,0.00593746,-0.00593745,0.56467095,-0.56467075,0.21481587,-0.21481581,0.06632097,-0.06632094
-5.58579290,1.41639242,-1.41639194,0.00846380,-0.00846379,0.24529588,-0.24529584,0.42150499,-0.42150473,0.49195856,-0.49195844,0.00658575,-0.00658575,0.58018394,-0.58018371,0.21795945,-0.21795938,0.06880462,-0.06880459
-5.57978989,1.45492605,-1.45492551,0.00972962,-0.00972961,0.25037384,-0.25037380,0.43076243,-0.43076214,0.50074494,-0.50074479,0.00731613,-0.00731612,0.59898926,-0.59898900,0.22243641,-0.22243632,0.07175205,-0.07175201
-5.57378689,1.49965162,-1.49965103,0.01113155,-0.01113154,0.25588852,-0.25588848,0.44133913,-0.44133882,0.51110915,-0.51110898,0.00812847,-0.00812847,0.62107842,-0.62107814,0.22831006,-0.22830996,0.07516649,-0.07516645
-5.56778389,1.54996420,-1.54996357,0.01266865,-0.01266863,0.26161429,-0.26161425,0.45312940,-0.45312909,0.52264922,-0.52264904,0.00902126,-0.00902125,0.64639754,-0.64639725,0.23562731,-0.23562721,0.07904567,-0.07904563
-5.56178089,1.60518093,-1.60518027,0.01433777,-0.01433776,0.26732252,-0.26732248,0.46600254,-0.46600221,0.53494793,-0.53494775,0.00999133,-0.00999133,0.67484748,-0.67484717,0.24441647,-0.24441636,0.08338162,-0.08338158
-5.55577789,1.66456398,-1.66456331,0.01613330,-0.01613328,0.27279081,-0.27279077,0.47980631,-0.47980597,0.54758906,-0.54758888,0.01103383,-0.01103383,0.70628510,-0.70628478,0.25468549,-0.25468537,0.08816053,-0.08816048
-5.54977489,1.72734406,-1.72734339,0.01804690,-0.01804689,0.27781179,-0.27781177,0.49437122,-0.49437088,0.56017285,-0.56017268,0.01214207,-0.01214206,0.74052559,-0.74052525,0.26642082,-0.26642069,0.09336276,-0.09336271
-5.54377189,1.79274340,-1.79274274,0.02006742,-0.02006741,0.28220114,-0.28220113,0.50951521,-0.50951487,0.57233026,-0.57233010,0.01330751,-0.01330750,0.77734573,-0.77734539,0.27958677,-0.27958663,0.09896301,-0.09896296
-5.53776888,1.85999739,-1.85999675,0.02218079,-0.02218078,0.28580435,-0.28580435,0.52504869,-0.52504835,0.58373522,-0.58373508,0.01451985,-0.01451984,0.81648792,-0.81648758,0.29412540,-0.29412525,0.10493057,-0.10493052
-5.53176588,1.92837370,-1.92837310,0.02437007,-0.02437005,0.28850219,-0.28850222,0.54077957,-0.54077924,0.59411460,-0.59411448,0.01576708,-0.01576707,0.85766474,-0.85766440,0.30995699,-0.30995684,0.11122965,-0.11122960
-5.52576288,1.99718840,-1.99718783,0.02661556,-0.02661554,0.29021443,-0.29021447,0.55651817,-0.55651785,0.60325542,-0.60325532,0.01703570,-0.01703569,0.90056389,-0.90056355,0.32698091,-0.32698075,0.11781979,-0.11781974
-5.51975988,2.06581809,-2.06581756,0.02889506,-0.02889505,0.29090175,-0.29090181,0.57208170,-0.57208139,0.61100907,-0.61100900,0.01831090,-0.01831090,0.94485321,-0.94485287,0.34507696,-0.34507680,0.12465637,-0.12465632
-5.51375688,2.13370795,-2.13370747,0.03118417,-0.03118416,0.29056587,-0.29056595,0.58729816,-0.58729787,0.61729253,-0.61729249,0.01957692,-0.01957692,0.99018557,-0.99018523,0.36410697,-0.36410680,0.13169112,-0.13169107
-5.50775388,2.20037521,-2.20037478,0.03345669,-0.03345668,0.28924782,-0.28924791,0.60200952,-0.60200925,0.62208660,-0.62208658,0.02081733,-0.02081733,1.03620348,-1.03620315,0.38391670,-0.38391652,0.13887260,-0.13887255
-5.50175088,2.26540829,-2.26540790,0.03568511,-0.03568510,0.28702451,-0.28702461,0.61607399,-0.61607373,0.62543123,-0.62543124,0.02201543,-0.02201542,1.08254318,-1.08254285,0.40433784,-0.40433766,0.14614674,-0.14614669
-5.49574787,2.32846171,-2.32846137,0.03784117,-0.03784116,0.28400384,-0.28400396,0.62936743,-0.62936719,0.62741851,-0.62741854,0.02315461,-0.02315460,1.12883811,-1.12883780,0.42519014,-0.42518996,0.15345733,-0.15345728
-5.48974487,2.38924751,-2.38924721,0.03989645,-0.03989644,0.28031856,-0.28031869,0.64178384,-0.64178361,0.62818353,-0.62818357,0.02421881,-0.02421880,1.17472184,-1.17472154,0.44628350,-0.44628332,0.16074651,-0.16074646
-5.48374187,2.44752371,-2.44752345,0.04182299,-0.04182298,0.27611925,-0.27611939,0.65323501,-0.65323480,0.62789379,-0.62789386,0.02519286,-0.02519286,1.21983023,-1.21982994,0.46742008,-0.46741990,0.16795516,-0.16795511
-5.47773887,2.50308092,-2.50308069,0.04359393,-0.04359393,0.27156675,-0.27156689,0.66364945,-0.66364926,0.62673775,-0.62673782,0.02606288,-0.02606288,1.26380322,-1.26380294,0.48839634,-0.48839616,0.17502337,-0.17502333
-5.47173587,2.55572807,-2.55572787,0.04518412,-0.04518412,0.26682449,-0.26682464,0.67297074,-0.67297056,0.62491301,-0.62491309,0.02681660,-0.02681660,1.30628613,-1.30628586,0.50900502,-0.50900484,0.18189087,-0.18189083
-5.46573287,2.60527836,-2.60527819,0.04657071,-0.04657071,0.26205103,-0.26205118,0.68115552,-0.68115535,0.62261498,-0.62261506,0.02744364,-0.02744364,1.34693082,-1.34693057,0.52903713,-0.52903696,0.18849742,-0.18849738
-5.45972986,2.65153676,-2.65153661,0.04773368,-0.04773368,0.25739325,-0.25739340,0.68817135,-0.68817120,0.62002648,-0.62002657,0.02793574,-0.02793574,1.38539703,-1.38539679,0.54828393,-0.54828377,0.19478336,-0.19478332
-5.45372686,2.69428983,-2.69428970,0.04865630,-0.04865631,0.25298042,-0.25298056,0.69399468,-0.69399454,0.61730882,-0.61730890,0.02828694,-0.02828694,1.42135389,-1.42135366,0.56653902,-0.56653887,0.20069010,-0.20069006
-5.44772386,2.73329910,-2.73329898,0.04932552,-0.04932552,0.24891951,-0.24891964,0.69860903,-0.69860891,0.61459483,-0.61459490,0.02849366,-0.02849366,1.45448217,-1.45448196,0.58360051,-0.58360036,0.20616080,-0.20616077
-5.44172086,2.76829854,-2.76829844,0.04973222,-0.04973222,0.24529194,-0.24529206,0.70200382,-0.70200371,0.61198419,-0.61198425,0.02855470,-0.02855470,1.48447726,-1.48447707,0.59927341,-0.59927328,0.21114109,-0.21114106
-5.43571786,2.79899670,-2.79899662,0.04987142,-0.04987143,0.24215179,-0.24215190,0.70417373,-0.70417363,0.60954116,-0.60954121,0.02847124,-0.02847125,1.51105319,-1.51105302,0.61337229,-0.61337218,0.21557994,-0.21557992
-5.42971486,2.82508364,-2.82508357,0.04974236,-0.04974238,0.23952562,-0.23952572,0.70511886,-0.70511877,0.60729488,-0.60729492,0.02824671,-0.02824672,1.53394762,-1.53394748,0.62572410,-0.62572401,0.21943065,-0.21943063
-5.42371186,2.84624253,-2.84624249,0.04934844,-0.04934845,0.23741382,-0.23741391,0.70484571,-0.70484563,0.60524202,-0.60524204,0.02788663,-0.02788664,1.55292791,-1.55292779,0.63617133,-0.63617126,0.22265190,-0.22265189
-5.41770885,2.86216550,-2.86216548,0.04869708,-0.04869710,0.23579330,-0.23579338,0.70336890,-0.70336883,0.60335164,-0.60335165,0.02739843,-0.02739844,1.56779807,-1.56779798,0.64457529,-0.64457523,0.22520895,-0.22520894
-5.41170585,2.87257276,-2.87257275,0.04779953,-0.04779955,0.23462149,-0.23462156,0.70071349,-0.70071343,0.60157191,-0.60157192,0.02679118,-0.02679119,1.57840634,-1.57840628,0.65081956,-0.65081953,0.22707478,-0.22707478
-5.40570285,2.87723413,-2.87723414,0.04667052,-0.04667054,0.23384115,-0.23384121,0.69691786,-0.69691781,0.59983819,-0.59983818,0.02607535,-0.02607536,1.58465307,-1.58465303,0.65481345,-0.65481344,0.22823134,-0.22823135
-5.39969985,2.87599150,-2.87599155,0.04532789,-0.04532791,0.23338596,-0.23338601,0.69203680,-0.69203676,0.59808193,-0.59808191,0.02526253,-0.02526254,1.58649839,-1.58649839,0.65649524,-0.65649526,0.22867058,-0.22867059
-5.39369685,2.86878085,-2.86878092,0.04379213,-0.04379215,0.23318630,-0.23318634,0.68614455,-0.68614452,0.59623988,-0.59623985,0.02436517,-0.02436518,1.58396924,-1.58396927,0.65583521,-0.65583526,0.22839545,-0.22839547
-5.38769385,2.85565214,-2.85565224,0.04208588,-0.04208590,0.23317508,-0.23317511,0.67933755,-0.67933753,0.59426298,-0.59426294,0.02339627,-0.02339628,1.57716508,-1.57716514,0.65283805,-0.65283812,0.22742059,-0.22742061
-5.38169085,2.83678572,-2.83678584,0.04023344,-0.04023345,0.23329318,-0.23329320,0.67173645,-0.67173643,0.59212428,-0.59212423,0.02236917,-0.02236918,1.56626181,-1.56626190,0.64754461,-0.64754470,0.22577276,-0.22577279
-5.37568784,2.81250372,-2.81250385,0.03826017,-0.03826019,0.23349417,-0.23349419,0.66348723,-0.66348721,0.58982547,-0.58982541,0.02129727,-0.02129728,1.55151335,-1.55151346,0.64003274,-0.64003286,0.22349094,-0.22349097
-5.36968484,2.78327524,-2.78327539,0.03619204,-0.03619206,0.23374811,-0.23374812,0.65476108,-0.65476106,0.58740151,-0.58740144,0.02019387,-0.02019388,1.53325042,-1.53325055,0.63041714,-0.63041728,0.22062592,-0.22062596
-5.36368184,2.74971454,-2.74971471,0.03405503,-0.03405505,0.23404415,-0.23404415,0.64575278,-0.64575276,0.58492299,-0.58492290,0.01907195,-0.01907195,1.51187628,-1.51187644,0.61884796,-0.61884812,0.21723959,-0.21723963
-5.35767884,2.71257162,-2.71257179,0.03187467,-0.03187468,0.23439175,-0.23439175,0.63667760,-0.63667758,0.58249597,-0.58249588,0.01794401,-0.01794402,1.48785925,-1.48785942,0.60550826,-0.60550845,0.21340360,-0.21340365
-5.35167584,2.67271512,-2.67271528,0.02967557,-0.02967558,0.23482056,-0.23482055,0.62776655,-0.62776652,0.58025938,-0.58025927,0.01682199,-0.01682200,1.46172199,-1.46172217,0.59061028,-0.59061047,0.20919779,-0.20919784
-5.34567284,2.63110797,-2.63110812,0.02748103,-0.02748105,0.23537877,-0.23537875,0.61926009,-0.61926005,0.57837975,-0.57837963,0.01571715,-0.01571715,1.43402792,-1.43402811,0.57439045,-0.57439066,0.20470800,-0.20470805
