energy_ev,total_up,Ag_p_up,Ag_d_up,N_s_up,N_p_up,Ru_p_up,Ru_d_up,Se_s_up,Se_p_up
-3.50275138,1.41159617,0.29554142,0.40155807,0.00235412,0.07126429,0.45489685,0.63560930,0.01265082,0.33389008
-3.49674837,1.39163726,0.28955589,0.39582924,0.00208818,0.06951352,0.46141165,0.62456833,0.01202731,0.33108081
-3.49074537,1.37221113,0.28347063,0.39015618,0.00183962,0.06772107,0.46825479,0.61366721,0.01141624,0.32876483
-3.48474237,1.35318433,0.27725122,0.38450956,0.00160956,0.06589345,0.47530985,0.60283345,0.01082028,0.32691334
-3.47873937,1.33437708,0.27085431,0.37884697,0.00139865,0.06403593,0.48244288,0.59198002,0.01024116,0.32547715
-3.47273637,1.31558028,0.26423190,0.37311745,0.00120711,0.06215299,0.48950831,0.58101341,0.00967971,0.32439066
-3.46673337,1.29657235,0.25733583,0.36726615,0.00103473,0.06024874,0.49635497,0.56984130,0.00913604,0.32357625
-3.46073037,1.27713507,0.25012233,0.36123880,0.00088101,0.05832735,0.50283168,0.55837933,0.00860978,0.32294849
-3.45472736,1.25706724,0.24255605,0.35498563,0.00074516,0.05639328,0.50879223,0.54655667,0.00810017,0.32241815
-3.44872436,1.23619565,0.23461359,0.34846468,0.00062619,0.05445156,0.51409940,0.53432012,0.00760632,0.32189572
-3.44272136,1.21438290,0.22628622,0.34164415,0.00052298,0.05250775,0.51862796,0.52163662,0.00712733,0.32129429
-3.43671836,1.19153182,0.21758164,0.33450387,0.00043429,0.05056799,0.52226654,0.50849421,0.00666244,0.32053173
-3.43071536,1.16758680,0.20852489,0.32703586,0.00035889,0.04863878,0.52491853,0.49490150,0.00621112,0.31953223
-3.42471236,1.14253227,0.19915821,0.31924398,0.00029553,0.04672679,0.52650202,0.48088597,0.00577316,0.31822717
-3.41870935,1.11638894,0.18954012,0.31114296,0.00024302,0.04483856,0.52694907,0.46649128,0.00534870,0.31655550
-3.41270635,1.08920851,0.17974381,0.30275689,0.00020026,0.04298019,0.52620454,0.45177396,0.00493825,0.31446371
-3.40670335,1.06106758,0.16985490,0.29411739,0.00016627,0.04115707,0.52422479,0.43679989,0.00454263,0.31190568
-3.40070035,1.03206152,0.15996896,0.28526175,0.00014019,0.03937359,0.52097641,0.42164084,0.00416298,0.30884239
-3.39469735,1.00229889,0.15018875,0.27623113,0.00012132,0.03763296,0.51643532,0.40637136,0.00380069,0.30524177
-3.38869435,0.97189714,0.14062161,0.26706910,0.00010915,0.03593710,0.51058638,0.39106633,0.00345731,0.30107885
-3.38269135,0.94097972,0.13137695,0.25782049,0.00010330,0.03428659,0.50342361,0.37579924,0.00313450,0.29633604
-3.37668834,0.90967496,0.12256405,0.24853081,0.00010361,0.03268077,0.49495099,0.36064137,0.00283398,0.29100388
-3.37068534,0.87811669,0.11429028,0.23924610,0.00011009,0.03111787,0.48518394,0.34566174,0.00255744,0.28508196
-3.36468234,0.84644625,0.10665973,0.23001323,0.00012290,0.02959524,0.47415112,0.33092791,0.00230651,0.27858016
-3.35867934,0.81481572,0.09977223,0.22088054,0.00014243,0.02810962,0.46189659,0.31650724,0.00208271,0.27151983
-3.35267634,0.78339168,0.09372274,0.21189871,0.00016921,0.02665746,0.44848195,0.30246868,0.00188742,0.26393510
-3.34667334,0.75235911,0.08860100,0.20312172,0.00020391,0.02523526,0.43398824,0.28888459,0.00172186,0.25587388
-3.34067034,0.72192469,0.08449136,0.19460765,0.00024738,0.02383986,0.41851735,0.27583245,0.00158708,0.24739849
-3.33466733,0.69231900,0.08147257,0.18641930,0.00030058,0.02246869,0.40219271,0.26339624,0.00148395,0.23858585
-3.32866433,0.66379710,0.07961758,0.17862437,0.00036455,0.02112003,0.38515908,0.25166720,0.00141318,0.22952701
-3.32266133,0.63663709,0.07899298,0.17129511,0.00044041,0.01979317,0.36758127,0.24074384,0.00137526,0.22032599
-3.31665833,0.61113644,0.07965826,0.16450744,0.00052930,0.01848845,0.34964184,0.23073098,0.00137051,0.21109790
-3.31065533,0.58760599,0.08166456,0.15833944,0.00063236,0.01720730,0.33153767,0.22173798,0.00139903,0.20196631
-3.30465233,0.56636176,0.08505312,0.15286919,0.00075065,0.01595218,0.31347557,0.21387589,0.00146073,0.19306008
-3.29864932,0.54771469,0.08985321,0.14817221,0.00088511,0.01472647,0.29566713,0.20725384,0.00155526,0.18450953
-3.29264632,0.53195901,0.09607984,0.14431835,0.00103650,0.01353426,0.27832294,0.20197474,0.00168199,0.17644232
-3.28664332,0.51935954,0.10373118,0.14136857,0.00120535,0.01238024,0.26164655,0.19813039,0.00184002,0.16897912
-3.28064032,0.51013865,0.11278591,0.13937147,0.00139188,0.01126936,0.24582833,0.19579645,0.00202808,0.16222929
-3.27463732,0.50446368,0.12320072,0.13836011,0.00159596,0.01020675,0.23103968,0.19502739,0.00224458,0.15628677
-3.26863432,0.50243545,0.13490811,0.13834900,0.00181703,0.00919741,0.21742774,0.19585179,0.00248751,0.15122643
-3.26263132,0.50407872,0.14781479,0.13933171,0.00205409,0.00824612,0.20511093,0.19826829,0.00275449,0.14710103
-3.25662831,0.50933509,0.16180084,0.14127910,0.00230565,0.00735729,0.19417556,0.20224246,0.00304276,0.14393899
-3.25062531,0.51805916,0.17671991,0.14413850,0.00256968,0.00653490,0.18467362,0.20770488,0.00334917,0.14174307
-3.24462231,0.53001814,0.19240058,0.14783378,0.00284369,0.00578249,0.17662187,0.21455059,0.00367031,0.14049012
-3.23861931,0.54489553,0.20864913,0.15226651,0.00312465,0.00510319,0.17000241,0.22264017,0.00400251,0.14013190
-3.23261631,0.56229874,0.22525362,0.15731822,0.00340911,0.00449987,0.16476451,0.23180243,0.00434199,0.14059697
-3.22661331,0.58177070,0.24198951,0.16285369,0.00369322,0.00397528,0.16082789,0.24183882,0.00468503,0.14179368
-3.22061031,0.60280539,0.25862654,0.16872529,0.00397281,0.00353229,0.15808710,0.25252949,0.00502808,0.14361409
-3.21460730,0.62486653,0.27493687,0.17477807,0.00424354,0.00317413,0.15641702,0.26364077,0.00536801,0.14593875
-3.20860430,0.64740919,0.29070421,0.18085567,0.00450094,0.00290472,0.15567921,0.27493409,0.00570228,0.14864217
-3.20260130,0.66990333,0.30573353,0.18680656,0.00474062,0.00272899,0.15572885,0.28617569,0.00602923,0.15159871
-3.19659830,0.69185845,0.31986108,0.19249063,0.00495836,0.00265318,0.15642212,0.29714718,0.00634827,0.15468878
-3.19059530,0.71284844,0.33296430,0.19778561,0.00515028,0.00268524,0.15762358,0.30765620,0.00666015,0.15780504
-3.18459230,0.73253543,0.34497103,0.20259325,0.00531297,0.00283510,0.15921349,0.31754695,0.00696716,0.16085838
-3.17858929,0.75069172,0.35586763,0.20684478,0.00544360,0.00311502,0.16109464,0.32671002,0.00727333,0.16378341
-3.17258629,0.76721870,0.36570550,0.21050556,0.00554008,0.00353977,0.16319847,0.33509118,0.00758458,0.16654321
-3.16658329,0.78216173,0.37460562,0.21357858,0.00560111,0.00412691,0.16549026,0.34269850,0.00790885,0.16913328
-3.16058029,0.79572020,0.38276055,0.21610657,0.00562629,0.00489683,0.16797319,0.34960762,0.00825609,0.17158421
-3.15457729,0.80825213,0.39043383,0.21817263,0.00561614,0.00587281,0.17069099,0.35596470,0.00863827,0.17396323
-3.14857429,0.82027259,0.39795631,0.21989932,0.00557208,0.00708091,0.17372915,0.36198679,0.00906923,0.17637429
-3.14257129,0.83244587,0.40571952,0.22144598,0.00549646,0.00854976,0.17721450,0.36795949,0.00956450,0.17895676
-3.13656828,0.84557115,0.41416598,0.22300455,0.00539250,0.01031019,0.18131311,0.37423178,0.01014098,0.18188259
-3.13056528,0.86056202,0.42377656,0.22479379,0.00526415,0.01239470,0.18622654,0.38120816,0.01081653,0.18535213
-3.12456228,0.87842012,0.43505536,0.22705210,0.00511606,0.01483681,0.19218644,0.38933802,0.01160954,0.18958848
-3.11855928,0.90020359,0.44851229,0.23002921,0.00495337,0.01767018,0.19944756,0.39910269,0.01253826,0.19483072
-3.11255628,0.92699126,0.46464407,0.23397693,0.00478164,0.02092759,0.20827942,0.41100044,0.01362024,0.20132598
-3.10655328,0.95984363,0.48391408,0.23913934,0.00460662,0.02463982,0.21895672,0.42552978,0.01487158,0.20932072
-3.10055028,0.99976178,0.50673199,0.24574265,0.00443412,0.02883434,0.23174886,0.44317169,0.01630619,0.21905145
-3.09454727,1.04764570,0.53343376,0.25398518,0.00426984,0.03353390,0.24690867,0.46437124,0.01793503,0.23073502
-3.08854427,1.10425343,0.56426294,0.26402789,0.00411920,0.03875511,0.26466099,0.48951925,0.01976536,0.24455903
-3.08254127,1.17016241,0.59935393,0.27598562,0.00398719,0.04450692,0.28519118,0.51893467,0.02180004,0.26067249
-3.07653827,1.24573469,0.63871819,0.28991964,0.00387825,0.05078924,0.30863414,0.55284817,0.02403690,0.27917716
-3.07053527,1.33108725,0.68223384,0.30583166,0.00379609,0.05759155,0.33506417,0.59138772,0.02646823,0.30011981
-3.06453227,1.42606880,0.72963954,0.32365967,0.00374369,0.06489178,0.36448616,0.63456666,0.02908039,0.32348585
-3.05852926,1.53024417,0.78053279,0.34327576,0.00372314,0.07265532,0.39682848,0.68227472,0.03185358,0.34919446
-3.05252626,1.64288728,0.83437334,0.36448621,0.00373560,0.08083440,0.43193792,0.73427256,0.03476188,0.37709565
-3.04652326,1.76298319,0.89049146,0.38703376,0.00378133,0.08936780,0.46957704,0.79019008,0.03777342,0.40696929
-3.04052026,1.88923976,0.94810125,0.41060224,0.00385962,0.09818093,0.50942426,0.84952874,0.04085078,0.43852637
-3.03451726,2.02010883,1.00631855,0.43482334,0.00396884,0.10718642,0.55107671,0.91166799,0.04395169,0.47141261
-3.02851426,2.15381665,1.06418301,0.45928540,0.00410651,0.11628508,0.59405610,0.97587577,0.04702986,0.50521427
-3.02251126,2.28840282,1.12068354,0.48354403,0.00426935,0.12536748,0.63781741,1.04132292,0.05003607,0.53946622
-3.01650825,2.42176683,1.17478640,0.50713411,0.00445337,0.13431583,0.68176042,1.10710111,0.05291938,0.57366213
-3.01050525,2.55172065,1.22546470,0.52958287,0.00465401,0.14300638,0.72524366,1.17224388,0.05562854,0.60726637
-3.00450225,2.67604600,1.27172844,0.55042355,0.00486627,0.15131214,0.76760042,1.23575011,0.05811339,0.63972746
-2.99849925,2.79255415,1.31265371,0.56920918,0.00508486,0.15910597,0.80815640,1.29660937,0.06032639,0.67049260
-2.99249625,2.89914649,1.34741008,0.58552599,0.00530438,0.16626379,0.84624828,1.35382812,0.06222404,0.69902273
-2.98649325,2.99387360,1.37528504,0.59900593,0.00551947,0.17266788,0.88124262,1.40645612,0.06376827,0.72480778
-2.98049025,3.07499085,1.39570450,0.60933785,0.00572503,0.17821029,0.91255438,1.45361211,0.06492766,0.74738150
-2.97448724,3.14100847,1.40824865,0.61627698,0.00591639,0.18279595,0.93966425,1.49450775,0.06567846,0.76633521
-2.96848424,3.19073445,1.41266259,0.61965231,0.00608950,0.18634563,0.96213426,1.52846926,0.06600541,0.78133021
-2.96248124,3.22330857,1.40886137,0.61937161,0.00624108,0.18879849,0.97962092,1.55495579,0.06590226,0.79210819
-2.95647824,3.23822655,1.39692943,0.61542400,0.00636883,0.19011416,0.99188541,1.57357398,0.06537202,0.79849932
-2.95047524,3.23535344,1.37711453,0.60788000,0.00647151,0.19027430,0.99880039,1.58408827,0.06442685,0.80042772
-2.94447224,3.21492602,1.34981664,0.59688904,0.00654912,0.18928348,1.00035322,1.58642655,0.06308776,0.79791404
-2.93846923,3.17754417,1.31557246,0.58267462,0.00660291,0.18716945,0.99664543,1.58068111,0.06138393,0.79107523
-2.93246623,3.12415176,1.27503620,0.56552748,0.00663549,0.18398272,0.98788853,1.56710475,0.05935185,0.78012129
-2.92646323,3.05600807,1.22895767,0.54579680,0.00665082,0.17979547,0.97439643,1.54610258,0.05703424,0.76534932
-2.92046023,2.97465080,1.17815863,0.52388017,0.00665417,0.17469986,0.95657474,1.51821957,0.05447876,0.74713508
-2.91445723,2.88185239,1.12350836,0.50021237,0.00665206,0.16880577,0.93490762,1.48412460,0.05173667,0.72592234
-2.90845423,2.77957123,1.06589939,0.47525369,0.00665213,0.16223805,0.90994256,1.44459164,0.04886145,0.70221054
-2.90245123,2.66989961,1.00622436,0.44947797,0.00666297,0.15513343,0.88227394,1.40047874,0.04590733,0.67654112
-2.89644822,2.55501035,0.94535474,0.42336090,0.00669394,0.14763713,0.85252598,1.35270572,0.04292794,0.64948309
-2.89044522,2.43710377,0.88412194,0.39736883,0.00675492,0.13989934,0.82133571,1.30223133,0.03997505,0.62161833
-2.88444222,2.31835674,0.82330138,0.37194852,0.00685599,0.13207162,0.78933673,1.25003061,0.03709739,0.59352707
-2.87843922,2.20087523,0.76359983,0.34751786,0.00700718,0.12430346,0.75714413,1.19707337,0.03433966,0.56577405
-2.87243622,2.08665157,0.70564597,0.32445795,0.00721812,0.11673895,0.72534123,1.14430420,0.03174171,0.53889574
-2.86643322,1.97752736,0.64998439,0.30310651,0.00749767,0.10951371,0.69446832,1.09262465,0.02933791,0.51338884
-2.86043022,1.87516269,0.59707262,0.28375279,0.00785363,0.10275221,0.66501372,1.04287798,0.02715666,0.48970054
-2.85442721,1.78101196,0.54728107,0.26663381,0.00829236,0.09656547,0.63740720,0.99583672,0.02522014,0.46822044
-2.84842421,1.69630653,0.50089557,0.25193206,0.00881845,0.09104913,0.61201586,0.95219311,0.02354423,0.44927450
-2.84242121,1.62204388,0.45812183,0.23977455,0.00943452,0.08628207,0.58914214,0.91255243,0.02213853,0.43312082
-2.83641821,1.55898318,0.41909176,0.23023306,0.01014086,0.08232541,0.56902396,0.87742914,0.02100660,0.41994740
-2.83041521,1.50764655,0.38387085,0.22332550,0.01093538,0.07922199,0.55183666,0.84724545,0.02014625,0.40987172
-2.82441221,1.46832562,0.35246642,0.21901833,0.01181338,0.07699629,0.53769634,0.82233218,0.01955001,0.40294205
-2.81840920,1.44109258,0.32483619,0.21722994,0.01276764,0.07565469,0.52666445,0.80293144,0.01920564,0.39914033
-2.81240620,1.42581515,0.30089696,0.21783473,0.01378838,0.07518618,0.51875321,0.78920076,0.01909673,0.39838655
-2.80640320,1.42217468,0.28053292,0.22066806,0.01486350,0.07556327,0.51393151,0.78121832,0.01920340,0.40054429
-2.80040020,1.42968684,0.26360350,0.22553172,0.01597878,0.07674334,0.51213115,0.77898886,0.01950295,0.40542741
-2.79439720,1.44772405,0.24995052,0.23219999,0.01711827,0.07867006,0.51325314,0.78244994,0.01997064,0.41280762
-2.78839420,1.47553926,0.23940443,0.24042609,0.01826471,0.08127513,0.51717378,0.79147834,0.02058047,0.42242271
-2.78239120,1.51229028,0.23178970,0.24994900,0.01940003,0.08448009,0.52375051,0.80589615,0.02130592,0.43398532
-2.77638819,1.55706434,0.22692919,0.26050048,0.02050595,0.08819831,0.53282735,0.82547663,0.02212073,0.44719196
-2.77038519,1.60890209,0.22464762,0.27181210,0.02156457,0.09233699,0.54423974,0.84994946,0.02299960,0.46173210
-2.76438219,1.66682071,0.22477407,0.28362225,0.02255900,0.09679927,0.55781892,0.87900544,0.02391898,0.47729714
-2.75837919,1.72983562,0.22714367,0.29568280,0.02347399,0.10148626,0.57339562,0.91230060,0.02485760,0.49358892
-2.75237619,1.79698021,0.23159853,0.30776540,0.02429648,0.10629909,0.59080300,0.94945959,0.02579710,0.51032766
-2.74637319,1.86732332,0.23798803,0.31966707,0.02501613,0.11114089,0.60987903,0.99007862,0.02672250,0.52725903
-2.74037019,1.93998392,0.24616860,0.33121500,0.02562574,0.11591865,0.63046796,1.03372773,0.02762252,0.54416014
-2.73436718,2.01414283,0.25600307,0.34227036,0.02612155,0.12054494,0.65242105,1.07995282,0.02848984,0.56084430
-2.72836418,2.08905120,0.26735983,0.35273096,0.02650343,0.12493949,0.67559659,1.12827724,0.02932115,0.57716428
-2.72236118,2.16403550,0.28011176,0.36253259,0.02677489,0.12903060,0.69985907,1.17820329,0.03011716,0.59301415
-2.71635818,2.23849928,0.29413519,0.37164914,0.02694301,0.13275629,0.72507758,1.22921376,0.03088231,0.60832938
-2.71035518,2.31192151,0.30930888,0.38009121,0.02701815,0.13606524,0.75112367,1.28077355,0.03162449,0.62308538
-2.70435218,2.38385198,0.32551311,0.38790345,0.02701358,0.13891753,0.77786858,1.33233168,0.03235448,0.63729450
-2.69834917,2.45390402,0.34262899,0.39516061,0.02694495,0.14128506,0.80518003,1.38332378,0.03308537,0.65100148
-2.69234617,2.52174507,0.36053785,0.40196247,0.02682967,0.14315174,0.83291891,1.43317522,0.03383180,0.66427767
-2.68634317,2.58708566,0.37912093,0.40842774,0.02668624,0.14451339,0.86093590,1.48130505,0.03460917,0.67721420
-2.68034017,2.64966746,0.39825908,0.41468730,0.02653347,0.14537742,0.88906835,1.52713081,0.03543275,0.68991432
-2.67433717,2.70925107,0.41783267,0.42087694,0.02638976,0.14576218,0.91713764,1.57007430,0.03631682,0.70248526
-2.66833417,2.76560431,0.43772146,0.42712987,0.02627236,0.14569611,0.94494738,1.60956832,0.03727376,0.71503001
-2.66233117,2.81849155,0.45780446,0.43356943,0.02619663,0.14521662,0.97228242,1.64506438,0.03831327,0.72763921
-2.65632816,2.86766479,0.47795973,0.44030209,0.02617546,0.14436881,0.99890914,1.67604120,0.03944158,0.74038366
-2.65032516,2.91285696,0.49806402,0.44741118,0.02621874,0.14320388,1.02457697,1.70201391,0.04066085,0.75330763
-2.64432216,2.95377781,0.51799232,0.45495162,0.02633293,0.14177753,1.04902126,1.72254366,0.04196869,0.76642332
-2.63831916,2.99011263,0.53761724,0.46294568,0.02652082,0.14014812,1.07196743,1.73724744,0.04335781,0.77970675
-2.63231616,3.02152400,0.55680839,0.47138023,0.02678138,0.13837483,1.09313644,1.74580769,0.04481596,0.79309518
-2.62631316,3.04765637,0.57543163,0.48020530,0.02710981,0.13651575,1.11225122,1.74798137,0.04632594,0.80648623
-2.62031016,3.06814349,0.59334856,0.48933431,0.02749764,0.13462606,1.12904390,1.74360809,0.04786593,0.81973880
-2.61430715,3.08261811,0.61041615,0.49864567,0.02793311,0.13275620,1.14326356,1.73261695,0.04940992,0.83267571
-2.60830415,3.09072373,0.62648677,0.50798597,0.02840151,0.13095034,1.15468399,1.71503165,0.05092843,0.84508798
-2.60230115,3.09212770,0.64140868,0.51717448,0.02888578,0.12924493,1.16311125,1.69097363,0.05238929,0.85674064
-2.59629815,3.08653512,0.65502717,0.52600875,0.02936706,0.12766759,1.16839048,1.66066282,0.05375864,0.86737982
-2.59029515,3.07370283,0.66718634,0.53427122,0.02982539,0.12623631,1.17041163,1.62441604,0.05500196,0.87674082
-2.58429215,3.05345282,0.67773162,0.54173654,0.03024041,0.12495896,1.16911382,1.58264271,0.05608525,0.88455690
-2.57828914,3.02568446,0.68651303,0.54817914,0.03059208,0.12383328,1.16448802,1.53583804,0.05697612,0.89056832
-2.57228614,2.99038474,0.69338906,0.55338106,0.03086134,0.12284714,1.15657784,1.48457371,0.05764495,0.89453150
-2.56628314,2.94763621,0.69823104,0.55713940,0.03103080,0.12197928,1.14547848,1.42948633,0.05806588,0.89622755
-2.56028014,2.89762205,0.70092788,0.55927335,0.03108529,0.12120032,1.13133363,1.37126388,0.05821775,0.89547023
-2.55427714,2.84062792,0.70139089,0.55963037,0.03101239,0.12047421,1.11433073,1.31063073,0.05808485,0.89211269
-2.54827414,2.77704054,0.69955843,0.55809135,0.03080276,0.11975977,1.09469449,1.24833142,0.05765749,0.88605293
-2.54227114,2.70734285,0.69540015,0.55457456,0.03045048,0.11901260,1.07267933,1.18511403,0.05693233,0.87723760
-2.53626813,2.63210591,0.68892044,0.54903827,0.02995315,0.11818697,1.04856078,1.12171350,0.05591257,0.86566419
-2.53026513,2.55197788,0.68016102,0.54148186,0.02931196,0.11723779,1.02262650,1.05883548,0.05460775,0.85138135
-2.52426213,2.46767033,0.66920227,0.53194562,0.02853155,0.11612248,0.99516722,0.99714125,0.05303352,0.83448752
-2.51825913,2.37994253,0.65616328,0.52050906,0.02761985,0.11480275,0.96646817,0.93723431,0.05121108,0.81512787
-2.51225613,2.28958434,0.64120046,0.50728801,0.02658772,0.11324610,0.93680121,0.87964881,0.04916645,0.79348977
-2.50625313,2.19739818,0.62450476,0.49243059,0.02544863,0.11142710,0.90641817,0.82484044,0.04692966,0.76979697
-2.50025013,2.10418106,0.60629757,0.47611227,0.02421811,0.10932826,0.87554565,0.77317981,0.04453380,0.74430292
-2.49424712,2.01070713,0.58682548,0.45853028,0.02291331,0.10694059,0.84438139,0.72494859,0.04201398,0.71728329
-2.48824412,1.91771157,0.56635401,0.43989756,0.02155247,0.10426382,0.81309237,0.68033835,0.03940635,0.68902830
-2.48224112,1.82587636,0.54516078,0.42043656,0.02015436,0.10130617,0.78181458,0.63945213,0.03674703,0.65983504
-2.47623812,1.73581833,0.52352829,0.40037316,0.01873777,0.09808386,0.75065444,0.60230855,0.03407124,0.63000002
-2.47023512,1.64808013,0.50173672,0.37993085,0.01732107,0.09462032,0.71969155,0.56884810,0.03141239,0.59981248
-2.46423212,1.56312407,0.48005702,0.35932544,0.01592176,0.09094512,0.68898269,0.53894151,0.02880140,0.56954838
-2.45822911,1.48132910,0.45874474,0.33876050,0.01455610,0.08709274,0.65856655,0.51239964,0.02626609,0.53946547
-2.45222611,1.40299090,0.43803462,0.31842351,0.01323880,0.08310129,0.62846904,0.48898453,0.02383072,0.50979944
-2.44622311,1.32832478,0.41813635,0.29848299,0.01198286,0.07901109,0.59870871,0.46842122,0.02151578,0.48076124
-2.44022011,1.25747110,0.39923157,0.27908643,0.01079936,0.07486336,0.56930196,0.45040984,0.01933776,0.45253545
-2.43421711,1.19050289,0.38147206,0.26035920,0.00969741,0.07069895,0.54026783,0.43463754,0.01730924,0.42527983
-2.42821411,1.12743499,0.36497921,0.24240424,0.00868413,0.06655724,0.51163192,0.42078987,0.01543896,0.39912561
-2.42221111,1.06823417,0.34984456,0.22530250,0.00776469,0.06247514,0.48342947,0.40856120,0.01373205,0.37417876
-2.41620810,1.01282976,0.33613133,0.20911404,0.00694238,0.05848634,0.45570724,0.39766394,0.01219039,0.35052161
-2.41020510,0.96112398,0.32387661,0.19387956,0.00621878,0.05462073,0.42852433,0.38783612,0.01081290,0.32821504
-2.40420210,0.91300155,0.31309405,0.17962239,0.00559385,0.05090403,0.40195182,0.37884732,0.00959598,0.30730069
-2.39819910,0.86833804,0.30377670,0.16635055,0.00506611,0.04735761,0.37607138,0.37050270,0.00853394,0.28780335
-2.39219610,0.82700663,0.29589987,0.15405904,0.00463281,0.04399842,0.35097293,0.36264514,0.00761934,0.26973305
-2.38619310,0.78888290,0.28942363,0.14273199,0.00429008,0.04083915,0.32675161,0.35515545,0.00684345,0.25308693
-2.38019010,0.75384765,0.28429492,0.13234467,0.00403311,0.03788842,0.30350418,0.34795084,0.00619655,0.23785086
-2.37418709,0.72178758,0.28044905,0.12286537,0.00385624,0.03515109,0.28132512,0.34098176,0.00566826,0.22400050
-2.36818409,0.69259421,0.27781071,0.11425692,0.00375315,0.03262855,0.26030275,0.33422739,0.00524781,0.21150214
-2.36218109,0.66616104,0.27629425,0.10647797,0.00371694,0.03031917,0.24051540,0.32769003,0.00492428,0.20031308
-2.35617809,0.64237956,0.27580362,0.09948402,0.00374026,0.02821858,0.22202809,0.32138885,0.00468671,0.19038182
-2.35017509,0.62113442,0.27623193,0.09322811,0.00381539,0.02632007,0.20488962,0.31535317,0.00452432,0.18164803
-2.34417209,0.60229835,0.27746089,0.08766139,0.00393436,0.02461489,0.18913049,0.30961582,0.00442657,0.17404248
-2.33816908,0.58572734,0.27936029,0.08273340,0.00408901,0.02309258,0.17476149,0.30420692,0.00438324,0.16748703
-2.33216608,0.57125654,0.28178792,0.07839241,0.00427111,0.02174120,0.16177322,0.29914829,0.00438450,0.16189480
-2.32616308,0.55869747,0.28458982,0.07458557,0.00447248,0.02054765,0.15013641,0.29444897,0.00442096,0.15717059
-2.32016008,0.54783673,0.28760138,0.07125916,0.00468504,0.01949784,0.13980309,0.29010193,0.00448369,0.15321172
-2.31415708,0.53843660,0.29064911,0.06835885,0.00490100,0.01857699,0.13070851,0.28608219,0.00456427,0.14990918
-2.30815408,0.53023761,0.29355331,0.06583012,0.00511289,0.01776980,0.12277369,0.28234646,0.00465483,0.14714931
-2.30215108,0.52296305,0.29613154,0.06361876,0.00531377,0.01706074,0.11590854,0.27883418,0.00474810,0.14481578
-2.29614807,0.51632529,0.29820287,0.06167151,0.00549730,0.01643430,0.11001530,0.27547001,0.00483744,0.14279205
-2.29014507,0.51003360,0.29959260,0.05993678,0.00565787,0.01587523,0.10499229,0.27216744,0.00491691,0.14096395
-2.28414207,0.50380310,0.30013737,0.05836553,0.00579070,0.01536882,0.10073760,0.26883338,0.00498131,0.13922256
-2.27813907,0.49736432,0.29969045,0.05691211,0.00589197,0.01490119,0.09715283,0.26537343,0.00502621,0.13746700
-2.27213607,0.49047292,0.29812666,0.05553523,0.00595883,0.01445956,0.09414644,0.26169741,0.00504805,0.13560727
-2.26613307,0.48291889,0.29534699,0.05419871,0.00598952,0.01403250,0.09163682,0.25772496,0.00504409,0.13356669
-2.26013007,0.47453487,0.29128235,0.05287230,0.00598333,0.01361018,0.08955481,0.25339072,0.00501249,0.13128408
-2.25412706,0.46520301,0.28589648,0.05153229,0.00594061,0.01318458,0.08784568,0.24864893,0.00495228,0.12871541
-2.24812406,0.45485996,0.27918761,0.05016185,0.00586273,0.01274969,0.08647045,0.24347708,0.00486336,0.12583499
-2.24212106,0.44349994,0.27118897,0.04875133,0.00575202,0.01230159,0.08540651,0.23787852,0.00474645,0.12263590
-2.23611806,0.43117543,0.26196803,0.04729814,0.00561162,0.01183859,0.08464772,0.23188385,0.00460300,0.11912993
-2.23011506,0.41799583,0.25162446,0.04580656,0.00544539,0.01136125,0.08420368,0.22555107,0.00443518,0.11534684
-2.22411206,0.40412392,0.24028703,0.04428720,0.00525776,0.01087237,0.08409866,0.21896457,0.00424575,0.11133311
-2.21810905,0.38977065,0.22810961,0.04275633,0.00505352,0.01037696,0.08436994,0.21223308,0.00403796,0.10715018
-2.21210605,0.37518836,0.21526640,0.04123502,0.00483769,0.00988217,0.08506586,0.20548669,0.00381543,0.10287238
-2.20610305,0.36066321,0.20194679,0.03974821,0.00461535,0.00939721,0.08624368,0.19887326,0.00358207,0.09858454
-2.20010005,0.34650690,0.18835000,0.03832363,0.00439143,0.00893322,0.08796731,0.19255457,0.00334195,0.09437963
-2.19409705,0.33304865,0.17467987,0.03699083,0.00417059,0.00850318,0.09030522,0.18670224,0.00309920,0.09035629
-2.18809405,0.32062753,0.16114001,0.03578019,0.00395707,0.00812179,0.09332843,0.18149405,0.00285793,0.08661662
-2.18209105,0.30958582,0.14792948,0.03472201,0.00375458,0.00780542,0.09710891,0.17711064,0.00262215,0.08326418
-2.17608804,0.30026372,0.13523929,0.03384581,0.00356624,0.00757198,0.10171841,0.17373295,0.00239570,0.08040236
-2.17008504,0.29299556,0.12324975,0.03317976,0.00339448,0.00744088,0.10722764,0.17154060,0.00218225,0.07813320
-2.16408204,0.28810779,0.11212868,0.03275033,0.00324105,0.00743299,0.11370612,0.17071112,0.00198524,0.07655653
-2.15807904,0.28591867,0.10203066,0.03258210,0.00310704,0.00757055,0.12122239,0.17142028,0.00180793,0.07576965
-2.15207604,0.28673946,0.09309701,0.03269785,0.00299288,0.00787715,0.12984468,0.17384324,0.00165336,0.07586733
-2.14607304,0.29087706,0.08545661,0.03311872,0.00289843,0.00837765,0.13964192,0.17815652,0.00152443,0.07694214
-2.14007004,0.29863745,0.07922727,0.03386460,0.00282308,0.00909803,0.15068494,0.18454049,0.00142393,0.07908494
