energy_ev,total_up,C_s_up,C_p_up,Mo_p_up,Mo_d_up,S_s_up,S_p_up,Ti_p_up,Ti_d_up
-5.53776888,0.80184122,0.01818421,0.01462043,0.30369578,0.12015688,0.00371469,0.54329615,0.26754008,0.09551213
-5.53176588,0.74692458,0.01697985,0.01404656,0.28270200,0.11245824,0.00344563,0.50502783,0.24564445,0.08976771
-5.52576288,0.69587869,0.01580349,0.01350126,0.26278154,0.10545301,0.00319122,0.46940416,0.22514267,0.08440057
-5.51975988,0.64905903,0.01466339,0.01299078,0.24403863,0.09920422,0.00295329,0.43665815,0.20610384,0.07946720
-5.51375688,0.60681071,0.01356764,0.01252376,0.22657856,0.09377583,0.00273345,0.40701248,0.18858833,0.07502374
-5.50775388,0.56946669,0.01252404,0.01211077,0.21050618,0.08923214,0.00253309,0.38067944,0.17264957,0.07112530
-5.50175088,0.53734532,0.01154000,0.01176372,0.19592440,0.08563713,0.00235343,0.35786034,0.15833574,0.06782520
-5.49574787,0.51074734,0.01062236,0.01149548,0.18293247,0.08305370,0.00219543,0.33874441,0.14569107,0.06517417
-5.48974487,0.48995221,0.00977731,0.01131949,0.17162442,0.08154295,0.00205988,0.32350723,0.13475685,0.06321945
-5.48374187,0.47521422,0.00901030,0.01124943,0.16208752,0.08116339,0.00194734,0.31230865,0.12557217,0.06200391
-5.47773887,0.46675828,0.00832589,0.01129904,0.15440098,0.08197015,0.00185819,0.30529055,0.11817422,0.06156519
-5.47173587,0.46477592,0.00772769,0.01148203,0.14863502,0.08401435,0.00179260,0.30257430,0.11259841,0.06193484
-5.46573287,0.46942152,0.00721833,0.01181214,0.14485034,0.08734248,0.00175056,0.30425822,0.10887808,0.06313754
-5.45972986,0.48080907,0.00679938,0.01230332,0.14309811,0.09199596,0.00173191,0.31041507,0.10704405,0.06519053
-5.45372686,0.49900972,0.00647131,0.01297016,0.14342057,0.09801089,0.00173633,0.32108971,0.10712381,0.06810297
-5.44772386,0.52405013,0.00623355,0.01382834,0.14585224,0.10541809,0.00176339,0.33629696,0.10914055,0.07187566
-5.44172086,0.55591188,0.00608445,0.01489542,0.15042183,0.11424322,0.00181258,0.35601977,0.11311193,0.07650077
-5.43571786,0.59453188,0.00602131,0.01619171,0.15715485,0.12450737,0.00188339,0.38020762,0.11904853,0.08196178
-5.42971486,0.63980377,0.00604047,0.01774132,0.16607685,0.13622775,0.00197528,0.40877525,0.12695225,0.08823360
-5.42371186,0.69158036,0.00613732,0.01957340,0.17721730,0.14941870,0.00208781,0.44160166,0.13681438,0.09528283
-5.41770885,0.74967683,0.00630639,0.02172351,0.19061400,0.16409287,0.00222069,0.47852932,0.14861354,0.10306811
-5.41170585,0.81387470,0.00654143,0.02423502,0.20631793,0.18026260,0.00237378,0.51936367,0.16231357,0.11154065
-5.40570285,0.88392630,0.00683549,0.02716062,0.22439839,0.19794138,0.00254724,0.56387267,0.17786133,0.12064479
-5.39969985,0.95955949,0.00718100,0.03056377,0.24494819,0.21714531,0.00274149,0.61178672,0.19518451,0.13031867
-5.39369685,1.04048247,0.00756990,0.03452006,0.26808875,0.23789447,0.00295734,0.66279864,0.21418971,0.14049495
-5.38769385,1.12638845,0.00799375,0.03911832,0.29397477,0.26021416,0.00319596,0.71656394,0.23476071,0.15110145
-5.38169085,1.21695981,0.00844383,0.04446149,0.32279814,0.28413577,0.00345892,0.77270140,0.25675710,0.16206190
-5.37568784,1.31187173,0.00891127,0.05066704,0.35479074,0.30969724,0.00374823,0.83079403,0.28001358,0.17329663
-5.36968484,1.41079488,0.00938720,0.05786677,0.39022585,0.33694299,0.00406624,0.89039051,0.30433977,0.18472320
-5.36368184,1.51339710,0.00986287,0.06620603,0.42941754,0.36592313,0.00441569,0.95100727,0.32952084,0.19625704
-5.35767884,1.61934393,0.01032984,0.07584208,0.47271790,0.39669197,0.00479957,1.01213128,0.35531901,0.20781206
-5.35167584,1.72829779,0.01078005,0.08694162,0.52051149,0.42930559,0.00522107,1.07322370,0.38147583,0.21930122
-5.34567284,1.83991586,0.01120605,0.09967725,0.57320686,0.46381858,0.00568346,1.13372450,0.40771545,0.23063711
-5.33966983,1.95384658,0.01160106,0.11422303,0.63122491,0.50027976,0.00618996,1.19305805,0.43374871,0.24173258
-5.33366683,2.06972495,0.01195913,0.13074892,0.69498384,0.53872706,0.00674360,1.25063978,0.45927800,0.25250135
-5.32766383,2.18716659,0.01227525,0.14941441,0.76488093,0.57918155,0.00734704,1.30588387,0.48400278,0.26285874
-5.32166083,2.30576108,0.01254541,0.17036117,0.84127123,0.62164083,0.00800244,1.35821182,0.50762561,0.27272243
-5.31565783,2.42506459,0.01276666,0.19370517,0.92444383,0.66607189,0.00871128,1.40706186,0.52985842,0.28201332
-5.30965483,2.54459243,0.01293716,0.21952837,1.01459614,0.71240382,0.00947418,1.45189899,0.55042891,0.29065653
-5.30365183,2.66381190,0.01305611,0.24787029,1.11180737,0.76052065,0.01029083,1.49222537,0.56908681,0.29858245
-5.29764882,2.78213605,0.01312379,0.27871996,1.21601217,0.81025470,0.01115982,1.52759077,0.58560970,0.30572789
-5.29164582,2.89891893,0.01314141,0.31200853,1.32697585,0.86138089,0.01207856,1.55760284,0.59980828,0.31203732
-5.28564282,3.01345294,0.01311103,0.34760302,1.44427257,0.91361243,0.01304324,1.58193683,0.61153085,0.31746413
-5.27963982,3.12496894,0.01303546,0.38530170,1.56726808,0.96659835,0.01404885,1.60034432,0.62066687,0.32197193
-5.27363682,3.23263970,0.01291805,0.42483144,1.69510843,1.01992323,0.01508914,1.61266089,0.62714944,0.32553572
-5.26763382,3.33558695,0.01276257,0.46584748,1.82671615,1.07310957,0.01615675,1.61881213,0.63095668,0.32814307
-5.26163082,3.43289268,0.01257303,0.50793579,1.96079481,1.12562292,0.01724329,1.61881788,0.63211195,0.32979506
-5.25562781,3.52361443,0.01235352,0.55061835,2.09584302,1.17687999,0.01833951,1.61279457,0.63068302,0.33050706
-5.24962481,3.60680468,0.01210805,0.59336130,2.23017819,1.22625974,0.01943544,1.60095522,0.62678011,0.33030918
-5.24362181,3.68153392,0.01184043,0.63558589,2.36196994,1.27311715,0.02052063,1.58360733,0.62055307,0.32924646
-5.23761881,3.74691661,0.01155414,0.67668202,2.48928264,1.31679954,0.02158433,1.56114833,0.61218764,0.32737857
-5.23161581,3.80213940,0.01125229,0.71602399,2.61012594,1.35666469,0.02261575,1.53405886,0.60190116,0.32477924
-5.22561281,3.84649015,0.01093753,0.75298783,2.72251161,1.39210033,0.02360424,1.50289382,0.58993767,0.32153512
-5.21960980,3.87938672,0.01061207,0.78696977,2.82451463,1.42254408,0.02453950,1.46827147,0.57656264,0.31774426
-5.21360680,3.90040398,0.01027765,0.81740488,2.91433604,1.44750307,0.02541182,1.43086071,0.56205758,0.31351415
-5.20760380,3.90929767,0.00993564,0.84378530,2.99036491,1.46657227,0.02621215,1.39136701,0.54671448,0.30895939
-5.20160080,3.90602364,0.00958703,0.86567711,3.05123655,1.47945075,0.02693235,1.35051719,0.53083034,0.30419893
-5.19559780,3.89075146,0.00923257,0.88273520,3.09588430,1.48595495,0.02756519,1.30904349,0.51470186,0.29935320
-5.18959480,3.86387125,0.00887282,0.89471544,3.12358245,1.48602839,0.02810452,1.26766751,0.49862043,0.29454089
-5.18359180,3.82599319,0.00850824,0.90148354,3.13397807,1.47974716,0.02854524,1.22708427,0.48286739,0.28987586
-5.17758879,3.77793955,0.00813930,0.90302029,3.12711030,1.46732096,0.02888338,1.18794711,0.46770986,0.28546395
-5.17158579,3.72072915,0.00776651,0.89942287,3.10341609,1.44908958,0.02911609,1.15085371,0.45339688,0.28140012
-5.16558279,3.65555511,0.00739054,0.89090232,3.06372202,1.42551482,0.02924162,1.11633389,0.44015630,0.27776582
-5.15957979,3.58375667,0.00701219,0.87777719,3.00922275,1.39716846,0.02925933,1.08483935,0.42819210,0.27462687
-5.15357679,3.50678629,0.00663249,0.86046380,2.94144701,1.36471652,0.02916962,1.05673604,0.41768247,0.27203184
-5.14757379,3.42617368,0.00625267,0.83946355,2.86221286,1.32890081,0.02897398,1.03229910,0.40877849,0.27001105
-5.14157079,3.34348837,0.00587415,0.81534796,2.77357438,1.29051843,0.02867490,1.01171078,0.40160351,0.26857635
-5.13556778,3.26030233,0.00549853,0.78874203,2.67776208,1.25040022,0.02827587,0.99506127,0.39625317,0.26772148
-5.12956478,3.17815445,0.00512752,0.76030674,2.57711987,1.20938905,0.02778138,0.98235245,0.39279610,0.26742327
-5.12356178,3.09851814,0.00476294,0.73072133,2.47404115,1.16831881,0.02719688,0.97350438,0.39127511,0.26764336
-5.11755878,3.02277322,0.00440663,0.70066617,2.37090649,1.12799497,0.02652875,0.96836408,0.39170900,0.26833064
-5.11155578,2.95218293,0.00406041,0.67080665,2.27002524,1.08917719,0.02578427,0.96671647,0.39409462,0.26942406
-5.10555278,2.88787642,0.00372601,0.64177865,2.17358286,1.05256464,0.02497155,0.96829661,0.39840926,0.27085580
-5.09954977,2.83083681,0.00340505,0.61417609,2.08359545,1.01878418,0.02409948,0.97280293,0.40461319,0.27255465
-5.09354677,2.78189452,0.00309899,0.58854045,2.00187221,0.98838169,0.02317760,0.97991078,0.41265200,0.27444936
-5.08754377,2.74172524,0.00280907,0.56535272,1.92998645,0.96181622,0.02221604,0.98928551,0.42245894,0.27647192
-5.08154077,2.71085168,0.00253633,0.54502747,1.86925493,0.93945710,0.02122531,1.00059469,0.43395675,0.27856040
-5.07553777,2.68964819,0.00228156,0.52790907,1.82072504,0.92158341,0.02021619,1.01351890,0.44705913,0.28066150
-5.06953477,2.67834716,0.00204532,0.51426978,1.78516920,0.90838556,0.01919951,1.02776051,0.46167159,0.28273243
-5.06353177,2.67704620,0.00182793,0.50430937,1.76308535,0.89996842,0.01818599,1.04305033,0.47769179,0.28474224
-5.05752876,2.68571529,0.00162949,0.49815614,1.75470254,0.89635574,0.01718602,1.05915185,0.49500923,0.28667237
-5.05152576,2.70420331,0.00144992,0.49586894,1.75999050,0.89749526,0.01620945,1.07586298,0.51350446,0.28851663
-5.04552276,2.73224344,0.00128895,0.49743990,1.77867222,0.90326421,0.01526545,1.09301563,0.53304793,0.29028046
-5.03951976,2.76945734,0.00114617,0.50279776,1.81023873,0.91347506,0.01436227,1.11047306,0.55349858,0.29197962
-5.03351676,2.81535834,0.00102106,0.51181152,1.85396558,0.92788112,0.01350715,1.12812576,0.57470242,0.29363837
-5.02751376,2.86935398,0.00091303,0.52429445,1.90893049,0.94618207,0.01270617,1.14588592,0.59649133,0.29528739
-5.02151076,2.93074846,0.00082144,0.54000827,1.97403222,0.96802941,0.01196421,1.16368133,0.61868240,0.29696134
-5.01550775,2.99874576,0.00074565,0.55866760,2.04801058,0.99303172,0.01128484,1.18144911,0.64107787,0.29869642
-5.00950475,3.07245419,0.00068504,0.57994483,2.12946801,1.02076009,0.01067038,1.19912973,0.66346607,0.30052795
-5.00350175,3.15089311,0.00063906,0.60347527,2.21689280,1.05075367,0.01012192,1.21666189,0.68562336,0.30248816
-4.99749875,3.23300241,0.00060723,0.62886290,2.30868446,1.08252562,0.00963935,1.23397859,0.70731726,0.30460416
-4.99149575,3.31765520,0.00058920,0.65568669,2.40318133,1.11556941,0.00922152,1.25100454,0.72831080,0.30689643
-4.98549275,3.40367395,0.00058474,0.68350756,2.49869065,1.14936575,0.00886631,1.26765528,0.74836788,0.30937754
-4.97948974,3.48984998,0.00059379,0.71187605,2.59352090,1.18339004,0.00857081,1.28383772,0.76725963,0.31205148
-4.97348674,3.57496594,0.00061647,0.74034049,2.68601606,1.21712035,0.00833146,1.29945214,0.78477148,0.31491329
-4.96748374,3.65782073,0.00065306,0.76845580,2.77459119,1.25004583,0.00814421,1.31439544,0.80071056,0.31794918
-4.96148074,3.73725588,0.00070404,0.79579252,2.85776846,1.28167534,0.00800469,1.32856516,0.81491319,0.32113694
-4.95547774,3.81218251,0.00077008,0.82194600,2.93421242,1.31154613,0.00790836,1.34186403,0.82725186,0.32444672
-4.94947474,3.88160753,0.00085201,0.84654530,3.00276332,1.33923230,0.00785064,1.35420450,0.83764156,0.32784201
-4.94347174,3.94465796,0.00095085,0.86926164,3.06246700,1.36435265,0.00782702,1.36551298,0.84604472,0.33128073
-4.93746873,4.00060217,0.00106772,0.88981593,3.11259991,1.38657781,0.00783322,1.37573335,0.85247476,0.33471647
-4.93146573,4.04886688,0.00120387,0.90798504,3.15268786,1.40563611,0.00786519,1.38482943,0.85699765,0.33809977
-4.92546273,4.08904909,0.00136058,0.92360659,3.18251741,1.42131814,0.00791925,1.39278617,0.85973149,0.34137927
-4.91945973,4.12092223,0.00153914,0.93658186,3.20213881,1.43347972,0.00799208,1.39960956,0.86084384,0.34450296
-4.91345673,4.14443607,0.00174078,0.94687667,3.21185994,1.44204304,0.00808076,1.40532513,0.86054702,0.34741915
-4.90745373,4.15971033,0.00196659,0.95452011,3.21223106,1.44699603,0.00818278,1.40997515,0.85909120,0.35007752
-4.90145073,4.16702228,0.00221745,0.95960103,3.20402064,1.44838981,0.00829603,1.41361474,0.85675581,0.35242988
-4.89544772,4.16678862,0.00249393,0.96226248,3.18818276,1.44633438,0.00841877,1.41630719,0.85383940,0.35443095
-4.88944472,4.15954260,0.00279623,0.96269413,3.16581750,1.44099269,0.00854964,1.41811861,0.85064840,0.35603895
-4.88344172,4.14590742,0.00312407,0.96112304,3.13812557,1.43257328,0.00868757,1.41911249,0.84748530,0.35721609
-4.87743872,4.12656686,0.00347664,0.95780318,3.10635912,1.42132179,0.00883182,1.41934431,0.84463669,0.35792896
-4.87143572,4.10223478,0.00385248,0.95300408,3.07177088,1.40751166,0.00898192,1.41885663,0.84236175,0.35814886
-4.86543272,4.07362463,0.00424949,0.94699912,3.03556371,1.39143445,0.00913762,1.41767500,0.84088163,0.35785196
-4.85942971,4.04142042,0.00466484,0.94005399,2.99884290,1.37339005,0.00929890,1.41580472,0.84037028,0.35701947
-4.85342671,4.00625049,0.00509496,0.93241593,2.96257325,1.35367735,0.00946594,1.41322890,0.84094701,0.35563764
-4.84742371,3.96866507,0.00553559,0.92430407,2.92754300,1.33258557,0.00963909,1.40990775,0.84267130,0.35369776
-4.84142071,3.92911881,0.00598176,0.91590149,2.89433601,1.31038665,0.00981887,1.40577920,0.84553999,0.35119605
-4.83541771,3.88795872,0.00642788,0.90734929,2.86331357,1.28732907,0.01000594,1.40076084,0.84948691,0.34813352
-4.82941471,3.84541825,0.00686787,0.89874283,2.83460651,1.26363318,0.01020108,1.39475306,0.85438524,0.34451578
-4.82341171,3.80161734,0.00729523,0.89013049,2.80811775,1.23948819,0.01040515,1.38764321,0.86005216,0.34035280
-4.81740870,3.75656853,0.00770321,0.88151477,2.78353521,1.21505102,0.01061910,1.37931075,0.86625588,0.33565874
-4.81140570,3.71018850,0.00808502,0.87285571,2.76035407,1.19044670,0.01084389,1.36963286,0.87272462,0.33045167
-4.80540270,3.66231428,0.00843397,0.86407638,2.73790730,1.16577043,0.01108046,1.35849053,0.87915707,0.32475339
-4.79939970,3.61272329,0.00874368,0.85507005,2.71540281,1.14109088,0.01132964,1.34577466,0.88523407,0.31858926
-4.79339670,3.56115586,0.00900829,0.84570872,2.69196526,1.11645460,0.01159212,1.33139201,0.89063076,0.31198799
-4.78739370,3.50733905,0.00922263,0.83585236,2.66668050,1.09189102,0.01186834,1.31527059,0.89502886,0.30498153
-4.78139070,3.45101039,0.00938242,0.82535845,2.63864043,1.06741786,0.01215841,1.29736438,0.89812841,0.29760493
-4.77538769,3.39194017,0.00948438,0.81409129,2.60698624,1.04304641,0.01246203,1.27765702,0.89965849,0.28989620
-4.76938469,3.32995126,0.00952638,0.80193051,2.57094796,1.01878641,0.01277835,1.25616436,0.89938656,0.28189611
-4.76338169,3.26493521,0.00950749,0.78877844,2.52987875,0.99465020,0.01310597,1.23293574,0.89712586,0.27364796
-4.75737869,3.19686395,0.00942803,0.77456590,2.48328250,0.97065589,0.01344277,1.20805393,0.89274079,0.26519734
-4.75137569,3.12579668,0.00928958,0.75925630,2.43083380,0.94682936,0.01378591,1.18163371,0.88614993,0.25659162
-4.74537269,3.05188157,0.00909490,0.74284777,2.37238979,0.92320514,0.01413180,1.15381914,0.87732688,0.24787957
-4.73936968,2.97535263,0.00884784,0.72537346,2.30799387,0.89982599,0.01447607,1.12477977,0.86629868,0.23911068
-4.73336668,2.89652201,0.00855324,0.70690005,2.23787147,0.87674156,0.01481361,1.09470580,0.85314231,0.23033444
-4.72736368,2.81576859,0.00821678,0.68752472,2.16241889,0.85400614,0.01513862,1.06380261,0.83797936,0.22159963
-4.72136068,2.73352369,0.00784474,0.66737084,2.08218597,0.83167586,0.01544477,1.03228479,0.82096938,0.21295341
-4.71535768,2.65025507,0.00744387,0.64658282,1.99785410,0.80980562,0.01572528,1.00037012,0.80230216,0.20444046
-4.70935468,2.56645027,0.00702119,0.62532042,1.91021092,0.78844614,0.01597315,0.96827365,0.78218964,0.19610222
-4.70335168,2.48260042,0.00658375,0.60375305,1.82012315,0.76764139,0.01618135,0.93620222,0.76085764,0.18797603
-4.69734867,2.39918566,0.00613848,0.58205419,1.72850900,0.74742664,0.01634306,0.90434975,0.73853807,0.18009458
-4.69134567,2.31666281,0.00569203,0.56039660,1.63631154,0.72782746,0.01645191,0.87289330,0.71546187,0.17248533
-4.68534267,2.23545604,0.00525061,0.53894816,1.54447395,0.70885970,0.01650228,0.84199025,0.69185295,0.16517028
-4.67933967,2.15595095,0.00481990,0.51786881,1.45391761,0.69053048,0.01648945,0.81177655,0.66792347,0.15816581
-4.67333667,2.07849188,0.00440492,0.49730852,1.36552363,0.67284025,0.01640992,0.78236605,0.64387038,0.15148284
-4.66733367,2.00338259,0.00401005,0.47740618,1.28011794,0.65578560,0.01626154,0.75385089,0.61987348,0.14512711
-4.66133067,1.93088956,0.00363891,0.45828953,1.19846014,0.63936270,0.01604367,0.72630282,0.59609459,0.13909975
-4.65532766,1.86124747,0.00329444,0.44007563,1.12123568,0.62357104,0.01575726,0.69977523,0.57267797,0.13339792
-4.64932466,1.79466589,0.00297889,0.42287185,1.04905113,0.60841714,0.01540491,0.67430584,0.54975158,0.12801563
-4.64332166,1.73133652,0.00269383,0.40677710,0.98243185,0.59391785,0.01499078,0.64991962,0.52742889,0.12294465
