energy_ev,total_up,As_p_up,As_d_up,Hg_p_up,Hg_d_up,Te_p_up,Te_d_up
-6.00000000,0.08830299,0.00381589,0.00000000,0.04384165,0.01407715,0.03991525,0.00000000
-5.99399700,0.09140433,0.00333110,0.00000000,0.04752284,0.01434980,0.04243337,0.00000000
-5.98799400,0.09719984,0.00297408,0.00000000,0.05246851,0.01506529,0.04613468,0.00000000
-5.98199100,0.10560736,0.00273098,0.00000000,0.05866597,0.01620906,0.05099728,0.00000000
-5.97598799,0.11654399,0.00258930,0.00000000,0.06609584,0.01776738,0.05699579,0.00000000
-5.96998499,0.12992189,0.00253796,0.00000000,0.07472932,0.01972682,0.06409895,0.00000000
-5.96398199,0.14564347,0.00256729,0.00000000,0.08452512,0.02207353,0.07226710,0.00000000
-5.95797899,0.16359640,0.00266907,0.00000000,0.09542660,0.02479248,0.08144964,0.00000000
-5.95197599,0.18364872,0.00283648,0.00000000,0.10735909,0.02786674,0.09158255,0.00000000
-5.94597299,0.20564454,0.00306414,0.00000000,0.12022780,0.03127669,0.10258632,0.00000000
-5.93996998,0.22940069,0.00334811,0.00000000,0.13391637,0.03499945,0.11436440,0.00000000
-5.93396698,0.25470456,0.00368598,0.00000000,0.14828637,0.03900839,0.12680228,0.00000000
-5.92796398,0.28131362,0.00407697,0.00000000,0.16317784,0.04327286,0.13976742,0.00000000
-5.92196098,0.30895655,0.00452215,0.00000000,0.17841096,0.04775816,0.15311006,0.00000000
-5.91595798,0.33733637,0.00502468,0.00000000,0.19378895,0.05242569,0.16666498,0.00000000
-5.90995498,0.36613534,0.00559008,0.00000000,0.20910219,0.05723347,0.18025427,0.00000000
-5.90395198,0.39502173,0.00622661,0.00000000,0.22413336,0.06213678,0.19369095,0.00000000
-5.89794897,0.42365818,0.00694565,0.00000000,0.23866365,0.06708912,0.20678341,0.00000000
-5.89194597,0.45171137,0.00776214,0.00000000,0.25247963,0.07204331,0.21934052,0.00000000
-5.88594297,0.47886262,0.00869497,0.00000000,0.26538064,0.07695277,0.23117722,0.00000000
-5.87993997,0.50481896,0.00976736,0.00000000,0.27718631,0.08177290,0.24212029,0.00000000
-5.87393697,0.52932421,0.01100720,0.00000000,0.28774389,0.08646245,0.25201414,0.00000000
-5.86793397,0.55216938,0.01244727,0.00000000,0.29693502,0.09098487,0.26072630,0.00000000
-5.86193097,0.57320207,0.01412532,0.00000000,0.30468154,0.09530960,0.26815234,0.00000000
-5.85592796,0.59233417,0.01608399,0.00000000,0.31095013,0.09941316,0.27422000,0.00000000
-5.84992496,0.60954744,0.01837048,0.00000000,0.31575530,0.10327993,0.27889233,0.00000000
-5.84392196,0.62489670,0.02103607,0.00000000,0.31916067,0.10690281,0.28216961,0.00000000
