energy_ev,total_up,Ag_p_up,Ag_d_up,Al_p_up,Al_d_up,S_s_up,S_p_up
-5.84392196,4.05332583,0.59212326,2.77080273,0.10105850,0.00000000,0.05997966,0.22123637
-5.83791896,3.96498994,0.56644961,2.74087144,0.09474772,0.00000000,0.05905878,0.20061138
-5.83191596,3.89554726,0.54475191,2.72165801,0.08922490,0.00000000,0.05825060,0.18237536
-5.82591296,3.84321078,0.52669698,2.71203515,0.08443266,0.00000000,0.05755759,0.16637388
-5.81990995,3.80608708,0.51191381,2.71082987,0.08030814,0.00000000,0.05698017,0.15244766
-5.81390695,3.78224377,0.50000652,2.71686627,0.07678582,0.00000000,0.05651689,0.14043611
-5.80790395,3.76977302,0.49056693,2.72900539,0.07380029,0.00000000,0.05616464,0.13018043
-5.80190095,3.76684888,0.48318651,2.74618076,0.07128883,0.00000000,0.05591879,0.12152595
-5.79589795,3.77177666,0.47746721,2.76742829,0.06919374,0.00000000,0.05577349,0.11432396
-5.78989495,3.78303272,0.47303085,2.79190960,0.06746434,0.00000000,0.05572188,0.10843300
-5.78389195,3.79929382,0.46952701,2.81892809,0.06605867,0.00000000,0.05575627,0.10371960
-5.77788894,3.81945546,0.46663907,2.84793750,0.06494463,0.00000000,0.05586842,0.10005859
-5.77188594,3.84263917,0.46408846,2.87854291,0.06410082,0.00000000,0.05604966,0.09733312
-5.76588294,3.86818946,0.46163715,2.91049486,0.06351685,0.00000000,0.05629104,0.09543432
-5.75987994,3.89566152,0.45908848,2.94367732,0.06319322,0.00000000,0.05658350,0.09426081
-5.75387694,3.92480113,0.45628641,2.97809064,0.06314079,0.00000000,0.05691792,0.09371812
-5.74787394,3.95551871,0.45311363,3.01383100,0.06337986,0.00000000,0.05728517,0.09371802
-5.74187094,3.98785959,0.44948865,3.05106775,0.06393893,0.00000000,0.05767624,0.09417795
-5.73586793,4.02197274,0.44536217,3.09002042,0.06485312,0.00000000,0.05808219,0.09502046
-5.72986493,4.05807995,0.44071316,3.13093675,0.06616246,0.00000000,0.05849424,0.09617286
-5.72386193,4.09644761,0.43554472,3.17407344,0.06791000,0.00000000,0.05890380,0.09756698
-5.71785893,4.13736261,0.42988020,3.21968045,0.07013981,0.00000000,0.05930248,0.09913912
-5.71185593,4.18111369,0.42375956,3.26799012,0.07289509,0.00000000,0.05968216,0.10083014
-5.70585293,4.22797907,0.41723631,3.31921132,0.07621621,0.00000000,0.06003504,0.10258573
-5.69984992,4.27822069,0.41037495,3.37352907,0.08013906,0.00000000,0.06035372,0.10435679
-5.69384692,4.33208497,0.40324902,3.43110915,0.08469346,0.00000000,0.06063120,0.10609986
-5.68784392,4.38980936,0.39593983,3.49210737,0.08990191,0.00000000,0.06086100,0.10777765
-5.68184092,4.45163382,0.38853550,3.55668249,0.09577864,0.00000000,0.06103717,0.10935946
-5.67583792,4.51781579,0.38113060,3.62501161,0.10232895,0.00000000,0.06115435,0.11082163
-5.66983492,4.58864713,0.37382591,3.69730679,0.10954903,0.00000000,0.06120779,0.11214777
-5.66383192,4.66447128,0.36672832,3.77383146,0.11742598,0.00000000,0.06119337,0.11332898
-5.65782891,4.74569902,0.35995071,3.85491500,0.12593838,0.00000000,0.06110758,0.11436375
-5.65182591,4.83282100,0.35361169,3.94096438,0.13505711,0.00000000,0.06094753,0.11525770
-5.64582291,4.92641568,0.34783495,4.03247122,0.14474651,0.00000000,0.06071094,0.11602320
-5.63981991,5.02715140,0.34274830,4.13001358,0.15496586,0.00000000,0.06039608,0.11667863
-5.63381691,5.13578171,0.33848233,4.23425145,0.16567105,0.00000000,0.06000183,0.11724757
-5.62781391,5.25313337,0.33516850,4.34591561,0.17681645,0.00000000,0.05952766,0.11775778
-5.62181091,5.38008694,0.33293695,4.46578971,0.18835680,0.00000000,0.05897367,0.11824006
-5.61580790,5.51755039,0.33191386,4.59468597,0.20024922,0.00000000,0.05834065,0.11872702
-5.60980490,5.66642645,0.33221859,4.73341509,0.21245508,0.00000000,0.05763019,0.11925182
-5.60380190,5.82757494,0.33396067,4.88275166,0.22494177,0.00000000,0.05684481,0.11984691
-5.59779890,6.00177185,0.33723677,5.04339635,0.23768428,0.00000000,0.05598812,0.12054289
-5.59179590,6.18966704,0.34212786,5.21593684,0.25066656,0.00000000,0.05506500,0.12136743
-5.58579290,6.39174291,0.34869659,5.40080955,0.26388257,0.00000000,0.05408184,0.12234436
-5.57978989,6.60827643,0.35698519,5.59826428,0.27733708,0.00000000,0.05304670,0.12349303
-5.57378689,6.83930713,0.36701392,5.80833415,0.29104606,0.00000000,0.05196958,0.12482785
-5.56778389,7.08461322,0.37878021,6.03081300,0.30503694,0.00000000,0.05086256,0.12635812
-5.56178089,7.34369823,0.39225853,6.26524228,0.31934842,0.00000000,0.04973999,0.12808816
-5.55577789,7.61578971,0.40740113,6.51090903,0.33403011,0.00000000,0.04861859,0.13001771
-5.54977489,7.89985139,0.42413952,6.76685610,0.34914195,0.00000000,0.04751754,0.13214266
-5.54377189,8.19460917,0.44238673,7.03190521,0.36475335,0.00000000,0.04645841,0.13445595
-5.53776888,8.49859076,0.46204024,7.30469273,0.38094224,0.00000000,0.04546513,0.13694884
-5.53176588,8.81017796,0.48298546,7.58371707,0.39779382,0.00000000,0.04456376,0.13961219
-5.52576288,9.12766958,0.50509950,7.86739629,0.41539921,0.00000000,0.04378226,0.14243804
-5.51975988,9.44935226,0.52825525,8.15413317,0.43385385,0.00000000,0.04315011,0.14542113
-5.51375688,9.77357585,0.55232527,8.44238489,0.45325567,0.00000000,0.04269784,0.14856044
-5.50775388,10.09882912,0.57718554,8.73073349,0.47370298,0.00000000,0.04245647,0.15186059
-5.50175088,10.42381170,0.60271867,9.01795327,0.49529198,0.00000000,0.04245689,0.15533309
-5.49574787,10.74749746,0.62881651,9.30307091,0.51811400,0.00000000,0.04272904,0.15899726
-5.48974487,11.06918530,0.65538184,9.58541439,0.54225224,0.00000000,0.04330120,0.16288081
-5.48374187,11.38853313,0.68232926,9.86464705,0.56777820,0.00000000,0.04419902,0.16701997
-5.47773887,11.70557215,0.70958497,10.14078381,0.59474764,0.00000000,0.04544463,0.17145912
-5.47173587,12.02069890,0.73708562,10.41418739,0.62319635,0.00000000,0.04705570,0.17624992
-5.46573287,12.33464434,0.76477622,10.68554348,0.65313554,0.00000000,0.04904444,0.18144980
-5.45972986,12.64841984,0.79260720,10.95581479,0.68454734,0.00000000,0.05141676,0.18712006
-5.45372686,12.96324205,0.82053086,11.22617550,0.71738024,0.00000000,0.05417133,0.19332336
-5.44772386,13.28043919,0.84849741,11.49792830,0.75154500,0.00000000,0.05729891,0.20012082
-5.44172086,13.60134336,0.87645082,11.77240800,0.78691107,0.00000000,0.06078174,0.20756884
-5.43571786,13.92717373,0.90432475,12.05087612,0.82330382,0.00000000,0.06459311,0.21571565
-5.42971486,14.25891696,0.93203891,12.33441187,0.86050297,0.00000000,0.06869722,0.22459788
-5.42371186,14.59721116,0.95949603,12.62380537,0.89824222,0.00000000,0.07304928,0.23423718
-5.41770885,14.94224013,0.98657967,12.91945913,0.93621052,0.00000000,0.07759587,0.24463717
-5.41170585,15.29364414,1.01315312,13.22130341,0.97405498,0.00000000,0.08227568,0.25578081
-5.40570285,15.65045308,1.03905944,13.52873091,1.01138550,0.00000000,0.08702054,0.26762837
-5.39969985,16.01104666,1.06412282,13.84055496,1.04778122,0.00000000,0.09175677,0.28011622
-5.39369685,16.37314507,1.08815106,14.15499469,1.08279862,0.00000000,0.09640681,0.29315637
-5.38769385,16.73383210,1.11093942,14.46968896,1.11598107,0.00000000,0.10089114,0.30663708
-5.38169085,17.08961094,1.13227531,14.78173963,1.14686963,0.00000000,0.10513043,0.32042441
-5.37568784,17.43649135,1.15194401,15.08778311,1.17501470,0.00000000,0.10904772,0.33436471
-5.36968484,17.77010490,1.16973495,15.38408767,1.19998814,0.00000000,0.11257081,0.34828815
-5.36368184,18.08584402,1.18544834,15.66667267,1.22139541,0.00000000,0.11563449,0.36201304
-5.35767884,18.37901874,1.19890188,15.93144459,1.23888719,0.00000000,0.11818278,0.37535080
-5.35167584,18.64502455,1.20993731,16.17434409,1.25217007,0.00000000,0.12017086,0.38811158
-5.34567284,18.87951383,1.21842640,16.39149756,1.26101594,0.00000000,0.12156677,0.40011008
-5.33966983,19.07856336,1.22427626,16.57936628,1.26526944,0.00000000,0.12235273,0.41117154
-5.33366683,19.23883057,1.22743363,16.73488690,1.26485349,0.00000000,0.12252603,0.42113760
-5.32766383,19.35769156,1.22788817,16.85559685,1.25977238,0.00000000,0.12209947,0.42987173
-5.32166083,19.43335528,1.22567442,16.93973952,1.25011254,0.00000000,0.12110130,0.43726408
-5.31565783,19.46494896,1.22087261,16.98634475,1.23604077,0.00000000,0.11957462,0.44323562
-5.30965483,19.45257177,1.21360816,16.99528175,1.21780023,0.00000000,0.11757643,0.44774124
-5.30365183,19.39731480,1.20404997,16.96728259,1.19570425,0.00000000,0.11517611,0.45077179
-5.29764882,19.30124753,1.19240773,16.90393589,1.17012833,0.00000000,0.11245357,0.45235502
-5.29164582,19.16737178,1.17892815,16.80765193,1.14150064,0.00000000,0.10949715,0.45255528
-5.28564282,18.99954631,1.16389057,16.68160123,1.11029143,0.00000000,0.10640125,0.45147209
-5.27963982,18.80238562,1.14760184,16.52963006,1.07700180,0.00000000,0.10326379,0.44923763
-5.27363682,18.58113809,1.13039078,16.35615688,1.04215219,0.00000000,0.10018368,0.44601314
-5.26763382,18.34154859,1.11260242,16.16605471,1.00627108,0.00000000,0.09725834,0.44198462
-5.26163082,18.08971152,1.09459200,15.96452416,0.96988414,0.00000000,0.09458127,0.43735770
-5.25562781,17.83191983,1.07671897,15.75696247,0.93350414,0.00000000,0.09223990,0.43235212
-5.24962481,17.57451555,1.05934093,15.54883331,0.89762193,0.00000000,0.09031358,0.42719583
-5.24362181,17.32374665,1.04280770,15.34554169,0.86269850,0.00000000,0.08887197,0.42211901
-5.23761881,17.08563444,1.02745539,15.15231792,0.82915830,0.00000000,0.08797366,0.41734823
-5.23161581,16.86585477,1.01360064,14.97411358,0.79738376,0.00000000,0.08766517,0.41310073
-5.22561281,16.66963543,1.00153484,14.81551156,0.76771101,0.00000000,0.08798024,0.40957931
-5.21960980,16.50167116,0.99151854,14.68065174,0.74042665,0.00000000,0.08893952,0.40696756
-5.21360680,16.36605677,0.98377594,14.57317246,0.71576559,0.00000000,0.09055050,0.40542591
-5.20760380,16.26623796,0.97848965,14.49616774,0.69390967,0.00000000,0.09280772,0.40508835
-5.20160080,16.20497898,0.97579566,14.45215908,0.67498711,0.00000000,0.09569331,0.40605986
-5.19559780,16.18434542,0.97577885,14.44308053,0.65907258,0.00000000,0.09917767,0.40841479
-5.18959480,16.20570033,0.97846912,14.47027496,0.64618788,0.00000000,0.10322040,0.41219589
-5.18359180,16.26971150,0.98383831,14.53449982,0.63630319,0.00000000,0.10777132,0.41741422
-5.17758879,16.37636793,0.99179826,14.63594004,0.62933880,0.00000000,0.11277177,0.42404973
-5.17158579,16.52500342,1.00220017,14.77422648,0.62516746,0.00000000,0.11815582,0.43205256
-5.16558279,16.71432581,1.01483545,14.94845824,0.62361724,0.00000000,0.12385173,0.44134492
-5.15957979,16.94245064,1.02943839,15.15722768,0.62447507,0.00000000,0.12978341,0.45182346
-5.15357679,17.20693831,1.04569054,15.39864743,0.62749090,0.00000000,0.13587189,0.46336222
-5.14757379,17.50483472,1.06322719,15.67037941,0.63238253,0.00000000,0.14203688,0.47581578
-5.14157079,17.83271533,1.08164559,15.96966577,0.63884112,0.00000000,0.14819833,0.48902286
-5.13556778,18.18673335,1.10051505,16.29336288,0.64653736,0.00000000,0.15427799,0.50280999
-5.12956478,18.56267269,1.11938854,16.63797912,0.65512823,0.00000000,0.16020090,0.51699545
-5.12356178,18.95600677,1.13781561,16.99971765,0.66426417,0.00000000,0.16589695,0.53139316
-5.11755878,19.36196391,1.15535610,17.37452555,0.67359665,0.00000000,0.17130228,0.54581662
-5.11155578,19.77559997,1.17159420,17.75815004,0.68278586,0.00000000,0.17636073,0.56008282
-5.10555278,20.19187857,1.18615247,18.14620270,0.69150832,0.00000000,0.18102507,0.57401593
-5.09954977,20.60575846,1.19870500,18.53423162,0.69946422,0.00000000,0.18525822,0.58745090
-5.09354677,21.01228729,1.20898942,18.91780108,0.70638423,0.00000000,0.18903424,0.60023672
-5.08754377,21.40669986,1.21681707,19.29257751,0.71203557,0.00000000,0.19233927,0.61223942
-5.08154077,21.78451884,1.22208087,19.65441984,0.71622707,0.00000000,0.19517213,0.62334466
-5.07553777,22.14165466,1.22476063,19.99947144,0.71881312,0.00000000,0.19754480,0.63345995
-5.06953477,22.47450115,1.22492527,20.32425070,0.71969626,0.00000000,0.19948263,0.64251625
-5.06353177,22.78002310,1.22273207,20.62573628,0.71882841,0.00000000,0.20102427,0.65046919
-5.05752876,23.05583163,1.21842260,20.90144348,0.71621057,0.00000000,0.20222127,0.65729952
-5.05152576,23.30024367,1.21231569,21.14948779,0.71189111,0.00000000,0.20313747,0.66301305
-5.04552276,23.51232203,1.20479744,21.36863213,0.70596261,0.00000000,0.20384801,0.66763991
-5.03951976,23.69189336,1.19630880,21.55831502,0.69855747,0.00000000,0.20443803,0.67123315
-5.03351676,23.83954231,1.18733097,21.71865750,0.68984231,0.00000000,0.20500112,0.67386666
-5.02751376,23.95658112,1.17836933,21.85044781,0.68001150,0.00000000,0.20563746,0.67563261
-5.02151076,24.04499512,1.16993633,21.95510384,0.66928002,0.00000000,0.20645171,0.67663824
-5.01550775,24.10736617,1.16253410,22.03461462,0.65787583,0.00000000,0.20755069,0.67700228
-5.00950475,24.14677667,1.15663737,22.09146315,0.64603217,0.00000000,0.20904093,0.67685106
-5.00350175,24.16669839,1.15267730,22.12853402,0.63397991,0.00000000,0.21102602,0.67631435
-4.99749875,24.17087080,1.15102687,22.14900979,0.62194037,0.00000000,0.21360405,0.67552124
-4.99149575,24.16317404,1.15198818,22.15626093,0.61011873,0.00000000,0.21686492,0.67459601
-4.98549275,24.14750232,1.15578237,22.15373411,0.59869826,0.00000000,0.22088785,0.67365434
-4.97948974,24.12764257,1.16254219,22.14484363,0.58783561,0.00000000,0.22573896,0.67279980
-4.97348674,24.10716347,1.17230759,22.13287040,0.57765720,0.00000000,0.23146913,0.67212089
-4.96748374,24.08931858,1.18502442,22.12087205,0.56825682,0.00000000,0.23811212,0.67168866
-4.96148074,24.07696659,1.20054612,22.11160708,0.55969448,0.00000000,0.24568299,0.67155498
-4.95547774,24.07251044,1.21863835,22.10747460,0.55199641,0.00000000,0.25417697,0.67175152
-4.94947474,24.07785578,1.23898629,22.11047055,0.54515625,0.00000000,0.26356870,0.67228945
-4.94347174,24.09438825,1.26120422,22.12215983,0.53913717,0.00000000,0.27381193,0.67315983
-4.93746873,24.12296791,1.28484700,22.14366306,0.53387493,0.00000000,0.28483967,0.67433462
-4.93146573,24.16393826,1.30942308,22.17565603,0.52928156,0.00000000,0.29656482,0.67576826
-4.92546273,24.21714716,1.33440839,22.21837922,0.52524958,0.00000000,0.30888123,0.67739981
-4.91945973,24.28197617,1.35926074,22.27165478,0.52165650,0.00000000,0.32166514,0.67915535
-4.91345673,24.35737543,1.38343417,22.33490835,0.51836951,0.00000000,0.33477711,0.68095078
-4.90745373,24.44190142,1.40639294,22.40719342,0.51525005,0.00000000,0.34806416,0.68269474
-4.90145073,24.53375527,1.42762455,22.48721670,0.51215824,0.00000000,0.36136236,0.68429165
-4.89544772,24.63082060,1.44665170,22.57336330,0.50895694,0.00000000,0.37449956,0.68564476
-4.88944472,24.73070019,1.46304265,22.66372172,0.50551548,0.00000000,0.38729833,0.68665915
-4.88344172,24.83075189,1.47642010,22.75610900,0.50171281,0.00000000,0.39957910,0.68724462
-4.87743872,24.92812476,1.48646821,22.84809733,0.49744023,0.00000000,0.41116332,0.68731840
-4.87143572,25.01979687,1.49293779,22.93704349,0.49260354,0.00000000,0.42187668,0.68680775
-4.86543272,25.10261670,1.49564976,23.02012310,0.48712466,0.00000000,0.43155228,0.68565221
-4.85942971,25.17334959,1.49449670,23.09437128,0.48094283,0.00000000,0.44003377,0.68380571
-4.85342671,25.22873086,1.48944289,23.15673114,0.47401528,0.00000000,0.44717830,0.68123830
-4.84742371,25.26552631,1.48052263,23.20411078,0.46631758,0.00000000,0.45285928,0.67793767
-4.84142071,25.28060003,1.46783726,23.23344900,0.45784355,0.00000000,0.45696901,0.67391013
-4.83541771,25.27098885,1.45155082,23.24178858,0.44860492,0.00000000,0.45942087,0.66918139
-4.82941471,25.23398135,1.43188466,23.22635554,0.43863065,0.00000000,0.46015124,0.66379671
-4.82341171,25.16719880,1.40911102,23.18464133,0.42796604,0.00000000,0.45912104,0.65782061
-4.81740870,25.06867446,1.38354590,23.11448483,0.41667161,0.00000000,0.45631674,0.65133608
-4.81140570,24.93692730,1.35554125,23.01414985,0.40482173,0.00000000,0.45175100,0.64444317
-4.80540270,24.77102578,1.32547668,22.88239403,0.39250311,0.00000000,0.44546264,0.63725702
-4.79939970,24.57063778,1.29375102,22.71852509,0.37981304,0.00000000,0.43751614,0.62990538
-4.79339670,24.33606286,1.26077364,22.52244048,0.36685748,0.00000000,0.42800061,0.62252553
-4.78739370,24.06824410,1.22695600,22.29464767,0.35374904,0.00000000,0.41702808,0.61526087
-4.78139070,23.76875770,1.19270351,22.03626302,0.34060471,0.00000000,0.40473137,0.60825708
-4.77538769,23.43977987,1.15840785,21.74898840,0.32754363,0.00000000,0.39126141,0.60165812
-4.76938469,23.08403158,1.12444010,21.43506612,0.31468470,0.00000000,0.37678413,0.59560214
-4.76338169,22.70470359,1.09114472,21.09721389,0.30214425,0.00000000,0.36147705,0.59021749
-4.75737869,22.30536474,1.05883469,20.73854292,0.29003367,0.00000000,0.34552557,0.58561895
-4.75137569,21.88985803,1.02778773,20.36246289,0.27845730,0.00000000,0.32911916,0.58190448
-4.74537269,21.46218934,0.99824394,19.97257870,0.26751034,0.00000000,0.31244747,0.57915241
-4.73936968,21.02641417,0.97040466,19.57258384,0.25727711,0.00000000,0.29569661,0.57741939
-4.73336668,20.58652761,0.94443260,19.16615577,0.24782950,0.00000000,0.27904558,0.57673914
-4.72736368,20.14636265,0.92045322,18.75685775,0.23922587,0.00000000,0.26266304,0.57712194
-4.72136068,19.70950069,0.89855708,18.34805156,0.23151023,0.00000000,0.24670444,0.57855507
-4.71535768,19.27919783,0.87880298,17.94282430,0.22471177,0.00000000,0.23130969,0.58100400
-4.70935468,18.85832877,0.86122176,17.54393147,0.21884490,0.00000000,0.21660125,0.58441426
-4.70335168,18.44934921,0.84582028,17.15375736,0.21390952,0.00000000,0.20268286,0.58871406
-4.69734867,18.05427652,0.83258551,16.77429283,0.20989166,0.00000000,0.18963876,0.59381722
-4.69134567,17.67468714,0.82148830,16.40712922,0.20676447,0.00000000,0.17753339,0.59962650
-4.68534267,17.31172847,0.81248668,16.05346636,0.20448933,0.00000000,0.16641167,0.60603706
-4.67933967,16.96614235,0.80552852,15.71413236,0.20301723,0.00000000,0.15629964,0.61293982
-4.67333667,16.63829695,0.80055330,15.38961185,0.20229023,0.00000000,0.14720547,0.62022465
-4.66733367,16.32822389,0.79749316,15.08007996,0.20224296,0.00000000,0.13912073,0.62778322
-4.66133067,16.03565757,0.79627305,14.78543902,0.20280417,0.00000000,0.13202198,0.63551138
-4.65532766,15.76007447,0.79681017,14.50535578,0.20389821,0.00000000,0.12587238,0.64331106
-4.64932466,15.50073049,0.79901294,14.23929710,0.20544648,0.00000000,0.12062344,0.65109154
-4.64332166,15.25669558,0.80277962,13.98656336,0.20736875,0.00000000,0.11621687,0.65877034
-4.63731866,15.02688524,0.80799682,13.74631879,0.20958443,0.00000000,0.11258628,0.66627343
-4.63131566,14.81008953,0.81453832,13.51761934,0.21201373,0.00000000,0.10965896,0.67353517
-4.62531266,14.60500047,0.82226430,13.29943853,0.21457876,0.00000000,0.10735755,0.68049787
-4.61930965,14.41023915,0.83102116,13.09069258,0.21720452,0.00000000,0.10560165,0.68711115
-4.61330665,14.22438398,0.84064230,12.89026587,0.21981982,0.00000000,0.10430935,0.69333117
-4.60730365,14.04600123,0.85094970,12.69703796,0.22235823,0.00000000,0.10339870,0.69911992
-4.60130065,13.87367877,0.86175644,12.50991292,0.22475886,0.00000000,0.10278908,0.70444450
-4.59529765,13.70606328,0.87287002,12.32785132,0.22696717,0.00000000,0.10240256,0.70927661
-4.58929465,13.54190053,0.88409638,12.14990467,0.22893566,0.00000000,0.10216507,0.71359215
-4.58329165,13.38007777,0.89524429,11.97525158,0.23062453,0.00000000,0.10200764,0.71737103
-4.57728864,13.21966640,0.90612993,11.80323403,0.23200212,0.00000000,0.10186739,0.72059706
-4.57128564,13.05996275,0.91658134,11.63339205,0.23304529,0.00000000,0.10168854,0.72325796
-4.56528264,12.90052426,0.92644238,11.46549430,0.23373961,0.00000000,0.10142318,0.72534542
-4.55927964,12.74119834,0.93557595,11.29956236,0.23407926,0.00000000,0.10103199,0.72685505
-4.55327664,12.58214114,0.94386636,11.13588616,0.23406681,0.00000000,0.10048469,0.72778624
-4.54727364,12.42382395,0.95122042,10.97502844,0.23371269,0.00000000,0.09976033,0.72814184
-4.54127064,12.26702539,0.95756747,10.81781680,0.23303438,0.00000000,0.09884742,0.72792761
-4.53526763,12.11280848,0.96285812,10.66532210,0.23205549,0.00000000,0.09774369,0.72715138
-4.52926463,11.96248224,0.96706195,10.51882326,0.23080455,0.00000000,0.09645580,0.72582208
-4.52326163,11.81754893,0.97016420,10.37975895,0.22931366,0.00000000,0.09499868,0.72394845
-4.51725863,11.67963844,0.97216188,10.24966777,0.22761703,0.00000000,0.09339474,0.72153772
-4.51125563,11.55043260,0.97305935,10.13011919,0.22574958,0.00000000,0.09167283,0.71859416
-4.50525263,11.43158280,0.97286394,10.02263821,0.22374538,0.00000000,0.08986712,0.71511778
-4.49924962,11.32462469,0.97158170,9.92862727,0.22163639,0.00000000,0.08801579,0.71110318
-4.49324662,11.23089416,0.96921376,9.84928910,0.21945118,0.00000000,0.08615962,0.70653861
-4.48724362,11.15144896,0.96575342,9.78555438,0.21721398,0.00000000,0.08434059,0.70140556
-4.48124062,11.08699975,0.96118432,9.73801797,0.21494390,0.00000000,0.08260047,0.69567873
-4.47523762,11.03785441,0.95547961,9.70688701,0.21265446,0.00000000,0.08097943,0.68932655
-4.46923462,11.00387831,0.94860243,9.69194353,0.21035336,0.00000000,0.07951472,0.68231229
-4.46323162,10.98447280,0.94050746,9.69252392,0.20804259,0.00000000,0.07823956,0.67459567
-4.45722861,10.97857325,0.93114358,9.70751624,0.20571872,0.00000000,0.07718206,0.66613501
-4.45122561,10.98466657,0.92045735,9.73537583,0.20337349,0.00000000,0.07636448,0.65688979
-4.44522261,11.00082798,0.90839728,9.77415887,0.20099455,0.00000000,0.07580258,0.64682353
-4.43921961,11.02477499,0.89491846,9.82157217,0.19856634,0.00000000,0.07550528,0.63590682
-4.43321661,11.05393651,0.87998733,9.87503747,0.19607112,0.00000000,0.07547456,0.62412044
-4.42721361,11.08553385,0.86358643,9.93176710,0.19348999,0.00000000,0.07570560,0.61145830
-4.42121061,11.11667015,0.84571869,9.98884804,0.19080399,0.00000000,0.07618723,0.59793011
-4.41520760,11.14442418,0.82641117,10.04333050,0.18799515,0.00000000,0.07690258,0.58356367
-4.40920460,11.16594475,0.80571797,10.09231742,0.18504748,0.00000000,0.07783004,0.56840652
-4.40320160,11.17854151,0.78372216,10.13305110,0.18194790,0.00000000,0.07894438,0.55252700
-4.39719860,11.17976867,0.76053672,10.16299346,0.17868712,0.00000000,0.08021811,0.53601456
-4.39119560,11.16749812,0.73630433,10.17989668,0.17526034,0.00000000,0.08162292,0.51897920
-4.38519260,11.13997939,0.71119601,10.18186164,0.17166788,0.00000000,0.08313128,0.50155029
-4.37918959,11.09588423,0.68540876,10.16738210,0.16791569,0.00000000,0.08471805,0.48387444
-4.37318659,11.03433446,0.65916221,10.13537322,0.16401574,0.00000000,0.08636197,0.46611282
-4.36718359,10.95491259,0.63269439,10.08518388,0.15998626,0.00000000,0.08804714,0.44843780
-4.36118059,10.85765535,0.60625688,10.01659296,0.15585181,0.00000000,0.08976424,0.43102910
-4.35517759,10.74303104,0.58010937,9.92979039,0.15164325,0.00000000,0.09151147,0.41406962
-4.34917459,10.61190248,0.55451396,9.82534466,0.14739752,0.00000000,0.09329517,0.39774107
-4.34317159,10.46547772,0.52972933,9.70415885,0.14315722,0.00000000,0.09513001,0.38221956
-4.33716858,10.30525122,0.50600495,9.56741779,0.13897010,0.00000000,0.09703878,0.36767126
-4.33116558,10.13293863,0.48357560,9.41652929,0.13488824,0.00000000,0.09905160,0.35424843
-4.32516258,9.95040824,0.46265626,9.25306259,0.13096711,0.00000000,0.10120474,0.34208577
-4.31915958,9.75961255,0.44343757,9.07868694,0.12726452,0.00000000,0.10353895,0.33129732
-4.31315658,9.56252279,0.42608207,8.89511342,0.12383922,0.00000000,0.10609738,0.32197396
-4.30715358,9.36106927,0.41072104,8.70404241,0.12074957,0.00000000,0.10892309,0.31418152
