energy_ev,total_up,C_s_up,C_p_up,Ca_p_up,Ca_d_up,Se_s_up,Se_p_up,Ti_p_up,Ti_d_up
-5.56178089,2.04453518,0.03656796,0.19148922,0.01054716,0.00000000,0.02244846,1.02652577,0.49136988,0.29506014
-5.55577789,1.83251847,0.03297735,0.17248204,0.00944579,0.00000000,0.02074897,0.91903917,0.44388444,0.26365055
-5.54977489,1.63659911,0.02958765,0.15485550,0.00841674,0.00000000,0.01917794,0.81997731,0.39997516,0.23445126
-5.54377189,1.45751589,0.02641532,0.13869831,0.00746480,0.00000000,0.01775557,0.72968545,0.35994472,0.20755634
-5.53776888,1.29577339,0.02347283,0.12407784,0.00659324,0.00000000,0.01650104,0.64839293,0.32404912,0.18302047
-5.53176588,1.15166459,0.02076899,0.11104199,0.00580389,0.00000000,0.01543225,0.57622511,0.29250154,0.16086277
-5.52576288,1.02529681,0.01830924,0.09962126,0.00509728,0.00000000,0.01456570,0.51321686,0.26547727,0.14107126
-5.51975988,0.91661954,0.01609611,0.08983112,0.00447284,0.00000000,0.01391633,0.45932695,0.24311955,0.12360762
-5.51375688,0.82545289,0.01412965,0.08167432,0.00392902,0.00000000,0.01349739,0.41445249,0.22554566,0.10841211
-5.50775388,0.75151523,0.01240794,0.07514332,0.00346348,0.00000000,0.01332033,0.37844300,0.21285322,0.09540847
-5.50175088,0.69444923,0.01092755,0.07022245,0.00307331,0.00000000,0.01339474,0.35111336,0.20512596,0.08450861
-5.49574787,0.65384520,0.00968402,0.06688997,0.00275513,0.00000000,0.01372814,0.33225531,0.20243892,0.07561700
-5.48974487,0.62926110,0.00867231,0.06511983,0.00250528,0.00000000,0.01432597,0.32164720,0.20486268,0.06863458
-5.48374187,0.62023897,0.00788718,0.06488320,0.00231996,0.00000000,0.01519143,0.31906167,0.21246646,0.06346224
-5.47773887,0.62631740,0.00732348,0.06614964,0.00219533,0.00000000,0.01632537,0.32427130,0.22531994,0.06000371
-5.47173587,0.64704018,0.00697648,0.06888796,0.00212761,0.00000000,0.01772621,0.33705224,0.24349375,0.05816793
-5.46573287,0.68196127,0.00684197,0.07306687,0.00211317,0.00000000,0.01938987,0.35718593,0.26705875,0.05787083
-5.45972986,0.73064662,0.00691635,0.07865527,0.00214855,0.00000000,0.02130968,0.38445917,0.29608400,0.05903660
-5.45372686,0.79267315,0.00719664,0.08562237,0.00223058,0.00000000,0.02347636,0.41866282,0.33063381,0.06159840
-5.44772386,0.86762553,0.00768038,0.09393758,0.00235633,0.00000000,0.02587810,0.45958941,0.37076390,0.06549870
-5.44172086,0.95509148,0.00836542,0.10357025,0.00252318,0.00000000,0.02850056,0.50703010,0.41651707,0.07068911
-5.43571786,1.05465596,0.00924971,0.11448932,0.00272881,0.00000000,0.03132708,0.56077125,0.46791855,0.07712989
-5.42971486,1.16589496,0.01033098,0.12666284,0.00297122,0.00000000,0.03433879,0.62059091,0.52497139,0.08478907
-5.42371186,1.28836940,0.01160635,0.14005743,0.00324872,0.00000000,0.03751490,0.68625558,0.58765214,0.09364138
-5.41770885,1.42161933,0.01307204,0.15463767,0.00355995,0.00000000,0.04083300,0.75751736,0.65590706,0.10366681
-5.41170585,1.56515896,0.01472295,0.17036550,0.00390385,0.00000000,0.04426935,0.83411176,0.72964923,0.11484901
-5.40570285,1.71847246,0.01655233,0.18719951,0.00427969,0.00000000,0.04779925,0.91575619,0.80875642,0.12717356
-5.39969985,1.88101087,0.01855149,0.20509420,0.00468704,0.00000000,0.05139739,1.00214914,0.89307020,0.14062595
-5.39369685,2.05218987,0.02070957,0.22399926,0.00512579,0.00000000,0.05503823,1.09297018,0.98239603,0.15518960
-5.38769385,2.23138845,0.02301343,0.24385872,0.00559612,0.00000000,0.05869632,1.18788051,1.07650442,0.17084370
-5.38169085,2.41794845,0.02544757,0.26461009,0.00609850,0.00000000,0.06234661,1.28652418,1.17513306,0.18756109
-5.37568784,2.61117465,0.02799423,0.28618357,0.00663368,0.00000000,0.06596472,1.38852960,1.27798962,0.20530619
-5.36968484,2.81033533,0.03063362,0.30850115,0.00720265,0.00000000,0.06952716,1.49351143,1.38475506,0.22403299
-5.36368184,3.01466326,0.03334423,0.33147581,0.00780662,0.00000000,0.07301153,1.60107256,1.49508718,0.24368324
-5.35767884,3.22335683,0.03610322,0.35501085,0.00844695,0.00000000,0.07639664,1.71080605,1.60862387,0.26418492
-5.35167584,3.43558138,0.03888704,0.37899927,0.00912516,0.00000000,0.07966263,1.82229698,1.72498606,0.28545101
-5.34567284,3.65047055,0.04167196,0.40332344,0.00984280,0.00000000,0.08279107,1.93512399,1.84377970,0.30737867
-5.33966983,3.86712771,0.04443478,0.42785496,0.01060142,0.00000000,0.08576503,2.04886046,1.96459679,0.32984891
-5.33366683,4.08462749,0.04715348,0.45245483,0.01140248,0.00000000,0.08856912,2.16307532,2.08701505,0.35272680
-5.32766383,4.30201727,0.04980787,0.47697396,0.01224726,0.00000000,0.09118964,2.27733333,2.21059627,0.37586213
-5.32166083,4.51831887,0.05238016,0.50125409,0.01313678,0.00000000,0.09361459,2.39119498,2.33488330,0.39909079
-5.31565783,4.73253040,0.05485548,0.52512901,0.01407169,0.00000000,0.09583382,2.50421579,2.45939579,0.42223657
-5.30965483,4.94362827,0.05722222,0.54842626,0.01505213,0.00000000,0.09783908,2.61594540,2.58362506,0.44511360
-5.30365183,5.15056956,0.05947223,0.57096907,0.01607772,0.00000000,0.09962416,2.72592615,2.70702845,0.46752915
-5.29764882,5.35229485,0.06160080,0.59257873,0.01714737,0.00000000,0.10118492,2.83369165,2.82902364,0.48928684
-5.29164582,5.54773147,0.06360655,0.61307718,0.01825923,0.00000000,0.10251933,2.93876520,2.94898363,0.51019019
-5.28564282,5.73579766,0.06549098,0.63228984,0.01941061,0.00000000,0.10362746,3.04065846,3.06623313,0.53004628
-5.27963982,5.91540749,0.06725797,0.65004850,0.02059787,0.00000000,0.10451139,3.13887059,3.18004682,0.54866948
-5.27363682,6.08547705,0.06891305,0.66619443,0.02181640,0.00000000,0.10517505,3.23288795,3.28965039,0.56588515
-5.26763382,6.24493205,0.07046258,0.68058136,0.02306059,0.00000000,0.10562401,3.32218498,3.39422483,0.58153318
-5.26163082,6.39271712,0.07191288,0.69307845,0.02432374,0.00000000,0.10586517,3.40622618,3.49291438,0.59547126
-5.25562781,6.52780707,0.07326930,0.70357312,0.02559818,0.00000000,0.10590640,3.48446978,3.58483845,0.60757784
-5.24962481,6.64922031,0.07453533,0.71197372,0.02687520,0.00000000,0.10575618,3.55637310,3.66910757,0.61775465
-5.24362181,6.75603452,0.07571189,0.71821186,0.02814521,0.00000000,0.10542317,3.62139990,3.74484308,0.62592884
-5.23761881,6.84740460,0.07679665,0.72224455,0.02939777,0.00000000,0.10491586,3.67902975,3.81120013,0.63205462
-5.23161581,6.92258271,0.07778364,0.72405590,0.03062176,0.00000000,0.10424231,3.72876940,3.86739330,0.63611443
-5.22561281,6.98093995,0.07866312,0.72365849,0.03180553,0.00000000,0.10340985,3.77016583,3.91272372,0.63811964
-5.21960980,7.02198929,0.07942161,0.72109420,0.03293711,0.00000000,0.10242506,3.80282097,3.94660672,0.63811078
-5.21360680,7.04540880,0.08004230,0.71643465,0.03400441,0.00000000,0.10129380,3.82640724,3.96859853,0.63615735
-5.20760380,7.05106431,0.08050568,0.70978098,0.03499547,0.00000000,0.10002144,3.84068364,3.97842068,0.63235714
-5.20160080,7.03903036,0.08079043,0.70126310,0.03589873,0.00000000,0.09861319,3.84551146,3.97598068,0.62683518
-5.19559780,7.00960824,0.08087446,0.69103830,0.03670327,0.00000000,0.09707463,3.84086892,3.96138780,0.61974229
-5.18959480,6.96333988,0.08073619,0.67928919,0.03739913,0.00000000,0.09541233,3.82686388,3.93496253,0.61125323
-5.18359180,6.90101641,0.08035584,0.66622096,0.03797751,0.00000000,0.09363457,3.80374380,3.89723914,0.60156444
-5.17758879,6.82368032,0.07971675,0.65205805,0.03843106,0.00000000,0.09175203,3.77190220,3.84896047,0.59089153
-5.17158579,6.73262052,0.07880668,0.63704013,0.03875410,0.00000000,0.08977851,3.73188097,3.79106495,0.57946631
-5.16558279,6.62935963,0.07761893,0.62141765,0.03894282,0.00000000,0.08773160,3.68436812,3.72466584,0.56753360
-5.15957979,6.51563348,0.07615331,0.60544684,0.03899542,0.00000000,0.08563315,3.63019063,3.65102343,0.55534775
-5.15357679,6.39336306,0.07441684,0.58938454,0.03891223,0.00000000,0.08350960,3.57030246,3.57151111,0.54316893
-5.14757379,6.26461944,0.07242419,0.57348279,0.03869580,0.00000000,0.08139212,3.50576786,3.48757654,0.53125931
-5.14157079,6.13158296,0.07019784,0.55798353,0.03835090,0.00000000,0.07931644,3.43774057,3.40069975,0.51987909
-5.13556778,5.99649774,0.06776783,0.54311352,0.03788447,0.00000000,0.07732245,3.36743950,3.31234978,0.50928260
-5.12956478,5.86162348,0.06517134,0.52907967,0.03730559,0.00000000,0.07545359,3.29612180,3.22394193,0.49971446
-5.12356178,5.72918612,0.06245191,0.51606496,0.03662529,0.00000000,0.07375584,3.22505436,3.13679745,0.49140592
-5.11755878,5.60132935,0.05965846,0.50422520,0.03585642,0.00000000,0.07227669,3.15548487,3.05210762,0.48457145
-5.11155578,5.48006880,0.05684405,0.49368660,0.03501341,0.00000000,0.07106371,3.08861344,2.97090366,0.47940564
-5.10555278,5.36725049,0.05406460,0.48454439,0.03411202,0.00000000,0.07016315,3.02556587,2.89403401,0.47608051
-5.09954977,5.26451511,0.05137746,0.47686240,0.03316907,0.00000000,0.06961838,2.96736966,2.82214967,0.47474319
-5.09354677,5.17326894,0.04883996,0.47067366,0.03220214,0.00000000,0.06946826,2.91493321,2.75569827,0.47551406
-5.08754377,5.09466243,0.04650799,0.46598203,0.03122924,0.00000000,0.06974568,2.86902914,2.69492681,0.47848532
-5.08154077,5.02957647,0.04443467,0.46276452,0.03026849,0.00000000,0.07047608,2.83028184,2.63989272,0.48371990
-5.07553777,4.97861631,0.04266909,0.46097444,0.02933777,0.00000000,0.07167615,2.79915944,2.59048229,0.49125079
-5.06953477,4.94211270,0.04125522,0.46054493,0.02845440,0.00000000,0.07335282,2.77597015,2.54643526,0.50108071
-5.06353177,4.92012945,0.04023096,0.46139288,0.02763480,0.00000000,0.07550241,2.76086269,2.50737412,0.51318198
-5.05752876,4.91247639,0.03962739,0.46342290,0.02689419,0.00000000,0.07811012,2.75383028,2.47283625,0.52749667
-5.05152576,4.91872667,0.03946818,0.46653116,0.02624629,0.00000000,0.08114983,2.75471791,2.44230717,0.54393701
-5.04552276,4.93823725,0.03976916,0.47060897,0.02570300,0.00000000,0.08458432,2.76323198,2.41525314,0.56238590
-5.03951976,4.97017150,0.04053808,0.47554586,0.02527424,0.00000000,0.08836568,2.77895217,2.39115126,0.58269775
-5.03351676,5.01352296,0.04177453,0.48123213,0.02496765,0.00000000,0.09243624,2.80134460,2.36951585,0.60469947
-5.02751376,5.06713958,0.04347000,0.48756075,0.02478849,0.00000000,0.09672967,2.82977613,2.34991982,0.62819183
-5.02151076,5.12974786,0.04560809,0.49442855,0.02473946,0.00000000,0.10117252,2.86352937,2.33201042,0.65295113
-5.01550775,5.19997667,0.04816478,0.50173684,0.02482066,0.00000000,0.10568590,2.90181809,2.31551877,0.67873139
-5.00950475,5.27638063,0.05110895,0.50939140,0.02502957,0.00000000,0.11018742,2.94380299,2.30026357,0.70526695
-5.00350175,5.35746327,0.05440283,0.51730201,0.02536110,0.00000000,0.11459327,2.98860779,2.28614909,0.73227575
-4.99749875,5.44169997,0.05800268,0.52538167,0.02580771,0.00000000,0.11882035,3.03533546,2.27315832,0.75946310
-4.99149575,5.52756129,0.06185949,0.53354557,0.02635954,0.00000000,0.12278843,3.08308483,2.26134244,0.78652617
-4.98549275,5.61353650,0.06591977,0.54171001,0.02700473,0.00000000,0.12642221,3.13096745,2.25080749,0.81315896
-4.97948974,5.69815780,0.07012644,0.54979150,0.02772967,0.00000000,0.12965326,3.17812454,2.24169972,0.83905780
-4.97348674,5.78002497,0.07441969,0.55770592,0.02851938,0.00000000,0.13242174,3.22374413,2.23419088,0.86392724
-4.96748374,5.85783021,0.07873799,0.56536816,0.02935791,0.00000000,0.13467782,3.26707783,2.22846427,0.88748603
-4.96148074,5.93038281,0.08301909,0.57269201,0.03022881,0.00000000,0.13638281,3.30745707,2.22470284,0.90947320
-4.95547774,5.99663289,0.08720098,0.57959055,0.03111553,0.00000000,0.13750992,3.34430818,2.22307975,0.92965379
-4.94947474,6.05569319,0.09122297,0.58597689,0.03200199,0.00000000,0.13804463,3.37716581,2.22375172,0.94782414
-4.94347174,6.10685822,0.09502663,0.59176534,0.03287293,0.00000000,0.13798472,3.40568405,2.22685548,0.96381642
-4.93746873,6.14961928,0.09855677,0.59687288,0.03371443,0.00000000,0.13733983,3.42964449,2.23250668,0.97750217
-4.93146573,6.18367458,0.10176231,0.60122077,0.03451424,0.00000000,0.13613084,3.44896076,2.24080114,0.98879478
-4.92546273,6.20893348,0.10459712,0.60473640,0.03526211,0.00000000,0.13438878,3.46367885,2.25181738,0.99765058
-4.91945973,6.22551390,0.10702070,0.60735505,0.03595005,0.00000000,0.13215358,3.47397305,2.26561983,1.00406864
-4.91345673,6.23373270,0.10899884,0.60902156,0.03657247,0.00000000,0.12947265,3.48013705,2.28226175,1.00808919
-4.90745373,6.23408884,0.11050407,0.60969184,0.03712624,0.00000000,0.12639924,3.48257045,2.30178690,1.00979077
-4.90145073,6.22723949,0.11151604,0.60933397,0.03761066,0.00000000,0.12299085,3.48176097,2.32422948,1.00928612
-4.89544772,6.21397008,0.11202169,0.60792902,0.03802731,0.00000000,0.11930753,3.47826276,2.34961157,1.00671723
-4.88944472,6.19515913,0.11201540,0.60547142,0.03837984,0.00000000,0.11541035,3.47267184,2.37793808,1.00224959
-4.88344172,6.17173957,0.11149887,0.60196886,0.03867365,0.00000000,0.11135987,3.46559960,2.40918892,0.99606603
-4.87743872,6.14465821,0.11048098,0.59744180,0.03891552,0.00000000,0.10721481,3.45764567,2.44330905,0.98836040
-4.87143572,6.11483546,0.10897743,0.59192250,0.03911321,0.00000000,0.10303094,3.44937144,2.48019684,0.97933146
-4.86543272,6.08312735,0.10701037,0.58545380,0.03927501,0.00000000,0.09886007,3.44127575,2.51969164,0.96917724
-4.85942971,6.05029192,0.10460782,0.57808747,0.03940926,0.00000000,0.09474937,3.43377403,2.56156168,0.95809010
-4.85342671,6.01696200,0.10180311,0.56988247,0.03952400,0.00000000,0.09074082,3.42718223,2.60549342,0.94625273
-4.84742371,5.98362591,0.09863417,0.56090303,0.03962652,0.00000000,0.08687090,3.42170647,2.65108353,0.93383528
-4.84142071,5.95061739,0.09514282,0.55121672,0.03972304,0.00000000,0.08317054,3.41743937,2.69783466,0.92099361
-4.83541771,5.91811566,0.09137402,0.54089260,0.03981852,0.00000000,0.07966514,3.41436328,2.74515590,0.90786880
-4.82941471,5.88615557,0.08737506,0.52999955,0.03991642,0.00000000,0.07637492,3.41236064,2.79236859,0.89458773
-4.82341171,5.85464777,0.08319484,0.51860480,0.04001869,0.00000000,0.07331530,3.41123097,2.83871791,0.88126478
-4.81740870,5.82340779,0.07888309,0.50677281,0.04012580,0.00000000,0.07049741,3.41071386,2.88339029,0.86800429
-4.81140570,5.79219252,0.07448964,0.49456444,0.04023682,0.00000000,0.06792881,3.41051671,2.92553609,0.85490365
-4.80540270,5.76074228,0.07006378,0.48203661,0.04034967,0.00000000,0.06561415,3.41034582,2.96429706,0.84205684
-4.79939970,5.72882586,0.06565362,0.46924217,0.04046141,0.00000000,0.06355595,3.40993917,2.99883729,0.82955795
-4.79339670,5.69628615,0.06130558,0.45623027,0.04056853,0.00000000,0.06175540,3.40909888,3.02837637,0.81750455
-4.78739370,5.66308340,0.05706387,0.44304699,0.04066736,0.00000000,0.06021309,3.40772163,3.05222321,0.80600052
-4.78139070,5.62933364,0.05297013,0.42973619,0.04075447,0.00000000,0.05892972,3.40582500,3.06980877,0.79515826
-4.77538769,5.59533954,0.04906309,0.41634057,0.04082701,0.00000000,0.05790676,3.40356816,3.08071608,0.78509985
-4.76938469,5.56161170,0.04537830,0.40290283,0.04088307,0.00000000,0.05714697,3.40126536,3.08470585,0.77595714
-4.76338169,5.52887856,0.04194795,0.38946678,0.04092200,0.00000000,0.05665475,3.39939124,3.08173631,0.76787067
-4.75737869,5.49808391,0.03880070,0.37607834,0.04094464,0.00000000,0.05643640,3.39857719,3.07197608,0.76098730
-4.75137569,5.47037142,0.03596163,0.36278636,0.04095347,0.00000000,0.05650012,3.39959861,3.05580917,0.75545668
-4.74537269,5.44705641,0.03345209,0.34964317,0.04095268,0.00000000,0.05685593,3.40335325,3.03383175,0.75142664
-4.73936968,5.42958574,0.03128971,0.33670471,0.04094811,0.00000000,0.05751521,3.41083143,3.00684045,0.74903761
-4.73336668,5.41948725,0.02948830,0.32403038,0.04094721,0.00000000,0.05849027,3.42307926,2.97581254,0.74841646
-4.72736368,5.41831084,0.02805782,0.31168236,0.04095873,0.00000000,0.05979353,3.44115626,2.94187867,0.74966984
-4.72136068,5.42756355,0.02700435,0.29972459,0.04099250,0.00000000,0.06143666,3.46608940,2.90628909,0.75287754
-4.71535768,5.44864161,0.02632996,0.28822142,0.04105905,0.00000000,0.06342956,3.49882528,2.87037460,0.75808611
-4.70935468,5.48276220,0.02603266,0.27723579,0.04116916,0.00000000,0.06577926,3.54018273,2.83550362,0.76530303
-4.70335168,5.53089807,0.02610630,0.26682734,0.04133344,0.00000000,0.06848874,3.59080778,2.80303706,0.77449190
-4.69734867,5.59371775,0.02654050,0.25705027,0.04156184,0.00000000,0.07155581,3.65113289,2.77428241,0.78556879
-4.69134567,5.67153401,0.02732054,0.24795120,0.04186319,0.00000000,0.07497205,3.72134238,2.75044882,0.79840010
-4.68534267,5.76426275,0.02842736,0.23956706,0.04224469,0.00000000,0.07872184,3.80134523,2.73260462,0.81280203
-4.67933967,5.87139409,0.02983750,0.23192324,0.04271157,0.00000000,0.08278161,3.89075661,2.72163871,0.82854177
-4.67333667,5.99197700,0.03152318,0.22503196,0.04326664,0.00000000,0.08711930,3.98888881,2.71822715,0.84534049
-4.66733367,6.12461796,0.03345243,0.21889106,0.04391001,0.00000000,0.09169410,4.09475187,2.72280581,0.86287789
-4.66133067,6.26749411,0.03558933,0.21348321,0.04463887,0.00000000,0.09645648,4.20706414,2.73555033,0.88079850
-4.65532766,6.41838029,0.03789428,0.20877570,0.04544735,0.00000000,0.10134860,4.32427224,2.75636359,0.89871908
-4.64932466,6.57468935,0.04032449,0.20472070,0.04632644,0.00000000,0.10630493,4.44457987,2.78487157,0.91623726
-4.64332166,6.73352439,0.04283451,0.20125609,0.04726409,0.00000000,0.11125338,4.56598459,2.82042752,0.93294089
