energy_ev,total_up,Pb_p_up,Pb_d_up,Rh_p_up,Rh_d_up,Se_s_up,Se_p_up
-5.50775388,1.28758086,0.44386247,0.00013813,0.20723382,0.59222053,0.04111044,0.27448836
-5.50175088,1.32111040,0.45195734,0.00013530,0.20302357,0.61405536,0.04281917,0.28036272
-5.49574787,1.35471679,0.46040083,0.00013320,0.20010935,0.63513333,0.04435400,0.28695124
-5.48974487,1.38703049,0.46871587,0.00013167,0.19822953,0.65486376,0.04567760,0.29391541
-5.48374187,1.41680909,0.47642651,0.00013054,0.19713355,0.67272616,0.04675626,0.30098569
-5.47773887,1.44297847,0.48307487,0.00012969,0.19658951,0.68828855,0.04756107,0.30796796
-5.47173587,1.46466996,0.48823706,0.00012901,0.19639115,0.70122388,0.04806893,0.31474905
-5.46573287,1.48125177,0.49153747,0.00012844,0.19636398,0.71132370,0.04826339,0.32130080
-5.45972986,1.49235326,0.49266085,0.00012794,0.19637024,0.71850851,0.04813516,0.32768244
-5.45372686,1.49788099,0.49136188,0.00012751,0.19631273,0.72283401,0.04768252,0.33404095
-5.44772386,1.49802543,0.48747188,0.00012720,0.19613710,0.72449299,0.04691125,0.34060915
-5.44172086,1.49325800,0.48090246,0.00012708,0.19583277,0.72381253,0.04583447,0.34770126
-5.43571786,1.48431808,0.47164613,0.00012727,0.19543230,0.72124639,0.04447211,0.35570587
-5.42971486,1.47219046,0.45977401,0.00012792,0.19500921,0.71736272,0.04285022,0.36507608
-5.42371186,1.45807355,0.44543071,0.00012919,0.19467452,0.71282737,0.04100003,0.37631710
-5.41770885,1.44333971,0.42882699,0.00013129,0.19457183,0.70838332,0.03895689,0.38997121
-5.41170585,1.42948875,0.41023036,0.00013444,0.19487143,0.70482679,0.03675921,0.40660044
-5.40570285,1.41809626,0.38995429,0.00013890,0.19576340,0.70298089,0.03444718,0.42676732
-5.39969985,1.41075877,0.36834658,0.00014491,0.19745016,0.70366762,0.03206172,0.45101417
-5.39369685,1.40903741,0.34577734,0.00015273,0.20013851,0.70767930,0.02964335,0.47984144
-5.38769385,1.41440235,0.32262721,0.00016263,0.20403175,0.71575031,0.02723123,0.51368579
-5.38169085,1.42817982,0.29927620,0.00017485,0.20932180,0.72853020,0.02486235,0.55289871
-5.37568784,1.45150381,0.27609374,0.00018965,0.21618199,0.74655926,0.02257089,0.59772628
-5.36968484,1.48527409,0.25343009,0.00020724,0.22476048,0.77024728,0.02038777,0.64829110
-5.36368184,1.53012212,0.23160940,0.00022783,0.23517469,0.79985642,0.01834035,0.70457697
-5.35767884,1.58638616,0.21092461,0.00025158,0.24750694,0.83548895,0.01645237,0.76641732
-5.35167584,1.65409645,0.19163413,0.00027863,0.26180137,0.87708019,0.01474401,0.83348785
-5.34567284,1.73297101,0.17396017,0.00030908,0.27806223,0.92439714,0.01323208,0.90530411
-5.33966983,1.82242230,0.15808875,0.00034299,0.29625370,0.97704290,0.01193033,0.98122436
-5.33366683,1.92157436,0.14417086,0.00038034,0.31630095,1.03446677,0.01084986,1.06045803
-5.32766383,2.02928982,0.13232479,0.00042111,0.33809261,1.09597973,0.00999951,1.14207966
-5.32166083,2.14420570,0.12263900,0.00046519,0.36148426,1.16077477,0.00938625,1.22504822
-5.31565783,2.26477657,0.11517546,0.00051243,0.38630287,1.22795133,0.00901556,1.30823127
-5.30965483,2.38932326,0.10997298,0.00056265,0.41235180,1.29654295,0.00889174,1.39043334
-5.30365183,2.51608517,0.10705028,0.00061557,0.43941629,1.36554707,0.00901811,1.47042747
-5.29764882,2.64327404,0.10640866,0.00067091,0.46726886,1.43395567,0.00939712,1.54698896
-5.29164582,2.76912695,0.10803386,0.00072831,0.49567461,1.50078575,0.01003030,1.61892992
-5.28564282,2.89195640,0.11189735,0.00078737,0.52439598,1.56510821,0.01091820,1.68513340
-5.27963982,3.01019555,0.11795664,0.00084768,0.55319687,1.62607413,0.01206004,1.74458572
-5.27363682,3.12243686,0.12615503,0.00090874,0.58184591,1.68293735,0.01345347,1.79640559
-5.26763382,3.22746282,0.13642064,0.00097009,0.61011889,1.73507248,0.01509408,1.83986901
-5.26163082,3.32426792,0.14866511,0.00103119,0.63780022,1.78198792,0.01697500,1.87442887
-5.25562781,3.41207146,0.16278212,0.00109153,0.66468372,1.82333334,0.01908638,1.89972841
-5.24962481,3.49032135,0.17864605,0.00115057,0.69057270,1.85890176,0.02141498,1.91560832
-5.24362181,3.55868960,0.19611109,0.00120780,0.71527975,1.88862639,0.02394378,1.92210698
-5.23761881,3.61706047,0.21501112,0.00126272,0.73862641,1.91257284,0.02665173,1.91945432
-5.23161581,3.66551300,0.23516062,0.00131486,0.76044301,1.93092737,0.02951357,1.90805953
-5.22561281,3.70429948,0.25635687,0.00136382,0.78056917,1.94398228,0.03249993,1.88849340
-5.21960980,3.73382183,0.27838360,0.00140924,0.79885494,1.95211936,0.03557750,1.86146634
-5.21360680,3.75460786,0.30101612,0.00145086,0.81516313,1.95579258,0.03870952,1.82780299
-5.20760380,3.76728904,0.32402804,0.00148851,0.82937265,1.95551112,0.04185643,1.78841485
-5.20160080,3.77258137,0.34719927,0.00152215,0.84138316,1.95182370,0.04497668,1.74427199
-5.19559780,3.77127038,0.37032520,0.00155184,0.85112074,1.94530489,0.04802782,1.69637514
-5.18959480,3.76420094,0.39322661,0.00157783,0.85854454,1.93654418,0.05096769,1.64572920
-5.18359180,3.75227198,0.41575986,0.00160050,0.86365398,1.92613790,0.05375568,1.59331914
-5.17758879,3.73643567,0.43782688,0.00162042,0.86649621,1.91468414,0.05635416,1.54008905
-5.17158579,3.71770033,0.45938421,0.00163833,0.86717323,1.90278038,0.05872975,1.48692478
-5.16558279,3.69713557,0.48045068,0.00165514,0.86584827,1.89102336,0.06085469,1.43464055
-5.15957979,3.67587826,0.50111284,0.00167194,0.86275076,1.88001047,0.06270793,1.38396958
-5.15357679,3.65513744,0.52152790,0.00168999,0.85817955,1.87034186,0.06427615,1.33555861
-5.14757379,3.63619649,0.54192338,0.00171066,0.85250377,1.86262246,0.06555441,1.28996591
-5.14157079,3.62041085,0.56259338,0.00173547,0.84616109,1.85746287,0.06654663,1.24766246
-5.13556778,3.60919988,0.58389115,0.00176598,0.83965316,1.85547845,0.06726564,1.20903569
-5.12956478,3.60403201,0.60621797,0.00180383,0.83353807,1.85728601,0.06773294,1.17439512
-5.12356178,3.60640251,0.63000863,0.00185060,0.82842000,1.86349753,0.06797811,1.14397938
-5.11755878,3.61780417,0.65571382,0.00190786,0.82493622,1.87471081,0.06803786,1.11796388
-5.11155578,3.63969134,0.68378014,0.00197702,0.82374188,1.89149727,0.06795480,1.09646874
-5.10555278,3.67343871,0.71462841,0.00205934,0.82549307,1.91438697,0.06777601,1.07956634
-5.09954977,3.72029641,0.74863149,0.00215584,0.83082871,1.94385178,0.06755130,1.06728826
-5.09354677,3.78134374,0.78609231,0.00226728,0.84035206,1.98028732,0.06733147,1.05963122
-5.08754377,3.85744367,0.82722360,0.00239408,0.85461246,2.02399484,0.06716649,1.05656197
-5.08154077,3.94920094,0.87213026,0.00253632,0.87408800,2.07516393,0.06710368,1.05802086
-5.07553777,4.05692599,0.92079538,0.00269368,0.89916995,2.13385739,0.06718604,1.06392432
-5.06953477,4.18060716,0.97307106,0.00286548,0.93014924,2.19999918,0.06745077,1.07416621
-5.06353177,4.31989307,1.02867449,0.00305063,0.96720579,2.27336643,0.06792798,1.08861817
-5.05752876,4.47408651,1.08719004,0.00324770,1.01040080,2.35358618,0.06863977,1.10712920
-5.05152576,4.64215088,1.14807736,0.00345490,1.05967237,2.44013737,0.06959952,1.12952466
-5.04552276,4.82272913,1.21068547,0.00367020,1.11483441,2.53235831,0.07081163,1.15560491
-5.03951976,5.01417482,1.27427243,0.00389134,1.17557892,2.62945929,0.07227154,1.18514374
-5.03351676,5.21459407,1.33802965,0.00411591,1.24148131,2.73054012,0.07396605,1.21788691
-5.02751376,5.42189650,1.40111009,0.00434146,1.31200847,2.83461176,0.07587399,1.25355085
-5.02151076,5.63385290,1.46265870,0.00456555,1.38652940,2.94062103,0.07796714,1.29182179
-5.01550775,5.84815697,1.52184396,0.00478588,1.46432766,3.04747733,0.08021127,1.33235538
-5.00950475,6.06248808,1.57788870,0.00500031,1.54461549,3.15408007,0.08256746,1.37477692
-5.00350175,6.27457221,1.63009880,0.00520699,1.62654884,3.25934553,0.08499344,1.41868234
-4.99749875,6.48223817,1.67788822,0.00540440,1.70924313,3.36223191,0.08744494,1.46363993
-4.99149575,6.68346674,1.72079900,0.00559137,1.79178916,3.46176149,0.08987714,1.50919288
-4.98549275,6.87643062,1.75851529,0.00576715,1.87326887,3.55703903,0.09224597,1.55486274
-4.97948974,7.05952370,1.79087047,0.00593138,1.95277069,3.64726570,0.09450932,1.60015363
-4.97348674,7.23137904,1.81784730,0.00608412,2.02940424,3.73174826,0.09662818,1.64455738
-4.96748374,7.39087531,1.83957076,0.00622574,2.10231415,3.80990351,0.09856759,1.68755942
-4.96148074,7.53713241,1.85629434,0.00635696,2.17069300,3.88125806,0.10029745,1.72864545
-4.95547774,7.66949739,1.86838038,0.00647870,2.23379317,3.94544425,0.10179310,1.76730866
-4.94947474,7.78752251,1.87627569,0.00659206,2.29093755,4.00219266,0.10303581,1.80305761
-4.94347174,7.89093750,1.88048381,0.00669820,2.34152919,4.05132240,0.10401304,1.83542436
-4.93746873,7.97961851,1.88153554,0.00679825,2.38505966,4.09272999,0.10471857,1.86397281
-4.93146573,8.05355604,1.87995936,0.00689323,2.42111619,4.12637793,0.10515241,1.88830704
-4.92546273,8.11282441,1.87625336,0.00698396,2.44938743,4.15228391,0.10532061,1.90807937
-4.91945973,8.15755486,1.87086035,0.00707100,2.46966788,4.17051154,0.10523493,1.92299795
-4.91345673,8.18791396,1.86414732,0.00715459,2.48186078,4.18116317,0.10491234,1.93283355
-4.90745373,8.20408871,1.85639039,0.00723459,2.48597950,4.18437534,0.10437440,1.93742550
-4.90145073,8.20627912,1.84776593,0.00731050,2.48214720,4.18031693,0.10364659,1.93668630
-4.89544772,8.19469827,1.83834820,0.00738147,2.47059490,4.16919008,0.10275742,1.93060496
-4.88944472,8.16957958,1.82811341,0.00744629,2.45165780,4.15123345,0.10173763,1.91924876
-4.88344172,8.13119028,1.81694982,0.00750346,2.42576984,4.12672743,0.10061915,1.90276340
-4.87743872,8.07984961,1.80467306,0.00755130,2.39345656,4.09600043,0.09943418,1.88137139
-4.87143572,8.01595004,1.79104557,0.00758794,2.35532631,4.05943559,0.09821416,1.85536878
-4.86543272,7.93997932,1.77579891,0.00761151,2.31205990,4.01747692,0.09698878,1.82512012
-4.85942971,7.85254146,1.75865756,0.00762016,2.26439877,3.97063398,0.09578515,1.79105185
-4.85342671,7.75437418,1.73936261,0.00761222,2.21313185,3.91948434,0.09462687,1.75364410
-4.84742371,7.64636125,1.71769399,0.00758624,2.15908133,3.86467302,0.09353344,1.71342120
-4.84142071,7.52953776,1.69348996,0.00754110,2.10308745,3.80690840,0.09251965,1.67094095
-4.83541771,7.40508736,1.66666274,0.00747606,2.04599268,3.74695430,0.09159524,1.62678299
-4.82941471,7.27433058,1.63720936,0.00739082,1.98862537,3.68561810,0.09076475,1.58153640
-4.82341171,7.13870422,1.60521739,0.00728553,1.93178340,3.62373517,0.09002757,1.53578696
-4.81740870,6.99973209,1.57086515,0.00716084,1.87621800,3.56214990,0.08937819,1.49010425
-4.81140570,6.85898846,1.53441672,0.00701781,1.82261822,3.50169424,0.08880666,1.44502901
-4.80540270,6.71805539,1.49621202,0.00685794,1.77159636,3.44316447,0.08829927,1.40106106
-4.79939970,6.57847638,1.45665288,0.00668306,1.72367499,3.38729738,0.08783930,1.35864821
-4.79339670,6.44170843,1.41618586,0.00649533,1.67927579,3.33474713,0.08740796,1.31817650
-4.78739370,6.30907536,1.37528312,0.00629708,1.63871089,3.28606392,0.08698537,1.27996207
-4.78139070,6.18172489,1.33442235,0.00609078,1.60217695,3.24167579,0.08655159,1.24424516
-4.77538769,6.06059214,1.29406715,0.00587894,1.56975261,3.20187470,0.08608759,1.21118635
-4.76938469,5.94637180,1.25464888,0.00566402,1.54139933,3.16680790,0.08557621,1.18086536
-4.76338169,5.83950091,1.21655104,0.00544836,1.51696614,3.13647517,0.08500295,1.15328253
-4.75737869,5.74015356,1.18009705,0.00523413,1.49619813,3.11073269,0.08435671,1.12836309
-4.75137569,5.64824820,1.14554188,0.00502323,1.47874875,3.08930331,0.08363027,1.10596403
-4.74537269,5.56346760,1.11306809,0.00481735,1.46419555,3.07179333,0.08282065,1.08588342
-4.73936968,5.48529067,1.08278610,0.00461787,1.45205902,3.05771498,0.08192931,1.06787200
-4.73336668,5.41303471,1.05473857,0.00442587,1.44182391,3.04651378,0.08096209,1.05164639
-4.72736368,5.34590621,1.02890852,0.00424221,1.43296217,3.03759959,0.07992909,1.03690357
-4.72136068,5.28305731,1.00523033,0.00406747,1.42495672,3.03037987,0.07884433,1.02333596
-4.71535768,5.22364531,0.98360290,0.00390205,1.41732504,3.02429354,0.07772535,1.01064643
-4.70935468,5.16689185,0.96390408,0.00374618,1.40964152,3.01884380,0.07659267,0.99856269
-4.70335168,5.11213877,0.94600520,0.00360000,1.40155765,3.01362822,0.07546924,0.98685019
-4.69734867,5.05889756,0.92978494,0.00346354,1.39281902,3.00836458,0.07437983,0.97532334
-4.69134567,5.00688991,0.91514153,0.00333685,1.38327842,3.00291119,0.07335046,0.96385414
-4.68534267,4.95607713,0.90200259,0.00321996,1.37290439,2.99728053,0.07240772,0.95237822
-4.67933967,4.90667706,0.89033198,0.00311296,1.36178476,2.99164569,0.07157827,0.94089794
-4.67333667,4.85916775,0.88013338,0.00301599,1.35012516,2.98633928,0.07088827,0.92948254
-4.66733367,4.81427788,0.87145040,0.00292926,1.33824241,2.98184490,0.07036284,0.91826546
-4.66133067,4.77296473,0.86436330,0.00285308,1.32655331,2.97878181,0.07002563,0.90743914
-4.65532766,4.73638121,0.85898259,0.00278780,1.31555931,2.97788373,0.06989834,0.89724770
-4.64932466,4.70583393,0.85544019,0.00273384,1.30582784,2.97997290,0.07000029,0.88797798
-4.64332166,4.68273486,0.85387842,0.00269166,1.29797127,2.98593106,0.07034808,0.87994960
-4.63731866,4.66854934,0.85443799,0.00266176,1.29262438,2.99666879,0.07095518,0.87350445
-4.63131566,4.66474326,0.85724541,0.00264461,1.29042149,3.01309495,0.07183166,0.86899647
-4.62531266,4.67273222,0.86240088,0.00264070,1.29197427,3.03608779,0.07298384,0.86678197
-4.61930965,4.69383509,0.86996727,0.00265045,1.29785090,3.06646912,0.07441412,0.86721107
-4.61330665,4.72923414,0.87996091,0.00267428,1.30855763,3.10498261,0.07612077,0.87062056
-4.60730365,4.77994309,0.89234464,0.00271251,1.32452317,3.15227723,0.07809786,0.87732825
-4.60130065,4.84678425,0.90702365,0.00276544,1.34608625,3.20889604,0.08033528,0.88762906
-4.59529765,4.93037479,0.92384407,0.00283328,1.37348673,3.27527053,0.08281877,0.90179246
-4.58929465,5.03112201,0.94259456,0.00291620,1.40686001,3.35172025,0.08553020,0.92006135
-4.58329165,5.14922664,0.96301055,0.00301430,1.44623480,3.43845699,0.08844782,0.94265180
-4.57728864,5.28469290,0.98478109,0.00312762,1.49153371,3.53559263,0.09154671,0.96975349
-4.57128564,5.43734374,1.00755758,0.00325615,1.54257651,3.64314963,0.09479924,1.00153028
-4.56528264,5.60683932,1.03096422,0.00339984,1.59908536,3.76107287,0.09817571,1.03812065
-4.55927964,5.79269711,1.05460940,0.00355855,1.66069180,3.88924173,0.10164491,1.07963749
-4.55327664,5.99431175,1.07809761,0.00373209,1.72694484,4.02748116,0.10517484,1.12616713
-4.54727364,6.21097328,1.10104134,0.00392020,1.79732011,4.17557086,0.10873341,1.17776723
-4.54127064,6.44188253,1.12307241,0.00412249,1.87122947,4.33325169,0.11228902,1.23446356
-4.53526763,6.68616307,1.14385248,0.00433849,1.94803120,4.50022900,0.11581131,1.29624561
-4.52926463,6.94286913,1.16308225,0.00456758,2.02704057,4.67617241,0.11927164,1.36306127
-4.52326163,7.21098986,1.18050919,0.00480900,2.10754072,4.86071233,0.12264367,1.43481063
-4.51725863,7.48945001,1.19593370,0.00506181,2.18879401,5.05343345,0.12590377,1.51133949
-4.51125563,7.77710811,1.20921350,0.00532490,2.27005380,5.25386574,0.12903139,1.59243276
-4.50525263,8.07275272,1.22026620,0.00559697,2.35057665,5.46147391,0.13200935,1.67780837
-4.49924962,8.37509816,1.22907021,0.00587654,2.42963499,5.67564599,0.13482404,1.76711205
-4.49324662,8.68278049,1.23566384,0.00616194,2.50653007,5.89568220,0.13746555,1.85991358
-4.48724362,8.99435502,1.24014274,0.00645136,2.58060505,6.12078503,0.13992775,1.95570481
-4.48124062,9.30829615,1.24265575,0.00674285,2.65125781,6.35005155,0.14220833,2.05390006
-4.47523762,9.62300029,1.24339921,0.00703437,2.71795329,6.58246873,0.14430874,2.15383891
-4.46923462,9.93679245,1.24260980,0.00732381,2.78023465,6.81691258,0.14623413,2.25479187
-4.46323162,10.24793668,1.24055615,0.00760907,2.83773305,7.05215164,0.14799320,2.35596890
-4.45722861,10.55465055,1.23752928,0.00788808,2.89017529,7.28685517,0.14959802,2.45653059
-4.45122561,10.85512323,1.23383211,0.00815890,2.93738900,7.51960611,0.15106380,2.55560218
-4.44522261,11.14753706,1.22976839,0.00841969,2.97930500,7.74891869,0.15240861,2.65228965
-4.43921961,11.43009170,1.22563128,0.00866883,3.01595653,7.97326035,0.15365295,2.74569779
-4.43321661,11.70103029,1.22169206,0.00890492,3.04747520,8.19107728,0.15481936,2.83494937
-4.42721361,11.95866650,1.21818929,0.00912681,3.07408368,8.40082270,0.15593186,2.91920498
-4.42121061,12.20141170,1.21531907,0.00933365,3.09608548,8.60098693,0.15701542,2.99768250
-4.41520760,12.42780090,1.21322666,0.00952484,3.11385185,8.79012792,0.15809525,3.06967562
-4.40920460,12.63651663,1.21200002,0.00970009,3.12780661,8.96690103,0.15919614,3.13457046
-4.40320160,12.82640965,1.21166561,0.00985938,3.13840924,9.13008674,0.16034171,3.19185959
-4.39719860,12.99651544,1.21218676,0.01000289,3.14613710,9.27861490,0.16155370,3.24115275
-4.39119560,13.14606586,1.21346468,0.01013106,3.15146739,9.41158446,0.16285124,3.28218374
-4.38519260,13.27449528,1.21534230,0.01024446,3.15485950,9.52827768,0.16425022,3.31481308
-4.37918959,13.38144076,1.21761061,0.01034379,3.15673867,9.62816809,0.16576270,3.33902642
-4.37318659,13.46673630,1.22001740,0.01042984,3.15748123,9.71092176,0.16739648,3.35492848
-4.36718359,13.53040128,1.22227788,0.01050339,3.15740228,9.77639196,0.16915481,3.36273313
-4.36118059,13.57262361,1.22408665,0.01056522,3.15674594,9.82460739,0.17103621,3.36274984
-4.35517759,13.59373829,1.22513042,0.01061604,3.15567855,9.85575474,0.17303452,3.35536739
-4.34917459,13.59420255,1.22510081,0.01065645,3.15428496,9.87015663,0.17513914,3.34103547
-4.34317159,13.57456866,1.22370653,0.01068691,3.15256783,9.86824603,0.17733538,3.32024540
-4.33716858,13.53545587,1.22068434,0.01070776,3.15044989,9.85053884,0.17960503,3.29351062
-4.33116558,13.47752283,1.21580824,0.01071913,3.14777888,9.81760594,0.18192700,3.26134816
-4.32516258,13.40144193,1.20889648,0.01072101,3.14433485,9.77004651,0.18427812,3.22426195
-4.31915958,13.30787678,1.19981609,0.01071319,3.13983945,9.70846375,0.18663396,3.18272854
-4.31315658,13.19746390,1.18848486,0.01069535,3.13396677,9.63344449,0.18896963,3.13718600
-4.30715358,13.07079948,1.17487077,0.01066698,3.12635525,9.54554347,0.19126061,3.08802634
