energy_ev,total_up,C_s_up,C_p_up,Ca_p_up,Ca_d_up,S_s_up,S_p_up,Y_p_up,Y_d_up
-6.00000000,0.30058916,0.00001710,0.00725021,0.00013881,0.00000000,0.00000466,0.16570853,0.03734127,0.02502442
-5.99399700,0.34047986,0.00001937,0.00821238,0.00015723,0.00000000,0.00000528,0.18769945,0.04229678,0.02834537
-5.98799400,0.38289486,0.00002178,0.00923542,0.00017682,0.00000000,0.00000594,0.21108196,0.04756589,0.03187647
-5.98199100,0.42750152,0.00002432,0.01031133,0.00019741,0.00000000,0.00000663,0.23567269,0.05310728,0.03559002
-5.97598799,0.47387722,0.00002696,0.01142991,0.00021883,0.00000000,0.00000735,0.26123866,0.05886845,0.03945084
-5.96998499,0.52151170,0.00002967,0.01257884,0.00024083,0.00000000,0.00000808,0.28749858,0.06478604,0.04341645
-5.96398199,0.56981302,0.00003242,0.01374385,0.00026313,0.00000000,0.00000883,0.31412613,0.07078651,0.04743757
-5.95797899,0.61811720,0.00003517,0.01490892,0.00028544,0.00000000,0.00000958,0.34075527,0.07678743,0.05145892
-5.95197599,0.66570144,0.00003787,0.01605662,0.00030741,0.00000000,0.00001032,0.36698755,0.08269902,0.05542030
-5.94597299,0.71180080,0.00004050,0.01716848,0.00032870,0.00000000,0.00001103,0.39240129,0.08842633,0.05925804
-5.93996998,0.75562774,0.00004299,0.01822551,0.00034894,0.00000000,0.00001171,0.41656234,0.09387159,0.06290656
-5.93396698,0.79639394,0.00004531,0.01920867,0.00036776,0.00000000,0.00001235,0.43903616,0.09893698,0.06630021
-5.92796398,0.83333360,0.00004741,0.02009949,0.00038481,0.00000000,0.00001292,0.45940060,0.10352751,0.06937520
-5.92196098,0.86572730,0.00004925,0.02088059,0.00039977,0.00000000,0.00001342,0.47725910,0.10755403,0.07207163
-5.91595798,0.89292529,0.00005080,0.02153627,0.00041232,0.00000000,0.00001385,0.49225355,0.11093609,0.07433534
-5.90995498,0.91436935,0.00005202,0.02205302,0.00042222,0.00000000,0.00001418,0.50407628,0.11360475,0.07611979
-5.90395198,0.92961204,0.00005289,0.02242000,0.00042924,0.00000000,0.00001442,0.51248075,0.11550492,0.07738766
-5.89794897,0.93833259,0.00005339,0.02262941,0.00043325,0.00000000,0.00001456,0.51729030,0.11659746,0.07811212
-5.89194597,0.94034855,0.00005351,0.02267675,0.00043416,0.00000000,0.00001459,0.51840454,0.11686062,0.07827783
-5.88594297,0.93562267,0.00005324,0.02256099,0.00043194,0.00000000,0.00001452,0.51580320,0.11629096,0.07788149
-5.87993997,0.92426472,0.00005260,0.02228465,0.00042665,0.00000000,0.00001436,0.50954716,0.11490368,0.07693198
-5.87393697,0.90652820,0.00005160,0.02185361,0.00041840,0.00000000,0.00001409,0.49977661,0.11273227,0.07545008
-5.86793397,0.88280203,0.00005025,0.02127701,0.00040736,0.00000000,0.00001374,0.48670654,0.10982759,0.07346772
-5.86193097,0.85359774,0.00004860,0.02056686,0.00039376,0.00000000,0.00001330,0.47061967,0.10625640,0.07102697
-5.85592796,0.81953276,0.00004668,0.01973765,0.00037789,0.00000000,0.00001280,0.45185729,0.10209943,0.06817856
-5.84992496,0.78131078,0.00004452,0.01880584,0.00036005,0.00000000,0.00001224,0.43080844,0.09744905,0.06498025
-5.84392196,0.73969982,0.00004218,0.01778935,0.00034059,0.00000000,0.00001164,0.40789789,0.09240675,0.06149495
-5.83791896,0.69550944,0.00003969,0.01670695,0.00031986,0.00000000,0.00001101,0.38357362,0.08708047,0.05778885
-5.83191596,0.64956775,0.00003711,0.01557774,0.00029824,0.00000000,0.00001036,0.35829412,0.08158187,0.05392941
-5.82591296,0.60269938,0.00003449,0.01442055,0.00027609,0.00000000,0.00000973,0.33251636,0.07602385,0.04998355
-5.81990995,0.55570518,0.00003188,0.01325345,0.00025374,0.00000000,0.00000911,0.30668459,0.07051810,0.04601591
-5.81390695,0.50934439,0.00002932,0.01209333,0.00023153,0.00000000,0.00000853,0.28122057,0.06517305,0.04208734
-5.80790395,0.46431975,0.00002685,0.01095553,0.00020975,0.00000000,0.00000800,0.25651533,0.06009209,0.03825368
-5.80190095,0.42126589,0.00002451,0.00985350,0.00018865,0.00000000,0.00000754,0.23292284,0.05537219,0.03456472
-5.79589795,0.38074105,0.00002234,0.00879868,0.00016846,0.00000000,0.00000717,0.21075540,0.05110279,0.03106362
-5.78989495,0.34322218,0.00002037,0.00780036,0.00014934,0.00000000,0.00000689,0.19028089,0.04736507,0.02778640
-5.78389195,0.30910293,0.00001862,0.00686565,0.00013145,0.00000000,0.00000673,0.17172165,0.04423148,0.02476194
-5.77788894,0.27869436,0.00001713,0.00599955,0.00011487,0.00000000,0.00000670,0.15525477,0.04176541,0.02201200
-5.77188594,0.25222773,0.00001590,0.00520506,0.00009965,0.00000000,0.00000680,0.14101350,0.04002108,0.01955160
-5.76588294,0.22985893,0.00001494,0.00448336,0.00008584,0.00000000,0.00000705,0.12908957,0.03904345,0.01738944
-5.75987994,0.21167378,0.00001428,0.00383399,0.00007341,0.00000000,0.00000747,0.11953592,0.03886801,0.01552854
-5.75387694,0.19769401,0.00001391,0.00325514,0.00006233,0.00000000,0.00000805,0.11236978,0.03952071,0.01396683
-5.74787394,0.18788303,0.00001384,0.00274384,0.00005254,0.00000000,0.00000881,0.10757562,0.04101750,0.01269787
-5.74187094,0.18215149,0.00001406,0.00229626,0.00004397,0.00000000,0.00000974,0.10510798,0.04336397,0.01171143
-5.73586793,0.18036215,0.00001457,0.00190791,0.00003654,0.00000000,0.00001087,0.10489381,0.04655466,0.01099416
-5.72986493,0.18233392,0.00001536,0.00157389,0.00003015,0.00000000,0.00001218,0.10683451,0.05057237,0.01053011
-5.72386193,0.18784518,0.00001642,0.00128906,0.00002471,0.00000000,0.00001367,0.11080741,0.05538737,0.01030120
-5.71785893,0.19663639,0.00001774,0.00104827,0.00002012,0.00000000,0.00001535,0.11666702,0.06095662,0.01028763
-5.71185593,0.20841215,0.00001930,0.00084645,0.00001628,0.00000000,0.00001722,0.12424593,0.06722307,0.01046821
-5.70585293,0.22284313,0.00002107,0.00067873,0.00001311,0.00000000,0.00001926,0.13335571,0.07411524,0.01082063
-5.69984992,0.23956800,0.00002304,0.00054057,0.00001051,0.00000000,0.00002148,0.14378792,0.08154700,0.01132171
-5.69384692,0.25819589,0.00002518,0.00042778,0.00000843,0.00000000,0.00002387,0.15531543,0.08941788,0.01194758
-5.68784392,0.27830953,0.00002747,0.00033660,0.00000680,0.00000000,0.00002645,0.16769425,0.09761374,0.01267393
-5.68184092,0.29946955,0.00002990,0.00026367,0.00000556,0.00000000,0.00002923,0.18066610,0.10600816,0.01347622
-5.67583792,0.32121990,0.00003243,0.00020609,0.00000468,0.00000000,0.00003223,0.19396169,0.11446425,0.01432993
-5.66983492,0.34309482,0.00003507,0.00016140,0.00000414,0.00000000,0.00003551,0.20730494,0.12283726,0.01521090
-5.66383192,0.36462702,0.00003782,0.00012755,0.00000392,0.00000000,0.00003914,0.22041799,0.13097757,0.01609562
-5.65782891,0.38535737,0.00004067,0.00010291,0.00000405,0.00000000,0.00004323,0.23302714,0.13873432,0.01696173
-5.65182591,0.40484556,0.00004367,0.00008626,0.00000456,0.00000000,0.00004793,0.24486933,0.14595941,0.01778843
-5.64582291,0.42268160,0.00004687,0.00007676,0.00000550,0.00000000,0.00005347,0.25569920,0.15251169,0.01855699
-5.63981991,0.43849783,0.00005037,0.00007395,0.00000697,0.00000000,0.00006014,0.26529639,0.15826138,0.01925131
-5.63381691,0.45198083,0.00005428,0.00007778,0.00000908,0.00000000,0.00006833,0.27347286,0.16309432,0.01985846
-5.62781391,0.46288297,0.00005880,0.00008857,0.00001200,0.00000000,0.00007856,0.28007988,0.16691601,0.02036925
-5.62181091,0.47103299,0.00006415,0.00010706,0.00001593,0.00000000,0.00009146,0.28501448,0.16965522,0.02077877
-5.61580790,0.47634518,0.00007067,0.00013444,0.00002115,0.00000000,0.00010786,0.28822507,0.17126703,0.02108686
-5.60980490,0.47882691,0.00007873,0.00017238,0.00002798,0.00000000,0.00012879,0.28971600,0.17173508,0.02129855
-5.60380190,0.47858405,0.00008886,0.00022305,0.00003682,0.00000000,0.00015549,0.28955086,0.17107312,0.02142449
-5.59779890,0.47582410,0.00010167,0.00028922,0.00004817,0.00000000,0.00018950,0.28785434,0.16932559,0.02148113
-5.59179590,0.47085700,0.00011793,0.00037426,0.00006261,0.00000000,0.00023262,0.28481275,0.16656729,0.02149098
-5.58579290,0.46409341,0.00013854,0.00048224,0.00008083,0.00000000,0.00028702,0.28067295,0.16290223,0.02148267
-5.57978989,0.45604068,0.00016460,0.00061799,0.00010365,0.00000000,0.00035524,0.27573992,0.15846167,0.02149088
-5.57378689,0.44729659,0.00019739,0.00078708,0.00013198,0.00000000,0.00044021,0.27037288,0.15340135,0.02155621
-5.56778389,0.43854099,0.00023841,0.00099595,0.00016689,0.00000000,0.00054526,0.26498027,0.14789823,0.02172491
-5.56178089,0.43052564,0.00028940,0.00125188,0.00020958,0.00000000,0.00067420,0.26001353,0.14214677,0.02204844
-5.55577789,0.42406247,0.00035231,0.00156299,0.00026136,0.00000000,0.00083124,0.25596002,0.13635484,0.02258295
-5.54977489,0.42001048,0.00042940,0.00193824,0.00032368,0.00000000,0.00102103,0.25333503,0.13073957,0.02338860
-5.54377189,0.41926156,0.00052316,0.00238735,0.00039812,0.00000000,0.00124863,0.25267320,0.12552318,0.02452874
