energy_ev,total_up,C_s_up,C_p_up,Ca_p_up,Ca_d_up,Pt_p_up,Pt_d_up,S_s_up,S_p_up
-5.77788894,1.76734383,0.01779590,0.12579458,0.01168888,0.00000000,0.99672676,0.84819299,0.00981863,0.63952035
-5.77188594,1.86665314,0.01877535,0.13049677,0.01218557,0.00000000,1.03803671,0.90978294,0.01044707,0.66860768
-5.76588294,1.96756383,0.01979930,0.13525989,0.01267129,0.00000000,1.07751520,0.97375467,0.01107281,0.69719380
-5.75987994,2.06818062,0.02084520,0.13993720,0.01313496,0.00000000,1.11436394,1.03906841,0.01168277,0.72467174
-5.75387694,2.16657332,0.02189096,0.14438373,0.01356584,0.00000000,1.14781193,1.10462200,0.01226386,0.75044871
-5.74787394,2.26081956,0.02291548,0.14845998,0.01395380,0.00000000,1.17713428,1.16927262,0.01280338,0.77396069
-5.74187094,2.34904944,0.02389912,0.15203553,0.01428960,0.00000000,1.20167063,1.23186123,0.01328937,0.79468674
-5.73586793,2.42949094,0.02482412,0.15499248,0.01456510,0.00000000,1.22084264,1.29123924,0.01371096,0.81216265
-5.72986493,2.50051465,0.02567504,0.15722854,0.01477345,0.00000000,1.23416987,1.34629650,0.01405873,0.82599333
-5.72386193,2.56067632,0.02643903,0.15865969,0.01490929,0.00000000,1.24128358,1.39598978,0.01432498,0.83586359
-5.71785893,2.60875548,0.02710609,0.15922240,0.01496883,0.00000000,1.24193777,1.43937064,0.01450395,0.84154681
-5.71185593,2.64378874,0.02766922,0.15887516,0.01494999,0.00000000,1.23601706,1.47561165,0.01459202,0.84291113
-5.70585293,2.66509617,0.02812446,0.15759936,0.01485238,0.00000000,1.22354089,1.50402985,0.01458780,0.83992278
-5.69984992,2.67229961,0.02847088,0.15539951,0.01467732,0.00000000,1.20466388,1.52410637,0.01449215,0.83264650
-5.69384692,2.66533197,0.02871037,0.15230269,0.01442774,0.00000000,1.17967209,1.53550145,0.01430811,0.82124281
-5.68784392,2.64443700,0.02884751,0.14835736,0.01410809,0.00000000,1.14897537,1.53806391,0.01404078,0.80596236
-5.68184092,2.61015923,0.02888922,0.14363141,0.01372414,0.00000000,1.11309578,1.53183483,0.01369712,0.78713731
-5.67583792,2.56332464,0.02884441,0.13820976,0.01328281,0.00000000,1.07265271,1.51704504,0.01328569,0.76517039
-5.66983492,2.50501250,0.02872360,0.13219143,0.01279194,0.00000000,1.02834504,1.49410645,0.01281630,0.74052171
-5.66383192,2.43651970,0.02853849,0.12568618,0.01226003,0.00000000,0.98093111,1.46359772,0.01229973,0.71369421
-5.65782891,2.35931886,0.02830149,0.11881108,0.01169598,0.00000000,0.93120721,1.42624469,0.01174730,0.68521801
-5.65182591,2.27501209,0.02802536,0.11168683,0.01110887,0.00000000,0.87998541,1.38289637,0.01117057,0.65563460
-5.64582291,2.18528215,0.02772272,0.10443427,0.01050767,0.00000000,0.82807164,1.33449771,0.01058094,0.62548121
-5.63981991,2.09184306,0.02740572,0.09717094,0.00990107,0.00000000,0.77624471,1.28206003,0.00998936,0.59527621
-5.63381691,1.99639202,0.02708569,0.09000807,0.00929724,0.00000000,0.72523709,1.22663051,0.00940606,0.56550587
-5.62781391,1.90056446,0.02677285,0.08304789,0.00870371,0.00000000,0.67571812,1.16926185,0.00884028,0.53661308
-5.62181091,1.80589386,0.02647609,0.07638138,0.00812722,0.00000000,0.62828007,1.11098329,0.00830016,0.50898828
-5.61580790,1.71377751,0.02620276,0.07008664,0.00757367,0.00000000,0.58342749,1.05277412,0.00779257,0.48296288
-5.60980490,1.62544938,0.02595860,0.06422773,0.00704803,0.00000000,0.54157007,0.99554045,0.00732311,0.45880518
-5.60380190,1.54196051,0.02574763,0.05885410,0.00655439,0.00000000,0.50301900,0.94009601,0.00689608,0.43671897
-5.59779890,1.46416731,0.02557219,0.05400051,0.00609596,0.00000000,0.46798681,0.88714757,0.00651455,0.41684440
-5.59179590,1.39272759,0.02543297,0.04968752,0.00567510,0.00000000,0.43659043,0.83728496,0.00618045,0.39926120
-5.58579290,1.32810391,0.02532909,0.04592228,0.00529346,0.00000000,0.40885720,0.79097607,0.00589474,0.38399368
-5.57978989,1.27057348,0.02525831,0.04269988,0.00495202,0.00000000,0.38473325,0.74856641,0.00565748,0.37101738
-5.57378689,1.22024367,0.02521716,0.04000475,0.00465122,0.00000000,0.36409404,0.71028289,0.00546811,0.36026675
-5.56778389,1.17707208,0.02520122,0.03781253,0.00439106,0.00000000,0.34675627,0.67624140,0.00532550,0.35164370
-5.56178089,1.14088976,0.02520537,0.03609185,0.00417121,0.00000000,0.33249081,0.64645745,0.00522819,0.34502634
-5.55577789,1.11142651,0.02522407,0.03480631,0.00399111,0.00000000,0.32103610,0.62085915,0.00517451,0.34027777
-5.54977489,1.08833693,0.02525173,0.03391639,0.00385004,0.00000000,0.31211148,0.59930176,0.00516268,0.33725444
-5.54377189,1.07122597,0.02528301,0.03338128,0.00374722,0.00000000,0.30543007,0.58158311,0.00519091,0.33581376
-5.53776888,1.05967310,0.02531313,0.03316059,0.00368184,0.00000000,0.30071078,0.56745905,0.00525749,0.33582085
-5.53176588,1.05325409,0.02533829,0.03321585,0.00365315,0.00000000,0.29768913,0.55665830,0.00536080,0.33715409
-5.52576288,1.05155978,0.02535587,0.03351180,0.00366042,0.00000000,0.29612658,0.54889620,0.00549932,0.33970953
-5.51975988,1.05421132,0.02536481,0.03401745,0.00370302,0.00000000,0.29581829,0.54388682,0.00567160,0.34340386
-5.51375688,1.06087159,0.02536579,0.03470684,0.00378035,0.00000000,0.29659906,0.54135311,0.00587626,0.34817627
-5.50775388,1.07125272,0.02536148,0.03555956,0.00389192,0.00000000,0.29834738,0.54103497,0.00611190,0.35398893
-5.50175088,1.08511994,0.02535660,0.03656099,0.00403726,0.00000000,0.30098779,0.54269497,0.00637708,0.36082642
-5.49574787,1.10229184,0.02535802,0.03770227,0.00421591,0.00000000,0.30449134,0.54612207,0.00667022,0.36869419
-5.48974487,1.12263760,0.02537472,0.03898006,0.00442743,0.00000000,0.30887442,0.55113321,0.00698958,0.37761607
-5.48374187,1.14607171,0.02541769,0.04039610,0.00467136,0.00000000,0.31419615,0.55757309,0.00733319,0.38763129
-5.47773887,1.17254662,0.02549973,0.04195657,0.00494717,0.00000000,0.32055434,0.56531253,0.00769884,0.39879093
-5.47173587,1.20204415,0.02563516,0.04367135,0.00525429,0.00000000,0.32808038,0.57424561,0.00808404,0.41115408
-5.46573287,1.23456600,0.02583944,0.04555316,0.00559206,0.00000000,0.33693324,0.58428608,0.00848608,0.42478394
-5.45972986,1.27012410,0.02612876,0.04761671,0.00595972,0.00000000,0.34729274,0.59536319,0.00890196,0.43974384
-5.45372686,1.30873119,0.02651950,0.04987772,0.00635644,0.00000000,0.35935243,0.60741750,0.00932854,0.45609345
-5.44772386,1.35039204,0.02702764,0.05235213,0.00678126,0.00000000,0.37331216,0.62039676,0.00976250,0.47388519
-5.44172086,1.39509547,0.02766820,0.05505519,0.00723312,0.00000000,0.38937060,0.63425213,0.01020048,0.49316089
-5.43571786,1.44280757,0.02845455,0.05800074,0.00771082,0.00000000,0.40771782,0.64893495,0.01063909,0.51394872
-5.42971486,1.49346598,0.02939778,0.06120058,0.00821306,0.00000000,0.42852817,0.66439410,0.01107504,0.53626051
-5.42371186,1.54697521,0.03050612,0.06466381,0.00873837,0.00000000,0.45195336,0.68057396,0.01150517,0.56008922
-5.41770885,1.60320311,0.03178431,0.06839647,0.00928513,0.00000000,0.47811606,0.69741300,0.01192652,0.58540682
-5.41170585,1.66197808,0.03323313,0.07240103,0.00985153,0.00000000,0.50710386,0.71484294,0.01233639,0.61216229
-5.40570285,1.72308705,0.03484897,0.07667618,0.01043552,0.00000000,0.53896381,0.73278827,0.01273237,0.64027996
-5.39969985,1.78627407,0.03662353,0.08121648,0.01103480,0.00000000,0.57369751,0.75116621,0.01311234,0.66965800
-5.39369685,1.85123922,0.03854366,0.08601221,0.01164676,0.00000000,0.61125673,0.76988678,0.01347451,0.70016722
-5.38769385,1.91763802,0.04059138,0.09104910,0.01226848,0.00000000,0.65153975,0.78885302,0.01381732,0.73165012
-5.38169085,1.98508109,0.04274403,0.09630821,0.01289660,0.00000000,0.69438842,0.80796123,0.01413948,0.76392029
-5.37568784,2.05313437,0.04497457,0.10176572,0.01352741,0.00000000,0.73958599,0.82710117,0.01443991,0.79676229
-5.36968484,2.12131971,0.04725217,0.10739277,0.01415672,0.00000000,0.78685589,0.84615621,0.01471763,0.82993204
-5.36368184,2.18911631,0.04954281,0.11315529,0.01477991,0.00000000,0.83586157,0.86500342,0.01497176,0.86315775
-5.35767884,2.25596307,0.05181013,0.11901394,0.01539192,0.00000000,0.88620756,0.88351367,0.01520143,0.89614175
-5.35167584,2.32126205,0.05401637,0.12492405,0.01598725,0.00000000,0.93744180,0.90155187,0.01540572,0.92856298
-5.34567284,2.38438338,0.05612341,0.13083570,0.01656007,0.00000000,0.98905956,0.91897728,0.01558362,0.96008042
-5.33966983,2.44467183,0.05809381,0.13669390,0.01710423,0.00000000,1.04050884,0.93564418,0.01573402,0.99033749
-5.33366683,2.50145502,0.05989195,0.14243902,0.01761339,0.00000000,1.09119762,0.95140293,0.01585568,1.01896732
-5.32766383,2.55405355,0.06148505,0.14800735,0.01808110,0.00000000,1.14050266,0.96610145,0.01594722,1.04559888
-5.32166083,2.60179289,0.06284413,0.15333190,0.01850098,0.00000000,1.18778013,0.97958731,0.01600716,1.06986402
-5.31565783,2.64401696,0.06394489,0.15834356,0.01886684,0.00000000,1.23237778,0.99171037,0.01603399,1.09140504
-5.30965483,2.68010312,0.06476839,0.16297232,0.01917284,0.00000000,1.27364849,1.00232597,0.01602618,1.10988285
-5.30365183,2.70947827,0.06530155,0.16714893,0.01941370,0.00000000,1.31096497,1.01129877,0.01598231,1.12498539
-5.29764882,2.73163554,0.06553746,0.17080661,0.01958481,0.00000000,1.34373527,1.01850691,0.01590111,1.13643605
-5.29164582,2.74615104,0.06547545,0.17388301,0.01968243,0.00000000,1.37141857,1.02384651,0.01578161,1.14400193
-5.28564282,2.75270006,0.06512100,0.17632224,0.01970383,0.00000000,1.39354082,1.02723639,0.01562320,1.14750156
-5.27963982,2.75107212,0.06448534,0.17807691,0.01964742,0.00000000,1.40970972,1.02862255,0.01542574,1.14681183
-5.27363682,2.74118406,0.06358497,0.17911011,0.01951286,0.00000000,1.41962840,1.02798250,0.01518967,1.14187399
-5.26763382,2.72309072,0.06244097,0.17939727,0.01930113,0.00000000,1.42310729,1.02532893,0.01491605,1.13269824
-5.26163082,2.69699252,0.06107822,0.17892772,0.01901458,0.00000000,1.42007373,1.02071267,0.01460666,1.11936700
-5.25562781,2.66323953,0.05952449,0.17770595,0.01865694,0.00000000,1.41057869,1.01422461,0.01426404,1.10203652
-5.24962481,2.62233163,0.05780950,0.17575250,0.01823327,0.00000000,1.39480048,1.00599658,0.01389153,1.08093676
-5.24362181,2.57491470,0.05596402,0.17310438,0.01774991,0.00000000,1.37304503,0.99620082,0.01349322,1.05636956
-5.23761881,2.52177272,0.05401895,0.16981496,0.01721440,0.00000000,1.34574268,0.98504825,0.01307402,1.02870515
-5.23161581,2.46381597,0.05200449,0.16595341,0.01663531,0.00000000,1.31344162,0.97278538,0.01263953,0.99837691
-5.22561281,2.40206575,0.04994937,0.16160364,0.01602209,0.00000000,1.27679799,0.95969010,0.01219607,0.96587477
-5.21960980,2.33763598,0.04788024,0.15686280,0.01538492,0.00000000,1.23656302,0.94606630,0.01175053,0.93173726
-5.21360680,2.27171254,0.04582117,0.15183926,0.01473449,0.00000000,1.19356775,0.93223781,0.01131032,0.89654248
-5.20760380,2.20553076,0.04379328,0.14665044,0.01408179,0.00000000,1.14870568,0.91854162,0.01088327,0.86089827
-5.20160080,2.14035213,0.04181446,0.14142019,0.01343791,0.00000000,1.10291394,0.90532101,0.01047747,0.82543188
-5.19559780,2.07744076,0.03989936,0.13627615,0.01281385,0.00000000,1.05715379,0.89291854,0.01010122,0.79077927
-5.18959480,2.01804042,0.03805932,0.13134689,0.01222029,0.00000000,1.01239073,0.88166935,0.00976282,0.75757443
-5.18359180,1.96335270,0.03630255,0.12675918,0.01166745,0.00000000,0.96957506,0.87189506,0.00947051,0.72643878
-5.17758879,1.91451671,0.03463437,0.12263518,0.01116488,0.00000000,0.92962314,0.86389824,0.00923229,0.69797098
-5.17158579,1.87259066,0.03305745,0.11908995,0.01072133,0.00000000,0.89339992,0.85795764,0.00905580,0.67273706
-5.16558279,1.83853540,0.03157224,0.11622894,0.01034465,0.00000000,0.86170285,0.85432423,0.00894817,0.65126119
-5.15957979,1.81319984,0.03017730,0.11414584,0.01004159,0.00000000,0.83524749,0.85321787,0.00891589,0.63401685
-5.15357679,1.79730800,0.02886976,0.11292062,0.00981780,0.00000000,0.81465476,0.85482453,0.00896463,0.62141856
-5.14757379,1.79144746,0.02764568,0.11261775,0.00967769,0.00000000,0.80043991,0.85929383,0.00909914,0.61381418
-5.14157079,1.79605880,0.02650047,0.11328475,0.00962437,0.00000000,0.79300314,0.86673669,0.00932305,0.61147753
-5.13556778,1.81142571,0.02542926,0.11495094,0.00965960,0.00000000,0.79262171,0.87722287,0.00963870,0.61460160
-5.12956478,1.83766549,0.02442715,0.11762639,0.00978373,0.00000000,0.79944356,0.89077820,0.01004707,0.62329216
-5.12356178,1.87471990,0.02348951,0.12130118,0.00999568,0.00000000,0.81348227,0.90738140,0.01054752,0.63756198
-5.11755878,1.92234640,0.02261214,0.12594486,0.01029288,0.00000000,0.83461358,0.92696054,0.01113776,0.65732579
-5.11155578,1.98011016,0.02179141,0.13150618,0.01067127,0.00000000,0.86257333,0.94938910,0.01181364,0.68239618
-5.10555278,2.04737737,0.02102430,0.13791322,0.01112528,0.00000000,0.89695724,0.97448194,0.01256914,0.71248068
-5.09954977,2.12331062,0.02030837,0.14507375,0.01164785,0.00000000,0.93722267,1.00199160,0.01339628,0.74718059
-5.09354677,2.20686742,0.01964171,0.15287607,0.01223048,0.00000000,0.98269270,1.03160513,0.01428513,0.78599158
-5.08754377,2.29680275,0.01902282,0.16119029,0.01286327,0.00000000,1.03256300,1.06294226,0.01522388,0.82830684
-5.08154077,2.39167687,0.01845047,0.16987008,0.01353507,0.00000000,1.08591170,1.09555518,0.01619892,0.87342285
-5.07553777,2.48986930,0.01792351,0.17875501,0.01423354,0.00000000,1.14171263,1.12893069,0.01719503,0.92054820
-5.06953477,2.58959970,0.01744072,0.18767330,0.01494542,0.00000000,1.19885215,1.16249497,0.01819567,0.96881561
-5.06353177,2.68895628,0.01700063,0.19644525,0.01565669,0.00000000,1.25614949,1.19562145,0.01918326,1.01729721
-5.05752876,2.78593159,0.01660139,0.20488701,0.01635287,0.00000000,1.31238057,1.22764191,0.02013956,1.06502296
-5.05152576,2.87846547,0.01624070,0.21281481,0.01701931,0.00000000,1.36630477,1.25786073,0.02104610,1.11100181
-5.04552276,2.96449420,0.01591573,0.22004952,0.01764153,0.00000000,1.41669426,1.28557218,0.02188469,1.15424532
-5.03951976,3.04200446,0.01562317,0.22642124,0.01820557,0.00000000,1.46236479,1.31008009,0.02263788,1.19379275
-5.03351676,3.10909026,0.01535929,0.23177401,0.01869836,0.00000000,1.50220721,1.33071934,0.02328943,1.22873705
-5.02751376,3.16401068,0.01512007,0.23597021,0.01910805,0.00000000,1.53521835,1.34687838,0.02382488,1.25825060
-5.02151076,3.20524595,0.01490140,0.23889466,0.01942439,0.00000000,1.56053015,1.35802147,0.02423191,1.28160975
-5.01550775,3.23154921,0.01469935,0.24045813,0.01963901,0.00000000,1.57743563,1.36370991,0.02450080,1.29821709
-5.00950475,3.24199154,0.01451040,0.24060006,0.01974568,0.00000000,1.58541071,1.36362094,0.02462468,1.30762035
-5.00350175,3.23599787,0.01433175,0.23929054,0.01974052,0.00000000,1.58413060,1.35756329,0.02459984,1.30952723
-4.99749875,3.21337183,0.01416164,0.23653117,0.01962208,0.00000000,1.57348007,1.34548850,0.02442578,1.30381520
-4.99149575,3.17430788,0.01399965,0.23235499,0.01939146,0.00000000,1.55355695,1.32749729,0.02410529,1.29053582
-4.98549275,3.11939016,0.01384691,0.22682533,0.01905221,0.00000000,1.52466852,1.30384041,0.02364433,1.26991343
-4.97948974,3.04957740,0.01370635,0.22003369,0.01861025,0.00000000,1.48732106,1.27491382,0.02305183,1.24233801
-4.97348674,2.96617463,0.01358284,0.21209665,0.01807368,0.00000000,1.44220268,1.24124814,0.02233943,1.20835256
-4.96748374,2.87079259,0.01348322,0.20315208,0.01745249,0.00000000,1.39016040,1.20349291,0.02152108,1.16863558
-4.96148074,2.76529660,0.01341634,0.19335469,0.01675828,0.00000000,1.33217233,1.16239611,0.02061261,1.12397926
-4.95547774,2.65174702,0.01339288,0.18287121,0.01600391,0.00000000,1.26931614,1.11877982,0.01963123,1.07526444
-4.94947474,2.53233387,0.01342516,0.17187530,0.01520303,0.00000000,1.20273535,1.07351315,0.01859500,1.02343334
-4.94347174,2.40930837,0.01352682,0.16054259,0.01436979,0.00000000,1.13360460,1.02748352,0.01752235,0.96946120
-4.93746873,2.28491423,0.01371240,0.14904580,0.01351836,0.00000000,1.06309565,0.98156756,0.01643150,0.91432795
-4.93146573,2.16132154,0.01399685,0.13755040,0.01266258,0.00000000,0.99234510,0.93660283,0.01534004,0.85899104
-4.92546273,2.04056575,0.01439496,0.12621068,0.01181562,0.00000000,0.92242532,0.89336164,0.01426446,0.80436041
-4.91945973,1.92449394,0.01492071,0.11516661,0.01098968,0.00000000,0.85431941,0.85252778,0.01321978,0.75127644
-4.91345673,1.81472035,0.01558664,0.10454143,0.01019569,0.00000000,0.78890093,0.81467738,0.01221930,0.70049144
-4.90745373,1.71259223,0.01640318,0.09443997,0.00944321,0.00000000,0.72691899,0.78026423,0.01127431,0.65265539
-4.90145073,1.61916704,0.01737799,0.08494785,0.00874021,0.00000000,0.66898873,0.74961033,0.01039403,0.60830587
-4.89544772,1.53520112,0.01851533,0.07613136,0.00809305,0.00000000,0.61558736,0.72290162,0.00958548,0.56786249
-4.88944472,1.46114960,0.01981556,0.06803808,0.00750646,0.00000000,0.56705519,0.70018905,0.00885352,0.53162556
-4.88344172,1.39717694,0.02127470,0.06069805,0.00698359,0.00000000,0.52360139,0.68139469,0.00820095,0.49977873
-4.87743872,1.34317688,0.02288409,0.05412540,0.00652609,0.00000000,0.48531365,0.66632240,0.00762863,0.47239516
-4.87143572,1.29880054,0.02463025,0.04832041,0.00613424,0.00000000,0.45217109,0.65467246,0.00713569,0.44944674
-4.86543272,1.26349092,0.02649489,0.04327164,0.00580715,0.00000000,0.42405947,0.64605943,0.00671970,0.43081566
-4.85942971,1.23652207,0.02845510,0.03895833,0.00554287,0.00000000,0.40078786,0.64003236,0.00637701,0.41630780
-4.85342671,1.21704115,0.03048369,0.03535263,0.00533868,0.00000000,0.38210597,0.63609644,0.00610295,0.40566721
-4.84742371,1.20411144,0.03254976,0.03242181,0.00519121,0.00000000,0.36772132,0.63373516,0.00589212,0.39859110
-4.84142071,1.19675471,0.03461942,0.03013017,0.00509669,0.00000000,0.35731546,0.63243201,0.00573866,0.39474476
-4.83541771,1.19399123,0.03665664,0.02844081,0.00505113,0.00000000,0.35055881,0.63169106,0.00563649,0.39377577
-4.82941471,1.19487619,0.03862425,0.02731691,0.00505046,0.00000000,0.34712353,0.63105541,0.00557955,0.39532721
-4.82341171,1.19853126,0.04048499,0.02672284,0.00509072,0.00000000,0.34669403,0.63012308,0.00556201,0.39904937
-4.81740870,1.20417040,0.04220265,0.02662479,0.00516813,0.00000000,0.34897507,0.62855972,0.00557841,0.40460965
-4.81140570,1.21111950,0.04374317,0.02699112,0.00527922,0.00000000,0.35369721,0.62610785,0.00562381,0.41170052
-4.80540270,1.21882920,0.04507569,0.02779242,0.00542090,0.00000000,0.36061978,0.62259246,0.00569388,0.42004537
-4.79939970,1.22688125,0.04617353,0.02900125,0.00559044,0.00000000,0.36953137,0.61792283,0.00578500,0.42940211
-4.79339670,1.23498823,0.04701503,0.03059167,0.00578553,0.00000000,0.38024825,0.61209092,0.00589420,0.43956480
-4.78739370,1.24298746,0.04758419,0.03253862,0.00600419,0.00000000,0.39261087,0.60516633,0.00601923,0.45036316
-4.78139070,1.25082947,0.04787115,0.03481715,0.00624478,0.00000000,0.40647904,0.59728847,0.00615847,0.46166035
-4.77538769,1.25856215,0.04787241,0.03740167,0.00650588,0.00000000,0.42172589,0.58865621,0.00631087,0.47334917
-4.76938469,1.26631140,0.04759087,0.04026512,0.00678622,0.00000000,0.43823139,0.57951576,0.00647586,0.48534697
-4.76338169,1.27425939,0.04703557,0.04337825,0.00708456,0.00000000,0.45587562,0.57014722,0.00665323,0.49758971
-4.75737869,1.28262157,0.04622132,0.04670900,0.00739960,0.00000000,0.47453228,0.56085049,0.00684301,0.51002539
-4.75137569,1.29162362,0.04516807,0.05022207,0.00772986,0.00000000,0.49406285,0.55193116,0.00704532,0.52260736
-4.74537269,1.30147909,0.04390012,0.05387857,0.00807359,0.00000000,0.51431169,0.54368685,0.00726027,0.53528778
-4.73936968,1.31236910,0.04244528,0.05763602,0.00842867,0.00000000,0.53510237,0.53639453,0.00748783,0.54801159
-4.73336668,1.32442453,0.04083386,0.06144842,0.00879253,0.00000000,0.55623532,0.53029929,0.00772767,0.56071134
-4.72736368,1.33771157,0.03909773,0.06526667,0.00916211,0.00000000,0.57748713,0.52560481,0.00797913,0.57330310
-4.72136068,1.35222107,0.03726929,0.06903914,0.00953385,0.00000000,0.59861135,0.52246578,0.00824107,0.58568367
-4.71535768,1.36786195,0.03538056,0.07271239,0.00990367,0.00000000,0.61934074,0.52098246,0.00851187,0.59772915
-4.70935468,1.38445872,0.03346228,0.07623220,0.01026699,0.00000000,0.63939111,0.52119739,0.00878935,0.60929508
-4.70335168,1.40175319,0.03154322,0.07954455,0.01061885,0.00000000,0.65846625,0.52309422,0.00907080,0.62021802
-4.69734867,1.41940996,0.02964949,0.08259687,0.01095395,0.00000000,0.67626400,0.52659855,0.00935298,0.63031843
-4.69134567,1.43702545,0.02780408,0.08533920,0.01126677,0.00000000,0.69248305,0.53158070,0.00963219,0.63940500
-4.68534267,1.45413986,0.02602652,0.08772544,0.01155174,0.00000000,0.70683026,0.53786017,0.00990430,0.64727978
-4.67933967,1.47025166,0.02433269,0.08971450,0.01180336,0.00000000,0.71902821,0.54521147,0.01016487,0.65374438
-4.67333667,1.48483379,0.02273470,0.09127142,0.01201639,0.00000000,0.72882262,0.55337125,0.01040926,0.65860650
-4.66733367,1.49735106,0.02124104,0.09236832,0.01218598,0.00000000,0.73598941,0.56204639,0.01063273,0.66168690
-4.66133067,1.50727809,0.01985663,0.09298515,0.01230787,0.00000000,0.74034120,0.57092274,0.01083059,0.66282615
-4.65532766,1.51411709,0.01858320,0.09311034,0.01237854,0.00000000,0.74173287,0.57967433,0.01099832,0.66189124
-4.64932466,1.51741487,0.01741951,0.09274110,0.01239531,0.00000000,0.74006614,0.58797285,0.01113172,0.65878142
-4.64332166,1.51677872,0.01636181,0.09188364,0.01235649,0.00000000,0.73529289,0.59549698,0.01122704,0.65343339
