energy_ev,total_up,Cu_p_up,Cu_d_up,Si_p_up,Si_d_up,Te_p_up,Te_d_up
-6.00000000,2.72121521,0.52713599,1.10092157,0.75030311,0.00000000,0.45837173,0.00000000
-5.99399700,2.63879367,0.50953443,1.07280187,0.72978009,0.00000000,0.43947137,0.00000000
-5.98799400,2.54752900,0.49118118,1.04041136,0.70647252,0.00000000,0.41974667,0.00000000
-5.98199100,2.44892576,0.47222638,1.00438822,0.68079037,0.00000000,0.39940732,0.00000000
-5.97598799,2.34476421,0.45289492,0.96548975,0.65321955,0.00000000,0.37870961,0.00000000
-5.96998499,2.23705246,0.43347868,0.92457267,0.62430965,0.00000000,0.35794739,0.00000000
-5.96398199,2.12797258,0.41432676,0.88257071,0.59465963,0.00000000,0.33744253,0.00000000
-5.95797899,2.01982263,0.39583402,0.84047011,0.56490216,0.00000000,0.31753531,0.00000000
-5.95197599,1.91495661,0.37842840,0.79928399,0.53568698,0.00000000,0.29857488,0.00000000
-5.94597299,1.81572403,0.36255741,0.76002631,0.50766399,0.00000000,0.28091010,0.00000000
-5.93996998,1.72441070,0.34867424,0.72368606,0.48146651,0.00000000,0.26488103,0.00000000
-5.93396698,1.64318217,0.33722380,0.69120253,0.45769514,0.00000000,0.25081102,0.00000000
-5.92796398,1.57403111,0.32862908,0.66344196,0.43690274,0.00000000,0.23899959,0.00000000
-5.92196098,1.51872933,0.32327798,0.64117633,0.41958072,0.00000000,0.22971615,0.00000000
-5.91595798,1.47878546,0.32151100,0.62506436,0.40614699,0.00000000,0.22319447,0.00000000
-5.90995498,1.45540870,0.32360997,0.61563530,0.39693574,0.00000000,0.21962796,0.00000000
-5.90395198,1.44947909,0.32978794,0.61327563,0.39218926,0.00000000,0.21916569,0.00000000
-5.89794897,1.46152475,0.34018051,0.61821883,0.39205183,0.00000000,0.22190912,0.00000000
-5.89194597,1.49170634,0.35483883,0.63053851,0.39656580,0.00000000,0.22790956,0.00000000
-5.88594297,1.53980901,0.37372433,0.65014492,0.40566998,0.00000000,0.23716631,0.00000000
-5.87993997,1.60524209,0.39670556,0.67678507,0.41920026,0.00000000,0.24962555,0.00000000
-5.87393697,1.68704690,0.42355715,0.71004647,0.43689268,0.00000000,0.26517999,0.00000000
-5.86793397,1.78391263,0.45396126,0.74936468,0.45838871,0.00000000,0.28366935,0.00000000
-5.86193097,1.89420065,0.48751151,0.79403449,0.48324294,0.00000000,0.30488181,0.00000000
-5.85592796,2.01597691,0.52371963,0.84322490,0.51093300,0.00000000,0.32855635,0.00000000
-5.84992496,2.14705247,0.56202476,0.89599753,0.54087156,0.00000000,0.35438621,0.00000000
-5.84392196,2.28503141,0.60180534,0.95132838,0.57242037,0.00000000,0.38202341,0.00000000
-5.83791896,2.42736537,0.64239356,1.00813234,0.60490591,0.00000000,0.41108430,0.00000000
-5.83191596,2.57141369,0.68309188,1.06529010,0.63763633,0.00000000,0.44115630,0.00000000
-5.82591296,2.71450745,0.72319139,1.12167656,0.66991941,0.00000000,0.47180541,0.00000000
-5.81990995,2.85401588,0.76199136,1.17619009,0.70108079,0.00000000,0.50258468,0.00000000
-5.81390695,2.98741291,0.79881947,1.22778161,0.73048208,0.00000000,0.53304326,0.00000000
-5.80790395,3.11234175,0.83305189,1.27548257,0.75753818,0.00000000,0.56273577,0.00000000
-5.80190095,3.22667519,0.86413256,1.31843073,0.78173320,0.00000000,0.59123188,0.00000000
-5.79589795,3.32856940,0.89159079,1.35589281,0.80263440,0.00000000,0.61812562,0.00000000
-5.78989495,3.41650917,0.91505658,1.38728320,0.81990350,0.00000000,0.64304421,0.00000000
-5.78389195,3.48934272,0.93427282,1.41217779,0.83330513,0.00000000,0.66565609,0.00000000
-5.77788894,3.54630484,0.94910397,1.43032248,0.84271176,0.00000000,0.68567789,0.00000000
-5.77188594,3.58702731,0.95954062,1.44163609,0.84810520,0.00000000,0.70288000,0.00000000
-5.76588294,3.61153637,0.96569988,1.44620738,0.84957436,0.00000000,0.71709073,0.00000000
-5.75987994,3.62023747,0.96782139,1.44428664,0.84730959,0.00000000,0.72819876,0.00000000
-5.75387694,3.61388798,0.96625906,1.43627203,0.84159370,0.00000000,0.73615392,0.00000000
-5.74787394,3.59355944,0.96146909,1.42269154,0.83279008,0.00000000,0.74096622,0.00000000
-5.74187094,3.56059086,0.95399443,1.40418128,0.82132861,0.00000000,0.74270335,0.00000000
-5.73586793,3.51653559,0.94444663,1.38146133,0.80768979,0.00000000,0.74148660,0.00000000
-5.72986493,3.46310382,0.93348566,1.35531001,0.79238784,0.00000000,0.73748556,0.00000000
-5.72386193,3.40210353,0.92179856,1.32653799,0.77595356,0.00000000,0.73091169,0.00000000
-5.71785893,3.33538210,0.91007783,1.29596307,0.75891758,0.00000000,0.72201118,0.00000000
