energy_ev,total_up,C_s_up,C_p_up,Na_s_up,Pt_p_up,Pt_d_up,S_s_up,S_p_up
-5.48374187,2.54710377,0.05567483,0.12817723,0.25921328,0.82691797,1.14039064,0.03470589,1.07152861
-5.47773887,2.52461094,0.05653316,0.12909323,0.25927186,0.82760621,1.11591093,0.03508366,1.06569583
-5.47173587,2.49542132,0.05706705,0.12947772,0.25793281,0.82572631,1.08974024,0.03529159,1.05684289
-5.46573287,2.45904313,0.05726623,0.12930254,0.25517456,0.82102532,1.06167913,0.03532569,1.04476995
-5.45972986,2.41514891,0.05712663,0.12855042,0.25100890,0.81331503,1.03159160,0.03518462,1.02933901
-5.45372686,2.36358183,0.05665048,0.12721499,0.24547967,0.80247562,0.99940766,0.03486973,1.01047741
-5.44772386,2.30435735,0.05584612,0.12530067,0.23866057,0.78845726,0.96512400,0.03438492,0.98817964
-5.44172086,2.23766030,0.05472772,0.12282223,0.23065198,0.77127987,0.92880268,0.03373654,0.96250742
-5.43571786,2.16383779,0.05331481,0.11980418,0.22157707,0.75103107,0.89056810,0.03293325,0.93358818
-5.42971486,2.08338802,0.05163165,0.11627998,0.21157736,0.72786239,0.85060234,0.03198574,0.90161187
-5.42371186,1.99694572,0.04970654,0.11229105,0.20080796,0.70198402,0.80913903,0.03090657,0.86682632
-5.41770885,1.90526453,0.04757103,0.10788571,0.18943259,0.67365821,0.76645626,0.02970983,0.82953117
-5.41170585,1.80919714,0.04525904,0.10311797,0.17761879,0.64319162,0.72286852,0.02841092,0.79007065
-5.40570285,1.70967372,0.04280599,0.09804626,0.16553321,0.61092682,0.67871827,0.02702617,0.74882534
-5.39969985,1.60767947,0.04024796,0.09273213,0.15333740,0.57723330,0.63436730,0.02557258,0.70620327
-5.39369685,1.50423191,0.03762085,0.08723893,0.14118412,0.54249820,0.59018832,0.02406747,0.66263050
-5.38769385,1.40035873,0.03495959,0.08163054,0.12921416,0.50711708,0.54655698,0.02252818,0.61854154
-5.38169085,1.29707684,0.03229747,0.07597012,0.11755395,0.47148499,0.50384471,0.02097170,0.57436993
-5.37568784,1.19537323,0.02966556,0.07031890,0.10631380,0.43598816,0.46241251,0.01941446,0.53053922
-5.36968484,1.09618815,0.02709220,0.06473520,0.09558683,0.40099638,0.42260597,0.01787195,0.48745459
-5.36368184,1.00040114,0.02460264,0.05927344,0.08544857,0.36685651,0.38475160,0.01635858,0.44549548
-5.35767884,0.90882013,0.02221882,0.05398338,0.07595713,0.33388700,0.34915450,0.01488738,0.40500927
-5.35167584,0.82217377,0.01995921,0.04890950,0.06715389,0.30237372,0.31609744,0.01346985,0.36630630
-5.34567284,0.74110707,0.01783878,0.04409059,0.05906461,0.27256708,0.28584119,0.01211588,0.32965622
-5.33966983,0.66618017,0.01586909,0.03955943,0.05170087,0.24468032,0.25862599,0.01083358,0.29528576
-5.33366683,0.59786999,0.01405843,0.03534273,0.04506173,0.21888913,0.23467403,0.00962934,0.26337790
-5.32766383,0.53657430,0.01241203,0.03146117,0.03913553,0.19533227,0.21419240,0.00850777,0.23407228
-5.32166083,0.48261770,0.01093238,0.02792964,0.03390170,0.17411310,0.19737658,0.00747178,0.20746682
-5.31565783,0.43625894,0.00961945,0.02475755,0.02933262,0.15530194,0.18441377,0.00652268,0.18362022
-5.30965483,0.39769880,0.00847109,0.02194924,0.02539524,0.13893883,0.17548585,0.00566031,0.16255524
-5.30365183,0.36708793,0.00748333,0.01950449,0.02205272,0.12503671,0.17077156,0.00488318,0.14426250
-5.29764882,0.34453384,0.00665068,0.01741904,0.01926572,0.11358457,0.17044757,0.00418867,0.12870449
-5.29164582,0.33010657,0.00596640,0.01568509,0.01699360,0.10455056,0.17468804,0.00357319,0.11581962
-5.28564282,0.32384233,0.00542282,0.01429185,0.01519533,0.09788472,0.18366245,0.00303237,0.10552607
-5.27963982,0.32574477,0.00501147,0.01322599,0.01383018,0.09352135,0.19753154,0.00256130,0.09772531
-5.27363682,0.33578365,0.00472335,0.01247202,0.01285824,0.09138079,0.21644126,0.00215464,0.09230501
-5.26763382,0.35389075,0.00454899,0.01201269,0.01224072,0.09137060,0.24051468,0.00180682,0.08914150
-5.26163082,0.37995322,0.00447861,0.01182921,0.01194011,0.09338623,0.26984219,0.00151222,0.08810143
-5.25562781,0.41380465,0.00450216,0.01190146,0.01192017,0.09731108,0.30447014,0.00126525,0.08904300
-5.24962481,0.45521427,0.00460937,0.01220811,0.01214592,0.10301616,0.34438841,0.00106047,0.09181647
-5.24362181,0.50387521,0.00478978,0.01272674,0.01258345,0.11035953,0.38951745,0.00089273,0.09626434
-5.23761881,0.55939234,0.00503279,0.01343382,0.01319984,0.11918546,0.43969548,0.00075714,0.10222120
-5.23161581,0.62127094,0.00532763,0.01430482,0.01396298,0.12932381,0.49466658,0.00064922,0.10951343
-5.22561281,0.68890696,0.00566346,0.01531421,0.01484153,0.14058957,0.55407050,0.00056488,0.11795898
-5.21960980,0.76158000,0.00602939,0.01643555,0.01580490,0.15278282,0.61743493,0.00050043,0.12736732
-5.21360680,0.83844995,0.00641455,0.01764158,0.01682327,0.16568937,0.68417110,0.00045262,0.13753982
-5.20760380,0.91855811,0.00680820,0.01890445,0.01786781,0.17908201,0.75357336,0.00041861,0.14827062
-5.20160080,1.00083343,0.00719988,0.02019590,0.01891088,0.19272264,0.82482325,0.00039600,0.15934816
-5.19559780,1.08410431,0.00757950,0.02148765,0.01992640,0.20636523,0.89699855,0.00038277,0.17055732
-5.18959480,1.16711611,0.00793758,0.02275172,0.02089027,0.21975963,0.96908730,0.00037732,0.18168239
-5.18359180,1.24855420,0.00826540,0.02396097,0.02178083,0.23265608,1.04000682,0.00037841,0.19251057
-5.17758879,1.32707203,0.00855519,0.02508952,0.02257937,0.24481040,1.10862733,0.00038523,0.20283614
-5.17158579,1.40132359,0.00880032,0.02611337,0.02327069,0.25598966,1.17379946,0.00039729,0.21246505
-5.16558279,1.46999889,0.00899548,0.02701090,0.02384355,0.26597806,1.23438488,0.00041452,0.22121978
-5.15957979,1.53186138,0.00913683,0.02776344,0.02429118,0.27458284,1.28928880,0.00043719,0.22894434
-5.15357679,1.58578574,0.00922213,0.02835576,0.02461164,0.28163992,1.33749320,0.00046599,0.23550908
-5.14757379,1.63079433,0.00925080,0.02877656,0.02480814,0.28701917,1.37808922,0.00050196,0.24081517
-5.14157079,1.66609073,0.00922397,0.02901877,0.02488919,0.29062880,1.41030743,0.00054657,0.24479852
-5.13556778,1.69108883,0.00914449,0.02907986,0.02486868,0.29241890,1.43354458,0.00060166,0.24743290
-5.12956478,1.70543599,0.00901680,0.02896203,0.02476577,0.29238395,1.44738540,0.00066952,0.24873219
-5.12356178,1.70902917,0.00884692,0.02867219,0.02460473,0.29056403,1.45161863,0.00075281,0.24875148
-5.11755878,1.70202308,0.00864217,0.02822190,0.02441449,0.28704480,1.44624622,0.00085464,0.24758711
-5.11155578,1.68483003,0.00841109,0.02762721,0.02422824,0.28195626,1.43148545,0.00097850,0.24537546
-5.10555278,1.65811117,0.00816311,0.02690833,0.02408282,0.27547029,1.40776358,0.00112828,0.24229060
-5.09954977,1.62275956,0.00790834,0.02608923,0.02401798,0.26779705,1.37570540,0.00130824,0.23854090
-5.09354677,1.57987570,0.00765727,0.02519720,0.02407569,0.25918058,1.33611416,0.00152298,0.23436457
-5.08754377,1.53073652,0.00742051,0.02426230,0.02429921,0.24989349,1.28994663,0.00177737,0.23002447
-5.08154077,1.47675916,0.00720848,0.02331681,0.02473232,0.24023119,1.23828364,0.00207655,0.22580218
-5.07553777,1.41946102,0.00703116,0.02239464,0.02541837,0.23050580,1.18229708,0.00242580,0.22199166
-5.06953477,1.36041761,0.00689785,0.02153074,0.02639941,0.22103984,1.12321503,0.00283051,0.21889271
-5.06353177,1.30122005,0.00681693,0.02076054,0.02771530,0.21216001,1.06228638,0.00329605,0.21680425
-5.05752876,1.24343354,0.00679567,0.02011934,0.02940287,0.20419117,1.00074630,0.00382771,0.21601790
-5.05152576,1.18855849,0.00684013,0.01964185,0.03149511,0.19745053,0.93978397,0.00443057,0.21681174
-5.04552276,1.13799538,0.00695501,0.01936159,0.03402042,0.19224239,0.88051364,0.00510939,0.21944464
-5.03951976,1.09301447,0.00714363,0.01931048,0.03700186,0.18885309,0.82394983,0.00586849,0.22415104
-5.03351676,1.05473102,0.00740790,0.01951829,0.04045660,0.18754659,0.77098757,0.00671163,0.23113649
-5.02751376,1.02408646,0.00774838,0.02001221,0.04439526,0.18856036,0.72238777,0.00764187,0.24057386
-5.02151076,1.00183568,0.00816432,0.02081641,0.04882152,0.19210165,0.67876803,0.00866148,0.25260025
-5.01550775,0.98854023,0.00865384,0.02195155,0.05373167,0.19834422,0.64059869,0.00977182,0.26731471
-5.00950475,0.98456728,0.00921403,0.02343431,0.05911435,0.20742538,0.60820372,0.01097322,0.28477669
-5.00350175,0.99009357,0.00984119,0.02527699,0.06495034,0.21944328,0.58176606,0.01226490,0.30500513
-4.99749875,1.00511388,0.01053099,0.02748706,0.07121253,0.23445481,0.56133658,0.01364489,0.32797832
-4.99149575,1.02945325,0.01127874,0.03006675,0.07786600,0.25247370,0.54684609,0.01510997,0.35363441
-4.98549275,1.06278219,0.01207959,0.03301273,0.08486823,0.27346939,0.53811944,0.01665565,0.38187257
-4.97948974,1.10463411,0.01292878,0.03631585,0.09216950,0.29736642,0.53489116,0.01827610,0.41255477
-4.97348674,1.15442435,0.01382187,0.03996101,0.09971344,0.32404472,0.53682174,0.01996425,0.44550817
-4.96748374,1.21147019,0.01475489,0.04392716,0.10743783,0.35334093,0.54351398,0.02171173,0.48052822
-4.96148074,1.27501120,0.01572458,0.04818751,0.11527550,0.38505073,0.55452890,0.02350901,0.51738225
-4.95547774,1.34422969,0.01672843,0.05270984,0.12315546,0.41893253,0.56940067,0.02534547,0.55581374
-4.94947474,1.41827063,0.01776484,0.05745720,0.13100426,0.45471242,0.58765030,0.02720952,0.59554712
-4.94347174,1.49626096,0.01883309,0.06238862,0.13874741,0.49209044,0.60879785,0.02908878,0.63629307
-4.93746873,1.57732791,0.01993334,0.06746022,0.14631100,0.53074807,0.63237288,0.03097025,0.67775424
-4.93146573,1.66061601,0.02106651,0.07262637,0.15362340,0.57035671,0.65792334,0.03284051,0.71963122
-4.92546273,1.74530268,0.02223420,0.07784106,0.16061697,0.61058700,0.68502260,0.03468598,0.76162871
-4.91945973,1.83061208,0.02343840,0.08305937,0.16722975,0.65111842,0.71327482,0.03649314,0.80346151
-4.91345673,1.91582687,0.02468132,0.08823891,0.17340708,0.69164884,0.74231873,0.03824880,0.84486029
-4.90745373,2.00029775,0.02596507,0.09334124,0.17910298,0.73190347,0.77182983,0.03994030,0.88557672
-4.90145073,2.08345027,0.02729136,0.09833319,0.18428137,0.77164262,0.80152115,0.04155580,0.92538785
-4.89544772,2.16478889,0.02866118,0.10318784,0.18891687,0.81066785,0.83114270,0.04308449,0.96409935
-4.88944472,2.24389790,0.03007443,0.10788534,0.19299529,0.84882589,0.86047969,0.04451674,1.00154743
-4.88344172,2.32043908,0.03152968,0.11241326,0.19651362,0.88601002,0.88934966,0.04584427,1.03759937
-4.87743872,2.39414621,0.03302382,0.11676658,0.19947962,0.92215867,0.91759862,0.04706024,1.07215242
-4.87143572,2.46481639,0.03455186,0.12094722,0.20191091,0.95725108,0.94509648,0.04815933,1.10513105
-4.86543272,2.53229865,0.03610674,0.12496315,0.20383364,0.99130015,0.97173179,0.04913772,1.13648283
-4.85942971,2.59648017,0.03767920,0.12882710,0.20528072,1.02434280,0.99740617,0.04999304,1.16617285
-4.85342671,2.65727092,0.03925774,0.13255493,0.20628981,1.05642822,1.02202853,0.05072425,1.19417718
-4.84742371,2.71458744,0.04082870,0.13616372,0.20690104,1.08760480,1.04550952,0.05133155,1.22047572
-4.84142071,2.76833680,0.04237636,0.13966983,0.20715468,1.11790643,1.06775632,0.05181617,1.24504480
-4.83541771,2.81840173,0.04388314,0.14308677,0.20708882,1.14733916,1.08866825,0.05218020,1.26785020
-4.82941471,2.86462798,0.04532997,0.14642339,0.20673723,1.17586902,1.10813331,0.05242638,1.28884096
-4.82341171,2.90681494,0.04669658,0.14968218,0.20612758,1.20341207,1.12602609,0.05255795,1.30794464
-4.81740870,2.94471028,0.04796202,0.15285799,0.20527998,1.22982734,1.14220714,0.05257842,1.32506431
-4.81140570,2.97800941,0.04910511,0.15593729,0.20420613,1.25491340,1.15652391,0.05249152,1.34007781
-4.80540270,3.00635998,0.05010501,0.15889792,0.20290899,1.27840903,1.16881353,0.05230104,1.35283933
-4.79939970,3.02937166,0.05094173,0.16170943,0.20138307,1.29999810,1.17890704,0.05201084,1.36318344
-4.79339670,3.04663070,0.05159676,0.16433403,0.19961529,1.31931871,1.18663528,0.05162482,1.37093150
-4.78739370,3.05771885,0.05205355,0.16672814,0.19758639,1.33597612,1.19183591,0.05114700,1.37590010
-4.78139070,3.06223545,0.05229805,0.16884433,0.19527280,1.34955890,1.19436131,0.05058160,1.37791120
-4.77538769,3.05982162,0.05231918,0.17063369,0.19264881,1.35965753,1.19408691,0.04993315,1.37680319
-4.76938469,3.05018496,0.05210916,0.17204837,0.18968896,1.36588432,1.19091943,0.04920664,1.37244241
-4.76338169,3.03312320,0.05166386,0.17304422,0.18637048,1.36789348,1.18480448,0.04840765,1.36473426
-4.75737869,3.00854518,0.05098298,0.17358337,0.18267558,1.36540031,1.17573306,0.04754243,1.35363315
-4.75137569,2.97648779,0.05007013,0.17363646,0.17859355,1.35819825,1.16374634,0.04661802,1.33915063
-4.74537269,2.93712733,0.04893284,0.17318453,0.17412245,1.34617279,1.14893847,0.04564220,1.32136097
-4.73936968,2.89078461,0.04758241,0.17222040,0.16927028,1.32931140,1.13145700,0.04462354,1.30040397
-4.73336668,2.83792290,0.04603367,0.17074942,0.16405571,1.30770888,1.11150083,0.04357122,1.27648431
-4.72736368,2.77913889,0.04430468,0.16878959,0.15850815,1.28156782,1.08931567,0.04249487,1.24986784
-4.72136068,2.71514665,0.04241623,0.16637099,0.15266729,1.25119410,1.06518706,0.04140437,1.22087445
-4.71535768,2.64675562,0.04039145,0.16353461,0.14658217,1.21698773,1.03943148,0.04030953,1.18986827
-4.70935468,2.57484363,0.03825516,0.16033070,0.14030976,1.17942955,1.01238578,0.03921977,1.15724545
-4.70335168,2.50032649,0.03603332,0.15681660,0.13391328,1.13906458,0.98439561,0.03814376,1.12342038
-4.69734867,2.42412592,0.03375242,0.15305428,0.12746023,1.09648289,0.95580348,0.03708916,1.08881097
-4.69134567,2.34713757,0.03143891,0.14910785,0.12102048,1.05229921,0.92693708,0.03606223,1.05382405
-4.68534267,2.27020100,0.02911856,0.14504087,0.11466430,1.00713213,0.89809854,0.03506761,1.01884152
-4.67933967,2.19407331,0.02681599,0.14091401,0.10846061,0.96158420,0.86955527,0.03410817,0.98420812
-4.67333667,2.11940781,0.02455419,0.13678285,0.10247556,0.91622370,0.84153282,0.03318487,0.95022152
-4.66733367,2.04673886,0.02235409,0.13269615,0.09677138,0.87156907,0.81421015,0.03229677,0.91712516
-4.66133067,1.97647355,0.02023431,0.12869450,0.09140567,0.82807638,0.78771762,0.03144115,0.88510422
-4.65532766,1.90889042,0.01821087,0.12480957,0.08643105,0.78613055,0.76213759,0.03061369,0.85428471
-4.64932466,1.84414501,0.01629713,0.12106380,0.08189526,0.74604023,0.73750768,0.02980874,0.82473582
-4.64332166,1.78228170,0.01450367,0.11747060,0.07784151,0.70803634,0.71382627,0.02901971,0.79647502
-4.63731866,1.72325065,0.01283842,0.11403506,0.07430912,0.67227422,0.69105998,0.02823942,0.76947553
-4.63131566,1.66692874,0.01130671,0.11075490,0.07133429,0.63883864,0.66915249,0.02746059,0.74367568
-4.62531266,1.61314294,0.00991150,0.10762183,0.06895091,0.60775135,0.64803421,0.02667621,0.71898937
-4.61930965,1.56169466,0.00865361,0.10462300,0.06719132,0.57898056,0.62763219,0.02588001,0.69531700
-4.61330665,1.51238354,0.00753200,0.10174259,0.06608683,0.55245148,0.60787960,0.02506677,0.67255621
-4.60730365,1.46502925,0.00654409,0.09896331,0.06566805,0.52805749,0.58872447,0.02423262,0.65061174
-4.60130065,1.41949028,0.00568606,0.09626792,0.06596474,0.50567123,0.57013696,0.02337530,0.62940402
-4.59529765,1.37567876,0.00495323,0.09364044,0.06700540,0.48515512,0.55211509,0.02249422,0.60887589
-4.58929465,1.33357074,0.00434032,0.09106730,0.06881630,0.46637086,0.53468854,0.02159051,0.58899739
-4.58329165,1.29321169,0.00384181,0.08853811,0.07142019,0.44918768,0.51792050,0.02066698,0.56976846
-4.57728864,1.25471738,0.00345214,0.08604625,0.07483466,0.43348902,0.50190770,0.01972790,0.55121941
-4.57128564,1.21827033,0.00316603,0.08358922,0.07907011,0.41917774,0.48677852,0.01877884,0.53340966
-4.56528264,1.18411256,0.00297861,0.08116866,0.08412770,0.40617964,0.47268967,0.01782636,0.51642463
-4.55927964,1.15253526,0.00288566,0.07879030,0.08999711,0.39444558,0.45982155,0.01687769,0.50037140
-4.55327664,1.12386633,0.00288363,0.07646364,0.09665454,0.38395214,0.44837263,0.01594038,0.48537341
-4.54727364,1.09845652,0.00296979,0.07420153,0.10406090,0.37470121,0.43855327,0.01502200,0.47156457
-4.54127064,1.07666512,0.00314222,0.07201968,0.11216036,0.36671846,0.43057909,0.01412978,0.45908321
-4.53526763,1.05884574,0.00339979,0.06993606,0.12087958,0.36005096,0.42466436,0.01327037,0.44806616
-4.52926463,1.04533301,0.00374213,0.06797030,0.13012745,0.35476421,0.42101542,0.01244957,0.43864331
-4.52326163,1.03643044,0.00416948,0.06614309,0.13979569,0.35093852,0.41982440,0.01167220,0.43093273
-4.51725863,1.03239976,0.00468255,0.06447553,0.14976016,0.34866504,0.42126328,0.01094192,0.42503663
-4.51125563,1.03345187,0.00528240,0.06298855,0.15988299,0.34804136,0.42547834,0.01026125,0.42103810
-4.50525263,1.03973944,0.00597013,0.06170234,0.17001541,0.34916690,0.43258493,0.00963155,0.41899867
-4.49924962,1.05135088,0.00674669,0.06063577,0.18000133,0.35213812,0.44266268,0.00905304,0.41895663
-4.49324662,1.06830562,0.00761260,0.05980586,0.18968134,0.35704354,0.45575098,0.00852500,0.42092597
