energy_ev,total_up,C_s_up,C_p_up,Mn_p_up,Mn_d_up,S_s_up,S_p_up,Zr_p_up,Zr_d_up
-5.89194597,1.94605431,0.01472666,0.02070511,0.58012218,0.76456885,0.00072109,1.30548920,0.25597851,0.12049127
-5.88594297,2.08158311,0.01558108,0.02170515,0.61477715,0.82348950,0.00074211,1.39579762,0.27146346,0.12830963
-5.87993997,2.21869647,0.01640520,0.02268822,0.64973519,0.88308746,0.00076713,1.48714890,0.28693446,0.13620319
-5.87393697,2.35560225,0.01718053,0.02363424,0.68443489,0.94265267,0.00079513,1.57835050,0.30211221,0.14407585
-5.86793397,2.49054322,0.01788963,0.02452443,0.71835573,1.00145669,0.00082532,1.66824101,0.31673546,0.15183676
-5.86193097,2.62184107,0.01851663,0.02534186,0.75103376,1.05876774,0.00085710,1.75572016,0.33056856,0.15940287
-5.85592796,2.74793914,0.01904770,0.02607187,0.78207582,1.11386627,0.00089013,1.83977785,0.34340837,0.16670137
-5.84992496,2.86744244,0.01947142,0.02670254,0.81117171,1.16606084,0.00092432,1.91952085,0.35509035,0.17367182
-5.84392196,2.97915324,0.01977912,0.02722496,0.83810375,1.21470366,0.00095989,1.99419625,0.36549347,0.18026784
-5.83791896,3.08210075,0.01996517,0.02763353,0.86275320,1.25920526,0.00099736,2.06321060,0.37454361,0.18645843
-5.83191596,3.17556368,0.02002711,0.02792604,0.88510307,1.29904788,0.00103754,2.12614375,0.38221540,0.19222863
-5.82591296,3.25908447,0.01996569,0.02810372,0.90523715,1.33379705,0.00108158,2.18275674,0.38853222,0.19757971
-5.81990995,3.33247458,0.01978488,0.02817119,0.92333504,1.36311091,0.00113092,2.23299339,0.39356437,0.20252867
-5.81390695,3.39581041,0.01949163,0.02813618,0.93966340,1.38674712,0.00118731,2.27697519,0.39742545,0.20710709
-5.80790395,3.44941988,0.01909567,0.02800931,0.95456354,1.40456684,0.00125281,2.31498981,0.40026701,0.21135949
-5.80190095,3.49386024,0.01860910,0.02780364,0.96843589,1.41653595,0.00132971,2.34747346,0.40227178,0.21534101
-5.79589795,3.52988788,0.01804603,0.02753420,0.98172185,1.42272329,0.00142055,2.37498790,0.40364561,0.21911475
-5.78989495,3.55842130,0.01742202,0.02721748,0.99488384,1.42329605,0.00152808,2.39819300,0.40460868,0.22274867
-5.78389195,3.58049898,0.01675363,0.02687078,1.00838437,1.41851258,0.00165517,2.41781588,0.40538610,0.22631227
-5.77788894,3.59723362,0.01605786,0.02651161,1.02266486,1.40871281,0.00180481,2.43461812,0.40619855,0.22987323
-5.77188594,3.60976484,0.01535164,0.02615711,1.03812534,1.39430668,0.00198002,2.44936218,0.40725324,0.23349395
-5.76588294,3.61921219,0.01465132,0.02582340,1.05510570,1.37576101,0.00218380,2.46277864,0.40873557,0.23722845
-5.75987994,3.62663033,0.01397230,0.02552505,1.07386936,1.35358533,0.00241904,2.47553537,0.41080192,0.24111945
-5.75387694,3.63296820,0.01332858,0.02527459,1.09458998,1.32831705,0.00268846,2.48821006,0.41357370,0.24519598
-5.74787394,3.63903364,0.01273251,0.02508206,1.11734179,1.30050654,0.00299453,2.50126701,0.41713307,0.24947149
-5.74187094,3.64546474,0.01219452,0.02495474,1.14209383,1.27070264,0.00333937,2.51503907,0.42152027,0.25394263
-5.73586793,3.65270884,0.01172301,0.02489687,1.16870829,1.23943891,0.00372466,2.52971538,0.42673270,0.25858868
-5.72986493,3.66100973,0.01132426,0.02490958,1.19694301,1.20722115,0.00415157,2.54533508,0.43272568,0.26337166
-5.72386193,3.67040311,0.01100243,0.02499085,1.22645778,1.17451642,0.00462065,2.56178715,0.43941478,0.26823719
-5.71785893,3.68072038,0.01075959,0.02513565,1.25682429,1.14174383,0.00513176,2.57881612,0.44667955,0.27311592
-5.71185593,3.69159991,0.01059587,0.02533611,1.28753905,1.10926740,0.00568395,2.59603316,0.45436834,0.27792555
-5.70585293,3.70250522,0.01050954,0.02558187,1.31803881,1.07739085,0.00627545,2.61293191,0.46230402,0.28257342
-5.69984992,3.71274888,0.01049723,0.02586038,1.34771772,1.04635459,0.00690353,2.62890817,0.47029035,0.28695929
-5.69384692,3.72152093,0.01055408,0.02615743,1.37594560,1.01633474,0.00756449,2.64328257,0.47811848,0.29097855
-5.68784392,3.72792050,0.01067392,0.02645755,1.40208644,0.98744402,0.00825364,2.65532510,0.48557364,0.29452544
-5.68184092,3.73098930,0.01084950,0.02674462,1.42551666,0.95973454,0.00896526,2.66428059,0.49244145,0.29749626
-5.67583792,3.72974563,0.01107262,0.02700233,1.44564232,0.93320205,0.00969267,2.66939411,0.49851389,0.29979250
-5.66983492,3.72321766,0.01133435,0.02721472,1.46191484,0.90779162,0.01042820,2.66993533,0.50359460,0.30132369
-5.66383192,3.71047498,0.01162520,0.02736672,1.47384471,0.88340434,0.01116337,2.66522126,0.50750346,0.30200995
-5.65782891,3.69065751,0.01193525,0.02744454,1.48101299,0.85990489,0.01188892,2.65463644,0.51008040,0.30178411
-5.65182591,3.66300096,0.01225436,0.02743613,1.48308033,0.83712963,0.01259502,2.63765042,0.51118838,0.30059341
-5.64582291,3.62685858,0.01257231,0.02733149,1.47979334,0.81489502,0.01327145,2.61383196,0.51071558,0.29840068
-5.63981991,3.58171859,0.01287898,0.02712293,1.47098848,0.79300607,0.01390779,2.58285991,0.50857682,0.29518515
-5.63381691,3.52721743,0.01316450,0.02680528,1.45659353,0.77126459,0.01449367,2.54453076,0.50471439,0.29094265
-5.62781391,3.46314871,0.01341943,0.02637597,1.43662671,0.74947712,0.01501905,2.49876283,0.49909815,0.28568550
-5.62181091,3.38946803,0.01363495,0.02583503,1.41119385,0.72746220,0.01547448,2.44559741,0.49172525,0.27944190
-5.61580790,3.30629389,0.01380303,0.02518506,1.38048375,0.70505695,0.01585133,2.38519699,0.48261932,0.27225510
-5.60980490,3.21390496,0.01391660,0.02443107,1.34476209,0.68212269,0.01614214,2.31784093,0.47182940,0.26418212
-5.60380190,3.11273402,0.01396968,0.02358029,1.30436408,0.65854965,0.01634075,2.24391880,0.45942848,0.25529241
-5.59779890,3.00335890,0.01395758,0.02264190,1.25968622,0.63426046,0.01644259,2.16392179,0.44551182,0.24566618
-5.59179590,2.88649072,0.01387697,0.02162671,1.21117733,0.60921255,0.01644481,2.07843234,0.43019500,0.23539268
-5.58579290,2.76295969,0.01372599,0.02054687,1.15932913,0.58339932,0.01634639,1.98811238,0.41361180,0.22456836
-5.57978989,2.63369896,0.01350430,0.01941546,1.10466651,0.55685008,0.01614822,1.89369046,0.39591184,0.21329504
-5.57378689,2.49972659,0.01321309,0.01824616,1.04773772,0.52962888,0.01585309,1.79594791,0.37725796,0.20167802
-5.56778389,2.36212629,0.01285503,0.01705289,0.98910459,0.50183217,0.01546560,1.69570443,0.35782350,0.18982422
-5.56178089,2.22202702,0.01243420,0.01584948,0.92933300,0.47358552,0.01499209,1.59380325,0.33778933,0.17784046
-5.55577789,2.08058213,0.01195595,0.01464935,0.86898365,0.44503950,0.01444042,1.49109628,0.31734082,0.16583173
-5.54977489,1.93894831,0.01142679,0.01346524,0.80860338,0.41636482,0.01381976,1.38842941,0.29666462,0.15389963
-5.54377189,1.79826493,0.01085410,0.01230902,0.74871706,0.38774705,0.01314032,1.28662837,0.27594548,0.14214098
-5.53776888,1.65963435,0.01024602,0.01119149,0.68982031,0.35938101,0.01241307,1.18648543,0.25536313,0.13064654
-5.53176588,1.52410357,0.00961109,0.01012223,0.63237310,0.33146519,0.01164941,1.08874730,0.23508920,0.11949996
-5.52576288,1.39264789,0.00895812,0.00910961,0.57679439,0.30419625,0.01086089,0.99410445,0.21528448,0.10877694
-5.51975988,1.26615691,0.00829585,0.00816070,0.52345797,0.27776393,0.01005887,0.90318231,0.19609641,0.09854460
-5.51375688,1.14542341,0.00763280,0.00728131,0.47268940,0.25234653,0.00925429,0.81653431,0.17765695,0.08886110
-5.50775388,1.03113522,0.00697701,0.00647609,0.42476442,0.22810706,0.00845736,0.73463723,0.16008097,0.07977549
-5.50175088,0.92387041,0.00633588,0.00574862,0.37990844,0.20519019,0.00767741,0.65788865,0.14346507,0.07132780
-5.49574787,0.82409575,0.00571603,0.00510149,0.33829747,0.18372014,0.00692266,0.58660683,0.12788704,0.06354936
-5.48974487,0.73216836,0.00512321,0.00453653,0.30006008,0.16379942,0.00620018,0.52103252,0.11340573,0.05646328
-5.48374187,0.64834031,0.00456219,0.00405491,0.26528049,0.14550841,0.00551573,0.46133289,0.10006155,0.05008510
-5.47773887,0.57276572,0.00403679,0.00365727,0.23400250,0.12890585,0.00487380,0.40760709,0.08787743,0.04442365
-5.47173587,0.50550997,0.00354985,0.00334392,0.20623406,0.11402993,0.00427763,0.35989310,0.07686013,0.03948185
-5.46573287,0.44656037,0.00310329,0.00311492,0.18195232,0.10089997,0.00372920,0.31817556,0.06700200,0.03525763
-5.45972986,0.39583767,0.00269821,0.00297016,0.16110878,0.08951857,0.00322942,0.28239400,0.05828289,0.03174487
-5.45372686,0.35320772,0.00233492,0.00290948,0.14363444,0.07987386,0.00277817,0.25245119,0.05067229,0.02893415
-5.44772386,0.31849280,0.00201311,0.00293263,0.12944462,0.07194201,0.00237445,0.22822093,0.04413144,0.02681347
-5.44172086,0.29148175,0.00173195,0.00303928,0.11844317,0.06568944,0.00201654,0.20955519,0.03861547,0.02536882
-5.43571786,0.27193867,0.00149020,0.00322896,0.11052602,0.06107502,0.00170213,0.19628990,0.03407536,0.02458456
-5.42971486,0.25960968,0.00128636,0.00350101,0.10558388,0.05805170,0.00142849,0.18824943,0.03045973,0.02444356
-5.42371186,0.25422750,0.00111873,0.00385439,0.10350394,0.05656792,0.00119255,0.18524940,0.02771630,0.02492718
-5.41770885,0.25551366,0.00098558,0.00428756,0.10417058,0.05656835,0.00099110,0.18709786,0.02579313,0.02601507
-5.41170585,0.26317853,0.00088517,0.00479832,0.10746521,0.05799424,0.00082082,0.19359480,0.02463946,0.02768470
-5.40570285,0.27691925,0.00081585,0.00538363,0.11326511,0.06078323,0.00067845,0.20453015,0.02420623,0.02991088
-5.39969985,0.29641582,0.00077609,0.00603942,0.12144160,0.06486879,0.00056080,0.21968057,0.02444631,0.03266504
-5.39369685,0.32132597,0.00076454,0.00676047,0.13185772,0.07017923,0.00046484,0.23880526,0.02531434,0.03591459
-5.38769385,0.35127908,0.00077998,0.00754026,0.14436539,0.07663656,0.00038776,0.26164125,0.02676641,0.03962222
-5.38169085,0.38587001,0.00082133,0.00837086,0.15880270,0.08415511,0.00032695,0.28789858,0.02875950,0.04374531
-5.37568784,0.42465323,0.00088766,0.00924297,0.17499120,0.09264035,0.00028005,0.31725578,0.03125072,0.04823545
-5.36968484,0.46713802,0.00097809,0.01014588,0.19273366,0.10198770,0.00024494,0.34935619,0.03419657,0.05303821
-5.36368184,0.51278520,0.00109175,0.01106762,0.21181254,0.11208171,0.00021975,0.38380553,0.03755203,0.05809312
-5.35767884,0.56100601,0.00122774,0.01199509,0.23198925,0.12279565,0.00020282,0.42017097,0.04126990,0.06333397
-5.35167584,0.61116341,0.00138503,0.01291434,0.25300450,0.13399160,0.00019270,0.45798215,0.04530003,0.06868939
-5.34567284,0.66257621,0.00156242,0.01381084,0.27457978,0.14552113,0.00018813,0.49673432,0.04958890,0.07408381
-5.33966983,0.71452601,0.00175846,0.01466988,0.29642007,0.15722658,0.00018804,0.53589356,0.05407929,0.07943869
-5.33366683,0.76626709,0.00197137,0.01547698,0.31821777,0.16894303,0.00019146,0.57490428,0.05871024,0.08467406
-5.32766383,0.81703889,0.00219907,0.01621833,0.33965773,0.18050080,0.00019759,0.61319864,0.06341730,0.08971027
-5.32166083,0.86608085,0.00243905,0.01688124,0.36042334,0.19172859,0.00020572,0.65020775,0.06813301,0.09447001
-5.31565783,0.91264903,0.00268844,0.01745464,0.38020337,0.20245699,0.00021522,0.68537430,0.07278772,0.09888035
-5.30965483,0.95603406,0.00294397,0.01792946,0.39869945,0.21252240,0.00022555,0.71816612,0.07731057,0.10287481
-5.30365183,0.99557952,0.00320203,0.01829903,0.41563372,0.22177106,0.00023623,0.74809006,0.08163084,0.10639548
-5.29764882,1.03070015,0.00345870,0.01855939,0.43075654,0.23006318,0.00024685,0.77470586,0.08567937,0.10939482
-5.29164582,1.06089897,0.00370982,0.01870954,0.44385378,0.23727688,0.00025703,0.79763915,0.08939012,0.11183738
-5.28564282,1.08578273,0.00395109,0.01875155,0.45475347,0.24331184,0.00026645,0.81659319,0.09270187,0.11370107
-5.27963982,1.10507479,0.00417819,0.01869062,0.46333139,0.24809243,0.00027482,0.83135869,0.09555986,0.11497813
-5.27363682,1.11862488,0.00438685,0.01853496,0.46951549,0.25157030,0.00028191,0.84182135,0.09791735,0.11567565
-5.26763382,1.12641524,0.00457303,0.01829563,0.47328872,0.25372612,0.00028752,0.84796661,0.09973706,0.11581556
-5.26163082,1.12856278,0.00473299,0.01798625,0.47469028,0.25457057,0.00029149,0.84988136,0.10099242,0.11543420
-5.25562781,1.12531695,0.00486344,0.01762260,0.47381507,0.25414430,0.00029372,0.84775254,0.10166847,0.11458134
-5.24962481,1.11705349,0.00496165,0.01722215,0.47081139,0.25251713,0.00029411,0.84186247,0.10176252,0.11331885
-5.24362181,1.10426394,0.00502554,0.01680354,0.46587687,0.24978611,0.00029265,0.83258106,0.10128441,0.11171881
-5.23761881,1.08754146,0.00505371,0.01638604,0.45925273,0.24607293,0.00028935,0.82035514,0.10025637,0.10986136
-5.23161581,1.06756325,0.00504556,0.01598890,0.45121669,0.24152034,0.00028425,0.80569527,0.09871254,0.10783229
-5.22561281,1.04507035,0.00500126,0.01563080,0.44207465,0.23628810,0.00027744,0.78916047,0.09669808,0.10572037
-5.21960980,1.02084535,0.00492175,0.01532930,0.43215141,0.23054821,0.00026904,0.77134135,0.09426790,0.10361463
-5.21360680,0.99568900,0.00480873,0.01510027,0.42178094,0.22448000,0.00025919,0.75284247,0.09148519,0.10160161
-5.20760380,0.97039652,0.00466457,0.01495751,0.41129637,0.21826488,0.00024807,0.73426427,0.08841957,0.09976280
-5.20160080,0.94573441,0.00449224,0.01491229,0.40102022,0.21208124,0.00023587,0.71618553,0.08514516,0.09817214
-5.19559780,0.92241878,0.00429521,0.01497312,0.39125518,0.20609948,0.00022279,0.69914686,0.08173848,0.09689396
-5.18959480,0.90109587,0.00407733,0.01514555,0.38227574,0.20047751,0.00020905,0.68363585,0.07827638,0.09598116
-5.18359180,0.88232551,0.00384270,0.01543205,0.37432111,0.19535676,0.00019485,0.67007447,0.07483397,0.09547390
-5.17758879,0.86656812,0.00359557,0.01583213,0.36758952,0.19085892,0.00018041,0.65880917,0.07148271,0.09539875
-5.17158579,0.85417566,0.00334018,0.01634234,0.36223427,0.18708340,0.00016593,0.65010394,0.06828872,0.09576831
-5.16558279,0.84538686,0.00308064,0.01695661,0.35836151,0.18410582,0.00015159,0.64413662,0.06531126,0.09658141
-5.15957979,0.84032668,0.00282086,0.01766649,0.35602990,0.18197720,0.00013755,0.64099855,0.06260163,0.09782372
-5.15357679,0.83901000,0.00256444,0.01846155,0.35525199,0.18072427,0.00012398,0.64069734,0.06020228,0.09946895
-5.14757379,0.84134923,0.00231459,0.01932982,0.35599736,0.18035041,0.00011099,0.64316273,0.05814635,0.10148031
-5.14157079,0.84716529,0.00207408,0.02025826,0.35819716,0.18083751,0.00009869,0.64825497,0.05645747,0.10381245
-5.13556778,0.85620144,0.00184521,0.02123327,0.36174989,0.18214843,0.00008716,0.65577546,0.05514998,0.10641353
-5.12956478,0.86813915,0.00162981,0.02224116,0.36652809,0.18422992,0.00007645,0.66547892,0.05422932,0.10922758
-5.12356178,0.88261522,0.00142922,0.02326863,0.37238550,0.18701596,0.00006660,0.67708649,0.05369272,0.11219676
-5.11755878,0.89923917,0.00124431,0.02430320,0.37916443,0.19043118,0.00005762,0.69029914,0.05353012,0.11526365
-5.11155578,0.91761023,0.00107555,0.02533355,0.38670290,0.19439429,0.00004951,0.70481062,0.05372509,0.11837335
-5.10555278,0.93733286,0.00092300,0.02634985,0.39484115,0.19882139,0.00004225,0.72031941,0.05425597,0.12147531
-5.09954977,0.95803030,0.00078640,0.02734392,0.40342731,0.20362885,0.00003581,0.73653902,0.05509688,0.12452484
-5.09354677,0.97935533,0.00066520,0.02830937,0.41232184,0.20873579,0.00003014,0.75320623,0.05621876,0.12748416
-5.08754377,1.00099800,0.00055864,0.02924158,0.42140071,0.21406595,0.00002519,0.77008684,0.05759033,0.13032305
-5.08154077,1.02268995,0.00046578,0.03013765,0.43055700,0.21954899,0.00002091,0.78697892,0.05917879,0.13301904
-5.07553777,1.04420536,0.00038557,0.03099618,0.43970119,0.22512112,0.00001723,0.80371333,0.06095054,0.13555704
-5.06953477,1.06535867,0.00031688,0.03181703,0.44875994,0.23072514,0.00001411,0.82015180,0.06287162,0.13792869
-5.06353177,1.08599949,0.00025856,0.03260097,0.45767373,0.23630987,0.00001147,0.83618281,0.06490797,0.14013125
-5.05752876,1.10600516,0.00020945,0.03334936,0.46639351,0.24182919,0.00000926,0.85171567,0.06702563,0.14216619
-5.05152576,1.12527180,0.00016846,0.03406366,0.47487673,0.24724075,0.00000743,0.86667343,0.06919077,0.14403767
-5.04552276,1.14370444,0.00013451,0.03474512,0.48308301,0.25250444,0.00000592,0.88098519,0.07136963,0.14575085
-5.03951976,1.16120730,0.00010663,0.03539431,0.49096995,0.25758092,0.00000469,0.89457845,0.07352846,0.14731027
-5.03351676,1.17767491,0.00008393,0.03601082,0.49848930,0.26243025,0.00000370,0.90737224,0.07563342,0.14871836
-5.02751376,1.19298484,0.00006558,0.03659297,0.50558405,0.26701082,0.00000291,0.91927153,0.07765059,0.14997418
-5.02151076,1.20699282,0.00005088,0.03713759,0.51218640,0.27127875,0.00000229,0.93016355,0.07954604,0.15107247
-5.01550775,1.21953061,0.00003919,0.03763994,0.51821719,0.27518779,0.00000181,0.93991631,0.08128601,0.15200314
-5.00950475,1.23040705,0.00002997,0.03809369,0.52358661,0.27868976,0.00000146,0.94837960,0.08283729,0.15275113
-5.00350175,1.23941230,0.00002275,0.03849104,0.52819642,0.28173571,0.00000122,0.95538847,0.08416771,0.15329675
-4.99749875,1.24632507,0.00001715,0.03882293,0.53194342,0.28427751,0.00000107,0.96076916,0.08524674,0.15361647
-4.99149575,1.25092261,0.00001283,0.03907936,0.53472416,0.28627008,0.00000102,0.96434701,0.08604632,0.15368403
-4.98549275,1.25299269,0.00000953,0.03924980,0.53644051,0.28767382,0.00000106,0.96595606,0.08654164,0.15347198
-4.97948974,1.25234696,0.00000703,0.03932365,0.53700567,0.28845742,0.00000120,0.96544947,0.08671206,0.15295334
-4.97348674,1.24883466,0.00000515,0.03929078,0.53635042,0.28860051,0.00000144,0.96271037,0.08654197,0.15210352
-4.96748374,1.24235590,0.00000374,0.03914202,0.53442892,0.28809629,0.00000182,0.95766211,0.08602158,0.15090210
-4.96148074,1.23287328,0.00000270,0.03886978,0.53122389,0.28695359,0.00000235,0.95027726,0.08514759,0.14933461
-4.95547774,1.22042126,0.00000194,0.03846845,0.52675050,0.28519849,0.00000308,0.94058472,0.08392365,0.14739410
-4.94947474,1.20511224,0.00000138,0.03793490,0.52105882,0.28287509,0.00000404,0.92867412,0.08236065,0.14508229
-4.94347174,1.18713884,0.00000097,0.03726882,0.51423454,0.28004540,0.00000529,0.91469740,0.08047667,0.14241042
-4.93746873,1.16677213,0.00000068,0.03647293,0.50639772,0.27678829,0.00000691,0.89886686,0.07829670,0.13939956
-4.93146573,1.14435537,0.00000048,0.03555317,0.49769960,0.27319746,0.00000897,0.88144999,0.07585212,0.13608048
-4.92546273,1.12029372,0.00000033,0.03451864,0.48831758,0.26937835,0.00001156,0.86276101,0.07317983,0.13249294
-4.91945973,1.09504014,0.00000023,0.03338151,0.47844850,0.26544442,0.00001481,0.84314945,0.07032121,0.12868463
-4.91345673,1.06907823,0.00000015,0.03215678,0.46830057,0.26151250,0.00001884,0.82298643,0.06732090,0.12470957
-4.90745373,1.04290272,0.00000010,0.03086188,0.45808442,0.25769788,0.00002380,0.80264928,0.06422541,0.12062621
-4.90145073,1.01699884,0.00000007,0.02951623,0.44800366,0.25410905,0.00002985,0.78250522,0.06108170,0.11649536
-4.89544772,0.99182143,0.00000005,0.02814070,0.43824543,0.25084255,0.00003717,0.76289515,0.05793572,0.11237789
-4.88944472,0.96777518,0.00000003,0.02675702,0.42897162,0.24797815,0.00004595,0.74411829,0.05483108,0.10833247
-4.88344172,0.94519687,0.00000002,0.02538720,0.42031117,0.24557468,0.00005639,0.72641870,0.05180779,0.10441347
-4.87743872,0.92434068,0.00000001,0.02405285,0.41235376,0.24366663,0.00006872,0.70997422,0.04890120,0.10066894
-4.87143572,0.90536740,0.00000001,0.02277461,0.40514555,0.24226189,0.00008314,0.69488864,0.04614113,0.09713907
-4.86543272,0.88833811,0.00000001,0.02157162,0.39868689,0.24134072,0.00009987,0.68118749,0.04355131,0.09385491
-4.85942971,0.87321260,0.00000000,0.02046099,0.39293245,0.24085589,0.00011910,0.66881765,0.04114906,0.09083757
-4.85342671,0.85985269,0.00000000,0.01945737,0.38779349,0.24073428,0.00014101,0.65765080,0.03894515,0.08809787
-4.84742371,0.84803019,0.00000000,0.01857265,0.38314236,0.24087962,0.00016575,0.64749059,0.03694405,0.08563644
-4.84142071,0.83743901,0.00000000,0.01781568,0.37881887,0.24117638,0.00019344,0.63808308,0.03514429,0.08344430
-4.83541771,0.82771079,0.00000000,0.01719211,0.37463825,0.24149454,0.00022413,0.62912980,0.03353908,0.08150371
-4.82941471,0.81843312,0.00000000,0.01670434,0.37040026,0.24169511,0.00025783,0.62030288,0.03211702,0.07978944
-4.82341171,0.80916938,0.00000000,0.01635151,0.36589883,0.24163599,0.00029446,0.61126125,0.03086297,0.07827021
-4.81740870,0.79947924,0.00000000,0.01612960,0.36093205,0.24117796,0.00033387,0.60166725,0.02975893,0.07691032
-4.81140570,0.78893858,0.00000000,0.01603160,0.35531156,0.24019046,0.00037585,0.59120259,0.02878496,0.07567126
-4.80540270,0.77715805,0.00000000,0.01604774,0.34887129,0.23855695,0.00042007,0.57958303,0.02792008,0.07451344
-4.79939970,0.76379928,0.00000000,0.01616578,0.34147483,0.23617949,0.00046611,0.56657104,0.02714307,0.07339763
-4.79339670,0.74858811,0.00000000,0.01637132,0.33302128,0.23298244,0.00051349,0.55198576,0.02643319,0.07228646
-4.78739370,0.73132426,0.00000000,0.01664820,0.32344921,0.22891510,0.00056163,0.53571013,0.02577085,0.07114549
-4.78139070,0.71188734,0.00000000,0.01697890,0.31273879,0.22395318,0.00060986,0.51769465,0.02513806,0.06994425
-4.77538769,0.69023882,0.00000000,0.01734499,0.30091186,0.21809911,0.00065749,0.49795802,0.02451883,0.06865686
-4.76938469,0.66642047,0.00000000,0.01772755,0.28803018,0.21138128,0.00070374,0.47658460,0.02389941,0.06726252
-4.76338169,0.64054927,0.00000000,0.01810767,0.27419198,0.20385213,0.00074783,0.45371910,0.02326841,0.06574570
-4.75737869,0.61280955,0.00000000,0.01846687,0.25952709,0.19558552,0.00078898,0.42955884,0.02261690,0.06409617
-4.75137569,0.58344277,0.00000000,0.01878760,0.24419099,0.18667328,0.00082642,0.40434428,0.02193826,0.06230875
-4.74537269,0.55273568,0.00000000,0.01905364,0.22835807,0.17722132,0.00085942,0.37834809,0.02122816,0.06038305
-4.73936968,0.52100758,0.00000000,0.01925048,0.21221456,0.16734548,0.00088732,0.35186374,0.02048431,0.05832300
-4.73336668,0.48859731,0.00000000,0.01936573,0.19595140,0.15716726,0.00090955,0.32519390,0.01970629,0.05613637
-4.72736368,0.45585060,0.00000000,0.01938932,0.17975747,0.14680970,0.00092564,0.29863937,0.01889531,0.05383418
-4.72136068,0.42310843,0.00000000,0.01931383,0.16381338,0.13639359,0.00093526,0.27248895,0.01805401,0.05143020
-4.71535768,0.39069658,0.00000000,0.01913454,0.14828616,0.12603406,0.00093820,0.24701063,0.01718614,0.04894032
-4.70935468,0.35891699,0.00000000,0.01884957,0.13332485,0.11583778,0.00093441,0.22244441,0.01629641,0.04638211
-4.70335168,0.32804092,0.00000000,0.01845984,0.11905730,0.10590064,0.00092396,0.19899690,0.01539025,0.04377425
-4.69734867,0.29830400,0.00000000,0.01796893,0.10558802,0.09630619,0.00090710,0.17683771,0.01447359,0.04113609
-4.69134567,0.26990325,0.00000000,0.01738299,0.09299718,0.08712463,0.00088418,0.15609765,0.01355271,0.03848726
-4.68534267,0.24299583,0.00000000,0.01671039,0.08134059,0.07841238,0.00085572,0.13686861,0.01263404,0.03584730
-4.67933967,0.21769942,0.00000000,0.01596148,0.07065066,0.07021220,0.00082230,0.11920486,0.01172406,0.03323529
-4.67333667,0.19409387,0.00000000,0.01514824,0.06093798,0.06255376,0.00078464,0.10312564,0.01082913,0.03066959
-4.66733367,0.17222405,0.00000000,0.01428385,0.05219366,0.05545452,0.00074349,0.08861866,0.00995542,0.02816763
-4.66133067,0.15210338,0.00000000,0.01338237,0.04439190,0.04892094,0.00069968,0.07564425,0.00910881,0.02574567
-4.65532766,0.13371806,0.00000000,0.01245835,0.03749294,0.04294990,0.00065406,0.06414000,0.00829482,0.02341864
-4.64932466,0.11703150,0.00000001,0.01152647,0.03144604,0.03753010,0.00060749,0.05402547,0.00751859,0.02120013
-4.64332166,0.10198889,0.00000001,0.01060127,0.02619238,0.03264367,0.00056084,0.04520687,0.00678487,0.01910226
