energy_ev,total_up,Ag_p_up,Ag_d_up,Al_p_up,Al_d_up,S_s_up,S_p_up
-6.00000000,2.00070055,0.46626796,1.18532461,0.05822609,0.00000000,0.01707514,0.30579280
-5.99399700,2.01145690,0.46305426,1.19610221,0.05891172,0.00000000,0.01708241,0.30743363
-5.98799400,2.01911443,0.45793548,1.20599513,0.05943369,0.00000000,0.01711301,0.30876176
-5.98199100,2.02362222,0.45096342,1.21500509,0.05978766,0.00000000,0.01716493,0.30967965
-5.97598799,2.02504258,0.44223470,1.22318166,0.05997473,0.00000000,0.01723568,0.31010632
-5.96998499,2.02354662,0.43188646,1.23062004,0.06000138,0.00000000,0.01732248,0.30997861
-5.96398199,2.01940599,0.42009098,1.23745718,0.05987927,0.00000000,0.01742247,0.30925169
-5.95797899,2.01298148,0.40704922,1.24386665,0.05962492,0.00000000,0.01753287,0.30789899
-5.95197599,2.00470890,0.39298370,1.25005241,0.05925914,0.00000000,0.01765126,0.30591146
-5.94597299,1.99508327,0.37813102,1.25624190,0.05880648,0.00000000,0.01777567,0.30329643
-5.93996998,1.98464174,0.36273434,1.26267867,0.05829440,0.00000000,0.01790481,0.30007598
-5.93396698,1.97394630,0.34703607,1.26961503,0.05775257,0.00000000,0.01803816,0.29628514
-5.92796398,1.96356666,0.33127113,1.27730471,0.05721198,0.00000000,0.01817601,0.29196977
-5.92196098,1.95406403,0.31566092,1.28599595,0.05670417,0.00000000,0.01831952,0.28718450
-5.91595798,1.94597621,0.30040821,1.29592505,0.05626032,0.00000000,0.01847068,0.28199052
-5.90995498,1.93980424,0.28569309,1.30731050,0.05591060,0.00000000,0.01863218,0.27645352
-5.90395198,1.93600083,0.27166998,1.32034765,0.05568338,0.00000000,0.01880727,0.27064172
-5.89794897,1.93496062,0.25846571,1.33520401,0.05560469,0.00000000,0.01899960,0.26462401
-5.89194597,1.93701229,0.24617874,1.35201503,0.05569762,0.00000000,0.01921290,0.25846829
-5.88594297,1.94241231,0.23487926,1.37088041,0.05598199,0.00000000,0.01945080,0.25223996
-5.87993997,1.95134026,0.22461013,1.39186078,0.05647398,0.00000000,0.01971646,0.24600060
-5.87393697,1.96389568,0.21538854,1.41497484,0.05718599,0.00000000,0.02001235,0.23980680
-5.86793397,1.98009617,0.20720823,1.44019701,0.05812650,0.00000000,0.02033993,0.23370917
-5.86193097,1.99987678,0.20004207,1.46745553,0.05930013,0.00000000,0.02069942,0.22775150
-5.85592796,2.02309072,0.19384490,1.49663129,0.06070776,0.00000000,0.02108963,0.22197006
-5.84992496,2.04951143,0.18855653,1.52755753,0.06234673,0.00000000,0.02150780,0.21639313
-5.84392196,2.07883604,0.18410471,1.56002054,0.06421119,0.00000000,0.02194954,0.21104065
-5.83791896,2.11069056,0.18040808,1.59376169,0.06629244,0.00000000,0.02240884,0.20592408
-5.83191596,2.14463687,0.17737899,1.62848098,0.06857946,0.00000000,0.02287818,0.20104646
-5.82591296,2.18018163,0.17492614,1.66384227,0.07105941,0.00000000,0.02334868,0.19640268
-5.81990995,2.21678738,0.17295707,1.69948030,0.07371824,0.00000000,0.02381035,0.19198004
-5.81390695,2.25388569,0.17138047,1.73500970,0.07654131,0.00000000,0.02425241,0.18775893
-5.80790395,2.29089242,0.17010823,1.77003575,0.07951408,0.00000000,0.02466364,0.18371384
-5.80190095,2.32722487,0.16905742,1.80416681,0.08262278,0.00000000,0.02503279,0.17981450
-5.79589795,2.36232038,0.16815198,1.83702819,0.08585510,0.00000000,0.02534897,0.17602725
