energy_ev,total_up,C_s_up,C_p_up,Mg_p_up,Mg_d_up,Re_p_up,Re_d_up,S_s_up,S_p_up
-5.90395198,7.71048936,0.02188164,1.03968406,1.25859909,0.00000000,5.29229004,2.10085134,0.11481326,2.89192663
-5.89794897,7.72294004,0.02156494,1.02581903,1.27650053,0.00000000,5.27732507,2.09822731,0.11424322,2.91948893
-5.89194597,7.71575181,0.02122746,1.00800539,1.29119788,0.00000000,5.24028391,2.09075733,0.11351924,2.94168034
-5.88594297,7.69127564,0.02087565,0.98669569,1.30293915,0.00000000,5.18314620,2.07917688,0.11267182,2.95917077
-5.87993997,7.65204222,0.02051621,0.96240079,1.31199759,0.00000000,5.10824119,2.06425921,0.11173014,2.97264097
-5.87393697,7.60062908,0.02015581,0.93566999,1.31865137,0.00000000,5.01814322,2.04677877,0.11072033,2.98273528
-5.86793397,7.53953277,0.01980077,0.90707086,1.32316383,0.00000000,4.91556280,2.02747662,0.10966402,2.99001789
-5.86193097,7.47105303,0.01945681,0.87716936,1.32576551,0.00000000,4.80323893,2.00702988,0.10857714,2.99493559
-5.85592796,7.39719558,0.01912880,0.84651148,1.32663906,0.00000000,4.68383822,1.98602661,0.10746902,2.99778902
-5.84992496,7.31959843,0.01882069,0.81560698,1.32590796,0.00000000,4.55986555,1.96494749,0.10634203,2.99871446
-5.84392196,7.23948539,0.01853535,0.78491606,1.32362989,0.00000000,4.43359039,1.94415512,0.10519146,2.99767704
-5.83791896,7.15764869,0.01827461,0.75483937,1.31979490,0.00000000,4.30699149,1.92389124,0.10400596,2.99447606
-5.83191596,7.07446066,0.01803928,0.72571158,1.31432881,0.00000000,4.18172167,1.90428158,0.10276836,2.98876185
-5.82591296,6.98991261,0.01782928,0.69779872,1.30710129,0.00000000,4.05909295,1.88534787,0.10145674,2.98006311
-5.81990995,6.90367734,0.01764373,0.67129896,1.29793826,0.00000000,3.94008106,1.86702565,0.10004595,2.96782313
-5.81390695,6.81519029,0.01748119,0.64634663,1.28663772,0.00000000,3.82534723,1.84918659,0.09850916,2.95144232
-5.80790395,6.72374321,0.01733982,0.62301888,1.27298794,0.00000000,3.71527425,1.83166341,0.09681967,2.93032448
-5.80190095,6.62858373,0.01721756,0.60134438,1.25678685,0.00000000,3.61001294,1.81427577,0.09495257,2.90392380
-5.79589795,6.52901393,0.01711231,0.58131342,1.23786134,0.00000000,3.50953511,1.79685497,0.09288645,2.87178971
-5.78989495,6.42448138,0.01702207,0.56288860,1.21608530,0.00000000,3.41368874,1.77926620,0.09060478,2.83360673
-5.78389195,6.31465704,0.01694505,0.54601552,1.19139522,0.00000000,3.32225150,1.76142644,0.08809714,2.78922703
-5.77788894,6.19949528,0.01687973,0.53063276,1.16380242,0.00000000,3.23497914,1.74331731,0.08536004,2.73869377
-5.77188594,6.07927306,0.01682484,0.51668075,1.13340129,0.00000000,3.15164611,1.72499207,0.08239741,2.68225408
-5.76588294,5.95460662,0.01677936,0.50410897,1.10037302,0.00000000,3.07207646,1.70657659,0.07922065,2.62036109
-5.75987994,5.82644570,0.01674244,0.49288150,1.06498478,0.00000000,2.99616414,1.68826454,0.07584842,2.55366525
-5.75387694,5.69604706,0.01671326,0.48298057,1.02758443,0.00000000,2.92388260,1.67030764,0.07230591,2.48299584
-5.74787394,5.56492996,0.01669095,0.47440831,0.98859135,0.00000000,2.85528449,1.65300175,0.06862396,2.40933397
-5.74187094,5.43481780,0.01667444,0.46718681,0.94848387,0.00000000,2.79049287,1.63667027,0.06483784,2.33377911
-5.73586793,5.30757015,0.01666233,0.46135666,0.90778423,0.00000000,2.72968595,1.62164618,0.06098595,2.25751119
-5.72986493,5.18511027,0.01665282,0.45697440,0.86704198,0.00000000,2.67307755,1.60825403,0.05710835,2.18175052
-5.72386193,5.06935263,0.01664362,0.45410904,0.82681664,0.00000000,2.62089547,1.59679331,0.05324532,2.10771784
-5.71785893,4.96213456,0.01663196,0.45283801,0.78766068,0.00000000,2.57336013,1.58752425,0.04943604,2.03659640
-5.71185593,4.86515553,0.01661459,0.45324283,0.75010345,0.00000000,2.53066502,1.58065670,0.04571731,1.96949778
-5.70585293,4.77992636,0.01658786,0.45540463,0.71463693,0.00000000,2.49296055,1.57634277,0.04212250,1.90743259
-5.69984992,4.70772967,0.01654787,0.45939972,0.68170344,0.00000000,2.46034208,1.57467314,0.03868074,1.85128704
-5.69384692,4.64959189,0.01649056,0.46529523,0.65168600,0.00000000,2.43284231,1.57567689,0.03541633,1.80180530
-5.68784392,4.60626608,0.01641198,0.47314494,0.62490111,0.00000000,2.41042795,1.57932430,0.03234833,1.75957794
-5.68184092,4.57822399,0.01630842,0.48298509,0.60159413,0.00000000,2.39299998,1.58553182,0.02949055,1.72503549
-5.67583792,4.56565562,0.01617665,0.49483038,0.58193691,0.00000000,2.38039645,1.59416837,0.02685156,1.69844681
-5.66983492,4.56847392,0.01601410,0.50866989,0.56602751,0.00000000,2.37239683,1.60506207,0.02443507,1.67992095
-5.66383192,4.58632250,0.01581904,0.52446311,0.55389164,0.00000000,2.36872670,1.61800655,0.02224028,1.66941191
-5.65782891,4.61858473,0.01559067,0.54213599,0.54548545,0.00000000,2.36906178,1.63276610,0.02026251,1.66672518
-5.65182591,4.66439298,0.01532925,0.56157726,0.54069938,0.00000000,2.37303062,1.64907941,0.01849378,1.67152564
-5.64582291,4.72263735,0.01503613,0.58263506,0.53936284,0.00000000,2.38021553,1.66666146,0.01692350,1.68334616
-5.63981991,4.79197432,0.01471373,0.60511427,0.54124950,0.00000000,2.39015176,1.68520395,0.01553905,1.70159688
-5.63381691,4.87083613,0.01436547,0.62877468,0.54608311,0.00000000,2.40232538,1.70437452,0.01432649,1.72557521
-5.62781391,4.95744230,0.01399571,0.65333057,0.55354381,0.00000000,2.41617054,1.72381536,0.01327108,1.75447685
-5.62181091,5.04981530,0.01360958,0.67845175,0.56327493,0.00000000,2.43106718,1.74314219,0.01235778,1.78740828
-5.61580790,5.14580219,0.01321283,0.70376655,0.57489042,0.00000000,2.44634039,1.76194411,0.01157173,1.82340119
-5.60980490,5.24310409,0.01281164,0.72886693,0.58798291,0.00000000,2.46126247,1.77978557,0.01089856,1.86142944
-5.60380190,5.33931469,0.01241249,0.75331577,0.60213238,0.00000000,2.47505891,1.79621066,0.01032470,1.90042879
-5.59779890,5.43196868,0.01202189,0.77665639,0.61691563,0.00000000,2.48691884,1.81075065,0.00983760,1.93931945
-5.59179590,5.51859967,0.01164633,0.79842409,0.63191620,0.00000000,2.49601068,1.82293465,0.00942586,1.97703153
-5.58579290,5.59680663,0.01129202,0.81815941,0.64673476,0.00000000,2.50150270,1.83230338,0.00907933,2.01253256
-5.57978989,5.66432666,0.01096485,0.83542264,0.66099962,0.00000000,2.50258808,1.83842561,0.00878920,2.04485658
-5.57378689,5.71911109,0.01067021,0.84980901,0.67437697,0.00000000,2.49851365,1.84091649,0.00854800,2.07313349
-5.56778389,5.75940137,0.01041295,0.86096370,0.68658057,0.00000000,2.48861071,1.83945672,0.00834957,2.09661743
-5.56178089,5.78380045,0.01019732,0.86859618,0.69738021,0.00000000,2.47232644,1.83381144,0.00818905,2.11471266
-5.55577789,5.79133559,0.01002685,0.87249292,0.70660878,0.00000000,2.44925397,1.82384743,0.00806281,2.12699558
-5.54977489,5.78150841,0.00990436,0.87252782,0.71416719,0.00000000,2.41915914,1.80954753,0.00796838,2.13323130
-5.54377189,5.75432877,0.00983192,0.86866968,0.72002710,0.00000000,2.38200219,1.79102100,0.00790437,2.13338380
-5.53776888,5.71032964,0.00981078,0.86098637,0.72423103,0.00000000,2.33795268,1.76850902,0.00787033,2.12761863
-5.53176588,5.65056135,0.00984136,0.84964521,0.72688973,0.00000000,2.28739653,1.74238455,0.00786666,2.11629784
-5.52576288,5.57656478,0.00992319,0.83490949,0.72817699,0.00000000,2.23093427,1.71314650,0.00789446,2.09996700
-5.51975988,5.49032404,0.01005495,0.81713134,0.72832189,0.00000000,2.16937017,1.68140812,0.00795539,2.07933476
-5.51375688,5.39420089,0.01023434,0.79674095,0.72759892,0.00000000,2.10369264,1.64788009,0.00805151,2.05524596
-5.50775388,5.29085369,0.01045820,0.77423296,0.72631641,0.00000000,2.03504642,1.61334926,0.00818511,2.02864937
-5.50175088,5.18314487,0.01072240,0.75015027,0.72480377,0.00000000,1.96469787,1.57865381,0.00835858,2.00056176
-5.49574787,5.07404136,0.01102197,0.72506627,0.72339820,0.00000000,1.89399478,1.54465628,0.00857419,1.97202992
-5.48974487,4.96651282,0.01135111,0.69956607,0.72243139,0.00000000,1.82432255,1.51221573,0.00883399,1.94409263
-5.48374187,4.86343215,0.01170332,0.67422769,0.72221693,0.00000000,1.75705863,1.48216027,0.00913961,1.91774418
-5.47773887,4.76748280,0.01207151,0.64960382,0.72303890,0.00000000,1.69352717,1.45526125,0.00949216,1.89390109
-5.47173587,4.68107663,0.01244819,0.62620505,0.72514203,0.00000000,1.63495567,1.43221017,0.00989206,1.87337344
-5.46573287,4.60628506,0.01282565,0.60448493,0.72872388,0.00000000,1.58243541,1.41359901,0.01033901,1.85684174
-5.45972986,4.54478572,0.01319620,0.58482759,0.73392915,0.00000000,1.53688704,1.39990475,0.01083182,1.84483994
-5.45372686,4.49782555,0.01355240,0.56753804,0.74084619,0.00000000,1.49903243,1.39147816,0.01136840,1.83774489
-5.44772386,4.46620044,0.01388731,0.55283557,0.74950566,0.00000000,1.46937369,1.38853697,0.01194574,1.83577213
-5.44172086,4.45025067,0.01419471,0.54085012,0.75988130,0.00000000,1.44817978,1.39116324,0.01255982,1.83897743
-5.43571786,4.44987082,0.01446935,0.53162170,0.77189231,0.00000000,1.43548094,1.39930454,0.01320570,1.84726350
-5.42971486,4.46453212,0.01470708,0.52510267,0.78540736,0.00000000,1.43107085,1.41277835,0.01387751,1.86039097
-5.42371186,4.49331519,0.01490504,0.52116264,0.80024966,0.00000000,1.43451627,1.43127932,0.01456849,1.87799254
-5.41770885,4.53495084,0.01506172,0.51959576,0.81620291,0.00000000,1.44517351,1.45438861,0.01527113,1.89958962
-5.41170585,4.58786682,0.01517696,0.52012992,0.83301790,0.00000000,1.46221121,1.48158502,0.01597723,1.92461019
-5.40570285,4.65023849,0.01525194,0.52243766,0.85041937,0.00000000,1.48463854,1.51225734,0.01667803,1.95240742
-5.39969985,4.72004203,0.01528907,0.52614839,0.86811308,0.00000000,1.51133792,1.54571779,0.01736438,1.98227838
-5.39369685,4.79510875,0.01529184,0.53086141,0.88579296,0.00000000,1.54110135,1.58121618,0.01802693,2.01348232
-5.38769385,4.87317976,0.01526457,0.53615958,0.90314819,0.00000000,1.57266920,1.61795496,0.01865629,2.04525840
-5.38169085,4.95196046,0.01521226,0.54162306,0.91987025,0.00000000,1.60477042,1.65510496,0.01924328,2.07684285
-5.37568784,5.02917454,0.01514024,0.54684299,0.93565992,0.00000000,1.63616302,1.69182207,0.01977917,2.10748549
-5.36968484,5.10261723,0.01505395,0.55143447,0.95023425,0.00000000,1.66567366,1.72726475,0.02025589,2.13646576
-5.36368184,5.17020781,0.01495871,0.55504887,0.96333334,0.00000000,1.69223514,1.76061258,0.02066636,2.16310846
-5.35767884,5.23004091,0.01485947,0.55738480,0.97472712,0.00000000,1.71492070,1.79108565,0.02100468,2.18679932
-5.35167584,5.28043644,0.01476063,0.55819771,0.98422182,0.00000000,1.73297399,1.81796471,0.02126644,2.20700030
-5.34567284,5.31998721,0.01466593,0.55730768,0.99166614,0.00000000,1.74583377,1.84061181,0.02144897,2.22326466
-5.33966983,5.34760371,0.01457837,0.55460532,0.99695689,0.00000000,1.75315245,1.85849088,0.02155154,2.23525156
-5.33366683,5.36255452,0.01450022,0.55005544,1.00004385,0.00000000,1.75480782,1.87118780,0.02157559,2.24273987
-5.32766383,5.36450132,0.01443308,0.54369855,1.00093378,0.00000000,1.75090754,1.87842919,0.02152489,2.24564067
-5.32166083,5.35352682,0.01437796,0.53565002,0.99969303,0.00000000,1.74178619,1.88009916,0.02140569,2.24400792
-5.31565783,5.33015418,0.01433548,0.52609699,0.99644889,0.00000000,1.72799491,1.87625316,0.02122679,2.23804677
-5.30965483,5.29535633,0.01430608,0.51529309,0.99138916,0.00000000,1.71028412,1.86712810,0.02099956,2.22811859
-5.30365183,5.25055392,0.01429017,0.50355122,0.98475999,0.00000000,1.68957971,1.85314790,0.02073793,2.21474247
-5.29764882,5.19760080,0.01428843,0.49123451,0.97686174,0.00000000,1.66695384,1.83492375,0.02045825,2.19859227
-5.29164582,5.13875609,0.01430198,0.47874592,0.96804305,0.00000000,1.64359113,1.81324855,0.02017915,2.18048904
-5.28564282,5.07664276,0.01433255,0.46651658,0.95869290,0.00000000,1.62075160,1.78908497,0.01992129,2.16138838
-5.27963982,5.01419249,0.01438267,0.45499354,0.94923115,0.00000000,1.59973155,1.76354719,0.01970702,2.14236254
-5.27363682,4.95457762,0.01445571,0.44462694,0.94009741,0.00000000,1.58182380,1.73787604,0.01956000,2.12457748
-5.26763382,4.90113108,0.01455591,0.43585730,0.93173883,0.00000000,1.56827831,1.71340810,0.01950474,2.10926509
-5.26163082,4.85725601,0.01468834,0.42910294,0.92459704,0.00000000,1.56026464,1.69153925,0.01956603,2.09769094
-5.25562781,4.82632699,0.01485882,0.42474816,0.91909455,0.00000000,1.55883700,1.67368343,0.01976834,2.09111839
-5.24962481,4.81158540,0.01507365,0.42313210,0.91562118,0.00000000,1.56490302,1.66122781,0.02013521,2.09076989
-5.24362181,4.81603193,0.01533947,0.42453885,0.91452080,0.00000000,1.57919672,1.65548565,0.02068845,2.09778647
-5.23761881,4.84231919,0.01566288,0.42918870,0.91607895,0.00000000,1.60225635,1.65764836,0.02144750,2.11318671
-5.23161581,4.89264825,0.01605017,0.43723092,0.92051161,0.00000000,1.63440742,1.66873846,0.02242867,2.13782649
-5.22561281,4.96867244,0.01650693,0.44873806,0.92795554,0.00000000,1.67575112,1.68956531,0.02364439,2.17236097
-5.21960980,5.07141257,0.01703772,0.46370200,0.93846067,0.00000000,1.72615835,1.72068535,0.02510260,2.21721028
-5.21360680,5.20118688,0.01764571,0.48203171,0.95198465,0.00000000,1.78526931,1.76236874,0.02680612,2.27253049
-5.20760380,5.35755967,0.01833237,0.50355308,0.96838992,0.00000000,1.85249873,1.81457412,0.02875217,2.33819117
-5.20160080,5.53931151,0.01909722,0.52801061,0.98744359,0.00000000,1.92704661,1.87693305,0.03093207,2.41376108
-5.19559780,5.74443397,0.01993764,0.55507134,1.00882003,0.00000000,2.00791447,1.94874533,0.03333106,2.49850295
-5.18959480,5.97015081,0.02084874,0.58433083,1.03210651,0.00000000,2.09392686,2.02898627,0.03592834,2.59137843
-5.18359180,6.21296686,0.02182334,0.61532149,1.05681169,0.00000000,2.18375814,2.11632627,0.03869733,2.69106370
-5.17758879,6.46874477,0.02285203,0.64752296,1.08237689,0.00000000,2.27596388,2.20916276,0.04160621,2.79597600
-5.17158579,6.73280866,0.02392336,0.68037469,1.10818997,0.00000000,2.36901685,2.30566406,0.04461865,2.90431082
-5.16558279,7.00007250,0.02502406,0.71329042,1.13360146,0.00000000,2.46134667,2.40382393,0.04769479,3.01408903
-5.15957979,7.26518979,0.02613940,0.74567429,1.15794257,0.00000000,2.55138244,2.50152531,0.05079246,3.12321265
-5.15357679,7.52271985,0.02725358,0.77693832,1.18054449,0.00000000,2.63759734,2.59661104,0.05386853,3.22952768
-5.14757379,7.76730486,0.02835024,0.80652057,1.20075839,0.00000000,2.71855392,2.68695895,0.05688042,3.33089163
-5.14157079,7.99385119,0.02941288,0.83390364,1.21797546,0.00000000,2.79294860,2.77055842,0.05978770,3.42524325
-5.13556778,8.19770741,0.03042544,0.85863262,1.23164613,0.00000000,2.85965378,2.84558517,0.06255365,3.51067164
-5.12956478,8.37483144,0.03137278,0.88033194,1.24129786,0.00000000,2.91775596,2.91047113,0.06514675,3.58548163
-5.12356178,8.52193935,0.03224109,0.89872024,1.24655057,0.00000000,2.96658795,2.96396612,0.06754209,3.64825244
-5.11755878,8.63662849,0.03301835,0.91362269,1.24712918,0.00000000,3.00575373,3.00518855,0.06972244,3.69788691
-5.11155578,8.71746894,0.03369464,0.92497987,1.24287252,0.00000000,3.03514434,3.03366247,0.07167914,3.73364858
-5.10555278,8.76405818,0.03426237,0.93285286,1.23373826,0.00000000,3.05494386,3.04933925,0.07341255,3.75518481
-5.09954977,8.77703567,0.03471638,0.93742389,1.21980350,0.00000000,3.06562440,3.05260236,0.07493214,3.76253447
-5.09354677,8.75805582,0.03505404,0.93899254,1.20126098,0.00000000,3.06793013,3.04425502,0.07625619,3.75611960
-5.08754377,8.70971983,0.03527511,0.93796712,1.17841099,0.00000000,3.06285020,3.02549070,0.07741097,3.73672131
-5.08154077,8.63546876,0.03538162,0.93485166,1.15164929,0.00000000,3.05158165,2.99784779,0.07842965,3.70544075
-5.07553777,8.53944233,0.03537756,0.93022865,1.12145170,0.00000000,3.03548312,2.96315011,0.07935072,3.66364708
-5.06953477,8.42630949,0.03526865,0.92473827,1.08835582,0.00000000,3.01602157,2.92343579,0.08021615,3.61291493
-5.06353177,8.30107822,0.03506189,0.91905468,1.05294094,0.00000000,2.99471365,2.88087764,0.08106937,3.55495427
-5.05752876,8.16889312,0.03476524,0.91386043,1.01580699,0.00000000,2.97306455,2.83769815,0.08195303,3.49153618
-5.05152576,8.03482979,0.03438721,0.90981991,0.97755338,0.00000000,2.95250666,2.79608308,0.08290682,3.42441820
-5.04552276,7.90369521,0.03393652,0.90755286,0.93875887,0.00000000,2.93434078,2.75809700,0.08396530,3.35527274
-5.03951976,7.77984272,0.03342172,0.90760923,0.89996320,0.00000000,2.91968248,2.72560442,0.08515594,3.28562208
-5.03351676,7.66700971,0.03285101,0.91044612,0.86165127,0.00000000,2.90941575,2.70019976,0.08649748,3.21678282
-5.02751376,7.56818438,0.03223194,0.91640815,0.82424053,0.00000000,2.90415625,2.68314869,0.08799862,3.14982224
-5.02151076,7.48550705,0.03157129,0.92571170,0.78807187,0.00000000,2.90422535,2.67534334,0.08965712,3.08552826
-5.01550775,7.42020905,0.03087506,0.93843402,0.75340441,0.00000000,2.90963630,2.67727259,0.09145949,3.02439398
-5.00950475,7.37259099,0.03014833,0.95450748,0.72041403,0.00000000,2.92009293,2.68900856,0.09338108,2.96661685
-5.00350175,7.34203993,0.02939543,0.97371929,0.68919551,0.00000000,2.93500076,2.71020925,0.09538674,2.91211199
-4.99749875,7.32708340,0.02861992,0.99571675,0.65976806,0.00000000,2.95349009,2.74013690,0.09743195,2.86053813
-4.99149575,7.32547657,0.02782479,1.02001771,0.63208351,0.00000000,2.97444981,2.77769086,0.09946434,2.81133438
-4.98549275,7.33431770,0.02701251,1.04602605,0.60603680,0.00000000,2.99657043,2.82145331,0.10142567,2.76376540
-4.97948974,7.35018571,0.02618525,1.07305127,0.58147790,0.00000000,3.01839456,2.86974561,0.10325393,2.71697216
-4.97348674,7.36929327,0.02534496,1.10033178,0.55822465,0.00000000,3.03837237,2.92069284,0.10488577,2.67002562
-4.96748374,7.38764844,0.02449350,1.12706055,0.53607573,0.00000000,3.05492010,2.97229376,0.10625886,2.62198040
-4.96148074,7.40121783,0.02363273,1.15241250,0.51482314,0.00000000,3.06647889,3.02249354,0.10731432,2.57192593
-4.95547774,7.40608463,0.02276460,1.17557230,0.49426377,0.00000000,3.07157175,3.06925626,0.10799890,2.51903262
-4.94947474,7.39859547,0.02189118,1.19576165,0.47420940,0.00000000,3.06885662,3.11063465,0.10826700,2.46259139
-4.94347174,7.37549105,0.02101465,1.21226489,0.45449508,0.00000000,3.05717325,3.14483473,0.10808235,2.40204501
-4.93746873,7.33401609,0.02013734,1.22445213,0.43498536,0.00000000,3.03558263,3.17027304,0.10741928,2.33701044
-4.93146573,7.27200591,0.01926165,1.23179898,0.41557862,0.00000000,3.00339745,3.18562484,0.10626359,2.26729186
-4.92546273,7.18794735,0.01839006,1.23390220,0.39620920,0.00000000,2.96020290,3.18986201,0.10461296,2.19288469
-4.91945973,7.08101371,0.01752504,1.23049091,0.37684771,0.00000000,2.90586733,3.18227959,0.10247699,2.11397091
-4.91345673,6.95107375,0.01666904,1.22143291,0.35749958,0.00000000,2.84054272,3.16251072,0.09987666,2.03090713
-4.90745373,6.79867635,0.01582440,1.20673614,0.33820213,0.00000000,2.76465558,3.13052984,0.09684355,1.94420627
-4.90145073,6.62501290,0.01499339,1.18654544,0.31902048,0.00000000,2.67888882,3.08664471,0.09341870,1.85451455
-4.89544772,6.43186038,0.01417810,1.16113476,0.30004260,0.00000000,2.58415590,3.03147795,0.08965111,1.76258533
-4.88944472,6.22150863,0.01338050,1.13089555,0.28137393,0.00000000,2.48156857,2.96593928,0.08559613,1.66925119
-4.88344172,5.99667533,0.01260241,1.09632176,0.26313161,0.00000000,2.37239963,2.89118986,0.08131375,1.57539574
-4.87743872,5.76041276,0.01184553,1.05799222,0.24543898,0.00000000,2.25804261,2.80860035,0.07686675,1.48192649
-4.87143572,5.51601011,0.01111142,1.01655135,0.22842019,0.00000000,2.13996970,2.71970432,0.07231893,1.38974974
-4.86543272,5.26689497,0.01040160,0.97268876,0.21219550,0.00000000,2.01968990,2.62614895,0.06773349,1.29974827
-4.85942971,5.01653744,0.00971753,0.92711879,0.19687703,0.00000000,1.89870857,2.52964474,0.06317142,1.21276251
-4.85342671,4.76835978,0.00906070,0.88056061,0.18256547,0.00000000,1.77848988,2.43191592,0.05869017,1.12957535
-4.84742371,4.52565417,0.00843258,0.83371955,0.16934744,0.00000000,1.66042319,2.33465324,0.05434258,1.05090075
-4.84142071,4.29151056,0.00783474,0.78727041,0.15729376,0.00000000,1.54579416,2.23947053,0.05017592,0.97737596
-4.83541771,4.06875590,0.00726881,0.74184287,0.14645846,0.00000000,1.43576125,2.14786626,0.04623127,0.90955715
-4.82941471,3.85990606,0.00673654,0.69800969,0.13687868,0.00000000,1.33133784,2.06119101,0.04254316,0.84791790
-4.82341171,3.66713040,0.00623977,0.65627762,0.12857505,0.00000000,1.23338008,1.98062171,0.03913932,0.79285029
-4.81740870,3.49222931,0.00578047,0.61708108,0.12155292,0.00000000,1.14258026,1.90714280,0.03604083,0.74466786
-4.81140570,3.33662400,0.00536072,0.58077876,0.11580388,0.00000000,1.05946534,1.84153478,0.03326222,0.70361011
-4.80540270,3.20135781,0.00498269,0.54765266,0.11130781,0.00000000,0.98440022,1.78436974,0.03081193,0.66984796
-4.79939970,3.08710780,0.00464868,0.51790951,0.10803522,0.00000000,0.91759499,1.73601366,0.02869277,0.64348981
-4.79339670,2.99420536,0.00436103,0.49168410,0.10594980,0.00000000,0.85911546,1.69663482,0.02690247,0.62458784
-4.78739370,2.92266399,0.00412221,0.46904428,0.10501099,0.00000000,0.80889641,1.66621757,0.02543435,0.61314419
-4.78139070,2.87221293,0.00393475,0.44999708,0.10517669,0.00000000,0.76675664,1.64458047,0.02427794,0.60911698
-4.77538769,2.84233458,0.00380125,0.43449556,0.10640580,0.00000000,0.73241512,1.63139784,0.02341965,0.61242580
-4.76938469,2.83230415,0.00372439,0.42244610,0.10866062,0.00000000,0.70550780,1.62622355,0.02284338,0.62295675
-4.76338169,2.84122996,0.00370697,0.41371567,0.11190896,0.00000000,0.68560426,1.62851610,0.02253115,0.64056687
-4.75737869,2.86809264,0.00375185,0.40813878,0.11612600,0.00000000,0.67222381,1.63766372,0.02246358,0.66508799
-4.75137569,2.91178210,0.00386203,0.40552395,0.12129565,0.00000000,0.66485075,1.65300873,0.02262045,0.69632996
-4.74537269,2.97113097,0.00404061,0.40565933,0.12741150,0.00000000,0.66294822,1.67387017,0.02298105,0.73408320
-4.73936968,3.04494371,0.00429083,0.40831764,0.13447724,0.00000000,0.66597071,1.69956402,0.02352456,0.77812081
-4.73336668,3.13202058,0.00461603,0.41326014,0.14250651,0.00000000,0.67337487,1.72942047,0.02423037,0.82819987
-4.72736368,3.23117636,0.00501967,0.42023979,0.15152220,0.00000000,0.68462863,1.76279788,0.02507826,0.88406237
-4.72136068,3.34125354,0.00550527,0.42900374,0.16155511,0.00000000,0.69921871,1.79909323,0.02604865,0.94543549
-4.71535768,3.46113028,0.00607639,0.43929522,0.17264219,0.00000000,0.71665640,1.83774913,0.02712269,1.01203151
-4.70935468,3.58972384,0.00673653,0.45085509,0.18482410,0.00000000,0.73648196,1.87825755,0.02828241,1.08354731
-4.70335168,3.72599006,0.00748905,0.46342323,0.19814262,0.00000000,0.75826764,1.92016067,0.02951075,1.15966378
-4.69734867,3.86892005,0.00833709,0.47674010,0.21263753,0.00000000,0.78161949,1.96304931,0.03079169,1.24004515
-4.69134567,4.01753540,0.00928339,0.49054856,0.22834355,0.00000000,0.80617844,2.00655963,0.03211021,1.32433876
-4.68534267,4.17088315,0.01033019,0.50459627,0.24528726,0.00000000,0.83162059,2.05036875,0.03345241,1.41217530
-4.67933967,4.32803198,0.01147902,0.51863881,0.26348426,0.00000000,0.85765721,2.09419004,0.03480552,1.50317017
-4.67333667,4.48807104,0.01273060,0.53244351,0.28293675,0.00000000,0.88403455,2.13776878,0.03615794,1.59692607
-4.66733367,4.65011263,0.01408459,0.54579416,0.30363179,0.00000000,0.91053381,2.18087894,0.03749932,1.69303732
-4.66133067,4.81329968,0.01553953,0.55849644,0.32554029,0.00000000,0.93697146,2.22332146,0.03882064,1.79109614
-4.65532766,4.97681871,0.01709263,0.57038398,0.34861702,0.00000000,0.96319997,2.26492469,0.04011427,1.89070114
-4.64932466,5.13991854,0.01873970,0.58132478,0.37280157,0.00000000,0.98910915,2.30554695,0.04137409,1.99146792
-4.64332166,5.30193437,0.02047508,0.59122775,0.39802034,0.00000000,1.01462815,2.34508148,0.04259560,2.09304184
