energy_ev,total_up,Ir_p_up,Ir_d_up,N_s_up,N_p_up,Ni_p_up,Ni_d_up,S_s_up,S_p_up
-5.83791896,3.16818462,1.03563690,1.27519032,0.00098681,0.68697072,0.25635116,0.27822598,0.00692000,0.80662813
-5.83191596,3.17499261,1.04775772,1.27364971,0.00098682,0.69657774,0.25976052,0.27767872,0.00673416,0.80224963
-5.82591296,3.18660095,1.06114314,1.27482431,0.00098865,0.70808546,0.26289792,0.27722280,0.00658678,0.79704191
-5.81990995,3.20261278,1.07545474,1.27862896,0.00099205,0.72126536,0.26572979,0.27685915,0.00647894,0.79106463
-5.81390695,3.22248385,1.09031525,1.28490432,0.00099672,0.73584362,0.26822177,0.27658086,0.00641103,0.78437162
-5.80790395,3.24553249,1.10531708,1.29341961,0.00100230,0.75150731,0.27033859,0.27637284,0.00638273,0.77700710
-5.80190095,3.27095143,1.12003128,1.30387613,0.00100840,0.76791104,0.27204397,0.27621166,0.00639309,0.76900251
-5.79589795,3.29782172,1.13401660,1.31591195,0.00101460,0.78468388,0.27330070,0.27606561,0.00644054,0.76037413
-5.78989495,3.32512872,1.14682870,1.32910759,0.00102049,0.80143650,0.27407093,0.27589497,0.00652295,0.75112177
-5.78389195,3.35178045,1.15802931,1.34299306,0.00102566,0.81776854,0.27431662,0.27565267,0.00663764,0.74122847
-5.77788894,3.37662850,1.16719532,1.35705614,0.00102974,0.83327615,0.27400030,0.27528516,0.00678148,0.73066152
-5.77188594,3.39849130,1.17392771,1.37075222,0.00103239,0.84755966,0.27308594,0.27473363,0.00695086,0.71937464
-5.76588294,3.41617985,1.17786019,1.38351543,0.00103336,0.86023134,0.27154018,0.27393561,0.00714187,0.70731124
-5.75987994,3.42852548,1.17866751,1.39477110,0.00103246,0.87092328,0.26933362,0.27282678,0.00735027,0.69440863
-5.75387694,3.43440922,1.17607319,1.40394944,0.00102961,0.87929520,0.26644232,0.27134305,0.00757165,0.68060302
-5.74787394,3.43279209,1.16985669,1.41049991,0.00102484,0.88504202,0.26284928,0.26942280,0.00780152,0.66583486
-5.74187094,3.42274551,1.15985964,1.41390620,0.00101831,0.88790125,0.25854599,0.26700928,0.00803547,0.65005445
-5.73586793,3.40348073,1.14599106,1.41370115,0.00101031,0.88765981,0.25353380,0.26405294,0.00826926,0.63322736
-5.72986493,3.37437649,1.12823139,1.40948122,0.00100132,0.88416008,0.24782515,0.26051373,0.00849902,0.61533933
-5.72386193,3.33500338,1.10663500,1.40091989,0.00099195,0.87730504,0.24144456,0.25636319,0.00872139,0.59640062
-5.71785893,3.28514427,1.08133126,1.38777950,0.00098298,0.86706232,0.23442925,0.25158630,0.00893370,0.57644922
-5.71185593,3.22480944,1.05252369,1.36992098,0.00097539,0.85346667,0.22682938,0.24618291,0.00913411,0.55555306
-5.70585293,3.15424574,1.02048747,1.34731102,0.00097031,0.83662103,0.21870794,0.24016878,0.00932177,0.53381093
-5.69984992,3.07393905,0.98556499,1.32002618,0.00096901,0.81669581,0.21014009,0.23357608,0.00949690,0.51135205
-5.69384692,2.98460962,0.94815963,1.28825387,0.00097294,0.79392632,0.20121214,0.22645332,0.00966093,0.48833440
-5.68784392,2.88720007,0.90872776,1.25228982,0.00098366,0.76860853,0.19202007,0.21886478,0.00981646,0.46494175
-5.68184092,2.78285623,0.86776924,1.21253209,0.00100281,0.74109288,0.18266767,0.21088930,0.00996733,0.44137965
-5.67583792,2.67290119,0.82581653,1.16947185,0.00103210,0.71177655,0.17326434,0.20261851,0.01011847,0.41787035
-5.66983492,2.55880326,0.78342267,1.12368090,0.00107327,0.68109424,0.16392260,0.19415459,0.01027584,0.39464703
-5.66383192,2.44213871,0.74114860,1.07579665,0.00112801,0.64950772,0.15475547,0.18560759,0.01044619,0.37194747
-5.65782891,2.32455054,0.69955005,1.02650474,0.00119792,0.61749447,0.14587365,0.17709231,0.01063686,0.35000742
-5.65182591,2.20770453,0.65916434,0.97652011,0.00128446,0.58553578,0.13738280,0.16872508,0.01085542,0.32905388
-5.64582291,2.09324397,0.62049761,0.92656703,0.00138886,0.55410458,0.12938076,0.16062020,0.01110940,0.30929854
-5.63981991,1.98274475,0.58401278,0.87735884,0.00151209,0.52365357,0.12195510,0.15288656,0.01140583,0.29093164
-5.63381691,1.87767213,0.55011853,0.82957808,0.00165475,0.49460378,0.11518073,0.14562422,0.01175093,0.27411642
-5.62781391,1.77934075,0.51915982,0.78385777,0.00181705,0.46733415,0.10911802,0.13892133,0.01214967,0.25898435
-5.62181091,1.68887930,0.49141003,0.74076434,0.00199873,0.44217233,0.10381119,0.13285137,0.01260539,0.24563131
-5.61580790,1.60720095,0.46706518,0.70078295,0.00219901,0.41938697,0.09928724,0.12747089,0.01311954,0.23411484
-5.60980490,1.53498068,0.44624018,0.66430552,0.00241657,0.39918192,0.09555532,0.12281780,0.01369130,0.22445257
-5.60380190,1.47264022,0.42896749,0.63162208,0.00264953,0.38169226,0.09260669,0.11891038,0.01431749,0.21662193
-5.59779890,1.42034125,0.41519811,0.60291544,0.00289545,0.36698246,0.09041520,0.11574688,0.01499236,0.21056105
-5.59179590,1.37798702,0.40480493,0.57825955,0.00315134,0.35504671,0.08893834,0.11330601,0.01570767,0.20617100
-5.58579290,1.34523236,0.39758841,0.55762140,0.00341371,0.34581130,0.08811881,0.11154809,0.01645273,0.20331921
-5.57978989,1.32150197,0.39328438,0.54086652,0.00367864,0.33913906,0.08788661,0.11041689,0.01721464,0.20184404
-5.57378689,1.30601605,0.39157383,0.52776760,0.00394184,0.33483570,0.08816155,0.10984220,0.01797861,0.20156035
-5.56778389,1.29782272,0.39209439,0.51801616,0.00419877,0.33265780,0.08885620,0.10974291,0.01872837,0.20226585
-5.56178089,1.29583592,0.39445309,0.51123657,0.00444478,0.33232225,0.08987907,0.11003059,0.01944665,0.20374821
-5.55577789,1.29887751,0.39824013,0.50700209,0.00467521,0.33351676,0.09113800,0.11061334,0.02011579,0.20579245
-5.54977489,1.30572206,0.40304309,0.50485219,0.00488554,0.33591117,0.09254362,0.11139987,0.02071829,0.20818858
-5.54377189,1.31514277,0.40846117,0.50431059,0.00507155,0.33916911,0.09401283,0.11230355,0.02123748,0.21073902
-5.53776888,1.32595672,0.41411901,0.50490331,0.00522943,0.34295966,0.09547194,0.11324631,0.02165809,0.21326571
-5.53176588,1.33706787,0.41967943,0.50617615,0.00535592,0.34696861,0.09685974,0.11416218,0.02196685,0.21561648
-5.52576288,1.34750614,0.42485478,0.50771082,0.00544846,0.35090887,0.09812990,0.11500039,0.02215295,0.21767048
-5.51975988,1.35646111,0.42941645,0.50913937,0.00550521,0.35452978,0.09925306,0.11572780,0.02220849,0.21934246
-5.51375688,1.36330898,0.43320193,0.51015613,0.00552517,0.35762484,0.10021811,0.11633063,0.02212876,0.22058563
-5.50775388,1.36763186,0.43611946,0.51052703,0.00550820,0.36003768,0.10103285,0.11681529,0.02191246,0.22139308
-5.50175088,1.36922852,0.43814976,0.51009575,0.00545501,0.36166605,0.10172394,0.11720839,0.02156171,0.22179750
-5.49574787,1.36811630,0.43934490,0.50878666,0.00536717,0.36246362,0.10233596,0.11755578,0.02108202,0.22186934
-5.48974487,1.36452402,0.43982426,0.50660450,0.00524700,0.36243957,0.10292981,0.11792079,0.02048206,0.22171341
-5.48374187,1.35887627,0.43976765,0.50363068,0.00509753,0.36165602,0.10358038,0.11838152,0.01977339,0.22146390
-5.47773887,1.35176980,0.43940602,0.50001675,0.00492237,0.36022334,0.10437353,0.11902757,0.01897004,0.22127826
-5.47173587,1.34394281,0.43900991,0.49597492,0.00472557,0.35829357,0.10540262,0.11995602,0.01808804,0.22132994
-5.46573287,1.33623873,0.43887615,0.49176649,0.00451150,0.35605227,0.10676454,0.12126707,0.01714488,0.22180038
-5.45972986,1.32956577,0.43931350,0.48768839,0.00428471,0.35370906,0.10855560,0.12305943,0.01615898,0.22287061
-5.45372686,1.32485411,0.44062760,0.48405853,0.00404973,0.35148730,0.11086724,0.12542559,0.01514912,0.22471273
-5.44772386,1.32301241,0.44310604,0.48120066,0.00381098,0.34961331,0.11378185,0.12844732,0.01413392,0.22748166
-5.44172086,1.32488566,0.44700405,0.47942915,0.00357263,0.34830565,0.11736890,0.13219145,0.01313130,0.23130758
-5.43571786,1.33121591,0.45253162,0.47903458,0.00333846,0.34776484,0.12168148,0.13670626,0.01215811,0.23628921
-5.42971486,1.34260766,0.45984236,0.48027053,0.00311179,0.34816396,0.12675336,0.14201847,0.01122968,0.24248846
-5.42371186,1.35949934,0.46902487,0.48334211,0.00289542,0.34964064,0.13259685,0.14813118,0.01035961,0.24992649
-5.41770885,1.38214188,0.48009675,0.48839676,0.00269156,0.35229054,0.13920146,0.15502269,0.00955949,0.25858143
-5.41170585,1.41058538,0.49300174,0.49551751,0.00250182,0.35616286,0.14653346,0.16264629,0.00883876,0.26838793
-5.40570285,1.44467415,0.50761004,0.50471898,0.00232722,0.36125778,0.15453628,0.17093116,0.00820473,0.27923843
-5.39969985,1.48405030,0.52372174,0.51594619,0.00216823,0.36752616,0.16313197,0.17978417,0.00766249,0.29098622
-5.39369685,1.52816566,0.54107333,0.52907612,0.00202478,0.37487125,0.17222346,0.18909263,0.00721502,0.30345015
-5.38769385,1.57630113,0.55934701,0.54392185,0.00189635,0.38315249,0.18169760,0.19872782,0.00686329,0.31642065
-5.38169085,1.62759276,0.57818230,0.56023909,0.00178205,0.39219102,0.19142893,0.20854918,0.00660642,0.32966713
-5.37568784,1.68106309,0.59718951,0.57773465,0.00168067,0.40177682,0.20128393,0.21840887,0.00644182,0.34294599
-5.36968484,1.73565649,0.61596449,0.59607644,0.00159078,0.41167696,0.21112565,0.22815670,0.00636538,0.35600939
-5.36368184,1.79027677,0.63410401,0.61490463,0.00151084,0.42164459,0.22081855,0.23764501,0.00637169,0.36861403
-5.35767884,1.84382551,0.65122106,0.63384338,0.00143923,0.43142845,0.23023320,0.24673339,0.00645418,0.38052978
-5.35167584,1.89523948,0.66695953,0.65251267,0.00137436,0.44078221,0.23925087,0.25529300,0.00660536,0.39154776
-5.34567284,1.94352577,0.68100753,0.67053988,0.00131472,0.44947342,0.24776770,0.26321045,0.00681696,0.40148759
-5.33966983,1.98779310,0.69310892,0.68757050,0.00125894,0.45729172,0.25569824,0.27039081,0.00708010,0.41020341
-5.33366683,2.02727844,0.70307253,0.70327791,0.00120584,0.46405587,0.26297837,0.27676001,0.00738549,0.41758867
-5.32766383,2.06136797,0.71077879,0.71737165,0.00115441,0.46961946,0.26956732,0.28226626,0.00772353,0.42357930
-5.32166083,2.08961194,0.71618349,0.72960427,0.00110389,0.47387506,0.27544894,0.28688067,0.00808451,0.42815533
-5.31565783,2.11173303,0.71931861,0.73977639,0.00105375,0.47675681,0.28063186,0.29059697,0.00845872,0.43134093
-5.30965483,2.12762847,0.72029028,0.74774015,0.00100365,0.47824128,0.28514894,0.29343053,0.00883658,0.43320278
-5.30365183,2.13736594,0.71927399,0.75340087,0.00095349,0.47834678,0.28905566,0.29541668,0.00920883,0.43384711
-5.29764882,2.14117397,0.71650726,0.75671719,0.00090332,0.47713110,0.29242781,0.29660844,0.00956659,0.43341526
-5.29164582,2.13942728,0.71228017,0.75769961,0.00085337,0.47468796,0.29535842,0.29707387,0.00990158,0.43207827
-5.28564282,2.13262812,0.70692418,0.75640783,0.00080398,0.47114229,0.29795404,0.29689320,0.01020614,0.43003044
-5.27963982,2.12138426,0.70079953,0.75294680,0.00075558,0.46664464,0.30033062,0.29615571,0.01047347,0.42748235
-5.27363682,2.10638462,0.69428190,0.74746187,0.00070864,0.46136481,0.30260901,0.29495673,0.01069761,0.42465336
-5.26763382,2.08837347,0.68774865,0.74013311,0.00066368,0.45548520,0.30491031,0.29339467,0.01087366,0.42176401
-5.26163082,2.06812414,0.68156525,0.73116911,0.00062118,0.44919393,0.30735118,0.29156827,0.01099777,0.41902852
-5.25562781,2.04641290,0.67607225,0.72080027,0.00058161,0.44267802,0.31003929,0.28957415,0.01106723,0.41664755
-5.24962481,2.02399404,0.67157327,0.70927197,0.00054535,0.43611694,0.31306914,0.28750463,0.01108051,0.41480160
-5.24362181,2.00157671,0.66832445,0.69683763,0.00051274,0.42967664,0.31651819,0.28544590,0.01103728,0.41364505
-5.23761881,1.97980418,0.66652556,0.68375196,0.00048399,0.42350426,0.32044367,0.28347657,0.01093835,0.41330120
-5.23161581,1.95923617,0.66631322,0.67026449,0.00045923,0.41772372,0.32488007,0.28166649,0.01078567,0.41385836
-5.22561281,1.94033463,0.66775633,0.65661360,0.00043849,0.41243235,0.32983744,0.28007604,0.01058226,0.41536714
-5.21960980,1.92345341,0.67085389,0.64302119,0.00042168,0.40769845,0.33530052,0.27875557,0.01033207,0.41783903
-5.21360680,1.90883205,0.67553537,0.62968818,0.00040863,0.40356014,0.34122892,0.27774525,0.01003990,0.42124639
-5.20760380,1.89659388,0.68166345,0.61679084,0.00039907,0.40002534,0.34755816,0.27707516,0.00971126,0.42552369
-5.20160080,1.88674842,0.68903927,0.60447824,0.00039265,0.39707277,0.35420170,0.27676561,0.00935218,0.43057019
-5.19559780,1.87919792,0.69740975,0.59287068,0.00038898,0.39465425,0.36105387,0.27682769,0.00896909,0.43625382
-5.18959480,1.87374781,0.70647697,0.58205932,0.00038760,0.39269780,0.36799350,0.27726408,0.00856861,0.44241618
-5.18359180,1.87012052,0.71590909,0.57210679,0.00038803,0.39111168,0.37488834,0.27806995,0.00815742,0.44887845
-5.17758879,1.86797213,0.72535242,0.56304884,0.00038978,0.38978911,0.38159979,0.27923411,0.00774203,0.45544811
-5.17158579,1.86691114,0.73444423,0.55489690,0.00039237,0.38861336,0.38798804,0.28074020,0.00732870,0.46192594
-5.16558279,1.86651843,0.74282575,0.54764129,0.00039533,0.38746320,0.39391718,0.28256804,0.00692325,0.46811337
-5.15957979,1.86636771,0.75015484,0.54125501,0.00039825,0.38621823,0.39926017,0.28469504,0.00653097,0.47381952
-5.15357679,1.86604530,0.75611778,0.53569786,0.00040076,0.38476405,0.40390337,0.28709759,0.00615650,0.47886795
-5.14757379,1.86516869,0.76043980,0.53092061,0.00040257,0.38299693,0.40775055,0.28975251,0.00580376,0.48310259
-5.14157079,1.86340286,0.76289383,0.52686911,0.00040344,0.38082781,0.41072600,0.29263843,0.00547594,0.48639282
-5.13556778,1.86047383,0.76330731,0.52348808,0.00040324,0.37818549,0.41277687,0.29573707,0.00517547,0.48863734
-5.12956478,1.85617900,0.76156667,0.52072443,0.00040192,0.37501890,0.41387445,0.29903450,0.00490403,0.48976679
-5.12356178,1.85039392,0.75761951,0.51853001,0.00039949,0.37129841,0.41401450,0.30252216,0.00466258,0.48974511
-5.11755878,1.84307548,0.75147446,0.51686375,0.00039608,0.36701607,0.41321662,0.30619785,0.00445148,0.48856952
-5.11155578,1.83426159,0.74319888,0.51569301,0.00039188,0.36218504,0.41152273,0.31006642,0.00427053,0.48626927
-5.10555278,1.82406769,0.73291455,0.51499440,0.00038715,0.35683809,0.40899488,0.31414031,0.00411909,0.48290337
-5.09954977,1.81268037,0.72079181,0.51475383,0.00038221,0.35102546,0.40571248,0.31843984,0.00399621,0.47855729
-5.09354677,1.80034879,0.70704238,0.51496614,0.00037742,0.34481220,0.40176917,0.32299318,0.00390075,0.47333904
-5.08754377,1.78737431,0.69191130,0.51563410,0.00037317,0.33827511,0.39726951,0.32783604,0.00383147,0.46737473
-5.08154077,1.77409891,0.67566844,0.51676723,0.00036988,0.33149961,0.39232571,0.33301096,0.00378720,0.46080396
-5.07553777,1.76089288,0.65859986,0.51838009,0.00036794,0.32457648,0.38705453,0.33856618,0.00376692,0.45377502
-5.06953477,1.74814230,0.64099940,0.52049056,0.00036775,0.31759886,0.38157441,0.34455409,0.00376984,0.44644039
-5.06353177,1.73623646,0.62316076,0.52311778,0.00036964,0.31065940,0.37600301,0.35102917,0.00379549,0.43895239
-5.05752876,1.72555559,0.60537018,0.52628007,0.00037392,0.30384779,0.37045515,0.35804546,0.00384372,0.43145928
-5.05152576,1.71645901,0.58789994,0.52999269,0.00038080,0.29724857,0.36504099,0.36565357,0.00391475,0.42410172
-5.04552276,1.70927363,0.57100273,0.53426549,0.00039045,0.29093935,0.35986469,0.37389725,0.00400915,0.41700971
-5.03951976,1.70428311,0.55490674,0.53910056,0.00040291,0.28498927,0.35502311,0.38280963,0.00412776,0.41029986
-5.03351676,1.70171738,0.53981160,0.54448978,0.00041817,0.27945788,0.35060475,0.39240927,0.00427164,0.40407318
-5.02751376,1.70174280,0.52588505,0.55041236,0.00043608,0.27439401,0.34668861,0.40269616,0.00444196,0.39841302
-5.02151076,1.70445308,0.51326019,0.55683251,0.00045643,0.26983502,0.34334299,0.41364788,0.00463987,0.39338350
-5.01550775,1.70986096,0.50203344,0.56369715,0.00047888,0.26580607,0.34062419,0.42521617,0.00486635,0.38902804
-5.00950475,1.71789121,0.49226294,0.57093399,0.00050303,0.26231942,0.33857490,0.43732408,0.00512212,0.38536830
-5.00350175,1.72837516,0.48396764,0.57845000,0.00052839,0.25937399,0.33722263,0.44986408,0.00540739,0.38240329
-4.99749875,1.74104727,0.47712698,0.58613036,0.00055440,0.25695489,0.33657784,0.46269717,0.00572182,0.38010897
-4.99149575,1.75554415,0.47168117,0.59383822,0.00058048,0.25503317,0.33663226,0.47565335,0.00606432,0.37843815
-4.98549275,1.77140662,0.46753238,0.60141525,0.00060599,0.25356582,0.33735724,0.48853348,0.00643297,0.37732091
-4.97948974,1.78808504,0.46454667,0.60868321,0.00063027,0.25249599,0.33870252,0.50111264,0.00682495,0.37666570
-4.97348674,1.80494836,0.46255697,0.61544647,0.00065271,0.25175368,0.34059549,0.51314492,0.00723649,0.37636099
-4.96748374,1.82129679,0.46136697,0.62149574,0.00067269,0.25125683,0.34294107,0.52436963,0.00766285,0.37627767
-4.96148074,1.83637830,0.46075613,0.62661270,0.00068964,0.25091283,0.34562251,0.53451869,0.00809842,0.37627223
-4.95547774,1.84940833,0.46048557,0.63057566,0.00070308,0.25062067,0.34850309,0.54332488,0.00853674,0.37619058
-4.94947474,1.85959244,0.46030496,0.63316586,0.00071258,0.25027351,0.35142880,0.55053069,0.00897064,0.37587256
-4.94347174,1.86615100,0.45996001,0.63417446,0.00071783,0.24976167,0.35423210,0.55589736,0.00939247,0.37515698
-4.93746873,1.86834503,0.45920054,0.63340956,0.00071860,0.24897604,0.35673646,0.55921360,0.00979420,0.37388695
-4.93146573,1.86550210,0.45778867,0.63070339,0.00071478,0.24781172,0.35876187,0.56030374,0.01016772,0.37191542
-4.92546273,1.85704123,0.45550700,0.62591887,0.00070636,0.24617177,0.36013076,0.55903468,0.01050505,0.36911064
-4.91945973,1.84249550,0.45216623,0.61895560,0.00069344,0.24397080,0.36067439,0.55532147,0.01079861,0.36536126
-4.91345673,1.82153132,0.44761205,0.60975471,0.00067624,0.24113847,0.36023924,0.54913111,0.01104143,0.36058090
-4.90745373,1.79396346,0.44173089,0.59830248,0.00065505,0.23762244,0.35869310,0.54048446,0.01122745,0.35471191
-4.90145073,1.75976498,0.43445428,0.58463241,0.00063024,0.23339082,0.35593061,0.52945611,0.01135164,0.34772814
-4.89544772,1.71907161,0.42576162,0.56882567,0.00060228,0.22843391,0.35187802,0.51617216,0.01141023,0.33963664
-4.88944472,1.67218026,0.41568120,0.55100992,0.00057165,0.22276510,0.34649668,0.50080624,0.01140086,0.33047804
-4.88344172,1.61954177,0.40428941,0.53135645,0.00053889,0.21642102,0.33978534,0.48357375,0.01132258,0.32032580
-4.87743872,1.56174822,0.39170821,0.51007585,0.00050455,0.20946070,0.33178092,0.46472470,0.01117597,0.30928415
-4.87143572,1.49951545,0.37810092,0.48741236,0.00046918,0.20196398,0.32255783,0.44453565,0.01096309,0.29748502
-4.86543272,1.43366146,0.36366663,0.46363714,0.00043332,0.19402919,0.31222575,0.42330088,0.01068736,0.28508392
-4.85942971,1.36508202,0.34863341,0.43904089,0.00039750,0.18577014,0.30092606,0.40132355,0.01035352,0.27225510
-4.85342671,1.29472430,0.33325061,0.41392595,0.00036217,0.17731264,0.28882699,0.37890692,0.00996741,0.25918620
-4.84742371,1.22355991,0.31778080,0.38859843,0.00032777,0.16879071,0.27611783,0.35634625,0.00953579,0.24607259
-4.84142071,1.15255847,0.30249138,0.36336060,0.00029467,0.16034268,0.26300243,0.33392165,0.00906612,0.23311168
-4.83541771,1.08266275,0.28764661,0.33850383,0.00026319,0.15210725,0.24969220,0.31189203,0.00856633,0.22049754
-4.82941471,1.01476646,0.27350000,0.31430242,0.00023359,0.14421979,0.23639913,0.29049048,0.00804456,0.20841582
-4.82341171,0.94969531,0.26028770,0.29100852,0.00020607,0.13680905,0.22332899,0.26992103,0.00750893,0.19703942
-4.81740870,0.88819212,0.24822278,0.26884822,0.00018079,0.12999423,0.21067504,0.25035697,0.00696735,0.18652494
-4.81140570,0.83090616,0.23749091,0.24801906,0.00015784,0.12388274,0.19861255,0.23194044,0.00642726,0.17700999
-4.80540270,0.77838694,0.22824728,0.22868875,0.00013729,0.11856847,0.18729434,0.21478341,0.00589551,0.16861139
-4.79939970,0.73108234,0.22061486,0.21099531,0.00011918,0.11413080,0.17684742,0.19896960,0.00537822,0.16142444
-4.79339670,0.68934082,0.21468408,0.19504836,0.00010353,0.11063419,0.16737098,0.18455740,0.00488064,0.15552298
-4.78739370,0.65341712,0.21051362,0.18093151,0.00009033,0.10812834,0.15893558,0.17158326,0.00440715,0.15096028
-4.78139070,0.62348105,0.20813234,0.16870556,0.00007958,0.10664887,0.15158362,0.16006554,0.00396117,0.14777063
-4.77538769,0.59962839,0.20754205,0.15841246,0.00007131,0.10621838,0.14533102,0.15000837,0.00354522,0.14597145
-4.76938469,0.58189346,0.20872087,0.15007962,0.00006554,0.10684783,0.14016989,0.14140550,0.00316095,0.14556574
-4.76338169,0.57026220,0.21162705,0.14372447,0.00006234,0.10853801,0.13607203,0.13424376,0.00280917,0.14654476
-4.75737869,0.56468525,0.21620291,0.13935891,0.00006179,0.11128107,0.13299306,0.12850608,0.00248998,0.14889058
-4.75137569,0.56509023,0.22237856,0.13699351,0.00006406,0.11506199,0.13087697,0.12417393,0.00220286,0.15257865
-4.74537269,0.57139243,0.23007546,0.13664121,0.00006932,0.11985975,0.12966077,0.12122909,0.00194676,0.15757979
-4.73936968,0.58350350,0.23920931,0.13832030,0.00007784,0.12564829,0.12927908,0.11965468,0.00172020,0.16386197
-4.73336668,0.60133774,0.24969231,0.14205655,0.00008992,0.13239710,0.12966833,0.11943557,0.00152145,0.17139129
-4.72736368,0.62481547,0.26143473,0.14788439,0.00010592,0.14007137,0.13077050,0.12055809,0.00134853,0.18013255
-4.72136068,0.65386359,0.27434556,0.15584694,0.00012626,0.14863177,0.13253608,0.12300908,0.00119939,0.19004897
-4.71535768,0.68841319,0.28833241,0.16599500,0.00015142,0.15803388,0.13492624,0.12677454,0.00107197,0.20110147
-4.70935468,0.72839444,0.30330075,0.17838481,0.00018192,0.16822731,0.13791409,0.13183778,0.00096423,0.21324723
-4.70335168,0.77372895,0.31915243,0.19307480,0.00021831,0.17915453,0.14148488,0.13817733,0.00087426,0.22643791
-4.69734867,0.82432022,0.33578395,0.21012129,0.00026117,0.19074967,0.14563535,0.14576469,0.00080028,0.24061743
-4.69134567,0.88004255,0.35308434,0.22957338,0.00031107,0.20293727,0.15037210,0.15456202,0.00074068,0.25571967
-4.68534267,0.94072923,0.37093318,0.25146705,0.00036859,0.21563124,0.15570921,0.16451996,0.00069404,0.27166612
-4.67933967,1.00616053,0.38919879,0.27581895,0.00043427,0.22873406,0.16166516,0.17557566,0.00065913,0.28836376
-4.67333667,1.07605246,0.40773699,0.30261991,0.00050858,0.24213640,0.16825929,0.18765118,0.00063488,0.30570339
-4.66733367,1.15004693,0.42639042,0.33182854,0.00059193,0.25571729,0.17550794,0.20065231,0.00062039,0.32355843
-4.66133067,1.22770401,0.44498884,0.36336537,0.00068462,0.26934489,0.18342052,0.21446795,0.00061489,0.34178457
-4.65532766,1.30849704,0.46335031,0.39710763,0.00078681,0.28287793,0.19199573,0.22897011,0.00061774,0.36022022
-4.64932466,1.39181108,0.48128346,0.43288511,0.00089851,0.29616787,0.20121811,0.24401458,0.00062836,0.37868796
-4.64332166,1.47694511,0.49859074,0.47047751,0.00101955,0.30906166,0.21105513,0.25944226,0.00064624,0.39699692
