energy_ev,total_up,C_s_up,C_p_up,Mn_p_up,Mn_d_up,Te_p_up,Te_d_up,Ti_p_up,Ti_d_up
-5.83791896,3.56077265,0.05002195,0.26940427,0.81240143,0.50803680,2.10255629,0.00000000,0.60312654,0.32563517
-5.83191596,3.48959824,0.04843194,0.26398010,0.79392660,0.50023375,2.05970137,0.00000000,0.59726138,0.31683153
-5.82591296,3.40557310,0.04668324,0.25760673,0.77234016,0.49030007,2.00933115,0.00000000,0.58890282,0.30707422
-5.81990995,3.31026717,0.04479336,0.25040179,0.74797118,0.47847428,1.95234070,0.00000000,0.57824257,0.29651806
-5.81390695,3.20546809,0.04278162,0.24249973,0.72120091,0.46503326,1.88975023,0.00000000,0.56552316,0.28533184
-5.80790395,3.09313751,0.04066883,0.23404876,0.69245482,0.45028392,1.82268075,0.00000000,0.55103236,0.27369487
-5.80190095,2.97536150,0.03847703,0.22520727,0.66219331,0.43455384,1.75232627,0.00000000,0.53509594,0.26179313
-5.79589795,2.85429670,0.03622911,0.21613991,0.63090138,0.41818122,1.67992352,0.00000000,0.51806910,0.24981519
-5.78989495,2.73211452,0.03394840,0.20701347,0.59907763,0.40150468,1.60672034,0.00000000,0.50032678,0.23794812
-5.78389195,2.61094539,0.03165825,0.19799279,0.56722298,0.38485323,1.53394396,0.00000000,0.48225346,0.22637339
-5.77788894,2.49282541,0.02938157,0.18923672,0.53582956,0.36853686,1.46277056,0.00000000,0.46423270,0.21526300
-5.77188594,2.37964760,0.02714047,0.18089446,0.50537012,0.35283828,1.39429715,0.00000000,0.44663699,0.20477600
-5.76588294,2.27311952,0.02495578,0.17310223,0.47628843,0.33800599,1.32951716,0.00000000,0.42981830,0.19505546
-5.75987994,2.17472920,0.02284675,0.16598067,0.44899085,0.32424893,1.26930035,0.00000000,0.41409972,0.18622609
-5.75387694,2.08572016,0.02083067,0.15963279,0.42383952,0.31173314,1.21437804,0.00000000,0.39976856,0.17839258
-5.74787394,2.00707656,0.01892269,0.15414270,0.40114704,0.30058008,1.16533389,0.00000000,0.38707110,0.17163857
-5.74187094,1.93951851,0.01713561,0.14957518,0.38117305,0.29086708,1.12260036,0.00000000,0.37620920,0.16602656
-5.73586793,1.88350713,0.01547981,0.14597589,0.36412242,0.28262932,1.08646085,0.00000000,0.36733878,0.16159846
-5.72986493,1.83925860,0.01396319,0.14337240,0.35014508,0.27586349,1.05705668,0.00000000,0.36057005,0.15837679
-5.72386193,1.80676581,0.01259128,0.14177581,0.33933727,0.27053269,1.03439864,0.00000000,0.35596954,0.15636660
-5.71785893,1.78582600,0.01136734,0.14118281,0.33174403,0.26657219,1.01838176,0.00000000,0.35356338,0.15555767
-5.71185593,1.77607240,0.01029253,0.14157820,0.32736259,0.26389583,1.00880258,0.00000000,0.35334182,0.15592717
-5.70585293,1.77700792,0.00936614,0.14293749,0.32614643,0.26240249,1.00537754,0.00000000,0.35526441,0.15744234
-5.69984992,1.78803881,0.00858586,0.14522961,0.32800975,0.26198245,1.00776151,0.00000000,0.35926561,0.16006320
-5.69384692,1.80850634,0.00794798,0.14841936,0.33283201,0.26252310,1.01556547,0.00000000,0.36526034,0.16374501
-5.68784392,1.83771494,0.00744774,0.15246964,0.34046243,0.26391397,1.02837223,0.00000000,0.37314918,0.16844042
-5.68184092,1.87495536,0.00707950,0.15734313,0.35072419,0.26605053,1.04574973,0.00000000,0.38282289,0.17410108
-5.67583792,1.91952198,0.00683700,0.16300348,0.36341825,0.26883700,1.06726132,0.00000000,0.39416594,0.18067873
-5.66983492,1.97072390,0.00671356,0.16941578,0.37832678,0.27218785,1.09247286,0.00000000,0.40705905,0.18812559
-5.66383192,2.02788964,0.00670220,0.17654638,0.39521612,0.27602812,1.12095661,0.00000000,0.42138037,0.19639417
-5.65782891,2.09036609,0.00679578,0.18436210,0.41383936,0.28029267,1.15229232,0.00000000,0.43700565,0.20543639
-5.65182591,2.15751260,0.00698708,0.19282874,0.43393862,0.28492464,1.18606595,0.00000000,0.45380717,0.21520221
-5.64582291,2.22869125,0.00726883,0.20190919,0.45524723,0.28987316,1.22186660,0.00000000,0.47165185,0.22563785
-5.63981991,2.30325500,0.00763369,0.21156111,0.47749168,0.29509080,1.25928260,0.00000000,0.49039864,0.23668367
-5.63381691,2.38053520,0.00807430,0.22173446,0.50039387,0.30053090,1.29789742,0.00000000,0.50989554,0.24827205
-5.62781391,2.45983011,0.00858320,0.23236908,0.52367333,0.30614518,1.33728624,0.00000000,0.52997666,0.26032527
-5.62181091,2.54039599,0.00915283,0.24339245,0.54704982,0.31188177,1.37701391,0.00000000,0.55045949,0.27275377
-5.61580790,2.62144201,0.00977547,0.25471790,0.57024628,0.31768396,1.41663485,0.00000000,0.57114294,0.28545488
-5.60980490,2.70213009,0.01044325,0.26624345,0.59299196,0.32348979,1.45569527,0.00000000,0.59180625,0.29831216
-5.60380190,2.78158025,0.01114814,0.27785148,0.61502596,0.32923257,1.49373786,0.00000000,0.61220922,0.31119556
-5.59779890,2.85888169,0.01188197,0.28940921,0.63610097,0.33484227,1.53030905,0.00000000,0.63209371,0.32396247
-5.59179590,2.93310935,0.01263646,0.30077026,0.65598700,0.34024776,1.56496833,0.00000000,0.65118676,0.33645969
-5.58579290,3.00334536,0.01340332,0.31177716,0.67447519,0.34537981,1.59729934,0.00000000,0.66920512,0.34852621
-5.57978989,3.06870417,0.01417431,0.32226482,0.69138129,0.35017442,1.62692199,0.00000000,0.68586114,0.35999694
-5.57378689,3.12836017,0.01494134,0.33206480,0.70654880,0.35457658,1.65350493,0.00000000,0.70086990,0.37070703
-5.56778389,3.18157598,0.01569665,0.34101033,0.71985155,0.35854376,1.67677740,0.00000000,0.71395717,0.38049674
-5.56178089,3.22772986,0.01643284,0.34894166,0.73119556,0.36204928,1.69653975,0.00000000,0.72486791,0.38921657
-5.55577789,3.26634040,0.01714307,0.35571174,0.74052002,0.36508493,1.71267178,0.00000000,0.73337484,0.39673245
-5.54977489,3.29708684,0.01782113,0.36119168,0.74779739,0.36766283,1.72513828,0.00000000,0.73928672,0.40293072
-5.54377189,3.31982374,0.01846156,0.36527594,0.75303255,0.36981626,1.73399115,0.00000000,0.74245582,0.40772256
-5.53776888,3.33458882,0.01905969,0.36788685,0.75626094,0.37159940,1.73936796,0.00000000,0.74278419,0.41104777
-5.53176588,3.34160327,0.01961172,0.36897826,0.75754590,0.37308585,1.74148671,0.00000000,0.74022837,0.41287762
-5.52576288,3.34126447,0.02011471,0.36853804,0.75697510,0.37436603,1.74063703,0.00000000,0.73480229,0.41321661
-5.51975988,3.33413104,0.02056659,0.36658948,0.75465652,0.37554354,1.73716810,0.00000000,0.72657813,0.41210306
-5.51375688,3.32090117,0.02096610,0.36319128,0.75071380,0.37673066,1.73147393,0.00000000,0.71568508,0.40960853
-5.50775388,3.30238506,0.02131274,0.35843630,0.74528149,0.37804322,1.72397662,0.00000000,0.70230604,0.40583603
-5.50175088,3.27947301,0.02160667,0.35244908,0.73850020,0.37959505,1.71510848,0.00000000,0.68667240,0.40091720
-5.49574787,3.25310066,0.02184864,0.34538225,0.73051198,0.38149232,1.70529392,0.00000000,0.66905719,0.39500855
-5.48974487,3.22421319,0.02203987,0.33741197,0.72145604,0.38382819,1.69493180,0.00000000,0.64976679,0.38828698
-5.48374187,3.19373018,0.02218196,0.32873281,0.71146502,0.38667771,1.68437941,0.00000000,0.62913183,0.38094474
-5.47773887,3.16251288,0.02227677,0.31955211,0.70066198,0.39009367,1.67393841,0.00000000,0.60749747,0.37318426
-5.47173587,3.13133537,0.02232638,0.31008421,0.68915807,0.39410312,1.66384370,0.00000000,0.58521370,0.36521280
-5.46573287,3.10086071,0.02233300,0.30054479,0.67705104,0.39870515,1.65425530,0.00000000,0.56262587,0.35723742
-5.45972986,3.07162316,0.02229893,0.29114552,0.66442457,0.40386969,1.64525381,0.00000000,0.54006611,0.34946026
-5.45372686,3.04401690,0.02222653,0.28208931,0.65134823,0.40953753,1.63683925,0.00000000,0.51784569,0.34207441
-5.44772386,3.01829139,0.02211820,0.27356615,0.63787826,0.41562149,1.62893339,0.00000000,0.49624876,0.33526042
-5.44172086,2.99455324,0.02197643,0.26574981,0.62405878,0.42200871,1.62138515,0.00000000,0.47552749,0.32918353
-5.43571786,2.97277408,0.02180376,0.25879535,0.60992346,0.42856384,1.61397879,0.00000000,0.45589883,0.32399159
-5.42971486,2.95280362,0.02160285,0.25283739,0.59549750,0.43513307,1.60644434,0.00000000,0.43754270,0.31981366
-5.42371186,2.93438690,0.02137649,0.24798926,0.58079975,0.44154876,1.59846984,0.00000000,0.42060171,0.31675928
-5.41770885,2.91718473,0.02112761,0.24434266,0.56584485,0.44763459,1.58971471,0.00000000,0.40518204,0.31491818
-5.41170585,2.90079609,0.02085934,0.24196800,0.55064536,0.45321086,1.57982377,0.00000000,0.39135547,0.31436038
-5.40570285,2.88478139,0.02057498,0.24091508,0.53521359,0.45809990,1.56844131,0.00000000,0.37916220,0.31513664
-5.39969985,2.86868552,0.02027798,0.24121408,0.51956339,0.46213142,1.55522485,0.00000000,0.36861431,0.31727898
-5.39369685,2.85205978,0.01997197,0.24287672,0.50371150,0.46514749,1.53985801,0.00000000,0.35969947,0.32080137
-5.38769385,2.83448189,0.01966066,0.24589742,0.48767875,0.46700722,1.52206226,0.00000000,0.35238489,0.32570033
-5.38169085,2.81557357,0.01934781,0.25025456,0.47149085,0.46759084,1.50160720,0.00000000,0.34662113,0.33195562
-5.37568784,2.79501516,0.01903716,0.25591162,0.45517902,0.46680323,1.47831912,0.00000000,0.34234579,0.33953084
-5.36968484,2.77255715,0.01873235,0.26281827,0.43878027,0.46457670,1.45208781,0.00000000,0.33948677,0.34837404
-5.36368184,2.74802857,0.01843684,0.27091148,0.42233750,0.46087308,1.42287133,0.00000000,0.33796539,0.35841845
-5.35767884,2.72134228,0.01815382,0.28011667,0.40589943,0.45568496,1.39069881,0.00000000,0.33769890,0.36958334
-5.35167584,2.69249732,0.01788611,0.29034892,0.38952030,0.44903616,1.35567127,0.00000000,0.33860289,0.38177516
-5.34567284,2.66157879,0.01763612,0.30151445,0.37325944,0.44098138,1.31796040,0.00000000,0.34059324,0.39488900
-5.33966983,2.62875543,0.01740579,0.31351235,0.35718083,0.43160504,1.27780548,0.00000000,0.34358795,0.40881055
-5.33366683,2.59427538,0.01719649,0.32623662,0.34135239,0.42101938,1.23550850,0.00000000,0.34750884,0.42341852
-5.32766383,2.55846058,0.01700908,0.33957871,0.32584533,0.40936184,1.19142758,0.00000000,0.35228316,0.43858770
-5.32166083,2.52170003,0.01684384,0.35343041,0.31073339,0.39679176,1.14596912,0.00000000,0.35784525,0.45419250
-5.31565783,2.48444251,0.01670050,0.36768720,0.29609202,0.38348666,1.09957856,0.00000000,0.36413821,0.47011113
-5.30965483,2.44718890,0.01657832,0.38225188,0.28199754,0.36963796,1.05273042,0.00000000,0.37111569,0.48623012
-5.30365183,2.41048446,0.01647608,0.39703857,0.26852632,0.35544648,1.00591763,0.00000000,0.37874370,0.50244920
-5.29764882,2.37491126,0.01639223,0.41197667,0.25575391,0.34111783,0.95964066,0.00000000,0.38700251,0.51868637
-5.29164582,2.34108081,0.01632491,0.42701486,0.24375427,0.32685767,0.91439672,0.00000000,0.39588836,0.53488271
-5.28564282,2.30962710,0.01627210,0.44212478,0.23259895,0.31286731,0.87066946,0.00000000,0.40541515,0.55100704
-5.27963982,2.28119987,0.01623173,0.45730417,0.22235644,0.29933941,0.82891933,0.00000000,0.41561573,0.56705980
-5.27363682,2.25645802,0.01620175,0.47257926,0.21309156,0.28645431,0.78957515,0.00000000,0.42654287,0.58307611
-5.26763382,2.23606316,0.01618025,0.48800622,0.20486488,0.27437674,0.75302682,0.00000000,0.43826948,0.59912754
-5.26163082,2.22067278,0.01616557,0.50367137,0.19773236,0.26325329,0.71961965,0.00000000,0.45088831,0.61532260
-5.25562781,2.21093314,0.01615636,0.51969002,0.19174499,0.25321049,0.68965021,0.00000000,0.46451060,0.63180538
-5.24962481,2.20747126,0.01615165,0.53620385,0.18694855,0.24435367,0.66336382,0.00000000,0.47926388,0.64875256
-5.24362181,2.21088611,0.01615090,0.55337668,0.18338345,0.23676646,0.64095359,0.00000000,0.49528869,0.66636839
-5.23761881,2.22173853,0.01615401,0.57138873,0.18108462,0.23051099,0.62256099,0.00000000,0.51273420,0.68487795
-5.23161581,2.24053996,0.01616131,0.59042944,0.18008148,0.22562868,0.60827764,0.00000000,0.53175280,0.70451847
-5.22561281,2.26773981,0.01617351,0.61068892,0.18039787,0.22214150,0.59814820,0.00000000,0.55249374,0.72552922
-5.21960980,2.30371184,0.01619170,0.63234852,0.18205204,0.22005360,0.59217406,0.00000000,0.57509594,0.74814004
-5.21360680,2.34873947,0.01621722,0.65557053,0.18505663,0.21935325,0.59031753,0.00000000,0.59968015,0.77255897
-5.20760380,2.40300078,0.01625158,0.68048771,0.18941861,0.22001481,0.59250639,0.00000000,0.62634080,0.79895959
-5.20160080,2.46655354,0.01629635,0.70719294,0.19513924,0.22200083,0.59863834,0.00000000,0.65513783,0.82746835
-5.19559780,2.53932099,0.01635305,0.73572946,0.20221403,0.22526395,0.60858533,0.00000000,0.68608881,0.85815268
-5.18959480,2.62107921,0.01642302,0.76608227,0.21063260,0.22974868,0.62219750,0.00000000,0.71916177,0.89101039
-5.18359180,2.71144677,0.01650731,0.79817114,0.22037869,0.23539289,0.63930662,0.00000000,0.75426916,0.92596097
-5.17758879,2.80987763,0.01660654,0.83184562,0.23143003,0.24212906,0.65972886,0.00000000,0.79126324,0.96283928
-5.17158579,2.91565786,0.01672088,0.86688248,0.24375830,0.24988517,0.68326707,0.00000000,0.82993332,1.00139214
-5.16558279,3.02790692,0.01684987,0.90298585,0.25732903,0.25858530,0.70971231,0.00000000,0.87000503,1.04127818
-5.15957979,3.14558394,0.01699248,0.93979021,0.27210152,0.26814995,0.73884484,0.00000000,0.91114193,1.08207111
-5.15357679,3.26749929,0.01714700,0.97686627,0.28802872,0.27849611,0.77043461,0.00000000,0.95294948,1.12326660
-5.14757379,3.39233128,0.01731109,1.01372977,0.30505695,0.28953713,0.80424124,0.00000000,0.99498151,1.16429258
-5.14157079,3.51864794,0.01748183,1.04985280,0.32312566,0.30118244,0.84001370,0.00000000,1.03674886,1.20452275
-5.13556778,3.64493318,0.01765574,1.08467747,0.34216695,0.31333718,0.87748969,0.00000000,1.07773020,1.24329295
-5.12956478,3.76961669,0.01782889,1.11763130,0.36210498,0.32590186,0.91639490,0.00000000,1.11738457,1.27991970
-5.12356178,3.89110650,0.01799702,1.14814398,0.38285524,0.33877195,0.95644219,0.00000000,1.15516528,1.31372041
-5.11755878,4.00782315,0.01815566,1.17566461,0.40432368,0.35183765,0.99733087,0.00000000,1.19053457,1.34403428
-5.11155578,4.11823429,0.01830029,1.19967900,0.42640571,0.36498375,1.03874613,0.00000000,1.22297865,1.37024330
-5.10555278,4.22088840,0.01842646,1.21972612,0.44898525,0.37808969,1.08035883,0.00000000,1.25202241,1.39179231
-5.09954977,4.31444659,0.01852993,1.23541324,0.47193373,0.39102978,1.12182571,0.00000000,1.27724331,1.40820737
-5.09354677,4.39771130,0.01860688,1.24642900,0.49510946,0.40367377,1.16279022,0.00000000,1.29828383,1.41911182
-5.08754377,4.46965119,0.01865395,1.25255401,0.51835716,0.41588761,1.20288407,0.00000000,1.31486216,1.42423919
-5.08154077,4.52942142,0.01866845,1.25366853,0.54150808,0.42753462,1.24172969,0.00000000,1.32678058,1.42344257
-5.07553777,4.57637900,0.01864836,1.24975692,0.56438076,0.43847686,1.27894365,0.00000000,1.33393137,1.41670012
-5.06953477,4.61009294,0.01859250,1.24090885,0.58678249,0.44857695,1.31414117,0.00000000,1.33630000,1.40411654
-5.06353177,4.63034929,0.01850050,1.22731709,0.60851164,0.45770016,1.34694173,0.00000000,1.33396557,1.38592036
-5.05752876,4.63715126,0.01837289,1.20927226,0.62936089,0.46571683,1.37697573,0.00000000,1.32709853,1.36245755
-5.05152576,4.63071471,0.01821104,1.18715452,0.64912135,0.47250501,1.40389213,0.00000000,1.31595586,1.33418138
-5.04552276,4.61145956,0.01801717,1.16142289,0.66758738,0.47795334,1.42736676,0.00000000,1.30087394,1.30163939
-5.03951976,4.57999753,0.01779428,1.13260233,0.68456208,0.48196407,1.44711122,0.00000000,1.28225939,1.26545770
-5.03351676,4.53711676,0.01754608,1.10126935,0.69986320,0.48445605,1.46288177,0.00000000,1.26057828,1.22632348
-5.02751376,4.48376369,0.01727692,1.06803652,0.71332906,0.48536765,1.47448801,0.00000000,1.23634402,1.18496628
-5.02151076,4.42102275,0.01699160,1.03353647,0.72482430,0.48465947,1.48180073,0.00000000,1.21010449,1.14213868
-5.01550775,4.35009412,0.01669534,0.99840594,0.73424511,0.48231668,1.48475858,0.00000000,1.18242853,1.09859716
-5.00950475,4.27226997,0.01639356,0.96327031,0.74152344,0.47835086,1.48337304,0.00000000,1.15389250,1.05508357
-5.00350175,4.18890947,0.01609178,0.92872903,0.74663011,0.47280130,1.47773137,0.00000000,1.12506692,1.01230787
-4.99749875,4.10141288,0.01579546,0.89534243,0.74957641,0.46573552,1.46799720,0.00000000,1.09650378,0.97093248
-4.99149575,4.01119515,0.01550982,0.86362011,0.75041415,0.45724919,1.45440870,0.00000000,1.06872470,0.93155868
-4.98549275,3.91965943,0.01523976,0.83401116,0.74923396,0.44746509,1.43727412,0.00000000,1.04221014,0.89471522
-4.97948974,3.82817115,0.01498965,0.80689654,0.74616207,0.43653145,1.41696509,0.00000000,1.01739002,0.86084945
-4.97348674,3.73803316,0.01476329,0.78258347,0.74135557,0.42461950,1.39390770,0.00000000,0.99463588,0.83032098
-4.96748374,3.65046278,0.01456374,0.76130223,0.73499647,0.41192044,1.36857198,0.00000000,0.97425477,0.80339794
-4.96148074,3.56657156,0.01439330,0.74320508,0.72728495,0.39864192,1.34146022,0.00000000,0.95648508,0.78025586
-4.95547774,3.48734855,0.01425345,0.72836745,0.71843210,0.38500409,1.31309465,0.00000000,0.94149435,0.76097902
-4.94947474,3.41364784,0.01414482,0.71679127,0.70865272,0.37123557,1.28400534,0.00000000,0.92937920,0.74556429
-4.94347174,3.34618102,0.01406723,0.70841036,0.69815840,0.35756931,1.25471858,0.00000000,0.92016747,0.73392720
-4.93746873,3.28551516,0.01401972,0.70309758,0.68715157,0.34423860,1.22574665,0.00000000,0.91382245,0.72591003
-4.93146573,3.23207634,0.01400067,0.70067375,0.67582048,0.33147335,1.19757903,0.00000000,0.91024918,0.72129186
-4.92546273,3.18615887,0.01400785,0.70091787,0.66433568,0.31949666,1.17067566,0.00000000,0.90930270,0.71980011
-4.91945973,3.14793969,0.01403861,0.70357849,0.65284784,0.30852188,1.14546212,0.00000000,0.91079795,0.72112341
-4.91345673,3.11749727,0.01409001,0.70838578,0.64148713,0.29875006,1.12232681,0.00000000,0.91452106,0.72492537
-4.90745373,3.09483389,0.01415898,0.71506401,0.63036387,0.29036777,1.10161981,0.00000000,0.92024158,0.73085891
-4.90145073,3.07990016,0.01424245,0.72334400,0.61957030,0.28354539,1.08365319,0.00000000,0.92772533,0.73858071
-4.89544772,3.07261999,0.01433757,0.73297505,0.60918321,0.27843558,1.06870211,0.00000000,0.93674717,0.74776532
-4.88944472,3.07291468,0.01444179,0.74373606,0.59926698,0.27517195,1.05700635,0.00000000,0.94710340,0.75811856
-4.88344172,3.08072437,0.01455297,0.75544533,0.58987670,0.27386780,1.04877160,0.00000000,0.95862308,0.76938965
-4.87743872,3.09602532,0.01466951,0.76796863,0.58106097,0.27461484,1.04417013,0.00000000,0.97117787,0.78138178
-4.87143572,3.11884194,0.01479033,0.78122542,0.57286412,0.27748181,1.04334031,0.00000000,0.98468992,0.79396061
-4.86543272,3.14925252,0.01491489,0.79519270,0.56532750,0.28251288,1.04638479,0.00000000,0.99913743,0.80706046
-4.85942971,3.18738808,0.01504316,0.80990652,0.55848974,0.28972601,1.05336719,0.00000000,1.01455763,0.82068798
-4.85342671,3.23342449,0.01517551,0.82546098,0.55238593,0.29911105,1.06430751,0.00000000,1.03104708,0.83492300
-4.84742371,3.28756798,0.01531263,0.84200477,0.54704577,0.31062796,1.07917622,0.00000000,1.04875913,0.84991666
-4.84142071,3.35003504,0.01545534,0.85973535,0.54249080,0.32420500,1.09788787,0.00000000,1.06789872,0.86588674
-4.83541771,3.42102785,0.01560448,0.87889097,0.53873113,0.33973722,1.12029444,0.00000000,1.08871474,0.88311035
-4.82941471,3.50070679,0.01576068,0.89974084,0.53576174,0.35708543,1.14617929,0.00000000,1.11149017,0.90191417
-4.82341171,3.58916166,0.01592425,0.92257369,0.53355902,0.37607580,1.17525235,0.00000000,1.13653038,0.92266258
-4.81740870,3.68638345,0.01609499,0.94768526,0.53207765,0.39650024,1.20714730,0.00000000,1.16415010,0.94574392
-4.81140570,3.79223835,0.01627208,0.97536496,0.53124834,0.41811786,1.24142131,0.00000000,1.19465945,0.97155540
-4.80540270,3.90644568,0.01645399,1.00588225,0.53097672,0.44065755,1.27755782,0.00000000,1.22834943,1.00048690
-4.79939970,4.02856091,0.01663844,1.03947309,0.53114354,0.46382173,1.31497290,0.00000000,1.26547750,1.03290433
-4.79339670,4.15796488,0.01682238,1.07632677,0.53160633,0.48729142,1.35302499,0.00000000,1.30625352,1.06913270
-4.78739370,4.29385988,0.01700211,1.11657374,0.53220264,0.51073238,1.39102825,0.00000000,1.35082653,1.10943972
-4.78139070,4.43527266,0.01717328,1.16027443,0.53275466,0.53380248,1.42826909,0.00000000,1.39927268,1.15401996
-4.77538769,4.58106448,0.01733114,1.20740972,0.53307510,0.55615979,1.46402526,0.00000000,1.45158472,1.20298038
-4.76938469,4.72994749,0.01747068,1.25787303,0.53297406,0.57747137,1.49758699,0.00000000,1.50766327,1.25632745
-4.76338169,4.88050685,0.01758686,1.31146454,0.53226655,0.59742240,1.52827922,0.00000000,1.56731013,1.31395639
-4.75737869,5.03122761,0.01767483,1.36788765,0.53078023,0.61572527,1.55548398,0.00000000,1.63022403,1.37564291
-4.75137569,5.18052517,0.01773021,1.42674791,0.52836308,0.63212824,1.57866188,0.00000000,1.69599889,1.44103796
-4.74537269,5.32677835,0.01774929,1.48755458,0.52489039,0.64642347,1.59737186,0.00000000,1.76412484,1.50966572
-4.73936968,5.46836378,0.01772927,1.54972510,0.52027098,0.65845383,1.61128807,0.00000000,1.83399228,1.58092532
-4.73336668,5.60369065,0.01766842,1.61259232,0.51445207,0.66811840,1.62021328,0.00000000,1.90489897,1.65409642
-4.72736368,5.73123464,0.01756628,1.67541481,0.50742272,0.67537621,1.62408790,0.00000000,1.97606034,1.72834892
-4.72136068,5.84957043,0.01742370,1.73738993,0.49921559,0.68024811,1.62299436,0.00000000,2.04662287,1.80275676
-4.71535768,5.95740160,0.01724291,1.79766961,0.48990698,0.68281664,1.61715643,0.00000000,2.11568044,1.87631570
-4.70935468,6.05358762,0.01702747,1.85537863,0.47961514,0.68322377,1.60693345,0.00000000,2.18229348,1.94796480
-4.70335168,6.13716692,0.01678227,1.90963474,0.46849694,0.68166656,1.59280959,0.00000000,2.24551022,2.01661109
-4.69734867,6.20737577,0.01651330,1.95957036,0.45674304,0.67839097,1.57537861,0.00000000,2.30438976,2.08115678
-4.69134567,6.26366231,0.01622754,2.00435494,0.44457185,0.67368380,1.55532453,0.00000000,2.35802599,2.14052809
-4.68534267,6.30569531,0.01593270,2.04321739,0.43222252,0.66786325,1.53339905,0.00000000,2.40557176,2.19370474
-4.67933967,6.33336741,0.01563697,2.07546755,0.41994718,0.66126823,1.51039649,0.00000000,2.44626209,2.23974898
-4.67333667,6.34679254,0.01534869,2.10051601,0.40800298,0.65424705,1.48712725,0.00000000,2.47943567,2.27783294
-4.66733367,6.34629738,0.01507611,2.11789132,0.39664397,0.64714571,1.46439092,0.00000000,2.50455370,2.30726314
-4.66133067,6.33240712,0.01482704,2.12725377,0.38611338,0.64029634,1.44294985,0.00000000,2.52121504,2.32750113
-4.65532766,6.30582578,0.01460856,2.12840518,0.37663643,0.63400631,1.42350446,0.00000000,2.52916710,2.33817922
-4.64932466,6.26741166,0.01442676,2.12129415,0.36841403,0.62854838,1.40667112,0.00000000,2.52831192,2.33911059
-4.64332166,6.21814879,0.01428651,2.10601646,0.36161750,0.62415229,1.39296354,0.00000000,2.51870703,2.33029337
