energy_ev,total_up,C_s_up,C_p_up,Ca_p_up,Ca_d_up,Pd_p_up,Pd_d_up,S_s_up,S_p_up
-5.83191596,1.53059170,0.00488017,0.05844775,0.00715618,0.00000000,0.63960617,0.82991293,0.00992036,0.58464638
-5.82591296,1.62179088,0.00498417,0.05997835,0.00747186,0.00000000,0.67213216,0.88457123,0.01020878,0.61972838
-5.81990995,1.71288979,0.00505652,0.06126921,0.00778162,0.00000000,0.70357770,0.93968606,0.01049823,0.65490096
-5.81390695,1.80331141,0.00509647,0.06231207,0.00808302,0.00000000,0.73378702,0.99490741,0.01078517,0.68993543
-5.80790395,1.89255665,0.00510422,0.06310874,0.00837416,0.00000000,0.76265081,1.04991828,0.01106719,0.72462567
-5.80190095,1.98021502,0.00508087,0.06367161,0.00865372,0.00000000,0.79010711,1.10444375,0.01134292,0.75879053
-5.79589795,2.06597335,0.00502845,0.06402375,0.00892097,0.00000000,0.81614064,1.15825953,0.01161196,0.79227548
-5.78989495,2.14962255,0.00494995,0.06419881,0.00917568,0.00000000,0.84078066,1.21120008,0.01187471,0.82495372
-5.78389195,2.23106251,0.00484920,0.06424064,0.00941810,0.00000000,0.86409750,1.26316588,0.01213219,0.85672660
-5.77788894,2.31030509,0.00473084,0.06420272,0.00964890,0.00000000,0.88619837,1.31412979,0.01238583,0.88752385
-5.77188594,2.38747538,0.00460020,0.06414729,0.00986910,0.00000000,0.90722241,1.36414208,0.01263731,0.91730336
-5.76588294,2.46281113,0.00446320,0.06414443,0.01008000,0.00000000,0.92733575,1.41333407,0.01288831,0.94605093
-5.75987994,2.53666038,0.00432619,0.06427095,0.01028314,0.00000000,0.94672660,1.46191974,0.01314038,0.97377985
-5.75387694,2.60947711,0.00419582,0.06460917,0.01048021,0.00000000,0.96560080,1.51019532,0.01339475,1.00053047
-5.74787394,2.68181468,0.00407886,0.06524567,0.01067306,0.00000000,0.98417805,1.55853625,0.01365226,1.02636956
-5.74187094,2.75431670,0.00398208,0.06626989,0.01086360,0.00000000,1.00268874,1.60739131,0.01391328,1.05138954
-5.73586793,2.82770499,0.00391204,0.06777279,0.01105382,0.00000000,1.02137159,1.65727359,0.01417767,1.07570725
-5.72986493,2.90276419,0.00387494,0.06984528,0.01124574,0.00000000,1.04047170,1.70874799,0.01444481,1.09946215
-5.72386193,2.98032258,0.00387647,0.07257673,0.01144143,0.00000000,1.06023895,1.76241531,0.01471364,1.12281373
-5.71785893,3.06122886,0.00392166,0.07605324,0.01164293,0.00000000,1.08092640,1.81889264,0.01498275,1.14593774
-5.71185593,3.14632474,0.00401473,0.08035589,0.01185227,0.00000000,1.10278820,1.87879054,0.01525046,1.16902125
-5.70585293,3.23641338,0.00415896,0.08555881,0.01207139,0.00000000,1.12607675,1.94268716,0.01551495,1.19225628
-5.69984992,3.33222413,0.00435659,0.09172713,0.01230214,0.00000000,1.15103872,2.01110000,0.01577431,1.21583188
-5.69384692,3.43437434,0.00460871,0.09891481,0.01254616,0.00000000,1.17790970,2.08445606,0.01602670,1.23992491
-5.68784392,3.54332921,0.00491518,0.10716238,0.01280478,0.00000000,1.20690720,2.16306152,0.01627032,1.26468951
-5.68184092,3.65936137,0.00527463,0.11649463,0.01307898,0.00000000,1.23822220,2.24707216,0.01650355,1.29024580
-5.67583792,3.78251177,0.00568436,0.12691834,0.01336921,0.00000000,1.27200920,2.33646591,0.01672486,1.31666814
-5.66983492,3.91255423,0.00614040,0.13842014,0.01367532,0.00000000,1.30837528,2.43101901,0.01693285,1.34397363
-5.66383192,4.04896566,0.00663756,0.15096458,0.01399639,0.00000000,1.34736853,2.53028749,0.01712614,1.37211154
-5.65782891,4.19090442,0.00716948,0.16449256,0.01433066,0.00000000,1.38896653,2.63359518,0.01730334,1.40095452
-5.65182591,4.33719884,0.00772877,0.17892025,0.01467543,0.00000000,1.43306569,2.74002977,0.01746295,1.43029208
-5.64582291,4.48634792,0.00830716,0.19413859,0.01502699,0.00000000,1.47947211,2.84844787,0.01760325,1.45982742
-5.63981991,4.63653550,0.00889568,0.21001352,0.01538064,0.00000000,1.52789486,2.95748982,0.01772225,1.48917789
-5.63381691,4.78565883,0.00948491,0.22638702,0.01573067,0.00000000,1.57794236,3.06560444,0.01781758,1.51787964
-5.62781391,4.93137167,0.01006522,0.24307897,0.01607051,0.00000000,1.62912250,3.17108351,0.01788653,1.54539668
-5.62181091,5.07114120,0.01062705,0.25988997,0.01639279,0.00000000,1.68084692,3.27210530,0.01792600,1.57113418
-5.61580790,5.20231722,0.01116116,0.27660498,0.01668958,0.00000000,1.73243967,3.36678574,0.01793255,1.59445585
-5.60980490,5.32221143,0.01165897,0.29299780,0.01695261,0.00000000,1.78315033,3.45323551,0.01790253,1.61470471
-5.60380190,5.42818374,0.01211278,0.30883624,0.01717353,0.00000000,1.83217110,3.52962087,0.01783215,1.63122642
-5.59779890,5.51773192,0.01251602,0.32388789,0.01734423,0.00000000,1.87865768,3.59422559,0.01771769,1.64339414
-5.59179590,5.58858074,0.01286348,0.33792622,0.01745714,0.00000000,1.92175281,3.64551142,0.01755565,1.65063375
-5.58579290,5.63876642,0.01315146,0.35073687,0.01750552,0.00000000,1.96061181,3.68217418,0.01734300,1.65244813
-5.57978989,5.66671217,0.01337787,0.36212385,0.01748380,0.00000000,1.99442898,3.70319293,0.01707730,1.64843920
-5.57378689,5.67129128,0.01354228,0.37191543,0.01738776,0.00000000,2.02246355,3.70786975,0.01675698,1.63832657
-5.56778389,5.65187441,0.01364591,0.37996949,0.01721483,0.00000000,2.04406426,3.69585818,0.01638144,1.62196182
-5.56178089,5.60835868,0.01369151,0.38617806,0.01696415,0.00000000,2.05869126,3.66717896,0.01595119,1.59933746
-5.55577789,5.54117704,0.01368325,0.39047090,0.01663670,0.00000000,2.06593446,3.62222217,0.01546793,1.57059027
-5.54977489,5.45128750,0.01362652,0.39281793,0.01623531,0.00000000,2.06552746,3.56173569,0.01493463,1.53599865
-5.54377189,5.34014256,0.01352767,0.39323044,0.01576456,0.00000000,2.05735656,3.48680052,0.01435541,1.49597427
-5.53776888,5.20964068,0.01339374,0.39176092,0.01523069,0.00000000,2.04146439,3.39879417,0.01373554,1.45104839
-5.53176588,5.06206197,0.01323219,0.38850162,0.01464139,0.00000000,2.01804830,3.29934400,0.01308129,1.40185367
-5.52576288,4.89999156,0.01305063,0.38358179,0.01400554,0.00000000,1.98745350,3.19027257,0.01239975,1.34910245
-5.51975988,4.72623428,0.01285653,0.37716381,0.01333295,0.00000000,1.95016154,3.07353786,0.01169864,1.29356270
-5.51375688,4.54372480,0.01265700,0.36943814,0.01263405,0.00000000,1.90677487,2.95117089,0.01098607,1.23603283
-5.50775388,4.35543745,0.01245865,0.36061763,0.01191959,0.00000000,1.85799805,2.82521366,0.01027030,1.17731674
-5.50175088,4.16429969,0.01226739,0.35093100,0.01120029,0.00000000,1.80461688,2.69766009,0.00955956,1.11820024
-5.49574787,3.97311286,0.01208845,0.34061614,0.01048661,0.00000000,1.74747624,2.57040229,0.00886173,1.05942994
-5.48974487,3.78448328,0.01192632,0.32991313,0.00978848,0.00000000,1.68745774,2.44518412,0.00818425,1.00169551
-5.48374187,3.60076609,0.01178488,0.31905750,0.00911508,0.00000000,1.62545813,2.32356369,0.00753386,0.94561588
-5.47773887,3.42402331,0.01166747,0.30827391,0.00847469,0.00000000,1.56236918,2.20688564,0.00691656,0.89172969
-5.47173587,3.25599686,0.01157707,0.29777029,0.00787458,0.00000000,1.49905988,2.09626372,0.00633742,0.84049029
-5.46573287,3.09809632,0.01151655,0.28773298,0.00732093,0.00000000,1.43636127,1.99257348,0.00580063,0.79226475
-5.45972986,2.95140067,0.01148881,0.27832270,0.00681884,0.00000000,1.37505427,1.89645461,0.00530940,0.74733682
-5.45372686,2.81667228,0.01149704,0.26967163,0.00637236,0.00000000,1.31586057,1.80832167,0.00486606,0.70591289
-5.44772386,2.69438114,0.01154488,0.26188158,0.00598452,0.00000000,1.25943640,1.72838207,0.00447205,0.66813047
-5.44172086,2.58473688,0.01163658,0.25502335,0.00565743,0.00000000,1.20636883,1.65665951,0.00412802,0.63406809
-5.43571786,2.48772582,0.01177705,0.24913705,0.00539241,0.00000000,1.15717433,1.59302126,0.00383392,0.60375598
-5.42971486,2.40315048,0.01197189,0.24423351,0.00519004,0.00000000,1.11229880,1.53720742,0.00358909,0.57718650
-5.42371186,2.33066890,0.01222733,0.24029646,0.00505028,0.00000000,1.07211862,1.48886057,0.00339233,0.55432367
-5.41770885,2.26983154,0.01255001,0.23728541,0.00497257,0.00000000,1.03694214,1.44755416,0.00324203,0.53511123
-5.41170585,2.22011381,0.01294681,0.23513903,0.00495588,0.00000000,1.00701095,1.41281845,0.00313623,0.51947861
-5.40570285,2.18094297,0.01342444,0.23377886,0.00499875,0.00000000,0.98250065,1.38416299,0.00307265,0.50734472
-5.39969985,2.15171827,0.01398911,0.23311301,0.00509931,0.00000000,0.96352076,1.36109476,0.00304880,0.49861943
-5.39369685,2.13182431,0.01464605,0.23303998,0.00525531,0.00000000,0.95011362,1.34313197,0.00306196,0.49320274
-5.38769385,2.12063765,0.01539905,0.23345204,0.00546404,0.00000000,0.94225250,1.32981312,0.00310922,0.49098215
-5.38169085,2.11752744,0.01624998,0.23423848,0.00572231,0.00000000,0.93983898,1.32070182,0.00318747,0.49182852
-5.37568784,2.12185133,0.01719835,0.23528826,0.00602643,0.00000000,0.94270017,1.31538790,0.00329344,0.49559094
-5.36968484,2.13294792,0.01824090,0.23649230,0.00637210,0.00000000,0.95058635,1.31348542,0.00342364,0.50209145
-5.36368184,2.15012769,0.01937129,0.23774526,0.00675443,0.00000000,0.96316957,1.31462860,0.00357438,0.51111998
-5.35767884,2.17266397,0.02057992,0.23894691,0.00716786,0.00000000,0.98004399,1.31846654,0.00374179,0.52243048
-5.35167584,2.19978581,0.02185384,0.24000308,0.00760618,0.00000000,1.00072870,1.32465780,0.00392181,0.53573846
-5.34567284,2.23067416,0.02317681,0.24082637,0.00806258,0.00000000,1.02467346,1.33286551,0.00411022,0.55072085
-5.33966983,2.26446274,0.02452953,0.24133669,0.00852968,0.00000000,1.05126800,1.34275411,0.00430271,0.56701808
-5.33366683,2.30024432,0.02589002,0.24146164,0.00899965,0.00000000,1.07985493,1.35398784,0.00449491,0.58423898
-5.32766383,2.33708299,0.02723417,0.24113697,0.00946436,0.00000000,1.10974647,1.36623180,0.00468247,0.60196825
-5.32166083,2.37403211,0.02853637,0.24030706,0.00991557,0.00000000,1.14024453,1.37915528,0.00486117,0.61977643
-5.31565783,2.41015753,0.02977032,0.23892553,0.01034515,0.00000000,1.17066377,1.39243742,0.00502704,0.63723207
-5.30965483,2.44456486,0.03090984,0.23695605,0.01074528,0.00000000,1.20035669,1.40577477,0.00517641,0.65391541
-5.30365183,2.47642953,0.03192985,0.23437311,0.01110876,0.00000000,1.22873973,1.41889010,0.00530611,0.66943322
-5.29764882,2.50502758,0.03280722,0.23116306,0.01142926,0.00000000,1.25531918,1.43154178,0.00541354,0.68343377
-5.29164582,2.52976550,0.03352170,0.22732499,0.01170153,0.00000000,1.27971542,1.44353282,0.00549675,0.69562128
-5.28564282,2.55020684,0.03405671,0.22287161,0.01192168,0.00000000,1.30168415,1.45471879,0.00555460,0.70576904
-5.27963982,2.56609386,0.03440006,0.21782988,0.01208734,0.00000000,1.32113318,1.46501362,0.00558675,0.71373035
-5.27363682,2.57736236,0.03454454,0.21224138,0.01219783,0.00000000,1.33813359,1.47439282,0.00559378,0.71944664
-5.26763382,2.58414833,0.03448827,0.20616224,0.01225419,0.00000000,1.35292411,1.48289334,0.00557716,0.72295223
-5.26163082,2.58678561,0.03423495,0.19966268,0.01225929,0.00000000,1.36590812,1.49060993,0.00553922,0.72437524
-5.25562781,2.58579400,0.03379383,0.19282589,0.01221769,0.00000000,1.37764275,1.49768778,0.00548314,0.72393449
-5.24962481,2.58185809,0.03317956,0.18574649,0.01213561,0.00000000,1.38882015,1.50431182,0.00541288,0.72193247
-5.24362181,2.57579749,0.03241176,0.17852838,0.01202068,0.00000000,1.40024131,1.51069300,0.00533301,0.71874431
-5.23761881,2.56852961,0.03151449,0.17128210,0.01188170,0.00000000,1.41278323,1.51705224,0.00524863,0.71480349
-5.23161581,2.56102683,0.03051547,0.16412184,0.01172839,0.00000000,1.42736069,1.52360313,0.00516517,0.71058454
-5.22561281,2.55426998,0.02944526,0.15716202,0.01157098,0.00000000,1.44488406,1.53053400,0.00508825,0.70658363
-5.21960980,2.54920034,0.02833629,0.15051386,0.01141988,0.00000000,1.46621495,1.53799089,0.00502348,0.70329788
-5.21360680,2.54667264,0.02722185,0.14428175,0.01128528,0.00000000,1.49212170,1.54606203,0.00497625,0.70120414
-5.20760380,2.54741122,0.02613501,0.13855984,0.01117675,0.00000000,1.52323665,1.55476511,0.00495157,0.70073829
-5.20160080,2.55197162,0.02510765,0.13342890,0.01110291,0.00000000,1.56001726,1.56403795,0.00495386,0.70227595
-5.19559780,2.56070925,0.02416945,0.12895350,0.01107104,0.00000000,1.60271292,1.57373337,0.00498681,0.70611526
-5.18959480,2.57375677,0.02334694,0.12517978,0.01108682,0.00000000,1.65133911,1.58361837,0.00505323,0.71246276
-5.18359180,2.59101108,0.02266278,0.12213383,0.01115411,0.00000000,1.70566031,1.59337804,0.00515491,0.72142258
-5.17758879,2.61213044,0.02213503,0.11982071,0.01127473,0.00000000,1.76518262,1.60262374,0.00529254,0.73298974
-5.17158579,2.63654182,0.02177665,0.11822426,0.01144842,0.00000000,1.82915663,1.61090541,0.00546567,0.74704755
-5.16558279,2.66345790,0.02159515,0.11730759,0.01167277,0.00000000,1.89659072,1.61772716,0.00567268,0.76336934
-5.15957979,2.69190302,0.02159235,0.11701434,0.01194331,0.00000000,1.96627448,1.62256556,0.00591076,0.78162440
-5.15357679,2.72074659,0.02176445,0.11727051,0.01225363,0.00000000,2.03681134,1.62488951,0.00617605,0.80138786
-5.14757379,2.74874279,0.02210209,0.11798699,0.01259559,0.00000000,2.10665934,1.62418091,0.00646363,0.82215412
-5.14157079,2.77457449,0.02259074,0.11906249,0.01295957,0.00000000,2.17417853,1.61995497,0.00676771,0.84335326
-5.13556778,2.79689986,0.02321116,0.12038690,0.01333480,0.00000000,2.23768296,1.61177945,0.00708180,0.86436994
-5.12956478,2.81439969,0.02394003,0.12184490,0.01370973,0.00000000,2.29549549,1.59929183,0.00739881,0.88456383
-5.12356178,2.82582372,0.02475069,0.12331967,0.01407240,0.00000000,2.34600314,1.58221383,0.00771138,0.90329112
-5.11755878,2.83003434,0.02561398,0.12469664,0.01441085,0.00000000,2.38771080,1.56036287,0.00801200,0.91992601
-5.11155578,2.82604628,0.02649923,0.12586705,0.01471354,0.00000000,2.41929130,1.53365992,0.00829330,0.93388180
-5.10555278,2.81306095,0.02737517,0.12673129,0.01496972,0.00000000,2.43963000,1.50213391,0.00854826,0.94463044
-5.09954977,2.79049465,0.02821095,0.12720188,0.01516982,0.00000000,2.44786205,1.46592249,0.00877048,0.95172031
-5.09354677,2.75799983,0.02897717,0.12720599,0.01530572,0.00000000,2.44340130,1.42526950,0.00895433,0.95479128
-5.08754377,2.71547904,0.02964674,0.12668739,0.01537108,0.00000000,2.42595966,1.38051944,0.00909522,0.95358688
-5.08154077,2.66309147,0.03019581,0.12560790,0.01536154,0.00000000,2.39555662,1.33210925,0.00918970,0.94796303
-5.07553777,2.60125202,0.03060449,0.12394819,0.01527482,0.00000000,2.35251866,1.28055808,0.00923562,0.93789323
-5.06953477,2.53062332,0.03085750,0.12170790,0.01511085,0.00000000,2.29746900,1.22645538,0.00923223,0.92347007
-5.06353177,2.45210116,0.03094461,0.11890531,0.01487174,0.00000000,2.23130831,1.17044779,0.00918019,0.90490307
-5.05752876,2.36679392,0.03086098,0.11557628,0.01456173,0.00000000,2.15518744,1.11322546,0.00908161,0.88251306
-5.05152576,2.27599683,0.03060724,0.11177285,0.01418705,0.00000000,2.07047365,1.05550801,0.00893997,0.85672337
-5.04552276,2.18116184,0.03018949,0.10756127,0.01375570,0.00000000,1.97871155,0.99803060,0.00876004,0.82804818
-5.03951976,2.08386411,0.02961907,0.10301978,0.01327727,0.00000000,1.88158081,0.94153031,0.00854774,0.79707848
-5.03351676,1.98576601,0.02891213,0.09823613,0.01276259,0.00000000,1.78085193,0.88673312,0.00830998,0.76446622
-5.02751376,1.88857968,0.02808918,0.09330491,0.01222342,0.00000000,1.67834209,0.83434154,0.00805444,0.73090714
-5.02151076,1.79402899,0.02717442,0.08832491,0.01167218,0.00000000,1.57587234,0.78502311,0.00778937,0.69712291
-5.01550775,1.70381193,0.02619502,0.08339647,0.01112151,0.00000000,1.47522768,0.73939968,0.00752331,0.66384315
-5.00950475,1.61956432,0.02518033,0.07861897,0.01058404,0.00000000,1.37812106,0.69803773,0.00726489,0.63178777
-5.00350175,1.54282558,0.02416110,0.07408855,0.01007197,0.00000000,1.28616226,0.66143957,0.00702254,0.60165037
-4.99749875,1.47500734,0.02316867,0.06989611,0.00959686,0.00000000,1.20083207,0.63003561,0.00680427,0.57408287
-4.99149575,1.41736554,0.02223417,0.06612557,0.00916931,0.00000000,1.12346229,0.60417766,0.00661745,0.54968191
-4.98549275,1.37097666,0.02138784,0.06285249,0.00879878,0.00000000,1.05522136,0.58413340,0.00646861,0.52897733
-4.97948974,1.33671827,0.02065837,0.06014303,0.00849338,0.00000000,0.99710544,0.57008217,0.00636327,0.51242273
-4.97348674,1.31525453,0.02007230,0.05805329,0.00825976,0.00000000,0.94993454,0.56211198,0.00630581,0.50038850
-4.96748374,1.30702663,0.01965362,0.05662882,0.00810301,0.00000000,0.91435287,0.56021813,0.00629938,0.49315715
-4.96148074,1.31224823,0.01942333,0.05590459,0.00802661,0.00000000,0.89083283,0.56430337,0.00634582,0.49092091
-4.95547774,1.33090597,0.01939918,0.05590506,0.00803248,0.00000000,0.87968160,0.57417963,0.00644566,0.49378156
-4.94947474,1.36276467,0.01959547,0.05664445,0.00812093,0.00000000,0.88104952,0.58957162,0.00659814,0.50175218
-4.94347174,1.40737696,0.02002287,0.05812722,0.00829083,0.00000000,0.89493941,0.61012202,0.00680123,0.51476072
-4.93746873,1.46409686,0.02068839,0.06034850,0.00853963,0.00000000,0.92121593,0.63539838,0.00705178,0.53265487
-4.93146573,1.53209666,0.02159534,0.06329469,0.00886351,0.00000000,0.95961439,0.66490159,0.00734558,0.55520822
-4.92546273,1.61038662,0.02274328,0.06694391,0.00925754,0.00000000,1.00974847,0.69807561,0.00767752,0.58212705
-4.91945973,1.69783649,0.02412807,0.07126655,0.00971578,0.00000000,1.07111641,0.73431841,0.00804175,0.61305779
-4.91345673,1.79319839,0.02574188,0.07622560,0.01023143,0.00000000,1.14310564,0.77299366,0.00843184,0.64759456
-4.90745373,1.89513014,0.02757324,0.08177707,0.01079700,0.00000000,1.22499579,0.81344288,0.00884096,0.68528673
-4.90145073,2.00221845,0.02960701,0.08787020,0.01140444,0.00000000,1.31596042,0.85499775,0.00926204,0.72564618
-4.89544772,2.11300138,0.03182454,0.09444769,0.01204527,0.00000000,1.41506790,0.89699208,0.00968795,0.76815428
-4.88944472,2.22598967,0.03420360,0.10144590,0.01271066,0.00000000,1.52128206,0.93877325,0.01011164,0.81226836
-4.88344172,2.33968651,0.03671861,0.10879506,0.01339160,0.00000000,1.63346336,0.97971277,0.01052632,0.85742773
-4.87743872,2.45260590,0.03934069,0.11641947,0.01407899,0.00000000,1.75037152,1.01921567,0.01092554,0.90305944
-4.87143572,2.56328932,0.04203792,0.12423796,0.01476370,0.00000000,1.87067025,1.05672867,0.01130331,0.94858376
-4.86543272,2.67032116,0.04477564,0.13216429,0.01543666,0.00000000,1.99293527,1.09174699,0.01165423,0.99341959
-4.85942971,2.77234314,0.04751680,0.14010796,0.01608899,0.00000000,2.11566598,1.12381985,0.01197349,1.03699014
-4.85342671,2.86806814,0.05022248,0.14797512,0.01671207,0.00000000,2.23730165,1.15255466,0.01225699,1.07872893
-4.84742371,2.95629382,0.05285252,0.15566979,0.01729761,0.00000000,2.35624229,1.17762026,0.01250136,1.11808637
-4.84142071,3.03591659,0.05536618,0.16309535,0.01783778,0.00000000,2.47087427,1.19874909,0.01270397,1.15453704
-4.83541771,3.10594597,0.05772302,0.17015629,0.01832530,0.00000000,2.57960057,1.21573874,0.01286297,1.18758779
-4.82941471,3.16551986,0.05988373,0.17676023,0.01875361,0.00000000,2.68087483,1.22845305,0.01297732,1.21678656
-4.82341171,3.21392028,0.06181117,0.18282005,0.01911691,0.00000000,2.77323841,1.23682274,0.01304676,1.24173186
-4.81740870,3.25058968,0.06347132,0.18825626,0.01941039,0.00000000,2.85535920,1.24084594,0.01307187,1.26208260
-4.81140570,3.27514713,0.06483424,0.19299927,0.01963032,0.00000000,2.92607059,1.24058844,0.01305403,1.27756808
-4.80540270,3.28740368,0.06587503,0.19699170,0.01977415,0.00000000,2.98440895,1.23618375,0.01299546,1.28799747
-4.79939970,3.28737613,0.06657464,0.20019047,0.01984069,0.00000000,3.02964780,1.22783282,0.01289917,1.29326856
-4.79339670,3.27529803,0.06692058,0.20256862,0.01983016,0.00000000,3.06132679,1.21580316,0.01276899,1.29337498
-4.78739370,3.25162688,0.06690741,0.20411673,0.01974429,0.00000000,3.07927390,1.20042730,0.01260955,1.28841158
-4.78139070,3.21704654,0.06653705,0.20484388,0.01958633,0.00000000,3.08361920,1.18210007,0.01242621,1.27857722
-4.77538769,3.17246373,0.06581886,0.20477796,0.01936107,0.00000000,3.07479910,1.16127464,0.01222500,1.26417479
-4.76938469,3.11899802,0.06476946,0.20396544,0.01907475,0.00000000,3.05355024,1.13845702,0.01201260,1.24560790
-4.76338169,3.05796474,0.06341229,0.20247044,0.01873499,0.00000000,3.02089268,1.11419875,0.01179615,1.22337422
-4.75737869,2.99085073,0.06177695,0.20037307,0.01835063,0.00000000,2.97810261,1.08908787,0.01158321,1.19805533
-4.75137569,2.91928305,0.05989833,0.19776728,0.01793152,0.00000000,2.92667518,1.06373797,0.01138151,1.17030331
-4.74537269,2.84499149,0.05781552,0.19475794,0.01748830,0.00000000,2.86827874,1.03877571,0.01119887,1.14082439
-4.73936968,2.76976561,0.05557065,0.19145762,0.01703209,0.00000000,2.80470211,1.01482687,0.01104292,1.11035999
-4.73336668,2.69540804,0.05320755,0.18798289,0.01657420,0.00000000,2.73779681,0.99250145,0.01092093,1.07966614
-4.72736368,2.62368534,0.05077043,0.18445044,0.01612579,0.00000000,2.66941672,0.97237836,0.01083958,1.04949161
-4.72136068,2.55627857,0.04830260,0.18097311,0.01569759,0.00000000,2.60135753,0.95499019,0.01080474,1.02055593
-4.71535768,2.49473548,0.04584521,0.17765606,0.01529952,0.00000000,2.53529863,0.94080882,0.01082123,0.99352802
-4.70935468,2.44042620,0.04343612,0.17459317,0.01494043,0.00000000,2.47274975,0.93023246,0.01089268,0.96900631
-4.70335168,2.39450457,0.04110897,0.17186385,0.01462783,0.00000000,2.41500486,0.92357488,0.01102131,0.94750116
-4.69734867,2.35787659,0.03889244,0.16953045,0.01436767,0.00000000,2.36310497,0.92105728,0.01120785,0.92942036
-4.69134567,2.33117750,0.03680966,0.16763629,0.01416418,0.00000000,2.31781168,0.92280339,0.01145139,0.91505828
-4.68534267,2.31475847,0.03487794,0.16620448,0.01401976,0.00000000,2.27959224,0.92883802,0.01174941,0.90458899
-4.67933967,2.30868352,0.03310868,0.16523760,0.01393494,0.00000000,2.24861682,0.93908938,0.01209775,0.89806378
-4.67333667,2.31273664,0.03150754,0.16471807,0.01390837,0.00000000,2.22476781,0.95339496,0.01249069,0.89541296
-4.66733367,2.32643893,0.03007474,0.16460949,0.01393699,0.00000000,2.20766052,0.97151090,0.01292109,0.89645197
-4.66133067,2.34907468,0.02880558,0.16485858,0.01401609,0.00000000,2.19667410,0.99312435,0.01338053,0.90089126
-4.65532766,2.37972531,0.02769112,0.16539786,0.01413953,0.00000000,2.19099107,1.01786824,0.01385957,0.90834966
-4.64932466,2.41730933,0.02671889,0.16614878,0.01430000,0.00000000,2.18964335,1.04533779,0.01434797,0.91837045
-4.64332166,2.46062665,0.02587371,0.16702526,0.01448926,0.00000000,2.19156254,1.07510773,0.01483500,0.93043951
