energy_ev,total_up,Ag_p_up,Ag_d_up,C_s_up,C_p_up,Se_s_up,Se_p_up
-6.00000000,11.45936697,2.40944114,7.95012522,0.03099355,1.50855333,0.09443187,0.91035026
-5.99399700,11.79671638,2.47018956,8.22420667,0.03031566,1.54812082,0.09700667,0.92653957
-5.98799400,12.15108249,2.53470069,8.50926231,0.02967009,1.58895408,0.09993645,0.94607861
-5.98199100,12.52212996,2.60290351,8.80507425,0.02907197,1.63098317,0.10321686,0.96892571
-5.97598799,12.90929132,2.67465957,9.11130450,0.02853412,1.67411587,0.10683832,0.99497967
-5.96998499,13.31173769,2.74975694,9.42747177,0.02806670,1.71823368,0.11078532,1.02407967
-5.96398199,13.72835490,2.82790578,9.75293011,0.02767690,1.76318838,0.11503585,1.05600687
-5.95797899,14.15772549,2.90873566,10.08685016,0.02736869,1.80879925,0.11956097,1.09048779
-5.95197599,14.59811717,2.99179452,10.42820332,0.02714278,1.85485116,0.12432453,1.12719909
-5.94597299,15.04747803,3.07654949,10.77574974,0.02699659,1.90109337,0.12928315,1.16577370
-5.93996998,15.50343870,3.16238944,11.12803036,0.02692440,1.94723922,0.13438636,1.20580807
-5.93396698,15.96332183,3.24862937,11.48336369,0.02691759,1.99296671,0.13957706,1.24687024
-5.92796398,16.42415903,3.33451657,11.83984793,0.02696500,2.03791990,0.14479217,1.28850867
-5.92196098,16.88271552,3.41923864,12.19536887,0.02705331,2.08171137,0.14996361,1.33026134
-5.91595798,17.33552264,3.50193338,12.54761410,0.02716759,2.12392546,0.15501949,1.37166511
-5.90995498,17.77891820,3.58170042,12.89409396,0.02729184,2.16412264,0.15988554,1.41226500
-5.90395198,18.20909462,3.65761470,13.23216938,0.02740957,2.20184483,0.16448675,1.45162316
-5.89794897,18.62215453,3.72874161,13.55908662,0.02750438,2.23662171,0.16874914,1.48932735
-5.89194597,19.01417291,3.79415359,13.87201868,0.02756055,2.26797810,0.17260160,1.52499866
-5.88594297,19.38126502,3.85294794,14.16811263,0.02756359,2.29544217,0.17597782,1.55829825
-5.87993997,19.71965839,3.90426551,14.44454199,0.02750068,2.31855456,0.17881807,1.58893303
-5.87393697,20.02576702,3.94730962,14.69856262,0.02736113,2.33687813,0.18107094,1.61665987
-5.86793397,20.29626561,3.98136486,14.92757051,0.02713663,2.35000810,0.18269479,1.64128851
-5.86193097,20.52816113,4.00581488,15.12915936,0.02682154,2.35758236,0.18365902,1.66268273
-5.85592796,20.71885901,4.02015868,15.30117571,0.02641292,2.35929157,0.18394493,1.68075996
-5.84992496,20.86622113,4.02402446,15.44176935,0.02591061,2.35488867,0.18354622,1.69548927
-5.84392196,20.96861303,4.01718055,15.54943671,0.02531709,2.34419738,0.18246917,1.70688778
-5.83791896,21.02493804,3.99954273,15.62305524,0.02463734,2.32711937,0.18073226,1.71501562
-5.83191596,21.03465654,3.97117751,15.66190699,0.02387855,2.30363962,0.17836554,1.71996981
-5.82591296,20.99778933,3.93230107,15.66569042,0.02304981,2.27382976,0.17540953,1.72187718
-5.81990995,20.91490481,3.88327382,15.63451966,0.02216178,2.23784907,0.17191383,1.72088675
-5.81390695,20.78709073,3.82459073,15.56891150,0.02122622,2.19594307,0.16793548,1.71716203
-5.80790395,20.61591182,3.75686778,15.46976083,0.02025570,2.14843967,0.16353714,1.71087351
-5.80190095,20.40335578,3.68082515,15.33830611,0.01926309,2.09574290,0.15878514,1.70219203
-5.79589795,20.15177066,3.59726789,15.17608682,0.01826131,2.03832460,0.15374754,1.69128303
-5.78989495,19.86379696,3.50706510,14.98489545,0.01726291,1.97671417,0.14849229,1.67830245
-5.78389195,19.54229836,3.41112834,14.76672679,0.01627983,1.91148699,0.14308546,1.66339423
-5.77788894,19.19029478,3.31039060,14.52372745,0.01532319,1.84325192,0.13758976,1.64668971
-5.77188594,18.81090114,3.20578646,14.25814814,0.01440306,1.77263829,0.13206328,1.62830895
-5.76588294,18.40727480,3.09823448,13.97230128,0.01352840,1.70028307,0.12655857,1.60836387
-5.75987994,17.98257380,2.98862234,13.66852583,0.01270701,1.62681856,0.12112196,1.58696302
-5.75387694,17.53992719,2.87779523,13.34916034,0.01194546,1.55286107,0.11579330,1.56421768
-5.74787394,17.08241759,2.76654762,13.01652513,0.01124923,1.47900093,0.11060589,1.54024871
-5.74187094,16.61307536,2.65561850,12.67291302,0.01062270,1.40579415,0.10558676,1.51519388
-5.73586793,16.13488256,2.54568963,12.32058787,0.01006930,1.33375569,0.10075712,1.48921487
-5.72986493,15.65078427,2.43738659,11.96178933,0.00959163,1.26335456,0.09613296,1.46250357
-5.72386193,15.16370424,2.33128175,11.59874165,0.00919156,1.19501064,0.09172581,1.43528692
-5.71785893,14.67656135,2.22789871,11.23366419,0.00887040,1.12909296,0.08754354,1.40783002
-5.71185593,14.19228350,2.12771724,10.86878121,0.00862895,1.06591940,0.08359106,1.38043692
-5.70585293,13.71381560,2.03117822,10.50632824,0.00846767,1.00575741,0.07987113,1.35344888
-5.69984992,13.24411884,1.93868773,10.14855315,0.00838667,0.94882560,0.07638495,1.32723995
-5.69384692,12.78615915,1.85061989,9.79770985,0.00838581,0.89529579,0.07313267,1.30220985
-5.68784392,12.34288339,1.76731812,9.45604361,0.00846465,0.84529543,0.07011377,1.27877434
-5.68184092,11.91718301,1.68909441,9.12576737,0.00862245,0.79890999,0.06732730,1.25735333
-5.67583792,11.51184571,1.61622691,8.80902923,0.00885812,0.75618539,0.06477194,1.23835716
-5.66983492,11.12949661,1.54895559,8.50787192,0.00917011,0.71713011,0.06244600,1.22217176
-5.66383192,10.77253129,1.48747668,8.22418570,0.00955631,0.68171718,0.06034721,1.20914306
-5.65782891,10.44304379,1.43193597,7.95965693,0.01001394,0.64988580,0.05847258,1.19956156
-5.65182591,10.14275318,1.38242170,7.71571451,0.01053940,0.62154286,0.05681803,1.19364776
-5.64582291,9.87293260,1.33895741,7.49347728,0.01112819,0.59656431,0.05537816,1.19153900
-5.63981991,9.63434486,1.30149553,7.29370508,0.01177474,0.57479650,0.05414589,1.19327861
-5.63381691,9.42718855,1.26991197,7.11675658,0.01247242,0.55605765,0.05311224,1.19880773
-5.62781391,9.25105817,1.24400249,6.96255657,0.01321339,0.54013957,0.05226611,1.20796056
-5.62181091,9.10492165,1.22348097,6.83057510,0.01398868,0.52680962,0.05159411,1.22046315
-5.61580790,8.98711744,1.20798013,6.71982067,0.01478819,0.51581320,0.05108056,1.23593618
-5.60980490,8.89537306,1.19705473,6.62884864,0.01560079,0.50687669,0.05070753,1.25390169
-5.60380190,8.82684583,1.19018737,6.55578600,0.01641445,0.49971088,0.05045498,1.27379376
-5.59779890,8.77818557,1.18679694,6.49837235,0.01721649,0.49401500,0.05030102,1.29497288
-5.59179590,8.74561817,1.18624945,6.45401672,0.01799376,0.48948119,0.05022231,1.31674357
-5.58579290,8.72504801,1.18787110,6.41986874,0.01873297,0.48579944,0.05019446,1.33837492
-5.57978989,8.71217618,1.19096316,6.39290227,0.01942099,0.48266287,0.05019256,1.35912303
-5.57378689,8.70263083,1.19481832,6.37000888,0.02004518,0.47977321,0.05019183,1.37825505
-5.56778389,8.69210522,1.19873792,6.34809805,0.02059373,0.47684634,0.05016821,1.39507350
-5.56178089,8.67649863,1.20204966,6.32420044,0.02105601,0.47361782,0.05009901,1.40894042
-5.55577789,8.65205497,1.20412503,6.29557069,0.02142287,0.46984802,0.04996367,1.41930006
-5.54977489,8.61549386,1.20439605,6.25978559,0.02168694,0.46532691,0.04974431,1.42569953
-5.54377189,8.56412916,1.20237061,6.21483409,0.02184282,0.45987818,0.04942646,1.42780645
-5.53776888,8.49597020,1.19764595,6.15919531,0.02188733,0.45336258,0.04899951,1.42542281
-5.53176588,8.40980169,1.18991969,6.09190171,0.02181957,0.44568035,0.04845729,1.41849464
-5.52576288,8.30523887,1.17899803,6.01258447,0.02164098,0.43677261,0.04779839,1.40711684
-5.51975988,8.18275561,1.16480080,5.92149945,0.02135535,0.42662168,0.04702643,1.39153297
-5.51375688,8.04368394,1.14736305,5.81953234,0.02096869,0.41525017,0.04615020,1.37213001
-5.50775388,7.89018484,1.12683314,5.70818265,0.02048911,0.40271908,0.04518365,1.34942795
-5.50175088,7.72519094,1.10346724,5.58952700,0.01992657,0.38912468,0.04414571,1.32406480
-5.49574787,7.55232302,1.07762054,5.46616281,0.01929266,0.37459457,0.04306000,1.29677727
-5.48974487,7.37578310,1.04973527,5.34113423,0.01860025,0.35928272,0.04195439,1.26837777
-5.48374187,7.20022751,1.02032608,5.21784293,0.01786320,0.34336405,0.04086036,1.23972866
-5.47773887,7.03062448,0.98996308,5.09994650,0.01709599,0.32702837,0.03981233,1.21171439
-5.47173587,6.87210060,0.95925339,4.99124789,0.01631335,0.31047415,0.03884680,1.18521266
-5.46573287,6.72978132,0.92882160,4.89557936,0.01552999,0.29390225,0.03800148,1.16106547
-5.45972986,6.60863050,0.89928998,4.81668451,0.01476017,0.27750982,0.03731426,1.14005109
