energy_ev,total_up,Sb_p_up,Sb_d_up,Se_s_up,Se_p_up,W_p_up,W_d_up
-5.63381691,8.31327566,0.66940062,0.02881821,0.08363164,5.63209804,4.35086541,3.31181920
-5.62781391,8.28366017,0.68366011,0.02925322,0.08273121,5.58175488,4.33261665,3.28505901
-5.62181091,8.25577102,0.69697875,0.02964855,0.08180101,5.53461336,4.31563642,3.26100451
-5.61580790,8.22938563,0.70921551,0.02999942,0.08086002,5.49070351,4.29976312,3.23969975
-5.60980490,8.20415049,0.72023972,0.03030122,0.07992406,5.44993688,4.28475524,3.22110481
-5.60380190,8.17961694,0.72993434,0.03054967,0.07900539,5.41213149,4.27031297,3.20510970
-5.59779890,8.15527715,0.73819873,0.03074101,0.07811263,5.37703700,4.25610027,3.19154861
-5.59179590,8.13059826,0.74495100,0.03087202,0.07725070,5.34435879,4.24176631,3.18021372
-5.58579290,8.10505321,0.75012962,0.03094023,0.07642101,5.31377974,4.22696535,3.17086793
-5.57978989,8.07814704,0.75369462,0.03094394,0.07562174,5.28497891,4.21137436,3.16325582
-5.57378689,8.04943784,0.75562808,0.03088230,0.07484823,5.25764639,4.19470778,3.15711273
-5.56778389,8.01855212,0.75593420,0.03075532,0.07409345,5.23149426,4.17672902,3.15217170
-5.56178089,7.98519427,0.75463887,0.03056392,0.07334853,5.20626332,4.15725852,3.14816820
-5.55577789,7.94915078,0.75178882,0.03030987,0.07260332,5.18172611,4.13617826,3.14484307
-5.54977489,7.91028944,0.74745053,0.02999579,0.07184698,5.15768646,4.11343287,3.14194369
-5.54377189,7.86855454,0.74170874,0.02962506,0.07106856,5.13397632,4.08902754,3.13922391
-5.53776888,7.82395875,0.73466483,0.02920179,0.07025758,5.11045032,4.06302312,3.13644313
-5.53176588,7.77657272,0.72643496,0.02873069,0.06940455,5.08697912,4.03552874,3.13336497
-5.52576288,7.72651327,0.71714802,0.02821701,0.06850148,5.06344199,4.00669255,3.12975597
-5.51975988,7.67393104,0.70694343,0.02766646,0.06754232,5.03971960,3.97669114,3.12538468
-5.51375688,7.61899848,0.69596880,0.02708505,0.06652339,5.01568752,3.94571810,3.12002145
-5.50775388,7.56189871,0.68437736,0.02647905,0.06544362,4.99121097,3.91397249,3.11343922
-5.50175088,7.50281611,0.67232533,0.02585484,0.06430491,4.96614145,3.88164772,3.10541537
-5.49574787,7.44192872,0.65996914,0.02521886,0.06311223,4.94031540,3.84892144,3.09573477
-5.48974487,7.37940324,0.64746261,0.02457747,0.06187371,4.91355514,3.81594708,3.08419392
-5.48374187,7.31539243,0.63495410,0.02393691,0.06060069,4.88567228,3.78284729,3.07060614
-5.47773887,7.25003538,0.62258383,0.02330318,0.05930757,4.85647331,3.74970995,3.05480759
-5.47173587,7.18346029,0.61048133,0.02268200,0.05801166,4.82576742,3.71658675,3.03666381
-5.46573287,7.11578986,0.59876323,0.02207875,0.05673287,4.79337604,3.68349465,3.01607658
-5.45972986,7.04714883,0.58753154,0.02149842,0.05549334,4.75914370,3.65042008,2.99299065
-5.45372686,6.97767333,0.57687238,0.02094562,0.05431701,4.72294976,3.61732575,2.96740006
-5.44772386,6.90752133,0.56685543,0.02042449,0.05322902,4.68472023,3.58415973,2.93935354
-5.44172086,6.83688370,0.55753400,0.01993877,0.05225516,4.64443900,3.55086616,2.90895878
-5.43571786,6.76599481,0.54894589,0.01949175,0.05142114,4.60215790,3.51739710,2.87638507
-5.42971486,6.69514208,0.54111493,0.01908634,0.05075192,4.55800453,3.48372472,2.84186408
-5.42371186,6.62467333,0.53405313,0.01872503,0.05027096,4.51218755,3.44985296,2.80568851
-5.41770885,6.55500124,0.52776340,0.01840995,0.04999945,4.46499845,3.41582786,2.76820839
-5.41170585,6.48660411,0.52224267,0.01814289,0.04995560,4.41680960,3.38174578,2.72982506
-5.40570285,6.42002219,0.51748518,0.01792529,0.05015392,4.36806810,3.34775889,2.69098264
-5.39969985,6.35584934,0.51348578,0.01775823,0.05060459,4.31928545,3.31407718,2.65215739
-5.39369685,6.29471976,0.51024303,0.01764248,0.05131290,4.27102305,3.28096683,2.61384502
-5.38769385,6.23729008,0.50776187,0.01757843,0.05227877,4.22387401,3.24874463,2.57654634
-5.38169085,6.18421712,0.50605571,0.01756606,0.05349643,4.17844191,3.21776868,2.54075182
-5.37568784,6.13613231,0.50514768,0.01760491,0.05495420,4.13531719,3.18842559,2.50692558
-5.36968484,6.09361381,0.50507103,0.01769404,0.05663449,4.09505249,3.16111477,2.47548937
-5.36368184,6.05715766,0.50586864,0.01783193,0.05851388,4.05813778,3.13623065,2.44680737
-5.35767884,6.02714938,0.50759145,0.01801647,0.06056346,4.02497685,3.11414358,2.42117231
-5.35167584,6.00383782,0.51029605,0.01824488,0.06274930,3.99586614,3.09518061,2.39879377
-5.34567284,5.98731253,0.51404148,0.01851366,0.06503310,3.97097721,3.07960706,2.37978900
-5.33966983,5.97748637,0.51888534,0.01881861,0.06737300,3.95034393,3.06760997,2.36417694
-5.33366683,5.97408426,0.52487945,0.01915479,0.06972450,3.93385500,3.05928438,2.35187568
-5.32766383,5.97663924,0.53206532,0.01951653,0.07204157,3.92125254,3.05462315,2.34270357
-5.32166083,5.98449620,0.54046963,0.01989755,0.07427772,3.91213684,3.05351102,2.33638404
-5.31565783,5.99682342,0.55009993,0.02029095,0.07638721,3.90597728,3.05572315,2.33255395
-5.30965483,6.01263173,0.56094091,0.02068939,0.07832619,3.90212892,3.06092836,2.33077510
-5.30365183,6.03080038,0.57295141,0.02108518,0.08005386,3.89985404,3.06869692,2.33054858
-5.29764882,6.05010880,0.58606220,0.02147047,0.08153349,3.89834779,3.07851249,2.33133118
-5.29164582,6.06927269,0.60017501,0.02183738,0.08273336,3.89676660,3.08978764,2.33255333
-5.28564282,6.08698291,0.61516248,0.02217822,0.08362749,3.89425814,3.10188228,2.33363768
-5.27963982,6.10194558,0.63086946,0.02248565,0.08419627,3.88999144,3.11412408,2.33401768
-5.27363682,6.11292149,0.64711533,0.02275289,0.08442680,3.88318589,3.12582991,2.33315523
-5.26763382,6.11876331,0.66369746,0.02297385,0.08431308,3.87313766,3.13632755,2.33055688
-5.26163082,6.11844893,0.68039562,0.02314331,0.08385594,3.85924268,3.14497642,2.32578783
-5.25562781,6.11110983,0.69697720,0.02325705,0.08306285,3.84101500,3.15118681,2.31848330
-5.24962481,6.09605323,0.71320297,0.02331193,0.08194739,3.81810009,3.15443667,2.30835686
-5.24362181,6.07277751,0.72883330,0.02330600,0.08052876,3.79028245,3.15428544,2.29520553
-5.23761881,6.04098037,0.74363446,0.02323847,0.07883096,3.75748751,3.15038436,2.27891148
-5.23161581,6.00055971,0.75738488,0.02310978,0.07688204,3.71977778,3.14248318,2.25944065
-5.22561281,5.95160748,0.76988104,0.02292150,0.07471314,3.67734383,3.13043296,2.23683816
-5.21960980,5.89439700,0.78094287,0.02267633,0.07235762,3.63049037,3.11418506,2.21122114
-5.21360680,5.82936452,0.79041838,0.02237794,0.06985014,3.57961841,3.09378659,2.18276929
-5.20760380,5.75708607,0.79818750,0.02203090,0.06722581,3.52520430,3.06937261,2.15171367
-5.20160080,5.67825063,0.80416490,0.02164050,0.06451933,3.46777666,3.04115546,2.11832441
-5.19559780,5.59363095,0.80830174,0.02121262,0.06176432,3.40789228,3.00941195,2.08289781
-5.18959480,5.50405323,0.81058641,0.02075358,0.05899267,3.34611196,2.97446887,2.04574353
-5.18359180,5.41036713,0.81104424,0.02026992,0.05623404,3.28297759,2.93668765,2.00717241
-5.17758879,5.31341721,0.80973614,0.01976829,0.05351542,3.21899112,2.89644869,1.96748545
-5.17158579,5.21401698,0.80675643,0.01925529,0.05086088,3.15459660,2.85413632,1.92696440
-5.16558279,5.11292680,0.80222990,0.01873732,0.04829133,3.09016582,2.81012473,1.88586433
-5.15957979,5.01083611,0.79630819,0.01822047,0.04582449,3.02598824,2.76476580,1.84440839
-5.15357679,4.90835101,0.78916576,0.01771042,0.04347481,2.96226555,2.71837906,1.80278495
-5.14757379,4.80598723,0.78099548,0.01721239,0.04125361,2.89911100,2.67124435,1.76114711
-5.14157079,4.70416879,0.77200411,0.01673109,0.03916919,2.83655354,2.62359744,1.71961443
-5.13556778,4.60323213,0.76240769,0.01627068,0.03722701,2.77454637,2.57562860,1.67827671
-5.12956478,4.50343517,0.75242709,0.01583479,0.03542997,2.71297955,2.52748428,1.63719949
-5.12356178,4.40497079,0.74228372,0.01542659,0.03377861,2.65169588,2.47927155,1.59643080
-5.11755878,4.30798355,0.73219553,0.01504874,0.03227146,2.59050939,2.43106508,1.55600879
-5.11155578,4.21258877,0.72237339,0.01470353,0.03090530,2.52922526,2.38291613,1.51596967
-5.10555278,4.11889265,0.71301782,0.01439290,0.02967548,2.46766034,2.33486303,1.47635547
-5.09954977,4.02701214,0.70431619,0.01411852,0.02857622,2.40566308,2.28694244,1.43722109
-5.09354677,3.93709334,0.69644025,0.01388183,0.02760086,2.34313192,2.23920078,1.39864034
-5.08754377,3.84932722,0.68954417,0.01368410,0.02674217,2.28003109,2.19170502,1.36071034
-5.08154077,3.76396165,0.68376291,0.01352648,0.02599257,2.21640306,2.14455219,1.32355430
-5.07553777,3.68130885,0.67921095,0.01340999,0.02534434,2.15237691,2.09787702,1.28732215
-5.06953477,3.60174775,0.67598140,0.01333555,0.02478981,2.08817218,2.05185712,1.25218931
-5.06353177,3.52572088,0.67414532,0.01330396,0.02432148,2.02409781,2.00671528,1.21835328
-5.05752876,3.45372582,0.67375139,0.01331585,0.02393217,1.96054640,1.96271873,1.18602846
-5.05152576,3.38630146,0.67482571,0.01337163,0.02361508,1.89798371,1.92017512,1.15543926
-5.04552276,3.32400967,0.67737186,0.01347145,0.02336382,1.83693402,1.87942537,1.12681197
-5.03951976,3.26741314,0.68137105,0.01361509,0.02317244,1.77796188,1.84083360,1.10036561
-5.03351676,3.21705048,0.68678247,0.01380191,0.02303541,1.72165113,1.80477454,1.07630233
-5.02751376,3.17340970,0.69354371,0.01403073,0.02294757,1.66858205,1.77161895,1.05479779
-5.02151076,3.13690139,0.70157133,0.01429980,0.02290412,1.61930768,1.74171770,1.03599188
-5.01550775,3.10783292,0.71076152,0.01460670,0.02290052,1.57433046,1.71538528,1.01998038
-5.00950475,3.08638500,0.72099088,0.01494832,0.02293244,1.53408019,1.69288363,1.00680788
-5.00350175,3.07259179,0.73211742,0.01532078,0.02299568,1.49889430,1.67440703,0.99646223
-4.99749875,3.06632565,0.74398167,0.01571946,0.02308613,1.46900151,1.66006887,0.98887099
-4.99149575,3.06728760,0.75640805,0.01613902,0.02319971,1.44450949,1.64989129,0.98389994
-4.98549275,3.07500395,0.76920652,0.01657343,0.02333230,1.42539735,1.64379805,0.98135383
-4.97948974,3.08882977,0.78217456,0.01701604,0.02347978,1.41151316,1.64161142,0.98097940
-4.97348674,3.10795919,0.79509946,0.01745966,0.02363795,1.40257700,1.64305341,0.98247059
-4.96748374,3.13144260,0.80776112,0.01789677,0.02380260,1.39818919,1.64775140,0.98547583
-4.96148074,3.15821013,0.81993522,0.01831954,0.02396950,1.39784373,1.65524830,0.98960717
-4.95547774,3.18710080,0.83139680,0.01872011,0.02413447,1.40094627,1.66501690,0.99445098
-4.94947474,3.21689647,0.84192436,0.01909072,0.02429342,1.40683599,1.67647786,0.99957981
-4.94347174,3.24635925,0.85130428,0.01942389,0.02444244,1.41481045,1.68902081,1.00456502
-4.93746873,3.27427104,0.85933557,0.01971265,0.02457789,1.42415234,1.70202756,1.00898984
-4.93146573,3.29947374,0.86583488,0.01995069,0.02469647,1.43415713,1.71489643,1.01246215
-4.92546273,3.32090849,0.87064149,0.02013257,0.02479536,1.44416008,1.72706657,1.01462682
-4.91945973,3.33765231,0.87362234,0.02025386,0.02487227,1.45356180,1.73804122,1.01517689
-4.91345673,3.34895073,0.87467670,0.02031129,0.02492558,1.46185082,1.74740857,1.01386332
-4.90745373,3.35424483,0.87374042,0.02030287,0.02495439,1.46862243,1.75485931,1.01050287
-4.90145073,3.35319151,0.87078948,0.02022793,0.02495863,1.47359271,1.76019991,1.00498389
-4.89544772,3.34567618,0.86584264,0.02008723,0.02493909,1.47660716,1.76336078,0.99726958
-4.88944472,3.33181695,0.85896308,0.01988288,0.02489745,1.47764364,1.76439899,0.98739883
-4.88344172,3.31196014,0.85025870,0.01961838,0.02483630,1.47680923,1.76349512,0.97548443
-4.87743872,3.28666719,0.83988113,0.01929850,0.02475908,1.47433140,1.76094438,0.96170863
-4.87143572,3.25669318,0.82802323,0.01892917,0.02467008,1.47054384,1.75714230,0.94631648
-4.86543272,3.22295796,0.81491514,0.01851734,0.02457424,1.46586754,1.75256558,0.92960676
-4.85942971,3.18651073,0.80081887,0.01807080,0.02447711,1.46078821,1.74774901,0.91192128
-4.85342671,3.14848967,0.78602155,0.01759799,0.02438464,1.45583096,1.74325932,0.89363257
-4.84742371,3.11007811,0.77082760,0.01710775,0.02430293,1.45153353,1.73966743,0.87513065
-4.84142071,3.07245893,0.75554981,0.01660909,0.02423811,1.44841930,1.73752009,0.85680922
-4.83541771,3.03676918,0.74049996,0.01611097,0.02419597,1.44697131,1.73731248,0.83905194
-4.82941471,3.00405666,0.72597904,0.01562208,0.02418183,1.44760854,1.73946278,0.82221912
-4.82341171,2.97524012,0.71226757,0.01515055,0.02420018,1.45066533,1.74429003,0.80663549
-4.81740870,2.95107479,0.69961636,0.01470383,0.02425453,1.45637494,1.75199618,0.79257935
-4.81140570,2.93212447,0.68823812,0.01428845,0.02434714,1.46485787,1.76265317,0.78027357
-4.80540270,2.91874114,0.67830022,0.01390990,0.02447887,1.47611512,1.77619540,0.76987864
-4.79939970,2.91105284,0.66991893,0.01357250,0.02464907,1.49002683,1.79241804,0.76148815
-4.79339670,2.90896009,0.66315544,0.01327933,0.02485545,1.50635583,1.81098102,0.75512657
-4.78739370,2.91214073,0.65801375,0.01303219,0.02509413,1.52475594,1.83141844,0.75074956
-4.78139070,2.92006266,0.65444051,0.01283158,0.02535965,1.54478433,1.85315290,0.74824659
-4.77538769,2.93200384,0.65232700,0.01267675,0.02564510,1.56591714,1.87551394,0.74744570
-4.76938469,2.94707830,0.65151287,0.01256575,0.02594226,1.58756762,1.89775984,0.74812023
-4.76338169,2.96426694,0.65179174,0.01249556,0.02624185,1.60910571,1.91910151,0.74999702
-4.75737869,2.98245174,0.65291823,0.01246214,0.02653379,1.62987818,1.93872772,0.75276586
-4.75137569,3.00045175,0.65461620,0.01246065,0.02680749,1.64922845,1.95583031,0.75608972
-4.74537269,3.01705946,0.65658782,0.01248555,0.02705219,1.66651522,1.96962868,0.75961530
-4.73936968,3.03107615,0.65852319,0.01253077,0.02725722,1.68112938,1.97939235,0.76298364
-4.73336668,3.04134502,0.66010990,0.01258988,0.02741239,1.69250856,1.98446111,0.76584023
-4.72736368,3.04678102,0.66104246,0.01265625,0.02750824,1.70014901,1.98426197,0.76784452
-4.72136068,3.04639670,0.66103106,0.01272322,0.02753630,1.70361481,1.97832267,0.76867837
-4.71535768,3.03932356,0.65980950,0.01278422,0.02748937,1.70254426,1.96628142,0.76805336
-4.70935468,3.02482860,0.65714197,0.01283295,0.02736159,1.69665368,1.94789286,0.76571686
-4.70335168,3.00232617,0.65282860,0.01286345,0.02714869,1.68573893,1.92303046,0.76145665
-4.69734867,2.97138527,0.64670965,0.01287027,0.02684795,1.66967498,1.89168550,0.75510428
-4.69134567,2.93173270,0.63866835,0.01284850,0.02645833,1.64841395,1.85396306,0.74653707
-4.68534267,2.88325252,0.62863230,0.01279393,0.02598037,1.62198195,1.81007549,0.73567892
-4.67933967,2.82598230,0.61657372,0.01270306,0.02541615,1.59047522,1.76033370,0.72250006
-4.67333667,2.76010690,0.60250839,0.01257315,0.02476921,1.55405572,1.70513700,0.70701577
-4.66733367,2.68595001,0.58649370,0.01240231,0.02404442,1.51294653,1.64496162,0.68928438
-4.66133067,2.60396417,0.56862571,0.01218947,0.02324780,1.46742711,1.58034864,0.66940450
-4.65532766,2.51471943,0.54903568,0.01193442,0.02238640,1.41782857,1.51189143,0.64751180
-4.64932466,2.41889116,0.52788586,0.01163780,0.02146811,1.36452881,1.44022318,0.62377530
-4.64332166,2.31724696,0.50536510,0.01130108,0.02050152,1.30794758,1.36600448,0.59839332
-4.63731866,2.21063307,0.48168415,0.01092651,0.01949571,1.24854130,1.28991139,0.57158922
-4.63131566,2.09996034,0.45707083,0.01051710,0.01846012,1.18679753,1.21262408,0.54360699
-4.62531266,1.98618969,0.43176534,0.01007653,0.01740441,1.12322904,1.13481606,0.51470670
-4.61930965,1.87031749,0.40601564,0.00960909,0.01633829,1.05836735,1.05714439,0.48515996
-4.61330665,1.75336075,0.38007306,0.00911959,0.01527144,0.99275580,0.98024056,0.45524544
-4.60730365,1.63634245,0.35418826,0.00861325,0.01421337,0.92694226,0.90470263,0.42524446
-4.60130065,1.52027719,0.32860758,0.00809559,0.01317335,0.86147146,0.83108820,0.39543682
-4.59529765,1.40615754,0.30356975,0.00757236,0.01216030,0.79687732,0.75990876,0.36609691
-4.58929465,1.29494119,0.27930320,0.00704939,0.01118280,0.73367529,0.69162518,0.33749014
-4.58329165,1.18753946,0.25602376,0.00653250,0.01024896,0.67235523,0.62664449,0.30986977
-4.57728864,1.08480730,0.23393299,0.00602739,0.00936646,0.61337478,0.56531805,0.28347429
-4.57128564,0.98753496,0.21321694,0.00553954,0.00854255,0.55715377,0.50794101,0.25852521
-4.56528264,0.89644169,0.19404538,0.00507417,0.00778399,0.50406958,0.45475307,0.23522546
-4.55927964,0.81217137,0.17657155,0.00463612,0.00709713,0.45445390,0.40594038,0.21375828
-4.55327664,0.73529003,0.16093216,0.00422981,0.00648791,0.40859062,0.36163857,0.19428659
-4.54727364,0.66628515,0.14724769,0.00385922,0.00596191,0.36671521,0.32193652,0.17695279
-4.54127064,0.60556652,0.13562292,0.00352783,0.00552438,0.32901515,0.28688092,0.16187888
-4.53526763,0.55346803,0.12614737,0.00323862,0.00518026,0.29563156,0.25648102,0.14916680
-4.52926463,0.51025038,0.11889578,0.00299406,0.00493424,0.26666158,0.23071361,0.13889888
-4.52326163,0.47610377,0.11392835,0.00279612,0.00479073,0.24216135,0.20952779,0.13113822
-4.51725863,0.45115047,0.11129072,0.00264625,0.00475388,0.22214931,0.19284924,0.12592899
-4.51125563,0.43544660,0.11101353,0.00254539,0.00482751,0.20660941,0.18058392,0.12329638
-4.50525263,0.42898285,0.11311165,0.00249399,0.00501510,0.19549410,0.17262073,0.12324630
-4.49924962,0.43168393,0.11758293,0.00249200,0.00531962,0.18872682,0.16883337,0.12576467
-4.49324662,0.44340653,0.12440657,0.00253885,0.00574350,0.18620371,0.16908100,0.13081631
-4.48724362,0.46393591,0.13354115,0.00263349,0.00628837,0.18779462,0.17320788,0.13834354
-4.48124062,0.49298141,0.14492246,0.00277431,0.00695498,0.19334325,0.18104212,0.14826450
-4.47523762,0.53017104,0.15846126,0.00295918,0.00774292,0.20266660,0.19239354,0.16047137
-4.46923462,0.57504589,0.17404114,0.00318543,0.00865046,0.21555370,0.20705108,0.17482865
-4.46323162,0.62705486,0.19151675,0.00344980,0.00967434,0.23176409,0.22477981,0.19117167
-4.45722861,0.68555047,0.21071245,0.00374849,0.01080956,0.25102606,0.24531818,0.20930557
-4.45122561,0.74978645,0.23142179,0.00407712,0.01204921,0.27303513,0.26837549,0.22900493
-4.44522261,0.81891788,0.25340786,0.00443076,0.01338437,0.29745308,0.29363028,0.25001428
-4.43921961,0.89200441,0.27640470,0.00480398,0.01480403,0.32390779,0.32072968,0.27204964
-4.43321661,0.96801727,0.30011994,0.00519087,0.01629508,0.35199426,0.34929025,0.29480118
-4.42721361,1.04585019,0.32423860,0.00558516,0.01784235,0.38127704,0.37890032,0.31793709
-4.42121061,1.12433451,0.34842814,0.00598025,0.01942882,0.41129422,0.40912412,0.34110874
-4.41520760,1.20225836,0.37234468,0.00636940,0.02103581,0.44156313,0.43950764,0.36395683
-4.40920460,1.27838950,0.39564009,0.00674578,0.02264328,0.47158771,0.46958629,0.38611871
-4.40320160,1.35150137,0.41796999,0.00710268,0.02423029,0.50086740,0.49889402,0.40723635
-4.39719860,1.42040143,0.43900216,0.00743363,0.02577538,0.52890750,0.52697382,0.42696494
-4.39119560,1.48396090,0.45842514,0.00773259,0.02725714,0.55523041,0.55338910,0.44498167
-4.38519260,1.54114468,0.47595677,0.00799406,0.02865471,0.57938766,0.57773566,0.46099433
-4.37918959,1.59104040,0.49135215,0.00821330,0.02994837,0.60097209,0.59965362,0.47474951
-4.37318659,1.63288529,0.50441083,0.00838641,0.03112009,0.61962968,0.61883888,0.48603993
-4.36718359,1.66608966,0.51498293,0.00851050,0.03215403,0.63507060,0.63505366,0.49471066
-4.36118059,1.69025612,0.52297378,0.00858374,0.03303702,0.64707891,0.64813547,0.50066386
-4.35517759,1.70519344,0.52834709,0.00860545,0.03375897,0.65552043,0.65800415,0.50386201
-4.34917459,1.71092459,0.53112640,0.00857615,0.03431314,0.66034844,0.66466670,0.50432923
-4.34317159,1.70768838,0.53139478,0.00849753,0.03469638,0.66160677,0.66821939,0.50215091
-4.33716858,1.69593473,0.52929282,0.00837241,0.03490920,0.65943017,0.66884724,0.49747151
-4.33116558,1.67631348,0.52501503,0.00820472,0.03495575,0.65404177,0.66682061,0.49049058
-4.32516258,1.64965743,0.51880478,0.00799935,0.03484367,0.64574771,0.66248903,0.48145740
-4.31915958,1.61695992,0.51094796,0.00776205,0.03458388,0.63492898,0.65627248,0.47066426
-4.31315658,1.57934811,0.50176579,0.00749926,0.03419020,0.62203072,0.64865028,0.45843871
-4.30715358,1.53805264,0.49160682,0.00721798,0.03367896,0.60754946,0.64014801,0.44513520
