energy_ev,total_up,Ge_p_up,Ge_d_up,Ir_p_up,Ir_d_up,Te_p_up,Te_d_up
-6.00000000,7.63750065,1.15386288,0.00000000,2.20769629,4.63069709,2.18711226,0.00000000
-5.99399700,7.73453302,1.15277054,0.00000000,2.23656084,4.68202095,2.22770917,0.00000000
-5.98799400,7.81869444,1.15049388,0.00000000,2.26092309,4.72544030,2.26508128,0.00000000
-5.98199100,7.89084883,1.14747076,0.00000000,2.28090913,4.76165791,2.29921545,0.00000000
-5.97598799,7.95189509,1.14411927,0.00000000,2.29666707,4.79140043,2.33010039,0.00000000
-5.96998499,8.00272455,1.14082203,0.00000000,2.30835906,4.81538587,2.35772395,0.00000000
-5.96398199,8.04418154,1.13791164,0.00000000,2.31615450,4.83429240,2.38207197,0.00000000
-5.95797899,8.07702877,1.13565795,0.00000000,2.32022451,4.84872961,2.40312888,0.00000000
-5.95197599,8.10191936,1.13425774,0.00000000,2.32073818,4.85921375,2.42088006,0.00000000
-5.94597299,8.11937681,1.13382707,0.00000000,2.31786043,4.86614810,2.43531592,0.00000000
-5.93996998,8.12978424,1.13439693,0.00000000,2.31175193,4.86980971,2.44643750,0.00000000
-5.93396698,8.13338349,1.13591228,0.00000000,2.30257064,4.87034317,2.45426353,0.00000000
-5.92796398,8.13028453,1.13823464,0.00000000,2.29047528,4.86776222,2.45883833,0.00000000
-5.92196098,8.12048486,1.14114821,0.00000000,2.27563020,4.86195898,2.46024049,0.00000000
-5.91595798,8.10389799,1.14436944,0.00000000,2.25821160,4.85272088,2.45859146,0.00000000
-5.90995498,8.08038965,1.14755949,0.00000000,2.23841447,4.83975445,2.45406375,0.00000000
-5.90395198,8.04981979,1.15033930,0.00000000,2.21645992,4.82271471,2.44688804,0.00000000
-5.89794897,8.01208774,1.15230657,0.00000000,2.19260228,4.80123894,2.43735848,0.00000000
-5.89194597,7.96717793,1.15305387,0.00000000,2.16713522,4.77498283,2.42583562,0.00000000
-5.88594297,7.91520300,1.15218710,0.00000000,2.14039645,4.74365698,2.41274647,0.00000000
-5.87993997,7.85644139,1.14934348,0.00000000,2.11277014,4.70706178,2.39858101,0.00000000
-5.87393697,7.79136661,1.14420818,0.00000000,2.08468670,4.66511852,2.38388510,0.00000000
-5.86793397,7.72066571,1.13652880,0.00000000,2.05661927,4.61789484,2.36924947,0.00000000
-5.86193097,7.64524520,1.12612709,0.00000000,2.02907684,4.56562295,2.35529486,0.00000000
-5.85592796,7.56622337,1.11290728,0.00000000,2.00259372,4.50870947,2.34265390,0.00000000
-5.84992496,7.48490877,1.09686070,0.00000000,1.97771569,4.44773613,2.33194999,0.00000000
-5.84392196,7.40276553,1.07806656,0.00000000,1.95498310,4.38345124,2.32377433,0.00000000
-5.83791896,7.32136714,1.05668887,0.00000000,1.93491159,4.31675223,2.31866194,0.00000000
-5.83191596,7.24234105,1.03296978,0.00000000,1.91797146,4.24866025,2.31706809,0.00000000
-5.82591296,7.16730714,1.00721988,0.00000000,1.90456643,4.18028807,2.31934625,0.00000000
-5.81990995,7.09781355,0.97980582,0.00000000,1.89501338,4.11280308,2.32572917,0.00000000
-5.81390695,7.03527361,0.95113629,0.00000000,1.88952395,4.04738731,2.33631413,0.00000000
-5.80790395,6.98090762,0.92164684,0.00000000,1.88818943,3.98519649,2.35105363,0.00000000
-5.80190095,6.93569274,0.89178459,0.00000000,1.89097000,3.92732019,2.36975225,0.00000000
-5.79589795,6.90032412,0.86199347,0.00000000,1.89768909,3.87474510,2.39207039,0.00000000
-5.78989495,6.87518932,0.83270065,0.00000000,1.90803374,3.82832288,2.41753485,0.00000000
-5.78389195,6.86035725,0.80430496,0.00000000,1.92156104,3.78874402,2.44555606,0.00000000
-5.77788894,6.85558226,0.77716732,0.00000000,1.93771064,3.75651865,2.47545133,0.00000000
-5.77188594,6.86032251,0.75160389,0.00000000,1.95582304,3.73196468,2.50647285,0.00000000
-5.76588294,6.87377127,0.72788154,0.00000000,1.97516272,3.71520348,2.53783917,0.00000000
-5.75987994,6.89489884,0.70621590,0.00000000,1.99494500,3.70616259,2.56876835,0.00000000
-5.75387694,6.92250209,0.68677150,0.00000000,2.01436541,3.70458491,2.59851092,0.00000000
-5.74787394,6.95525840,0.66966372,0.00000000,2.03262988,3.71004333,2.62638068,0.00000000
-5.74187094,6.99178042,0.65496205,0.00000000,2.04898424,3.72195965,2.65178167,0.00000000
-5.73586793,7.03066829,0.64269416,0.00000000,2.06274144,3.73962647,2.67422942,0.00000000
-5.72986493,7.07055617,0.63285027,0.00000000,2.07330494,3.76223088,2.69336540,0.00000000
-5.72386193,7.11015061,0.62538739,0.00000000,2.08018728,3.78887848,2.70896358,0.00000000
-5.71785893,7.14825863,0.62023300,0.00000000,2.08302268,3.81861693,2.72092885,0.00000000
-5.71185593,7.18380478,0.61728797,0.00000000,2.08157325,3.85045779,2.72928726,0.00000000
-5.70585293,7.21583663,0.61642846,0.00000000,2.07572866,3.88339630,2.73416882,0.00000000
-5.69984992,7.24351952,0.61750696,0.00000000,2.06549946,3.91642832,2.73578392,0.00000000
-5.69384692,7.26612191,0.62035242,0.00000000,2.05100480,3.94856463,2.73439499,0.00000000
-5.68784392,7.28299346,0.62476982,0.00000000,2.03245535,3.97884226,2.73028522,0.00000000
-5.68184092,7.29353837,0.63053943,0.00000000,2.01013282,4.00633349,2.72372642,0.00000000
-5.67583792,7.29718687,0.63741619,0.00000000,1.98436736,4.03015264,2.71494827,0.00000000
-5.66983492,7.29336786,0.64512954,0.00000000,1.95551436,4.04946142,2.70411095,0.00000000
-5.66383192,7.28148534,0.65338420,0.00000000,1.92393212,4.06347326,2.69128301,0.00000000
