energy_ev,total_up,Bi_p_up,Bi_d_up,S_s_up,S_p_up,Ti_p_up,Ti_d_up
-6.00000000,5.40580778,0.31383000,0.00757340,0.00227673,3.79387655,3.84551137,1.68618933
-5.99399700,5.56982557,0.31922301,0.00780380,0.00231100,3.91683759,4.00994011,1.74429774
-5.98799400,5.73724020,0.32433873,0.00804231,0.00234188,4.04284480,4.17582117,1.80334853
-5.98199100,5.90612194,0.32910143,0.00828554,0.00236963,4.17049101,4.34118519,1.86257585
-5.97598799,6.07435687,0.33343079,0.00852980,0.00239446,4.29823168,4.50396000,1.92117566
-5.96998499,6.23967194,0.33724372,0.00877113,0.00241654,4.42440191,4.66200231,1.97831546
-5.96398199,6.39966725,0.34045671,0.00900542,0.00243599,4.54723838,4.81313254,2.03314517
-5.95797899,6.55185513,0.34298853,0.00922853,0.00245285,4.66490599,4.95517225,2.08480906
-5.95197599,6.69370534,0.34476322,0.00943633,0.00246706,4.77552909,5.08598325,2.13245872
-5.94597299,6.82269532,0.34571318,0.00962487,0.00247849,4.87722645,5.20350778,2.17526688
-5.93996998,6.93636438,0.34578218,0.00979043,0.00248693,4.96814950,5.30580885,2.21244204
-5.93396698,7.03237034,0.34492812,0.00992961,0.00249211,5.04652292,5.39110996,2.24324353
-5.92796398,7.10854711,0.34312547,0.01003945,0.00249369,5.11068640,5.45783329,2.26699690
-5.92196098,7.16296142,0.34036715,0.01011746,0.00249131,5.15913662,5.50463548,2.28310908
-5.91595798,7.19396684,0.33666579,0.01016167,0.00248461,5.19056797,5.53044016,2.29108300
-5.90995498,7.20025335,0.33205429,0.01017073,0.00247322,5.20391067,5.53446626,2.29053126
-5.90395198,7.18089045,0.32658569,0.01014387,0.00245684,5.19836496,5.51625111,2.28118812
-5.89794897,7.13536201,0.32033217,0.01008095,0.00243523,5.17342974,5.47566757,2.26291958
-5.89194597,7.06359132,0.31338347,0.00998245,0.00240823,5.12892452,5.41293418,2.23573072
-5.88594297,6.96595471,0.30584451,0.00984943,0.00237580,5.06500321,5.32861772,2.19977006
-5.87993997,6.84328273,0.29783244,0.00968356,0.00233799,4.98215891,5.22362740,2.15533036
-5.87393697,6.69684806,0.28947326,0.00948701,0.00229500,4.88121897,5.09920039,2.10284563
-5.86793397,6.52833999,0.28089797,0.00926243,0.00224717,4.76332972,4.95687859,2.04288411
-5.86193097,6.33982559,0.27223857,0.00901285,0.00219492,4.62993121,4.79847661,1.97613721
-5.85592796,6.13369853,0.26362390,0.00874165,0.00213883,4.48272215,4.62604177,1.90340469
-5.84992496,5.91261694,0.25517560,0.00845243,0.00207954,4.32361623,4.44180686,1.82557614
-5.84392196,5.67943225,0.24700425,0.00814894,0.00201778,4.15469106,4.24813696,1.74360960
-5.83791896,5.43711165,0.23920585,0.00783494,0.00195430,3.97813153,4.04747202,1.65850781
-5.83191596,5.18865690,0.23185887,0.00751420,0.00188990,3.79616990,3.84226716,1.57129305
-5.82591296,4.93702284,0.22502179,0.00719029,0.00182535,3.61102479,3.63493263,1.48298140
-5.81990995,4.68503865,0.21873148,0.00686658,0.00176136,3.42484161,3.42777595,1.39455746
-5.81390695,4.43533541,0.21300226,0.00654611,0.00169861,3.23963697,3.22294819,1.30695064
-5.80790395,4.19028260,0.20782588,0.00623155,0.00163764,3.05724927,3.02239665,1.22101369
-5.80190095,3.95193632,0.20317228,0.00592517,0.00157890,2.87929756,2.82782564,1.13750459
-5.79589795,3.72200115,0.19899119,0.00562873,0.00152271,2.70715011,2.64066699,1.05707225
-5.78989495,3.50180697,0.19521457,0.00534357,0.00146924,2.54190400,2.46206100,0.98024660
-5.78389195,3.29230125,0.19175957,0.00507052,0.00141854,2.38437608,2.29284870,0.90743337
-5.77788894,3.09405667,0.18853225,0.00481000,0.00137050,2.23510527,2.13357495,0.83891346
-5.77188594,2.90729296,0.18543150,0.00456199,0.00132492,2.09436568,1.98450215,0.77484680
-5.76588294,2.73191130,0.18235334,0.00432613,0.00128148,1.96218915,1.84563321,0.71528024
-5.75987994,2.56753906,0.17919521,0.00410178,0.00123979,1.83839591,1.71674245,0.66015900
-5.75387694,2.41358208,0.17586009,0.00388809,0.00119940,1.72263113,1.59741251,0.60934068
-5.74787394,2.26928155,0.17226041,0.00368405,0.00115982,1.61440542,1.48707520,0.56261136
-5.74187094,2.13377253,0.16832133,0.00348860,0.00112059,1.51313694,1.38505427,0.51970266
-5.73586793,2.00614103,0.16398355,0.00330070,0.00108125,1.41819304,1.29060795,0.48030899
-5.72986493,1.88547702,0.15920527,0.00311937,0.00104140,1.32892931,1.20296930,0.44410429
-5.72386193,1.77092119,0.15396345,0.00294378,0.00100070,1.24472453,1.12138272,0.41075736
-5.71785893,1.66170353,0.14825416,0.00277325,0.00095892,1.16500996,1.04513531,0.37994541
-5.71185593,1.55717260,0.14209219,0.00260733,0.00091588,1.08929216,0.97358200,0.35136528
-5.70585293,1.45681498,0.13550988,0.00244578,0.00087154,1.01716881,0.90616398,0.32474214
-5.69984992,1.36026466,0.12855526,0.00228856,0.00082595,0.94833740,0.84242020,0.29983551
-5.69384692,1.26730318,0.12128963,0.00213586,0.00077923,0.88259708,0.78199223,0.27644265
-5.68784392,1.17785116,0.11378482,0.00198805,0.00073161,0.81984439,0.72462287,0.25439963
-5.68184092,1.09195286,0.10612008,0.00184564,0.00068338,0.76006360,0.67014950,0.23358013
-5.67583792,1.00975507,0.09837889,0.00170926,0.00063489,0.70331294,0.61849301,0.21389256
-5.66983492,0.93148220,0.09064589,0.00157961,0.00058651,0.64970773,0.56964348,0.19527575
-5.66383192,0.85740918,0.08300389,0.00145741,0.00053865,0.59940168,0.52364371,0.17769380
-5.65782891,0.78783392,0.07553122,0.00134336,0.00049172,0.55256762,0.48057188,0.16113025
-5.65182591,0.72305062,0.06829949,0.00123810,0.00044609,0.50937850,0.44052407,0.14558236
-5.64582291,0.66332542,0.06137179,0.00114217,0.00040214,0.46998990,0.40359785,0.13105535
-5.63981991,0.60887517,0.05480131,0.00105599,0.00036018,0.43452450,0.36987753,0.11755737
-5.63381691,0.55985021,0.04863058,0.00097980,0.00032049,0.40305925,0.33942158,0.10509500
-5.62781391,0.51632150,0.04289111,0.00091370,0.00028327,0.37561554,0.31225275,0.09366967
-5.62181091,0.47827233,0.03760346,0.00085760,0.00024870,0.35215265,0.28835095,0.08327498
-5.61580790,0.44559457,0.03277776,0.00081121,0.00021687,0.33256438,0.26764905,0.07389492
-5.60980490,0.41808922,0.02841450,0.00077410,0.00018782,0.31667882,0.25003134,0.06550297
-5.60380190,0.39547083,0.02450558,0.00074563,0.00016154,0.30426105,0.23533468,0.05806199
-5.59779890,0.37737531,0.02103556,0.00072506,0.00013798,0.29501844,0.22335177,0.05152481
-5.59179590,0.36337063,0.01798297,0.00071150,0.00011704,0.28860809,0.21383646,0.04583528
