energy_ev,total_up,Li_s_up,N_s_up,N_p_up,Se_s_up,Se_p_up,W_p_up,W_d_up
-3.20260130,0.77006397,0.00167854,0.00002800,0.02306078,0.00229415,0.50918164,0.09347385,0.30280860
-3.19659830,0.72683310,0.00149994,0.00002735,0.02111952,0.00208568,0.48082996,0.08559258,0.28743718
-3.19059530,0.68535549,0.00133584,0.00002797,0.01920619,0.00188503,0.45339392,0.07794064,0.27288232
-3.18459230,0.64607523,0.00118507,0.00002973,0.01734341,0.00169335,0.42713461,0.07057984,0.25931624
-3.17858929,0.60936679,0.00104674,0.00003256,0.01555087,0.00151165,0.40226891,0.06356366,0.24688412
-3.17258629,0.57552855,0.00092016,0.00003639,0.01384503,0.00134081,0.37896647,0.05693630,0.23570128
-3.16658329,0.54477917,0.00080475,0.00004115,0.01223898,0.00118151,0.35734859,0.05073213,0.22585127
-3.16058029,0.51725682,0.00069998,0.00004681,0.01074244,0.00103423,0.33748891,0.04497553,0.21738510
-3.15457729,0.49302084,0.00060537,0.00005332,0.00936186,0.00089921,0.31941568,0.03968104,0.21032142
-3.14857429,0.47205555,0.00052044,0.00006062,0.00810064,0.00077650,0.30311532,0.03485386,0.20464744
-3.14257129,0.45427577,0.00044468,0.00006868,0.00695938,0.00066594,0.28853691,0.03049061,0.20032063
-3.13656828,0.43953368,0.00037755,0.00007742,0.00593625,0.00056716,0.27559744,0.02658029,0.19727086
-3.13056528,0.42762648,0.00031848,0.00008676,0.00502739,0.00047967,0.26418735,0.02310540,0.19540306
-3.12456228,0.41830473,0.00026689,0.00009662,0.00422726,0.00040284,0.25417612,0.02004310,0.19460016
-3.11855928,0.41128083,0.00022217,0.00010689,0.00352907,0.00033594,0.24541779,0.01736642,0.19472628
-3.11255628,0.40623756,0.00018369,0.00011743,0.00292512,0.00027817,0.23775611,0.01504546,0.19563003
-3.10655328,0.40283645,0.00015084,0.00012813,0.00240718,0.00022870,0.23102919,0.01304850,0.19714804
-3.10055028,0.40072595,0.00012301,0.00013880,0.00196677,0.00018670,0.22507373,0.01134302,0.19910854
-3.09454727,0.39954920,0.00009962,0.00014931,0.00159543,0.00015133,0.21972863,0.00989655,0.20133499
-3.08854427,0.39895155,0.00008012,0.00015946,0.00128493,0.00012179,0.21483817,0.00867746,0.20364979
-3.08254127,0.39858769,0.00006399,0.00016908,0.00102745,0.00009733,0.21025461,0.00765554,0.20587811
-3.07653827,0.39812835,0.00005075,0.00017800,0.00081567,0.00007723,0.20584049,0.00680246,0.20785156
-3.07053527,0.39726669,0.00003997,0.00018605,0.00064291,0.00006085,0.20147045,0.00609214,0.20941189
-3.06453227,0.39572408,0.00003127,0.00019307,0.00050310,0.00004762,0.19703286,0.00550092,0.21041457
-3.05852926,0.39325541,0.00002431,0.00019892,0.00039088,0.00003703,0.19243103,0.00500771,0.21073203
-3.05252626,0.38965366,0.00001879,0.00020347,0.00030151,0.00002863,0.18758425,0.00459397,0.21025667
-3.04652326,0.38475360,0.00001445,0.00020663,0.00023090,0.00002203,0.18242857,0.00424371,0.20890333
-3.04052026,0.37843467,0.00001110,0.00020834,0.00017557,0.00001692,0.17691719,0.00394336,0.20661130
-3.03451726,0.37062259,0.00000854,0.00020855,0.00013253,0.00001302,0.17102071,0.00368164,0.20334559
-3.02851426,0.36128993,0.00000664,0.00020726,0.00009933,0.00001013,0.16472685,0.00344942,0.19909752
-3.02251126,0.35045535,0.00000529,0.00020451,0.00007391,0.00000808,0.15804002,0.00323949,0.19388454
-3.01650825,0.33818159,0.00000441,0.00020034,0.00005460,0.00000673,0.15098032,0.00304645,0.18774932
-3.01050525,0.32457228,0.00000394,0.00019486,0.00004005,0.00000603,0.14358232,0.00286650,0.18075796
-3.00450225,0.30976760,0.00000387,0.00018816,0.00002916,0.00000593,0.13589343,0.00269727,0.17299771
-2.99849925,0.29393901,0.00000419,0.00018040,0.00002109,0.00000643,0.12797194,0.00253772,0.16457398
-2.99249625,0.27728328,0.00000493,0.00017173,0.00001514,0.00000758,0.11988485,0.00238798,0.15560693
-2.98649325,0.26001604,0.00000617,0.00016231,0.00001079,0.00000949,0.11170553,0.00224927,0.14622785
-2.98049025,0.24236511,0.00000799,0.00015233,0.00000763,0.00001230,0.10351129,0.00212386,0.13657535
-2.97448724,0.22456400,0.00001053,0.00014196,0.00000537,0.00001621,0.09538096,0.00201502,0.12679169
-2.96848424,0.20684568,0.00001396,0.00013137,0.00000375,0.00002150,0.08739258,0.00192701,0.11701921
-2.96248124,0.18943712,0.00001852,0.00012074,0.00000260,0.00002851,0.07962134,0.00186513,0.10739732
-2.95647824,0.17255452,0.00002447,0.00011024,0.00000179,0.00003768,0.07213772,0.00183579,0.09805979
-2.95047524,0.15639956,0.00003217,0.00010000,0.00000123,0.00004954,0.06500606,0.00184656,0.08913275
-2.94447224,0.14115679,0.00004204,0.00009016,0.00000085,0.00006473,0.05828343,0.00190632,0.08073330
-2.93846923,0.12699197,0.00005456,0.00008083,0.00000058,0.00008402,0.05201897,0.00202533,0.07296866
-2.93246623,0.11405162,0.00007033,0.00007211,0.00000041,0.00010830,0.04625359,0.00221539,0.06593604
-2.92646323,0.10246332,0.00009002,0.00006407,0.00000030,0.00013861,0.04102001,0.00248994,0.05972295
-2.92046023,0.09233699,0.00011439,0.00005679,0.00000023,0.00017614,0.03634316,0.00286412,0.05440801
-2.91445723,0.08376656,0.00014433,0.00005030,0.00000019,0.00022224,0.03224085,0.00335481,0.05006194
-2.90845423,0.07683215,0.00018081,0.00004463,0.00000017,0.00027840,0.02872454,0.00398065,0.04674883
-2.90245123,0.07160224,0.00022487,0.00003981,0.00000017,0.00034625,0.02580030,0.00476188,0.04452732
-2.89644822,0.06813579,0.00027766,0.00003585,0.00000018,0.00042754,0.02346976,0.00572019,0.04345162
-2.89044522,0.06648391,0.00034039,0.00003274,0.00000021,0.00052412,0.02173097,0.00687839,0.04357226
-2.88444222,0.06669103,0.00041429,0.00003048,0.00000024,0.00063792,0.02057921,0.00825998,0.04493636
-2.87843922,0.06879528,0.00050062,0.00002905,0.00000029,0.00077084,0.02000755,0.00988855,0.04758739
-2.87243622,0.07282811,0.00060059,0.00002844,0.00000034,0.00092478,0.02000720,0.01178712,0.05156435
-2.86643322,0.07881288,0.00071536,0.00002863,0.00000041,0.00110149,0.02056766,0.01397725,0.05690024
-2.86043022,0.08676273,0.00084593,0.00002960,0.00000048,0.00130254,0.02167656,0.01647810,0.06362002
-2.85442721,0.09667748,0.00099316,0.00003132,0.00000056,0.00152924,0.02331931,0.01930535,0.07173795
-2.84842421,0.10854002,0.00115763,0.00003376,0.00000066,0.00178249,0.02547846,0.02247006,0.08125456
-2.84242121,0.12231209,0.00133966,0.00003688,0.00000076,0.00206277,0.02813299,0.02597754,0.09215320
-2.83641821,0.13792996,0.00153918,0.00004066,0.00000088,0.00236997,0.03125746,0.02982619,0.10439671
-2.83041521,0.15530014,0.00175572,0.00004503,0.00000101,0.00270338,0.03482108,0.03400649,0.11792399
-2.82441221,0.17429551,0.00198834,0.00004994,0.00000115,0.00306156,0.03878690,0.03850007,0.13264705
-2.81840920,0.19475221,0.00223563,0.00005535,0.00000130,0.00344231,0.04311109,0.04327903,0.14844867
-2.81240620,0.21646753,0.00249563,0.00006117,0.00000146,0.00384263,0.04774245,0.04830553,0.16518083
-2.80640320,0.23919928,0.00276589,0.00006733,0.00000164,0.00425872,0.05262212,0.05353171,0.18266429
-2.80040020,0.26266658,0.00304343,0.00007374,0.00000184,0.00468601,0.05768377,0.05890000,0.20068930
-2.79439720,0.28655260,0.00332482,0.00008031,0.00000206,0.00511919,0.06285404,0.06434381,0.21901781
-2.78839420,0.31050907,0.00360620,0.00008693,0.00000230,0.00555232,0.06805346,0.06978864,0.23738695
-2.78239120,0.33416263,0.00388340,0.00009350,0.00000258,0.00597895,0.07319776,0.07515367,0.25551408
-2.77638819,0.35712300,0.00415200,0.00009990,0.00000290,0.00639225,0.07819956,0.08035366,0.27310308
-2.77038519,0.37899267,0.00440748,0.00010604,0.00000329,0.00678525,0.08297045,0.08530125,0.28985184
-2.76438219,0.39937775,0.00464533,0.00011180,0.00000376,0.00715093,0.08742329,0.08990948,0.30546066
-2.75837919,0.41789971,0.00486122,0.00011708,0.00000435,0.00748257,0.09147472,0.09409454,0.31964135
-2.75237619,0.43420749,0.00505109,0.00012179,0.00000511,0.00777384,0.09504784,0.09777852,0.33212647
-2.74637319,0.44798938,0.00521136,0.00012586,0.00000609,0.00801910,0.09807472,0.10089220,0.34267855
-2.74037019,0.45898434,0.00533902,0.00012923,0.00000739,0.00821358,0.10049891,0.10337762,0.35109876
-2.73436718,0.46699206,0.00543178,0.00013187,0.00000911,0.00835352,0.10227763,0.10519037,0.35723464
-2.72836418,0.47188133,0.00548815,0.00013376,0.00001140,0.00843637,0.10338361,0.10630159,0.36098660
-2.72236118,0.47359644,0.00550754,0.00013491,0.00001444,0.00846089,0.10380654,0.10669932,0.36231280
-2.71635818,0.47216118,0.00549034,0.00013536,0.00001848,0.00842718,0.10355391,0.10638954,0.36123222
-2.71035518,0.46768020,0.00543791,0.00013519,0.00002385,0.00833674,0.10265136,0.10539641,0.35782579
-2.70435218,0.46033783,0.00535259,0.00013448,0.00003093,0.00819242,0.10114242,0.10376203,0.35223543
-2.69834917,0.45039419,0.00523772,0.00013338,0.00004023,0.00799838,0.09908771,0.10154558,0.34466116
-2.69234617,0.43817896,0.00509755,0.00013202,0.00005240,0.00775993,0.09656348,0.09882186,0.33535624
-2.68634317,0.42408279,0.00493720,0.00013058,0.00006821,0.00748340,0.09365982,0.09567941,0.32462072
-2.68034017,0.40854708,0.00476259,0.00012926,0.00008864,0.00717597,0.09047826,0.09221806,0.31279349
-2.67433717,0.39205210,0.00458032,0.00012827,0.00011488,0.00684544,0.08712919,0.08854633,0.30024328
-2.66833417,0.37510429,0.00439759,0.00012783,0.00014839,0.00650002,0.08372888,0.08477842,0.28735883
-2.66233117,0.35822293,0.00422214,0.00012817,0.00019088,0.00614811,0.08039652,0.08103118,0.27453870
-2.65632816,0.34192676,0.00406209,0.00012952,0.00024445,0.00579805,0.07725101,0.07742102,0.26218097
-2.65032516,0.32672089,0.00392594,0.00013210,0.00031152,0.00545796,0.07440795,0.07406084,0.25067316
-2.64432216,0.31308447,0.00382241,0.00013612,0.00039497,0.00513548,0.07197664,0.07105716,0.24038275
-2.63831916,0.30145930,0.00376046,0.00014176,0.00049809,0.00483764,0.07005731,0.06850747,0.23164835
-2.63231616,0.29223973,0.00374914,0.00014919,0.00062469,0.00457069,0.06873860,0.06649780,0.22477194
-2.62631316,0.28576405,0.00379762,0.00015853,0.00077905,0.00433999,0.06809535,0.06510072,0.22001211
-2.62031016,0.28230734,0.00391508,0.00016987,0.00096598,0.00414994,0.06818668,0.06437359,0.21757861
-2.61430715,0.28207612,0.00411065,0.00018326,0.00119078,0.00400386,0.06905454,0.06435729,0.21762807
-2.60830415,0.28520463,0.00439337,0.00019867,0.00145926,0.00390404,0.07072260,0.06507528,0.22026113
-2.60230115,0.29175282,0.00477205,0.00021605,0.00177763,0.00385167,0.07319553,0.06653316,0.22552086
-2.59629815,0.30170615,0.00525521,0.00023528,0.00215249,0.00384690,0.07645885,0.06871859,0.23339250
-2.59029515,0.31497697,0.00585086,0.00025617,0.00259071,0.00388888,0.08047913,0.07160162,0.24380455
-2.58429215,0.33140764,0.00656636,0.00027849,0.00309931,0.00397579,0.08520468,0.07513549,0.25663116
-2.57828914,0.35077524,0.00740820,0.00030193,0.00368529,0.00410498,0.09056673,0.07925780,0.27169575
-2.57228614,0.37279785,0.00838174,0.00032617,0.00435550,0.00427300,0.09648105,0.08389206,0.28877591
-2.56628314,0.39714226,0.00949090,0.00035079,0.00511642,0.00447579,0.10285005,0.08894965,0.30760940
-2.56028014,0.42343311,0.01073788,0.00037539,0.00597399,0.00470871,0.10956522,0.09433208,0.32790129
-2.55427714,0.45126319,0.01212283,0.00039950,0.00693337,0.00496675,0.11651005,0.09993354,0.34933197
-2.54827414,0.48020481,0.01364350,0.00042267,0.00799877,0.00524460,0.12356317,0.10564372,0.37156609
-2.54227114,0.50982198,0.01529497,0.00044442,0.00917324,0.00553684,0.13060176,0.11135078,0.39426200
-2.53626813,0.53968310,0.01706939,0.00046430,0.01045855,0.00583802,0.13750513,0.11694437,0.41708174
-2.53026513,0.56937386,0.01895571,0.00048187,0.01185508,0.00614288,0.14415829,0.12231875,0.43970105
-2.52426213,0.59851001,0.02093962,0.00049675,0.01336171,0.00644639,0.15045550,0.12737572,0.46181936
-2.51825913,0.62674959,0.02300346,0.00050860,0.01497589,0.00674395,0.15630354,0.13202741,0.48316924
-2.51225613,0.65380412,0.02512635,0.00051714,0.01669365,0.00703146,0.16162475,0.13619876,0.50352515
-2.50625313,0.67944851,0.02728433,0.00052216,0.01850975,0.00730545,0.16635958,0.13982961,0.52271106
-2.50025013,0.70352909,0.02945075,0.00052354,0.02041787,0.00756315,0.17046856,0.14287638,0.54060664
-2.49424712,0.72596953,0.03159673,0.00052123,0.02241088,0.00780255,0.17393370,0.14531307,0.55715179
-2.48824412,0.74677416,0.03369175,0.00051527,0.02448107,0.00802245,0.17675911,0.14713188,0.57234912
-2.48224112,0.76602859,0.03570436,0.00050578,0.02662052,0.00822249,0.17897089,0.14834301,0.58626432
-2.47623812,0.78389724,0.03760301,0.00049295,0.02882139,0.00840310,0.18061619,0.14897400,0.59902422
-2.47023512,0.80061787,0.03935689,0.00047705,0.03107618,0.00856550,0.18176158,0.14906832,0.61081238
-2.46423212,0.81649292,0.04093684,0.00045840,0.03337799,0.00871162,0.18249061,0.14868356,0.62186244
-2.45822911,0.83187798,0.04231622,0.00043739,0.03572070,0.00884400,0.18290073,0.14788901,0.63244907
-2.45222611,0.84716745,0.04347180,0.00041441,0.03809895,0.00896568,0.18309968,0.14676286,0.64287696
-2.44622311,0.86277793,0.04438443,0.00038990,0.04050815,0.00908005,0.18320140,0.14538913,0.65346802
-2.44022011,0.87912967,0.04503972,0.00036431,0.04294430,0.00919069,0.18332169,0.14385437,0.66454714
-2.43421711,0.89662685,0.04542849,0.00033808,0.04540363,0.00930120,0.18357373,0.14224436,0.67642709
-2.42821411,0.91563738,0.04554705,0.00031162,0.04788222,0.00941502,0.18406367,0.14064080,0.68939312
-2.42221111,0.93647292,0.04539726,0.00028535,0.05037549,0.00953522,0.18488643,0.13911824,0.70368768
-2.41620810,0.95937014,0.04498644,0.00025962,0.05287761,0.00966436,0.18612198,0.13774137,0.71949621
-2.41020510,0.98447403,0.04432702,0.00023476,0.05538089,0.00980429,0.18783213,0.13656262,0.73693438
-2.40420210,1.01182421,0.04343608,0.00021106,0.05787524,0.00995604,0.19005816,0.13562041,0.75603764
-2.39819910,1.04134493,0.04233464,0.00018875,0.06034763,0.01011967,0.19281927,0.13493791,0.77675356
-2.39219610,1.07283963,0.04104691,0.00016801,0.06278176,0.01029424,0.19611202,0.13452249,0.79893757
-2.38619310,1.10599048,0.03959941,0.00014898,0.06515780,0.01047774,0.19991090,0.13436588,0.82235236
-2.38019010,1.14036335,0.03802009,0.00013175,0.06745244,0.01066710,0.20416983,0.13444492,0.84667144
-2.37418709,1.17541821,0.03633739,0.00011637,0.06963909,0.01085829,0.20882484,0.13472307,0.87148664
-2.36818409,1.21052495,0.03457937,0.00010286,0.07168842,0.01104639,0.21379763,0.13515240,0.89631964
-2.36218109,1.24498402,0.03277300,0.00009121,0.07356902,0.01122574,0.21899995,0.13567620,0.92063717
-2.35617809,1.27805126,0.03094342,0.00008136,0.07524843,0.01139016,0.22433868,0.13623190,0.94386924
-2.35017509,1.30896595,0.02911345,0.00007327,0.07669424,0.01153316,0.22972127,0.13675431,0.96542989
-2.34417209,1.33698084,0.02730318,0.00006684,0.07787544,0.01164821,0.23506133,0.13717894,0.98473936
-2.33816908,1.36139286,0.02552978,0.00006200,0.07876372,0.01172895,0.24028419,0.13744535,1.00124688
-2.33216608,1.38157297,0.02380742,0.00005865,0.07933486,0.01176954,0.24533188,0.13750026,1.01445298
-2.32616308,1.39699378,0.02214731,0.00005669,0.07957002,0.01176484,0.25016754,0.13730041,1.02393020
-2.32016008,1.40725355,0.02055789,0.00005601,0.07945689,0.01171069,0.25477875,0.13681485,1.02934128
-2.31415708,1.41209517,0.01904518,0.00005652,0.07899055,0.01160407,0.25917975,0.13602683,1.03045392
-2.30815408,1.41141944,0.01761306,0.00005811,0.07817418,0.01144332,0.26341217,0.13493487,1.02715134
-2.30215108,1.40529162,0.01626373,0.00006068,0.07701927,0.01122819,0.26754443,0.13355325,1.01943823
-2.29614807,1.39394113,0.01499814,0.00006412,0.07554566,0.01095992,0.27166949,0.13191179,1.00744175
-2.29014507,1.37775431,0.01381640,0.00006833,0.07378109,0.01064126,0.27590130,0.13005490,0.99140759
-2.28414207,1.35726065,0.01271821,0.00007320,0.07176047,0.01027639,0.28036982,0.12804005,0.97169141
-2.27813907,1.33311330,0.01170318,0.00007863,0.06952480,0.00987084,0.28521507,0.12593569,0.94874610
-2.27213607,1.30606476,0.01077121,0.00008449,0.06711991,0.00943132,0.29058031,0.12381874,0.92310556
-2.26613307,1.27693921,0.00992266,0.00009067,0.06459491,0.00896557,0.29660488,0.12177186,0.89536596
-2.26013007,1.24660265,0.00915860,0.00009705,0.06200057,0.00848212,0.30341685,0.11988049,0.86616526
-2.25412706,1.21593266,0.00848087,0.00010350,0.05938770,0.00799009,0.31112608,0.11822992,0.83616228
-2.24812406,1.18578890,0.00789217,0.00010990,0.05680550,0.00749893,0.31981802,0.11690256,0.80601594
-2.24212106,1.15698593,0.00739601,0.00011611,0.05430006,0.00701818,0.32954850,0.11597532,0.77636589
-2.23611806,1.13026932,0.00699667,0.00012201,0.05191307,0.00655727,0.34033991,0.11551747,0.74781505
-2.23011506,1.10629602,0.00669902,0.00012747,0.04968073,0.00612530,0.35217896,0.11558884,0.72091480
-2.22411206,1.08561950,0.00650840,0.00013238,0.04763294,0.00573080,0.36501611,0.11623849,0.69615299
-2.21810905,1.06867985,0.00643038,0.00013663,0.04579280,0.00538162,0.37876677,0.11750380,0.67394526
-2.21210605,1.05579896,0.00647049,0.00014013,0.04417638,0.00508474,0.39331406,0.11941003,0.65462927
-2.20610305,1.04718018,0.00663396,0.00014279,0.04279282,0.00484616,0.40851314,0.12197019,0.63846193
-2.20010005,1.04291205,0.00692540,0.00014454,0.04164467,0.00467078,0.42419666,0.12518529,0.62561911
-2.19409705,1.04297522,0.00734847,0.00014536,0.04072839,0.00456231,0.44018110,0.12904477,0.61619746
-2.18809405,1.04725179,0.00790552,0.00014521,0.04003511,0.00452323,0.45627367,0.13352705,0.61021783
-2.18209105,1.05553601,0.00859729,0.00014409,0.03955147,0.00455471,0.47227922,0.13860018,0.60762978
-2.17608804,1.06754573,0.00942257,0.00014203,0.03926051,0.00465659,0.48800689,0.14422248,0.60831668
-2.17008504,1.08293364,0.01037786,0.00013905,0.03914257,0.00482735,0.50327611,0.15034308,0.61210115
-2.16408204,1.10129783,0.01145716,0.00013523,0.03917622,0.00506411,0.51792163,0.15690246,0.61875042
-2.15807904,1.12219137,0.01265170,0.00013064,0.03933901,0.00536266,0.53179738,0.16383285,0.62798163
-2.15207604,1.14513061,0.01394986,0.00012537,0.03960823,0.00571745,0.54477906,0.17105862,0.63946682
-2.14607304,1.16960240,0.01533704,0.00011952,0.03996148,0.00612172,0.55676540,0.17849664,0.65283795
-2.14007004,1.19507038,0.01679578,0.00011319,0.04037713,0.00656752,0.56767816,0.18605682,0.66769196
-2.13406703,1.22098075,0.01830585,0.00010651,0.04083472,0.00704585,0.57746111,0.19364267,0.68359616
-2.12806403,1.24676800,0.01984454,0.00009958,0.04131516,0.00754685,0.58607813,0.20115217,0.70009419
-2.12206103,1.27186104,0.02138705,0.00009251,0.04180091,0.00805989,0.59351085,0.20847894,0.71671276
-2.11605803,1.29569020,0.02290697,0.00008542,0.04227606,0.00857388,0.59975593,0.21551379,0.73296941
-2.11005503,1.31769543,0.02437688,0.00007839,0.04272638,0.00907743,0.60482260,0.22214658,0.74838133
-2.10405203,1.33733591,0.02576906,0.00007153,0.04313938,0.00955919,0.60873040,0.22826854,0.76247511
-2.09804902,1.35410089,0.02705618,0.00006489,0.04350427,0.01000804,0.61150755,0.23377487,0.77479745
-2.09204602,1.36752188,0.02821211,0.00005854,0.04381205,0.01041347,0.61319001,0.23856763,0.78492634
-2.08604302,1.37718538,0.02921270,0.00005254,0.04405554,0.01076577,0.61382122,0.24255878,0.79248246
-2.08004002,1.38274580,0.03003652,0.00004692,0.04422944,0.01105639,0.61345260,0.24567312,0.79714022
-2.07403702,1.38393787,0.03066554,0.00004170,0.04433043,0.01127809,0.61214445,0.24785122,0.79863779
-2.06803402,1.38058745,0.03108572,0.00003690,0.04435721,0.01142523,0.60996727,0.24905186,0.79678584
-2.06203102,1.37262023,0.03128745,0.00003252,0.04431060,0.01149385,0.60700302,0.24925410,0.79147404
-2.05602801,1.36006738,0.03126589,0.00002855,0.04419352,0.01148184,0.60334615,0.24845856,0.78267528
-2.05002501,1.34306755,0.03102110,0.00002498,0.04401097,0.01138894,0.59910408,0.24668804,0.77044682
-2.04402201,1.32186478,0.03055804,0.00002180,0.04376992,0.01121674,0.59439682,0.24398722,0.75492860
-2.03801901,1.29680211,0.02988631,0.00001897,0.04347912,0.01096858,0.58935561,0.24042151,0.73633825
-2.03201601,1.26831094,0.02901988,0.00001647,0.04314878,0.01064944,0.58412040,0.23607496,0.71496323
-2.02601301,1.23689643,0.02797651,0.00001427,0.04279027,0.01026574,0.57883625,0.23104745,0.69115034
-2.02001001,1.20311968,0.02677719,0.00001234,0.04241562,0.00982508,0.57364868,0.22545115,0.66529288
-2.01400700,1.16757722,0.02544538,0.00001066,0.04203701,0.00933600,0.56869818,0.21940650,0.63781638
-2.00800400,1.13087916,0.02400628,0.00000920,0.04166630,0.00880770,0.56411423,0.21303784,0.60916330
-2.00200100,1.09362677,0.02248599,0.00000793,0.04131439,0.00824972,0.56000915,0.20646896,0.57977756
-1.99599800,1.05639091,0.02091079,0.00000683,0.04099074,0.00767167,0.55647220,0.19981877,0.55008966
-1.98999500,1.01969214,0.01930631,0.00000588,0.04070290,0.00708293,0.55356430,0.19319731,0.52050297
-1.98399200,0.98398381,0.01769697,0.00000505,0.04045611,0.00649245,0.55131388,0.18670227,0.49138195
-1.97798899,0.94963866,0.01610530,0.00000433,0.04025300,0.00590847,0.54971403,0.18041619,0.46304263
-1.97198599,0.91693966,0.01455154,0.00000371,0.04009345,0.00533842,0.54872136,0.17440455,0.43574581
-1.96598299,0.88607547,0.01305327,0.00000318,0.03997460,0.00478875,0.54825655,0.16871459,0.40969313
-1.95997999,0.85714042,0.01162519,0.00000271,0.03989088,0.00426482,0.54820677,0.16337509,0.38502595
-1.95397699,0.83013895,0.01027899,0.00000231,0.03983435,0.00377095,0.54842975,0.15839702,0.36182708
-1.94797399,0.80499400,0.00902342,0.00000196,0.03979503,0.00331032,0.54875935,0.15377490,0.34012488
-1.94197099,0.78155864,0.00786433,0.00000166,0.03976133,0.00288510,0.54901235,0.14948878,0.31989951
-1.93596798,0.75963029,0.00680491,0.00000140,0.03972063,0.00249644,0.54899595,0.14550681,0.30109081
-1.92996498,0.73896646,0.00584592,0.00000117,0.03965977,0.00214463,0.54851576,0.14178804,0.28360720
-1.92396198,0.71930119,0.00498602,0.00000098,0.03956570,0.00182916,0.54738365,0.13828543,0.26733527
-1.91795898,0.70036135,0.00422206,0.00000082,0.03942593,0.00154890,0.54542512,0.13494881,0.25214935
-1.91195598,0.68188180,0.00354948,0.00000068,0.03922908,0.00130216,0.54248589,0.13172773,0.23792078
-1.90595298,0.66361905,0.00296262,0.00000056,0.03896526,0.00108686,0.53843726,0.12857400,0.22452627
-1.89994997,0.64536263,0.00245503,0.00000046,0.03862638,0.00090065,0.53318019,0.12544383,0.21185532
-1.89394697,0.62694402,0.00201979,0.00000037,0.03820641,0.00074098,0.52664793,0.12229961,0.19981628
-1.88794397,0.60824297,0.00164979,0.00000030,0.03770146,0.00060524,0.51880716,0.11911112,0.18834097
-1.88194097,0.58919121,0.00133788,0.00000024,0.03710987,0.00049081,0.50965776,0.11585638,0.17738797
-1.87593797,0.56977374,0.00107716,0.00000019,0.03643209,0.00039516,0.49923148,0.11252200,0.16694449
-1.86993497,0.55002806,0.00086102,0.00000015,0.03567067,0.00031587,0.48758954,0.10910322,0.15702696
-1.86393197,0.53004163,0.00068331,0.00000012,0.03482998,0.00025068,0.47481956,0.10560355,0.14768067
-1.85792896,0.50994801,0.00053839,0.00000010,0.03391613,0.00019751,0.46103207,0.10203425,0.13897834
-1.85192596,0.48992208,0.00042118,0.00000008,0.03293670,0.00015451,0.44635678,0.09841364,0.13101817
-1.84592296,0.47017475,0.00032713,0.00000006,0.03190054,0.00012001,0.43093901,0.09476624,0.12392126
-1.83991996,0.45094733,0.00025229,0.00000005,0.03081762,0.00009255,0.41493613,0.09112193,0.11782871
-1.83391696,0.43250599,0.00019321,0.00000004,0.02969881,0.00007087,0.39851453,0.08751509,0.11289843
-1.82791396,0.41513621,0.00014698,0.00000003,0.02855572,0.00005391,0.38184680,0.08398372,0.10930187
-1.82191096,0.39913742,0.00011110,0.00000003,0.02740059,0.00004074,0.36510935,0.08056866,0.10722042
-1.81590795,0.38481765,0.00008354,0.00000003,0.02624615,0.00003062,0.34848027,0.07731272,0.10684178
-1.80990495,0.37248820,0.00006260,0.00000004,0.02510546,0.00002292,0.33213743,0.07425991,0.10835603
-1.80390195,0.36245805,0.00004693,0.00000005,0.02399179,0.00001715,0.31625661,0.07145463,0.11195137
-1.79789895,0.35502792,0.00003545,0.00000007,0.02291848,0.00001291,0.30100961,0.06894074,0.11780952
-1.79189595,0.35048384,0.00002736,0.00000009,0.02189875,0.00000990,0.28656213,0.06676065,0.12610063
-1.78589295,0.34909002,0.00002206,0.00000013,0.02094547,0.00000789,0.27307152,0.06495433,0.13697775
-1.77988994,0.35108114,0.00001917,0.00000019,0.02007096,0.00000673,0.26068405,0.06355816,0.15057069
-1.77388694,0.35665398,0.00001850,0.00000028,0.01928671,0.00000635,0.24953204,0.06260376,0.16697965
-1.76788394,0.36595866,0.00002007,0.00000040,0.01860306,0.00000674,0.23973064,0.06211678,0.18626835
-1.76188094,0.37908959,0.00002409,0.00000058,0.01802891,0.00000794,0.23137446,0.06211564,0.20845717
-1.75587794,0.39607673,0.00003098,0.00000082,0.01757143,0.00001009,0.22453424,0.06261030,0.23351648
-1.74987494,0.41687731,0.00004144,0.00000115,0.01723573,0.00001341,0.21925359,0.06360118,0.26136036
-1.74387194,0.44136873,0.00005648,0.00000161,0.01702461,0.00001820,0.21554619,0.06507816,0.29184130
-1.73786893,0.46934312,0.00007743,0.00000224,0.01693833,0.00002491,0.21339347,0.06701988,0.32474606
-1.73186593,0.50050395,0.00010612,0.00000309,0.01697450,0.00003411,0.21274303,0.06939330,0.35979334
-1.72586293,0.53446542,0.00014489,0.00000424,0.01712797,0.00004655,0.21350812,0.07215362,0.39663336
-1.71985993,0.57075481,0.00019671,0.00000576,0.01739085,0.00006319,0.21556800,0.07524460,0.43484989
-1.71385693,0.60881820,0.00026538,0.00000778,0.01775271,0.00008524,0.21876966,0.07859931,0.47396489
-1.70785393,0.64802968,0.00035560,0.00001043,0.01820071,0.00011420,0.22293056,0.08214130,0.51344590
-1.70185093,0.68770400,0.00047315,0.00001388,0.01872005,0.00015195,0.22784270,0.08578625,0.55271613
-1.69584792,0.72711254,0.00062510,0.00001833,0.01929435,0.00020075,0.23327766,0.08944389,0.59116719
-1.68984492,0.76550205,0.00081997,0.00002405,0.01990620,0.00026333,0.23899265,0.09302044,0.62817407
