energy_ev,total_up,N_s_up,N_p_up,Ni_p_up,Ni_d_up,Rh_p_up,Rh_d_up,Se_s_up,Se_p_up
-2.98049025,5.61496446,0.00176584,0.05170294,0.72283017,4.61151601,0.33958871,1.35704178,0.00683938,0.15420312
-2.97448724,5.61965327,0.00176157,0.05239424,0.72657672,4.63536791,0.33889523,1.33989568,0.00692238,0.15233653
-2.96848424,5.61161500,0.00176020,0.05307069,0.72808277,4.64630921,0.33726270,1.32169863,0.00700765,0.15046480
-2.96248124,5.59109822,0.00176351,0.05371537,0.72737404,4.64423676,0.33471413,1.30275950,0.00709387,0.14863713
-2.95647824,5.55856885,0.00177339,0.05431021,0.72452377,4.62930088,0.33128689,1.28337598,0.00717961,0.14690416
-2.95047524,5.51470007,0.00179180,0.05483674,0.71965071,4.60189927,0.32703140,1.26383002,0.00726329,0.14531745
-2.94447224,5.46035950,0.00182078,0.05527688,0.71291593,4.56266590,0.32200967,1.24438497,0.00734327,0.14392892
-2.93846923,5.39659386,0.00186234,0.05561374,0.70451839,4.51245525,0.31629375,1.22528456,0.00741789,0.14279042
-2.93246623,5.32461126,0.00191849,0.05583235,0.69468959,4.45232214,0.30996397,1.20675335,0.00748553,0.14195317
-2.92646323,5.24576100,0.00199116,0.05592043,0.68368731,4.38349771,0.30310734,1.18899844,0.00754469,0.14146714
-2.92046023,5.16151101,0.00208214,0.05586893,0.67178876,4.30736179,0.29581577,1.17221200,0.00759408,0.14138037
-2.91445723,5.07342270,0.00219304,0.05567257,0.65928312,4.22541237,0.28818442,1.15657416,0.00763271,0.14173811
-2.90845423,4.98312342,0.00232522,0.05533010,0.64646393,4.13923246,0.28031006,1.14225593,0.00765990,0.14258178
-2.90245123,4.89227647,0.00247972,0.05484447,0.63362135,4.05045505,0.27228943,1.12942160,0.00767543,0.14394788
-2.89644822,4.80254909,0.00265722,0.05422283,0.62103454,3.96072682,0.26421773,1.11823034,0.00767950,0.14586663
-2.89044522,4.71557862,0.00285793,0.05347628,0.60896441,3.87167133,0.25618709,1.10883677,0.00767284,0.14836066
-2.88444222,4.63293768,0.00308155,0.05261950,0.59764688,3.78485249,0.24828518,1.10139018,0.00765662,0.15144354
-2.87843922,4.55609904,0.00332722,0.05167026,0.58728687,3.70173915,0.24059386,1.09603260,0.00763251,0.15511843
-2.87243622,4.48640114,0.00359346,0.05064871,0.57805314,3.62367191,0.23318793,1.09289556,0.00760259,0.15937684
-2.86643322,4.42501541,0.00387815,0.04957666,0.57007421,3.55183282,0.22613405,1.09209583,0.00756932,0.16419753
-2.86043022,4.37291655,0.00417851,0.04847673,0.56343535,3.48721901,0.21948973,1.09373044,0.00753540,0.16954579
-2.85442721,4.33085687,0.00449110,0.04737156,0.55817687,3.43062117,0.21330254,1.09787122,0.00750372,0.17537306
-2.84842421,4.29934582,0.00481189,0.04628295,0.55429368,3.38260727,0.20760953,1.10455934,0.00747718,0.18161700
-2.84242121,4.27863566,0.00513627,0.04523110,0.55173613,3.34351242,0.20243682,1.11380023,0.00745863,0.18820207
-2.83641821,4.26871398,0.00545919,0.04423392,0.55041223,3.31343488,0.19779942,1.12555912,0.00745069,0.19504061
-2.83041521,4.26930344,0.00577524,0.04330640,0.55019096,3.29223850,0.19370131,1.13975777,0.00745567,0.20203447
-2.82441221,4.27986904,0.00607879,0.04246025,0.55090688,3.27956140,0.19013577,1.15627245,0.00747541,0.20907709
-2.81840920,4.29963255,0.00636415,0.04170352,0.55236551,3.27483048,0.18708590,1.17493344,0.00751123,0.21605603
-2.81240620,4.32759373,0.00662574,0.04104051,0.55434967,3.27728124,0.18452535,1.19552614,0.00756382,0.22285585
-2.80640320,4.36255756,0.00685825,0.04047174,0.55662631,3.28598202,0.18241925,1.21779377,0.00763323,0.22936119
-2.80040020,4.40316636,0.00705687,0.03999417,0.55895368,3.29986187,0.18072524,1.24144154,0.00771880,0.23545996
-2.79439720,4.44793576,0.00721736,0.03960147,0.56108863,3.31774100,0.17939470,1.26614218,0.00781920,0.24104652
-2.78839420,4.49529311,0.00733630,0.03928445,0.56279372,3.33836272,0.17837394,1.29154253,0.00793244,0.24602466
-2.78239120,4.54361710,0.00741116,0.03903160,0.56384393,3.36042596,0.17760551,1.31727101,0.00805598,0.25031031
-2.77638819,4.59127727,0.00744042,0.03882969,0.56403273,3.38261747,0.17702948,1.34294549,0.00818676,0.25383383
-2.77038519,4.63667225,0.00742361,0.03866438,0.56317742,3.40364264,0.17658471,1.36818147,0.00832135,0.25654180
-2.76438219,4.67826577,0.00736137,0.03852092,0.56112340,3.42225462,0.17621002,1.39260016,0.00845608,0.25839822
-2.75837919,4.71461947,0.00725542,0.03838473,0.55774745,3.43728078,0.17584542,1.41583613,0.00858715,0.25938515
-2.75237619,4.74442200,0.00710849,0.03824206,0.55295988,3.44764644,0.17543315,1.43754446,0.00871082,0.25950268
-2.74637319,4.76651379,0.00692428,0.03808049,0.54670553,3.45239538,0.17491870,1.45740712,0.00882353,0.25876834
-2.74037019,4.77990733,0.00670726,0.03788938,0.53896368,3.45070699,0.17425175,1.47513834,0.00892205,0.25721595
-2.73436718,4.78380267,0.00646259,0.03766024,0.52974697,3.44190996,0.17338703,1.49048907,0.00900361,0.25489404
-2.72836418,4.77759812,0.00619590,0.03738693,0.51909940,3.42549248,0.17228506,1.50325025,0.00906604,0.25186380
-2.72236118,4.76089626,0.00591313,0.03706584,0.50709357,3.40110886,0.17091287,1.51325504,0.00910780,0.24819680
-2.71635818,4.73350514,0.00562034,0.03669584,0.49382731,3.36858253,0.16924453,1.52037988,0.00912814,0.24397252
-2.71035518,4.69543502,0.00532350,0.03627824,0.47941987,3.32790559,0.16726162,1.52454442,0.00912706,0.23927575
-2.70435218,4.64689065,0.00502832,0.03581650,0.46400784,3.27923462,0.16495353,1.52571050,0.00910533,0.23419409
-2.69834917,4.58825940,0.00474009,0.03531604,0.44774088,3.22288309,0.16231762,1.52388000,0.00906451,0.22881541
-2.69234617,4.52009545,0.00446356,0.03478382,0.43077752,3.15931018,0.15935922,1.51909193,0.00900686,0.22322561
-2.68634317,4.44310047,0.00420278,0.03422794,0.41328103,3.08910648,0.15609138,1.51141868,0.00893525,0.21750656
-2.68034017,4.35810119,0.00396105,0.03365722,0.39541561,3.01297647,0.15253443,1.50096166,0.00885306,0.21173425
-2.67433717,4.26602452,0.00374084,0.03308078,0.37734281,2.93171853,0.14871540,1.48784649,0.00876409,0.20597738
-2.66833417,4.16787080,0.00354381,0.03250759,0.35921834,2.84620272,0.14466716,1.47221793,0.00867234,0.20029619
-2.66233117,4.06468622,0.00337077,0.03194609,0.34118940,2.75734717,0.14042739,1.45423474,0.00858193,0.19474164
-2.65632816,3.95753513,0.00322173,0.03140387,0.32339241,2.66609369,0.13603746,1.43406480,0.00849692,0.18935497
-2.65032516,3.84747345,0.00309598,0.03088743,0.30595120,2.57338366,0.13154115,1.41188057,0.00842113,0.18416759
-2.64432216,3.73552402,0.00299217,0.03040197,0.28897577,2.48013485,0.12698334,1.38785526,0.00835806,0.17920128
-2.63831916,3.62265504,0.00290839,0.02995127,0.27256155,2.38722035,0.12240870,1.36215975,0.00831070,0.17446871
-2.63231616,3.50976233,0.00284229,0.02953774,0.25678906,2.29545018,0.11786051,1.33496061,0.00828151,0.16997425
-2.62631316,3.39765633,0.00279122,0.02916242,0.24172413,2.20555660,0.11337954,1.30641911,0.00827227,0.16571505
-2.62031016,3.28705406,0.00275234,0.02882518,0.22741849,2.11818339,0.10900319,1.27669145,0.00828411,0.16168231
-2.61430715,3.17857661,0.00272277,0.02852486,0.21391079,2.03387967,0.10476480,1.24593005,0.00831743,0.15786275
-2.60830415,3.07275171,0.00269966,0.02825960,0.20122794,1.95309826,0.10069331,1.21428581,0.00837198,0.15424021
-2.60230115,2.97002136,0.00268036,0.02802708,0.18938668,1.87619845,0.09681315,1.18191127,0.00844689,0.15079727
-2.59629815,2.87075364,0.00266248,0.02782485,0.17839540,1.80345287,0.09314443,1.14896425,0.00854072,0.14751697
-2.59029515,2.77525782,0.00264398,0.02765066,0.16825605,1.73505768,0.08970336,1.11561185,0.00865161,0.14438438
-2.58429215,2.68380174,0.00262323,0.02750276,0.15896601,1.67114542,0.08650298,1.08203440,0.00877736,0.14138812
-2.57828914,2.59663010,0.00259910,0.02738017,0.15051994,1.61179954,0.08355394,1.04842901,0.00891560,0.13852165
-2.57228614,2.51398237,0.00257090,0.02728292,0.14291141,1.55706948,0.08086542,1.01501247,0.00906387,0.13578430
-2.56628314,2.43610912,0.00253848,0.02721227,0.13613434,1.50698548,0.07844614,0.98202313,0.00921981,0.13318209
-2.56028014,2.36328541,0.00250213,0.02717081,0.13018399,1.46157183,0.07630518,0.94972155,0.00938124,0.13072805
-2.55427714,2.29582035,0.00246260,0.02716251,0.12505769,1.42085797,0.07445279,0.91838975,0.00954632,0.12844232
-2.54827414,2.23406201,0.00242104,0.02719277,0.12075500,1.38488649,0.07290095,0.88832884,0.00971358,0.12635176
-2.54227114,2.17839706,0.00237888,0.02726829,0.11727752,1.35371765,0.07166365,0.85985515,0.00988203,0.12448918
-2.53626813,2.12924513,0.00233785,0.02739693,0.11462817,1.32742996,0.07075696,0.83329485,0.01005120,0.12289224
-2.53026513,2.08704771,0.00229978,0.02758749,0.11281013,1.30611697,0.07019871,0.80897709,0.01022112,0.12160193
-2.52426213,2.05225223,0.00226661,0.02784943,0.11182534,1.28988018,0.07000789,0.78722605,0.01039228,0.12066082
-2.51825913,2.02529191,0.00224020,0.02819248,0.11167281,1.27881871,0.07020379,0.76835204,0.01056565,0.12011107
-2.51225613,2.00656231,0.00222233,0.02862628,0.11234662,1.27301619,0.07080481,0.75264205,0.01074251,0.11999224
-2.50625313,1.99639576,0.00221454,0.02915989,0.11383403,1.27252567,0.07182719,0.74035005,0.01092440,0.12033908
-2.50025013,1.99503505,0.00221807,0.02980135,0.11611344,1.27735353,0.07328354,0.73168754,0.01111294,0.12117935
-2.49424712,2.00260764,0.00223384,0.03055714,0.11915277,1.28744330,0.07518134,0.72681465,0.01130974,0.12253171
-2.48824412,2.01910201,0.00226232,0.03143177,0.12290794,1.30266046,0.07752157,0.72583227,0.01151624,0.12440391
-2.48224112,2.04434740,0.00230357,0.03242725,0.12732192,1.32277925,0.08029740,0.72877561,0.01173352,0.12679119
-2.47623812,2.07799835,0.00235716,0.03354275,0.13232423,1.34747239,0.08349313,0.73560940,0.01196223,0.12967519
-2.47023512,2.11952511,0.00242222,0.03477422,0.13783109,1.37630459,0.08708352,0.74622528,0.01220241,0.13302323
-2.46423212,2.16821090,0.00249742,0.03611414,0.14374617,1.40873044,0.09103334,0.76044132,0.01245346,0.13678813
-2.45822911,2.22315649,0.00258103,0.03755146,0.14996198,1.44409727,0.09529746,0.77800409,0.01271403,0.14090862
-2.45222611,2.28329258,0.00267095,0.03907155,0.15636193,1.48165302,0.09982129,0.79859310,0.01298200,0.14531028
-2.44622311,2.34739970,0.00276479,0.04065636,0.16282292,1.52055923,0.10454171,0.82182776,0.01325452,0.14990701
-2.44022011,2.41413539,0.00285995,0.04228473,0.16921841,1.55990884,0.10938835,0.84727659,0.01352806,0.15460307
-2.43421711,2.48206765,0.00295369,0.04393287,0.17542180,1.59874810,0.11428524,0.87446851,0.01379848,0.15929547
-2.42821411,2.54971362,0.00304322,0.04557488,0.18131004,1.63610202,0.11915279,0.90290570,0.01406120,0.16387684
-2.42221111,2.61558192,0.00312581,0.04718353,0.18676725,1.67100214,0.12390993,0.93207780,0.01431133,0.16823846
-2.41620810,2.67821715,0.00319886,0.04873105,0.19168821,1.70251561,0.12847641,0.96147672,0.01454388,0.17227347
-2.41020510,2.73624436,0.00325998,0.05018999,0.19598148,1.72977430,0.13277504,0.99061157,0.01475393,0.17588007
-2.40420210,2.78841199,0.00330708,0.05153410,0.19957214,1.75200253,0.13673393,1.01902313,0.01493688,0.17896463
-2.39819910,2.83363105,0.00333842,0.05273928,0.20240384,1.76854245,0.14028845,1.04629722,0.01508858,0.18144447
-2.39219610,2.87100906,0.00335269,0.05378431,0.20444026,1.77887565,0.14338302,1.07207635,0.01520555,0.18325034
-2.38619310,2.89987725,0.00334898,0.05465164,0.20566567,1.78264023,0.14597245,1.09606931,0.01528516,0.18432842
-2.38019010,2.91980974,0.00332687,0.05532791,0.20608487,1.77964260,0.14802297,1.11805815,0.01532565,0.18464173
-2.37418709,2.93063420,0.00328639,0.05580440,0.20572222,1.76986349,0.14951279,1.13790230,0.01532631,0.18417100
-2.36818409,2.93243349,0.00322800,0.05607723,0.20462011,1.75345813,0.15043229,1.15553974,0.01528746,0.18291485
-2.36218109,2.92553848,0.00315261,0.05614737,0.20283677,1.73075067,0.15078374,1.17098517,0.01521044,0.18088949
-2.35617809,2.91051273,0.00306149,0.05602043,0.20044368,1.70222330,0.15058070,1.18432532,0.01509759,0.17812770
-2.35017509,2.88812987,0.00295621,0.05570634,0.19752261,1.66850078,0.14984708,1.19571164,0.01495214,0.17467745
-2.34417209,2.85934495,0.00283865,0.05521877,0.19416262,1.63033124,0.14861600,1.20535089,0.01477809,0.17060005
-2.33816908,2.82526149,0.00271085,0.05457447,0.19045701,1.58856431,0.14692844,1.21349399,0.01458012,0.16596800
-2.33216608,2.78709557,0.00257503,0.05379249,0.18650049,1.54412752,0.14483181,1.22042371,0.01436338,0.16086269
-2.32616308,2.74613897,0.00243343,0.05289340,0.18238669,1.49800228,0.14237857,1.22644186,0.01413338,0.15537193
-2.32016008,2.70372271,0.00228833,0.05189848,0.17820599,1.45120019,0.13962477,1.23185660,0.01389583,0.14958767
-2.31415708,2.66118257,0.00214197,0.05082892,0.17404391,1.40474075,0.13662885,1.23697030,0.01365649,0.14360366
-2.30815408,2.61982785,0.00199646,0.04970520,0.16997999,1.35963101,0.13345050,1.24206862,0.01342109,0.13751351
-2.30215108,2.58091414,0.00185379,0.04854646,0.16608713,1.31684778,0.13014973,1.24741124,0.01319520,0.13140885
-2.29614807,2.54562087,0.00171578,0.04737015,0.16243139,1.27732253,0.12678604,1.25322448,0.01298416,0.12537789
-2.29014507,2.51503372,0.00158405,0.04619170,0.15907219,1.24192913,0.12341793,1.25969615,0.01279304,0.11950427
-2.28414207,2.49013206,0.00146002,0.04502446,0.15606279,1.21147423,0.12010236,1.26697267,0.01262658,0.11386624
-2.27813907,2.47178094,0.00134488,0.04387973,0.15345088,1.18669005,0.11689450,1.27515849,0.01248916,0.10853603
-2.27213607,2.46072707,0.00123959,0.04276693,0.15127936,1.16822900,0.11384744,1.28431771,0.01238481,0.10357962
-2.26613307,2.45759821,0.00114493,0.04169384,0.14958695,1.15665992,0.11101203,1.29447758,0.01231717,0.09905651
-2.26013007,2.46290501,0.00106145,0.04066703,0.14840875,1.15246512,0.10843668,1.30563366,0.01228945,0.09501976
-2.25412706,2.47704451,0.00098951,0.03969215,0.14777662,1.15603807,0.10616716,1.31775622,0.01230442,0.09151607
-2.24812406,2.50030455,0.00092928,0.03877441,0.14771919,1.16768117,0.10424629,1.33079744,0.01236437,0.08858580
-2.24212106,2.53286830,0.00088077,0.03791886,0.14826181,1.18760340,0.10271365,1.34469894,0.01247104,0.08626311
-2.23611806,2.57481835,0.00084386,0.03713072,0.14942604,1.21591769,0.10160509,1.35939918,0.01262553,0.08457591
-2.23011506,2.62614004,0.00081825,0.03641557,0.15122907,1.25263815,0.10095229,1.37484036,0.01282826,0.08354581
-2.22411206,2.68672368,0.00080354,0.03577948,0.15368288,1.29767708,0.10078217,1.39097428,0.01307887,0.08318801
-2.21810905,2.75636579,0.00079921,0.03522896,0.15679341,1.35084225,0.10111627,1.40776700,0.01337614,0.08351103
-2.21210605,2.83476939,0.00080464,0.03477088,0.16055958,1.41183476,0.10197013,1.42520185,0.01371790,0.08451646
-2.20610305,2.92154374,0.00081915,0.03441227,0.16497249,1.48024782,0.10335272,1.44328090,0.01410101,0.08619871
-2.20010005,3.01620392,0.00084196,0.03415996,0.17001474,1.55556704,0.10526586,1.46202458,0.01452131,0.08854468
-2.19409705,3.11817089,0.00087227,0.03402030,0.17565989,1.63717266,0.10770380,1.48146969,0.01497365,0.09153359
-2.18809405,3.22677248,0.00090927,0.03399870,0.18187237,1.72434404,0.11065291,1.50166594,0.01545189,0.09513683
-2.18209105,3.34124595,0.00095211,0.03409934,0.18860748,1.81626682,0.11409152,1.52267124,0.01594904,0.09931803
-2.17608804,3.46074272,0.00100002,0.03432469,0.19581194,1.91204281,0.11799001,1.54454615,0.01645735,0.10403319
-2.17008504,3.58433561,0.00105228,0.03467530,0.20342461,2.01070280,0.12231104,1.56734787,0.01696849,0.10923112
-2.16408204,3.71102893,0.00110827,0.03514957,0.21137764,2.11122202,0.12701005,1.59112429,0.01747378,0.11485402
-2.15807904,3.83977172,0.00116751,0.03574358,0.21959789,2.21253814,0.13203604,1.61590844,0.01796443,0.12083828
-2.15207604,3.96947381,0.00122970,0.03645116,0.22800852,2.31357116,0.13733241,1.64171396,0.01843177,0.12711550
-2.14607304,4.09902486,0.00129477,0.03726398,0.23653084,2.41324483,0.14283820,1.66853175,0.01886755,0.13361373
-2.14007004,4.22731558,0.00136288,0.03817184,0.24508623,2.51050877,0.14848937,1.69632835,0.01926426,0.14025875
-2.13406703,4.35326084,0.00143445,0.03916302,0.25359809,2.60436057,0.15422024,1.72504607,0.01961531,0.14697557
-2.12806403,4.47582367,0.00151023,0.04022478,0.26199371,2.69386702,0.15996507,1.75460495,0.01991533,0.15368994
-2.12206103,4.59403939,0.00159123,0.04134392,0.27020610,2.77818376,0.16565963,1.78490669,0.02016038,0.16032988
-2.11605803,4.70703875,0.00167878,0.04250744,0.27817552,2.85657239,0.17124275,1.81584002,0.02034806,0.16682710
-2.11005503,4.81406925,0.00177447,0.04370314,0.28585080,2.92841461,0.17665785,1.84728752,0.02047763,0.17311843
-2.10405203,4.91451331,0.00188014,0.04492031,0.29319031,2.99322250,0.18185425,1.87913325,0.02055010,0.17914695
-2.09804902,5.00790269,0.00199779,0.04615031,0.30016259,3.05064495,0.18678837,1.91127068,0.02056812,0.18486299
-2.09204602,5.09392808,0.00212956,0.04738713,0.30674649,3.10046955,0.19142464,1.94361042,0.02053595,0.19022489
-2.08604302,5.17244337,0.00227761,0.04862779,0.31293101,3.14262030,0.19573616,1.97608707,0.02045929,0.19519944
-2.08004002,5.24346410,0.00244403,0.04987264,0.31871456,3.17715107,0.19970502,2.00866468,0.02034508,0.19976208
-2.07403702,5.30715994,0.00263076,0.05112546,0.32410397,3.20423516,0.20332230,2.04134020,0.02020124,0.20389674
-2.06803402,5.36384129,0.00283941,0.05239347,0.32911296,3.22415160,0.20658775,2.07414452,0.02003636,0.20759552
-2.06203102,5.41394039,0.00307122,0.05368703,0.33376041,3.23726868,0.20950914,2.10714086,0.01985943,0.21085795
-2.05602801,5.45798746,0.00332688,0.05501923,0.33806829,3.24402550,0.21210128,2.14042029,0.01967945,0.21369022
-2.05002501,5.49658290,0.00360646,0.05640533,0.34205946,3.24491245,0.21438480,2.17409435,0.01950515,0.21610405
-2.04402201,5.53036638,0.00390932,0.05786195,0.34575538,3.24045119,0.21638470,2.20828512,0.01934464,0.21811554
-2.03801901,5.55998426,0.00423403,0.05940619,0.34917383,3.23117526,0.21812879,2.24311289,0.01920512,0.21974392
-2.03201601,5.58605647,0.00457832,0.06105461,0.35232679,3.21761176,0.21964592,2.27868220,0.01909265,0.22101026
-2.02601301,5.60914438,0.00493908,0.06282223,0.35521858,3.20026494,0.22096437,2.31506666,0.01901190,0.22193621
-2.02001001,5.62972084,0.00531238,0.06472134,0.35784433,3.17960217,0.22211015,2.35229354,0.01896603,0.22254286
-2.01400700,5.64814380,0.00569352,0.06676056,0.36018890,3.15604269,0.22310548,2.39032884,0.01895655,0.22284971
-2.00800400,5.66463471,0.00607713,0.06894379,0.36222632,3.12994944,0.22396751,2.42906377,0.01898334,0.22287376
-2.00200100,5.67926249,0.00645729,0.07126944,0.36391987,3.10162407,0.22470728,2.46830344,0.01904462,0.22262890
-1.99599800,5.69193419,0.00682771,0.07372969,0.36522264,3.07130518,0.22532894,2.50775863,0.01913705,0.22212543
-1.98999500,5.70239261,0.00718192,0.07631011,0.36607887,3.03916957,0.22582943,2.54704120,0.01925589,0.22136984
-1.98399200,5.71022131,0.00751343,0.07898942,0.36642567,3.00533648,0.22619844,2.58566375,0.01939519,0.22036488
-1.97798899,5.71485714,0.00781604,0.08173954,0.36619545,2.96987433,0.22641884,2.62304394,0.01954800,0.21910977
-1.97198599,5.71560980,0.00808397,0.08452598,0.36531862,2.93280980,0.22646739,2.65851347,0.01970670,0.21760071
-1.96598299,5.71168811,0.00831214,0.08730843,0.36372673,2.89413862,0.22631595,2.69133172,0.01986327,0.21583156
-1.95997999,5.70223214,0.00849636,0.09004165,0.36135572,2.85383792,0.22593283,2.72070386,0.02000961,0.21379465
-1.95397699,5.68635006,0.00863347,0.09267662,0.35814924,2.81187946,0.22528455,2.74580269,0.02013793,0.21148177
-1.94797399,5.66315858,0.00872154,0.09516185,0.35406190,2.76824339,0.22433773,2.76579371,0.02024100,0.20888524
-1.94197099,5.63182545,0.00875990,0.09744488,0.34906218,2.72293197,0.22306107,2.77986237,0.02031254,0.20599899
-1.93596798,5.59161238,0.00874926,0.09947392,0.34313510,2.67598288,0.22142740,2.78724257,0.02034749,0.20281967
-1.92996498,5.54191674,0.00869165,0.10119941,0.33628420,2.62748140,0.21941566,2.78724517,0.02034225,0.19934770
-1.92396198,5.48231031,0.00859041,0.10257573,0.32853305,2.57757123,0.21701274,2.77928539,0.02029495,0.19558820
-1.91795898,5.41257317,0.00845009,0.10356268,0.31992601,2.52646315,0.21421502,2.76290789,0.02020556,0.19155177
-1.91195598,5.33272140,0.00827628,0.10412689,0.31052830,2.47444130,0.21102966,2.73780839,0.02007604,0.18725504
-1.90595298,5.24302685,0.00807547,0.10424301,0.30042526,2.42186637,0.20747547,2.70385078,0.01991033,0.18272110
-1.89994997,5.14402784,0.00785477,0.10389462,0.28972093,2.36917558,0.20358327,2.66107895,0.01971440,0.17797950
-1.89394697,5.03652985,0.00762174,0.10307489,0.27853598,2.31687885,0.19939586,2.60972253,0.01949606,0.17306607
-1.88794397,4.92159574,0.00738410,0.10178689,0.26700494,2.26555126,0.19496737,2.55019630,0.01926483,0.16802240
-1.88194097,4.80052504,0.00714947,0.10004358,0.25527298,2.21582144,0.19036214,2.48309293,0.01903169,0.16289504
-1.87593797,4.67482304,0.00692512,0.09786742,0.24349222,2.16835631,0.18565310,2.40916938,0.01880875,0.15773445
-1.86993497,4.54616009,0.00671776,0.09528973,0.23181785,2.12384220,0.18091965,2.32932716,0.01860888,0.15259361
-1.86393197,4.41632257,0.00653328,0.09234970,0.22040397,2.08296302,0.17624524,2.24458736,0.01844528,0.14752655
-1.85792896,4.28715723,0.00637662,0.08909318,0.20939951,2.04637612,0.17171457,2.15606122,0.01833102,0.14258665
-1.85192596,4.16051094,0.00625157,0.08557126,0.19894416,2.01468676,0.16741062,2.06491744,0.01827854,0.13782489
-1.84592296,4.03816828,0.00616074,0.08183868,0.18916465,1.98842223,0.16341169,1.97234760,0.01829919,0.13328814
-1.83991996,3.92178974,0.00610545,0.07795219,0.18017129,1.96800680,0.15978834,1.87953100,0.01840268,0.12901746
-1.83391696,3.81285314,0.00608573,0.07396893,0.17205499,1.95373889,0.15660076,1.78760037,0.01859670,0.12504662
-1.82791396,3.71260116,0.00610041,0.06994481,0.16488489,1.94577155,0.15389628,1.69760997,0.01888649,0.12140081
-1.82191096,3.62199751,0.00614716,0.06593300,0.15870655,1.94409769,0.15170745,1.61050730,0.01927450,0.11809574
-1.81590795,3.54169397,0.00622263,0.06198269,0.15354092,1.94854112,0.15005070,1.52710954,0.01976018,0.11513702
-1.80990495,3.47201033,0.00632266,0.05813800,0.14938397,1.95875417,0.14892564,1.44808580,0.02033986,0.11251996
-1.80390195,3.41292837,0.00644242,0.05443712,0.14620713,1.97422281,0.14831512,1.37394565,0.02100669,0.11022991
-1.79789895,3.36410060,0.00657669,0.05091181,0.14395850,1.99427927,0.14818598,1.30503443,0.02175082,0.10824288
-1.79189595,3.32487386,0.00672009,0.04758715,0.14256475,2.01812238,0.14849067,1.24153540,0.02255958,0.10652672
-1.78589295,3.29432674,0.00686733,0.04448157,0.14193375,2.04484490,0.14916944,1.18347837,0.02341792,0.10504256
-1.77988994,3.27131961,0.00701344,0.04160718,0.14195777,2.07346713,0.15015324,1.13075424,0.02430885,0.10374668
-1.77388694,3.25455491,0.00715408,0.03897028,0.14251723,2.10297548,0.15136707,1.08313479,0.02521403,0.10259255
-1.76788394,3.24264499,0.00728567,0.03657214,0.14348479,2.13236430,0.15273371,1.04029640,0.02611447,0.10153306
-1.76188094,3.23418437,0.00740565,0.03440991,0.14472976,2.16067918,0.15417754,1.00184666,0.02699125,0.10052272
-1.75587794,3.22782278,0.00751260,0.03247760,0.14612250,2.18705961,0.15562847,0.96735245,0.02782621,0.09951993
-1.74987494,3.22233543,0.00760635,0.03076719,0.14753883,2.21077873,0.15702552,0.93636809,0.02860274,0.09848897
-1.74387194,3.21668706,0.00768803,0.02926960,0.14886419,2.23127825,0.15832006,0.90846233,0.02930646,0.09740177
-1.73786893,3.21008620,0.00776009,0.02797579,0.14999734,2.24819632,0.15947845,0.88324281,0.02992579,0.09623933
-1.73186593,3.20202712,0.00782624,0.02687760,0.15085364,2.26138698,0.16048393,0.86037701,0.03045246,0.09499269
-1.72586293,3.19231708,0.00789133,0.02596852,0.15136748,2.27092960,0.16133769,0.83960875,0.03088188,0.09366348
-1.71985993,3.18108734,0.00796121,0.02524430,0.15149414,2.27712773,0.16205893,0.82076972,0.03121334,0.09226390
-1.71385693,3.16878752,0.00804249,0.02470335,0.15121065,2.28049698,0.16268407,0.80378556,0.03144999,0.09081624
-1.70785393,3.15616326,0.00814236,0.02434693,0.15051590,2.28174233,0.16326497,0.78867655,0.03159878,0.08935191
-1.70185093,3.14421859,0.00826824,0.02417916,0.14942987,2.28172575,0.16386629,0.77555300,0.03167007,0.08791005
-1.69584792,3.13416473,0.00842754,0.02420679,0.14799205,2.28142554,0.16456220,0.76460592,0.03167719,0.08653578
-1.68984492,3.12735808,0.00862733,0.02443886,0.14625923,2.28188948,0.16543243,0.75609353,0.03163587,0.08527813
-1.68384192,3.12523070,0.00887407,0.02488614,0.14430263,2.28418396,0.16655802,0.75032453,0.03156349,0.08418787
-1.67783892,3.12921678,0.00917332,0.02556043,0.14220467,2.28934165,0.16801697,0.74763907,0.03147836,0.08331523
-1.67183592,3.14067908,0.00952947,0.02647385,0.14005547,2.29831066,0.16987993,0.74838848,0.03139893,0.08270767
-1.66583292,3.16083908,0.00994557,0.02763797,0.13794922,2.31190745,0.17220622,0.75291488,0.03134296,0.08240781
-1.65982991,3.19071441,0.01042310,0.02906297,0.13598067,2.33077629,0.17504049,0.76153149,0.03132686,0.08245162
-1.65382691,3.23106677,0.01096192,0.03075686,0.13424188,2.35535724,0.17841001,0.77450490,0.03136502,0.08286692
-1.64782391,3.28236287,0.01156019,0.03272465,0.13281924,2.38586426,0.18232294,0.79203971,0.03146926,0.08367233
-1.64182091,3.34475017,0.01221436,0.03496771,0.13179108,2.42227468,0.18676753,0.81426650,0.03164852,0.08487658
-1.63581791,3.41804848,0.01291924,0.03748320,0.13122576,2.46433042,0.19171241,0.84123339,0.03190855,0.08647839
-1.62981491,3.50175737,0.01366816,0.04026367,0.13118033,2.51155086,0.19710785,0.87290143,0.03225190,0.08846672
-1.62381191,3.59507884,0.01445307,0.04329678,0.13169987,2.56325641,0.20288806,0.90914404,0.03267796,0.09082151
-1.61780890,3.69695348,0.01526480,0.04656530,0.13281726,2.61860151,0.20897422,0.94975008,0.03318323,0.09351477
