energy_ev,total_up,Si_p_up,Si_d_up,Ta_p_up,Ta_d_up,Te_p_up,Te_d_up
-6.00000000,5.05887024,1.47253565,0.00000000,1.17197654,2.25152609,1.69140772,0.00000000
-5.99399700,5.11871287,1.50435209,0.00000000,1.21242303,2.27587249,1.70714394,0.00000000
-5.98799400,5.16502231,1.53504673,0.00000000,1.25296764,2.29513968,1.71657823,0.00000000
-5.98199100,5.19913521,1.56509239,0.00000000,1.29390811,2.31006442,1.72005897,0.00000000
-5.97598799,5.22283739,1.59498247,0.00000000,1.33559489,2.32151291,1.71819005,0.00000000
-5.96998499,5.23828863,1.62519927,0.00000000,1.37841220,2.33043843,1.71181352,0.00000000
-5.96398199,5.24793252,1.65618157,0.00000000,1.42275695,2.33783508,1.70198351,0.00000000
-5.95797899,5.25439507,1.68829296,0.00000000,1.46901645,2.34468953,1.68993197,0.00000000
-5.95197599,5.26037637,1.72179252,0.00000000,1.51754592,2.35193313,1.67702756,0.00000000
-5.94597299,5.26853950,1.75680956,0.00000000,1.56864687,2.36039643,1.66472888,0.00000000
-5.93996998,5.28140123,1.79332379,0.00000000,1.62254718,2.37076843,1.65453355,0.00000000
-5.93396698,5.30122875,1.83115216,0.00000000,1.67938366,2.38356215,1.64792489,0.00000000
-5.92796398,5.32994637,1.86994321,0.00000000,1.73918789,2.39908841,1.64631783,0.00000000
-5.92196098,5.36905538,1.90917969,0.00000000,1.80187570,2.41743863,1.65100588,0.00000000
-5.91595798,5.41957004,1.94818921,0.00000000,1.86724049,2.43847764,1.66311087,0.00000000
-5.90995498,5.48197150,1.98616295,0.00000000,1.93495066,2.46184646,1.68353706,0.00000000
-5.90395198,5.55618080,2.02218148,0.00000000,2.00455088,2.48697487,1.71293126,0.00000000
-5.89794897,5.64155157,2.05524663,0.00000000,2.07546704,2.51310298,1.75165022,0.00000000
-5.89194597,5.73688199,2.08431797,0.00000000,2.14701450,2.53931060,1.79973658,0.00000000
-5.88594297,5.84044500,2.10835215,0.00000000,2.21840924,2.56455290,1.85690429,0.00000000
-5.87993997,5.95003549,2.12634324,0.00000000,2.28878150,2.58770065,1.92253424,0.00000000
-5.87393697,6.06303229,2.13736215,0.00000000,2.35719142,2.60758303,1.99568052,0.00000000
-5.86793397,6.17647283,2.14059341,0.00000000,2.42264637,2.62303126,2.07508742,0.00000000
-5.86193097,6.28713792,2.13536736,0.00000000,2.48411964,2.63292104,2.15921707,0.00000000
-5.85592796,6.39164389,2.12118655,0.00000000,2.54057016,2.63621219,2.24628695,0.00000000
-5.84992496,6.48653956,2.09774524,0.00000000,2.59096315,2.63198401,2.33431665,0.00000000
-5.84392196,6.56840508,2.06494105,0.00000000,2.63429133,2.61946515,2.42118228,0.00000000
-5.83791896,6.63394999,2.02287876,0.00000000,2.66959664,2.59805726,2.50467728,0.00000000
-5.83191596,6.68010784,1.97186613,0.00000000,2.69599206,2.56735171,2.58257733,0.00000000
-5.82591296,6.70412482,1.91240230,0.00000000,2.71268335,2.52713942,2.65270755,0.00000000
-5.81990995,6.70363986,1.84515964,0.00000000,2.71899020,2.47741376,2.71300938,0.00000000
-5.81390695,6.67675415,1.77096004,0.00000000,2.71436626,2.41836692,2.76160484,0.00000000
-5.80790395,6.62208782,1.69074706,0.00000000,2.69841756,2.35038044,2.79685574,0.00000000
-5.80190095,6.53882233,1.60555520,0.00000000,2.67091849,2.27401056,2.81741551,0.00000000
-5.79589795,6.42672700,1.51647793,0.00000000,2.63182470,2.18996939,2.82227172,0.00000000
-5.78989495,6.28616898,1.42463567,0.00000000,2.58128223,2.09910264,2.81077746,0.00000000
-5.78389195,6.11810624,1.33114521,0.00000000,2.51963224,2.00236518,2.78267052,0.00000000
