energy_ev,total_up,Mg_p_up,Mg_d_up,N_s_up,N_p_up,Pt_p_up,Pt_d_up,S_s_up,S_p_up
-5.65182591,2.24943224,1.10437341,0.00000000,0.00339485,0.21978107,0.95106825,0.82918546,0.02011024,0.74079433
-5.64582291,2.36419560,1.16718045,0.00000000,0.00353442,0.23152021,1.00412270,0.87000752,0.02100870,0.77860914
-5.63981991,2.47131898,1.22685703,0.00000000,0.00367685,0.24263119,1.05481945,0.90760565,0.02180725,0.81422975
-5.63381691,2.56941765,1.28264925,0.00000000,0.00381932,0.25297470,1.10253084,0.94148394,0.02249250,0.84722770
-5.62781391,2.65727352,1.33386466,0.00000000,0.00396001,0.26242120,1.14666428,0.97122447,0.02305297,0.87722164
-5.62181091,2.73386803,1.37989055,0.00000000,0.00409804,0.27085368,1.18667478,0.99650062,0.02347951,0.90388622
-5.61580790,2.79840996,1.42021029,0.00000000,0.00423358,0.27817028,1.22207699,1.01708781,0.02376553,0.92695981
-5.60980490,2.85035697,1.45441724,0.00000000,0.00436776,0.28428665,1.25245639,1.03287088,0.02390727,0.94625062
-5.60380190,2.88942975,1.48222538,0.00000000,0.00450270,0.28913786,1.27747920,1.04384790,0.02390386,0.96164114
-5.59779890,2.91561830,1.50347636,0.00000000,0.00464140,0.29267997,1.29690072,1.05013009,0.02375738,0.97309061
-5.59179590,2.92917974,1.51814249,0.00000000,0.00478773,0.29489104,1.31057172,1.05193768,0.02347281,0.98063532
-5.58579290,2.93062769,1.52632562,0.00000000,0.00494627,0.29577167,1.31844265,1.04959200,0.02305779,0.98438687
-5.57978989,2.92071352,1.52825177,0.00000000,0.00512220,0.29534497,1.32056531,1.04350388,0.02252244,0.98452813
-5.57378689,2.90040003,1.52426178,0.00000000,0.00532110,0.29365589,1.31709197,1.03415893,0.02187902,0.98130715
-5.56778389,2.87082845,1.51479831,0.00000000,0.00554879,0.29077012,1.30827169,1.02210018,0.02114147,0.97502913
-5.56178089,2.83328016,1.50038965,0.00000000,0.00581111,0.28677229,1.29444397,1.00790889,0.02032507,0.96604663
-5.55577789,2.78913428,1.48163116,0.00000000,0.00611363,0.28176383,1.27602979,0.99218425,0.01944589,0.95474839
-5.54977489,2.73982308,1.45916484,0.00000000,0.00646149,0.27586023,1.25352029,0.97552282,0.01852039,0.94154701
-5.54377189,2.68678668,1.43365819,0.00000000,0.00685907,0.26918813,1.22746340,0.95849859,0.01756488,0.92686614
-5.53776888,2.63142891,1.40578297,0.00000000,0.00730979,0.26188202,1.19844893,0.94164452,0.01659513,0.91112732
-5.53176588,2.57507607,1.37619491,0.00000000,0.00781589,0.25408088,1.16709253,0.92543620,0.01562594,0.89473728
-5.52576288,2.51894014,1.34551499,0.00000000,0.00837819,0.24592477,1.13401920,0.91027848,0.01467084,0.87807601
-5.51975988,2.46408783,1.31431329,0.00000000,0.00899593,0.23755148,1.09984695,0.89649538,0.01374176,0.86148607
-5.51375688,2.41141666,1.28309561,0.00000000,0.00966667,0.22909350,1.06517116,0.88432390,0.01284886,0.84526372
-5.50775388,2.36163886,1.25229365,0.00000000,0.01038622,0.22067521,1.03055033,0.87391167,0.01200040,0.82965203
-5.50175088,2.31527350,1.22225875,0.00000000,0.01114856,0.21241048,0.99649369,0.86531871,0.01120266,0.81483645
-5.49574787,2.27264714,1.19325927,0.00000000,0.01194599,0.20440087,0.96345114,0.85852294,0.01045999,0.80094283
-5.48974487,2.23390237,1.16548163,0.00000000,0.01276915,0.19673415,0.93180573,0.85342928,0.00977489,0.78803809
-5.48374187,2.19901392,1.13903446,0.00000000,0.01360723,0.18948361,0.90186910,0.84988162,0.00914814,0.77613344
-5.47773887,2.16781114,1.11395570,0.00000000,0.01444822,0.18270767,0.87387962,0.84767736,0.00857902,0.76518981
-5.47173587,2.14000557,1.09022174,0.00000000,0.01527917,0.17645022,0.84800343,0.84658346,0.00806555,0.75512548
-5.46573287,2.11522218,1.06775833,0.00000000,0.01608650,0.17074122,0.82433791,0.84635340,0.00760473,0.74582515
-5.45972986,2.09303265,1.04645233,0.00000000,0.01685642,0.16559785,0.80291741,0.84674425,0.00719284,0.73715031
-5.45372686,2.07298886,1.02616367,0.00000000,0.01757522,0.16102585,0.78372067,0.84753283,0.00682573,0.72895007
-5.44772386,2.05465510,1.00673703,0.00000000,0.01822974,0.15702109,0.76667956,0.84853042,0.00649908,0.72107213
-5.44172086,2.03763736,0.98801254,0.00000000,0.01880769,0.15357129,0.75168853,0.84959512,0.00620864,0.71337316
-5.43571786,2.02160827,0.96983524,0.00000000,0.01929800,0.15065766,0.73861424,0.85064147,0.00595049,0.70572821
-5.42971486,2.00632677,0.95206276,0.00000000,0.01969114,0.14825659,0.72730497,0.85164664,0.00572124,0.69803858
-5.42371186,1.99165146,0.93457125,0.00000000,0.01997940,0.14634106,0.71759917,0.85265313,0.00551815,0.69023785
-5.41770885,1.97754732,0.91725945,0.00000000,0.02015705,0.14488192,0.70933309,0.85376771,0.00533926,0.68229585
-5.41170585,1.96408559,0.90005078,0.00000000,0.02022052,0.14384894,0.70234690,0.85515662,0.00518347,0.67422030
-5.40570285,1.95143690,0.88289391,0.00000000,0.02016842,0.14321150,0.69648934,0.85703733,0.00505056,0.66605619
-5.39969985,1.93985831,0.86576178,0.00000000,0.02000161,0.14293907,0.69162080,0.85966719,0.00494116,0.65788297
-5.39369685,1.92967500,0.84864946,0.00000000,0.01972306,0.14300143,0.68761470,0.86332940,0.00485666,0.64980976
-5.38769385,1.92125753,0.83157114,0.00000000,0.01933776,0.14336859,0.68435756,0.86831704,0.00479920,0.64196878
-5.38169085,1.91499598,0.81455655,0.00000000,0.01885254,0.14401053,0.68174769,0.87491581,0.00477145,0.63450754
-5.37568784,1.91127230,0.79764706,0.00000000,0.01827581,0.14489682,0.67969287,0.88338628,0.00477650,0.62758004
-5.36968484,1.91043219,0.78089175,0.00000000,0.01761733,0.14599613,0.67810733,0.89394647,0.00481767,0.62133752
-5.36368184,1.91275791,0.76434357,0.00000000,0.01688789,0.14727561,0.67690829,0.90675562,0.00489832,0.61591921
-5.35767884,1.91844347,0.74805585,0.00000000,0.01609903,0.14870040,0.67601231,0.92189982,0.00502167,0.61144351
-5.35167584,1.92757316,0.73207913,0.00000000,0.01526273,0.15023314,0.67533192,0.93938038,0.00519059,0.60800008
-5.34567284,1.94010476,0.71645849,0.00000000,0.01439111,0.15183364,0.67477264,0.95910541,0.00540738,0.60564311
-5.33966983,1.95585804,0.70123125,0.00000000,0.01349616,0.15345865,0.67423068,0.98088520,0.00567363,0.60438609
-5.33366683,1.97450931,0.68642519,0.00000000,0.01258947,0.15506192,0.67359152,1.00443167,0.00599005,0.60419844
-5.32766383,1.99559222,0.67205713,0.00000000,0.01168203,0.15659439,0.67272945,1.02936212,0.00635629,0.60500389
-5.32166083,2.01850503,0.65813195,0.00000000,0.01078400,0.15800466,0.67150813,1.05520711,0.00677090,0.60668097
-5.31565783,2.04252397,0.64464188,0.00000000,0.00990460,0.15923969,0.66978223,1.08142251,0.00723116,0.60906528
-5.30965483,2.06682232,0.63156626,0.00000000,0.00905197,0.16024568,0.66740000,1.10740502,0.00773312,0.61195365
-5.30365183,2.09049444,0.61887149,0.00000000,0.00823307,0.16096921,0.66420670,1.13251085,0.00827154,0.61510995
-5.29764882,2.11258374,0.60651146,0.00000000,0.00745370,0.16135843,0.66004876,1.15607660,0.00883996,0.61827223
-5.29164582,2.13211352,0.59442820,0.00000000,0.00671841,0.16136445,0.65477836,1.17744171,0.00943077,0.62116094
-5.28564282,2.14811935,0.58255295,0.00000000,0.00603058,0.16094268,0.64825833,1.19597130,0.01003532,0.62348800
-5.27963982,2.15968173,0.57080764,0.00000000,0.00539246,0.16005430,0.64036705,1.21107872,0.01064411,0.62496607
-5.27363682,2.16595755,0.55910664,0.00000000,0.00480521,0.15866744,0.63100311,1.22224653,0.01124696,0.62531803
-5.26763382,2.16620925,0.54735906,0.00000000,0.00426902,0.15675847,0.62008960,1.22904522,0.01183323,0.62428597
-5.26163082,2.15983025,0.53547121,0.00000000,0.00378321,0.15431287,0.60757763,1.23114879,0.01239213,0.62163957
-5.25562781,2.14636589,0.52334948,0.00000000,0.00334633,0.15132602,0.59344914,1.22834646,0.01291291,0.61718353
-5.24962481,2.12552888,0.51090348,0.00000000,0.00295630,0.14780364,0.57771878,1.22055015,0.01338522,0.61076366
-5.24362181,2.09720882,0.49804921,0.00000000,0.00261053,0.14376195,0.56043467,1.20779729,0.01379932,0.60227174
-5.23761881,2.06147559,0.48471243,0.00000000,0.00230604,0.13922748,0.54167830,1.19024900,0.01414641,0.59164869
-5.23161581,2.01857638,0.47083181,0.00000000,0.00203959,0.13423664,0.52156335,1.16818372,0.01441881,0.57888624
-5.22561281,1.96892696,0.45636197,0.00000000,0.00180777,0.12883496,0.50023359,1.14198668,0.01461026,0.56402705
-5.21960980,1.91309754,0.44127621,0.00000000,0.00160715,0.12307610,0.47786012,1.11213571,0.01471603,0.54716327
-5.21360680,1.85179405,0.42556874,0.00000000,0.00143432,0.11702066,0.45463791,1.07918415,0.01473310,0.52843386
-5.20760380,1.78583582,0.40925641,0.00000000,0.00128604,0.11073482,0.43078193,1.04374158,0.01466025,0.50802062
-5.20160080,1.71613072,0.39237983,0.00000000,0.00115923,0.10428894,0.40652312,1.00645333,0.01449804,0.48614340
-5.19559780,1.64364893,0.37500385,0.00000000,0.00105112,0.09775610,0.38210429,0.96797973,0.01424886,0.46305455
-5.18959480,1.56939644,0.35721727,0.00000000,0.00095923,0.09121068,0.35777619,0.92897587,0.01391679,0.43903296
-5.18359180,1.49438951,0.33913201,0.00000000,0.00088143,0.08472710,0.33379396,0.89007287,0.01350754,0.41437793
-5.17758879,1.41963103,0.32088155,0.00000000,0.00081598,0.07837863,0.31041398,0.85186131,0.01302819,0.38940305
-5.17158579,1.34608962,0.30261881,0.00000000,0.00076151,0.07223642,0.28789138,0.81487748,0.01248706,0.36443043
-5.16558279,1.27468225,0.28451363,0.00000000,0.00071706,0.06636875,0.26647805,0.77959286,0.01189343,0.33978530
-5.15957979,1.20626071,0.26674971,0.00000000,0.00068204,0.06084047,0.24642131,0.74640718,0.01125729,0.31579122
-5.15357679,1.14160222,0.24952146,0.00000000,0.00065628,0.05571267,0.22796316,0.71564513,0.01058904,0.29276590
-5.14757379,1.08140424,0.23303048,0.00000000,0.00063994,0.05104251,0.21133989,0.68755654,0.00989926,0.27101772
-5.14157079,1.02628305,0.21748208,0.00000000,0.00063355,0.04688327,0.19678212,0.66231997,0.00919844,0.25084289
-5.13556778,0.97677569,0.20308169,0.00000000,0.00063797,0.04328444,0.18451477,0.64004902,0.00849672,0.23252313
-5.12956478,0.93334475,0.19003137,0.00000000,0.00065436,0.04029189,0.17475717,0.62080104,0.00780368,0.21632386
-5.12356178,0.89638491,0.17852628,0.00000000,0.00068414,0.03794806,0.16772263,0.60458739,0.00712817,0.20249259
-5.11755878,0.86623057,0.16875137,0.00000000,0.00072900,0.03629206,0.16361764,0.59138466,0.00647816,0.19125755
-5.11155578,0.84316346,0.16087798,0.00000000,0.00079081,0.03535965,0.16264016,0.58114595,0.00586063,0.18282612
-5.10555278,0.82741941,0.15506056,0.00000000,0.00087164,0.03518306,0.16497713,0.57381157,0.00528149,0.17738312
-5.09954977,0.81919325,0.15143342,0.00000000,0.00097367,0.03579059,0.17080074,0.56931839,0.00474556,0.17508868
-5.09354677,0.81864134,0.15010746,0.00000000,0.00109917,0.03720595,0.18026370,0.56760733,0.00425658,0.17607563
-5.08754377,0.82588097,0.15116688,0.00000000,0.00125048,0.03944735,0.19349324,0.56862834,0.00381722,0.18044624
-5.08154077,0.84098655,0.15466598,0.00000000,0.00142991,0.04252642,0.21058418,0.57234281,0.00342919,0.18826852
-5.07553777,0.86398241,0.16062590,0.00000000,0.00163973,0.04644683,0.23159103,0.57872306,0.00309324,0.19957192
-5.06953477,0.89483259,0.16903167,0.00000000,0.00188210,0.05120279,0.25651960,0.58774909,0.00280932,0.21434276
-5.06353177,0.93342804,0.17982939,0.00000000,0.00215899,0.05677751,0.28531836,0.59940276,0.00257666,0.23251939
-5.05752876,0.97957223,0.19292395,0.00000000,0.00247216,0.06314160,0.31787004,0.61365992,0.00239386,0.25398765
-5.05152576,1.03296608,0.20817723,0.00000000,0.00282311,0.07025168,0.35398408,0.63048094,0.00225902,0.27857670
-5.04552276,1.09319335,0.22540723,0.00000000,0.00321295,0.07804914,0.39339031,0.64980048,0.00216982,0.30605569
-5.03951976,1.15970799,0.24438808,0.00000000,0.00364244,0.08645925,0.43573457,0.67151712,0.00212360,0.33613169
-5.03351676,1.23182454,0.26485127,0.00000000,0.00411185,0.09539084,0.48057676,0.69548376,0.00211747,0.36844919
-5.02751376,1.30871289,0.28648821,0.00000000,0.00462096,0.10473637,0.52739172,0.72149947,0.00214835,0.40259150
-5.02151076,1.38939838,0.30895421,0.00000000,0.00516902,0.11437274,0.57557342,0.74930358,0.00221306,0.43808429
-5.01550775,1.47276810,0.33187392,0.00000000,0.00575464,0.12416276,0.62444261,0.77857246,0.00230832,0.47440157
-5.00950475,1.55758364,0.35484819,0.00000000,0.00637585,0.13395726,0.67325792,0.80891951,0.00243081,0.51097391
-5.00350175,1.64250058,0.37746229,0.00000000,0.00702999,0.14359798,0.72123050,0.83989848,0.00257720,0.54719901
-4.99749875,1.72609425,0.39929515,0.00000000,0.00771372,0.15292093,0.76754159,0.87101018,0.00274416,0.58245441
-4.99149575,1.80689099,0.41992954,0.00000000,0.00842301,0.16176034,0.81136274,0.90171232,0.00292834,0.61611183
-4.98549275,1.88340392,0.43896264,0.00000000,0.00915313,0.16995301,0.85187789,0.93143223,0.00312642,0.64755281
-4.97948974,1.95417169,0.45601670,0.00000000,0.00989864,0.17734280,0.88830642,0.95958161,0.00333509,0.67618499
-4.97348674,2.01779859,0.47074938,0.00000000,0.01065342,0.18378515,0.91992631,0.98557293,0.00355103,0.70145843
-4.96748374,2.07299431,0.48286323,0.00000000,0.01141069,0.18915146,0.94609635,1.00883646,0.00377095,0.72288121
-4.96148074,2.11861132,0.49211402,0.00000000,0.01216308,0.19333310,0.96627645,1.02883718,0.00399156,0.74003373
-4.95547774,2.15367844,0.49831735,0.00000000,0.01290268,0.19624479,0.98004499,1.04509080,0.00420959,0.75258086
-4.94947474,2.17742870,0.50135352,0.00000000,0.01362111,0.19782730,0.98711253,1.05717810,0.00442181,0.76028167
-4.94347174,2.18932064,0.50117011,0.00000000,0.01430968,0.19804936,0.98733107,1.06475693,0.00462502,0.76299598
-4.93746873,2.18905168,0.49778246,0.00000000,0.01495945,0.19690845,0.98069854,1.06757151,0.00481610,0.76068764
-4.93146573,2.17656356,0.49127181,0.00000000,0.01556146,0.19443079,0.96735810,1.06545853,0.00499204,0.75342429
-4.92546273,2.15203931,0.48178135,0.00000000,0.01610684,0.19067019,0.94759260,1.05835004,0.00514996,0.74137368
-4.91945973,2.11589240,0.46951033,0.00000000,0.01658703,0.18570610,0.92181408,1.04627311,0.00528717,0.72479673
-4.91345673,2.06874873,0.45470653,0.00000000,0.01699402,0.17964070,0.89054920,1.02934644,0.00540120,0.70403768
-4.90745373,2.01142234,0.43765745,0.00000000,0.01732048,0.17259537,0.85442101,1.00777426,0.00548989,0.67951177
-4.90145073,1.94488638,0.41868070,0.00000000,0.01756006,0.16470666,0.81412811,0.98183794,0.00555138,0.65169120
-4.89544772,1.87024055,0.39811384,0.00000000,0.01770755,0.15612183,0.77042210,0.95188577,0.00558421,0.62108976
-4.88944472,1.78867670,0.37630436,0.00000000,0.01775905,0.14699432,0.72408428,0.91832155,0.00558737,0.58824702
-4.88344172,1.70144395,0.35359997,0.00000000,0.01771220,0.13747926,0.67590267,0.88159239,0.00556028,0.55371269
-4.87743872,1.60981476,0.33033967,0.00000000,0.01756620,0.12772915,0.62665025,0.84217630,0.00550288,0.51803169
-4.87143572,1.51505314,0.30684590,0.00000000,0.01732200,0.11789007,0.57706522,0.80057004,0.00541562,0.48173051
-4.86543272,1.41838606,0.28341787,0.00000000,0.01698224,0.10809825,0.52783388,0.75727751,0.00529948,0.44530535
-4.85942971,1.32097866,0.26032640,0.00000000,0.01655127,0.09847733,0.47957680,0.71279907,0.00515590,0.40921227
-4.85342671,1.22391387,0.23781009,0.00000000,0.01603507,0.08913633,0.43283840,0.66762200,0.00498685,0.37385958
-4.84742371,1.12817659,0.21607305,0.00000000,0.01544110,0.08016825,0.38808003,0.62221217,0.00479470,0.33960257
-4.84142071,1.03464250,0.19528390,0.00000000,0.01477813,0.07164938,0.34567671,0.57700703,0.00458219,0.30674045
-4.83541771,0.94407120,0.17557606,0.00000000,0.01405602,0.06363927,0.30591708,0.53241001,0.00435240,0.27551553
-4.82941471,0.85710343,0.15704904,0.00000000,0.01328542,0.05618122,0.26900628,0.48878610,0.00410862,0.24611423
-4.82341171,0.77426185,0.13977070,0.00000000,0.01247754,0.04930334,0.23507136,0.44645878,0.00385426,0.21866977
-4.81740870,0.69595490,0.12378004,0.00000000,0.01164383,0.04301996,0.20416873,0.40570797,0.00359282,0.19326621
-4.81140570,0.62248308,0.10909058,0.00000000,0.01079565,0.03733331,0.17629303,0.36676915,0.00332776,0.16994350
-4.80540270,0.55404720,0.09569393,0.00000000,0.00994406,0.03223548,0.15138695,0.32983331,0.00306240,0.14870323
-4.79939970,0.49075805,0.08356350,0.00000000,0.00909950,0.02771037,0.12935158,0.29504781,0.00279990,0.12951474
-4.79339670,0.43264691,0.07265820,0.00000000,0.00827158,0.02373577,0.11005673,0.26251795,0.00254313,0.11232143
-4.78739370,0.37967664,0.06292589,0.00000000,0.00746889,0.02028528,0.09335088,0.23230915,0.00229466,0.09704686
-4.78139070,0.33175289,0.05430674,0.00000000,0.00669888,0.01733018,0.07907054,0.20444979,0.00205670,0.08360066
-4.77538769,0.28873507,0.04673610,0.00000000,0.00596773,0.01484110,0.06704861,0.17893433,0.00183109,0.07188391
-4.76938469,0.25044701,0.04014721,0.00000000,0.00528033,0.01278951,0.05712177,0.15572696,0.00161925,0.06179403
-4.76338169,0.21668697,0.03447338,0.00000000,0.00464028,0.01114898,0.04913667,0.13476540,0.00142223,0.05322898
-4.75737869,0.18723684,0.02964990,0.00000000,0.00404989,0.00989622,0.04295491,0.11596495,0.00124068,0.04609090
-4.75137569,0.16187051,0.02561559,0.00000000,0.00351033,0.00901182,0.03845682,0.09922254,0.00107491,0.04028892
-4.74537269,0.14036122,0.02231390,0.00000000,0.00302166,0.00848085,0.03554401,0.08442084,0.00092490,0.03574144
-4.73936968,0.12248780,0.01969380,0.00000000,0.00258302,0.00829313,0.03414083,0.07143223,0.00079035,0.03237764
-4.73336668,0.10803983,0.01771030,0.00000000,0.00219273,0.00844332,0.03419473,0.06012256,0.00067070,0.03013838
-4.72736368,0.09682154,0.01632464,0.00000000,0.00184846,0.00893079,0.03567555,0.05035469,0.00056524,0.02897650
-4.72136068,0.08865457,0.01550432,0.00000000,0.00154740,0.00975921,0.03857393,0.04199168,0.00047306,0.02885650
-4.71535768,0.08337946,0.01522278,0.00000000,0.00128634,0.01093603,0.04289883,0.03489963,0.00039317,0.02975369
-4.70935468,0.08085594,0.01545892,0.00000000,0.00106187,0.01247168,0.04867415,0.02895011,0.00032454,0.03165281
-4.70335168,0.08096206,0.01619639,0.00000000,0.00087049,0.01437867,0.05593481,0.02402221,0.00026607,0.03454624
-4.69734867,0.08359228,0.01742273,0.00000000,0.00070867,0.01667042,0.06472202,0.02000408,0.00021669,0.03843172
-4.69134567,0.08865450,0.01912832,0.00000000,0.00057299,0.01936010,0.07507811,0.01679422,0.00017537,0.04330978
-4.68534267,0.09606633,0.02130529,0.00000000,0.00046018,0.02245922,0.08704101,0.01430224,0.00014111,0.04918087
-4.67933967,0.10575071,0.02394626,0.00000000,0.00036718,0.02597622,0.10063837,0.01244943,0.00011302,0.05604235
-4.67333667,0.11763105,0.02704313,0.00000000,0.00029116,0.02991505,0.11588173,0.01116887,0.00009026,0.06388537
-4.66733367,0.13162621,0.03058587,0.00000000,0.00022957,0.03427373,0.13276077,0.01040547,0.00007210,0.07269183
-4.66133067,0.14764562,0.03456131,0.00000000,0.00018014,0.03904304,0.15123793,0.01011568,0.00005793,0.08243154
-4.65532766,0.16558464,0.03895214,0.00000000,0.00014085,0.04420529,0.17124367,0.01026710,0.00004723,0.09305964
-4.64932466,0.18532069,0.04373605,0.00000000,0.00010997,0.04973342,0.19267253,0.01083805,0.00003958,0.10451457
-4.64332166,0.20671027,0.04888504,0.00000000,0.00008600,0.05559024,0.21538033,0.01181697,0.00003469,0.11671661
