energy_ev,total_up,Re_p_up,Re_d_up,Si_p_up,Si_d_up,Te_p_up,Te_d_up
-6.00000000,4.59879127,2.21603692,2.21325874,1.20681574,0.00000000,1.13469228,0.00000000
-5.99399700,4.49993134,2.21625918,2.17553041,1.19743919,0.00000000,1.07863144,0.00000000
-5.98799400,4.40435072,2.21895335,2.13963894,1.18759428,0.00000000,1.02481250,0.00000000
-5.98199100,4.31372305,2.22477636,2.10621028,1.17744716,0.00000000,0.97404672,0.00000000
-5.97598799,4.22953100,2.23430704,2.07579578,1.16718130,0.00000000,0.92702145,0.00000000
-5.96998499,4.15303919,2.24802811,2.04886212,1.15699301,0.00000000,0.88428935,0.00000000
-5.96398199,4.08527245,2.26630980,2.02578260,1.14708542,0.00000000,0.84626226,0.00000000
-5.95797899,4.02699961,2.28939567,2.00683012,1.13766119,0.00000000,0.81320930,0.00000000
-5.95197599,3.97872343,2.31739122,1.99217215,1.12891450,0.00000000,0.78525933,0.00000000
-5.94597299,3.94067685,2.35025611,1.98186795,1.12102271,0.00000000,0.76240706,0.00000000
-5.93996998,3.91282583,2.38780027,1.97586825,1.11413824,0.00000000,0.74452264,0.00000000
-5.93396698,3.89487849,2.42968446,1.97401765,1.10838117,0.00000000,0.73136407,0.00000000
-5.92796398,3.88630060,2.47542536,1.97605956,1.10383299,0.00000000,0.72259177,0.00000000
-5.92196098,3.88633670,2.52440523,1.98164382,1.10053184,0.00000000,0.71778495,0.00000000
-5.91595798,3.89403630,2.57588581,1.99033671,1.09846949,0.00000000,0.71645891,0.00000000
-5.90995498,3.90828431,2.62902607,2.00163301,1.09759028,0.00000000,0.71808280,0.00000000
-5.90395198,3.92783452,2.68290313,2.01496981,1.09779197,0.00000000,0.72209727,0.00000000
-5.89794897,3.95134508,2.73653551,2.02974147,1.09892841,0.00000000,0.72793136,0.00000000
-5.89194597,3.97741476,2.78890770,2.04531522,1.10081398,0.00000000,0.73501835,0.00000000
-5.88594297,4.00461862,2.83899521,2.06104686,1.10322942,0.00000000,0.74280989,0.00000000
-5.87993997,4.03154206,2.88578898,2.07629592,1.10592875,0.00000000,0.75078843,0.00000000
-5.87393697,4.05681213,2.92831832,2.09043991,1.10864703,0.00000000,0.75847733,0.00000000
-5.86793397,4.07912532,2.96567154,2.10288713,1.11110855,0.00000000,0.76544883,0.00000000
-5.86193097,4.09727123,2.99701377,2.11308770,1.11303508,0.00000000,0.77132969,0.00000000
-5.85592796,4.11015169,3.02160145,2.12054286,1.11415398,0.00000000,0.77580449,0.00000000
-5.84992496,4.11679541,3.03879347,2.12481207,1.11420579,0.00000000,0.77861693,0.00000000
-5.84392196,4.11636825,3.04805888,2.12551845,1.11295129,0.00000000,0.77956915,0.00000000
-5.83791896,4.10817954,3.04898146,2.12235224,1.11017761,0.00000000,0.77851938,0.00000000
-5.83191596,4.09168509,3.04126163,2.11507295,1.10570360,0.00000000,0.77537843,0.00000000
-5.82591296,4.06648748,3.02471604,2.10351019,1.09938421,0.00000000,0.77010508,0.00000000
-5.81990995,4.03233446,2.99927552,2.08756367,1.09111395,0.00000000,0.76270098,0.00000000
-5.81390695,3.98911604,2.96498195,2.06720255,1.08082951,0.00000000,0.75320525,0.00000000
-5.80790395,3.93686108,2.92198448,2.04246452,1.06851145,0.00000000,0.74168915,0.00000000
-5.80190095,3.87573357,2.87053550,2.01345469,1.05418520,0.00000000,0.72825109,0.00000000
-5.79589795,3.80602915,2.81098673,1.98034449,1.03792120,0.00000000,0.71301214,0.00000000
-5.78989495,3.72817183,2.74378541,1.94337056,1.01983444,0.00000000,0.69611220,0.00000000
-5.78389195,3.64271091,2.66947068,1.90283357,1.00008332,0.00000000,0.67770699,0.00000000
-5.77788894,3.55031778,2.58866987,1.85909689,0.97886783,0.00000000,0.65796562,0.00000000
-5.77188594,3.45178233,2.50209461,1.81258488,0.95642720,0.00000000,0.63706902,0.00000000
-5.76588294,3.34800842,2.41053612,1.76378066,0.93303690,0.00000000,0.61520885,0.00000000
-5.75987994,3.24000803,2.31485962,1.71322301,0.90900509,0.00000000,0.59258688,0.00000000
-5.75387694,3.12889353,2.21599735,1.66150238,0.88466855,0.00000000,0.56941471,0.00000000
-5.74787394,3.01586778,2.11493982,1.60925567,0.86038799,0.00000000,0.54591350,0.00000000
-5.74187094,2.90221169,2.01272531,1.55715978,0.83654300,0.00000000,0.52231378,0.00000000
