energy_ev,total_up,Ag_p_up,Ag_d_up,N_s_up,N_p_up,S_s_up,S_p_up,Ti_p_up,Ti_d_up
-5.80190095,2.97191899,1.13854008,1.48454174,0.01026878,0.16017515,0.00892237,0.94795464,0.89418672,0.18469654
-5.79589795,2.94495382,1.12351285,1.47022429,0.01016548,0.15548897,0.00914627,0.94497477,0.89813230,0.18509415
-5.78989495,2.92564779,1.11062426,1.46134573,0.01002417,0.15157433,0.00936917,0.94275023,0.90243956,0.18559536
-5.78389195,2.91255868,1.09947989,1.45702978,0.00984453,0.14831306,0.00958504,0.94095197,0.90681489,0.18612203
-5.77788894,2.90416325,1.08963403,1.45635805,0.00962702,0.14558305,0.00978773,0.93923037,0.91093878,0.18659544
-5.77188594,2.89890373,1.08060901,1.45839407,0.00937293,0.14326195,0.00997117,0.93722873,0.91447853,0.18693895
-5.76588294,2.89523652,1.07191595,1.46220849,0.00908435,0.14123061,0.01012953,0.93459736,0.91710206,0.18708079
-5.75987994,2.89168153,1.06307618,1.46690460,0.00876410,0.13937646,0.01025745,0.93100804,0.91849226,0.18695668
-5.75387694,2.88687040,1.05364211,1.47164366,0.00841570,0.13759651,0.01035026,0.92616788,0.91836111,0.18651240
-5.74787394,2.87959196,1.04321676,1.47566922,0.00804325,0.13580001,0.01040407,0.91983209,0.91646289,0.18570598
-5.74187094,2.86883287,1.03147093,1.47832955,0.00765138,0.13391056,0.01041604,0.91181513,0.91260593,0.18450953
-5.73586793,2.85381205,1.01815722,1.47909743,0.00724504,0.13186777,0.01038441,0.90199938,0.90666227,0.18291055
-5.72986493,2.83400718,1.00312028,1.47758650,0.00682947,0.12962825,0.01030864,0.89034130,0.89857466,0.18091271
-5.72386193,2.80917214,0.98630277,1.47356328,0.00640997,0.12716598,0.01018948,0.87687444,0.88836059,0.17853596
-5.71785893,2.77934442,0.96774688,1.46695443,0.00599185,0.12447207,0.01002890,0.86170926,0.87611317,0.17581605
-5.71185593,2.74484203,0.94759122,1.45784857,0.00558022,0.12155394,0.00983011,0.84502969,0.86199864,0.17280331
-5.70585293,2.70624963,0.92606343,1.44649253,0.00517996,0.11843386,0.00959742,0.82708655,0.84625071,0.16956096
-5.69984992,2.66439447,0.90346878,1.43328178,0.00479552,0.11514710,0.00933615,0.80818809,0.82916190,0.16616273
-5.69384692,2.62031260,0.88017539,1.41874521,0.00443090,0.11173954,0.00905240,0.78868801,0.81107227,0.16269009
-5.68784392,2.57520670,0.85659680,1.40352472,0.00408954,0.10826511,0.00875292,0.76897149,0.79235603,0.15922910
-5.68184092,2.53039703,0.83317265,1.38835003,0.00377425,0.10478292,0.00844481,0.74943987,0.77340666,0.15586699
-5.67583792,2.48726724,0.81034851,1.37400972,0.00348722,0.10135439,0.00813532,0.73049449,0.75462115,0.15268872
-5.66983492,2.44720727,0.78855566,1.36131929,0.00322997,0.09804036,0.00783161,0.71252055,0.73638411,0.14977345
-5.66383192,2.41155543,0.76819184,1.35108758,0.00300336,0.09489841,0.00754050,0.69587152,0.71905247,0.14719130
-5.65782891,2.38154200,0.74960371,1.34408261,0.00280759,0.09198036,0.00726825,0.68085489,0.70294135,0.14500039
-5.65182591,2.35823654,0.73307186,1.34099836,0.00264226,0.08933018,0.00702036,0.66771968,0.68831184,0.14324427
-5.64582291,2.34250105,0.71879891,1.34242360,0.00250637,0.08698227,0.00680142,0.65664645,0.67536108,0.14195001
-5.63981991,2.33495079,0.70690122,1.34881408,0.00239843,0.08496023,0.00661493,0.64773996,0.66421510,0.14112678
-5.63381691,2.33592427,0.69740435,1.36046927,0.00231648,0.08327609,0.00646327,0.64102489,0.65492471,0.14076523
-5.62781391,2.34546370,0.69024255,1.37751457,0.00225817,0.08193008,0.00634762,0.63644480,0.64746443,0.14083752
-5.62181091,2.36330641,0.68526196,1.39988961,0.00222083,0.08091083,0.00626795,0.63386413,0.64173468,0.14129814
-5.61580790,2.38888784,0.68222748,1.42734343,0.00220157,0.08019608,0.00622304,0.63307336,0.63756671,0.14208535
-5.60980490,2.42135547,0.68083272,1.45943645,0.00219733,0.07975375,0.00621060,0.63379686,0.63473034,0.14312325
-5.60380190,2.45959353,0.68071260,1.49554938,0.00220495,0.07954334,0.00622733,0.63570316,0.63294386,0.14432448
-5.59779890,2.50225695,0.68145787,1.53489869,0.00222130,0.07951762,0.00626907,0.63841710,0.63188563,0.14559325
-5.59179590,2.54781345,0.68263102,1.57655801,0.00224327,0.07962449,0.00633097,0.64153344,0.63120698,0.14682871
-5.58579290,2.59459192,0.68378261,1.61948462,0.00226791,0.07980889,0.00640768,0.64463121,0.63054559,0.14792854
-5.57978989,2.64083505,0.68446752,1.66255008,0.00229244,0.08001480,0.00649348,0.64728827,0.62953898,0.14879246
-5.57378689,2.68475424,0.68426045,1.70457372,0.00231435,0.08018709,0.00658254,0.64909556,0.62783740,0.14932572
-5.56778389,2.72458471,0.68276984,1.74435773,0.00233138,0.08027327,0.00666906,0.64967035,0.62511572,0.14944225
-5.56178089,2.75863863,0.67965009,1.78072260,0.00234162,0.08022511,0.00674747,0.64866818,0.62108382,0.14906749
-5.55577789,2.78535450,0.67461132,1.81254154,0.00234351,0.07999988,0.00681255,0.64579293,0.61549519,0.14814069
-5.54977489,2.80334108,0.66742670,1.83877269,0.00233584,0.07956145,0.00685965,0.64080485,0.60815346,0.14661669
-5.54377189,2.81141446,0.65793705,1.85848807,0.00231778,0.07888105,0.00688473,0.63352626,0.59891683,0.14446702
-5.53776888,2.80862728,0.64605283,1.87089824,0.00228886,0.07793769,0.00688446,0.62384484,0.58770021,0.14168046
-5.53176588,2.79428940,0.63175348,1.87537208,0.00224896,0.07671839,0.00685633,0.61171460,0.57447532,0.13826286
-5.52576288,2.76797976,0.61508453,1.87145111,0.00219828,0.07521802,0.00679864,0.59715449,0.55926878,0.13423647
-5.51975988,2.72954934,0.59615257,1.85885809,0.00213732,0.07343905,0.00671051,0.58024501,0.54215850,0.12963861
-5.51375688,2.67911586,0.57511862,1.83749990,0.00206683,0.07139090,0.00659188,0.56112298,0.52326861,0.12451999
-5.50775388,2.61705069,0.55219014,1.80746482,0.00198776,0.06908931,0.00644344,0.53997477,0.50276326,0.11894259
-5.50175088,2.54395894,0.52761219,1.76901469,0.00190124,0.06655546,0.00626657,0.51702851,0.48083964,0.11297730
-5.49574787,2.46065397,0.50165818,1.72257238,0.00180852,0.06381503,0.00606328,0.49254539,0.45772050,0.10670139
-5.48974487,2.36812737,0.47462042,1.66870528,0.00171093,0.06089724,0.00583610,0.46681067,0.43364655,0.10019596
-5.48374187,2.26751586,0.44680105,1.60810570,0.00160980,0.05783384,0.00558798,0.44012458,0.40886899,0.09354343
-5.47773887,2.16006629,0.41850346,1.54156875,0.00150648,0.05465816,0.00532216,0.41279356,0.38364235,0.08682514
-5.47173587,2.04710012,0.39002448,1.46996886,0.00140226,0.05140417,0.00504211,0.38512196,0.35821804,0.08011929
-5.46573287,1.92997834,0.36164766,1.39423556,0.00129836,0.04810563,0.00475140,0.35740459,0.33283844,0.07349898
-5.45972986,1.81006816,0.33363747,1.31532932,0.00119591,0.04479536,0.00445361,0.32992021,0.30773203,0.06703079
-5.45372686,1.68871199,0.30623481,1.23421839,0.00109589,0.04150454,0.00415223,0.30292611,0.28310924,0.06077354
-5.44772386,1.56719977,0.27965356,1.15185697,0.00099919,0.03826217,0.00385059,0.27665375,0.25915931,0.05477751
-5.44172086,1.44674492,0.25407834,1.06916547,0.00090655,0.03509466,0.00355182,0.25130571,0.23604803,0.04908399
-5.43571786,1.32846444,0.22966325,0.98701323,0.00081856,0.03202545,0.00325876,0.22705365,0.21391630,0.04372515
-5.42971486,1.21336328,0.20653163,0.90620398,0.00073570,0.02907479,0.00297395,0.20403741,0.19287958,0.03872421
-5.42371186,1.10232308,0.18477665,0.82746423,0.00065832,0.02625967,0.00269957,0.18236506,0.17302792,0.03409588
-5.41770885,0.99609515,0.16446257,0.75143479,0.00058667,0.02359368,0.00243748,0.16211380,0.15442670,0.02984701
-5.41170585,0.89529750,0.14562661,0.67866521,0.00052088,0.02108718,0.00218916,0.14333169,0.13711789,0.02597739
-5.40570285,0.80041563,0.12828133,0.60961129,0.00046102,0.01874732,0.00195577,0.12603982,0.12112168,0.02248064
-5.39969985,0.71180667,0.11241721,0.54463525,0.00040708,0.01657825,0.00173811,0.11023508,0.10643847,0.01934519
-5.39369685,0.62970642,0.09800557,0.48400840,0.00035900,0.01458137,0.00153668,0.09589316,0.09305114,0.01655534
-5.38769385,0.55423890,0.08500155,0.42791612,0.00031671,0.01275558,0.00135171,0.08297176,0.08092736,0.01409215
-5.38169085,0.48542780,0.07334707,0.37646458,0.00028008,0.01109758,0.00118316,0.07141395,0.07002211,0.01193447
-5.37568784,0.42320935,0.06297381,0.32968903,0.00024902,0.00960218,0.00103078,0.06115137,0.06028006,0.01005974
-5.36968484,0.36744622,0.05380598,0.28756319,0.00022340,0.00826263,0.00089413,0.05210746,0.05163802,0.00844483
-5.36368184,0.31794185,0.04576303,0.25000938,0.00020316,0.00707095,0.00077261,0.04420039,0.04402721,0.00706673
-5.35767884,0.27445484,0.03876203,0.21690905,0.00018822,0.00601823,0.00066554,0.03734590,0.03737539,0.00590312
-5.35167584,0.23671299,0.03271992,0.18811332,0.00017856,0.00509496,0.00057211,0.03145973,0.03160883,0.00493285
-5.34567284,0.20442668,0.02755543,0.16345324,0.00017420,0.00429128,0.00049148,0.02645986,0.02665405,0.00413640
-5.33966983,0.17730128,0.02319079,0.14274953,0.00017520,0.00359727,0.00042277,0.02226843,0.02243935,0.00349611
-5.33366683,0.15504828,0.01955321,0.12582146,0.00018166,0.00300321,0.00036510,0.01881332,0.01889614,0.00299643
-5.32766383,0.13739511,0.01657600,0.11249478,0.00019373,0.00249970,0.00031760,0.01602950,0.01595999,0.00262411
-5.32166083,0.12409331,0.01419959,0.10260846,0.00021160,0.00207796,0.00027941,0.01386005,0.01357152,0.00236821
-5.31565783,0.11492513,0.01237227,0.09602018,0.00023550,0.00172988,0.00024974,0.01225696,0.01167698,0.00222018
-5.30965483,0.10970842,0.01105068,0.09261044,0.00026569,0.00144821,0.00022782,0.01118165,0.01022878,0.00217386
-5.30365183,0.10829978,0.01020017,0.09228528,0.00030245,0.00122665,0.00021293,0.01060532,0.00918566,0.00222537
-5.29764882,0.11059606,0.00979496,0.09497757,0.00034608,0.00105988,0.00020442,0.01050899,0.00851287,0.00237307
-5.29164582,0.11653411,0.00981816,0.10064693,0.00039685,0.00094370,0.00020168,0.01088346,0.00818203,0.00261745
-5.28564282,0.12608903,0.01026158,0.10927827,0.00045505,0.00087499,0.00020415,0.01172902,0.00817102,0.00296094
-5.27963982,0.13927074,0.01112541,0.12087900,0.00052092,0.00085175,0.00021133,0.01305492,0.00846359,0.00340776
-5.27363682,0.15611923,0.01241781,0.13547511,0.00059464,0.00087311,0.00022274,0.01487882,0.00904903,0.00396374
-5.26763382,0.17669843,0.01415427,0.15310605,0.00067636,0.00093929,0.00023794,0.01722587,0.00992160,0.00463607
-5.26163082,0.20108884,0.01635684,0.17381873,0.00076611,0.00105157,0.00025651,0.02012771,0.01107998,0.00543305
-5.25562781,0.22937913,0.01905324,0.19766063,0.00086383,0.00121221,0.00027806,0.02362129,0.01252662,0.00636378
-5.24962481,0.26165695,0.02227574,0.22467232,0.00096936,0.00142441,0.00030221,0.02774742,0.01426695,0.00743785
-5.24362181,0.29799890,0.02605996,0.25487954,0.00108236,0.00169216,0.00032857,0.03254923,0.01630865,0.00866499
-5.23761881,0.33846025,0.03044343,0.28828505,0.00120239,0.00202016,0.00035677,0.03807035,0.01866078,0.01005465
-5.23161581,0.38306439,0.03546402,0.32486058,0.00132881,0.00241362,0.00038644,0.04435302,0.02133288,0.01161561
-5.22561281,0.43179250,0.04115825,0.36453907,0.00146085,0.00287813,0.00041718,0.05143605,0.02433406,0.01335549
-5.21960980,0.48457364,0.04755944,0.40720756,0.00159754,0.00341943,0.00044862,0.05935257,0.02767201,0.01528037
-5.21360680,0.54127572,0.05469583,0.45270094,0.00173774,0.00404318,0.00048036,0.06812793,0.03135209,0.01739423
-5.20760380,0.60169762,0.06258855,0.50079697,0.00188017,0.00475476,0.00051199,0.07777740,0.03537636,0.01969856
-5.20160080,0.66556291,0.07124971,0.55121274,0.00202337,0.00555895,0.00054310,0.08830409,0.03974264,0.02219191
-5.19559780,0.73251539,0.08068047,0.60360291,0.00216576,0.00645968,0.00057331,0.09969693,0.04444372,0.02486947
-5.18959480,0.80211690,0.09086930,0.65755982,0.00230564,0.00745975,0.00060220,0.11192891,0.04946654,0.02772278
-5.18359180,0.87384755,0.10179037,0.71261577,0.00244124,0.00856058,0.00062939,0.12495564,0.05479162,0.03073939
-5.17758879,0.94710854,0.11340231,0.76824743,0.00257072,0.00976190,0.00065450,0.13871424,0.06039251,0.03390277
-5.17158579,1.02122786,0.12564725,0.82388247,0.00269225,0.01106157,0.00067717,0.15312274,0.06623557,0.03719217
-5.16558279,1.09546854,0.13845028,0.87890822,0.00280401,0.01245536,0.00069710,0.16808001,0.07227979,0.04058272
-5.15957979,1.16903970,0.15171941,0.93268233,0.00290426,0.01393678,0.00071397,0.18346616,0.07847700,0.04404554
-5.15357679,1.24110991,0.16534602,0.98454500,0.00299138,0.01549704,0.00072754,0.19914365,0.08477220,0.04754814
-5.14757379,1.31082272,0.17920585,1.03383264,0.00306390,0.01712497,0.00073761,0.21495896,0.09110420,0.05105477
-5.14157079,1.37731379,0.19316052,1.07989228,0.00312056,0.01880710,0.00074402,0.23074480,0.09740650,0.05452702
-5.13556778,1.43972924,0.20705963,1.12209652,0.00316032,0.02052780,0.00074667,0.24632296,0.10360837,0.05792453
-5.12956478,1.49724456,0.22074327,1.15985841,0.00318243,0.02226941,0.00074551,0.26150758,0.10963618,0.06120572
-5.12356178,1.54908354,0.23404503,1.19264560,0.00318641,0.02401262,0.00074057,0.27610885,0.11541489,0.06432868
-5.11755878,1.59453652,0.24679538,1.21999360,0.00317209,0.02573675,0.00073194,0.28993700,0.12086966,0.06725211
-5.11155578,1.63297738,0.25882522,1.24151730,0.00313963,0.02742020,0.00071977,0.30280650,0.12592761,0.06993619
-5.10555278,1.66387879,0.26996972,1.25692065,0.00308950,0.02904097,0.00070426,0.31454031,0.13051957,0.07234362
-5.09954977,1.68682511,0.28007211,1.26600403,0.00302245,0.03057713,0.00068569,0.32497406,0.13458188,0.07444047
-5.09354677,1.70152262,0.28898745,1.26866911,0.00293955,0.03200741,0.00066441,0.33396004,0.13805804,0.07619706
-5.08754377,1.70780682,0.29658623,1.26492106,0.00284210,0.03331177,0.00064081,0.34137089,0.14090037,0.07758875
-5.08154077,1.70564655,0.30275762,1.25486821,0.00273164,0.03447201,0.00061536,0.34710285,0.14307143,0.07859657
-5.07553777,1.69514505,0.30741240,1.23871908,0.00260987,0.03547229,0.00058856,0.35107850,0.14454529,0.07920780
-5.06953477,1.67653789,0.31048538,1.21677712,0.00247865,0.03629970,0.00056098,0.35324895,0.14530856,0.07941637
-5.06353177,1.65018799,0.31193727,1.18943339,0.00233991,0.03694472,0.00053324,0.35359531,0.14536118,0.07922307
-5.05752876,1.61657820,0.31175599,1.15715747,0.00219563,0.03740167,0.00050600,0.35212955,0.14471692,0.07863570
-5.05152576,1.57630147,0.30995731,1.12048709,0.00204779,0.03766901,0.00047999,0.34889465,0.14340361,0.07766898
-5.04552276,1.53004928,0.30658491,1.08001679,0.00189830,0.03774967,0.00045595,0.34396407,0.14146316,0.07634436
-5.03951976,1.47859864,0.30170972,1.03638604,0.00174898,0.03765114,0.00043470,0.33744053,0.13895114,0.07468963
-5.03351676,1.42279805,0.29542870,0.99026725,0.00160153,0.03738559,0.00041710,0.32945424,0.13593626,0.07273852
-5.02751376,1.36355281,0.28786302,0.94235395,0.00145749,0.03696976,0.00040404,0.32016045,0.13249950,0.07053002
-5.02151076,1.30181011,0.27915573,0.89334943,0.00131821,0.03642485,0.00039648,0.30973661,0.12873293,0.06810772
-5.01550775,1.23854407,0.26946885,0.84395611,0.00118486,0.03577618,0.00039539,0.29837898,0.12473844,0.06551900
-5.00950475,1.17474109,0.25898021,0.79486579,0.00105836,0.03505283,0.00040180,0.28629893,0.12062608,0.06281421
-5.00350175,1.11138556,0.24787975,0.74675080,0.00093947,0.03428711,0.00041678,0.27371890,0.11651228,0.06004568
-4.99749875,1.04944618,0.23636576,0.70025624,0.00082872,0.03351395,0.00044139,0.26086815,0.11251780,0.05726685
-4.99149575,0.98986300,0.22464080,0.65599314,0.00072644,0.03277021,0.00047672,0.24797838,0.10876560,0.05453122
-4.98549275,0.93353503,0.21290756,0.61453270,0.00063279,0.03209385,0.00052382,0.23527927,0.10537838,0.05189143
-4.97948974,0.88130887,0.20136481,0.57640135,0.00054777,0.03152307,0.00058373,0.22299404,0.10247610,0.04939823
-4.97348674,0.83396798,0.19020329,0.54207673,0.00047123,0.03109544,0.00065740,0.21133516,0.10017339,0.04709958
-4.96748374,0.79222305,0.17960193,0.51198445,0.00040292,0.03084690,0.00074566,0.20050022,0.09857680,0.04503976
-4.96148074,0.75670338,0.16972426,0.48649570,0.00034246,0.03081087,0.00084924,0.19066808,0.09778214,0.04325852
-4.95547774,0.72794946,0.16071518,0.46592550,0.00028945,0.03101725,0.00096863,0.18199542,0.09787180,0.04179039
-4.94947474,0.70640689,0.15269821,0.45053189,0.00024341,0.03149163,0.00110413,0.17461380,0.09891225,0.04066403
-4.94347174,0.69242201,0.14577323,0.44051584,0.00020386,0.03225445,0.00125573,0.16862720,0.10095169,0.03990180
-4.93746873,0.68623917,0.14001481,0.43602206,0.00017032,0.03332031,0.00142312,0.16411028,0.10401806,0.03951937
-4.93146573,0.68800018,0.13547117,0.43714078,0.00014232,0.03469746,0.00160563,0.16110730,0.10811742,0.03952566
-4.92546273,0.69774586,0.13216384,0.44391047,0.00011946,0.03638739,0.00180219,0.15963184,0.11323283,0.03992282
-4.91945973,0.71542001,0.13008799,0.45632164,0.00010139,0.03838468,0.00201132,0.15966739,0.11932385,0.04070652
-4.91345673,0.74087578,0.12921354,0.47432154,0.00008784,0.04067698,0.00223115,0.16116871,0.12632666,0.04186643
-4.90745373,0.77388449,0.12948687,0.49781994,0.00007866,0.04324525,0.00245937,0.16406407,0.13415493,0.04338688
-4.90145073,0.81414664,0.13083324,0.52669562,0.00007379,0.04606420,0.00269329,0.16825832,0.14270147,0.04524770
-4.89544772,0.86130501,0.13315986,0.56080355,0.00007333,0.04910295,0.00292988,0.17363664,0.15184065,0.04742535
-4.88944472,0.91495929,0.13635935,0.59998240,0.00007753,0.05232581,0.00316581,0.18006904,0.16143154,0.04989404
-4.88344172,0.97468185,0.14031373,0.64406213,0.00008679,0.05569331,0.00339756,0.18741522,0.17132173,0.05262709
-4.87743872,1.04003386,0.14489858,0.69287125,0.00010172,0.05916326,0.00362145,0.19552994,0.18135174,0.05559823
-4.87143572,1.11058121,0.14998744,0.74624329,0.00012313,0.06269194,0.00383381,0.20426841,0.19135982,0.05878302
-4.86543272,1.18590931,0.15545608,0.80402225,0.00015203,0.06623530,0.00403105,0.21349168,0.20118706,0.06216006
-4.85942971,1.26563610,0.16118670,0.86606646,0.00018967,0.06975008,0.00420979,0.22307179,0.21068248,0.06571220
-4.85342671,1.34942245,0.16707164,0.93225058,0.00023756,0.07319491,0.00436695,0.23289634,0.21970801,0.06942749
-4.84742371,1.43697940,0.17301677,1.00246555,0.00029742,0.07653127,0.00449992,0.24287238,0.22814308,0.07329981
-4.84142071,1.52807164,0.17894410,1.07661626,0.00037124,0.07972426,0.00460657,0.25292945,0.23588860,0.07732934
-4.83541771,1.62251700,0.18479377,1.15461703,0.00046123,0.08274314,0.00468543,0.26302145,0.24287018,0.08152253
-4.82941471,1.72018182,0.19052514,1.23638486,0.00056981,0.08556176,0.00473566,0.27312742,0.24904034,0.08589179
-4.82341171,1.82097228,0.19611710,1.32183093,0.00069960,0.08815868,0.00475715,0.28325109,0.25437975,0.09045473
-4.81740870,1.92482213,0.20156747,1.41085046,0.00085333,0.09051709,0.00475053,0.29341910,0.25889727,0.09523306
-4.81140570,2.03167730,0.20689164,1.50331175,0.00103383,0.09262460,0.00471709,0.30367820,0.26262883,0.10025118
-4.80540270,2.14147834,0.21212047,1.59904473,0.00124392,0.09447285,0.00465884,0.31409123,0.26563529,0.10553439
-4.79939970,2.25414139,0.21729754,1.69782976,0.00148633,0.09605703,0.00457835,0.32473234,0.26799922,0.11110700
-4.79339670,2.36953892,0.22247605,1.79938733,0.00176362,0.09737536,0.00447872,0.33568151,0.26982088,0.11699019
-4.78739370,2.48748122,0.22771532,1.90336932,0.00207803,0.09842861,0.00436344,0.34701869,0.27121359,0.12319995
-4.78139070,2.60769973,0.23307730,2.00935226,0.00243138,0.09921964,0.00423627,0.35881787,0.27229860,0.12974499
-4.77538769,2.72983325,0.23862315,2.11683320,0.00282493,0.09975310,0.00410114,0.37114137,0.27319989,0.13662494
-4.76938469,2.85341785,0.24441018,2.22522851,0.00325924,0.10003525,0.00396200,0.38403459,0.27403904,0.14382871
-4.76338169,2.97788124,0.25048922,2.33387574,0.00373407,0.10007400,0.00382267,0.39752168,0.27493044,0.15133334
-4.75737869,3.10254214,0.25690269,2.44203883,0.00424825,0.09987908,0.00368677,0.41160215,0.27597712,0.15910332
-4.75137569,3.22661494,0.26368345,2.54891637,0.00479960,0.09946245,0.00355761,0.42624884,0.27726728,0.16709034
-4.74537269,3.34921972,0.27085446,2.65365305,0.00538482,0.09883885,0.00343810,0.44140726,0.27887187,0.17523375
-4.73936968,3.46939750,0.27842935,2.75535379,0.00599953,0.09802645,0.00333070,0.45699644,0.28084309,0.18346158
-4.73336668,3.58613044,0.28641397,2.85310028,0.00663819,0.09704765,0.00323740,0.47291127,0.28321405,0.19169209
-4.72736368,3.69836629,0.29480856,2.94596954,0.00729422,0.09592986,0.00315971,0.48902631,0.28599945,0.19983597
-4.72136068,3.80504655,0.30361087,3.03305402,0.00796004,0.09470622,0.00309867,0.50520089,0.28919729,0.20779900
-4.71535768,3.90513724,0.31281960,3.11348265,0.00862722,0.09341629,0.00305496,0.52128531,0.29279145,0.21548510
-4.70935468,3.99766145,0.32243831,3.18644240,0.00928669,0.09210654,0.00302886,0.53712784,0.29675497,0.22279968
-4.70335168,4.08173243,0.33247941,3.25119964,0.00992890,0.09083061,0.00302045,0.55258223,0.30105384,0.22965311
-4.69734867,4.15658595,0.34296790,3.30712090,0.01054417,0.08964928,0.00302959,0.56751532,0.30565108,0.23596429
-4.69134567,4.22161089,0.35394471,3.35369220,0.01112288,0.08863022,0.00305611,0.58181440,0.31051081,0.24166395
-4.68534267,4.27637642,0.36546924,3.39053652,0.01165583,0.08784726,0.00309985,0.59539391,0.31560213,0.24669771
-4.67933967,4.32065487,0.37762090,3.41742861,0.01213451,0.08737937,0.00316073,0.60820098,0.32090246,0.25102864
-4.67333667,4.35443879,0.39049930,3.43430667,0.01255142,0.08730922,0.00323888,0.62021972,0.32640030,0.25463922
-4.66733367,4.37795133,0.40422300,3.44128015,0.01290030,0.08772144,0.00333463,0.63147361,0.33209694,0.25753260
-4.66133067,4.39164895,0.41892658,3.43863328,0.01317640,0.08870042,0.00344858,0.64202603,0.33800734,0.25973300
-4.65532766,4.39621584,0.43475607,3.42682375,0.01337664,0.09032793,0.00358158,0.65197868,0.34415978,0.26128527
-4.64932466,4.39254965,0.45186261,3.40647624,0.01349974,0.09268037,0.00373470,0.66146782,0.35059436,0.26225350
-4.64332166,4.38173856,0.47039463,3.37837077,0.01354633,0.09582593,0.00390919,0.67065846,0.35736056,0.26271887
