energy_ev,total_up,total_down,N_s_up,N_s_down,N_p_up,N_p_down,Ni_p_up,Ni_p_down,Ni_d_up,Ni_d_down,Te_p_up,Te_p_down,Te_d_up,Te_d_down,Ti_p_up,Ti_p_down,Ti_d_up,Ti_d_down
-5.93996998,1.36060987,-1.36060003,0.00014716,-0.00014711,0.32500216,-0.32500600,0.40875546,-0.40873559,0.81888069,-0.81889241,0.38721991,-0.38720442,0.00000000,-0.00000000,0.12569867,-0.12568986,0.03650819,-0.03650666
-5.93396698,1.42811122,-1.42810142,0.00011206,-0.00011202,0.34924650,-0.34925037,0.41756466,-0.41754505,0.87689103,-0.87690243,0.39184070,-0.39182533,0.00000000,-0.00000000,0.12368538,-0.12367670,0.03614846,-0.03614697
-5.92796398,1.49453112,-1.49452141,0.00008478,-0.00008475,0.37341544,-0.37341930,0.42691925,-0.42690020,0.93374755,-0.93375845,0.39608378,-0.39606868,0.00000000,-0.00000000,0.12175617,-0.12174773,0.03576794,-0.03576650
-5.92196098,1.55882947,-1.55881992,0.00006376,-0.00006374,0.39716392,-0.39716771,0.43668423,-0.43666599,0.98861774,-0.98862796,0.39983006,-0.39981539,0.00000000,-0.00000000,0.11991871,-0.11991061,0.03536263,-0.03536126
-5.91595798,1.61995391,-1.61994457,0.00004771,-0.00004769,0.42013210,-0.42013577,0.44669669,-0.44667950,1.04066146,-1.04067084,0.40297049,-0.40295640,0.00000000,-0.00000000,0.11818393,-0.11817627,0.03492998,-0.03492870
-5.90995498,1.67686595,-1.67685686,0.00003557,-0.00003555,0.44195373,-0.44195723,0.45676965,-0.45675372,1.08905247,-1.08906084,0.40540937,-0.40539600,0.00000000,-0.00000000,0.11656619,-0.11655908,0.03446888,-0.03446771
-5.90395198,1.72857077,-1.72856196,0.00002648,-0.00002647,0.46226572,-0.46226900,0.46669836,-0.46668385,1.13300146,-1.13300869,0.40706850,-0.40705598,0.00000000,-0.00000000,0.11508389,-0.11507741,0.03397987,-0.03397882
-5.89794897,1.77414948,-1.77414101,0.00001979,-0.00001978,0.48071865,-0.48072166,0.47626853,-0.47625558,1.17178009,-1.17178608,0.40789184,-0.40788029,0.00000000,-0.00000000,0.11376046,-0.11375469,0.03346531,-0.03346441
-5.89194597,1.81279248,-1.81278439,0.00001495,-0.00001494,0.49698765,-0.49699035,0.48526624,-0.48525497,1.20474485,-1.20474953,0.40785038,-0.40783991,0.00000000,-0.00000000,0.11262564,-0.11262066,0.03292965,-0.03292890
-5.88594297,1.84383200,-1.84382439,0.00001155,-0.00001155,0.51078339,-0.51078575,0.49348873,-0.49347922,1.23135991,-1.23136324,0.40694680,-0.40693751,0.00000000,-0.00000000,0.11171695,-0.11171284,0.03237969,-0.03237910
-5.87993997,1.86677263,-1.86676561,0.00000928,-0.00000928,0.52186254,-0.52186454,0.50075555,-0.50074787,1.25121785,-1.25121984,0.40521969,-0.40521171,0.00000000,-0.00000000,0.11108109,-0.11107792,0.03182484,-0.03182443
-5.87393697,1.88131776,-1.88131148,0.00000791,-0.00000790,0.53003728,-0.53003890,0.50691933,-0.50691353,1.26405743,-1.26405814,0.40274685,-0.40274027,0.00000000,-0.00000000,0.11077518,-0.11077303,0.03127735,-0.03127711
-5.86793397,1.88739073,-1.88738540,0.00000726,-0.00000725,0.53518334,-0.53518460,0.51187549,-0.51187161,1.26977744,-1.26977698,0.39964734,-0.39964228,0.00000000,-0.00000000,0.11086772,-0.11086666,0.03075239,-0.03075235
-5.86193097,1.88514925,-1.88514513,0.00000721,-0.00000721,0.53724633,-0.53724724,0.51557034,-0.51556841,1.26844586,-1.26844437,0.39608218,-0.39607875,0.00000000,-0.00000000,0.11143903,-0.11143913,0.03026817,-0.03026834
-5.85592796,1.87499203,-1.87498944,0.00000770,-0.00000770,0.53624571,-0.53624631,0.51800693,-0.51800698,1.26030381,-1.26030151,0.39225321,-0.39225154,0.00000000,-0.00000000,0.11258109,-0.11258243,0.02984580,-0.02984618
-5.84992496,1.85755691,-1.85755622,0.00000868,-0.00000868,0.53227649,-0.53227684,0.51924830,-0.51925036,1.24576399,-1.24576113,0.38840031,-0.38840053,0.00000000,-0.00000000,0.11439679,-0.11439944,0.02950908,-0.02950970
-5.84392196,1.83371024,-1.83371187,0.00001015,-0.00001015,0.52550826,-0.52550841,0.51941788,-0.51942197,1.22540326,-1.22540015,0.38479661,-0.38479886,0.00000000,-0.00000000,0.11699825,-0.11700229,0.02928418,-0.02928503
-5.83791896,1.80452737,-1.80453177,0.00001210,-0.00001211,0.51618165,-0.51618171,0.51869681,-0.51870294,1.19994969,-1.19994665,0.38174202,-0.38174644,0.00000000,-0.00000000,0.12050449,-0.12051001,0.02919906,-0.02920018
-5.83191596,1.77126494,-1.77127259,0.00001459,-0.00001459,0.50460235,-0.50460239,0.51731832,-0.51732653,1.17026427,-1.17026166,0.37955499,-0.37956172,0.00000000,-0.00000000,0.12503831,-0.12504538,0.02928291,-0.02928430
-5.82591296,1.73532559,-1.73533700,0.00001766,-0.00001766,0.49113270,-0.49113284,0.51555942,-0.51556970,1.13731789,-1.13731610,0.37856288,-0.37857205,0.00000000,-0.00000000,0.13072234,-0.13073103,0.02956531,-0.02956699
-5.81990995,1.69821649,-1.69823215,0.00002139,-0.00002139,0.47618141,-0.47618175,0.51373007,-0.51374243,1.10216438,-1.10216379,0.37909117,-0.37910289,0.00000000,-0.00000000,0.13767462,-0.13768500,0.03007535,-0.03007734
-5.81390695,1.66150295,-1.66152332,0.00002588,-0.00002588,0.46019163,-0.46019228,0.51216059,-0.51217499,1.06591050,-1.06591150,0.38145190,-0.38146627,0.00000000,-0.00000000,0.14600361,-0.14601572,0.03084072,-0.03084302
-5.80790395,1.62675901,-1.62678451,0.00003124,-0.00003125,0.44362782,-0.44362890,0.51118761,-0.51120402,1.02968391,-1.02968685,0.38593177,-0.38594884,0.00000000,-0.00000000,0.15580288,-0.15581676,0.03188660,-0.03188924
-5.80190095,1.59551679,-1.59554776,0.00003763,-0.00003764,0.42696211,-0.42696371,0.51113950,-0.51115784,0.99460033,-0.99460556,0.39278037,-0.39280018,0.00000000,-0.00000000,0.16714583,-0.16716148,0.03323472,-0.03323770
-5.79589795,1.56921647,-1.56925316,0.00004523,-0.00004524,0.41066035,-0.41066256,0.51232174,-0.51234190,0.96173100,-0.96173881,0.40219904,-0.40222157,0.00000000,-0.00000000,0.18008041,-0.18009782,0.03490230,-0.03490562
-5.78989495,1.54915895,-1.54920151,0.00005427,-0.00005429,0.39516864,-0.39517154,0.51500308,-0.51502491,0.93207154,-0.93208216,0.41433086,-0.41435606,0.00000000,-0.00000000,0.19462435,-0.19464347,0.03690116,-0.03690483
-5.78389195,1.53646287,-1.53651130,0.00006503,-0.00006505,0.38090067,-0.38090433,0.51940297,-0.51942630,0.90651336,-0.90652696,0.42925223,-0.42927996,0.00000000,-0.00000000,0.21076100,-0.21078176,0.03923690,-0.03924091
-5.77788894,1.53202766,-1.53208184,0.00007784,-0.00007787,0.36822629,-0.36823075,0.52568107,-0.52570566,0.88581855,-0.88583522,0.44696642,-0.44699651,0.00000000,-0.00000000,0.22843611,-0.22845838,0.04190829,-0.04191264
-5.77188594,1.53650414,-1.53656380,0.00009314,-0.00009317,0.35746168,-0.35746695,0.53392899,-0.53395457,0.87059906,-0.87061881,0.46739965,-0.46743185,0.00000000,-0.00000000,0.24755572,-0.24757937,0.04490682,-0.04491148
-5.76588294,1.55027353,-1.55033822,0.00011145,-0.00011149,0.34886143,-0.34886751,0.54416489,-0.54419114,0.86130088,-0.86132363,0.49039975,-0.49043376,0.00000000,-0.00000000,0.26798545,-0.26801028,0.04821650,-0.04822145
-5.75987994,1.57343584,-1.57350499,0.00013341,-0.00013345,0.34261268,-0.34261954,0.55633097,-0.55635755,0.85819363,-0.85821923,0.51573770,-0.51577317,0.00000000,-0.00000000,0.28955116,-0.28957695,0.05181399,-0.05181920
-5.75387694,1.60580796,-1.60588084,0.00015979,-0.00015985,0.33883145,-0.33883903,0.57029400,-0.57032054,0.86136588,-0.86139406,0.54311222,-0.54314874,0.00000000,-0.00000000,0.31204132,-0.31206781,0.05566890,-0.05567435
-5.74787394,1.64693144,-1.64700720,0.00019155,-0.00019162,0.33756113,-0.33756936,0.58584879,-0.58587488,0.87072617,-0.87075660,0.57215714,-0.57219427,0.00000000,-0.00000000,0.33521085,-0.33523777,0.05974454,-0.05975017
-5.74187094,1.69608961,-1.69616728,0.00022982,-0.00022990,0.33877325,-0.33878202,0.60272436,-0.60274961,0.88600973,-0.88604199,0.60245154,-0.60248879,0.00000000,-0.00000000,0.35878655,-0.35881359,0.06399876,-0.06400454
-5.73586793,1.75233335,-1.75241189,0.00027595,-0.00027605,0.34237018,-0.34237938,0.62059260,-0.62061658,0.90679042,-0.90682404,0.63353222,-0.63356910,0.00000000,-0.00000000,0.38247388,-0.38250073,0.06838522,-0.06839110
-5.72986493,1.81451433,-1.81459264,0.00033155,-0.00033168,0.34818975,-0.34819923,0.63907886,-0.63910118,0.93249740,-0.93253183,0.66490818,-0.66494420,0.00000000,-0.00000000,0.40596490,-0.40599124,0.07285478,-0.07286071
-5.72386193,1.88132450,-1.88140147,0.00039849,-0.00039864,0.35601152,-0.35602114,0.65777416,-0.65779445,0.96243587,-0.96247055,0.69607642,-0.69611108,0.00000000,-0.00000000,0.42894708,-0.42897260,0.07735708,-0.07736302
-5.71785893,1.95134015,-1.95141467,0.00047892,-0.00047910,0.36556445,-0.36557404,0.67624836,-0.67626627,0.99581108,-0.99584542,0.72653846,-0.72657132,0.00000000,-0.00000000,0.45111259,-0.45113698,0.08184221,-0.08184810
-5.71185593,2.02306876,-2.02313977,0.00057531,-0.00057553,0.37653567,-0.37654507,0.69406384,-0.69407908,1.03175459,-1.03178798,0.75581696,-0.75584760,0.00000000,-0.00000000,0.47216771,-0.47219070,0.08626240,-0.08626821
-5.70585293,2.09499684,-2.09506338,0.00069043,-0.00069070,0.38858004,-0.38858909,0.71078910,-0.71080142,1.06935180,-1.06938367,0.78347156,-0.78349964,0.00000000,-0.00000000,0.49184187,-0.49186321,0.09057371,-0.09057941
-5.69984992,2.16563688,-2.16569809,0.00082736,-0.00082768,0.40133022,-0.40133877,0.72601179,-0.72602102,1.10766992,-1.10769971,0.80911336,-0.80913860,0.00000000,-0.00000000,0.50989600,-0.50991548,0.09473748,-0.09474303
-5.69384692,2.23357154,-2.23362671,0.00098949,-0.00098986,0.41440698,-0.41441486,0.73935083,-0.73935685,1.14578502,-1.14581223,0.83241728,-0.83243947,0.00000000,-0.00000000,0.52612961,-0.52614707,0.09872165,-0.09872704
-5.68784392,2.29749349,-2.29754206,0.00118043,-0.00118087,0.42742927,-0.42743636,0.75046700,-0.75046977,1.18280751,-1.18283171,0.85313176,-0.85315079,0.00000000,-0.00000000,0.54038644,-0.54040177,0.10250174,-0.10250697
-5.68184092,2.35623946,-2.35628107,0.00140405,-0.00140456,0.44002407,-0.44003025,0.75907190,-0.75907146,1.21790512,-1.21792592,0.87108534,-0.87110120,0.00000000,-0.00000000,0.55255825,-0.55257141,0.10606154,-0.10606660
-5.67583792,2.40881736,-2.40885182,0.00166433,-0.00166492,0.45183545,-0.45184060,0.76493503,-0.76493146,1.25032246,-1.25033960,0.88618985,-0.88620261,0.00000000,-0.00000000,0.56258663,-0.56259760,0.10939331,-0.10939822
-5.66983492,2.45442567,-2.45445299,0.00196534,-0.00196602,0.46253280,-0.46253685,0.76788862,-0.76788211,1.27939697,-1.27941023,0.89844000,-0.89844982,0.00000000,-0.00000000,0.57046268,-0.57047153,0.11249774,-0.11250250
-5.66383192,2.49246466,-2.49248503,0.00231109,-0.00231187,0.47181803,-0.47182092,0.76783055,-0.76782132,1.30457049,-1.30457977,0.90790952,-0.90791666,0.00000000,-0.00000000,0.57622472,-0.57623154,0.11538331,-0.11538797
-5.65782891,2.52253956,-2.52255331,0.00270545,-0.00270633,0.47943150,-0.47943318,0.76472494,-0.76471327,1.32539662,-1.32540190,0.91474408,-0.91474884,0.00000000,-0.00000000,0.57995398,-0.57995891,0.11806546,-0.11807005
-5.65182591,2.54445579,-2.54446343,0.00315198,-0.00315296,0.48515658,-0.48515703,0.75860084,-0.75858706,1.34154369,-1.34154503,0.91915128,-0.91915404,0.00000000,-0.00000000,0.58176871,-0.58177194,0.12056530,-0.12056987
-5.64582291,2.55820728,-2.55820943,0.00365378,-0.00365486,0.48882290,-0.48882213,0.74954902,-0.74953348,1.35279369,-1.35279121,0.92138843,-0.92138961,0.00000000,-0.00000000,0.58181691,-0.58181864,0.12290814,-0.12291273
-5.63981991,2.56395867,-2.56395603,0.00421334,-0.00421454,0.49030813,-0.49030616,0.73771706,-0.73770014,1.35903752,-1.35903143,0.92174871,-0.92174873,0.00000000,-0.00000000,0.58026817,-0.58026863,0.12512174,-0.12512640
-5.63381691,2.56202274,-2.56201606,0.00483242,-0.00483373,0.48953839,-0.48953526,0.72330309,-0.72328517,1.36026718,-1.36025772,0.92054640,-0.92054571,0.00000000,-0.00000000,0.57730508,-0.57730450,0.12723460,-0.12723939
-5.62781391,2.55283451,-2.55282457,0.00551180,-0.00551321,0.48648735,-0.48648310,0.70654832,-0.70652980,1.35656546,-1.35655292,0.91810204,-0.91810107,0.00000000,-0.00000000,0.57311462,-0.57311324,0.12927416,-0.12927910
-5.62181091,2.53692348,-2.53691106,0.00625121,-0.00625273,0.48117415,-0.48116886,0.68772881,-0.68771005,1.34809402,-1.34807871,0.91472821,-0.91472737,0.00000000,-0.00000000,0.56788004,-0.56787807,0.13126509,-0.13127023
-5.61580790,2.51488547,-2.51487130,0.00704918,-0.00705079,0.47366032,-0.47365405,0.66714663,-0.66712799,1.33508037,-1.33506262,0.91071662,-0.91071626,0.00000000,-0.00000000,0.56177364,-0.56177128,0.13322787,-0.13323324
-5.60980490,2.48735547,-2.48734022,0.00790291,-0.00790461,0.46404575,-0.46403859,0.64512088,-0.64510267,1.31780471,-1.31778485,0.90632705,-0.90632747,0.00000000,-0.00000000,0.55495073,-0.55494815,0.13517752,-0.13518314
-5.60380190,2.45498258,-2.45496681,0.00880825,-0.00881002,0.45246404,-0.45245607,0.62197870,-0.62196120,1.29658710,-1.29656545,0.90177869,-0.90178012,0.00000000,-0.00000000,0.54754516,-0.54754251,0.13712273,-0.13712860
-5.59779890,2.41840809,-2.41839230,0.00975960,-0.00976143,0.43907738,-0.43906869,0.59804666,-0.59803011,1.27177552,-1.27175238,0.89724397,-0.89724657,0.00000000,-0.00000000,0.53966640,-0.53966378,0.13906526,-0.13907137
-5.59179590,2.37824740,-2.37823192,0.01074999,-0.01075186,0.42407111,-0.42406180,0.57364274,-0.57362732,1.24373525,-1.24371090,0.89284524,-0.89284909,0.00000000,-0.00000000,0.53139828,-0.53139576,0.14099981,-0.14100615
-5.58579290,2.33507592,-2.33506100,0.01177109,-0.01177297,0.40764824,-0.40763839,0.54906905,-0.54905490,1.21283982,-1.21281451,0.88865402,-0.88865913,0.00000000,-0.00000000,0.52279943,-0.52279705,0.14291419,-0.14292073
-5.57978989,2.28941943,-2.28940518,0.01281333,-0.01281520,0.39002396,-0.39001367,0.52460556,-0.52459278,1.17946363,-1.17943758,0.88469281,-0.88469909,0.00000000,-0.00000000,0.51390506,-0.51390281,0.14478983,-0.14479652
-5.57378689,2.24174827,-2.24173470,0.01386605,-0.01386789,0.37142045,-0.37140979,0.50050494,-0.50049356,1.14397615,-1.14394956,0.88093896,-0.88094629,0.00000000,-0.00000000,0.50473000,-0.50472785,0.14660258,-0.14660937
-5.56778389,2.19247535,-2.19246236,0.01491772,-0.01491950,0.35206195,-0.35205103,0.47698851,-0.47697852,1.10673775,-1.10671078,0.87733046,-0.87733861,0.00000000,-0.00000000,0.49527263,-0.49527052,0.14832379,-0.14833061
-5.56178089,2.14195717,-2.14194459,0.01595613,-0.01595783,0.33217038,-0.33215927,0.45424350,-0.45423487,1.06809671,-1.06806949,0.87377278,-0.87378150,0.00000000,-0.00000000,0.48551935,-0.48551720,0.14992147,-0.14992825
-5.55577789,2.09049726,-2.09048483,0.01696871,-0.01697030,0.31196130,-0.31195010,0.43242149,-0.43241414,1.02838727,-1.02835993,0.87014665,-0.87015565,0.00000000,-0.00000000,0.47544938,-0.47544710,0.15136163,-0.15136830
-5.54977489,2.03835135,-2.03833875,0.01794277,-0.01794423,0.29164056,-0.29162933,0.41163809,-0.41163189,0.98792844,-0.98790107,0.86631606,-0.86632501,0.00000000,-0.00000000,0.46503937,-0.46503685,0.15260956,-0.15261604
-5.54377189,1.98573342,-1.98572032,0.01886580,-0.01886711,0.27140137,-0.27139020,0.39197365,-0.39196849,0.94702317,-0.94699585,0.86213608,-0.86214463,0.00000000,-0.00000000,0.45426765,-0.45426479,0.15363115,-0.15363735
-5.53776888,1.93282229,-1.93280834,0.01972581,-0.01972695,0.25142201,-0.25141097,0.37347513,-0.37347084,0.90595771,-0.90593052,0.85746018,-0.85746800,0.00000000,-0.00000000,0.44311796,-0.44311466,0.15439404,-0.15439989
-5.53176588,1.87976794,-1.87975277,0.02051157,-0.02051252,0.23186406,-0.23185321,0.35615872,-0.35615514,0.86500101,-0.86497400,0.85214676,-0.85215350,0.00000000,-0.00000000,0.43158230,-0.43157847,0.15486867,-0.15487409
-5.52576288,1.82669734,-1.82668063,0.02121289,-0.02121363,0.21287109,-0.21286051,0.34001332,-0.34001027,0.82440392,-0.82437716,0.84606461,-0.84606995,0.00000000,-0.00000000,0.41966298,-0.41965852,0.15502915,-0.15503409
-5.51975988,1.77371960,-1.77370103,0.02182081,-0.02182134,0.19456787,-0.19455761,0.32500449,-0.32500181,0.78439828,-0.78437181,0.83909739,-0.83910104,0.00000000,-0.00000000,0.40737373,-0.40736859,0.15485396,-0.15485833
-5.51375688,1.72093024,-1.72090955,0.02232786,-0.02232818,0.17706001,-0.17705012,0.31107898,-0.31107651,0.74519582,-0.74516969,0.83114695,-0.83114866,0.00000000,-0.00000000,0.39474004,-0.39473416,0.15432638,-0.15433015
-5.50775388,1.66841477,-1.66839175,0.02272814,-0.02272824,0.16043394,-0.16042448,0.29816936,-0.29816696,0.70698704,-0.70696130,0.82213575,-0.82213530,0.00000000,-0.00000000,0.38179866,-0.38179203,0.15343486,-0.15343798
-5.50175088,1.61625165,-1.61622616,0.02301743,-0.02301731,0.14475737,-0.14474838,0.28619885,-0.28619638,0.66994021,-0.66991489,0.81200834,-0.81200557,0.00000000,-0.00000000,0.36859659,-0.36858918,0.15217317,-0.15217562
-5.49574787,1.56451492,-1.56448684,0.02319324,-0.02319290,0.13007988,-0.13007140,0.27508609,-0.27508344,0.63420056,-0.63417571,0.80073232,-0.80072711,0.00000000,-0.00000000,0.35518951,-0.35518134,0.15054037,-0.15054212
-5.48974487,1.51327662,-1.51324594,0.02325476,-0.02325422,0.11643402,-0.11642607,0.26474970,-0.26474677,0.59988991,-0.59986557,0.78829871,-0.78829100,0.00000000,-0.00000000,0.34164007,-0.34163117,0.14854077,-0.14854181
-5.48374187,1.46260947,-1.46257622,0.02320289,-0.02320215,0.10383641,-0.10382902,0.25511256,-0.25510930,0.56710689,-0.56708311,0.77472214,-0.77471193,0.00000000,-0.00000000,0.32801599,-0.32800640,0.14618373,-0.14618407
-5.47773887,1.41258973,-1.41255401,0.02304005,-0.02303913,0.09228925,-0.09228243,0.24610570,-0.24610207,0.53592774,-0.53590455,0.76004093,-0.76002825,0.00000000,-0.00000000,0.31438829,-0.31437807,0.14348346,-0.14348312
-5.47173587,1.36330049,-1.36326248,0.02277012,-0.02276904,0.08178185,-0.08177560,0.23767164,-0.23766764,0.50640789,-0.50638534,0.74431705,-0.74430201,0.00000000,-0.00000000,0.30082964,-0.30081887,0.14045881,-0.14045781
-5.46573287,1.31483543,-1.31479537,0.02239828,-0.02239706,0.07229232,-0.07228665,0.22976721,-0.22976286,0.47858419,-0.47856233,0.72763632,-0.72761907,0.00000000,-0.00000000,0.28741306,-0.28740183,0.13713297,-0.13713136
-5.45972986,1.26730280,-1.26726098,0.02193082,-0.02192947,0.06378937,-0.06378428,0.22236572,-0.22236106,0.45247777,-0.45245665,0.71010846,-0.71008920,0.00000000,-0.00000000,0.27421087,-0.27419928,0.13353328,-0.13353109
-5.45372686,1.22082952,-1.22078631,0.02137497,-0.02137352,0.05623408,-0.05622955,0.21545837,-0.21545349,0.42809739,-0.42807705,0.69186723,-0.69184621,0.00000000,-0.00000000,0.26129402,-0.26128217,0.12969093,-0.12968822
-5.44772386,1.17556509,-1.17552090,0.02073875,-0.02073721,0.04958166,-0.04957769,0.20905508,-0.20905008,0.40544303,-0.40542354,0.67307038,-0.67304789,0.00000000,-0.00000000,0.24873166,-0.24871968,0.12564071,-0.12563755
-5.44172086,1.13168482,-1.13164011,0.02003074,-0.02002913,0.04378318,-0.04377974,0.20318441,-0.20317941,0.38450960,-0.38449104,0.65389922,-0.65387558,0.00000000,-0.00000000,0.23659101,-0.23657901,0.12142074,-0.12141718
-5.43571786,1.08939212,-1.08934741,0.01925997,-0.01925832,0.03878709,-0.03878416,0.19789279,-0.19788793,0.36529044,-0.36527287,0.63455770,-0.63453328,0.00000000,-0.00000000,0.22493733,-0.22492543,0.11707210,-0.11706822
-5.42971486,1.04891931,-1.04887514,0.01843573,-0.01843404,0.03454069,-0.03453826,0.19324300,-0.19323844,0.34778030,-0.34776382,0.61527080,-0.61524599,0.00000000,-0.00000000,0.21383395,-0.21382227,0.11263846,-0.11263434
-5.42371186,1.01052661,-1.01048356,0.01756741,-0.01756571,0.03099135,-0.03098938,0.18931182,-0.18930772,0.33197772,-0.33196243,0.59628193,-0.59625713,0.00000000,-0.00000000,0.20334224,-0.20333091,0.10816558,-0.10816130
-5.41770885,0.97449900,-0.97445766,0.01666442,-0.01666272,0.02808748,-0.02808595,0.18618698,-0.18618352,0.31788651,-0.31787251,0.57784932,-0.57782495,0.00000000,-0.00000000,0.19352149,-0.19351063,0.10370073,-0.10369636
-5.41170585,0.94114071,-0.94110168,0.01573602,-0.01573434,0.02577934,-0.02577823,0.18396352,-0.18396087,0.30551611,-0.30550351,0.56024125,-0.56021774,0.00000000,-0.00000000,0.18442848,-0.18441821,0.09929196,-0.09928758
-5.40570285,0.91076735,-0.91073122,0.01479125,-0.01478960,0.02401951,-0.02401880,0.18273946,-0.18273777,0.29488094,-0.29486985,0.54373010,-0.54370785,0.00000000,-0.00000000,0.17611682,-0.17610723,0.09498731,-0.09498300
-5.39969985,0.88369576,-0.88366309,0.01383882,-0.01383721,0.02276321,-0.02276287,0.18261105,-0.18261049,0.28599857,-0.28598910,0.52858529,-0.52856470,0.00000000,-0.00000000,0.16863597,-0.16862718,0.09083383,-0.09082966
-5.39369685,0.86023175,-0.86020306,0.01288701,-0.01288545,0.02196831,-0.02196831,0.18366773,-0.18366843,0.27888685,-0.27887910,0.51506531,-0.51504675,0.00000000,-0.00000000,0.16203002,-0.16202211,0.08687660,-0.08687264
-5.38769385,0.84065638,-0.84063213,0.01194362,-0.01194212,0.02159517,-0.02159550,0.18598690,-0.18598897,0.27356017,-0.27355423,0.50340905,-0.50339285,0.00000000,-0.00000000,0.15633609,-0.15632913,0.08315758,-0.08315389
-5.38169085,0.82521125,-0.82519182,0.01101591,-0.01101447,0.02160633,-0.02160696,0.18962874,-0.18963226,0.27002505,-0.27002097,0.49382678,-0.49381321,0.00000000,-0.00000000,0.15158273,-0.15157678,0.07971454,-0.07971118
-5.37568784,0.81408354,-0.81406921,0.01011047,-0.01010911,0.02196605,-0.02196695,0.19463136,-0.19463638,0.26827533,-0.26827315,0.48649124,-0.48648052,0.00000000,-0.00000000,0.14778810,-0.14778320,0.07657989,-0.07657690
-5.36968484,0.80739169,-0.80738263,0.00923327,-0.00923198,0.02263975,-0.02264090,0.20100643,-0.20101295,0.26828733,-0.26828706,0.48152917,-0.48152144,0.00000000,-0.00000000,0.14495828,-0.14495445,0.07377970,-0.07377711
-5.36368184,0.80517263,-0.80516889,0.00838954,-0.00838832,0.02359351,-0.02359488,0.20873559,-0.20874358,0.27001537,-0.27001698,0.47901399,-0.47900932,0.00000000,-0.00000000,0.14308578,-0.14308301,0.07133274,-0.07133059
-5.35767884,0.80737136,-0.80737285,0.00758375,-0.00758261,0.02479348,-0.02479505,0.21776788,-0.21777727,0.27338788,-0.27339130,0.47895989,-0.47895827,0.00000000,-0.00000000,0.14214836,-0.14214663,0.06924982,-0.06924812
-5.35167584,0.81383380,-0.81384030,0.00681961,-0.00681856,0.02620549,-0.02620722,0.22801839,-0.22802904,0.27830462,-0.27830972,0.48131798,-0.48131931,0.00000000,-0.00000000,0.14210832,-0.14210758,0.06753324,-0.06753199
-5.34567284,0.82430354,-0.82431470,0.00610007,-0.00609909,0.02779469,-0.02779654,0.23936830,-0.23938006,0.28463509,-0.28464172,0.48597468,-0.48597878,0.00000000,-0.00000000,0.14291243,-0.14291261,0.06617661,-0.06617580
