energy_ev,total_up,C_s_up,C_p_up,Ni_p_up,Ni_d_up,S_s_up,S_p_up,Ti_p_up,Ti_d_up
-5.63981991,1.08162750,0.00793315,0.03307094,0.31021629,0.09545277,0.01423330,0.60773341,0.17413027,0.04876609
-5.63381691,0.97564054,0.00697009,0.03047958,0.28099243,0.08483186,0.01285774,0.54758833,0.15737053,0.04383786
-5.62781391,0.87639135,0.00608714,0.02807043,0.25320955,0.07504439,0.01157752,0.49113025,0.14151122,0.03935886
-5.62181091,0.78426934,0.00528655,0.02587228,0.22701415,0.06609878,0.01040181,0.43856456,0.12661022,0.03533624
-5.61580790,0.69955993,0.00456902,0.02390997,0.20252208,0.05799479,0.00933772,0.39003956,0.11271261,0.03177257
-5.60980490,0.62244984,0.00393402,0.02220426,0.17981836,0.05072535,0.00839051,0.34564947,0.09985076,0.02866633
-5.60380190,0.55303467,0.00338004,0.02077179,0.15895787,0.04427852,0.00756376,0.30543870,0.08804471,0.02601243
-5.59779890,0.49132833,0.00290493,0.01962516,0.13996684,0.03863942,0.00685966,0.26940725,0.07730294,0.02380272
-5.59179590,0.43727407,0.00250614,0.01877312,0.12284493,0.03379226,0.00627925,0.23751691,0.06762350,0.02202645
-5.58579290,0.39075671,0.00218106,0.01822080,0.10756806,0.02972229,0.00582276,0.20969822,0.05899542,0.02067078
-5.57978989,0.35161563,0.00192720,0.01797003,0.09409147,0.02641768,0.00548985,0.18585789,0.05140037,0.01972122
-5.57378689,0.31965812,0.00174246,0.01801971,0.08235333,0.02387123,0.00527997,0.16588632,0.04481456,0.01916209
-5.56778389,0.29467258,0.00162529,0.01836616,0.07227829,0.02208198,0.00519254,0.14966516,0.03921067,0.01897689
-5.56178089,0.27644112,0.00157480,0.01900358,0.06378120,0.02105643,0.00522727,0.13707436,0.03455987,0.01914869
-5.55577789,0.26475112,0.00159089,0.01992445,0.05677063,0.02080962,0.00538435,0.12799873,0.03083372,0.01966046
-5.54977489,0.25940536,0.00167425,0.02111998,0.05115223,0.02136574,0.00566459,0.12233355,0.02800594,0.02049540
-5.54377189,0.26023026,0.00182640,0.02258050,0.04683165,0.02275836,0.00606961,0.11998911,0.02605394,0.02163715
-5.53776888,0.26708194,0.00204955,0.02429588,0.04371719,0.02503021,0.00660185,0.12089395,0.02496003,0.02307002
-5.53176588,0.27984980,0.00234659,0.02625585,0.04172182,0.02823246,0.00726460,0.12499665,0.02471229,0.02477911
-5.52576288,0.29845740,0.00272084,0.02845032,0.04076478,0.03242340,0.00806195,0.13226608,0.02530502,0.02675042
-5.51975988,0.32286047,0.00317590,0.03086957,0.04077267,0.03766667,0.00899865,0.14268999,0.02673872,0.02897082
-5.51375688,0.35304214,0.00371537,0.03350445,0.04167989,0.04402883,0.01007993,0.15627200,0.02901965,0.03142802
-5.50775388,0.38900532,0.00434260,0.03634638,0.04342870,0.05157645,0.01131120,0.17302704,0.03215898,0.03411034
-5.50175088,0.43076253,0.00506037,0.03938734,0.04596878,0.06037278,0.01269773,0.19297541,0.03617145,0.03700656
-5.49574787,0.47832358,0.00587056,0.04261974,0.04925632,0.07047397,0.01424424,0.21613556,0.04107378,0.04010556
-5.48974487,0.53168154,0.00677385,0.04603615,0.05325289,0.08192508,0.01595448,0.24251612,0.04688273,0.04339596
-5.48374187,0.59079780,0.00776940,0.04962905,0.05792403,0.09475602,0.01783070,0.27210734,0.05361306,0.04686575
-5.47773887,0.65558688,0.00885455,0.05339049,0.06323769,0.10897750,0.01987320,0.30487257,0.06127541,0.05050186
-5.47173587,0.72590221,0.01002461,0.05731172,0.06916274,0.12457744,0.02207987,0.34074028,0.06987430,0.05428980
-5.46573287,0.80152369,0.01127268,0.06138289,0.07566753,0.14151780,0.02444570,0.37959705,0.07940644,0.05821339
-5.45972986,0.88214843,0.01258956,0.06559281,0.08271875,0.15973230,0.02696249,0.42128242,0.08985944,0.06225456
-5.45372686,0.96738549,0.01396375,0.06992890,0.09028067,0.17912513,0.02961857,0.46558596,0.10121117,0.06639341
-5.44772386,1.05675606,0.01538154,0.07437727,0.09831492,0.19957097,0.03239872,0.51224718,0.11342995,0.07060844
-5.44172086,1.14969958,0.01682728,0.07892311,0.10678082,0.22091641,0.03528422,0.56095877,0.12647559,0.07487705
-5.43571786,1.24558681,0.01828366,0.08355131,0.11563645,0.24298297,0.03825309,0.61137358,0.14030162,0.07917637
-5.42971486,1.34374001,0.01973221,0.08824743,0.12484053,0.26557175,0.04128055,0.66311534,0.15485854,0.08348438
-5.42371186,1.44346037,0.02115382,0.09299900,0.13435494,0.28846973,0.04433968,0.71579325,0.17009836,0.08778132
-5.41770885,1.54406204,0.02252943,0.09779707,0.14414807,0.31145751,0.04740222,0.76902021,0.18598015,0.09205146
-5.41170585,1.64491203,0.02384067,0.10263813,0.15419878,0.33431839,0.05043959,0.82243402,0.20247664,0.09628502
-5.40570285,1.74547446,0.02507069,0.10752610,0.16450082,0.35684842,0.05342404,0.87572099,0.21958169,0.10048031
-5.39969985,1.84535731,0.02620484,0.11247454,0.17506762,0.37886703,0.05632981,0.92864087,0.23731814,0.10464590
-5.39369685,1.94435939,0.02723143,0.11750876,0.18593705,0.40022776,0.05913439,0.98105194,0.25574598,0.10880279
-5.38769385,2.04251485,0.02814239,0.12266784,0.19717599,0.42082852,0.06181970,1.03293483,0.27497012,0.11298631
-5.38169085,2.14013256,0.02893380,0.12800633,0.20888431,0.44062089,0.06437311,1.08441369,0.29514754,0.11724782
-5.37568784,2.23782723,0.02960633,0.13359545,0.22119794,0.45961779,0.06678833,1.13577310,0.31649300,0.12165578
-5.36968484,2.33653970,0.03016550,0.13952373,0.23429060,0.47789898,0.06906597,1.18746927,0.33928309,0.12629639
-5.36368184,2.43754357,0.03062172,0.14589686,0.24837406,0.49561392,0.07121386,1.24013416,0.36385776,0.13127334
-5.35767884,2.54243630,0.03099018,0.15283669,0.26369633,0.51298157,0.07324695,1.29457146,0.39061911,0.13670677
-5.35167584,2.65311294,0.03129051,0.16047922,0.28053787,0.53028686,0.07518680,1.35174352,0.42002686,0.14273135
-5.34567284,2.77172189,0.03154621,0.16897161,0.29920543,0.54787362,0.07706078,1.41274881,0.45259023,0.14949338
-5.33966983,2.90060256,0.03178396,0.17846816,0.32002356,0.56613412,0.07890073,1.47878989,0.48885605,0.15714690
-5.33366683,3.04220585,0.03203269,0.18912533,0.34332386,0.58549529,0.08074146,1.55113237,0.52939314,0.16584896
-5.32766383,3.19899937,0.03232258,0.20109588,0.36943212,0.60640212,0.08261887,1.63105579,0.57477302,0.17575406
-5.32166083,3.37336018,0.03268390,0.21452232,0.39865375,0.62929861,0.08456789,1.71979787,0.62554739,0.18700795
-5.31565783,3.56745862,0.03314587,0.22952984,0.43125785,0.65460721,0.08662036,1.81849407,0.68222300,0.19974092
-5.30965483,3.78313778,0.03373547,0.24621900,0.46746054,0.68270732,0.08880296,1.92811472,0.74523450,0.21406094
-5.30365183,4.02179343,0.03447627,0.26465845,0.50740825,0.71391394,0.09113517,2.04940230,0.81491641,0.23004674
-5.29764882,4.28425997,0.03538745,0.28487803,0.55116170,0.74845731,0.09362761,2.18281176,0.89147530,0.24774124
-5.29164582,4.57070762,0.03648285,0.30686251,0.59868136,0.78646457,0.09628063,2.32845672,0.97496319,0.26714558
-5.28564282,4.88055655,0.03777025,0.33054633,0.64981522,0.82794434,0.09908340,2.48606431,1.06525381,0.28821406
-5.27963982,5.21241263,0.03925083,0.35580971,0.70428963,0.87277501,0.10201347,2.65494146,1.16202271,0.31085025
-5.27363682,5.56402940,0.04091889,0.38247624,0.76170397,0.92069748,0.10503686,2.83395465,1.26473267,0.33490457
-5.26763382,5.93229943,0.04276175,0.41031239,0.82152963,0.97131289,0.10810879,3.02152518,1.37262548,0.36017347
-5.26163082,6.31327754,0.04475996,0.43902891,0.88311381,1.02408555,0.11117482,3.21564097,1.48472103,0.38640049
-5.25562781,6.70223674,0.04688771,0.46828437,0.94568836,1.07835135,0.11417258,3.41388546,1.59982443,0.41327917
-5.24962481,7.09375661,0.04911344,0.49769071,1.00838355,1.13333131,0.11703387,3.61348348,1.71654151,0.44045794
-5.24362181,7.48184209,0.05140073,0.52682087,1.07024674,1.18815005,0.11968708,3.81136287,1.83330279,0.46754685
-5.23761881,7.86006943,0.05370921,0.55521818,1.13026525,1.24185854,0.12205980,4.00423027,1.94839544,0.49412605
-5.23161581,8.22175465,0.05599577,0.58240738,1.18739286,1.29346026,0.12408151,4.18865858,2.06000271,0.51975580
-5.22561281,8.56013861,0.05821570,0.60790689,1.24057898,1.34193995,0.12568623,4.36118292,2.16624942,0.54398762
-5.21960980,8.86858208,0.06032399,0.63124187,1.28879944,1.38629373,0.12681498,4.51840165,2.26525228,0.56637635
-5.21360680,9.14076320,0.06227653,0.65195764,1.33108754,1.42555956,0.12741795,4.65707848,2.35517314,0.58649264
-5.20760380,9.37086997,0.06403133,0.66963309,1.36656437,1.45884673,0.12745628,4.77424182,2.43427313,0.60393536
-5.20160080,9.55377987,0.06554967,0.68389330,1.39446686,1.48536341,0.12690337,4.86727717,2.50096580,0.61834353
-5.19559780,9.68521971,0.06679705,0.69442112,1.41417253,1.50444101,0.12574575,4.93400915,2.55386682,0.62940729
-5.18959480,9.76189924,0.06774407,0.70096709,1.42521987,1.51555464,0.12398335,4.97276966,2.59183841,0.63687745
-5.18359180,9.78161339,0.06836716,0.70335745,1.42732338,1.51833874,0.12162932,4.98244971,2.61402655,0.64057331
-5.17758879,9.74330919,0.06864902,0.70149965,1.42038282,1.51259758,0.11870932,4.96253284,2.61988943,0.64038823
-5.17158579,9.64711513,0.06857900,0.69538543,1.40448613,1.49831009,0.11526044,4.91310914,2.60921583,0.63629304
-5.16558279,9.49433239,0.06815319,0.68509112,1.37990619,1.47562918,0.11132972,4.83486959,2.58213295,0.62833687
-5.15957979,9.28738890,0.06737442,0.67077528,1.34709137,1.44487559,0.10697248,4.72908140,2.53910309,0.61664555
-5.15357679,9.02975882,0.06625197,0.65267376,1.30665066,1.40652677,0.10225042,4.59754567,2.48090974,0.60141759
-5.14757379,8.72585172,0.06480126,0.63109234,1.25933395,1.36120136,0.09722965,4.44253981,2.40863359,0.58291796
-5.14157079,8.38087640,0.06304328,0.60639739,1.20600849,1.30963994,0.09197881,4.26674719,2.32361966,0.56146998
-5.13556778,8.00068581,0.06100399,0.57900485,1.14763254,1.25268315,0.08656717,4.07317746,2.22743721,0.53744560
-5.12956478,7.59160952,0.05871361,0.54936807,1.08522751,1.19124783,0.08106298,3.86508088,2.12183405,0.51125457
-5.12356178,7.16028072,0.05620580,0.51796497,1.01984961,1.12630242,0.07553204,3.64586029,2.00868733,0.48333293
-5.11755878,6.71346453,0.05351687,0.48528503,0.95256219,1.05884231,0.07003647,3.41898397,1.88995291,0.45413125
-5.11155578,6.25789384,0.05068497,0.45181667,0.88440991,0.98986631,0.06463379,3.18790282,1.76761519,0.42410312
-5.10555278,5.80011811,0.04774923,0.41803532,0.81639534,0.92035462,0.05937629,2.95597422,1.64363929,0.39369424
-5.09954977,5.34636965,0.04474900,0.38439284,0.74945888,0.85124930,0.05431067,2.72639514,1.51992725,0.36333259
-5.09354677,4.90245081,0.04172308,0.35130827,0.68446240,0.78343751,0.04947792,2.50214579,1.39827945,0.33341975
-5.08754377,4.47364403,0.03870912,0.31916044,0.62217676,0.71773776,0.04491343,2.28594493,1.28036218,0.30432392
-5.08154077,4.06464560,0.03574296,0.28828241,0.56327332,0.65488961,0.04064732,2.08021712,1.16768198,0.27637435
-5.07553777,3.67952299,0.03285817,0.25895779,0.50831924,0.59554636,0.03670486,1.88707154,1.06156684,0.24985756
-5.06953477,3.32169407,0.03008565,0.23141892,0.45777622,0.54027097,0.03310704,1.70829177,0.96315410,0.22501519
-5.06353177,2.99392616,0.02745330,0.20584682,0.41200224,0.48953459,0.02987120,1.54533500,0.87338454,0.20204323
-5.05752876,2.69835178,0.02498579,0.18237259,0.37125568,0.44371755,0.02701163,1.39933938,0.79300195,0.18109275
-5.05152576,2.43649782,0.02270449,0.16108018,0.33570134,0.40311218,0.02454024,1.27113759,0.72255718,0.16227159
-5.04552276,2.20932443,0.02062734,0.14201013,0.30541761,0.36792702,0.02246704,1.16127489,0.66241576,0.14564706
-5.03951976,2.01727017,0.01876894,0.12516405,0.28040438,0.33829200,0.02080067,1.07002972,0.61276805,0.13124919
-5.03351676,1.86029989,0.01714056,0.11050949,0.26059098,0.31426398,0.01954870,0.99743549,0.57364093,0.11907436
-5.02751376,1.73795274,0.01575027,0.09798514,0.24584403,0.29583240,0.01871785,0.94330185,0.54491020,0.10908916
-5.02151076,1.64938763,0.01460308,0.08750579,0.23597459,0.28292456,0.01831403,0.90723472,0.52631309,0.10123412
-5.01550775,1.59342474,0.01370107,0.07896718,0.23074466,0.27541041,0.01834222,0.88865402,0.51746032,0.09542732
-5.00950475,1.56858194,0.01304354,0.07225040,0.22987289,0.27310665,0.01880618,0.88680903,0.51784760,0.09156767
-5.00350175,1.57310584,0.01262716,0.06722579,0.23303949,0.27578011,0.01970801,0.90079133,0.52686630,0.08953784
-4.99749875,1.60499795,0.01244607,0.06375629,0.23989055,0.28315046,0.02104757,0.92954554,0.54381378,0.08920676
-4.99149575,1.66203679,0.01249200,0.06170029,0.25004200,0.29489252,0.02282177,0.97187877,0.56790330,0.09043185
-4.98549275,1.74179730,0.01275436,0.06091382,0.26308328,0.31063820,0.02502378,1.02646934,0.59827419,0.09306083
-4.97948974,1.84166936,0.01322030,0.06125239,0.27858124,0.32997856,0.02764223,1.09187601,0.63400262,0.09693342
-4.97348674,1.95887707,0.01387483,0.06257238,0.29608437,0.35246620,0.03066037,1.16654853,0.67411341,0.10188281
-4.96748374,2.09050075,0.01470086,0.06473212,0.31512752,0.37761825,0.03405537,1.24884070,0.71759322,0.10773720
-4.96148074,2.23350315,0.01567933,0.06759278,0.33523753,0.40492042,0.03779765,1.33702649,0.76340558,0.11432132
-4.95547774,2.38476123,0.01678937,0.07101913,0.35593952,0.43383223,0.04185052,1.42932023,0.81050752,0.12145822
-4.94947474,2.54110438,0.01800847,0.07488035,0.37676414,0.46379359,0.04616992,1.52390078,0.85786820,0.12897123
-4.94347174,2.69935941,0.01931275,0.07905078,0.39725553,0.49423299,0.05070453,1.61894019,0.90448881,0.13668619
-4.93746873,2.85640203,0.02067726,0.08341084,0.41697977,0.52457702,0.05539624,1.71263610,0.94942373,0.14443402
-4.93146573,3.00921409,0.02207638,0.08784803,0.43553381,0.55426146,0.06018082,1.80324762,0.99180207,0.15205350
-4.92546273,3.15494514,0.02348428,0.09225808,0.45255426,0.58274334,0.06498910,1.88913349,1.03084903,0.15939437
-4.91945973,3.29097644,0.02487546,0.09654620,0.46772588,0.60951398,0.06974835,1.96879144,1.06590615,0.16632045
-4.91345673,3.41498526,0.02622528,0.10062838,0.48078937,0.63411232,0.07438405,2.04089730,1.09644975,0.17271291
-4.90745373,3.52500677,0.02751058,0.10443270,0.49154800,0.65613832,0.07882183,2.10434223,1.12210665,0.17847345
-4.90145073,3.61949104,0.02871029,0.10790065,0.49987291,0.67526569,0.08298961,2.15826662,1.14266634,0.18352722
-4.89544772,3.69735246,0.02980601,0.11098824,0.50570655,0.69125342,0.08681981,2.20208902,1.15808929,0.18782550
-4.88944472,3.75800915,0.03078259,0.11366697,0.50906436,0.70395580,0.09025150,2.23552877,1.16851062,0.19134787
-4.88344172,3.80141020,0.03162851,0.11592452,0.51003432,0.71333001,0.09323247,2.25862102,1.17423909,0.19410383
-4.87743872,3.82804924,0.03233631,0.11776515,0.50877453,0.71944131,0.09572099,2.27172343,1.17575136,0.19613375
-4.87143572,3.83896297,0.03290281,0.11920967,0.50550868,0.72246506,0.09768728,2.27551384,1.17368163,0.19750909
-4.86543272,3.83571438,0.03332915,0.12029508,0.50051992,0.72268561,0.09911457,2.27097874,1.16880717,0.19833187
-4.85942971,3.82036056,0.03362071,0.12107379,0.49414299,0.72049178,0.09999959,2.25939284,1.16203017,0.19873326
-4.85342671,3.79540596,0.03378690,0.12161237,0.48675526,0.71636903,0.10035264,2.24229000,1.15435660,0.19887152
-4.84742371,3.76374233,0.03384069,0.12199006,0.47876677,0.71088839,0.10019702,2.22142672,1.14687300,0.19892902
-4.84142071,3.72857708,0.03379809,0.12229676,0.47060985,0.70469246,0.09956798,2.19873896,1.14072166,0.19910876
-4.83541771,3.69335232,0.03367742,0.12263090,0.46272854,0.69847880,0.09851120,2.17629387,1.13707524,0.19963012
-4.82941471,3.66165697,0.03349855,0.12309699,0.45556822,0.69298130,0.09708085,2.15623783,1.13711134,0.20072421
-4.82341171,3.63713458,0.03328205,0.12380300,0.44956574,0.68894990,0.09533727,2.14074218,1.14198760,0.20262877
-4.81740870,3.62338940,0.03304832,0.12485770,0.44514023,0.68712949,0.09334460,2.13194840,1.15281781,0.20558277
-4.81140570,3.62389347,0.03281673,0.12636791,0.44268482,0.68823842,0.09116817,2.13191403,1.17064924,0.20982085
-4.80540270,3.64189693,0.03260493,0.12843588,0.44255932,0.69294739,0.08887203,2.14256064,1.19644147,0.21556767
-4.79939970,3.68034389,0.03242810,0.13115667,0.44508388,0.70185937,0.08651665,2.16562526,1.23104661,0.22303234
-4.79339670,3.74179568,0.03229851,0.13461575,0.45053365,0.71549105,0.08415687,2.20261603,1.27519108,0.23240294
-4.78739370,3.82836324,0.03222516,0.13888681,0.45913431,0.73425642,0.08184022,2.25477313,1.32945868,0.24384139
-4.78139070,3.94164985,0.03221367,0.14402979,0.47105841,0.75845306,0.07960576,2.32303563,1.39427509,0.25747862
-4.77538769,4.08270539,0.03226631,0.15008921,0.48642246,0.78825130,0.07748333,2.40801481,1.46989375,0.27341024
-4.76938469,4.25199306,0.03238231,0.15709284,0.50528459,0.82368687,0.07549332,2.50997447,1.55638325,0.29169281
-4.76338169,4.44936898,0.03255830,0.16505076,0.52764288,0.86465703,0.07364703,2.62881849,1.65361650,0.31234079
-4.75737869,4.67407538,0.03278892,0.17395474,0.55343426,0.91092044,0.07194731,2.76408609,1.76126208,0.33532436
-4.75137569,4.92474762,0.03306758,0.18377812,0.58253399,0.96210081,0.07038979,2.91495479,1.87877840,0.36056807
-4.74537269,5.19943505,0.03338731,0.19447613,0.61475601,1.01769410,0.06896422,3.08025145,2.00541114,0.38795062
-4.73936968,5.49563582,0.03374159,0.20598662,0.64985403,1.07707943,0.06765620,3.25847126,2.14019495,0.41730571
-4.73336668,5.81034527,0.03412522,0.21823137,0.68752382,1.13953305,0.06644887,3.44780472,2.28195994,0.44842409
-4.72736368,6.14011733,0.03453514,0.23111778,0.72740656,1.20424533,0.06532469,3.64617239,2.42934371,0.48105683
-4.72136068,6.48113795,0.03497107,0.24454109,0.76909375,1.27034012,0.06426706,3.85126701,2.58080940,0.51491985
-4.71535768,6.82930934,0.03543603,0.25838700,0.81213344,1.33689604,0.06326181,4.06060223,2.73467007,0.54969960
-4.70935468,7.18034322,0.03593669,0.27253464,0.85603815,1.40296900,0.06229835,4.27156718,2.88911935,0.58505982
-4.70335168,7.52986073,0.03648342,0.28685983,0.90029423,1.46761540,0.06137054,4.48148557,3.04226795,0.62064931
-4.69734867,7.87349644,0.03709021,0.30123852,0.94437261,1.52991512,0.06047718,4.68767781,3.19218536,0.65611028
-4.69134567,8.20700337,0.03777421,0.31555029,0.98774070,1.58899372,0.05962214,4.88752437,3.33694545,0.69108725
-4.68534267,8.52635545,0.03855520,0.32968165,1.02987506,1.64404299,0.05881407,5.07852837,3.47467454,0.72523607
-4.67933967,8.82784405,0.03945464,0.34352925,1.07027449,1.69433926,0.05806584,5.25837529,3.60360010,0.75823270
-4.67333667,9.10816483,0.04049476,0.35700255,1.10847289,1.73925880,0.05739362,5.42498751,3.72209812,0.78978148
-4.66733367,9.36449161,0.04169730,0.37002597,1.14405145,1.77828979,0.05681575,5.57657177,3.82873687,0.81962242
-4.66133067,9.59453433,0.04308230,0.38254038,1.17664967,1.81104053,0.05635140,5.71165740,3.92231532,0.84753732
-4.65532766,9.79657855,0.04466681,0.39450373,1.20597448,1.83724365,0.05601923,5.82912409,4.00189395,0.87335437
-4.64932466,9.96950521,0.04646357,0.40589088,1.23180725,1.85675625,0.05583590,5.92821783,4.06681675,0.89695093
-4.64332166,10.11278980,0.04847989,0.41669252,1.25400822,1.86955619,0.05581479,6.00855473,4.11672303,0.91825462
