energy_ev,total_up,C_s_up,C_p_up,Ir_p_up,Ir_d_up,Ni_p_up,Ni_d_up,S_s_up,S_p_up
-5.65782891,5.14472418,0.01024061,0.65829534,1.78461340,1.76348942,0.70840132,0.32398963,0.05508460,1.59485350
-5.65182591,5.29681403,0.01002173,0.68990097,1.88744794,1.85457715,0.70546181,0.32859471,0.05310279,1.60201641
-5.64582291,5.46651391,0.00985671,0.72401169,1.99972329,1.95347407,0.70298469,0.33405134,0.05115859,1.61298429
-5.63981991,5.65413277,0.00975136,0.76039602,2.12109558,2.06009889,0.70127836,0.34042966,0.04926795,1.62822986
-5.63381691,5.85952414,0.00971073,0.79873519,2.25095084,2.17417442,0.70063053,0.34778416,0.04744778,1.64814179
-5.62781391,6.08203986,0.00973894,0.83862379,2.38839110,2.29521139,0.70129806,0.35615207,0.04571520,1.67300530
-5.62181091,6.32050307,0.00983901,0.87957455,2.53223088,2.42249971,0.70349773,0.36555247,0.04408691,1.70298665
-5.61580790,6.57320242,0.01001271,0.92102744,2.68100498,2.55510824,0.70739838,0.37598608,0.04257864,1.73812215
-5.60980490,6.83790895,0.01026044,0.96236295,2.83298817,2.69189358,0.71311468,0.38743566,0.04120474,1.77831223
-5.60380190,7.11191570,0.01058119,1.00291918,2.98622682,2.83151824,0.72070291,0.39986700,0.03997780,1.82332057
-5.59779890,7.39209944,0.01097242,1.04201228,3.13858192,2.97247810,0.73015878,0.41323040,0.03890840,1.87277866
-5.59179590,7.67500260,0.01143014,1.07895928,3.28778231,3.11313837,0.74141755,0.42746248,0.03800489,1.92619540
-5.58579290,7.95693272,0.01194886,1.11310265,3.43148651,3.25177735,0.75435643,0.44248834,0.03727325,1.98297146
-5.57978989,8.23407559,0.01252173,1.14383527,3.56735086,3.38663614,0.76879911,0.45822367,0.03671697,2.04241790
-5.57378689,8.50261760,0.01314063,1.17062479,3.69310128,3.51597290,0.78452235,0.47457703,0.03633697,2.10377812
-5.56778389,8.75887223,0.01379627,1.19303618,3.80660589,3.63811913,0.80126440,0.49145190,0.03613155,2.16625248
-5.56178089,8.99940523,0.01447843,1.21075141,3.90594512,3.75153580,0.81873475,0.50874847,0.03609638,2.22902435
-5.55577789,9.22115281,0.01517614,1.22358500,3.98947641,3.85486683,0.83662507,0.52636525,0.03622451,2.29128676
-5.54977489,9.42152768,0.01587789,1.23149488,4.05589037,3.94698737,0.85462069,0.54420016,0.03650640,2.35226829
-5.54377189,9.59850775,0.01657187,1.23458763,4.10425592,4.02704459,0.87241226,0.56215134,0.03693000,2.41125740
-5.53776888,9.75070353,0.01724624,1.23311784,4.13405214,4.09448891,0.88970714,0.58011755,0.03748090,2.46762396
-5.53176588,9.87740079,0.01788936,1.22748132,4.14518528,4.14909392,0.90623995,0.59799823,0.03814247,2.52083738
-5.52576288,9.97857648,0.01849002,1.21820242,4.13799007,4.19096394,0.92178200,0.61569322,0.03889616,2.57048043
-5.51975988,10.05488695,0.01903771,1.20591582,4.11321525,4.22052847,0.93614915,0.63310241,0.03972175,2.61625841
-5.51375688,10.10762892,0.01952279,1.19134344,4.07199383,4.23852355,0.94920774,0.65012520,0.04059777,2.65800323
-5.50775388,10.13867494,0.01993670,1.17526748,4.01579950,4.24596078,0.96087851,0.66666000,0.04150188,2.69567261
-5.50175088,10.15038632,0.02027214,1.15850067,3.94639125,4.24408506,0.97113820,0.68260387,0.04241136,2.72934418
-5.49574787,10.14550731,0.02052315,1.14185495,3.86574849,4.23432299,0.98001892,0.69785240,0.04330363,2.75920524
-5.48974487,10.12704552,0.02068527,1.12610990,3.77599997,4.21822413,0.98760525,0.71229983,0.04415681,2.78553839
-5.48374187,10.09814381,0.02075557,1.11198233,3.67934928,4.19739770,0.99402916,0.72583957,0.04495021,2.80870396
-5.47773887,10.06194945,0.02073268,1.10009823,3.57800043,4.17344754,0.99946310,0.73836513,0.04566484,2.82911985
-5.47173587,10.02148598,0.02061677,1.09096833,3.47408654,4.14790823,1.00411137,0.74977143,0.04628394,2.84723973
-5.46573287,9.97953351,0.02040954,1.08496821,3.36960452,4.12218509,1.00820019,0.75995641,0.04679334,2.86353044
-5.45972986,9.93852201,0.02011413,1.08232392,3.26635824,4.09750065,1.01196688,0.76882304,0.04718178,2.87844951
-5.45372686,9.90044199,0.01973501,1.08310346,3.16591212,4.07484983,1.01564847,0.77628150,0.04744115,2.89242356
-5.44772386,9.86677563,0.01927784,1.08721473,3.06955668,4.05496547,1.01947029,0.78225157,0.04756659,2.90582843
-5.44172086,9.83845073,0.01874933,1.09440967,2.97828660,4.03829562,1.02363492,0.78666496,0.04755648,2.91897161
-5.43571786,9.81581870,0.01815707,1.10429464,2.89279175,4.02499311,1.02831188,0.78946768,0.04741234,2.93207773
-5.42971486,9.79865657,0.01750934,1.11634645,2.81346054,4.01491760,1.03362865,0.79062221,0.04713855,2.94527743
-5.42371186,9.78619247,0.01681488,1.12993323,2.74039485,4.00764967,1.03966320,0.79010943,0.04674209,2.95860008
-5.41770885,9.77715261,0.01608277,1.14433945,2.67343497,4.00251592,1.04643845,0.78793029,0.04623206,2.97197061
-5.41170585,9.76982747,0.01532214,1.15879390,2.61219305,3.99862391,1.05391901,0.78410712,0.04561929,2.98521062
-5.40570285,9.76215411,0.01454206,1.17249942,2.55609291,3.99490503,1.06201026,0.77868456,0.04491580,2.99804377
-5.39969985,9.75181108,0.01375135,1.18466336,2.50441429,3.99016355,1.07055993,0.77173013,0.04413433,3.01010541
-5.39369685,9.73632210,0.01295840,1.19452738,2.45633938,3.98312956,1.07936227,0.76333448,0.04328786,3.02095628
-5.38769385,9.71316475,0.01217109,1.20139549,2.41099966,3.97251389,1.08816467,0.75361122,0.04238917,3.03009991
-5.38169085,9.67988015,0.01139662,1.20465938,2.36752109,3.95706273,1.09667655,0.74269657,0.04145050,3.03700327
-5.37568784,9.63417997,0.01064152,1.20381995,2.32506619,3.93561017,1.10458022,0.73074859,0.04048322,3.04112008
-5.36968484,9.57404708,0.00991156,1.19850447,2.28287153,3.90712665,1.11154346,0.71794632,0.03949769,3.04191609
-5.36368184,9.49782693,0.00921175,1.18847878,2.24027958,3.87076201,1.11723311,0.70448855,0.03850310,3.03889541
-5.35767884,9.40430658,0.00854634,1.17365426,2.19676416,3.82588173,1.12132936,0.69059250,0.03750749,3.03162699
-5.35167584,9.29277921,0.00791892,1.15408941,2.15194908,3.77209549,1.12354005,0.67649223,0.03651779,3.01977026
-5.34567284,9.16309220,0.00733243,1.12998634,2.10561978,3.70927719,1.12361433,0.66243681,0.03553999,3.00309881
-5.33966983,9.01567752,0.00678932,1.10168235,2.05772803,3.63757641,1.12135512,0.64868835,0.03457930,2.98152112
-5.33366683,8.85156362,0.00629159,1.06963724,2.00839017,3.55742086,1.11662990,0.63551968,0.03364041,2.95509743
-5.32766383,8.67236878,0.00584099,1.03441695,1.95787930,3.46951035,1.10937908,0.62321185,0.03272770,2.92405178
-5.32166083,8.48027619,0.00543907,0.99667435,1.90661226,3.37480253,1.09962180,0.61205137,0.03184551,2.88877866
-5.31565783,8.27799195,0.00508741,0.95712801,1.85513212,3.27449122,1.08745879,0.60232715,0.03099834,2.84984388
-5.30965483,8.06868740,0.00478765,0.91653977,1.80408728,3.16997820,1.07307208,0.59432729,0.03019106,2.80797928
-5.30365183,7.85592787,0.00454168,0.87569208,1.75420805,3.06283939,1.05672173,0.58833568,0.02942899,2.76407159
-5.29764882,7.64359034,0.00435174,0.83536576,1.70628170,2.95478678,1.03873966,0.58462846,0.02871805,2.71914572
-5.29164582,7.43577273,0.00422049,0.79631903,1.66112710,2.84762719,1.01952080,0.58347051,0.02806470,2.67434302
-5.28564282,7.23669799,0.00415108,0.75926838,1.61956968,2.74321922,0.99951222,0.58511187,0.02747595,2.63089556
-5.27963982,7.05061577,0.00414724,0.72487179,1.58241763,2.64342958,0.97920055,0.58978443,0.02695923,2.59009728
-5.27363682,6.88170506,0.00421323,0.69371458,1.55044010,2.55009016,0.95909840,0.59769866,0.02652225,2.55327326
-5.26763382,6.73398034,0.00435390,0.66629829,1.52434777,2.46495677,0.93973030,0.60904068,0.02617279,2.52174813
-5.26163082,6.61120390,0.00457459,0.64303245,1.50477644,2.38967074,0.92161890,0.62396953,0.02591848,2.49681493
-5.25562781,6.51680644,0.00488105,0.62422951,1.49227366,2.32572409,0.90527180,0.64261481,0.02576656,2.47970528
-5.24962481,6.45381740,0.00527935,0.61010246,1.48728854,2.27442901,0.89116961,0.66507442,0.02572363,2.47156176
-5.24362181,6.42480634,0.00577573,0.60076521,1.49016469,2.23689211,0.87975556,0.69141261,0.02579539,2.47341315
-5.23761881,6.43183555,0.00637638,0.59623536,1.50113602,2.21399378,0.87142683,0.72165807,0.02598644,2.48615299
-5.23161581,6.47642427,0.00708726,0.59643885,1.52032498,2.20637276,0.86652789,0.75580212,0.02629999,2.51052151
-5.22561281,6.55952376,0.00791385,0.60121650,1.54774300,2.21441591,0.86534560,0.79379675,0.02673774,2.54709111
-5.21960980,6.68150276,0.00886088,0.61033166,1.58329247,2.23825304,0.86810616,0.83555266,0.02729968,2.59625511
-5.21360680,6.84214226,0.00993211,0.62347899,1.62676989,2.27775651,0.87497355,0.88093711,0.02798395,2.65821943
-5.20760380,7.04063850,0.01113000,0.64029381,1.67786982,2.33254535,0.88604936,0.92977169,0.02878679,2.73299697
-5.20160080,7.27561340,0.01245549,0.66036171,1.73618915,2.40199348,0.90137349,0.98183000,0.02970241,2.82040434
-5.19559780,7.54513136,0.01390776,0.68322842,1.80123155,2.48524165,0.92092559,1.03683553,0.03072303,2.92006050
-5.18959480,7.84672195,0.01548401,0.70840937,1.87241194,2.58121280,0.94462691,1.09445975,0.03183885,3.03138741
-5.18359180,8.17740809,0.01717932,0.73539907,1.94906094,2.68863041,0.97234227,1.15432087,0.03303811,3.15361234
-5.17758879,8.53373962,0.01898652,0.76368003,2.03042943,2.80603958,1.00388206,1.21598335,0.03430722,3.28577221
-5.17158579,8.91183229,0.02089616,0.79273113,2.11569356,2.93183054,1.03900413,1.27895868,0.03563086,3.42671998
-5.16558279,9.30741267,0.02289654,0.82203550,2.20396025,3.06426414,1.07741551,1.34270758,0.03699217,3.57513346
-5.15957979,9.71586906,0.02497378,0.85108775,2.29427378,3.20149928,1.11877409,1.40664400,0.03837301,3.72952698
-5.15357679,10.13230891,0.02711198,0.87940061,2.38562363,3.34162169,1.16269037,1.47014108,0.03975423,3.88826620
-5.14757379,10.55162278,0.02929351,0.90651103,2.47695399,3.48267392,1.20872928,1.53253918,0.04111599,4.04958643
-5.14157079,10.96855481,0.03149921,0.93198561,2.56717506,3.62268602,1.25641251,1.59315611,0.04243814,4.21161470
-5.13556778,11.37777922,0.03370882,0.95542559,2.65517635,3.75970644,1.30522138,1.65129926,0.04370064,4.37239549
-5.12956478,11.77398200,0.03590134,0.97647119,2.73984194,3.89183286,1.35460043,1.70627963,0.04488401,4.52992017
-5.12356178,12.15194672,0.03805543,0.99480548,2.82006750,4.01724219,1.40396204,1.75742718,0.04596978,4.68215970
-5.11755878,12.50664277,0.04014984,1.01015771,2.89477887,4.13421936,1.45269209,1.80410716,0.04694094,4.82709997
-5.11155578,12.83331404,0.04216388,1.02230608,2.96295168,4.24118433,1.50015677,1.84573678,0.04778247,4.96277911
-5.10555278,13.12756623,0.04407774,1.03108000,3.02363146,4.33671683,1.54571056,1.88180166,0.04848172,5.08732577
-5.09954977,13.38545008,0.04587299,1.03636171,3.07595369,4.41957838,1.58870541,1.91187123,0.04902884,5.19899738
-5.09354677,13.60353861,0.04753279,1.03808732,3.11916295,4.48873112,1.62850083,1.93561264,0.04941715,5.29621708
-5.08754377,13.77899590,0.04904231,1.03624720,3.15263067,4.54335334,1.66447495,1.95280233,0.04964338,5.37760844
-5.08154077,13.90963549,0.05038886,1.03088566,3.17587051,4.58285134,1.69603617,1.96333495,0.04970792,5.44202648
-5.07553777,13.99396662,0.05156216,1.02209995,3.18855104,4.60686750,1.72263506,1.96722898,0.04961490,5.48858437
-5.06953477,14.03122691,0.05255441,1.01003840,3.19050493,4.61528473,1.74377644,1.96462891,0.04937223,5.51667453
-5.06353177,14.02140041,0.05336042,0.99489788,3.18173440,4.60822703,1.75903089,1.95580376,0.04899150,5.52598362
-5.05752876,13.96522040,0.05397754,0.97692037,3.16241255,4.58605649,1.76804571,1.94114191,0.04848781,5.51650084
-5.05152576,13.86415672,0.05440575,0.95638876,3.13288040,4.54936679,1.77055455,1.92114253,0.04787949,5.48851914
-5.04552276,13.72038771,0.05464748,0.93362191,3.09363979,4.49897321,1.76638565,1.89640368,0.04718773,5.44262928
-5.03951976,13.53675730,0.05470756,0.90896887,3.04534205,4.43589946,1.75546805,1.86760764,0.04643614,5.37970678
-5.03351676,13.31671800,0.05459307,0.88280250,2.98877303,4.36136123,1.73783565,1.83550397,0.04565026,5.30089211
-5.02751376,13.06426091,0.05431312,0.85551247,2.92483459,4.27674678,1.71362873,1.80089074,0.04485694,5.20756450
-5.02151076,12.78383411,0.05387870,0.82749784,2.85452340,4.18359441,1.68309279,1.76459462,0.04408380,5.10131015
-5.01550775,12.48025089,0.05330240,0.79915920,2.77890730,4.08356711,1.64657464,1.72745048,0.04335853,4.98388545
-5.00950475,12.15858975,0.05259818,0.77089081,2.69910027,3.97842435,1.60451561,1.69028097,0.04270831,4.85717638
-5.00350175,11.82408796,0.05178104,0.74307255,2.61623648,3.86999129,1.55744224,1.65387676,0.04215910,4.72315488
-4.99749875,11.48203108,0.05086679,0.71606230,2.53144421,3.76012550,1.50595441,1.61897781,0.04173507,4.58383345
-4.99149575,11.13764041,0.04987168,0.69018859,2.44582050,3.65068171,1.45071139,1.58625636,0.04145795,4.44121921
-4.98549275,10.79596119,0.04881206,0.66574389,2.36040708,3.54347496,1.39241625,1.55630166,0.04134650,4.29726844
-4.97948974,10.46175385,0.04770410,0.64297878,2.27616835,3.44024273,1.33179904,1.52960715,0.04141593,4.15384303
-4.97348674,10.13939100,0.04656339,0.62209709,2.19397203,3.34260695,1.26959939,1.50655998,0.04167752,4.01266990
-4.96748374,9.83276291,0.04540464,0.60325210,2.11457282,3.25203657,1.20654905,1.48743329,0.04213814,3.87530448
-4.96148074,9.54519381,0.04424140,0.58654415,2.03859971,3.16981190,1.14335512,1.47238120,0.04280003,3.74309942
-4.95547774,9.27937168,0.04308572,0.57201945,1.96654704,3.09699170,1.08068435,1.46143680,0.04366049,3.61717921
-4.94947474,9.03729359,0.04194797,0.55967039,1.89876957,3.03438416,1.01914918,1.45451285,0.04471182,3.49842164
-4.94347174,8.82022844,0.04083661,0.54943711,1.83548156,2.98252305,0.95929591,1.45140553,0.04594133,3.38744640
-4.93746873,8.62869872,0.03975812,0.54121042,1.77675976,2.94164996,0.90159544,1.45180085,0.04733140,3.28461139
-4.93146573,8.46248216,0.03871684,0.53483593,1.72255017,2.91170370,0.84643664,1.45528386,0.04885979,3.19001650
-4.92546273,8.32063372,0.03771508,0.53011926,1.67267816,2.89231770,0.79412272,1.46135039,0.05050003,3.10351504
-4.91945973,8.20152787,0.03675313,0.52683203,1.62686161,2.88282598,0.74487033,1.46942110,0.05222190,3.02473208
-4.91345673,8.10292018,0.03582946,0.52471869,1.58472647,2.88227795,0.69881155,1.47885766,0.05399217,2.95308935
-4.90745373,8.02202696,0.03494090,0.52350375,1.54582439,2.88946221,0.65599827,1.48898060,0.05577536,2.88783561
-4.90145073,7.95562077,0.03408298,0.52289925,1.50965158,2.90293888,0.61640890,1.49908863,0.05753464,2.82808168
-4.89544772,7.90013909,0.03325019,0.52261237,1.47566849,2.92107989,0.57995682,1.50847873,0.05923287,2.77283874
-4.88944472,7.85180310,0.03243643,0.52235284,1.44331959,2.94211629,0.54650023,1.51646667,0.06083363,2.72105875
-4.88344172,7.80674284,0.03163536,0.52184002,1.41205280,2.96419107,0.51585295,1.52240730,0.06230235,2.67167552
-4.87743872,7.76112487,0.03084079,0.52080953,1.38133785,2.98541622,0.48779569,1.52571402,0.06360735,2.62364516
-4.87143572,7.71127828,0.03004709,0.51901923,1.35068318,3.00393187,0.46208724,1.52587679,0.06472093,2.57598445
-4.86543272,7.65381501,0.02924954,0.51625450,1.31965105,3.01796582,0.43847534,1.52247811,0.06562021,2.52780599
-4.85942971,7.58574041,0.02844459,0.51233273,1.28787025,3.02589122,0.41670674,1.51520633,0.06628805,2.47834883
-4.85342671,7.50455031,0.02763017,0.50710687,1.25504639,3.02628050,0.39653618,1.50386577,0.06671352,2.42700385
-4.84742371,7.40831149,0.02680580,0.50046813,1.22096942,3.01795349,0.37773404,1.48838336,0.06689242,2.37333286
-4.84142071,7.29572280,0.02597272,0.49234781,1.18551832,3.00001800,0.36009258,1.46881134,0.06682735,2.31708127
-4.83541771,7.16615489,0.02513383,0.48271806,1.14866296,2.97190143,0.34343049,1.44532597,0.06652769,2.25818366
-4.82941471,7.01966765,0.02429366,0.47159189,1.11046309,2.93337213,0.32759603,1.41822226,0.06600919,2.19676265
-4.82341171,6.85700477,0.02345814,0.45902216,1.07106468,2.88454980,0.31246850,1.38790485,0.06529342,2.13312113
-4.81740870,6.67956616,0.02263444,0.44509979,1.03069380,2.82590453,0.29795837,1.35487540,0.06440698,2.06772837
-4.81140570,6.48935944,0.02183058,0.42995112,0.98964824,2.75824458,0.28400612,1.31971690,0.06338042,2.00120084
-4.80540270,6.28893279,0.02105516,0.41373455,0.94828722,2.68269337,0.27057997,1.28307567,0.06224720,1.93427859
-4.79939970,6.08129165,0.02031696,0.39663646,0.90701955,2.60065644,0.25767287,1.24564150,0.06104239,1.86779824
-4.79339670,5.86980272,0.01962456,0.37886661,0.86629063,2.51377988,0.24529875,1.20812687,0.05980142,1.80266367
-4.78739370,5.65808878,0.01898601,0.36065298,0.82656860,2.42390134,0.23348846,1.17124596,0.05855882,1.73981562
-4.78139070,5.44991803,0.01840850,0.34223625,0.78833017,2.33299564,0.22228556,1.13569416,0.05734706,1.68020130
-4.77538769,5.24909176,0.01789807,0.32386404,0.75204645,2.24311660,0.21174217,1.10212888,0.05619547,1.62474501
-4.76938469,5.05933394,0.01745938,0.30578506,0.71816914,2.15633707,0.20191511,1.07115218,0.05512939,1.57432078
-4.76338169,4.88418612,0.01709558,0.28824318,0.68711749,2.07468896,0.19286241,1.04329573,0.05416944,1.52972784
-4.75737869,4.72691055,0.01680821,0.27147183,0.65926625,2.00010504,0.18464041,1.01900861,0.05333104,1.49166939
-4.75137569,4.59040404,0.01659719,0.25568857,0.63493511,1.93436422,0.17730150,0.99864803,0.05262420,1.46073544
-4.74537269,4.47712463,0.01646088,0.24109026,0.61437950,1.87904165,0.17089253,0.98247320,0.05205344,1.43738967
-4.73936968,4.38903257,0.01639621,0.22784870,0.59778341,1.83546513,0.16545391,0.97064228,0.05161801,1.42196070
-4.73336668,4.32754667,0.01639879,0.21610706,0.58525399,1.80467872,0.16101939,0.96321241,0.05131223,1.41463770
-4.72736368,4.29351666,0.01646319,0.20597714,0.57681830,1.78741453,0.15761647,0.96014255,0.05112602,1.41547015
-4.72136068,4.28721178,0.01658310,0.19753745,0.57242226,1.78407334,0.15526735,0.96129888,0.05104552,1.42437166
-4.71535768,4.30832545,0.01675165,0.19083229,0.57193177,1.79471456,0.15399030,0.96646252,0.05105384,1.44112748
-4.70935468,4.35599564,0.01696155,0.18587177,0.57513605,1.81905564,0.15380140,0.97533920,0.05113181,1.46540541
-4.70335168,4.42884009,0.01720544,0.18263279,0.58175323,1.85648120,0.15471645,0.98757069,0.05125878,1.49676978
-4.69734867,4.52500544,0.01747599,0.18106092,0.59143794,1.90606143,0.15675300,1.00274738,0.05141337,1.53469796
-4.69134567,4.64222905,0.01776620,0.18107316,0.60379099,1.96657961,0.15993233,1.02042208,0.05157422,1.57859911
-4.68534267,4.77791172,0.01806947,0.18256140,0.61837065,2.03656791,0.16428126,1.04012432,0.05172065,1.62783456
-4.67933967,4.92919954,0.01837978,0.18539650,0.63470551,2.11435065,0.16983369,1.06137518,0.05183324,1.68173936
-4.67333667,5.09307260,0.01869179,0.18943286,0.65230846,2.19809385,0.17663184,1.08370196,0.05189438,1.73964435
-4.66733367,5.26643797,0.01900088,0.19451324,0.67069133,2.28585954,0.18472692,1.10665269,0.05188866,1.80089812
-4.66133067,5.44622411,0.01930321,0.20047368,0.68937991,2.37566336,0.19417934,1.12980977,0.05180326,1.86488812
-4.65532766,5.62947354,0.01959574,0.20714840,0.70792862,2.46553339,0.20505833,1.15280262,0.05162816,1.93106013
-4.64932466,5.81343052,0.01987621,0.21437435,0.72593443,2.55356841,0.21744084,1.17531864,0.05135635,1.99893538
-4.64332166,5.99562047,0.02014313,0.22199538,0.74304943,2.63799331,0.23140986,1.19711240,0.05098393,2.06812438
