energy_ev,total_up,total_down,C_s_up,C_s_down,C_p_up,C_p_down,Ni_p_up,Ni_p_down,Ni_d_up,Ni_d_down,Te_p_up,Te_p_down,Te_d_up,Te_d_down,V_p_up,V_p_down,V_d_up,V_d_down
-5.90995498,1.64946980,-1.64946973,0.00017225,-0.00017225,0.32590901,-0.32590910,0.56467003,-0.56466998,0.98820388,-0.98820391,0.52774520,-0.52774505,0.00000000,-0.00000000,0.24447302,-0.24447293,0.08726944,-0.08726942
-5.90395198,1.70284485,-1.70284478,0.00015681,-0.00015681,0.34606644,-0.34606652,0.57549201,-0.57549195,1.03107240,-1.03107244,0.52968191,-0.52968176,0.00000000,-0.00000000,0.24271599,-0.24271590,0.08757272,-0.08757270
-5.89794897,1.75617488,-1.75617481,0.00014415,-0.00014415,0.36647191,-0.36647200,0.58621139,-0.58621132,1.07363794,-1.07363798,0.53117549,-0.53117534,0.00000000,-0.00000000,0.24103246,-0.24103237,0.08800317,-0.08800315
-5.89194597,1.80947902,-1.80947893,0.00013437,-0.00013437,0.38712191,-0.38712199,0.59694059,-0.59694051,1.11582125,-1.11582128,0.53227007,-0.53226991,0.00000000,-0.00000000,0.23947257,-0.23947248,0.08857358,-0.08857357
-5.88594297,1.86283201,-1.86283192,0.00012755,-0.00012755,0.40802527,-0.40802535,0.60781474,-0.60781466,1.15759138,-1.15759141,0.53302533,-0.53302517,0.00000000,-0.00000000,0.23808607,-0.23808598,0.08929521,-0.08929520
-5.87993997,1.91635106,-1.91635098,0.00012383,-0.00012383,0.42919919,-0.42919927,0.61898383,-0.61898374,1.19896068,-1.19896070,0.53351324,-0.53351309,0.00000000,-0.00000000,0.23692012,-0.23692003,0.09017726,-0.09017725
-5.87393697,1.97017841,-1.97017832,0.00012336,-0.00012336,0.45066427,-0.45066435,0.63060358,-0.63060348,1.23997640,-1.23997642,0.53381371,-0.53381356,0.00000000,-0.00000000,0.23601685,-0.23601676,0.09122627,-0.09122626
-5.86793397,2.02446045,-2.02446036,0.00012637,-0.00012637,0.47243872,-0.47243880,0.64282553,-0.64282542,1.28070947,-1.28070949,0.53400929,-0.53400914,0.00000000,-0.00000000,0.23541078,-0.23541069,0.09244544,-0.09244543
-5.86193097,2.07932454,-2.07932446,0.00013313,-0.00013313,0.49453221,-0.49453228,0.65578669,-0.65578658,1.32124076,-1.32124077,0.53417944,-0.53417930,0.00000000,-0.00000000,0.23512619,-0.23512611,0.09383398,-0.09383398
-5.85592796,2.13485480,-2.13485473,0.00014402,-0.00014402,0.51693947,-0.51693954,0.66959936,-0.66959926,1.36164570,-1.36164570,0.53439450,-0.53439436,0.00000000,-0.00000000,0.23517474,-0.23517466,0.09538644,-0.09538644
-5.84992496,2.19106848,-2.19106841,0.00015949,-0.00015949,0.53963416,-0.53963423,0.68434162,-0.68434152,1.40197811,-1.40197811,0.53470997,-0.53470984,0.00000000,-0.00000000,0.23555335,-0.23555328,0.09709217,-0.09709218
-5.84392196,2.24789434,-2.24789428,0.00018016,-0.00018017,0.56256339,-0.56256345,0.70004893,-0.70004884,1.44225430,-1.44225429,0.53516146,-0.53516135,0.00000000,-0.00000000,0.23624281,-0.23624274,0.09893500,-0.09893500
-5.83791896,2.30515490,-2.30515485,0.00020678,-0.00020678,0.58564306,-0.58564312,0.71670747,-0.71670738,1.48243831,-1.48243830,0.53576071,-0.53576061,0.00000000,-0.00000000,0.23720692,-0.23720686,0.10089308,-0.10089309
-5.83191596,2.36255352,-2.36255347,0.00024025,-0.00024025,0.60875465,-0.60875471,0.73424945,-0.73424937,1.52242949,-1.52242946,0.53649301,-0.53649291,0.00000000,-0.00000000,0.23839262,-0.23839256,0.10293913,-0.10293914
-5.82591296,2.41966775,-2.41966770,0.00028171,-0.00028171,0.63174341,-0.63174347,0.75255084,-0.75255077,1.56205302,-1.56205298,0.53731633,-0.53731625,0.00000000,-0.00000000,0.23973096,-0.23973091,0.10504089,-0.10504091
-5.81990995,2.47594956,-2.47594952,0.00033247,-0.00033247,0.65441836,-0.65441840,0.77143152,-0.77143145,1.60105434,-1.60105429,0.53816237,-0.53816230,0.00000000,-0.00000000,0.24113906,-0.24113901,0.10716206,-0.10716209
-5.81390695,2.53073277,-2.53073273,0.00039411,-0.00039412,0.67655400,-0.67655404,0.79065803,-0.79065796,1.63909778,-1.63909771,0.53893933,-0.53893927,0.00000000,-0.00000000,0.24252290,-0.24252286,0.10926346,-0.10926348
-5.80790395,2.58324761,-2.58324758,0.00046844,-0.00046844,0.69789395,-0.69789399,0.80994873,-0.80994867,1.67576968,-1.67576961,0.53953656,-0.53953651,0.00000000,-0.00000000,0.24378093,-0.24378089,0.11130452,-0.11130455
-5.80190095,2.63264192,-2.63264188,0.00055751,-0.00055751,0.71815620,-0.71815623,0.82898123,-0.82898118,1.71058605,-1.71058596,0.53983069,-0.53983066,0.00000000,-0.00000000,0.24480832,-0.24480829,0.11324509,-0.11324512
-5.79589795,2.67800783,-2.67800779,0.00066363,-0.00066363,0.73703986,-0.73703988,0.84740165,-0.84740161,1.74300430,-1.74300419,0.53969294,-0.53969292,0.00000000,-0.00000000,0.24550156,-0.24550154,0.11504725,-0.11504729
-5.78989495,2.71841295,-2.71841291,0.00078933,-0.00078933,0.75423319,-0.75423321,0.86483539,-0.86483535,1.77243878,-1.77243865,0.53899714,-0.53899713,0.00000000,-0.00000000,0.24576328,-0.24576326,0.11667734,-0.11667737
-5.78389195,2.75293416,-2.75293412,0.00093736,-0.00093736,0.76942252,-0.76942253,0.88089886,-0.88089883,1.79827917,-1.79827903,0.53762803,-0.53762803,0.00000000,-0.00000000,0.24550691,-0.24550690,0.11810772,-0.11810776
-5.77788894,2.78069252,-2.78069247,0.00111062,-0.00111063,0.78230165,-0.78230165,0.89521171,-0.89521168,1.81991102,-1.81991086,0.53548921,-0.53548923,0.00000000,-0.00000000,0.24466100,-0.24466099,0.11931855,-0.11931859
-5.77188594,2.80088743,-2.80088738,0.00131214,-0.00131215,0.79258142,-0.79258141,0.90740897,-0.90740895,1.83673736,-1.83673718,0.53251032,-0.53251035,0.00000000,-0.00000000,0.24317292,-0.24317292,0.12029911,-0.12029916
-5.76588294,2.81282836,-2.81282831,0.00154498,-0.00154499,0.79999902,-0.79999899,0.91715266,-0.91715264,1.84820047,-1.84820027,0.52865291,-0.52865296,0.00000000,-0.00000000,0.24101170,-0.24101170,0.12104880,-0.12104886
-5.75987994,2.81596261,-2.81596255,0.00181215,-0.00181215,0.80432662,-0.80432659,0.92414241,-0.92414239,1.85380274,-1.85380254,0.52391463,-0.52391469,0.00000000,-0.00000000,0.23816989,-0.23816989,0.12157763,-0.12157769
-5.75387694,2.80989776,-2.80989771,0.00211652,-0.00211652,0.80537909,-0.80537905,0.92812465,-0.92812464,1.85312582,-1.85312560,0.51833145,-0.51833152,0.00000000,-0.00000000,0.23466425,-0.23466426,0.12190614,-0.12190620
-5.74787394,2.79441793,-2.79441787,0.00246070,-0.00246071,0.80302039,-0.80302034,0.92890017,-0.92890015,1.84584709,-1.84584686,0.51197778,-0.51197787,0.00000000,-0.00000000,0.23053536,-0.23053537,0.12206482,-0.12206488
-5.74187094,2.76949309,-2.76949304,0.00284695,-0.00284695,0.79716857,-0.79716851,0.92632968,-0.92632967,1.83175297,-1.83175273,0.50496442,-0.50496453,0.00000000,-0.00000000,0.22584599,-0.22584600,0.12209293,-0.12209300
-5.73586793,2.73528136,-2.73528133,0.00327699,-0.00327700,0.78779903,-0.78779897,0.92033743,-0.92033742,1.81074850,-1.81074826,0.49743449,-0.49743461,0.00000000,-0.00000000,0.22067849,-0.22067852,0.12203685,-0.12203693
-5.72986493,2.69212428,-2.69212426,0.00375197,-0.00375198,0.77494622,-0.77494615,0.91091270,-0.91091270,1.78286293,-1.78286270,0.48955752,-0.48955766,0.00000000,-0.00000000,0.21513129,-0.21513131,0.12194800,-0.12194808
-5.72386193,2.64053558,-2.64053558,0.00427227,-0.00427228,0.75870344,-0.75870337,0.89810925,-0.89810926,1.74825115,-1.74825091,0.48152218,-0.48152234,0.00000000,-0.00000000,0.20931458,-0.20931462,0.12188042,-0.12188051
-5.71785893,2.58118430,-2.58118433,0.00483746,-0.00483747,0.73922107,-0.73922099,0.88204293,-0.88204294,1.70719110,-1.70719087,0.47352795,-0.47352812,0.00000000,-0.00000000,0.20334573,-0.20334577,0.12188822,-0.12188831
-5.71185593,2.51487317,-2.51487321,0.00544618,-0.00544619,0.71670320,-0.71670312,0.86288751,-0.86288753,1.66007739,-1.66007716,0.46577626,-0.46577645,0.00000000,-0.00000000,0.19734427,-0.19734432,0.12202295,-0.12202305
-5.70585293,2.44251340,-2.44251348,0.00609610,-0.00609611,0.69140279,-0.69140271,0.84086907,-0.84086909,1.60741140,-1.60741119,0.45846174,-0.45846194,0.00000000,-0.00000000,0.19142714,-0.19142719,0.12233107,-0.12233118
-5.69984992,2.36509737,-2.36509747,0.00678391,-0.00678392,0.66361568,-0.66361560,0.81625917,-0.81625920,1.54978851,-1.54978831,0.45176387,-0.45176408,0.00000000,-0.00000000,0.18570410,-0.18570415,0.12285173,-0.12285184
-5.69384692,2.28367013,-2.28367026,0.00750532,-0.00750533,0.63367350,-0.63367342,0.78936715,-0.78936718,1.48788285,-1.48788266,0.44583967,-0.44583990,0.00000000,-0.00000000,0.18027371,-0.18027377,0.12361483,-0.12361494
-5.68784392,2.19930130,-2.19930146,0.00825508,-0.00825510,0.60193589,-0.60193582,0.76053182,-0.76053186,1.42243031,-1.42243014,0.44081778,-0.44081802,0.00000000,-0.00000000,0.17522010,-0.17522016,0.12463963,-0.12463975
-5.68184092,2.11305824,-2.11305843,0.00902715,-0.00902716,0.56878225,-0.56878218,0.73011287,-0.73011291,1.35421047,-1.35421032,0.43679411,-0.43679435,0.00000000,-0.00000000,0.17061047,-0.17061054,0.12593391,-0.12593403
-5.67583792,2.02598154,-2.02598175,0.00981472,-0.00981473,0.53460318,-0.53460312,0.69848235,-0.69848240,1.28402809,-1.28402795,0.43382941,-0.43382966,0.00000000,-0.00000000,0.16649366,-0.16649374,0.12749369,-0.12749382
-5.66983492,1.93906362,-1.93906385,0.01061046,-0.01061047,0.49979209,-0.49979203,0.66601643,-0.66601648,1.21269472,-1.21269460,0.43194874,-0.43194900,0.00000000,-0.00000000,0.16289956,-0.16289963,0.12930356,-0.12930368
-5.66383192,1.85323092,-1.85323117,0.01140666,-0.01140668,0.46473699,-0.46473694,0.63308774,-0.63308780,1.14101120,-1.14101110,0.43114276,-0.43114301,0.00000000,-0.00000000,0.15983952,-0.15983959,0.13133757,-0.13133770
-5.65782891,1.76933007,-1.76933033,0.01219547,-0.01219548,0.42981295,-0.42981290,0.60005854,-0.60005860,1.06975147,-1.06975139,0.43137070,-0.43137095,0.00000000,-0.00000000,0.15730763,-0.15730771,0.13356069,-0.13356081
-5.65182591,1.68811816,-1.68811843,0.01296908,-0.01296909,0.39537521,-0.39537517,0.56727474,-0.56727480,0.99964809,-0.99964802,0.43256485,-0.43256509,0.00000000,-0.00000000,0.15528269,-0.15528276,0.13593054,-0.13593066
-5.64582291,1.61025701,-1.61025729,0.01371997,-0.01371999,0.36175327,-0.36175323,0.53506115,-0.53506121,0.93138002,-0.93137996,0.43463609,-0.43463632,0.00000000,-0.00000000,0.15373072,-0.15373079,0.13839957,-0.13839968
-5.63981991,1.53631128,-1.53631155,0.01444114,-0.01444115,0.32924608,-0.32924605,0.50371778,-0.50371784,0.86556275,-0.86556271,0.43748015,-0.43748037,0.00000000,-0.00000000,0.15260795,-0.15260802,0.14091729,-0.14091740
-5.63381691,1.46674988,-1.46675014,0.01512624,-0.01512626,0.29811836,-0.29811833,0.47351740,-0.47351745,0.80274105,-0.80274102,0.44098431,-0.44098452,0.00000000,-0.00000000,0.15186396,-0.15186403,0.14343259,-0.14343269
-5.62781391,1.40195040,-1.40195065,0.01576980,-0.01576982,0.26859815,-0.26859813,0.44470419,-0.44470424,0.74338432,-0.74338430,0.44503397,-0.44503416,0.00000000,-0.00000000,0.15144487,-0.15144493,0.14589597,-0.14589607
-5.62181091,1.34220587,-1.34220611,0.01636732,-0.01636733,0.24087561,-0.24087559,0.41749359,-0.41749363,0.68788458,-0.68788457,0.44951887,-0.44951905,0.00000000,-0.00000000,0.15129635,-0.15129641,0.14826155,-0.14826164
-5.61580790,1.28773330,-1.28773352,0.01691535,-0.01691536,0.21510300,-0.21510298,0.39207297,-0.39207301,0.63655685,-0.63655684,0.45433864,-0.45433879,0.00000000,-0.00000000,0.15136643,-0.15136648,0.15048878,-0.15048886
-5.60980490,1.23868337,-1.23868357,0.01741155,-0.01741156,0.19139569,-0.19139568,0.36860325,-0.36860329,0.58964177,-0.58964176,0.45940734,-0.45940748,0.00000000,-0.00000000,0.15160781,-0.15160785,0.15254378,-0.15254386
-5.60380190,1.19515078,-1.19515095,0.01785467,-0.01785468,0.16983425,-0.16983425,0.34722109,-0.34722112,0.54731015,-0.54731015,0.46465699,-0.46465711,0.00000000,-0.00000000,0.15197976,-0.15197980,0.15440028,-0.15440035
-5.59779890,1.15718455,-1.15718470,0.01824450,-0.01824451,0.15046721,-0.15046721,0.32804145,-0.32804147,0.50966902,-0.50966902,0.47003982,-0.47003992,0.00000000,-0.00000000,0.15244947,-0.15244950,0.15604012,-0.15604018
-5.59179590,1.12479796,-1.12479810,0.01858177,-0.01858178,0.13331449,-0.13331449,0.31116044,-0.31116045,0.47676880,-0.47676880,0.47552935,-0.47552943,0.00000000,-0.00000000,0.15299286,-0.15299289,0.15745330,-0.15745335
-5.58579290,1.09797758,-1.09797769,0.01886804,-0.01886805,0.11837124,-0.11837124,0.29665806,-0.29665807,0.44861118,-0.44861118,0.48112026,-0.48112032,0.00000000,-0.00000000,0.15359485,-0.15359488,0.15863773,-0.15863777
-5.57978989,1.07669098,-1.07669108,0.01910554,-0.01910554,0.10561183,-0.10561184,0.28460078,-0.28460079,0.42515726,-0.42515725,0.48682723,-0.48682728,0.00000000,-0.00000000,0.15424919,-0.15424921,0.15959854,-0.15959857
-5.57378689,1.06089302,-1.06089310,0.01929700,-0.01929701,0.09499384,-0.09499385,0.27504360,-0.27504361,0.40633544,-0.40633544,0.49268278,-0.49268282,0.00000000,-0.00000000,0.15495782,-0.15495784,0.16034719,-0.16034722
-5.56778389,1.05053025,-1.05053032,0.01944550,-0.01944551,0.08646179,-0.08646180,0.26803154,-0.26803154,0.39204885,-0.39204884,0.49873439,-0.49873442,0.00000000,-0.00000000,0.15572996,-0.15572998,0.16090040,-0.16090043
-5.56178089,1.04554350,-1.04554356,0.01955428,-0.01955429,0.07995052,-0.07995053,0.26360041,-0.26360042,0.38218168,-0.38218167,0.50504095,-0.50504098,0.00000000,-0.00000000,0.15658089,-0.15658090,0.16127894,-0.16127896
-5.55577789,1.04586839,-1.04586846,0.01962659,-0.01962659,0.07538802,-0.07538803,0.26177674,-0.26177675,0.37660449,-0.37660449,0.51166883,-0.51166885,0.00000000,-0.00000000,0.15753055,-0.15753056,0.16150631,-0.16150633
-5.54977489,1.05143401,-1.05143408,0.01966552,-0.01966553,0.07269758,-0.07269759,0.26257686,-0.26257687,0.37517800,-0.37517799,0.51868768,-0.51868770,0.00000000,-0.00000000,0.15860214,-0.15860215,0.16160757,-0.16160759
-5.54377189,1.06215962,-1.06215969,0.01967395,-0.01967396,0.07179931,-0.07179931,0.26600510,-0.26600512,0.37775537,-0.37775536,0.52616615,-0.52616617,0.00000000,-0.00000000,0.15982062,-0.15982063,0.16160815,-0.16160817
-5.53776888,1.07794984,-1.07794992,0.01965439,-0.01965440,0.07261084,-0.07261085,0.27205136,-0.27205138,0.38418303,-0.38418303,0.53416763,-0.53416767,0.00000000,-0.00000000,0.16121132,-0.16121134,0.16153276,-0.16153278
-5.53176588,1.09868844,-1.09868853,0.01960895,-0.01960895,0.07504747,-0.07504748,0.28068795,-0.28068797,0.39430001,-0.39430001,0.54274629,-0.54274633,0.00000000,-0.00000000,0.16279867,-0.16279868,0.16140451,-0.16140453
-5.52576288,1.12423124,-1.12423134,0.01953929,-0.01953930,0.07902157,-0.07902158,0.29186610,-0.29186614,0.40793604,-0.40793604,0.55194334,-0.55194339,0.00000000,-0.00000000,0.16460506,-0.16460508,0.16124414,-0.16124416
-5.51975988,1.15439864,-1.15439875,0.01944665,-0.01944665,0.08444156,-0.08444157,0.30551234,-0.30551239,0.42490871,-0.42490871,0.56178396,-0.56178401,0.00000000,-0.00000000,0.16665002,-0.16665005,0.16106941,-0.16106943
-5.51375688,1.18896825,-1.18896838,0.01933183,-0.01933184,0.09121052,-0.09121053,0.32152495,-0.32152500,0.44501999,-0.44501999,0.57227465,-0.57227471,0.00000000,-0.00000000,0.16894957,-0.16894960,0.16089476,-0.16089479
-5.50775388,1.22766841,-1.22766856,0.01919528,-0.01919529,0.09922464,-0.09922465,0.33977089,-0.33977095,0.46805258,-0.46805258,0.58340153,-0.58340161,0.00000000,-0.00000000,0.17151586,-0.17151589,0.16073104,-0.16073107
-5.50175088,1.27017318,-1.27017334,0.01903714,-0.01903715,0.10837163,-0.10837164,0.36008358,-0.36008364,0.49376648,-0.49376648,0.59512945,-0.59512953,0.00000000,-0.00000000,0.17435717,-0.17435720,0.16058548,-0.16058551
-5.49574787,1.31609940,-1.31609957,0.01885735,-0.01885735,0.11852937,-0.11852938,0.38226163,-0.38226170,0.52189629,-0.52189630,0.60740206,-0.60740215,0.00000000,-0.00000000,0.17747816,-0.17747820,0.16046184,-0.16046187
-5.48974487,1.36500659,-1.36500678,0.01865575,-0.01865575,0.12956492,-0.12956493,0.40606904,-0.40606912,0.55214961,-0.55214962,0.62014308,-0.62014317,0.00000000,-0.00000000,0.18088050,-0.18088054,0.16036072,-0.16036074
-5.48374187,1.41639996,-1.41640016,0.01843221,-0.01843221,0.14133408,-0.14133409,0.43123691,-0.43123700,0.58420695,-0.58420696,0.63325864,-0.63325875,0.00000000,-0.00000000,0.18456369,-0.18456374,0.16028002,-0.16028004
-5.47773887,1.46973700,-1.46973721,0.01818677,-0.01818677,0.15368160,-0.15368162,0.45746687,-0.45746696,0.61772338,-0.61772339,0.64664082,-0.64664093,0.00000000,-0.00000000,0.18852629,-0.18852634,0.16021561,-0.16021564
-5.47173587,1.52443760,-1.52443781,0.01791976,-0.01791976,0.16644219,-0.16644221,0.48443621,-0.48443631,0.65233218,-0.65233220,0.66017220,-0.66017231,0.00000000,-0.00000000,0.19276722,-0.19276727,0.16016212,-0.16016215
-5.46573287,1.57989773,-1.57989795,0.01763196,-0.01763196,0.17944226,-0.17944228,0.51180476,-0.51180487,0.68765041,-0.68765044,0.67373142,-0.67373152,0.00000000,-0.00000000,0.19728726,-0.19728731,0.16011380,-0.16011383
-5.45972986,1.63550617,-1.63550639,0.01732473,-0.01732473,0.19250252,-0.19250255,0.53922317,-0.53922327,0.72328633,-0.72328636,0.68719943,-0.68719954,0.00000000,-0.00000000,0.20209064,-0.20209070,0.16006552,-0.16006555
-5.45372686,1.69066356,-1.69066378,0.01700014,-0.01700014,0.20544124,-0.20544127,0.56634233,-0.56634244,0.75884841,-0.75884845,0.70046622,-0.70046632,0.00000000,-0.00000000,0.20718652,-0.20718658,0.16001383,-0.16001386
-5.44772386,1.74480303,-1.74480325,0.01666110,-0.01666110,0.21807812,-0.21807815,0.59282370,-0.59282381,0.79395560,-0.79395565,0.71343750,-0.71343760,0.00000000,-0.00000000,0.21259029,-0.21259035,0.15995795,-0.15995797
-5.44172086,1.79741116,-1.79741139,0.01631142,-0.01631142,0.23023859,-0.23023863,0.61834971,-0.61834983,0.82824815,-0.82824820,0.72604120,-0.72604129,0.00000000,-0.00000000,0.21832462,-0.21832469,0.15990071,-0.15990072
-5.43571786,1.84804807,-1.84804830,0.01595590,-0.01595590,0.24175833,-0.24175838,0.64263403,-0.64263415,0.86139856,-0.86139862,0.73823304,-0.73823311,0.00000000,-0.00000000,0.22442002,-0.22442009,0.15984941,-0.15984943
-5.42971486,1.89636528,-1.89636551,0.01560037,-0.01560037,0.25248774,-0.25248779,0.66543085,-0.66543098,0.89312193,-0.89312200,0.75000095,-0.75000102,0.00000000,-0.00000000,0.23091492,-0.23091500,0.15981644,-0.15981645
-5.42371186,1.94212013,-1.94212038,0.01525161,-0.01525161,0.26229621,-0.26229627,0.68654280,-0.68654294,0.92318501,-0.92318509,0.76136786,-0.76136793,0.00000000,-0.00000000,0.23785506,-0.23785514,0.15981959,-0.15981960
-5.41770885,1.98518561,-1.98518587,0.01491735,-0.01491735,0.27107582,-0.27107588,0.70582689,-0.70582704,0.95141337,-0.95141347,0.77239254,-0.77239260,0.00000000,-0.00000000,0.24529220,-0.24529229,0.15988218,-0.15988219
-5.41170585,2.02555459,-2.02555487,0.01460609,-0.01460609,0.27874435,-0.27874443,0.72319803,-0.72319819,0.97769619,-0.97769631,0.78316817,-0.78316822,0.00000000,-0.00000000,0.25328214,-0.25328224,0.16003273,-0.16003274
-5.40570285,2.06333786,-2.06333816,0.01432696,-0.01432696,0.28524742,-0.28524751,0.73862994,-0.73863011,1.00198817,-1.00198831,0.79381870,-0.79381875,0.00000000,-0.00000000,0.26188196,-0.26188207,0.16030431,-0.16030431
-5.39969985,2.09875579,-2.09875612,0.01408945,-0.01408945,0.29055950,-0.29055959,0.75215314,-0.75215332,1.02430844,-1.02430860,0.80449290,-0.80449295,0.00000000,-0.00000000,0.27114672,-0.27114684,0.16073350,-0.16073350
-5.39369685,2.13212364,-2.13212401,0.01390316,-0.01390316,0.29468384,-0.29468395,0.76385018,-0.76385038,1.04473631,-1.04473650,0.81535635,-0.81535640,0.00000000,-0.00000000,0.28112558,-0.28112571,0.16135908,-0.16135908
-5.38769385,2.16383111,-2.16383152,0.01377742,-0.01377742,0.29765131,-0.29765142,0.77384825,-0.77384847,1.06340411,-1.06340432,0.82658167,-0.82658173,0.00000000,-0.00000000,0.29185764,-0.29185779,0.16222035,-0.16222036
-5.38169085,2.19431710,-2.19431756,0.01372096,-0.01372096,0.29951804,-0.29951817,0.78230951,-0.78230975,1.08048736,-1.08048759,0.83833754,-0.83833760,0.00000000,-0.00000000,0.30336761,-0.30336777,0.16335531,-0.16335531
-5.37568784,2.22404091,-2.22404143,0.01374150,-0.01374150,0.30036221,-0.30036234,0.78941967,-0.78941993,1.09619279,-1.09619305,0.85077696,-0.85077704,0.00000000,-0.00000000,0.31566163,-0.31566180,0.16479861,-0.16479862
-5.36968484,2.25345151,-2.25345208,0.01384538,-0.01384538,0.30027989,-0.30028004,0.79537549,-0.79537576,1.11074496,-1.11074524,0.86402560,-0.86402569,0.00000000,-0.00000000,0.32872343,-0.32872362,0.16657961,-0.16657963
-5.36368184,2.28295646,-2.28295708,0.01403712,-0.01403712,0.29938048,-0.29938063,0.80037184,-0.80037213,1.12437200,-1.12437231,0.87817072,-0.87817082,0.00000000,-0.00000000,0.34251116,-0.34251136,0.16872040,-0.16872042
-5.35767884,2.31289244,-2.31289311,0.01431915,-0.01431915,0.29778159,-0.29778175,0.80458914,-0.80458946,1.13729151,-1.13729184,0.89325150,-0.89325162,0.00000000,-0.00000000,0.35695502,-0.35695523,0.17123408,-0.17123410
-5.35167584,2.34349890,-2.34349961,0.01469144,-0.01469145,0.29560398,-0.29560415,0.80818189,-0.80818222,1.14969718,-1.14969753,0.90925133,-0.90925146,0.00000000,-0.00000000,0.37195600,-0.37195623,0.17412328,-0.17412331
-5.34567284,2.37489660,-2.37489737,0.01515131,-0.01515132,0.29296665,-0.29296682,0.81126886,-0.81126921,1.16174701,-1.16174738,0.92609257,-0.92609271,0.00000000,-0.00000000,0.38738589,-0.38738613,0.17737912,-0.17737916
