energy_ev,total_up,C_s_up,C_p_up,Cr_p_up,Cr_d_up,Ru_p_up,Ru_d_up,S_s_up,S_p_up
-5.87393697,1.88557345,0.01112104,0.24142170,0.60893151,0.29971763,0.49280797,0.60222101,0.01485360,0.81765558
-5.86793397,1.89446977,0.01200088,0.23086808,0.64786668,0.30346304,0.51131580,0.58497942,0.01417499,0.84220699
-5.86193097,1.91445512,0.01292320,0.22147846,0.69276042,0.30834992,0.53310267,0.57112792,0.01349207,0.87227159
-5.85592796,1.94583876,0.01388054,0.21338578,0.74349018,0.31440405,0.55812775,0.56088858,0.01281693,0.90786325
-5.84992496,1.98872706,0.01486519,0.20669438,0.79986201,0.32162681,0.58630925,0.55440565,0.01216073,0.94891110
-5.84392196,2.04301464,0.01586928,0.20147859,0.86160750,0.32999410,0.61752345,0.55174334,0.01153339,0.99525505
-5.83791896,2.10837994,0.01688487,0.19778192,0.92838125,0.33945585,0.65160401,0.55288566,0.01094343,1.04664277
-5.83191596,2.18428520,0.01790395,0.19561706,0.99975924,0.34993615,0.68834163,0.55773810,0.01039785,1.10272836
-5.82591296,2.26998062,0.01891853,0.19496637,1.07523805,0.36133392,0.72748398,0.56613104,0.00990202,1.16307255
-5.81990995,2.36451270,0.01992058,0.19578304,1.15423518,0.37352416,0.76873616,0.57782479,0.00945969,1.22714478
-5.81390695,2.46673634,0.02090206,0.19799264,1.23609063,0.38635962,0.81176152,0.59251582,0.00907300,1.29432685
-5.80790395,2.57533063,0.02185488,0.20149516,1.32006985,0.39967302,0.85618315,0.60984422,0.00874257,1.36391840
-5.80190095,2.68881798,0.02277086,0.20616742,1.40536823,0.41327957,0.90158611,0.62940202,0.00846763,1.43514410
-5.79589795,2.80558640,0.02364172,0.21186586,1.49111739,0.42697994,0.94752040,0.65074228,0.00824611,1.50716260
-5.78989495,2.92391478,0.02445907,0.21842961,1.57639324,0.44056352,0.99350512,0.67338866,0.00807485,1.57907718
-5.78389195,3.04200090,0.02521440,0.22568383,1.66022615,0.45381203,1.03903352,0.69684541,0.00794975,1.64994814
-5.77788894,3.15799187,0.02589914,0.23344339,1.74161308,0.46650343,1.08357941,0.72060751,0.00786599,1.71880692
-5.77188594,3.27001696,0.02650474,0.24151664,1.81953189,0.47841601,1.12660465,0.74417098,0.00781818,1.78467172
-5.76588294,3.37622207,0.02702277,0.24970941,1.89295768,0.48933282,1.16756789,0.76704289,0.00780057,1.84656465
-5.75987994,3.47480571,0.02744507,0.25782906,1.96088089,0.49904618,1.20593426,0.78875127,0.00780724,1.90353008
-5.75387694,3.56405553,0.02776396,0.26568855,2.02232707,0.50736230,1.24118593,0.80885447,0.00783226,1.95465390
-5.74787394,3.64238483,0.02797246,0.27311035,2.07637770,0.51410590,1.27283319,0.82694986,0.00786984,1.99908329
-5.74187094,3.70836804,0.02806451,0.27993023,2.12219158,0.51912466,1.30042568,0.84268170,0.00791453,2.03604643
-5.73586793,3.76077404,0.02803522,0.28600063,2.15902620,0.52229344,1.32356342,0.85574799,0.00796127,2.06487169
-5.72986493,3.79859632,0.02788113,0.29119370,2.18625814,0.52351797,1.34190705,0.86590599,0.00800558,2.08500542
-5.72386193,3.82107866,0.02760041,0.29540372,2.20340182,0.52273806,1.35518710,0.87297640,0.00804359,2.09602780
-5.71785893,3.82773539,0.02719309,0.29854893,2.21012574,0.51992986,1.36321154,0.87684593,0.00807216,2.09766599
-5.71185593,3.81836503,0.02666112,0.30057273,2.20626522,0.51510738,1.36587153,0.87746814,0.00808886,2.08980378
-5.70585293,3.79305666,0.02600850,0.30144410,2.19183117,0.50832284,1.36314494,0.87486268,0.00809206,2.07248744
-5.69984992,3.75218843,0.02524131,0.30115741,2.16701401,0.49966592,1.35509756,0.86911269,0.00808086,2.04592695
-5.69384692,3.69641791,0.02436758,0.29973150,2.13218249,0.48926186,1.34188186,0.86036063,0.00805512,2.01049269
-5.68784392,3.62666454,0.02339721,0.29720823,2.08787719,0.47726842,1.32373347,0.84880266,0.00801536,1.96670724
-5.68184092,3.54408460,0.02234173,0.29365052,2.03479860,0.46387174,1.30096561,0.83468173,0.00796272,1.91523259
-5.67583792,3.45003957,0.02121409,0.28914006,1.97379035,0.44928126,1.27396160,0.81827967,0.00789886,1.85685312
-5.66983492,3.34605920,0.02002826,0.28377477,1.90581780,0.43372393,1.24316604,0.79990869,0.00782584,1.79245484
-5.66383192,3.23380056,0.01879898,0.27766619,1.83194316,0.41743787,1.20907510,0.77990253,0.00774605,1.72300180
-5.65782891,3.11500491,0.01754129,0.27093694,1.75329779,0.40066572,1.17222627,0.75860769,0.00766206,1.64951056
-5.65182591,2.99145410,0.01627023,0.26371825,1.67105300,0.38364811,1.13318814,0.73637502,0.00757655,1.57302373
-5.64582291,2.86492827,0.01500046,0.25614788,1.58639050,0.36661732,1.09255072,0.71355205,0.00749214,1.49458365
-5.63981991,2.73716640,0.01374589,0.24836825,1.50047365,0.34979161,1.05091647,0.69047636,0.00741137,1.41520737
-5.63381691,2.60983140,0.01251943,0.24052494,1.41442071,0.33337023,1.00889254,0.66747002,0.00733657,1.33586376
-5.62781391,2.48448070,0.01133270,0.23276554,1.32928115,0.31752957,0.96708418,0.64483545,0.00726980,1.25745379
-5.62181091,2.36254334,0.01019589,0.22523877,1.24601569,0.30242028,0.92608959,0.62285259,0.00721287,1.18079443
-5.61580790,2.24530393,0.00911759,0.21809391,1.16548091,0.28816574,0.88649596,0.60177746,0.00716728,1.10660685
-5.60980490,2.13389362,0.00810475,0.21148030,1.08841868,0.27486165,0.84887665,0.58184192,0.00713422,1.03550898
-5.60380190,2.02928782,0.00716268,0.20554693,1.01545045,0.26257685,0.81378927,0.56325449,0.00711466,0.96801258
-5.59779890,1.93230987,0.00629508,0.20044204,0.94707642,0.25135513,0.78177438,0.54620213,0.00710936,0.90452444
-5.59179590,1.84363994,0.00550414,0.19631249,0.88367902,0.24121803,0.75335436,0.53085244,0.00711900,0.84535134
-5.58579290,1.76382787,0.00479071,0.19330298,0.82553023,0.23216819,0.72903237,0.51735637,0.00714421,0.79070833
-5.57978989,1.69330875,0.00415443,0.19155497,0.77280201,0.22419325,0.70929083,0.50585086,0.00718572,0.74072925
-5.57378689,1.63241984,0.00359393,0.19120525,0.72557885,0.21726991,0.69458937,0.49646136,0.00724446,0.69547911
-5.56778389,1.58141765,0.00310704,0.19238418,0.68387166,0.21136799,0.68536201,0.48930380,0.00732166,0.65496726
-5.56178089,1.54049386,0.00269097,0.19521368,0.64763219,0.20645419,0.68201344,0.48448612,0.00741894,0.61916053
-5.55577789,1.50978915,0.00234247,0.19980482,0.61676686,0.20249539,0.68491449,0.48210889,0.00753842,0.58799585
-5.54977489,1.48940415,0.00205807,0.20625536,0.59114965,0.19946133,0.69439681,0.48226526,0.00768273,0.56139142
-5.54377189,1.47940690,0.00183414,0.21464705,0.57063306,0.19732655,0.71074698,0.48503996,0.00785511,0.53925613
-5.53776888,1.47983657,0.00166707,0.22504307,0.55505709,0.19607150,0.73420027,0.49050764,0.00805933,0.52149679
-5.53176588,1.49070348,0.00155333,0.23748547,0.54425564,0.19568278,0.76493435,0.49873044,0.00829968,0.50802298
-5.52576288,1.51198550,0.00148956,0.25199296,0.53806046,0.19615265,0.80306325,0.50975504,0.00858089,0.49874946
-5.51975988,1.54362148,0.00147256,0.26855893,0.53630263,0.19747773,0.84863189,0.52360932,0.00890798,0.49359617
-5.51375688,1.58550205,0.00149934,0.28715003,0.53881182,0.19965709,0.90161143,0.54029881,0.00928609,0.49248624
-5.50775388,1.63745870,0.00156703,0.30770519,0.54541370,0.20268990,0.96189569,0.55980314,0.00972028,0.49534202
-5.50175088,1.69925195,0.00167294,0.33013516,0.55592586,0.20657270,1.02929875,0.58207264,0.01021524,0.50207979
-5.49574787,1.77055922,0.00181440,0.35432274,0.57015293,0.21129656,1.10355383,0.60702529,0.01077507,0.51260358
-5.48974487,1.85096353,0.00198874,0.38012342,0.58788125,0.21684431,1.18431346,0.63454418,0.01140293,0.52679846
-5.48374187,1.93994356,0.00219323,0.40736669,0.60887373,0.22318794,1.27115082,0.66447558,0.01210078,0.54452393
-5.47773887,2.03686585,0.00242495,0.43585770,0.63286548,0.23028645,1.36356211,0.69662775,0.01286907,0.56560792
-5.47173587,2.14097978,0.00268078,0.46537937,0.65956049,0.23808418,1.46096987,0.73077059,0.01370650,0.58984174
-5.46573287,2.25141583,0.00295733,0.49569484,0.68862998,0.24650984,1.56272691,0.76663618,0.01460978,0.61697644
-5.45972986,2.36718754,0.00325085,0.52655017,0.71971245,0.25547632,1.66812082,0.80392028,0.01557343,0.64672098
-5.45372686,2.48719732,0.00355727,0.55767718,0.75241586,0.26488125,1.77637898,0.84228474,0.01658976,0.67874230
-5.44772386,2.61024656,0.00387219,0.58879649,0.78632184,0.27460849,1.88667392,0.88136103,0.01764878,0.71266757
-5.44172086,2.73504988,0.00419085,0.61962072,0.82099194,0.28453037,1.99812912,0.92075475,0.01873831,0.74808860
-5.43571786,2.86025353,0.00450827,0.64985772,0.85597578,0.29451079,2.10982549,0.96005117,0.01984416,0.78456847
-5.42971486,2.98445777,0.00481924,0.67921403,0.89082081,0.30440893,2.22080863,0.99882182,0.02095040,0.82165000
-5.42371186,3.10624287,0.00511847,0.70739849,0.92508330,0.31408362,2.33009722,1.03663207,0.02203969,0.85886615
-5.41770885,3.22419828,0.00540066,0.73412607,0.95834024,0.32339800,2.43669275,1.07304962,0.02309381,0.89575159
-5.41170585,3.33695421,0.00566068,0.75912195,0.99020145,0.33222452,2.53959104,1.10765378,0.02409409,0.93185541
-5.40570285,3.44321487,0.00589365,0.78212593,1.02032154,0.34044985,2.63779549,1.14004538,0.02502209,0.96675415
-5.39969985,3.54179239,0.00609513,0.80289700,1.04841104,0.34797961,2.73033240,1.16985704,0.02586014,1.00006477
-5.39369685,3.63164016,0.00626119,0.82121817,1.07424622,0.35474273,2.81626812,1.19676347,0.02659196,1.03145689
-5.38769385,3.71188433,0.00638859,0.83690150,1.09767703,0.36069500,2.89472777,1.22049159,0.02720332,1.06066382
-5.38169085,3.78185218,0.00647487,0.84979289,1.11863267,0.36582194,2.96491512,1.24082976,0.02768249,1.08749163
-5.37568784,3.84109589,0.00651839,0.85977687,1.13712447,0.37014048,3.02613279,1.25763594,0.02802080,1.11182600
-5.36968484,3.88941035,0.00651845,0.86678079,1.15324578,0.37369963,3.07780209,1.27084414,0.02821295,1.13363619
-5.36368184,3.92684392,0.00647526,0.87077832,1.16716870,0.37657973,3.11948126,1.28046882,0.02825725,1.15297604
-5.35767884,3.95370105,0.00638998,0.87179201,1.17913764,0.37889065,3.15088126,1.28660669,0.02815581,1.16998171
-5.35167584,3.97053622,0.00626466,0.86989458,1.18945999,0.38076862,3.17187787,1.28943580,0.02791443,1.18486629
-5.34567284,3.97813884,0.00610215,0.86520883,1.19849401,0.38237199,3.18251929,1.28921153,0.02754246,1.19791126
-5.33966983,3.97750933,0.00590606,0.85790586,1.20663457,0.38387610,3.18302826,1.28625958,0.02705249,1.20945537
-5.33366683,3.96982716,0.00568063,0.84820171,1.21429738,0.38546735,3.17379853,1.28096599,0.02645993,1.21988124
-5.32766383,3.95641174,0.00543056,0.83635231,1.22190219,0.38733692,3.15538517,1.27376451,0.02578243,1.22960050
-5.32166083,3.93867805,0.00516093,0.82264696,1.22985611,0.38967425,3.12848916,1.26512189,0.02503928,1.23903801
-5.31565783,3.91808880,0.00487702,0.80740041,1.23853757,0.39266076,3.09393675,1.25552148,0.02425072,1.24861612
-5.30965483,3.89610542,0.00458417,0.79094410,1.24828203,0.39646395,3.05265456,1.24544621,0.02343725,1.25873964
-5.30365183,3.87414035,0.00428765,0.77361671,1.25937002,0.40123235,3.00564168,1.23536152,0.02261892,1.26978250
-5.29764882,3.85351290,0.00399257,0.75575467,1.27201826,0.40709139,2.95394031,1.22569926,0.02181467,1.28207648
-5.29164582,3.83541107,0.00370373,0.73768297,1.28637450,0.41414043,2.89860633,1.21684344,0.02104176,1.29590290
-5.28564282,3.82086119,0.00342555,0.71970691,1.30251612,0.42245113,2.84068179,1.20911848,0.02031522,1.31148731
-5.27963982,3.81070685,0.00316205,0.70210500,1.32045296,0.43206705,2.78117042,1.20278073,0.01964753,1.32899763
-5.27363682,3.80559808,0.00291676,0.68512360,1.34013385,0.44300453,2.72101769,1.19801367,0.01904829,1.34854551
-5.26763382,3.80599102,0.00269272,0.66897339,1.36145685,0.45525468,2.66109620,1.19492700,0.01852410,1.37019062
-5.26163082,3.81215770,0.00249251,0.65382797,1.38428218,0.46878630,2.60219707,1.19355973,0.01807859,1.39394756
-5.25562781,3.82420488,0.00231823,0.63982438,1.40844738,0.48354936,2.54502720,1.19388688,0.01771248,1.41979447
-5.24962481,3.84210020,0.00217154,0.62706568,1.43378341,0.49947893,2.49021217,1.19582947,0.01742384,1.44768274
-5.24362181,3.86570358,0.00205371,0.61562505,1.46013086,0.51649905,2.43830388,1.19926689,0.01720841,1.47754690
-5.23761881,3.89480142,0.00196565,0.60555125,1.48735488,0.53452632,2.38979176,1.20405110,0.01706003,1.50931373
-5.23161581,3.92914067,0.00190794,0.59687489,1.51535807,0.55347294,2.34511601,1.21002138,0.01697101,1.54290985
-5.22561281,3.96846048,0.00188090,0.58961494,1.54408998,0.57324891,2.30468136,1.21701888,0.01693268,1.57826703
-5.21960980,4.01251864,0.00188456,0.58378510,1.57355274,0.59376325,2.26886957,1.22489979,0.01693583,1.61532462
-5.21360680,4.06111091,0.00191873,0.57939931,1.60380206,0.61492413,2.23804922,1.23354643,0.01697117,1.65402893
-5.20760380,4.11408170,0.00198296,0.57647608,1.63494336,0.63663796,2.21258133,1.24287526,0.01702971,1.69432925
-5.20160080,4.17132503,0.00207657,0.57504120,1.66712304,0.65880751,2.19281996,1.25284154,0.01710313,1.73617087
-5.19559780,4.23277572,0.00219862,0.57512865,1.70051523,0.68132917,2.17910709,1.26344013,0.01718399,1.77948544
-5.18959480,4.29839125,0.00234787,0.57677939,1.73530464,0.70408974,2.17176180,1.27470236,0.01726599,1.82417928
-5.18359180,4.36812550,0.00252276,0.58003829,1.77166634,0.72696289,2.17106400,1.28668930,0.01734397,1.87012053
-5.17758879,4.44189617,0.00272136,0.58494919,1.80974371,0.74980575,2.17723363,1.29948170,0.01741400,1.91712606
-5.17158579,4.51954819,0.00294139,0.59154843,1.84962569,0.77245593,2.19040663,1.31316742,0.01747323,1.96494922
-5.16558279,4.60081589,0.00318012,0.59985734,1.89132481,0.79472927,2.21060920,1.32782690,0.01751981,2.01326933
-5.15957979,4.68528645,0.00343442,0.60987401,1.93475727,0.81641869,2.23773222,1.34351797,0.01755267,2.06168395
-5.15357679,4.77236778,0.00370071,0.62156517,1.97972641,0.83729428,2.27150778,1.36026062,0.01757131,2.10970472
-5.14757379,4.86126320,0.00397504,0.63485845,2.02591070,0.85710486,2.31148969,1.37802305,0.01757557,2.15675738
-5.14157079,4.95095523,0.00425306,0.64963598,2.07285716,0.87558102,2.35703979,1.39670969,0.01756537,2.20218635
-5.13556778,5.04020038,0.00453012,0.66572944,2.11998088,0.89243973,2.40732151,1.41615224,0.01754054,2.24526398
-5.12956478,5.12753589,0.00480137,0.68291742,2.16657107,0.90739020,2.46130189,1.43610425,0.01750060,2.28520440
-5.12356178,5.21129913,0.00506179,0.70092510,2.21180349,0.92014103,2.51776264,1.45623979,0.01744462,2.32118154
-5.11755878,5.28965938,0.00530640,0.71942670,2.25475923,0.93040820,2.57532059,1.47615645,0.01737121,2.35235067
-5.11155578,5.36066112,0.00553030,0.73805061,2.29444891,0.93792364,2.63245704,1.49538280,0.01727843,2.37787268
-5.10555278,5.42227737,0.00572886,0.75638728,2.32984178,0.94244405,2.68755527,1.51338994,0.01716385,2.39694011
-5.09954977,5.47247092,0.00589787,0.77399938,2.35989819,0.94375948,2.73894492,1.52960688,0.01702468,2.40880381
-5.09354677,5.50926111,0.00603359,0.79043423,2.38360446,0.94170140,2.78495143,1.54343902,0.01685785,2.41279919
-5.08754377,5.53079314,0.00613296,0.80523761,2.40000844,0.93614985,2.82394857,1.55428910,0.01666023,2.40837086
-5.08154077,5.53540707,0.00619366,0.81796866,2.40825445,0.92703935,2.85441179,1.56157948,0.01642883,2.39509468
-5.07553777,5.52170333,0.00621419,0.82821511,2.40761605,0.91436332,2.87497000,1.56477497,0.01616096,2.37269625
-5.06953477,5.48860187,0.00619391,0.83560806,2.39752517,0.89817685,2.88445349,1.56340508,0.01585451,2.34106512
-5.06353177,5.43539234,0.00613311,0.83983580,2.37759655,0.87859758,2.88193577,1.55708460,0.01550806,2.30026403
-5.05752876,5.36177283,0.00603292,0.84065587,2.34764624,0.85580479,2.86676747,1.54553177,0.01512110,2.25053287
-5.05152576,5.26787550,0.00589537,0.83790492,2.30770355,0.83003665,2.83860059,1.52858289,0.01469410,2.19228717
-5.04552276,5.15427769,0.00572323,0.83150577,2.25801577,0.80158566,2.79740219,1.50620293,0.01422862,2.12611108
-5.03951976,5.02199800,0.00551996,0.82147135,2.19904565,0.77079253,2.74345673,1.47849149,0.01372732,2.05274527
-5.03351676,4.87247720,0.00528959,0.80790545,2.13146160,0.73803870,2.67735697,1.44568374,0.01319392,1.97306990
-5.02751376,4.70754467,0.00503659,0.79100004,2.05612106,0.70373772,2.59998399,1.40814637,0.01263316,1.88808364
-5.02151076,4.52937150,0.00476569,0.77102935,1.97404774,0.66832567,2.51247708,1.36636863,0.01205066,1.79887908
-5.01550775,4.34041220,0.00448179,0.74834107,1.88640364,0.63225120,2.41619501,1.32094874,0.01145277,1.70661569
-5.00950475,4.14333705,0.00418977,0.72334484,1.79445702,0.59596518,2.31267034,1.27257632,0.01084639,1.61249119
-5.00350175,3.94095784,0.00389437,0.69649878,1.69954737,0.55991051,2.20355883,1.22201149,0.01023880,1.51771210
-4.99749875,3.73614976,0.00360007,0.66829445,1.60304906,0.52451224,2.09058611,1.17006160,0.00963743,1.42346471
-4.99149575,3.53177244,0.00331097,0.63924103,1.50633463,0.49016839,1.97549391,1.11755643,0.00904966,1.33088721
-4.98549275,3.33059301,0.00303072,0.60984934,1.41073939,0.45724160,1.85998793,1.06532301,0.00848266,1.24104390
-4.97948974,3.13521405,0.00276242,0.58061633,1.31752823,0.42605203,1.74568950,1.01416100,0.00794318,1.15490217
-4.97348674,2.94800887,0.00250865,0.55201072,1.22786592,0.39687137,1.63409272,0.96481959,0.00743743,1.07331301
-4.96748374,2.77106630,0.00227138,0.52446029,1.14279165,0.36991849,1.52652858,0.91797695,0.00697098,0.99699545
-4.96148074,2.60614672,0.00205199,0.49834126,1.06319856,0.34535645,1.42413702,0.87422272,0.00654867,0.92652532
-4.95547774,2.45465044,0.00185133,0.47397013,0.98981860,0.32329122,1.32784772,0.83404436,0.00617453,0.86232846
-4.94947474,2.31759915,0.00166972,0.45159811,0.92321296,0.30377186,1.23836968,0.79781768,0.00585183,0.80467853
-4.94347174,2.19563044,0.00150702,0.43140829,0.86376814,0.28679226,1.15618949,0.76580169,0.00558304,0.75369912
-4.93746873,2.08900496,0.00136267,0.41351546,0.81169720,0.27229436,1.08157767,0.73813784,0.00536988,0.70937007
-4.93146573,1.99762527,0.00123579,0.39796831,0.76704603,0.26017256,1.01460220,0.71485335,0.00521341,0.67153748
-4.92546273,1.92106494,0.00112524,0.38475395,0.72970385,0.25027926,0.95514800,0.69586838,0.00511405,0.63992687
-4.91945973,1.85860622,0.00102969,0.37380409,0.69941748,0.24243139,0.90294115,0.68100637,0.00507168,0.61415907
-4.91345673,1.80928422,0.00094768,0.36500271,0.67580834,0.23641743,0.85757624,0.67000701,0.00508573,0.59376791
-4.90745373,1.77193542,0.00087770,0.35819463,0.65839173,0.23200504,0.81854547,0.66254102,0.00515521,0.57821928
-4.90145073,1.74524840,0.00081823,0.35319456,0.64659720,0.22894870,0.78526805,0.65822597,0.00527879,0.56693063
-4.89544772,1.72781455,0.00076780,0.34979608,0.63978962,0.22699727,0.75711852,0.65664250,0.00545482,0.55929034
-4.88944472,1.71817672,0.00072503,0.34778036,0.63728990,0.22590129,0.73345296,0.65735004,0.00568138,0.55467632
-4.88344172,1.71487421,0.00068865,0.34692397,0.63839495,0.22541955,0.71363210,0.65990145,0.00595622,0.55247312
-4.87743872,1.71648241,0.00065753,0.34700580,0.64239618,0.22532501,0.69704060,0.66385612,0.00627680,0.55208726
-4.87143572,1.72164622,0.00063068,0.34781261,0.64859616,0.22540970,0.68310225,0.66879091,0.00664021,0.55296023
-4.86543272,1.72910640,0.00060728,0.34914338,0.65632318,0.22548858,0.67129074,0.67430892,0.00704310,0.55457897
-4.85942971,1.73771857,0.00058662,0.35081217,0.66494336,0.22540229,0.66113621,0.68004572,0.00748168,0.55648363
-4.85342671,1.74646503,0.00056816,0.35264979,0.67387025,0.22501873,0.65222792,0.68567325,0.00795159,0.55827268
-4.84742371,1.75445979,0.00055146,0.35450422,0.68257208,0.22423361,0.64421332,0.69090144,0.00844786,0.55960541
-4.84142071,1.76094759,0.00053620,0.35624007,0.69057655,0.22296986,0.63679446,0.69547790,0.00896490,0.56020200
-4.83541771,1.76529806,0.00052212,0.35773737,0.69747343,0.22117626,0.62972215,0.69918596,0.00949639,0.55984156
-4.82941471,1.76699601,0.00050906,0.35888974,0.70291535,0.21882525,0.62278883,0.70184165,0.01003539,0.55835846
-4.82341171,1.76562938,0.00049688,0.35960243,0.70661685,0.21591029,0.61582081,0.70328991,0.01057427,0.55563742
-4.81740870,1.76087598,0.00048548,0.35979037,0.70835225,0.21244276,0.60867061,0.70340059,0.01110487,0.55160780
-4.81140570,1.75249041,0.00047477,0.35937644,0.70795253,0.20844881,0.60120999,0.70206471,0.01161853,0.54623746
-4.80540270,1.74029209,0.00046466,0.35829017,0.70530163,0.20396623,0.59332414,0.69919126,0.01210632,0.53952679
-4.79939970,1.72415538,0.00045505,0.35646701,0.70033245,0.19904149,0.58490744,0.69470484,0.01255918,0.53150312
-4.79339670,1.70400241,0.00044584,0.35384825,0.69302282,0.19372720,0.57586092,0.68854447,0.01296812,0.52221586
-4.78739370,1.67979889,0.00043691,0.35038150,0.68339164,0.18808000,0.56609152,0.68066340,0.01332452,0.51173256
-4.78139070,1.65155298,0.00042812,0.34602186,0.67149535,0.18215901,0.55551303,0.67103017,0.01362032,0.50013602
-4.77538769,1.61931704,0.00041932,0.34073350,0.65742478,0.17602476,0.54404850,0.65963056,0.01384831,0.48752248
-4.76938469,1.58319172,0.00041036,0.33449164,0.64130245,0.16973876,0.53163380,0.64647035,0.01400236,0.47400074
-4.76338169,1.54333175,0.00040110,0.32728472,0.62328019,0.16336344,0.51822203,0.63157857,0.01407761,0.45969217
-4.75737869,1.49995272,0.00039138,0.31911652,0.60353709,0.15696260,0.50378819,0.61501092,0.01407072,0.44473133
-4.75137569,1.45333781,0.00038110,0.31000817,0.58227759,0.15060201,0.48833390,0.59685293,0.01397993,0.42926694
-4.74537269,1.40384379,0.00037014,0.29999974,0.55972953,0.14435036,0.47189160,0.57722267,0.01380522,0.41346298
-4.73936968,1.35190542,0.00035843,0.28915137,0.53614217,0.13828006,0.45452796,0.55627262,0.01354829,0.39749962
-4.73336668,1.29803755,0.00034595,0.27754375,0.51178381,0.13246818,0.43634626,0.53419041,0.01321252,0.38157372
-4.72736368,1.24283441,0.00033268,0.26527798,0.48693910,0.12699698,0.41748746,0.51119839,0.01280292,0.36589872
-4.72136068,1.18696593,0.00031867,0.25247467,0.46190586,0.12195439,0.39812993,0.48755180,0.01232595,0.35070373
-4.71535768,1.13117067,0.00030399,0.23927240,0.43699134,0.11743391,0.37848782,0.46353564,0.01178933,0.33623172
-4.70935468,1.07624587,0.00028876,0.22582561,0.41250809,0.11353429,0.35880816,0.43946023,0.01120179,0.32273680
-4.70335168,1.02303448,0.00027311,0.21230196,0.38876925,0.11035865,0.33936680,0.41565573,0.01057282,0.31048058
-4.69734867,0.97241000,0.00025720,0.19887932,0.36608358,0.10801322,0.32046345,0.39246572,0.00991235,0.29972764
-4.69134567,0.92525940,0.00024123,0.18574263,0.34475017,0.10660560,0.30241606,0.37024016,0.00923051,0.29074037
-4.68534267,0.88246497,0.00022538,0.17308068,0.32505315,0.10624269,0.28555476,0.34932809,0.00853730,0.28377315
-4.67933967,0.84488564,0.00020986,0.16108296,0.30725636,0.10702815,0.27021568,0.33007019,0.00784234,0.27906617
-4.67333667,0.81333855,0.00019485,0.14993687,0.29159829,0.10905971,0.25673489,0.31279171,0.00715464,0.27683914
-4.66733367,0.78858140,0.00018055,0.13982517,0.27828744,0.11242616,0.24544260,0.29779585,0.00648240,0.27728487
-4.66133067,0.77129626,0.00016711,0.13092395,0.26749814,0.11720425,0.23665789,0.28535794,0.00583285,0.28056324
-4.65532766,0.76207525,0.00015469,0.12340109,0.25936702,0.12345552,0.23068412,0.27572055,0.00521215,0.28679546
-4.64932466,0.76140840,0.00014340,0.11741519,0.25399023,0.13122323,0.22780489,0.26908964,0.00462530,0.29605898
-4.64332166,0.76967415,0.00013334,0.11311497,0.25142153,0.14052941,0.22828093,0.26563185,0.00407616,0.30838324
