energy_ev,total_up,Mn_p_up,Mn_d_up,N_s_up,N_p_up,Re_p_up,Re_d_up,S_s_up,S_p_up
-6.00000000,9.84833638,1.96610340,1.23381559,0.03916967,1.29112298,4.37025166,2.70642324,0.06336242,5.31970271
-5.99399700,9.76055603,1.94769434,1.21313792,0.03829623,1.27947209,4.36194205,2.69733861,0.06276974,5.28367830
-5.98799400,9.65397915,1.92486199,1.18836810,0.03732154,1.26548269,4.34702313,2.68457027,0.06200777,5.23752929
-5.98199100,9.53088710,1.89806088,1.15992503,0.03625719,1.24937866,4.32615482,2.66862929,0.06108751,5.18250845
-5.97598799,9.39365824,1.86777407,1.12826888,0.03511545,1.23139707,4.29999811,2.65003882,0.06002141,5.11990929
-5.96998499,9.24469183,1.83450015,1.09388912,0.03390903,1.21178178,4.26919038,2.62931295,0.05882300,5.05102096
-5.96398199,9.08633701,1.79874085,1.05729259,0.03265087,1.19077740,4.23432384,2.60693680,0.05750667,4.97708672
-5.95797899,8.92082991,1.76098990,1.01899208,0.03135394,1.16862401,4.19592846,2.58334894,0.05608733,4.89926792
-5.95197599,8.75024143,1.72172339,0.97949570,0.03003106,1.14555256,4.15445982,2.55892689,0.05458017,4.81861510
-5.94597299,8.57643750,1.68139197,0.93929738,0.02869469,1.12178146,4.11029278,2.53397635,0.05300041,4.73604723
-5.93996998,8.40105289,1.64041489,0.89886877,0.02735678,1.09751401,4.06372072,2.50872479,0.05136307,4.65233967
-5.93396698,8.22547898,1.59917590,0.85865246,0.02602859,1.07293703,4.01496054,2.48331935,0.04968279,4.56812106
-5.92796398,8.05086484,1.55802101,0.81905682,0.02472060,1.04822038,3.96416265,2.45782923,0.04797373,4.48387863
-5.92196098,7.87813066,1.51725772,0.78045218,0.02344235,1.02351738,3.91142539,2.43225236,0.04624942,4.39997101
-5.91595798,7.70799165,1.47715567,0.74316842,0.02220241,0.99896599,3.85681278,2.40652573,0.04452274,4.31664749
-5.90995498,7.54099022,1.43794821,0.70749376,0.02100829,0.97469047,3.80037446,2.38053886,0.04280590,4.23407190
-5.90395198,7.37753399,1.39983473,0.67367447,0.01986646,0.95080349,3.74216656,2.35414965,0.04111042,4.15234961
-5.89794897,7.21793674,1.36298337,0.64191554,0.01878230,0.92740830,3.68227220,2.32720157,0.03944719,4.07155570
-5.89194597,7.06245981,1.32753387,0.61238186,0.01776023,0.90460092,3.62082039,2.29954142,0.03782649,3.99176247
-5.88594297,6.91135126,1.29360034,0.58519984,0.01680370,0.88247216,3.55800205,2.27103653,0.03625805,3.91306468
-5.87993997,6.76488050,1.26127372,0.56045936,0.01591530,0.86110925,3.49408245,2.24159068,0.03475107,3.83560106
-5.87393697,6.62336652,1.23062404,0.53821582,0.01509689,0.84059702,3.42940895,2.21115768,0.03331432,3.75957074
-5.86793397,6.48719821,1.20170207,0.51849222,0.01434968,0.82101860,3.36441375,2.17975207,0.03195605,3.68524399
-5.86193097,6.35684579,1.17454079,0.50128121,0.01367437,0.80245549,3.29961129,2.14745637,0.03068406,3.61296645
-5.85592796,6.23286287,1.14915638,0.48654715,0.01307125,0.78498709,3.23559036,2.11442445,0.02950564,3.54315706
-5.84992496,6.11587925,1.12554900,0.47422801,0.01254031,0.76868963,3.17300104,2.08088083,0.02842746,3.47629952
-5.84392196,6.00658488,1.10370341,0.46423727,0.01208131,0.75363466,3.11253717,2.04711597,0.02745555,3.41292820
-5.83791896,5.90570605,1.08358945,0.45646580,0.01169387,0.73988704,3.05491496,2.01347785,0.02659510,3.35360897
-5.83191596,5.81397511,1.06516265,0.45078376,0.01137748,0.72750264,3.00084861,1.98035994,0.02585037,3.29891626
-5.82591296,5.73209537,1.04836481,0.44704253,0.01113152,0.71652580,2.95102417,1.94818649,0.02522452,3.24940749
-5.81990995,5.66070308,1.03312486,0.44507676,0.01095523,0.70698670,2.90607256,1.91739554,0.02471944,3.20559609
-5.81390695,5.60032849,1.01935979,0.44470658,0.01084768,0.69889878,2.86654316,1.88842062,0.02433561,3.16792479
-5.80790395,5.55135809,1.00697594,0.44573986,0.01080769,0.69225631,2.83287907,1.86167194,0.02407196,3.13674025
-5.80190095,5.51400015,0.99587041,0.44797474,0.01083374,0.68703236,2.80539525,1.83751798,0.02392575,3.11227052
-5.79589795,5.48825537,0.98593273,0.45120226,0.01092387,0.68317717,2.78426057,1.81626844,0.02389247,3.09460644
-5.78989495,5.47389444,0.97704678,0.45520914,0.01107559,0.68061717,2.76948484,1.79815926,0.02396582,3.08368802
-5.78389195,5.47044406,0.96909281,0.45978068,0.01128574,0.67925474,2.76091137,1.78334064,0.02413770,3.07929654
-5.77788894,5.47718230,0.96194966,0.46470377,0.01155043,0.67896881,2.75821581,1.77186845,0.02439827,3.08105279
-5.77188594,5.49314414,0.95549706,0.46976996,0.01186496,0.67961631,2.76091141,1.76369976,0.02473607,3.08842196
-5.76588294,5.51713732,0.94961800,0.47477845,0.01222377,0.68103467,2.76836079,1.75869241,0.02513820,3.10072474
-5.75987994,5.54776818,0.94420111,0.47953917,0.01262042,0.68304518,2.77979385,1.75660901,0.02559052,3.11715454
-5.75387694,5.58347679,0.93914295,0.48387562,0.01304761,0.68545730,2.79433142,1.75712491,0.02607795,3.13680010
-5.74787394,5.62258000,0.93435024,0.48762764,0.01349725,0.68807370,2.81101359,1.75984001,0.02658482,3.15867251
-5.74187094,5.66332075,0.92974181,0.49065389,0.01396056,0.69069605,2.82883184,1.76429367,0.02709517,3.18173561
-5.73586793,5.70392164,0.92525033,0.49283413,0.01442818,0.69313111,2.84676348,1.76998206,0.02759317,3.20493840
-5.72986493,5.74264048,0.92082368,0.49407105,0.01489037,0.69519719,2.86380717,1.77637720,0.02806352,3.22724812
-5.72386193,5.77782527,0.91642579,0.49429183,0.01533720,0.69673041,2.87901784,1.78294655,0.02849183,3.24768260
-5.71785893,5.80796636,0.91203709,0.49344915,0.01575876,0.69759075,2.89153961,1.78917251,0.02886498,3.26534040
-5.71185593,5.83174342,0.90765424,0.49152180,0.01614543,0.69766731,2.90063519,1.79457067,0.02917149,3.27942761
-5.70585293,5.84806512,0.90328940,0.48851471,0.01648806,0.69688288,2.90571050,1.79870612,0.02940181,3.28928016
-5.69984992,5.85609993,0.89896869,0.48445853,0.01677828,0.69519713,2.90633352,1.80120712,0.02954856,3.29438079
-5.69384692,5.85529683,0.89473017,0.47940863,0.01700865,0.69260869,2.90224639,1.80177562,0.02960671,3.29437015
-5.68784392,5.84539506,0.89062111,0.47344352,0.01717291,0.68915556,2.89337051,1.80019419,0.02957368,3.28905180
-5.68184092,5.82642291,0.88669485,0.46666287,0.01726613,0.68491407,2.87980435,1.79632941,0.02944943,3.27839099
-5.67583792,5.79868591,0.88300712,0.45918499,0.01728484,0.67999630,2.86181429,1.79013155,0.02923635,3.26250774
-5.66983492,5.76274512,0.87961212,0.45114389,0.01722710,0.67454598,2.83981894,1.78163105,0.02893918,3.24166468
-5.66383192,5.71938703,0.87655841,0.44268604,0.01709261,0.66873311,2.81436791,1.77093195,0.02856486,3.21625043
-5.65782891,5.66958651,0.87388482,0.43396679,0.01688261,0.66274753,2.78611606,1.75820295,0.02812226,3.18675963
-5.65182591,5.61446493,0.87161645,0.42514666,0.01659992,0.65679160,2.75579448,1.74366671,0.02762191,3.15377045
-5.64582291,5.55524525,0.86976109,0.41638752,0.01624878,0.65107242,2.72417965,1.72758790,0.02707566,3.11792083
-5.63981991,5.49320616,0.86830613,0.40784880,0.01583476,0.64579392,2.69206218,1.71026083,0.02649635,3.07988448
-5.63381691,5.42963734,0.86721610,0.39968382,0.01536460,0.64114910,2.66021652,1.69199708,0.02589744,3.04034761
-5.62781391,5.36579740,0.86643111,0.39203634,0.01484597,0.63731282,2.62937287,1.67311386,0.02529264,2.99998729
-5.62181091,5.30287615,0.86586618,0.38503754,0.01428728,0.63443537,2.60019249,1.65392330,0.02469555,2.95945207
-5.61580790,5.24196238,0.86541175,0.37880331,0.01369749,0.63263721,2.57324723,1.63472321,0.02411930,2.91934559
-5.60980490,5.18401789,0.86493520,0.37343218,0.01308581,0.63200486,2.54900397,1.61578946,0.02357630,2.88021341
-5.60380190,5.12985849,0.86428362,0.36900376,0.01246154,0.63258842,2.52781439,1.59737001,0.02307789,2.84253328
-5.59779890,5.08014201,0.86328775,0.36557788,0.01183380,0.63440034,2.50991004,1.57968066,0.02263418,2.80670891
-5.59179590,5.03536320,0.86176694,0.36319433,0.01121135,0.63741588,2.49540285,1.56290251,0.02225381,2.77306719
-5.58579290,4.99585516,0.85953515,0.36187337,0.01060245,0.64157491,2.48429044,1.54718084,0.02194385,2.74185840
-5.57978989,4.96179660,0.85640765,0.36161674,0.01001463,0.64678492,2.47646583,1.53262529,0.02170968,2.71325938
-5.57378689,4.93322416,0.85220837,0.36240939,0.00945465,0.65292528,2.47173074,1.51931119,0.02155502,2.68737892
-5.56778389,4.91004873,0.84677742,0.36422159,0.00892835,0.65985224,2.46981174,1.50728167,0.02148188,2.66426513
-5.56178089,4.89207480,0.83997864,0.36701154,0.00844065,0.66740461,2.47037817,1.49655046,0.02149064,2.64391410
-5.55577789,4.87902168,0.83170672,0.37072817,0.00799549,0.67540978,2.47306107,1.48710508,0.02158017,2.62627941
-5.54977489,4.87054554,0.82189359,0.37531415,0.00759583,0.68368979,2.47747210,1.47891029,0.02174793,2.61128200
-5.54377189,4.86626121,0.81051372,0.38070881,0.00724373,0.69206734,2.48322159,1.47191159,0.02199015,2.59881979
-5.53776888,4.86576279,0.79758806,0.38685101,0.00694034,0.70037126,2.48993499,1.46603873,0.02230202,2.58877663
-5.53176588,4.86864223,0.78318628,0.39368167,0.00668604,0.70844154,2.49726716,1.46120897,0.02267784,2.58103024
-5.52576288,4.87450517,0.76742730,0.40114591,0.00648052,0.71613354,2.50491378,1.45733020,0.02311124,2.57545877
-5.51975988,4.88298349,0.75047777,0.40919471,0.00632282,0.72332141,2.51261983,1.45430362,0.02359539,2.57194561
-5.51375688,4.89374430,0.73254874,0.41778602,0.00621150,0.72990056,2.52018479,1.45202621,0.02412312,2.57038250
-5.50775388,4.90649509,0.71389044,0.42688527,0.00614475,0.73578937,2.52746456,1.45039269,0.02468712,2.57067069
-5.50175088,4.92098515,0.69478545,0.43646529,0.00612040,0.74092981,2.53437036,1.44929714,0.02528007,2.57272034
-5.49574787,4.93700343,0.67554055,0.44650562,0.00613610,0.74528744,2.54086482,1.44863420,0.02589474,2.57644818
-5.48974487,4.95437325,0.65647755,0.45699139,0.00618937,0.74885057,2.54695561,1.44829985,0.02652407,2.58177374
-5.48374187,4.97294440,0.63792354,0.46791171,0.00627762,0.75162883,2.55268724,1.44819181,0.02716120,2.58861447
-5.47773887,4.99258316,0.62020103,0.47925773,0.00639825,0.75365131,2.55813151,1.44820967,0.02779954,2.59688014
-5.47173587,5.01316119,0.60361825,0.49102058,0.00654866,0.75496419,2.56337713,1.44825465,0.02843275,2.60646687
-5.46573287,5.03454390,0.58846029,0.50318913,0.00672626,0.75562829,2.56851929,1.44822919,0.02905470,2.61725146
-5.45972986,5.05657916,0.57498114,0.51574783,0.00692847,0.75571635,2.57364952,1.44803646,0.02965948,2.62908621
-5.45372686,5.07908713,0.56339714,0.52867473,0.00715275,0.75531036,2.57884656,1.44757977,0.03024135,2.64179482
-5.44772386,5.10185186,0.55388189,0.54193969,0.00739654,0.75449891,2.58416844,1.44676218,0.03079474,2.65516973
-5.44172086,5.12461533,0.54656289,0.55550303,0.00765731,0.75337467,2.58964639,1.44548619,0.03131419,2.66897104
-5.43571786,5.14707432,0.54151972,0.56931448,0.00793249,0.75203203,2.59528051,1.44365384,0.03179441,2.68292743
-5.42971486,5.16888044,0.53878386,0.58331265,0.00821952,0.75056504,2.60103759,1.44116723,0.03223026,2.69673888
-5.42371186,5.18964349,0.53833998,0.59742495,0.00851584,0.74906549,2.60685091,1.43792947,0.03261685,2.71008138
-5.41770885,5.20893806,0.54012834,0.61156799,0.00881892,0.74762135,2.61262198,1.43384626,0.03294958,2.72261336
-5.41170585,5.22631333,0.54404830,0.62564848,0.00912630,0.74631543,2.61822408,1.42882806,0.03322429,2.73398363
-5.40570285,5.24130541,0.54996245,0.63956445,0.00943563,0.74522437,2.62350731,1.42279277,0.03343737,2.74384047
-5.39969985,5.25345213,0.55770127,0.65320705,0.00974476,0.74441791,2.62830477,1.41566902,0.03358592,2.75184151
-5.39369685,5.26230923,0.56706790,0.66646251,0.01005184,0.74395838,2.63243962,1.40739984,0.03366793,2.75766386
-5.38769385,5.26746759,0.57784303,0.67921452,0.01035536,0.74390057,2.63573261,1.39794657,0.03368243,2.76101418
-5.38169085,5.26857058,0.58978960,0.69134677,0.01065427,0.74429172,2.63800963,1.38729294,0.03362964,2.76163809
-5.37568784,5.26533068,0.60265729,0.70274569,0.01094808,0.74517189,2.63910908,1.37544897,0.03351114,2.75932853
-5.36968484,5.25754473,0.61618668,0.71330324,0.01123689,0.74657439,2.63888865,1.36245451,0.03332996,2.75393278
-5.36368184,5.24510703,0.63011323,0.72291976,0.01152152,0.74852648,2.63723124,1.34838220,0.03309062,2.74535778
-5.35767884,5.22801954,0.64417094,0.73150674,0.01180346,0.75105014,2.63404990,1.33333953,0.03279918,2.73357350
-5.35167584,5.20639883,0.65809597,0.73898939,0.01208492,0.75416294,2.62929158,1.31746988,0.03246320,2.71861430
-5.34567284,5.18047912,0.67163009,0.74530910,0.01236878,0.75787897,2.62293954,1.30095227,0.03209157,2.70057823
-5.33966983,5.15061146,0.68452417,0.75042545,0.01265851,0.76220961,2.61501460,1.28399978,0.03169442,2.67962431
-5.33366683,5.11725866,0.69654184,0.75431790,0.01295808,0.76716437,2.60557499,1.26685654,0.03128286,2.65596794
-5.32766383,5.08098633,0.70746306,0.75698698,0.01327177,0.77275152,2.59471505,1.24979331,0.03086867,2.62987461
-5.32166083,5.04245010,0.71708796,0.75845493,0.01360400,0.77897846,2.58256278,1.23310177,0.03046400,2.60165226
-5.31565783,5.00237956,0.72524061,0.75876572,0.01395913,0.78585205,2.56927643,1.21708766,0.03008099,2.57164250
-5.30965483,4.96155947,0.73177275,0.75798448,0.01434120,0.79337852,2.55504020,1.20206317,0.02973142,2.54021109
-5.30365183,4.92080893,0.73656728,0.75619618,0.01475372,0.80156324,2.54005926,1.18833856,0.02942628,2.50773796
-5.29764882,4.88095917,0.73954152,0.75350379,0.01519943,0.81041021,2.52455422,1.17621378,0.02917542,2.47460725
-5.29164582,4.84283093,0.74064973,0.75002575,0.01568006,0.81992127,2.50875520,1.16597007,0.02898721,2.44119743
-5.28564282,4.80721211,0.73988510,0.74589291,0.01619618,0.83009518,2.49289561,1.15786214,0.02886827,2.40787210
-5.27963982,4.77483642,0.73728076,0.74124512,0.01674700,0.84092644,2.47720591,1.15211112,0.02882320,2.37497140
-5.27363682,4.74636374,0.73290978,0.73622732,0.01733031,0.85240395,2.46190721,1.14889867,0.02885441,2.34280452
-5.26763382,4.72236275,0.72688410,0.73098561,0.01794241,0.86450963,2.44720516,1.14836232,0.02896211,2.31164318
-5.26163082,4.70329617,0.71935228,0.72566315,0.01857812,0.87721678,2.43328390,1.15059230,0.02914420,2.28171639
-5.25562781,4.68950889,0.71049607,0.72039614,0.01923085,0.89048859,2.42030035,1.15562983,0.02939643,2.25320638
-5.24962481,4.68121911,0.70052600,0.71531010,0.01989277,0.90427635,2.40837890,1.16346680,0.02971250,2.22624570
-5.24362181,4.67851247,0.68967587,0.71051635,0.02055493,0.91851789,2.39760649,1.17404686,0.03008430,2.20091556
-5.23761881,4.68133901,0.67819653,0.70610909,0.02120754,0.93313588,2.38802826,1.18726758,0.03050217,2.17724512
-5.23161581,4.68951276,0.66634909,0.70216288,0.02184022,0.94803624,2.37964374,1.20298355,0.03095521,2.15521192
-5.22561281,4.70271381,0.65439770,0.69873082,0.02244229,0.96310669,2.37240383,1.22101020,0.03143162,2.13474299
-5.21960980,4.72049245,0.64260232,0.69584333,0.02300307,0.97821547,2.36620845,1.24112805,0.03191904,2.11571690
-5.21360680,4.74227536,0.63121159,0.69350759,0.02351221,0.99321041,2.36090529,1.26308722,0.03240490,2.09796647
-5.20760380,4.76737365,0.62045611,0.69170762,0.02395993,1.00791834,2.35628953,1.28661202,0.03287674,2.08128209
-5.20160080,4.79499269,0.61054246,0.69040511,0.02433736,1.02214511,2.35210478,1.31140552,0.03332250,2.06541581
-5.19559780,4.82424380,0.60164790,0.68954073,0.02463669,1.03567626,2.34804544,1.33715392,0.03373083,2.05008593
-5.18959480,4.85415784,0.59391621,0.68903610,0.02485144,1.04827856,2.34376058,1.36353094,0.03409124,2.03498237
-5.18359180,4.88370083,0.58745457,0.68879629,0.02497655,1.05970247,2.33885942,1.39020204,0.03439437,2.01977268
-5.17758879,4.91179178,0.58233166,0.68871274,0.02500853,1.06968567,2.33291851,1.41682855,0.03463204,2.00410879
-5.17158579,4.93732256,0.57857694,0.68866659,0.02494548,1.07795773,2.32549064,1.44307199,0.03479741,1.98763449
-5.16558279,4.95917998,0.57618114,0.68853235,0.02478709,1.08424584,2.31611536,1.46859833,0.03488506,1.96999358
-5.15957979,4.97626969,0.57509779,0.68818173,0.02453464,1.08828156,2.30433093,1.49308241,0.03489095,1.95083862
-5.15357679,4.98754150,0.57524584,0.68748766,0.02419088,1.08980854,2.28968750,1.51621255,0.03481251,1.92984018
-5.14757379,4.99201551,0.57651300,0.68632826,0.02375994,1.08859073,2.27176113,1.53769504,0.03464858,1.90669623
-5.14157079,4.98880834,0.57875985,0.68459073,0.02324721,1.08442110,2.25016809,1.55725871,0.03439942,1.88114158
-5.13556778,4.97715829,0.58182441,0.68217492,0.02265915,1.07713024,2.22457907,1.57465919,0.03406663,1.85295690
-5.12956478,4.95644858,0.58552697,0.67899663,0.02200314,1.06659456,2.19473257,1.58968272,0.03365314,1.82197698
-5.12356178,4.92622742,0.58967513,0.67499025,0.02128727,1.05274368,2.16044701,1.60214937,0.03316310,1.78809794
-5.11755878,4.88622392,0.59406869,0.67011092,0.02052021,1.03556651,2.12163081,1.61191544,0.03260185,1.75128292
-5.11155578,4.83635888,0.59850444,0.66433587,0.01971094,1.01511580,2.07829008,1.61887478,0.03197581,1.71156589
-5.10555278,4.77674980,0.60278062,0.65766499,0.01886864,0.99151064,2.03053339,1.62295907,0.03129238,1.66905350
-5.09954977,4.70770966,0.60670102,0.65012056,0.01800249,0.96493692,1.97857335,1.62413694,0.03055981,1.62392461
-5.09354677,4.62973938,0.61007862,0.64174624,0.01712146,0.93564543,1.92272487,1.62241194,0.02978710,1.57642757
-5.08754377,4.54351420,0.61273887,0.63260519,0.01623423,0.90394775,1.86340008,1.61781962,0.02898383,1.52687520
-5.08154077,4.44986471,0.61452253,0.62277760,0.01534902,0.87021004,1.80110008,1.61042375,0.02816001,1.47563776
-5.07553777,4.34975325,0.61528813,0.61235761,0.01447344,0.83484484,1.73640390,1.60031213,0.02732593,1.42313413
-5.06953477,4.24424709,0.61491412,0.60144986,0.01361444,0.79830145,1.66995511,1.58759221,0.02649196,1.36982150
-5.06353177,4.13448954,0.61330074,0.59016589,0.01277820,0.76105507,1.60244666,1.57238691,0.02566843,1.31618425
-5.05752876,4.02167056,0.61037171,0.57862041,0.01197010,0.72359536,1.53460456,1.55483086,0.02486542,1.26272215
-5.05152576,3.90699816,0.60607563,0.56692782,0.01119467,0.68641482,1.46717113,1.53506753,0.02409264,1.20993872
-5.04552276,3.79167191,0.60038727,0.55519905,0.01045556,0.64999752,1.40088846,1.51324722,0.02335929,1.15832993
-5.03951976,3.67685964,0.59330858,0.54353880,0.00975563,0.61480860,1.33648264,1.48952620,0.02267393,1.10837385
-5.03351676,3.56367811,0.58486949,0.53204348,0.00909690,0.58128494,1.27464932,1.46406699,0.02204440,1.06052144
-5.02751376,3.45317815,0.57512830,0.52079971,0.00848067,0.54982738,1.21604111,1.43703960,0.02147776,1.01518889
-5.02151076,3.34633444,0.56417176,0.50988354,0.00790756,0.52079462,1.16125693,1.40862367,0.02098021,0.97275150
-5.01550775,3.24403988,0.55211455,0.49936030,0.00737763,0.49449889,1.11083372,1.37901110,0.02055708,0.93353932
-5.00950475,3.14710409,0.53909823,0.48928513,0.00689042,0.47120359,1.06524043,1.34840908,0.02021283,0.89783448
-5.00350175,3.05625547,0.52528954,0.47970389,0.00644512,0.45112260,1.02487431,1.31704291,0.01995104,0.86587009
-4.99749875,2.97214615,0.51087800,0.47065465,0.00604064,0.43442128,0.99005938,1.28515853,0.01977444,0.83783070
-4.99149575,2.89535902,0.49607285,0.46216927,0.00567570,0.42121885,0.96104695,1.25302420,0.01968493,0.81385395
-4.98549275,2.82641593,0.48109935,0.45427531,0.00534897,0.41159196,0.93801784,1.22093136,0.01968363,0.79403344
-4.97948974,2.76578650,0.46619455,0.44699779,0.00505909,0.40557909,0.92108612,1.18919427,0.01977087,0.77842242
-4.97348674,2.71389675,0.45160261,0.44036096,0.00480480,0.40318559,0.91030409,1.15814847,0.01994627,0.76703824
-4.96748374,2.67113701,0.43756993,0.43438978,0.00458499,0.40438893,0.90566823,1.12814805,0.02020876,0.75986726
-4.96148074,2.63786888,0.42434017,0.42911113,0.00439871,0.40914408,0.90712579,1.09956176,0.02055660,0.75687012
-4.95547774,2.61443068,0.41214950,0.42455463,0.00424523,0.41738857,0.91458183,1.07276821,0.02098740,0.75798720
-4.94947474,2.60114143,0.40122204,0.42075307,0.00412405,0.42904720,0.92790635,1.04815026,0.02149820,0.76314391
-4.94347174,2.59830315,0.39176598,0.41774233,0.00403491,0.44403615,0.94694137,1.02608893,0.02208545,0.77225596
-4.93746873,2.60620139,0.38397024,0.41556092,0.00397775,0.46226631,0.97150755,1.00695693,0.02274505,0.78523411
-4.93146573,2.62510390,0.37800187,0.41424905,0.00395270,0.48364588,1.00141022,0.99111217,0.02347243,0.80198841
-4.92546273,2.65525749,0.37400430,0.41384723,0.00396005,0.50808194,1.03644446,0.97889129,0.02426257,0.82243161
-4.91945973,2.69688278,0.37209621,0.41439455,0.00400020,0.53548119,1.07639906,0.97060343,0.02511001,0.84648162
-4.91345673,2.75016690,0.37237118,0.41592659,0.00407358,0.56574966,1.12105902,0.96652423,0.02600898,0.87406275
-4.90745373,2.81525386,0.37489776,0.41847312,0.00418066,0.59879149,1.17020655,0.96689019,0.02695340,0.90510560
-4.90145073,2.89223275,0.37971998,0.42205547,0.00432182,0.63450676,1.22362019,0.97189324,0.02793696,0.93954540
-4.89544772,2.98112345,0.38685797,0.42668396,0.00449732,0.67278852,1.28107230,0.98167562,0.02895315,0.97731880
-4.88944472,3.08186026,0.39630858,0.43235519,0.00470721,0.71351900,1.34232461,0.99632499,0.02999534,1.01835891
-4.88344172,3.19427348,0.40804572,0.43904953,0.00495129,0.75656518,1.40712224,1.01586968,0.03105679,1.06258893
-4.87743872,3.31806959,0.42202046,0.44672875,0.00522902,0.80177391,1.47518623,1.04027420,0.03213072,1.10991424
-4.87143572,3.45281059,0.43816059,0.45533405,0.00553947,0.84896678,1.54620509,1.06943510,0.03321025,1.16021353
-4.86543272,3.59789349,0.45636977,0.46478461,0.00588124,0.89793490,1.61982585,1.10317717,0.03428849,1.21332909
-4.85942971,3.75253107,0.47652621,0.47497669,0.00625246,0.94843400,1.69564510,1.14125045,0.03535846,1.26905701
-4.85342671,3.91573525,0.49848112,0.48578349,0.00665069,1.00018013,1.77320084,1.18332803,0.03641312,1.32713761
-4.84742371,4.08630447,0.52205700,0.49705584,0.00707293,1.05284620,1.85196577,1.22900528,0.03744530,1.38724702
-4.84142071,4.26281659,0.54704611,0.50862386,0.00751559,1.10605982,1.93134276,1.27780065,0.03844769,1.44899031
-4.83541771,4.44362876,0.57320937,0.52029946,0.00797451,1.15940277,2.01066319,1.32915849,0.03941282,1.51189701
-4.82941471,4.62688550,0.60027598,0.53187988,0.00844499,1.21241226,2.08918874,1.38245427,0.04033304,1.57541949
-4.82341171,4.81053600,0.62794409,0.54315216,0.00892181,1.26458441,2.16611709,1.43700235,0.04120050,1.63893480
-4.81740870,4.99236120,0.65588273,0.55389834,0.00939935,1.31537988,2.24059170,1.49206660,0.04200723,1.70175022
-4.81140570,5.17001088,0.68373532,0.56390142,0.00987162,1.36423194,2.31171584,1.54687379,0.04274519,1.76311273
-4.80540270,5.34105031,0.71112467,0.57295180,0.01033242,1.41055677,2.37857056,1.60062961,0.04340632,1.82222246
-4.79939970,5.50301545,0.73765966,0.58085391,0.01077546,1.45376574,2.44023615,1.65253715,0.04398274,1.87824971
-4.79339670,5.65347522,0.76294346,0.58743293,0.01119450,1.49327956,2.49581645,1.70181709,0.04446686,1.93035518
-4.78739370,5.79009865,0.78658297,0.59254118,0.01158351,1.52854363,2.54446496,1.74772927,0.04485165,1.97771276
-4.78139070,5.91072444,0.80819932,0.59606394,0.01193683,1.55904410,2.58541178,1.78959448,0.04513078,2.01953391
-4.77538769,6.01342994,0.82743884,0.59792447,0.01224934,1.58432403,2.61799011,1.82681584,0.04529892,2.05509269
-4.76938469,6.09659653,0.84398412,0.59808782,0.01251659,1.60399884,2.64166092,1.85889861,0.04535197,2.08375035
-4.76338169,6.15896809,0.85756457,0.59656348,0.01273498,1.61777043,2.65603467,1.88546747,0.04528726,2.10497826
-4.75737869,6.19969977,0.86796591,0.59340642,0.01290183,1.62543910,2.66088882,1.90628044,0.04510377,2.11837817
-4.75137569,6.21839423,0.87503812,0.58871662,0.01301551,1.62691277,2.65618009,1.92123839,0.04480228,2.12369864
-4.74537269,6.21512320,0.87870127,0.58263696,0.01307549,1.62221290,2.64205069,1.93038974,0.04438550,2.12084692
-4.73936968,6.19043294,0.87894900,0.57534960,0.01308235,1.61147669,2.61882808,1.93392962,0.04385807,2.10989541
-4.73336668,6.14533261,0.87584924,0.56707080,0.01303779,1.59495534,2.58701789,1.93219354,0.04322658,2.09108247
-4.72736368,6.08126577,0.86954214,0.55804462,0.01294460,1.57300835,2.54729034,1.92564550,0.04249941,2.06480723
-4.72136068,6.00006572,0.86023527,0.54853540,0.01280655,1.54609398,2.50046044,1.91486097,0.04168661,2.03161867
-4.71535768,5.90389636,0.84819612,0.53881961,0.01262827,1.51475624,2.44746286,1.90050522,0.04079960,1.99219921
-4.70935468,5.79518101,0.83374241,0.52917718,0.01241514,1.47960887,2.38932244,1.88330818,0.03985089,1.94734365
-4.70335168,5.67652194,0.81723053,0.51988273,0.01217310,1.44131706,2.32712163,1.86403645,0.03885369,1.89793413
-4.69734867,5.55061418,0.79904267,0.51119692,0.01190845,1.40057754,2.26196618,1.84346412,0.03782157,1.84491232
-4.69134567,5.42015707,0.77957330,0.50335835,0.01162771,1.35809796,2.19495066,1.82234330,0.03676798,1.78924989
-4.68534267,5.28776735,0.75921557,0.49657623,0.01133735,1.31457640,2.12712511,1.80137589,0.03570592,1.73191858
-4.67933967,5.15589725,0.73834826,0.49102400,0.01104364,1.27068176,2.05946422,1.78118773,0.03464747,1.67386094
-4.67333667,5.02676090,0.71732389,0.48683421,0.01075246,1.22703585,1.99284039,1.76230625,0.03360352,1.61596309
-4.66733367,4.90227175,0.69645846,0.48409468,0.01046910,1.18419779,1.92800140,1.74514251,0.03258341,1.55903030
-4.66133067,4.78399336,0.67602323,0.48284618,0.01019818,1.14265131,1.86555370,1.72997845,0.03159473,1.50376652
-4.65532766,4.67310498,0.65623883,0.48308148,0.00994347,1.10279520,1.80595168,1.71695966,0.03064315,1.45075822
-4.64932466,4.57038287,0.63727175,0.48474599,0.00970782,1.06493720,1.74949308,1.70609396,0.02973234,1.40046339
-4.64332166,4.47619749,0.61923339,0.48773968,0.00949317,1.02929144,1.69632060,1.69725574,0.02886397,1.35320553
-4.63731866,4.39052602,0.60218146,0.49192049,0.00930044,0.99597924,1.64642919,1.69019555,0.02803777,1.30917295
