energy_ev,total_up,S_s_up,S_p_up,Sb_p_up,Sb_d_up,W_p_up,W_d_up
-5.55577789,7.23293543,0.10006401,4.77174722,0.40614647,0.01627812,3.59821359,2.28360292
-5.54977489,7.29233410,0.09920156,4.78737443,0.42352983,0.01642331,3.58189384,2.29787211
-5.54377189,7.36923004,0.09843866,4.81548053,0.44178983,0.01657957,3.57367911,2.31863140
-5.53776888,7.46410258,0.09780369,4.85669836,0.46076330,0.01674663,3.57427662,2.34604971
-5.53176588,7.57646146,0.09731447,4.91099112,0.48024263,0.01692286,3.58393075,2.37996755
-5.52576288,7.70481943,0.09697734,4.97762825,0.49997749,0.01710526,3.60240411,2.41988865
-5.51975988,7.84670968,0.09678679,5.05519192,0.51967867,0.01728949,3.62897940,2.46498662
-5.51375688,7.99874752,0.09672571,5.14161425,0.53902372,0.01747004,3.66248183,2.51412627
-5.50775388,8.15673427,0.09676632,5.23424344,0.55766450,0.01764041,3.70132084,2.56589899
-5.50175088,8.31579903,0.09687152,5.32993629,0.57523622,0.01779329,3.74354937,2.61867047
-5.49574787,8.47057231,0.09699676,5.42517289,0.59136781,0.01792091,3.78693787,2.67063873
-5.48974487,8.61538416,0.09709235,5.51618863,0.60569314,0.01801530,3.82905994,2.71990011
-5.48374187,8.74447813,0.09710589,5.59911754,0.61786279,0.01806858,3.86738588,2.76452011
-5.47773887,8.85223160,0.09698487,5.67014085,0.62755584,0.01807333,3.89938011,2.80260610
-5.47173587,8.93337279,0.09667933,5.72563406,0.63449113,0.01802284,3.92259854,2.83237870
-5.46573287,8.98318480,0.09614422,5.76230603,0.63843770,0.01791142,3.93478164,2.85223869
-5.45972986,8.99768768,0.09534158,5.77732423,0.63922375,0.01773461,3.93393949,2.86082651
-5.45372686,8.97379061,0.09424233,5.76842048,0.63674387,0.01748942,3.91842544,2.85707191
-5.44772386,8.90940760,0.09282758,5.73397295,0.63096413,0.01717440,3.88699534,2.84023160
-5.44172086,8.80353207,0.09108941,5.67306118,0.62192470,0.01678978,3.83885034,2.80991351
-5.43571786,8.65626753,0.08903112,5.58549204,0.60974007,0.01633743,3.77366167,2.76608674
-5.42971486,8.46881387,0.08666697,5.47179637,0.59459657,0.01582085,3.69157690,2.70907726
-5.42371186,8.24341067,0.08402132,5.33319690,0.57674746,0.01524504,3.59320789,2.63954965
-5.41770885,7.98324124,0.08112742,5.17155006,0.55650570,0.01461632,3.47960149,2.55847642
-5.41170585,7.69230273,0.07802580,4.98926479,0.53423466,0.01394217,3.35219474,2.46709632
-5.40570285,7.37524912,0.07476233,4.78920297,0.51033725,0.01323091,3.21275716,2.36686417
-5.39969985,7.03721499,0.07138618,4.57456658,0.48524380,0.01249149,3.06332283,2.25939459
-5.39369685,6.68362866,0.06794773,4.34877707,0.45939928,0.01173318,2.90611579,2.14640237
-5.38769385,6.32002328,0.06449649,4.11535270,0.43325033,0.01096528,2.74347191,2.02964240
-5.38169085,5.95185430,0.06107918,3.87778934,0.40723256,0.01019689,2.57776082,1.91085161
-5.37568784,5.58433075,0.05773813,3.63944967,0.38175869,0.00943659,2.41131109,1.79169545
-5.36968484,5.22226705,0.05450987,3.40346507,0.35720789,0.00869228,2.24634140,1.67372099
-5.36368184,4.86996022,0.05142415,3.17265372,0.33391664,0.00797101,2.08490028,1.55831806
-5.35767884,4.53109618,0.04850334,2.94945714,0.31217152,0.00727880,1.92881617,1.44668975
-5.35167584,4.20868693,0.04576220,2.73589660,0.29220389,0.00662059,1.77965906,1.33983262
-5.34567284,3.90503895,0.04320800,2.53354956,0.27418685,0.00600017,1.63871450,1.23852687
-5.33966983,3.62175152,0.04084103,2.34354539,0.25823420,0.00542024,1.50696981,1.14333580
-5.33366683,3.35974242,0.03865531,2.16657885,0.24440146,0.00488237,1.38511215,1.05461400
-5.32766383,3.11929740,0.03663959,2.00293887,0.23268894,0.00438716,1.27353746,0.97252279
-5.32166083,2.90013894,0.03477848,1.85254984,0.22304630,0.00393428,1.17236887,0.89705167
-5.31565783,2.70150945,0.03305364,1.71502234,0.21537877,0.00352264,1.08148294,0.82804417
-5.30965483,2.52226381,0.03144501,1.58970986,0.20955443,0.00315050,1.00054209,0.76522637
-5.30365183,2.36096629,0.02993197,1.47576845,0.20541234,0.00281563,0.92903111,0.70823666
-5.29764882,2.21598711,0.02849444,1.37221624,0.20277129,0.00251544,0.86629607,0.65665514
-5.29164582,2.08559466,0.02711377,1.27799024,0.20143868,0.00224711,0.81158393,0.61003141
-5.28564282,1.96803983,0.02577349,1.19199833,0.20121936,0.00200772,0.76408101,0.56790970
-5.27963982,1.86162978,0.02445987,1.11316464,0.20192394,0.00179438,0.72294930,0.52985047
-5.27363682,1.76478924,0.02316225,1.04046734,0.20337651,0.00160425,0.68735914,0.49544803
-5.26763382,1.67610827,0.02187320,0.97296824,0.20542132,0.00143468,0.65651768,0.46434372
-5.26163082,1.59437601,0.02058848,0.90983403,0.20792820,0.00128322,0.62969225,0.43623468
-5.25562781,1.51860075,0.01930685,0.85034952,0.21079670,0.00114766,0.60622847,0.41087832
-5.24962481,1.44801708,0.01802974,0.79392351,0.21395854,0.00102605,0.58556284,0.38809287
-5.24362181,1.38208136,0.01676084,0.74008830,0.21737851,0.00091672,0.56722992,0.36775430
-5.23761881,1.32045715,0.01550563,0.68849375,0.22105366,0.00081824,0.55086437,0.34979031
-5.23161581,1.26299233,0.01427084,0.63889729,0.22501083,0.00072940,0.53619829,0.33417190
-5.22561281,1.20968981,0.01306396,0.59115086,0.22930265,0.00064925,0.52305435,0.32090324
-5.21960980,1.16067395,0.01189277,0.54518610,0.23400219,0.00057698,0.51133550,0.31001040
-5.21360680,1.11615434,0.01076487,0.50099876,0.23919638,0.00051198,0.50101187,0.30152959
-5.20760380,1.07638908,0.00968733,0.45863319,0.24497872,0.00045377,0.49210582,0.29549551
-5.20160080,1.04164903,0.00866639,0.41816779,0.25144144,0.00040199,0.48467587,0.29193034
-5.19559780,1.01218466,0.00770726,0.37970188,0.25866755,0.00035638,0.47880033,0.29083382
-5.18959480,0.98819686,0.00681396,0.34334445,0.26672330,0.00031678,0.47456166,0.29217486
-5.18359180,0.96981266,0.00598925,0.30920504,0.27565130,0.00028308,0.47203194,0.29588502
-5.17758879,0.95706691,0.00523468,0.27738685,0.28546487,0.00025529,0.47126057,0.30185404
-5.17158579,0.94989045,0.00455062,0.24798201,0.29614388,0.00023347,0.47226436,0.30992777
-5.16558279,0.94810501,0.00393637,0.22106896,0.30763237,0.00021777,0.47502076,0.31990840
-5.15957979,0.95142499,0.00339031,0.19671161,0.31983818,0.00020843,0.47946428,0.33155709
-5.15357679,0.95946588,0.00291010,0.17496006,0.33263475,0.00020581,0.48548639,0.34459897
-5.14757379,0.97175870,0.00249280,0.15585260,0.34586499,0.00021035,0.49293869,0.35873011
-5.14157079,0.98776972,0.00213507,0.13941847,0.35934711,0.00022265,0.50163918,0.37362642
-5.13556778,1.00692435,0.00183338,0.12568121,0.37288218,0.00024340,0.51138116,0.38895394
-5.12956478,1.02863391,0.00158410,0.11466210,0.38626304,0.00027346,0.52194429,0.40438007
-5.12356178,1.05232386,0.00138367,0.10638345,0.39928415,0.00031382,0.53310692,0.41958533
-5.11755878,1.07746182,0.00122872,0.10087129,0.41175166,0.00036558,0.54465914,0.43427492
-5.11155578,1.10358383,0.00111612,0.09815738,0.42349339,0.00042998,0.55641550,0.44818960
-5.10555278,1.13031720,0.00104306,0.09828008,0.43436792,0.00050835,0.56822670,0.46111533
-5.09954977,1.15739858,0.00100708,0.10128411,0.44427224,0.00060207,0.57998935,0.47289094
-5.09354677,1.18468590,0.00100605,0.10721901,0.45314761,0.00071258,0.59165321,0.48341360
-5.08754377,1.21216334,0.00103818,0.11613619,0.46098302,0.00084126,0.60322532,0.49264157
-5.08154077,1.23993862,0.00110196,0.12808474,0.46781607,0.00098941,0.61477051,0.50059402
-5.07553777,1.26823265,0.00119611,0.14310608,0.47373111,0.00115821,0.62640845,0.50734787
-5.06953477,1.29736160,0.00131952,0.16122759,0.47885471,0.00134859,0.63830692,0.51303167
-5.06353177,1.32771230,0.00147112,0.18245555,0.48334847,0.00156119,0.65067188,0.51781682
-5.05752876,1.35971217,0.00164990,0.20676780,0.48739982,0.00179626,0.66373476,0.52190645
-5.05152576,1.39379515,0.00185471,0.23410640,0.49121093,0.00205360,0.67773763,0.52552263
-5.04552276,1.43036554,0.00208427,0.26437082,0.49498669,0.00233251,0.69291717,0.52889244
-5.03951976,1.46976198,0.00233706,0.29741217,0.49892218,0.00263168,0.70948840,0.53223374
-5.03351676,1.51222348,0.00261125,0.33302879,0.50319051,0.00294919,0.72762918,0.53574137
-5.02751376,1.55785987,0.00290473,0.37096385,0.50793167,0.00328247,0.74746634,0.53957453
-5.02151076,1.60662853,0.00321502,0.41090508,0.51324316,0.00362830,0.76906458,0.54384619
-5.01550775,1.65831893,0.00353929,0.45248705,0.51917282,0.00398284,0.79241860,0.54861494
-5.00950475,1.71254635,0.00387440,0.49529616,0.52571453,0.00434168,0.81744921,0.55387999
-5.00350175,1.76875548,0.00421697,0.53887825,0.53280687,0.00469990,0.84400363,0.55957948
-4.99749875,1.82623386,0.00456337,0.58274877,0.54033502,0.00505220,0.87186003,0.56559227
-4.99149575,1.88413499,0.00490989,0.62640518,0.54813571,0.00539305,0.90073602,0.57174319
-4.98549275,1.94150985,0.00525278,0.66934115,0.55600503,0.00571678,0.93030068,0.57781147
-4.97948974,1.99734544,0.00558841,0.71106199,0.56370874,0.00601782,0.96018939,0.58354183
-4.97348674,2.05060838,0.00591334,0.75110056,0.57099436,0.00629083,0.99002039,0.58865775
-4.96748374,2.10029124,0.00622444,0.78903308,0.57760459,0.00653091,1.01941233,0.59287622
-4.96148074,2.14545931,0.00651901,0.82449394,0.58329116,0.00673378,1.04800152,0.59592302
-4.95547774,2.18529524,0.00679485,0.85718885,0.58782854,0.00689593,1.07545784,0.59754803
-4.94947474,2.21913939,0.00705035,0.88690569,0.59102663,0.00701478,1.10149861,0.59753950
-4.94347174,2.24652389,0.00728451,0.91352258,0.59274201,0.00708880,1.12589933,0.59573680
-4.93746873,2.26719870,0.00749702,0.93701267,0.59288700,0.00711762,1.14850108,0.59204091
-4.93146573,2.28114878,0.00768818,0.95744564,0.59143632,0.00710205,1.16921396,0.58642227
-4.92546273,2.28860157,0.00785895,0.97498584,0.58843104,0.00704414,1.18801689,0.57892567
-4.91945973,2.29002493,0.00801086,0.98988717,0.58397971,0.00694711,1.20495379,0.56967203
-4.91345673,2.28611596,0.00814594,1.00248526,0.57825674,0.00681534,1.22012676,0.55885711
-4.90745373,2.27778161,0.00826667,1.01318721,0.57149836,0.00665425,1.23368683,0.54674727
-4.90145073,2.26611241,0.00837586,1.02245961,0.56399616,0.00647020,1.24582320,0.53367266
-4.89544772,2.25235063,0.00847656,1.03081533,0.55608895,0.00627028,1.25675175,0.52001813
-4.88944472,2.23785463,0.00857199,1.03879972,0.54815304,0.00606221,1.26670364,0.50621236
-4.88344172,2.22406076,0.00866540,1.04697672,0.54059156,0.00585408,1.27591473,0.49271569
-4.87743872,2.21244425,0.00876001,1.05591515,0.53382316,0.00565421,1.28461651,0.48000699
-4.87143572,2.20448013,0.00885896,1.06617570,0.52827039,0.00547090,1.29302869,0.46857023
-4.86543272,2.20160510,0.00896519,1.07829844,0.52434810,0.00531222,1.30135378,0.45888085
-4.85942971,2.20518094,0.00908143,1.09279110,0.52245216,0.00518587,1.30977353,0.45139256
-4.85342671,2.21645960,0.00921012,1.11011776,0.52294845,0.00509890,1.31844692,0.44652448
-4.84742371,2.23655021,0.00935339,1.13068802,0.52616248,0.00505759,1.32750927,0.44464921
-4.84142071,2.26638784,0.00951299,1.15484614,0.53236956,0.00506725,1.33707191,0.44608160
-4.83541771,2.30670417,0.00969027,1.18286027,0.54178556,0.00513208,1.34722186,0.45106871
-4.82941471,2.35799986,0.00988611,1.21491151,0.55455856,0.00525506,1.35802102,0.45978083
-4.82341171,2.42051917,0.01010089,1.25108285,0.57076126,0.00543777,1.36950430,0.47230388
-4.81740870,2.49422705,0.01033442,1.29134846,0.59038449,0.00568040,1.38167662,0.48863323
-4.81140570,2.57878979,0.01058589,1.33556340,0.61333195,0.00598160,1.39450861,0.50866923
-4.80540270,2.67356008,0.01085382,1.38345472,0.63941664,0.00633853,1.40793128,0.53221467
-4.79939970,2.77756802,0.01113602,1.43461445,0.66835906,0.00674682,1.42182999,0.55897442
-4.79339670,2.88951944,0.01142953,1.48849549,0.69978783,0.00720064,1.43603848,0.58855744
-4.78739370,3.00780319,0.01173063,1.54441125,0.73324287,0.00769280,1.45033350,0.62048156
-4.78139070,3.13050854,0.01203484,1.60153984,0.76818148,0.00821485,1.46443109,0.65418102
-4.77538769,3.25545403,0.01233699,1.65893365,0.80398768,0.00875728,1.47798519,0.68901706
-4.76938469,3.38022817,0.01263125,1.71553449,0.83998464,0.00930975,1.49058936,0.72429137
-4.76338169,3.50224205,0.01291131,1.77019487,0.87545035,0.00986132,1.50178208,0.75926237
-4.75737869,3.61879316,0.01317049,1.82170480,0.90963618,0.01040076,1.51105615,0.79316398
-4.75137569,3.72713888,0.01340194,1.86882379,0.94178781,0.01091688,1.51787195,0.82522632
-4.74537269,3.82457748,0.01359889,1.91031701,0.97116795,0.01139883,1.52167442,0.85469784
-4.73936968,3.90853357,0.01375486,1.94499421,0.99708008,0.01183648,1.52191312,0.88086798
-4.73336668,3.97664467,0.01386392,1.97174985,1.01889207,0.01222072,1.51806449,0.90308956
-4.72736368,4.02684494,0.01392095,1.98960258,1.03605886,0.01254380,1.50965510,0.92079988
-4.72136068,4.05744206,0.01392189,1.99773215,1.04814289,0.01279956,1.49628477,0.93353974
-4.71535768,4.06718345,0.01386389,1.99551186,1.05483147,0.01298368,1.47764802,0.94096923
-4.70935468,4.05530820,0.01374553,1.98253488,1.05594996,0.01309385,1.45355270,0.94287972
-4.70335168,4.02158177,0.01356694,1.95863284,1.05147006,0.01312982,1.42393450,0.93920130
-4.69734867,3.96631138,0.01332978,1.92388587,1.04151272,0.01309347,1.38886645,0.93000526
-4.69134567,3.89034082,0.01303734,1.87862312,1.02634525,0.01298869,1.34856266,0.91550137
-4.68534267,3.79502458,0.01269437,1.82341398,1.00637266,0.01282127,1.30337596,0.89603003
-4.67933967,3.68218218,0.01230698,1.75905011,0.98212363,0.01259867,1.25378939,0.87204967
-4.67333667,3.55403476,0.01188246,1.68651928,0.95423139,0.01232974,1.20040208,0.84411973
-4.66733367,3.41312664,0.01142898,1.60697228,0.92341065,0.01202437,1.14390990,0.81288026
-4.66133067,3.26223559,0.01095536,1.52168442,0.89043134,0.01169312,1.08508211,0.77902872
-4.65532766,3.10427590,0.01047073,1.43201361,0.85609046,0.01134684,1.02473512,0.74329539
-4.64932466,2.94219863,0.00998421,1.33935693,0.82118325,0.01099620,0.96370460,0.70641812
-4.64332166,2.77889357,0.00950459,1.24510764,0.78647498,0.01065137,0.90281736,0.66911777
-4.63731866,2.61709711,0.00904008,1.15061450,0.75267454,0.01032158,0.84286440,0.63207525
-4.63131566,2.45930985,0.00859800,1.05714507,0.72041104,0.01001484,0.78457627,0.59591111
-4.62531266,2.30772715,0.00818460,0.96585432,0.69021432,0.00973766,0.72860179,0.56116848
-4.61930965,2.16418514,0.00780487,0.87775951,0.66250003,0.00949484,0.67549107,0.52829985
-4.61330665,2.03012363,0.00746247,0.79372204,0.63756006,0.00928932,0.62568328,0.49765822
-4.60730365,1.90656686,0.00715972,0.71443645,0.61555824,0.00912221,0.57949955,0.46949262
-4.60130065,1.79412182,0.00689759,0.64042639,0.59653161,0.00899271,0.53714091,0.44394803
-4.59529765,1.69299316,0.00667579,0.57204721,0.58039679,0.00889832,0.49869129,0.42106951
-4.58929465,1.60301328,0.00649300,0.50949441,0.56696115,0.00883495,0.46412478,0.40080996
-4.58329165,1.52368505,0.00634701,0.45281690,0.55593802,0.00879717,0.43331685,0.38304119
-4.57728864,1.45423480,0.00623496,0.40193423,0.54696515,0.00877850,0.40605854,0.36756738
-4.57128564,1.39367252,0.00615368,0.35665643,0.53962550,0.00877175,0.38207290,0.35414041
-4.56528264,1.34085616,0.00609991,0.31670556,0.53346933,0.00876929,0.36103271,0.34247617
-4.55927964,1.29455727,0.00607062,0.28173772,0.52803665,0.00876346,0.34257867,0.33227119
-4.55327664,1.25352480,0.00606332,0.25136463,0.52287897,0.00874687,0.32633720,0.32321878
-4.54727364,1.21654475,0.00607629,0.22517405,0.51757954,0.00871271,0.31193712,0.31502411
-4.54127064,1.18249336,0.00610882,0.20274822,0.51177113,0.00865502,0.29902458,0.30741763
-4.53526763,1.15038208,0.00616138,0.18367991,0.50515091,0.00856893,0.28727582,0.30016640
-4.52926463,1.11939299,0.00623579,0.16758581,0.49749167,0.00845079,0.27640728,0.29308299
-4.52326163,1.08890400,0.00633523,0.15411689,0.48864928,0.00829833,0.26618298,0.28603169
-4.51725863,1.05850327,0.00646431,0.14296595,0.47856617,0.00811069,0.25641901,0.27893205
-4.51125563,1.02799324,0.00662894,0.13387225,0.46727073,0.00788840,0.24698524,0.27175964
-4.50525263,0.99738464,0.00683621,0.12662341,0.45487311,0.00763333,0.23780442,0.26454426
-4.49924962,0.96688143,0.00709421,0.12105502,0.44155751,0.00734856,0.22884890,0.25736573
-4.49324662,0.93685781,0.00741171,0.11704791,0.42757154,0.00703824,0.22013539,0.25034769
-4.48724362,0.90782880,0.00779785,0.11452384,0.41321325,0.00670736,0.21171802,0.24364956
-4.48124062,0.88041584,0.00826175,0.11343953,0.39881640,0.00636158,0.20368032,0.23745724
-4.47523762,0.85530902,0.00881207,0.11377969,0.38473472,0.00600694,0.19612635,0.23197291
-4.46923462,0.83322768,0.00945658,0.11554925,0.37132576,0.00564968,0.18917159,0.22740424
-4.46323162,0.81488078,0.01020168,0.11876515,0.35893502,0.00529598,0.18293390,0.22395362
-4.45722861,0.80092880,0.01105195,0.12344795,0.34788107,0.00495175,0.17752491,0.22180768
-4.45122561,0.79194818,0.01200970,0.12961370,0.33844196,0.00462244,0.17304227,0.22112749
-4.44522261,0.78839985,0.01307463,0.13726614,0.33084372,0.00431289,0.16956290,0.22203978
-4.43921961,0.79060261,0.01424344,0.14638970,0.32525103,0.00402716,0.16713756,0.22462956
-4.43321661,0.79871231,0.01550965,0.15694334,0.32176045,0.00376847,0.16578681,0.22893414
-4.42721361,0.81270732,0.01686343,0.16885561,0.32039643,0.00353915,0.16549847,0.23493908
-4.42121061,0.83238089,0.01829156,0.18202100,0.32111005,0.00334055,0.16622671,0.24257589
-4.41520760,0.85734030,0.01977752,0.19629773,0.32378049,0.00317312,0.16789248,0.25172171
-4.40920460,0.88701302,0.02130173,0.21150721,0.32821921,0.00303638,0.17038555,0.26220105
-4.40320160,0.92065947,0.02284191,0.22743508,0.33417639,0.00292905,0.17356766,0.27378936
-4.39719860,0.95739200,0.02437348,0.24383394,0.34134962,0.00284909,0.17727696,0.28621847
-4.39119560,0.99619940,0.02587023,0.26042765,0.34939428,0.00279380,0.18133322,0.29918369
-4.38519260,1.03597611,0.02730495,0.27691716,0.35793529,0.00275997,0.18554381,0.31235232
-4.37918959,1.07555509,0.02865018,0.29298763,0.36657973,0.00274402,0.18971009,0.32537328
-4.37318659,1.11374324,0.02987904,0.30831665,0.37493001,0.00274208,0.19363397,0.33788764
-4.36718359,1.14935804,0.03096599,0.32258315,0.38259684,0.00275015,0.19712437,0.34953946
-4.36118059,1.18126417,0.03188770,0.33547683,0.38921187,0.00276424,0.20000342,0.35998680
-4.35517759,1.20840865,0.03262373,0.34670759,0.39443920,0.00278050,0.20211200,0.36891226
-4.34917459,1.22985326,0.03315721,0.35601457,0.39798569,0.00279528,0.20331458,0.37603284
-4.34317159,1.24480303,0.03347540,0.36317451,0.39960949,0.00280530,0.20350314,0.38110860
-4.33716858,1.25262968,0.03357013,0.36800896,0.39912657,0.00280769,0.20259999,0.38394984
-4.33116558,1.25288921,0.03343801,0.37039006,0.39641519,0.00280003,0.20055952,0.38442258
-4.32516258,1.24533294,0.03308055,0.37024465,0.39141802,0.00278046,0.19736874,0.38245202
-4.31915958,1.22991184,0.03250410,0.36755645,0.38414207,0.00274768,0.19304673,0.37802399
-4.31315658,1.20677389,0.03171960,0.36236630,0.37465642,0.00270092,0.18764305,0.37118421
-4.30715358,1.17625502,0.03074219,0.35477048,0.36308801,0.00263999,0.18123516,0.36203567
