energy_ev,total_up,As_p_up,As_d_up,Se_s_up,Se_p_up,Zr_p_up,Zr_d_up
-6.00000000,3.59503063,0.66446267,0.00000000,0.07625652,1.75175547,1.38527961,1.17138171
-5.99399700,3.61511271,0.66854728,0.00000000,0.08028131,1.76362375,1.35527220,1.18402498
-5.98799400,3.64045976,0.67353855,0.00000000,0.08439006,1.77837053,1.32655790,1.19869794
-5.98199100,3.67065538,0.67929297,0.00000000,0.08852191,1.79580563,1.29957979,1.21513239
-5.97598799,3.70497401,0.68561648,0.00000000,0.09261083,1.81557767,1.27466729,1.23295227
-5.96998499,3.74240349,0.69227152,0.00000000,0.09658706,1.83718420,1.25203207,1.25168568
-5.96398199,3.78168061,0.69898615,0.00000000,0.10037872,1.85998863,1.23176927,1.27078134
-5.95797899,3.82133818,0.70546460,0.00000000,0.10391364,1.88324312,1.21386355,1.28962856
-5.95197599,3.85976156,0.71139911,0.00000000,0.10712130,1.90611670,1.19819953,1.30758028
-5.94597299,3.89525211,0.71648232,0.00000000,0.10993490,1.92772689,1.18457576,1.32397773
-5.93996998,3.92609463,0.72041989,0.00000000,0.11229330,1.94717381,1.17272140,1.33817601
-5.93396698,3.95062578,0.72294276,0.00000000,0.11414302,1.96357482,1.16231455,1.34956926
-5.92796398,3.96730043,0.72381859,0.00000000,0.11544000,1.97609835,1.15300129,1.35761436
-5.92196098,3.97475303,0.72286180,0.00000000,0.11615117,1.98399532,1.14441446,1.36185234
-5.91595798,3.97185141,0.71994202,0.00000000,0.11625566,1.98662686,1.13619128,1.36192638
-5.90995498,3.95774083,0.71499048,0.00000000,0.11574578,1.98348722,1.12798920,1.35759591
-5.90395198,3.93187674,0.70800410,0.00000000,0.11462745,1.97422105,1.11949924,1.34874630
-5.89794897,3.89404518,0.69904725,0.00000000,0.11292036,1.95863456,1.11045672,1.33539377
-5.89194597,3.84437047,0.68825105,0.00000000,0.11065762,1.93670041,1.10064889,1.31768558
-5.88594297,3.78331040,0.67581032,0.00000000,0.10788496,1.90855647,1.08991979,1.29589571
-5.87993997,3.71163977,0.66197832,0.00000000,0.10465964,1.87449888,1.07817228,1.27041620
-5.87393697,3.63042347,0.64705947,0.00000000,0.10104892,1.83497015,1.06536758,1.24174490
-5.86793397,3.54098089,0.63140050,0.00000000,0.09712826,1.79054297,1.05152279,1.21047014
-5.86193097,3.44484343,0.61538019,0.00000000,0.09297928,1.74190103,1.03670674,1.17725303
-5.85592796,3.34370721,0.59939819,0.00000000,0.08868763,1.68981754,1.02103460,1.14280818
-5.84992496,3.23938311,0.58386331,0.00000000,0.08434068,1.63513263,1.00466184,1.10788358
-5.84392196,3.13374588,0.56918165,0.00000000,0.08002527,1.57873060,0.98777766,1.07324032
