energy_ev,total_up,C_s_up,C_p_up,Co_p_up,Co_d_up,S_s_up,S_p_up,Ti_p_up,Ti_d_up
-5.56778389,2.94052086,0.05038164,0.09112084,0.44879116,0.51096172,0.08428618,1.63297924,0.29606145,0.11941487
-5.56178089,2.91983289,0.05049860,0.09191494,0.44214513,0.50623526,0.08335137,1.61877351,0.29143521,0.12044713
-5.55577789,2.88607216,0.05029130,0.09234061,0.43359534,0.49912241,0.08201851,1.59731254,0.28616010,0.12082998
-5.54977489,2.83994722,0.04976716,0.09240453,0.42331179,0.48974293,0.08030408,1.56902810,0.28039047,0.12057288
-5.54377189,2.78251668,0.04894036,0.09212640,0.41151496,0.47827535,0.07823383,1.53454297,0.27431455,0.11970256
-5.53776888,2.71517163,0.04783146,0.09153925,0.39847119,0.46495339,0.07584226,1.49465952,0.26815198,0.11826308
-5.53176588,2.63960672,0.04646684,0.09068951,0.38448656,0.45006047,0.07317170,1.45034213,0.26215018,0.11631532
-5.52576288,2.55778159,0.04487798,0.08963654,0.36989950,0.43392261,0.07027124,1.40269434,0.25657977,0.11393608
-5.51975988,2.47187428,0.04310060,0.08845186,0.35507261,0.41690010,0.06719534,1.35293187,0.25172934,0.11121672
-5.51375688,2.38422895,0.04117368,0.08721804,0.34038401,0.39937813,0.06400238,1.30235273,0.24789971,0.10826146
-5.50775388,2.29730009,0.03913848,0.08602728,0.32621855,0.38175711,0.06075303,1.25230578,0.24539807,0.10518540
-5.50175088,2.21359567,0.03703747,0.08497985,0.31295947,0.36444271,0.05750873,1.20415893,0.24453205,0.10211237
-5.49574787,2.13562137,0.03491331,0.08418227,0.30098050,0.34783635,0.05433003,1.15926838,0.24560420,0.09917260
-5.48974487,2.06582787,0.03280789,0.08374553,0.29063903,0.33232620,0.05127524,1.11894983,0.24890686,0.09650045
-5.48374187,2.00656273,0.03076140,0.08378317,0.28227022,0.31827914,0.04839906,1.08445259,0.25471757,0.09423209
-5.47773887,1.96002824,0.02881155,0.08440943,0.27618234,0.30603375,0.04575146,1.05693724,0.26329526,0.09250330
-5.47173587,1.92824559,0.02699287,0.08573746,0.27265339,0.29589455,0.04337674,1.03745707,0.27487703,0.09144732
-5.46573287,1.91302603,0.02533616,0.08787751,0.27192880,0.28812745,0.04131282,1.02694362,0.28967562,0.09119292
-5.45972986,1.91594831,0.02386801,0.09093528,0.27422012,0.28295645,0.03959074,1.02619589,0.30787736,0.09186245
-5.45372686,1.93834218,0.02261050,0.09501020,0.27970470,0.28056143,0.03823429,1.03587305,0.32964054,0.09357012
-5.44772386,1.98127668,0.02158100,0.10019382,0.28852577,0.28107689,0.03725995,1.05648995,0.35509394,0.09642024
-5.44172086,2.04555224,0.02079199,0.10656813,0.30079297,0.28459148,0.03667682,1.08841482,0.38433537,0.10050550
-5.43571786,2.13169512,0.02025112,0.11420383,0.31658289,0.29114817,0.03648684,1.13186844,0.41743000,0.10590528
-5.42971486,2.23995320,0.01996119,0.12315847,0.33593944,0.30074474,0.03668498,1.18692402,0.45440825,0.11268380
-5.42371186,2.37029183,0.01992025,0.13347460,0.35887373,0.31333455,0.03725956,1.25350717,0.49526319,0.12088833
-5.41770885,2.52238902,0.02012182,0.14517767,0.38536347,0.32882740,0.03819265,1.33139553,0.53994734,0.13054717
-5.41170585,2.69562960,0.02055500,0.15827394,0.41535155,0.34709038,0.03946041,1.42021773,0.58836878,0.14166772
-5.40570285,2.88909823,0.02120477,0.17274837,0.44874407,0.36794877,0.04103357,1.51945161,0.64038690,0.15423443
-5.39969985,3.10157189,0.02205224,0.18856249,0.48540764,0.39118690,0.04287786,1.62842199,0.69580762,0.16820693
-5.39369685,3.33151266,0.02307499,0.20565248,0.52516630,0.41654916,0.04495446,1.74629829,0.75437877,0.18351829
-5.38769385,3.57706222,0.02424738,0.22392750,0.56779817,0.44374132,0.04722054,1.87209277,0.81578564,0.20007359
-5.38169085,3.83603975,0.02554100,0.24326852,0.61303226,0.47243224,0.04962978,2.00466015,0.87964733,0.21774902
-5.37568784,4.10594498,0.02692515,0.26352765,0.66054570,0.50225623,0.05213302,2.14269964,0.94551432,0.23639150
-5.36968484,4.38396838,0.02836729,0.28452822,0.70996187,0.53281627,0.05467891,2.28476018,1.01286765,0.25581910
-5.36368184,4.66701029,0.02983371,0.30606580,0.76084974,0.56368819,0.05721468,2.42925000,1.08112029,0.27582235
-5.35767884,4.95171026,0.03129008,0.32791007,0.81272486,0.59442607,0.05968701,2.57445114,1.14962094,0.29616644
-5.35167584,5.23448779,0.03270219,0.34980779,0.86505220,0.62456877,0.06204295,2.71853951,1.21766060,0.31659453
-5.34567284,5.51159473,0.03403662,0.37148680,0.91725121,0.65364763,0.06423094,2.85961073,1.28448197,0.33683200
-5.33966983,5.77917901,0.03526151,0.39266094,0.96870300,0.68119531,0.06620188,2.99571162,1.34929178,0.35659170
-5.33366683,6.03335870,0.03634725,0.41303596,1.01875989,0.70675552,0.06791026,3.12487693,1.41127569,0.37558002
-5.32766383,6.27030451,0.03726724,0.43231605,1.06675693,0.72989333,0.06931522,3.24517039,1.46961555,0.39350363
-5.32166083,6.48632827,0.03799847,0.45021090,1.11202535,0.75020580,0.07038165,3.35472883,1.52350833,0.41007673
-5.31565783,6.67797431,0.03852214,0.46644307,1.15390742,0.76733243,0.07108117,3.45180808,1.57218628,0.42502838
-5.30965483,6.84211032,0.03882413,0.48075520,1.19177229,0.78096520,0.07139302,3.53482869,1.61493732,0.43810990
-5.30365183,6.97601405,0.03889532,0.49291697,1.22503224,0.79085741,0.07130470,3.60241988,1.65112505,0.44910171
-5.29764882,7.07745222,0.03873181,0.50273143,1.25315880,0.79683138,0.07081255,3.65345983,1.68020742,0.45781964
-5.29164582,7.14474827,0.03833500,0.51004035,1.27569796,0.79878420,0.06992199,3.68711060,1.70175344,0.46412022
-5.28564282,7.17683615,0.03771145,0.51472859,1.29228410,0.79669162,0.06864757,3.70284621,1.71545705,0.46790485
-5.27963982,7.17329772,0.03687266,0.51672702,1.30265186,0.79060964,0.06701281,3.70047277,1.72114775,0.46912262
-5.27363682,7.13438230,0.03583465,0.51601416,1.30664570,0.78067388,0.06504971,3.68013963,1.71879754,0.46777174
-5.26763382,7.06100766,0.03461747,0.51261630,1.30422654,0.76709668,0.06279809,3.64234141,1.70852389,0.46389941
-5.26163082,6.95474260,0.03324456,0.50660623,1.29547541,0.75016208,0.06030480,3.58791051,1.69058873,0.45760032
-5.25562781,6.81777187,0.03174208,0.49810067,1.28059382,0.73021894,0.05762261,3.51800083,1.66539357,0.44901373
-5.24962481,6.65284518,0.03013810,0.48725643,1.25990092,0.70767242,0.05480915,3.43406307,1.63347096,0.43831942
-5.24362181,6.46321229,0.02846193,0.47426572,1.23382744,0.68297423,0.05192566,3.33781275,1.59547269,0.42573248
-5.23761881,6.25254672,0.02674329,0.45935057,1.20290668,0.65661207,0.04903575,3.23119199,1.55215526,0.41149749
-5.23161581,6.02486080,0.02501161,0.44275683,1.16776272,0.62909843,0.04620416,3.11632648,1.50436296,0.39588193
-5.22561281,5.78441481,0.02329541,0.42474780,1.12909627,0.60095942,0.04349554,2.99547869,1.45300926,0.37916945
-5.21960980,5.53562274,0.02162167,0.40559788,1.08766850,0.57272357,0.04097336,2.87099881,1.39905694,0.36165294
-5.21360680,5.28295731,0.02001536,0.38558630,1.04428335,0.54491121,0.03869874,2.74527449,1.34349738,0.34362775
-5.20760380,5.03085611,0.01849903,0.36499124,0.99976866,0.51802435,0.03672956,2.62068053,1.28732966,0.32538525
-5.20160080,4.78363091,0.01709254,0.34408436,0.95495669,0.49253733,0.03511953,2.49952930,1.23153954,0.30720678
-5.19559780,4.54538148,0.01581279,0.32312586,0.91066448,0.46888831,0.03391734,2.38402296,1.17707905,0.28935816
-5.18959480,4.31991519,0.01467365,0.30236029,0.86767451,0.44747163,0.03316592,2.27620793,1.12484659,0.27208494
-5.18359180,4.11067334,0.01368589,0.28201282,0.82671610,0.42863098,0.03290172,2.17793244,1.07566822,0.25560819
-5.17758879,3.92066518,0.01285720,0.26228636,0.78844812,0.41265351,0.03315405,2.09080775,1.03028015,0.24012113
-5.17158579,3.75241036,0.01219224,0.24335919,0.75344329,0.39976482,0.03394443,2.01617354,0.98931292,0.22578642
-5.16558279,3.60789073,0.01169279,0.22538332,0.72217460,0.39012479,0.03528601,1.95506832,0.95327745,0.21273420
-5.15957979,3.48851223,0.01135783,0.20848336,0.69500424,0.38382443,0.03718295,1.90820538,0.92255346,0.20106080
-5.15357679,3.39507794,0.01118377,0.19275598,0.67217533,0.38088379,0.03963000,1.87595513,0.89738055,0.19082820
-5.14757379,3.32777331,0.01116463,0.17826993,0.65380679,0.38125091,0.04261205,1.85833453,0.87785221,0.18206414
-5.14157079,3.28616438,0.01129219,0.16506651,0.63989160,0.38480225,0.04610387,1.85500434,0.86391341,0.17476293
-5.13556778,3.26921007,0.01155628,0.15316054,0.63029849,0.39134437,0.05006997,1.86527481,0.85536167,0.16888686
-5.12956478,3.27528897,0.01194499,0.14254172,0.62477731,0.40061731,0.05446475,1.88812039,0.85185227,0.16436833
-5.12356178,3.30224123,0.01244494,0.13317651,0.62296780,0.41229960,0.05923283,1.92220358,0.85290732,0.16111252
-5.11755878,3.34742522,0.01304158,0.12501029,0.62441169,0.42601502,0.06430969,1.96590800,0.85792896,0.15900071
-5.11155578,3.40778830,0.01371946,0.11796995,0.62856788,0.44134105,0.06962268,2.01738017,0.86621637,0.15789407
-5.10555278,3.47995058,0.01446260,0.11196669,0.63483011,0.45781897,0.07509224,2.07457937,0.87698626,0.15763789
-5.09954977,3.56029950,0.01525480,0.10689919,0.64254670,0.47496539,0.08063355,2.13533415,0.88939626,0.15806625
-5.09354677,3.64509275,0.01608003,0.10265683,0.65104161,0.49228492,0.08615839,2.19740409,0.90257058,0.15900681
-5.08754377,3.73056627,0.01692275,0.09912311,0.65963617,0.50928359,0.09157725,2.25854470,0.91562701,0.16028580
-5.08154077,3.81304369,0.01776831,0.09617900,0.66767063,0.52548263,0.09680166,2.31657319,0.92770430,0.16173291
-5.07553777,3.88904331,0.01860322,0.09370626,0.67452475,0.54043199,0.10174651,2.36943277,0.93798895,0.16318603
-5.06953477,3.95537843,0.01941551,0.09159057,0.67963663,0.55372322,0.10633240,2.41525284,0.94574024,0.16449553
-5.06353177,4.00924721,0.02019490,0.08972438,0.68251915,0.56500101,0.11048791,2.45240281,0.95031267,0.16552812
-5.05752876,4.04830835,0.02093305,0.08800941,0.68277325,0.57397305,0.11415154,2.47953718,0.95117471,0.16617002
-5.05152576,4.07073973,0.02162364,0.08635874,0.68009773,0.58041766,0.11727343,2.49563011,0.94792335,0.16632937
-5.04552276,4.07527760,0.02226242,0.08469842,0.67429518,0.58418900,0.11981659,2.49999822,0.94029370,0.16593778
-5.03951976,4.06123521,0.02284715,0.08296857,0.66527388,0.58521951,0.12175771,2.49231066,0.92816356,0.16495105
-5.03351676,4.02850044,0.02337755,0.08112394,0.65304578,0.58351969,0.12308745,2.47258642,0.91155271,0.16334894
-5.02751376,3.97751329,0.02385506,0.07913403,0.63772078,0.57917519,0.12381020,2.44117940,0.89061731,0.16113423
-5.02151076,3.90922506,0.02428263,0.07698264,0.61949767,0.57234149,0.12394332,2.39875221,0.86563980,0.15833088
-5.01550775,3.82504183,0.02466449,0.07466707,0.59865241,0.56323652,0.12351598,2.34624065,0.83701495,0.15498173
-5.00950475,3.72675586,0.02500581,0.07219700,0.57552427,0.55213175,0.12256757,2.28481069,0.80523303,0.15114561
-5.00350175,3.61646871,0.02531251,0.06959300,0.55050065,0.53934213,0.12114586,2.21581068,0.77086096,0.14689420
-4.99749875,3.49651050,0.02559091,0.06688497,0.52400144,0.52521567,0.11930495,2.14072128,0.73452248,0.14230882
-4.99149575,3.36935941,0.02584762,0.06411044,0.49646349,0.51012308,0.11710319,2.06110571,0.69687846,0.13747718
-4.98549275,3.23756553,0.02608931,0.06131293,0.46832604,0.49444800,0.11460114,1.97856290,0.65860823,0.13249044
-4.97948974,3.10368253,0.02632266,0.05854033,0.44001769,0.47857838,0.11185967,1.89468546,0.62039278,0.12744058
-4.97348674,2.97020980,0.02655436,0.05584349,0.41194538,0.46289926,0.10893830,1.81102442,0.58290055,0.12241833
-4.96748374,2.83954710,0.02679110,0.05327493,0.38448578,0.44778716,0.10589388,1.72906175,0.54677620,0.11751154
-4.96148074,2.71396264,0.02703972,0.05088788,0.35797917,0.43360625,0.10277951,1.65019126,0.51263274,0.11280425
-4.95547774,2.59557449,0.02730731,0.04873543,0.33272599,0.42070608,0.09964397,1.57570794,0.48104692,0.10837625
-4.94947474,2.48634459,0.02760134,0.04686998,0.30898588,0.40942078,0.09653133,1.50680515,0.45255779,0.10430325
-4.94347174,2.38808338,0.02792981,0.04534281,0.28697895,0.40006945,0.09348091,1.44457856,0.42766801,0.10065743
-4.93746873,2.30246290,0.02830133,0.04420385,0.26688900,0.39295718,0.09052753,1.39003546,0.40684733,0.09750843
-4.93146573,2.23103536,0.02872513,0.04350147,0.24886825,0.38837640,0.08770181,1.34410760,0.39053765,0.09492449
-4.92546273,2.17525423,0.02921099,0.04328232,0.23304300,0.38660805,0.08503064,1.30766578,0.37915889,0.09297366
-4.91945973,2.13649471,0.02976903,0.04359109,0.21951999,0.38792217,0.08253762,1.28153423,0.37311485,0.09172504
-4.91345673,2.11607075,0.03040948,0.04447022,0.20839261,0.39257743,0.08024338,1.26650302,0.37279836,0.09124974
-4.90745373,2.11524627,0.03114219,0.04595937,0.19974691,0.40081943,0.07816587,1.26333697,0.37859504,0.09162157
-4.90145073,2.13523840,0.03197614,0.04809476,0.19366663,0.41287759,0.07632038,1.27277982,0.39088501,0.09291733
-4.89544772,2.17721190,0.03291885,0.05090828,0.19023729,0.42896051,0.07471948,1.29555289,0.41004220,0.09521659
-4.88944472,2.24226382,0.03397569,0.05442639,0.18954875,0.44924991,0.07337265,1.33234770,0.43643076,0.09860101
-4.88344172,2.33139894,0.03514920,0.05866877,0.19169638,0.47389351,0.07228585,1.38381281,0.47039876,0.10315303
-4.87743872,2.44549668,0.03643843,0.06364693,0.19678055,0.50299696,0.07146100,1.45053498,0.51226879,0.10895414
-4.87143572,2.58527101,0.03783838,0.06936261,0.20490452,0.53661540,0.07089529,1.53301583,0.56232610,0.11608261
-4.86543272,2.75122544,0.03933947,0.07580625,0.21617090,0.57474513,0.07058062,1.63164485,0.62080430,0.12461087
-4.85942971,2.94360535,0.04092731,0.08295548,0.23067662,0.61731583,0.07050310,1.74667012,0.68786937,0.13460247
-4.85342671,3.16235013,0.04258249,0.09077381,0.24850683,0.66418390,0.07064268,1.87816828,0.76360257,0.14610895
-4.84742371,3.40704792,0.04428078,0.09920957,0.26972786,0.71512740,0.07097307,2.02601527,0.84798282,0.15916651
-4.84142071,3.67689534,0.04599344,0.10819522,0.29437956,0.76984292,0.07146182,2.18985920,0.94086972,0.17379272
-4.83541771,3.97066441,0.04768780,0.11764715,0.32246738,0.82794482,0.07207080,2.36909686,1.04198761,0.18998344
-4.82941471,4.28667891,0.04932811,0.12746597,0.35395441,0.88896683,0.07275697,2.56285512,1.15091193,0.20770987
-4.82341171,4.62280143,0.05087656,0.13753733,0.38875395,0.95236625,0.07347334,2.76997812,1.26705834,0.22691611
-4.81740870,4.97643252,0.05229442,0.14773352,0.42672274,1.01753063,0.07417034,2.98902127,1.38967564,0.24751714
-4.81140570,5.34452255,0.05354340,0.15791544,0.46765535,1.08378665,0.07479728,3.21825245,1.51784292,0.26939744
-4.80540270,5.72359636,0.05458694,0.16793537,0.51127999,1.15041111,0.07530394,3.45566099,1.65047152,0.29241025
-4.79939970,6.10979084,0.05539155,0.17764016,0.55725613,1.21664344,0.07564234,3.69897428,1.78631228,0.31637768
-4.79339670,6.49890452,0.05592810,0.18687483,0.60517407,1.28169942,0.07576831,3.94568221,1.92396809,0.34109161
-4.78739370,6.88645858,0.05617285,0.19548656,0.65455681,1.34478574,0.07564308,4.19306905,2.06191188,0.36631548
-4.78139070,7.26776786,0.05610847,0.20332888,0.70486437,1.40511466,0.07523462,4.43825226,2.19850984,0.39178704
-4.77538769,7.63802064,0.05572464,0.21026586,0.75550051,1.46191871,0.07451874,4.67822787,2.33204944,0.41722198
-4.76938469,7.99236554,0.05501846,0.21617621,0.80582201,1.51446472,0.07347986,4.90992143,2.46077169,0.44231854
-4.76338169,8.32600375,0.05399462,0.22095717,0.85515035,1.56206704,0.07211149,5.13024384,2.58290700,0.46676293
-4.75737869,8.63428477,0.05266517,0.22452791,0.90278557,1.60409969,0.07041630,5.33615098,2.69671347,0.49023559
-4.75137569,8.91280369,0.05104910,0.22683248,0.94802205,1.64000711,0.06840585,5.52470598,2.80051684,0.51241811
-4.74537269,9.15749781,0.04917163,0.22784203,0.99016575,1.66931361,0.06610002,5.69314277,2.89275074,0.53300072
-4.73936968,9.36474046,0.04706331,0.22755635,1.02855247,1.69163128,0.06352613,5.83892959,2.97199610,0.55169010
-4.73336668,9.53142982,0.04475895,0.22600458,1.06256658,1.70666640,0.06071780,5.95983073,3.03701857,0.56821739
-4.72736368,9.65507020,0.04229641,0.22324510,1.09165940,1.71422442,0.05771368,6.05396497,3.08680245,0.58234607
-4.72136068,9.73384356,0.03971542,0.21936464,1.11536686,1.71421333,0.05455607,6.11985873,3.12058034,0.59387955
-4.71535768,9.76666898,0.03705634,0.21447658,1.13332540,1.70664568,0.05128945,6.15649242,3.13785718,0.60266807
-4.70935468,9.75324767,0.03435896,0.20871853,1.14528575,1.69163900,0.04795908,6.16333796,3.13842788,0.60861478
-4.70335168,9.69409164,0.03166151,0.20224934,1.15112386,1.66941475,0.04460969,6.14038611,3.12238788,0.61168057
-4.69734867,9.59053430,0.02899967,0.19524552,1.15084835,1.64029567,0.04128426,6.08816189,3.09013615,0.61188754
-4.69134567,9.44472159,0.02640588,0.18789731,1.14460436,1.60470148,0.03802299,6.00772712,3.04237030,0.60932087
-4.68534267,9.25958289,0.02390870,0.18040439,1.13267322,1.56314295,0.03486247,5.90066935,2.98007395,0.60412881
-4.67933967,9.03878158,0.02153250,0.17297152,1.11546812,1.51621418,0.03183507,5.76907663,2.90449665,0.59652088
-4.67333667,8.78664566,0.01929720,0.16580402,1.09352565,1.46458317,0.02896847,5.61549851,2.81712680,0.58676412
-4.66733367,8.50807979,0.01721827,0.15910337,1.06749357,1.40898079,0.02628546,5.44289393,2.71965848,0.57517743
-4.66133067,8.20846078,0.01530684,0.15306291,1.03811514,1.35018807,0.02380387,5.25456722,2.61395324,0.56212422
-4.65532766,7.89351917,0.01356995,0.14786380,1.00621068,1.28902231,0.02153669,5.05409406,2.50199784,0.54800349
-4.64932466,7.56921051,0.01201090,0.14367125,0.97265688,1.22632197,0.01949230,4.84523971,2.38585960,0.53323963
-4.64332166,7.24158017,0.01062964,0.14063110,0.93836477,1.16293096,0.01767477,4.63187207,2.26764038,0.51827130
