energy_ev,total_up,Co_p_up,Co_d_up,Cu_p_up,Cu_d_up,N_s_up,N_p_up,S_s_up,S_p_up
-5.77788894,0.67829569,0.20231888,0.09395563,0.14176845,0.08082682,0.00105235,0.05710922,0.00753379,0.31791748
-5.77188594,0.73927652,0.22055838,0.10749198,0.15248197,0.08610489,0.00106881,0.05988296,0.00844879,0.34966003
-5.76588294,0.80927693,0.24098977,0.12286803,0.16500391,0.09229347,0.00110227,0.06331776,0.00947367,0.38572350
-5.75987994,0.88833562,0.26354645,0.14017720,0.17933857,0.09937149,0.00115328,0.06740364,0.01060936,0.42613730
-5.75387694,0.97634431,0.28811774,0.15949522,0.19546249,0.10729835,0.00122211,0.07211727,0.01185497,0.47086318
-5.74787394,1.07304297,0.31454957,0.18087635,0.21332439,0.11601418,0.00130876,0.07742222,0.01320762,0.51979220
-5.74187094,1.17801787,0.34264632,0.20434964,0.23284568,0.12544060,0.00141291,0.08326955,0.01466234,0.57274308
-5.73586793,1.29070258,0.37217370,0.22991528,0.25392149,0.13548194,0.00153392,0.08959868,0.01621200,0.62946184
-5.72986493,1.41038199,0.40286270,0.25754124,0.27642225,0.14602688,0.00167089,0.09633855,0.01784732,0.68962284
-5.72386193,1.53619930,0.43441445,0.28716031,0.30019560,0.15695054,0.00182260,0.10340898,0.01955684,0.75283135
-5.71785893,1.66716595,0.46650586,0.31866758,0.32506875,0.16811688,0.00198755,0.11072229,0.02132707,0.81862741
-5.71185593,1.80217425,0.49879583,0.35191867,0.35085107,0.17938148,0.00216400,0.11818503,0.02314264,0.88649113
-5.70585293,1.94001255,0.53093186,0.38672867,0.37733680,0.19059450,0.00234996,0.12569990,0.02498647,0.95584922
-5.69984992,2.07938264,0.56255686,0.42287204,0.40430786,0.20160386,0.00254324,0.13316770,0.02684005,1.02608268
-5.69384692,2.21891887,0.59331587,0.46008343,0.43153676,0.21225841,0.00274150,0.14048929,0.02868376,1.09653550
-5.68784392,2.35720878,0.62286261,0.49805957,0.45878922,0.22241118,0.00294227,0.14756755,0.03049723,1.16652410
-5.68184092,2.49281462,0.65086552,0.53646232,0.48582687,0.23192237,0.00314302,0.15430919,0.03225969,1.23534744
-5.67583792,2.62429546,0.67701325,0.57492269,0.51240957,0.24066229,0.00334118,0.16062647,0.03395042,1.30229754
-5.66983492,2.75022931,0.70101951,0.61304600,0.53829773,0.24851385,0.00353422,0.16643869,0.03554912,1.36667017
-5.66383192,2.86923487,0.72262702,0.65041800,0.56325424,0.25537475,0.00371969,0.17167347,0.03703638,1.42777561
-5.65782891,2.97999261,0.74161081,0.68661182,0.58704644,0.26115930,0.00389526,0.17626777,0.03839402,1.48494918
-5.65182591,3.08126477,0.75778064,0.72119569,0.60944784,0.26579964,0.00405875,0.18016862,0.03960549,1.53756149
-5.64582291,3.17191406,0.77098268,0.75374116,0.63023985,0.26924660,0.00420820,0.18333365,0.04065618,1.58502821
-5.63981991,3.25092072,0.78110067,0.78383170,0.64921359,0.27147005,0.00434188,0.18573125,0.04153375,1.62681927
-5.63381691,3.31739805,0.78805637,0.81107143,0.66617171,0.27245876,0.00445830,0.18734059,0.04222826,1.66246732
-5.62781391,3.37060598,0.79180975,0.83509370,0.68093046,0.27221988,0.00455624,0.18815137,0.04273243,1.69157552
-5.62181091,3.40996283,0.79235871,0.85556940,0.69332191,0.27077802,0.00463475,0.18816340,0.04304170,1.71382442
-5.61580790,3.43505511,0.78973871,0.87221469,0.70319642,0.26817408,0.00469316,0.18738604,0.04315428,1.72897796
-5.60980490,3.44564525,0.78402219,0.88479796,0.71042536,0.26446380,0.00473105,0.18583752,0.04307111,1.73688856
-5.60380190,3.44167744,0.77531796,0.89314582,0.71490391,0.25971618,0.00474827,0.18354424,0.04279584,1.73750116
-5.59779890,3.42328118,0.76377045,0.89714800,0.71655403,0.25401177,0.00474490,0.18053999,0.04233468,1.73085622
-5.59179590,3.39077281,0.74955894,0.89676093,0.71532735,0.24744096,0.00472124,0.17686514,0.04169627,1.71709156
-5.58579290,3.34465462,0.73289668,0.89200999,0.71120793,0.24010231,0.00467781,0.17256590,0.04089143,1.69644302
-5.57978989,3.28561168,0.71402979,0.88299027,0.70421466,0.23210089,0.00461532,0.16769357,0.03993304,1.66924377
-5.57378689,3.21450605,0.69323586,0.86986589,0.69440321,0.22354678,0.00453465,0.16230379,0.03883573,1.63592224
-5.56778389,3.13236842,0.67082226,0.85286775,0.68186729,0.21455362,0.00443684,0.15645585,0.03761566,1.59699862
-5.56178089,3.04038694,0.64712385,0.83228995,0.66673909,0.20523734,0.00432307,0.15021201,0.03629028,1.55307970
-5.55577789,2.93989312,0.62250020,0.80848470,0.64918886,0.19571494,0.00419466,0.14363681,0.03487805,1.50485215
-5.54977489,2.83234494,0.59733210,0.78185600,0.62942336,0.18610336,0.00405305,0.13679643,0.03339819,1.45307411
-5.54377189,2.71930694,0.57201730,0.75285216,0.60768333,0.17651849,0.00389979,0.12975791,0.03187043,1.39856498
-5.53776888,2.60242751,0.54696553,0.72195726,0.58423987,0.16707409,0.00373651,0.12258853,0.03031474,1.34219365
-5.53176588,2.48341347,0.52259266,0.68968183,0.55938972,0.15788082,0.00356492,0.11535504,0.02875102,1.28486503
-5.52576288,2.36400231,0.49931417,0.65655284,0.53344972,0.14904519,0.00338678,0.10812287,0.02719892,1.22750505
-5.51975988,2.24593226,0.47753787,0.62310324,0.50675046,0.14066846,0.00320390,0.10095540,0.02567749,1.17104437
-5.51375688,2.13091092,0.45765609,0.58986131,0.47962932,0.13284550,0.00301809,0.09391318,0.02420494,1.11640101
-5.50775388,2.02058279,0.44003741,0.55734002,0.45242321,0.12566353,0.00283113,0.08705311,0.02279837,1.06446221
-5.50175088,1.91649655,0.42501813,0.52602659,0.42546110,0.11920088,0.00264478,0.08042776,0.02147348,1.01606580
-5.49574787,1.82007287,0.41289387,0.49637261,0.39905678,0.11352563,0.00246071,0.07408464,0.02024432,0.97198175
-5.48974487,1.73257347,0.40391126,0.46878475,0.37350195,0.10869422,0.00228048,0.06806556,0.01912302,0.93289419
-5.48374187,1.65507252,0.39826029,0.44361655,0.34905999,0.10475020,0.00210554,0.06240614,0.01811955,0.89938450
-5.47773887,1.58843125,0.39606757,0.42116127,0.32596048,0.10172293,0.00193716,0.05713534,0.01724154,0.87191612
-5.47173587,1.53327666,0.39739066,0.40164616,0.30439491,0.09962652,0.00177646,0.05227523,0.01649407,0.85082152
-5.46573287,1.48998540,0.40221402,0.38522821,0.28451344,0.09845896,0.00162434,0.04784077,0.01587952,0.83629211
-5.45972986,1.45867343,0.41044665,0.37199165,0.26642303,0.09820152,0.00148150,0.04383983,0.01539753,0.82837138
-5.45372686,1.43919234,0.42192188,0.36194721,0.25018687,0.09881857,0.00134845,0.04027339,0.01504496,0.82695193
-5.44772386,1.43113275,0.43639930,0.35503333,0.23582514,0.10025771,0.00122547,0.03713578,0.01481590,0.83177665
-5.44172086,1.43383511,0.45356909,0.35111916,0.22331715,0.10245051,0.00111264,0.03441519,0.01470181,0.84244432
-5.43571786,1.44640803,0.47305877,0.35000957,0.21260454,0.10531362,0.00100985,0.03209420,0.01469170,0.85841975
-5.42971486,1.46775377,0.49444219,0.35145185,0.20359566,0.10875046,0.00091684,0.03015059,0.01477240,0.87904824
-5.42371186,1.49660048,0.51725071,0.35514405,0.19617074,0.11265340,0.00083318,0.02855804,0.01492882,0.90357421
-5.41770885,1.53154025,0.54098615,0.36074475,0.19018779,0.11690639,0.00075833,0.02728714,0.01514444,0.93116347
-5.41170585,1.57107194,0.56513521,0.36788394,0.18548888,0.12138799,0.00069164,0.02630625,0.01540163,0.96092836
-5.40570285,1.61364717,0.58918473,0.37617463,0.18190664,0.12597470,0.00063240,0.02558253,0.01568224,0.99195505
-5.39969985,1.65771806,0.61263730,0.38522489,0.17927070,0.13054452,0.00057989,0.02508288,0.01596804,1.02333185
-5.39369685,1.70178478,0.63502652,0.39464984,0.17741388,0.13498048,0.00053334,0.02477494,0.01624123,1.05417759
-5.38769385,1.74444103,0.65593126,0.40408310,0.17617774,0.13917421,0.00049201,0.02462793,0.01648500,1.08366873
-5.38169085,1.78441576,0.67498826,0.41318741,0.17541757,0.14302924,0.00045521,0.02461350,0.01668394,1.11106419
-5.37568784,1.82060921,0.69190251,0.42166386,0.17500645,0.14646389,0.00042228,0.02470643,0.01682455,1.13572680
-5.36968484,1.85212192,0.70645486,0.42925948,0.17483825,0.14941380,0.00039265,0.02488524,0.01689553,1.15714036
-5.36368184,1.87827545,0.71850654,0.43577283,0.17482975,0.15183369,0.00036583,0.02513265,0.01688814,1.17492171
-5.35767884,1.89862407,0.72800029,0.44105742,0.17492155,0.15369865,0.00034140,0.02543591,0.01679638,1.18882710
-5.35167584,1.91295694,0.73495814,0.44502292,0.17507795,0.15500453,0.00031904,0.02578700,0.01661711,1.19875291
-5.34567284,1.92129108,0.73947594,0.44763411,0.17528597,0.15576772,0.00029853,0.02618266,0.01635009,1.20473052
-5.33966983,1.92385561,0.74171493,0.44890766,0.17555340,0.15602415,0.00027973,0.02662436,0.01599788,1.20691597
-5.33366683,1.92106826,0.74189084,0.44890710,0.17590625,0.15582767,0.00026257,0.02711807,0.01556566,1.20557484
-5.32766383,1.91350575,0.74026111,0.44773621,0.17638561,0.15524790,0.00024708,0.02767401,0.01506104,1.20106345
-5.32166083,1.90186946,0.73711101,0.44553123,0.17704427,0.15436758,0.00023333,0.02830626,0.01449367,1.19380734
-5.31565783,1.88694864,0.73273932,0.44245243,0.17794311,0.15327965,0.00022146,0.02903232,0.01387491,1.18427821
-5.30965483,1.86958276,0.72744432,0.43867536,0.17914764,0.15208413,0.00021166,0.02987270,0.01321739,1.17297074
-5.30365183,1.85062522,0.72151097,0.43438236,0.18072470,0.15088499,0.00020413,0.03085037,0.01253460,1.16038022
-5.29764882,1.83090992,0.71519970,0.42975475,0.18273955,0.14978714,0.00019912,0.03199029,0.01184041,1.14698241
-5.29164582,1.81122238,0.70873748,0.42496593,0.18525336,0.14889354,0.00019688,0.03331892,0.01114868,1.13321626
-5.28564282,1.79227627,0.70231147,0.42017592,0.18832136,0.14830272,0.00019766,0.03486374,0.01047283,1.11947037
-5.27963982,1.77469641,0.69606534,0.41552722,0.19199143,0.14810665,0.00020171,0.03665279,0.00982546,1.10607354
-5.27363682,1.75900815,0.69009853,0.41114238,0.19630327,0.14838892,0.00020926,0.03871423,0.00921810,1.09328968
-5.26763382,1.74563343,0.68446794,0.40712303,0.20128817,0.14922350,0.00022051,0.04107593,0.00866084,1.08131682
-5.26163082,1.73489272,0.67919213,0.40355041,0.20696913,0.15067382,0.00023563,0.04376505,0.00816224,1.07029009
-5.25562781,1.72701233,0.67425729,0.40048722,0.21336140,0.15279221,0.00025475,0.04680769,0.00772910,1.06028799
-5.24962481,1.72213595,0.66962476,0.39798047,0.22047333,0.15561979,0.00027794,0.05022848,0.00736642,1.05134137
-5.24362181,1.72033937,0.66523939,0.39606515,0.22830738,0.15918656,0.00030522,0.05405021,0.00707739,1.04344437
-5.23761881,1.72164730,0.66103827,0.39476841,0.23686121,0.16351179,0.00033656,0.05829352,0.00686340,1.03656647
-5.23161581,1.72605100,0.65695942,0.39411397,0.24612890,0.16860460,0.00037187,0.06297649,0.00672414,1.03066506
-5.22561281,1.73352604,0.65294990,0.39412653,0.25610205,0.17446470,0.00041097,0.06811435,0.00665771,1.02569771
-5.21960980,1.74404904,0.64897298,0.39483599,0.26677084,0.18108327,0.00045366,0.07371914,0.00666084,1.02163369
-5.21360680,1.75761302,0.64501431,0.39628122,0.27812502,0.18844396,0.00049966,0.07979942,0.00672901,1.01846431
-5.20760380,1.77424079,0.64108668,0.39851339,0.29015470,0.19652392,0.00054865,0.08636003,0.00685676,1.01621170
-5.20160080,1.79399603,0.63723348,0.40159867,0.30285106,0.20529496,0.00060027,0.09340182,0.00703788,1.01493599
-5.19559780,1.81699217,0.63353082,0.40562035,0.31620690,0.21472480,0.00065413,0.10092150,0.00726568,1.01474072
-5.18959480,1.84339873,0.63008832,0.41068018,0.33021698,0.22477823,0.00070983,0.10891145,0.00753327,1.01577648
-5.18359180,1.87344527,0.62704872,0.41689920,0.34487823,0.23541844,0.00076698,0.11735961,0.00783378,1.01824285
-5.17758879,1.90742292,0.62458639,0.42441770,0.36018965,0.24660816,0.00082520,0.12624936,0.00816066,1.02238865
-5.17158579,1.94568334,0.62290474,0.43339454,0.37615211,0.25831089,0.00088416,0.13555944,0.00850784,1.02851052
-5.16558279,1.98863508,0.62223283,0.44400568,0.39276764,0.27049181,0.00094357,0.14526387,0.00886999,1.03694978
-5.15957979,2.03673714,0.62282087,0.45644182,0.41003860,0.28311861,0.00100323,0.15533185,0.00924265,1.04808752
-5.15357679,2.09048941,0.62493497,0.47090523,0.42796635,0.29616199,0.00106299,0.16572767,0.00962237,1.06233788
-5.14757379,2.15041993,0.62885094,0.48760541,0.44654956,0.30959582,0.00112281,0.17641058,0.01000680,1.08013926
-5.14157079,2.21706858,0.63484716,0.50675389,0.46578215,0.32339690,0.00118273,0.18733470,0.01039469,1.10194349
-5.13556778,2.29096725,0.64319659,0.52855784,0.48565087,0.33754424,0.00124288,0.19844884,0.01078587,1.12820287
-5.12956478,2.37261658,0.65415798,0.55321261,0.50613255,0.35201795,0.00130347,0.20969640,0.01118116,1.15935503
-5.12356178,2.46245944,0.66796633,0.58089330,0.52719119,0.36679766,0.00136478,0.22101528,0.01158225,1.19580590
-5.11755878,2.56085187,0.68482280,0.61174557,0.54877487,0.38186055,0.00142712,0.23233790,0.01199151,1.23791101
-5.11155578,2.66803224,0.70488446,0.64587573,0.57081286,0.39717910,0.00149085,0.24359122,0.01241173,1.28595564
-5.10555278,2.78408986,0.72825400,0.68334076,0.59321293,0.41271867,0.00155628,0.25469700,0.01284590,1.34013448
-5.09954977,2.90893446,0.75497009,0.72413838,0.61585907,0.42843503,0.00162372,0.26557220,0.01329691,1.40053161
-5.09354677,3.04226808,0.78499870,0.76819789,0.63860997,0.44427210,0.00169340,0.27612954,0.01376726,1.46710189
-5.08754377,3.18356135,0.81822596,0.81537221,0.66129823,0.46016000,0.00176543,0.28627840,0.01425881,1.53965461
-5.08154077,3.33203578,0.85445317,0.86543170,0.68373075,0.47601358,0.00183981,0.29592591,0.01477249,1.61784082
-5.07553777,3.48665395,0.89339435,0.91806038,0.70569010,0.49173178,0.00191637,0.30497833,0.01530812,1.70114513
-5.06953477,3.64611904,0.93467685,0.97285490,0.72693725,0.50719771,0.00199477,0.31334266,0.01586427,1.78888312
-5.06353177,3.80888492,0.97784530,1.02932685,0.74721557,0.52227979,0.00207448,0.32092858,0.01643811,1.88020512
-5.05752876,3.97317760,1.02236916,1.08690852,0.76625601,0.53683391,0.00215478,0.32765053,0.01702546,1.97410686
-5.05152576,4.13702819,1.06765372,1.14496235,0.78378347,0.55070660,0.00223476,0.33342996,0.01762080,2.06944720
-5.04552276,4.29831702,1.11305461,1.20279392,0.79952415,0.56373925,0.00231335,0.33819771,0.01821744,2.16497284
-5.03951976,4.45482782,1.15789523,1.25966818,0.81321368,0.57577312,0.00238931,0.34189643,0.01880771,2.25934939
-5.03351676,4.60431039,1.20148665,1.31482856,0.82460566,0.58665515,0.00246131,0.34448285,0.01938329,2.35119788
-5.02751376,4.74454933,1.24314925,1.36751821,0.83348040,0.59624412,0.00252795,0.34592999,0.01993547,2.43913552
-5.02151076,4.87343622,1.28223509,1.41700251,0.83965349,0.60441703,0.00258778,0.34622907,0.02045559,2.52181889
-5.01550775,4.98904197,1.31815023,1.46259202,0.84298378,0.61107530,0.00263938,0.34539112,0.02093542,2.59798786
-5.00950475,5.08968603,1.35037573,1.50366464,0.84338040,0.61615054,0.00268142,0.34344806,0.02136752,2.66650819
-5.00350175,5.17399906,1.37848644,1.53968612,0.84080857,0.61960942,0.00271267,0.34045338,0.02174563,2.72641068
-4.99749875,5.24097575,1.40216656,1.57022777,0.83529381,0.62145745,0.00273211,0.33648211,0.02206501,2.77692508
-4.99149575,5.29001495,1.42122110,1.59498047,0.82692433,0.62174135,0.00273890,0.33163029,0.02232270,2.81750673
-4.98549275,5.32094472,1.43558264,1.61376429,0.81585138,0.62054982,0.00273247,0.32601361,0.02251766,2.84785470
-4.97948974,5.33403068,1.44531274,1.62653300,0.80228751,0.61801251,0.00271254,0.31976554,0.02265094,2.86792023
-4.97348674,5.32996670,1.45059812,1.63337342,0.78650270,0.61429723,0.00267910,0.31303468,0.02272558,2.87790486
-4.96748374,5.30984816,1.45174135,1.63449930,0.76881838,0.60960543,0.00263247,0.30598161,0.02274660,2.87824840
-4.96148074,5.27512859,1.44914666,1.63024029,0.74959959,0.60416598,0.00257326,0.29877517,0.02272073,2.86960692
-4.95547774,5.22756171,1.44330139,1.62102619,0.72924556,0.59822772,0.00250236,0.29158834,0.02265613,2.85282210
-4.94947474,5.16913141,1.43475404,1.60736762,0.70817886,0.59205086,0.00242091,0.28459390,0.02256204,2.82888322
-4.94347174,5.10197314,1.42408978,1.58983381,0.68683377,0.58589774,0.00233030,0.27795988,0.02244834,2.79888376
-4.93746873,5.02829043,1.41190499,1.56902875,0.66564415,0.58002341,0.00223206,0.27184517,0.02232513,2.76397489
-4.93146573,4.95027071,1.39878169,1.54556698,0.64503134,0.57466643,0.00212790,0.26639523,0.02220221,2.72531800
-4.92546273,4.87000445,1.38526343,1.52005005,0.62539257,0.57004034,0.00201957,0.26173832,0.02208869,2.68403889
-4.91945973,4.78941165,1.37183378,1.49304501,0.60709040,0.56632628,0.00190891,0.25798217,0.02199255,2.64118564
-4.91345673,4.71017893,1.35889832,1.46506577,0.59044343,0.56366711,0.00179768,0.25521139,0.02192032,2.59769236
-4.90745373,4.63371031,1.34677113,1.43655826,0.57571888,0.56216325,0.00168763,0.25348570,0.02187679,2.55435034
-4.90145073,4.56109337,1.33566636,1.40788990,0.56312714,0.56187057,0.00158038,0.25283901,0.02186487,2.51178782
-4.89544772,4.49308225,1.32569508,1.37934375,0.55281845,0.56280029,0.00147743,0.25327939,0.02188550,2.47045903
-4.88944472,4.43009729,1.31686752,1.35111735,0.54488198,0.56492095,0.00138008,0.25479003,0.02193770,2.43064272
-4.88344172,4.37224089,1.30910031,1.32332601,0.53934701,0.56816226,0.00128948,0.25733099,0.02201869,2.39244953
-4.87743872,4.31932771,1.30222828,1.29601006,0.53618627,0.57242061,0.00120654,0.26084177,0.02212415,2.35583764
-4.87143572,4.27092705,1.29601992,1.26914546,0.53532112,0.57756603,0.00113199,0.26524454,0.02224848,2.32063502
-4.86543272,4.22641437,1.29019562,1.24265681,0.53662835,0.58345002,0.00106633,0.27044786,0.02238519,2.28656696
-4.85942971,4.18502882,1.28444751,1.21643201,0.53994807,0.58991403,0.00100989,0.27635078,0.02252728,2.25328687
-4.85342671,4.14593342,1.27845989,1.19033743,0.54509250,0.59679803,0.00096279,0.28284710,0.02266766,2.22040849
-4.84742371,4.10827450,1.27192907,1.16423286,0.55185510,0.60394891,0.00092499,0.28982965,0.02279954,2.18753771
-4.84142071,4.07123741,1.26458162,1.13798538,0.56001971,0.61122813,0.00089630,0.29719435,0.02291681,2.15430221
-4.83541771,4.03409601,1.25619016,1.11148141,0.56936927,0.61851851,0.00087643,0.30484404,0.02301435,2.12037754
-4.82941471,3.99625377,1.24658600,1.08463645,0.57969392,0.62572977,0.00086497,0.31269182,0.02308829,2.08550844
-4.82341171,3.95727509,1.23566814,1.05740233,0.59079799,0.63280273,0.00086147,0.32066387,0.02313624,2.04952474
-4.81740870,3.91690617,1.22340839,1.02977155,0.60250595,0.63971202,0.00086540,0.32870167,0.02315732,2.01235130
-4.81140570,3.87508528,1.20985245,1.00177905,0.61466694,0.64646731,0.00087627,0.33676359,0.02315224,1.97401203
-4.80540270,3.83194273,1.19511740,0.97350141,0.62715801,0.65311313,0.00089354,0.34482582,0.02312326,1.93462841
-4.79939970,3.78779176,1.17938561,0.94505390,0.63988596,0.65972731,0.00091673,0.35288265,0.02307403,1.89441281
-4.79339670,3.74311132,1.16289584,0.91658568,0.65278788,0.66641822,0.00094542,0.36094611,0.02300944,1.85365773
-4.78739370,3.69852251,1.14593195,0.88827376,0.66583040,0.67332106,0.00097922,0.36904511,0.02293538,1.81272164
-4.78139070,3.65476025,1.12881007,0.86031605,0.67900801,0.68059319,0.00101784,0.37722397,0.02285847,1.77201253
-4.77538769,3.61264179,1.11186471,0.83292403,0.69234032,0.68840884,0.00106106,0.38554051,0.02278580,1.73197022
-4.76938469,3.57303375,1.09543473,0.80631542,0.70586870,0.69695340,0.00110874,0.39406379,0.02272459,1.69304827
-4.76338169,3.53681906,1.07984961,0.78070714,0.71965228,0.70641725,0.00116083,0.40287145,0.02268195,1.65569643
-4.75737869,3.50486510,1.06541674,0.75630893,0.73376364,0.71698966,0.00121734,0.41204686,0.02266454,1.62034432
-4.75137569,3.47799401,1.05241011,0.73331773,0.74828438,0.72885251,0.00127833,0.42167601,0.02267833,1.58738691
-4.74537269,3.45695606,1.04106092,0.71191295,0.76330063,0.74217433,0.00134391,0.43184439,0.02272834,1.55717223
-4.73936968,3.44240673,1.03155023,0.69225267,0.77889884,0.75710461,0.00141418,0.44263387,0.02281848,1.52999169
-4.73336668,3.43488793,1.02400399,0.67447086,0.79516193,0.77376866,0.00148924,0.45411962,0.02295131,1.50607294
-4.72736368,3.43481366,1.01849045,0.65867543,0.81216593,0.79226310,0.00156914,0.46636733,0.02312794,1.48557553
-4.72136068,3.44246030,1.01501990,0.64494715,0.82997734,0.81265211,0.00165384,0.47943070,0.02334791,1.46858920
-4.71535768,3.45796166,1.01354674,0.63333935,0.84865115,0.83496474,0.00174319,0.49334933,0.02360915,1.45513465
-4.70935468,3.48130862,1.01397359,0.62387829,0.86822976,0.85919320,0.00183688,0.50814719,0.02390795,1.44516657
-4.70335168,3.51235320,1.01615715,0.61656413,0.88874262,0.88529232,0.00193447,0.52383161,0.02423900,1.43857872
-4.69734867,3.55081683,1.01991560,0.61137239,0.91020667,0.91318020,0.00203528,0.54039293,0.02459545,1.43521059
-4.69134567,3.59630223,1.02503701,0.60825587,0.93262742,0.94274007,0.00213847,0.55780467,0.02496907,1.43485549
-4.68534267,3.64830842,1.03128846,0.60714690,0.95600057,0.97382318,0.00224296,0.57602448,0.02535036,1.43726941
-4.67933967,3.70624794,1.03842528,0.60795978,0.98031376,1.00625265,0.00234751,0.59499537,0.02572883,1.44218047
-4.67333667,3.76946550,1.04620011,0.61059344,1.00554848,1.03982807,0.00245067,0.61464749,0.02609319,1.44929831
-4.66733367,3.83725701,1.05437122,0.61493408,1.03168158,1.07433048,0.00255085,0.63490009,0.02643171,1.45832316
-4.66133067,3.90888790,1.06270980,0.62085776,1.05868626,1.10952753,0.00264635,0.65566350,0.02673249,1.46895402
-4.65532766,3.98360972,1.07100579,0.62823274,1.08653212,1.14517845,0.00273541,0.67684105,0.02698385,1.48089565
-4.64932466,4.06067399,1.07907203,0.63692157,1.11518424,1.18103842,0.00281624,0.69833058,0.02717465,1.49386404
-4.64332166,4.13934250,1.08674660,0.64678271,1.14460088,1.21686219,0.00288713,0.72002558,0.02729468,1.50759012
