energy_ev,total_up,N_s_up,N_p_up,Ni_p_up,Ni_d_up,Sc_p_up,Sc_d_up,Se_s_up,Se_p_up
-5.78389195,7.59119856,0.00725880,1.59171550,1.13630956,0.50438465,1.66285777,1.31529801,0.13479762,2.86346421
-5.77788894,7.53074511,0.00705588,1.61553807,1.10471718,0.49572181,1.67411026,1.34347509,0.13369892,2.79772059
-5.77188594,7.45327755,0.00684900,1.63496572,1.07048635,0.48670234,1.68116008,1.36750479,0.13232649,2.72646204
-5.76588294,7.36013954,0.00663958,1.64968376,1.03415902,0.47754493,1.68400074,1.38701582,0.13071875,2.65091309
-5.75987994,7.25295915,0.00642911,1.65946482,0.99631678,0.46846940,1.68271286,1.40172409,0.12891586,2.57237556
-5.75387694,7.13362327,0.00621917,1.66418085,0.95756892,0.45969165,1.67746717,1.41144489,0.12695875,2.49219867
-5.74787394,7.00424523,0.00601139,1.66381202,0.91853951,0.45141887,1.66852468,1.41610190,0.12488829,2.41174823
-5.74187094,6.86712567,0.00580750,1.65845213,0.87985390,0.44384522,1.65623372,1.41573259,0.12274441,2.33237574
-5.73586793,6.72470750,0.00560923,1.64830980,0.84212494,0.43714801,1.64102377,1.41048946,0.12056554,2.25538849
-5.72986493,6.57952578,0.00541838,1.63370528,0.80593937,0.43148454,1.62339606,1.40063703,0.11838795,2.18202129
-5.72386193,6.43415360,0.00523677,1.61506294,0.77184479,0.42698957,1.60391120,1.38654448,0.11624542,2.11341085
-5.71785893,6.29114544,0.00506618,1.59289947,0.74033757,0.42377355,1.58317420,1.36867424,0.11416895,2.05057327
-5.71185593,6.15297962,0.00490837,1.56780824,0.71185211,0.42192154,1.56181738,1.34756684,0.11218651,1.99438541
-5.70585293,6.02200150,0.00476507,1.54044061,0.68675177,0.42149280,1.54048187,1.32382277,0.11032306,1.94557037
-5.69984992,5.90036947,0.00463790,1.51148476,0.66532175,0.42252113,1.51979841,1.29808208,0.10860044,1.90468746
-5.69384692,5.79000539,0.00452835,1.48164317,0.64776420,0.42501580,1.50036837,1.27100263,0.10703746,1.87212669
-5.68784392,5.69255139,0.00443782,1.45160971,0.63419560,0.42896295,1.48274578,1.24323800,0.10564995,1.84810787
-5.68184092,5.60933464,0.00436751,1.42204746,0.62464667,0.43432759,1.46742111,1.21541608,0.10445078,1.83268400
-5.67583792,5.54134154,0.00431848,1.39356822,0.61906455,0.44105590,1.45480781,1.18811925,0.10344994,1.82574883
-5.66983492,5.48920227,0.00429158,1.36671467,0.61731746,0.44907780,1.44523199,1.16186722,0.10265457,1.82704800
-5.66383192,5.45318656,0.00428750,1.34194609,0.61920143,0.45830978,1.43892586,1.13710307,0.10206892,1.83619345
-5.65782891,5.43321095,0.00430670,1.31962814,0.62444899,0.46865775,1.43602525,1.11418323,0.10169440,1.85268047
-5.65182591,5.42885716,0.00434950,1.30002710,0.63273947,0.48001994,1.43657121,1.09337179,0.10152948,1.87590674
-5.64582291,5.43940113,0.00441603,1.28330887,0.64371051,0.49228968,1.44051574,1.07483918,0.10156972,1.90519274
-5.63981991,5.46385148,0.00450630,1.26954252,0.65697044,0.50535802,1.44773117,1.05866531,0.10180778,1.93980299
-5.63381691,5.50099589,0.00462018,1.25870811,0.67211106,0.51911611,1.45802276,1.04484678,0.10223342,1.97896715
-5.62781391,5.54945348,0.00475747,1.25070830,0.68872026,0.53345735,1.47114387,1.03330771,0.10283361,2.02190076
-5.62181091,5.60773112,0.00491790,1.24538302,0.70639418,0.54827909,1.48681278,1.02391357,0.10359272,2.06782462
-5.61580790,5.67428113,0.00510115,1.24252632,0.72474836,0.56348409,1.50473049,1.01648715,0.10449273,2.11598249
-5.60980490,5.74755830,0.00530692,1.24190460,0.74342757,0.57898153,1.52459826,1.01082589,0.10551360,2.16565662
-5.60380190,5.82607367,0.00553489,1.24327510,0.76211388,0.59468767,1.54613439,1.00671965,0.10663361,2.21618059
-5.59779890,5.90844293,0.00578476,1.24640387,0.78053278,0.61052616,1.56908904,1.00396791,0.10782987,2.26694931
-5.59179590,5.99342786,0.00605624,1.25108222,0.79845723,0.62642799,1.59325671,1.00239575,0.10907882,2.31742593
-5.58579290,6.07996893,0.00634902,1.25714107,0.81570934,0.64233115,1.61848554,1.00186777,0.11035676,2.36714562
-5.57978989,6.16720837,0.00666275,1.26446234,0.83215996,0.65818004,1.64468334,1.00229927,0.11164041,2.41571627
-5.57378689,6.25450291,0.00699703,1.27298719,0.84772614,0.67392464,1.67181993,1.00366439,0.11290739,2.46281632
-5.56778389,6.34142626,0.00735131,1.28272071,0.86236667,0.68951956,1.69992600,1.00600081,0.11413675,2.50819004
-5.56178089,6.42776168,0.00772485,1.29373297,0.87607607,0.70492299,1.72908854,1.00941094,0.11530930,2.55164057
-5.55577789,6.51348543,0.00811669,1.30615657,0.88887737,0.72009556,1.75944336,1.01405956,0.11640798,2.59302130
-5.54977489,6.59874239,0.00852552,1.32018090,0.90081400,0.73499925,1.79116501,1.02016824,0.11741801,2.63222611
-5.54377189,6.68381532,0.00894968,1.33604347,0.91194142,0.74959632,1.82445490,1.02800671,0.11832707,2.66917896
-5.53776888,6.76908939,0.00938703,1.35401871,0.92231882,0.76384841,1.85952801,1.03788177,0.11912524,2.70382361
-5.53176588,6.85501373,0.00983501,1.37440487,0.93200126,0.77771566,1.89659913,1.05012406,0.11980497,2.73611374
-5.52576288,6.94206193,0.01029051,1.39750951,0.94103286,0.79115610,1.93586892,1.06507339,0.12036088,2.76600420
-5.51975988,7.03069295,0.01074994,1.42363405,0.94944119,0.80412521,1.97751067,1.08306313,0.12078957,2.79344380
-5.51375688,7.12131406,0.01120919,1.45305814,0.95723316,0.81657567,2.02165791,1.10440428,0.12108938,2.81836980
-5.50775388,7.21424712,0.01166373,1.48602416,0.96439263,0.82845738,2.06839358,1.12936969,0.12126009,2.84070447
-5.50175088,7.30969916,0.01210865,1.52272239,0.97087980,0.83971764,2.11774074,1.15817902,0.12130275,2.86035384
-5.49574787,7.40773810,0.01253875,1.56327732,0.97663231,0.85030164,2.16965516,1.19098488,0.12121940,2.87720842
-5.48974487,7.50827402,0.01294869,1.60773543,0.98156797,0.86015310,2.22401980,1.22786061,0.12101297,2.89114598
-5.48374187,7.61104637,0.01333312,1.65605469,0.98558894,0.86921509,2.28064128,1.26878991,0.12068715,2.90203601
-5.47773887,7.71561697,0.01368683,1.70809625,0.98858705,0.87743109,2.33924809,1.31365884,0.12024639,2.90974554
-5.47173587,7.82136890,0.01400491,1.76361835,0.99044999,0.88474609,2.39949079,1.36225025,0.11969590,2.91414602
-5.46573287,7.92751091,0.01428293,1.82227282,0.99106796,0.89110785,2.46094377,1.41424097,0.11904178,2.91512074
-5.45972986,8.03308704,0.01451708,1.88360426,0.99034050,0.89646818,2.52310879,1.46920175,0.11829111,2.91257243
-5.45372686,8.13699108,0.01470435,1.94705207,0.98818303,0.90078423,2.58542007,1.52660021,0.11745212,2.90643062
-5.44772386,8.23798558,0.01484260,2.01195546,0.98453296,0.90401976,2.64725090,1.58580672,0.11653433,2.89665843
-5.44172086,8.33472495,0.01493069,2.07756142,0.97935491,0.90614637,2.70792190,1.64610314,0.11554872,2.88325836
-5.43571786,8.42578220,0.01496856,2.14303569,0.97264486,0.90714458,2.76671069,1.70669447,0.11450780,2.86627708
-5.42971486,8.50967914,0.01495719,2.20747666,0.96443325,0.90700487,2.82286321,1.76672303,0.11342565,2.84580886
-5.42371186,8.58491928,0.01489867,2.26993192,0.95478661,0.90572843,2.87560630,1.82528517,0.11231788,2.82199767
-5.41770885,8.65002322,0.01479608,2.32941737,0.94380801,0.90332793,2.92416191,1.88144986,0.11120155,2.79503796
-5.41170585,8.70356575,0.01465344,2.38493823,0.93163620,0.89982797,2.96776225,1.93427904,0.11009494,2.76517410
-5.40570285,8.74421391,0.01447561,2.43551178,0.91844347,0.89526539,3.00566610,1.98284903,0.10901726,2.73269872
-5.39969985,8.77076516,0.01426807,2.48019096,0.90443251,0.88968942,3.03717567,2.02627251,0.10798830,2.69794990
-5.39369685,8.78218471,0.01403684,2.51808823,0.88983236,0.88316155,3.06165366,2.06372034,0.10702798,2.66130742
-5.38769385,8.77764061,0.01378821,2.54839906,0.87489345,0.87575526,3.07854002,2.09444270,0.10615583,2.62318822
-5.38169085,8.75653545,0.01352864,2.57042394,0.85988219,0.86755545,3.08736789,2.11778867,0.10539049,2.58404104
-5.37568784,8.71853339,0.01326449,2.58358850,0.84507504,0.85865769,3.08777796,2.13322371,0.10474918,2.54434041
-5.36968484,8.66358092,0.01300189,2.58746052,0.83075227,0.84916716,3.07953082,2.14034428,0.10424707,2.50457996
-5.36368184,8.59192032,0.01274655,2.58176354,0.81719157,0.83919733,3.06251647,2.13888917,0.10389685,2.46526499
-5.35767884,8.50409471,0.01250361,2.56638614,0.80466167,0.82886838,3.03676067,2.12874690,0.10370821,2.42690442
-5.35167584,8.40094373,0.01227754,2.54138661,0.79341594,0.81830532,3.00242762,2.10995907,0.10368743,2.39000203
-5.34567284,8.28358956,0.01207202,2.50699273,0.78368620,0.80763582,2.95981862,2.08271927,0.10383706,2.35504697
-5.33966983,8.15341313,0.01188990,2.46359650,0.77567680,0.79698786,2.90936674,2.04736769,0.10415570,2.32250376
-5.33366683,8.01202101,0.01173313,2.41174406,0.76955906,0.78648705,2.85162734,2.00438161,0.10463788,2.29280173
-5.32766383,7.86120375,0.01160278,2.35212106,0.76546618,0.77625393,2.78726496,1.95436193,0.10527401,2.26632422
-5.32166083,7.70288721,0.01149905,2.28553404,0.76348879,0.76640111,2.71703678,1.89801647,0.10605053,2.24339778
-5.31565783,7.53907846,0.01142130,2.21288856,0.76367127,0.75703043,2.64177337,1.83614052,0.10695013,2.22428182
-5.30965483,7.37180861,0.01136813,2.13516488,0.76600895,0.74823027,2.56235745,1.76959539,0.10795208,2.20915899
-5.30365183,7.20307463,0.01133746,2.05339212,0.77044648,0.74007300,2.47970141,1.69928581,0.10903268,2.19812696
-5.29764882,7.03478299,0.01132659,1.96862190,0.77687742,0.73261286,2.39472463,1.62613700,0.11016586,2.19119202
-5.29164582,6.86869725,0.01133236,1.88190244,0.78514521,0.72588419,2.30833130,1.55107221,0.11132374,2.18826495
-5.28564282,6.70639219,0.01135120,1.79425404,0.79504574,0.71990028,2.22138977,1.47499152,0.11247742,2.18915983
-5.27963982,6.54921628,0.01137928,1.70664667,0.80633150,0.71465270,2.13471405,1.39875257,0.11359774,2.19359579
-5.27363682,6.39826422,0.01141259,1.61998058,0.81871732,0.71011150,2.04904819,1.32315385,0.11465605,2.20120238
-5.26763382,6.25436053,0.01144708,1.53507024,0.83188770,0.70622597,1.96505397,1.24892089,0.11562509,2.21152819
-5.26163082,6.11805481,0.01147875,1.45263211,0.84550555,0.70292617,1.88330224,1.17669572,0.11647978,2.22405306
-5.25562781,5.98962855,0.01150377,1.37327634,0.85922207,0.70012520,1.80426800,1.10702974,0.11719804,2.23820321
-5.24962481,5.86911274,0.01151855,1.29750244,0.87268753,0.69772209,1.72832918,1.04037982,0.11776152,2.25336905
-5.24362181,5.75631514,0.01151982,1.22569871,0.88556252,0.69560521,1.65576884,0.97710771,0.11815623,2.26892497
-5.23761881,5.65085543,0.01150477,1.15814513,0.89752915,0.69365622,1.58678052,0.91748231,0.11837316,2.28425023
-5.23161581,5.55220613,0.01147105,1.09501922,0.90830182,0.69175427,1.52147608,0.86168443,0.11840864,2.29875017
-5.22561281,5.45973712,0.01141687,1.03640443,0.91763698,0.68978041,1.45989555,0.80981368,0.11826468,2.31187661
-5.21960980,5.37276105,0.01134104,0.98230037,0.92534148,0.68762201,1.40201831,0.76189689,0.11794902,2.32314665
-5.21360680,5.29057761,0.01124302,0.93263439,0.93127891,0.68517696,1.34777502,0.71789768,0.11747511,2.33215888
-5.20760380,5.21251408,0.01112289,0.88727380,0.93537383,0.68235769,1.29705959,0.67772653,0.11686180,2.33860614
-5.20160080,5.13796067,0.01098142,0.84603833,0.93761337,0.67909455,1.24974075,0.64125108,0.11613292,2.34228437
-5.19559780,5.06639882,0.01082003,0.80871225,0.93804637,0.67533872,1.20567263,0.60830610,0.11531660,2.34309695
-5.18959480,4.99742174,0.01064076,0.77505578,0.93677980,0.67106432,1.16470415,0.57870290,0.11444447,2.34105454
-5.18359180,4.93074651,0.01044623,0.74481554,0.93397288,0.66626977,1.12668684,0.55223792,0.11355065,2.33627027
-5.17758879,4.86621798,0.01023960,0.71773370,0.92982903,0.66097824,1.09148101,0.52870025,0.11267067,2.32895087
-5.17158579,4.80380480,0.01002447,0.69355590,0.92458610,0.65523731,1.05896027,0.50787813,0.11184026,2.31938400
-5.16558279,4.74358879,0.00980483,0.67203767,0.91850551,0.64911765,1.02901450,0.48956426,0.11109414,2.30792270
-5.15957979,4.68574862,0.00958493,0.65294960,0.91186066,0.64271105,1.00155131,0.47356000,0.11046474,2.29496779
-5.15357679,4.63053959,0.00936920,0.63608117,0.90492542,0.63612756,0.97649631,0.45967862,0.10998103,2.28094911
-5.14757379,4.57827087,0.00916214,0.62124345,0.89796309,0.62949214,0.95379240,0.44774754,0.10966749,2.26630659
-5.14157079,4.52928203,0.00896821,0.60827073,0.89121651,0.62294071,0.93339823,0.43760989,0.10954312,2.25147211
-5.13556778,4.48392000,0.00879171,0.59702137,0.88489962,0.61661589,0.91528625,0.42912529,0.10962075,2.23685291
-5.12956478,4.44251799,0.00863672,0.58737776,0.87919096,0.61066254,0.89944024,0.42217027,0.10990655,2.22281728
-5.12356178,4.40537715,0.00850695,0.57924575,0.87422912,0.60522312,0.88585285,0.41663806,0.11039973,2.20968296
-5.11755878,4.37275164,0.00840570,0.57255348,0.87011040,0.60043329,0.87452290,0.41243828,0.11109260,2.19770863
-5.11155578,4.34483753,0.00833578,0.56724984,0.86688851,0.59641757,0.86545281,0.40949620,0.11197085,2.18708844
-5.10555278,4.32176540,0.00829945,0.56330246,0.86457613,0.59328543,0.85864596,0.40775190,0.11301401,2.17794972
-5.09954977,4.30359652,0.00829835,0.56069542,0.86314816,0.59112780,0.85410419,0.40715922,0.11419628,2.17035338
-5.09354677,4.29032215,0.00833353,0.55942668,0.86254620,0.59001409,0.85182529,0.40768457,0.11548739,2.16429680
-5.08754377,4.28186546,0.00840540,0.55950528,0.86268394,0.58998990,0.85180056,0.40930566,0.11685371,2.15971870
-5.08154077,4.27808532,0.00851373,0.56094835,0.86345309,0.59107534,0.85401251,0.41201000,0.11825941,2.15650546
-5.07553777,4.27878157,0.00865770,0.56377804,0.86472946,0.59326416,0.85843260,0.41579341,0.11966765,2.15449853
-5.06953477,4.28370115,0.00883590,0.56801843,0.86637882,0.59652351,0.86501922,0.42065831,0.12104176,2.15350233
-5.06353177,4.29254469,0.00904640,0.57369249,0.86826233,0.60079456,0.87371594,0.42661204,0.12234636,2.15329236
-5.05752876,4.30497317,0.00928676,0.58081921,0.87024141,0.60599379,0.88445013,0.43366504,0.12354842,2.15362327
-5.05152576,4.32061470,0.00955415,0.58941094,0.87218172,0.61201497,0.89713204,0.44182900,0.12461805,2.15423644
-5.04552276,4.33907100,0.00984539,0.59947110,0.87395642,0.61873177,0.91165455,0.45111505,0.12552927,2.15486721
-5.03951976,4.35992382,0.01015699,0.61099224,0.87544859,0.62600091,0.92789341,0.46153191,0.12626050,2.15525148
-5.03351676,4.38274111,0.01048528,0.62395451,0.87655294,0.63366576,0.94570835,0.47308413,0.12679488,2.15513171
-5.02751376,4.40708310,0.01082645,0.63832460,0.87717682,0.64156016,0.96494466,0.48577025,0.12712037,2.15426235
-5.02151076,4.43250800,0.01117661,0.65405505,0.87724070,0.64951256,0.98543555,0.49958118,0.12722973,2.15241460
-5.01550775,4.45857746,0.01153188,0.67108391,0.87667829,0.65735008,1.00700482,0.51449847,0.12712029,2.14938057
-5.00950475,4.48486152,0.01188840,0.68933470,0.87543618,0.66490245,1.02946994,0.53049275,0.12679356,2.14497681
-5.00350175,4.51094288,0.01224243,0.70871654,0.87347339,0.67200583,1.05264516,0.54752212,0.12625476,2.13904713
-4.99749875,4.53642025,0.01259034,0.72912444,0.87076064,0.67850608,1.07634458,0.56553067,0.12551224,2.13146470
-4.99149575,4.56091071,0.01292867,0.75043956,0.86727962,0.68426174,1.10038480,0.58444710,0.12457684,2.12213335
-4.98549275,4.58405086,0.01325412,0.77252952,0.86302205,0.68914638,1.12458720,0.60418336,0.12346124,2.11098803
-4.97948974,4.60549676,0.01356357,0.79524861,0.85798882,0.69305036,1.14877949,0.62463364,0.12217929,2.09799446
-4.97348674,4.62492286,0.01385411,0.81843803,0.85218907,0.69588219,1.17279665,0.64567354,0.12074535,2.08314794
-4.96748374,4.64202002,0.01412296,0.84192623,0.84563926,0.69756916,1.19648121,0.66715964,0.11917375,2.06647142
-4.96148074,4.65649315,0.01436757,0.86552931,0.83836230,0.69805768,1.21968301,0.68892963,0.11747824,2.04801293
-4.95547774,4.66805889,0.01458554,0.88905186,0.83038681,0.69731318,1.24225849,0.71080300,0.11567159,2.02784269
-4.94947474,4.67644405,0.01477467,0.91228815,0.82174640,0.69531983,1.26407000,0.73258253,0.11376527,2.00604980
-4.94347174,4.68138521,0.01493293,0.93502405,0.81247923,0.69208004,1.28498513,0.75405661,0.11176926,1.98273912
-4.93746873,4.68263032,0.01505852,0.95703966,0.80262762,0.68761403,1.30487654,0.77500248,0.10969196,1.95802832
-4.93146573,4.67994256,0.01514987,0.97811290,0.79223802,0.68195944,1.32362242,0.79519040,0.10754026,1.93204541
-4.92546273,4.67310694,0.01520566,0.99802397,0.78136105,0.67517109,1.34110796,0.81438874,0.10531970,1.90492694
-4.91945973,4.66193960,0.01522489,1.01656084,0.77005189,0.66732093,1.35722777,0.83236988,0.10303469,1.87681696
-4.91345673,4.64629974,0.01520690,1.03352543,0.75837069,0.65849818,1.37188943,0.84891671,0.10068894,1.84786676
-4.90745373,4.62610371,0.01515144,1.04874059,0.74638313,0.64880961,1.38501806,0.86382967,0.09828581,1.81823548
-4.90145073,4.60134055,0.01505866,1.06205732,0.73416104,0.63837994,1.39656172,0.87693383,0.09582882,1.78809128
-4.89544772,4.57208813,0.01492920,1.07336213,0.72178280,0.62735218,1.40649729,0.88808586,0.09332209,1.75761311
-4.88944472,4.53852868,0.01476419,1.08258392,0.70933372,0.61588783,1.41483647,0.89718048,0.09077082,1.72699261
-4.88344172,4.50096270,0.01456526,1.08970017,0.69690596,0.60416690,1.42163152,0.90415598,0.08818175,1.69643608
-4.87743872,4.45981986,0.01433456,1.09474179,0.68459824,0.59238737,1.42698005,0.90899862,0.08556343,1.66616615
-4.87143572,4.41566589,0.01407470,1.09779639,0.67251503,0.58076434,1.43102846,0.91174534,0.08292657,1.63642281
-4.86543272,4.36920444,0.01378875,1.09900944,0.66076528,0.56952839,1.43397362,0.91248486,0.08028416,1.60746369
-4.85942971,4.32127316,0.01348017,1.09858322,0.64946081,0.55892335,1.43606228,0.91135666,0.07765151,1.57956336
-4.85342671,4.27283362,0.01315275,1.09677326,0.63871414,0.54920345,1.43758796,0.90854800,0.07504620,1.55301150
-4.84742371,4.22495487,0.01281052,1.09388220,0.62863614,0.54062961,1.43888526,0.90428887,0.07248782,1.52810994
-4.84142071,4.17879105,0.01245766,1.09025136,0.61933332,0.53346533,1.44032153,0.89884502,0.06999768,1.50516862
-4.83541771,4.13555356,0.01209845,1.08624997,0.61090510,0.52797194,1.44228607,0.89250932,0.06759839,1.48450056
-4.82941471,4.09647881,0.01173709,1.08226278,0.60344103,0.52440353,1.44517733,0.88559172,0.06531334,1.46641596
-4.82341171,4.06279285,0.01137773,1.07867619,0.59701822,0.52300175,1.44938853,0.87840833,0.06316614,1.45121580
-4.81740870,4.03567428,0.01102427,1.07586381,0.59169899,0.52399052,1.45529240,0.87126996,0.06118001,1.43918503
-4.81140570,4.01621728,0.01068040,1.07417199,0.58752890,0.52757111,1.46322580,0.86447074,0.05937717,1.43058577
-4.80540270,4.00539624,0.01034946,1.07390603,0.58453531,0.53391746,1.47347501,0.85827741,0.05777823,1.42565075
-4.79939970,4.00403389,0.01003446,1.07531794,0.58272635,0.54317233,1.48626264,0.85291961,0.05640164,1.42457725
-4.79339670,4.01277448,0.00973801,1.07859622,0.58209056,0.55544399,1.50173680,0.84858196,0.05526320,1.42752179
-4.78739370,4.03206325,0.00946233,1.08385847,0.58259702,0.57080407,1.51996346,0.84539812,0.05437561,1.43459590
-4.78139070,4.06213349,0.00920925,1.09114719,0.58419606,0.58928616,1.54092242,0.84344726,0.05374812,1.44586292
-4.77538769,4.10300165,0.00898022,1.10042919,0.58682047,0.61088563,1.56450747,0.84275318,0.05338633,1.46133607
-4.76938469,4.15447113,0.00877632,1.11159868,0.59038714,0.63556027,1.59053087,0.84328618,0.05329197,1.48097790
-4.76338169,4.21614428,0.00859830,1.12448414,0.59479914,0.66323195,1.61873219,0.84496754,0.05346293,1.50470085
-4.75737869,4.28744229,0.00844659,1.13885853,0.59994804,0.69378897,1.64879124,0.84767659,0.05389318,1.53236908
-4.75137569,4.36763189,0.00832135,1.15445265,0.60571651,0.72708901,1.68034463,0.85125991,0.05457301,1.56380130
-4.74537269,4.45585746,0.00822249,1.17097089,0.61198097,0.76296248,1.71300525,0.85554227,0.05548909,1.59877436
-4.73936968,4.55117679,0.00814968,1.18810869,0.61861436,0.80121588,1.74638376,0.86033885,0.05662483,1.63702740
-4.73336668,4.65259883,0.00810242,1.20557083,0.62548872,0.84163520,1.78011108,0.86546800,0.05796057,1.67826631
-4.72736368,4.75912114,0.00807998,1.22308961,0.63247774,0.88398886,1.81386077,0.87076396,0.05947397,1.72216815
-4.72136068,4.86976521,0.00808152,1.24044206,0.63945896,0.92803019,1.84737005,0.87608899,0.06114035,1.76838528
-4.71535768,4.98360782,0.00810600,1.25746524,0.64631562,0.97349929,1.88045851,0.88134411,0.06293308,1.81654901
-4.70935468,5.09980669,0.00815225,1.27406879,0.65293821,1.02012415,1.91304332,0.88647798,0.06482393,1.86627256
-4.70335168,5.21761941,0.00821895,1.29024410,0.65922539,1.06762109,1.94515011,0.89149351,0.06678353,1.91715320
-4.69734867,5.33641464,0.00830464,1.30606956,0.66508459,1.11569472,1.97691895,0.89645176,0.06878174,1.96877371
-4.69134567,5.45567540,0.00840771,1.32171162,0.67043201,1.16403736,2.00860480,0.90147295,0.07078810,2.02070308
-4.68534267,5.57499453,0.00852642,1.33742141,0.67519218,1.21232848,2.04057245,0.90673451,0.07277224,2.07249677
-4.67933967,5.69406313,0.00865888,1.35352715,0.67929718,1.26023416,2.07328582,0.91246615,0.07470429,2.12369677
-4.67333667,5.81265291,0.00880309,1.37042254,0.68268548,1.30740722,2.10729218,0.91894224,0.07655539,2.17383183
-4.66733367,5.93059400,0.00895691,1.38855161,0.68530065,1.35348802,2.14320153,0.92647176,0.07829807,2.22241821
-4.66133067,6.04774979,0.00911809,1.40839064,0.68709001,1.39810652,2.18166227,0.93538610,0.07990675,2.26896148
-4.65532766,6.16399068,0.00928433,1.43042781,0.68800344,1.44088570,2.22333373,0.94602541,0.08135811,2.31295950
-4.64932466,6.27916850,0.00945323,1.45514148,0.68799237,1.48144656,2.26885676,0.95872381,0.08263159,2.35390717
-4.64332166,6.39309311,0.00962239,1.48297780,0.68700926,1.51941471,2.31882343,0.97379406,0.08370975,2.39130295
