energy_ev,total_up,C_s_up,C_p_up,Hf_p_up,Hf_d_up,Ni_p_up,Ni_d_up,Te_p_up,Te_d_up
-5.63381691,1.70614316,0.01194132,0.03244479,0.44545775,0.23799053,0.75304537,0.63630580,1.12502845,0.00000000
-5.62781391,1.67252791,0.01087111,0.03294272,0.43197006,0.24271775,0.73509587,0.60865373,1.10379446,0.00000000
-5.62181091,1.63630426,0.00983691,0.03344720,0.41782129,0.24662168,0.71544791,0.58166992,1.07998636,0.00000000
-5.61580790,1.59792387,0.00884711,0.03397711,0.40314733,0.24967727,0.69430521,0.55572695,1.05380971,0.00000000
-5.60980490,1.55787017,0.00790869,0.03455467,0.38808633,0.25188381,0.67188122,0.53117390,1.02549444,0.00000000
-5.60380190,1.51666251,0.00702718,0.03520535,0.37277824,0.25326718,0.64839914,0.50833645,0.99529830,0.00000000
-5.59779890,1.47485990,0.00620663,0.03595774,0.35736465,0.25388094,0.62409226,0.48751777,0.96351036,0.00000000
-5.59179590,1.43306336,0.00544962,0.03684308,0.34198871,0.25380650,0.59920428,0.46899993,0.93045368,0.00000000
-5.58579290,1.39191588,0.00475740,0.03789479,0.32679508,0.25315207,0.57398943,0.45304531,0.89648692,0.00000000
-5.57978989,1.35209968,0.00412998,0.03914768,0.31192969,0.25205042,0.54871202,0.43989768,0.86200431,0.00000000
-5.57378689,1.31433004,0.00356625,0.04063704,0.29753912,0.25065541,0.52364525,0.42978262,0.82743379,0.00000000
-5.56778389,1.27934584,0.00306419,0.04239753,0.28376960,0.24913755,0.49906921,0.42290714,0.79323317,0.00000000
-5.56178089,1.24789674,0.00262100,0.04446196,0.27076560,0.24767858,0.47526787,0.41945838,0.75988433,0.00000000
-5.55577789,1.22072770,0.00223331,0.04685995,0.25866792,0.24646538,0.45252537,0.41960146,0.72788563,0.00000000
-5.54977489,1.19856124,0.00189732,0.04961654,0.24761147,0.24568347,0.43112145,0.42347656,0.69774298,0.00000000
-5.54377189,1.18207868,0.00160900,0.05275081,0.23772272,0.24551039,0.41132639,0.43119557,0.66995973,0.00000000
-5.53776888,1.17190103,0.00136414,0.05627464,0.22911711,0.24610927,0.39339578,0.44283849,0.64502624,0.00000000
-5.53176588,1.16857097,0.00115859,0.06019150,0.22189639,0.24762288,0.37756515,0.45845014,0.62340937,0.00000000
-5.52576288,1.17253662,0.00098825,0.06449557,0.21614629,0.25016843,0.36404509,0.47803725,0.60554251,0.00000000
-5.51975988,1.18413839,0.00084922,0.06917102,0.21193448,0.25383347,0.35301678,0.50156654,0.59181674,0.00000000
-5.51375688,1.20359944,0.00073784,0.07419175,0.20930902,0.25867291,0.34462849,0.52896390,0.58257329,0.00000000
-5.50775388,1.23102039,0.00065072,0.07952133,0.20829750,0.26470744,0.33899302,0.56011497,0.57809771,0.00000000
-5.50175088,1.26637859,0.00058478,0.08511349,0.20890678,0.27192329,0.33618622,0.59486715,0.57861597,0.00000000
-5.49574787,1.30953184,0.00053724,0.09091285,0.21112341,0.28027340,0.33624667,0.63303308,0.58429224,0.00000000
-5.48974487,1.36022637,0.00050567,0.09685612,0.21491479,0.28967987,0.33917647,0.67439547,0.59522851,0.00000000
-5.48374187,1.41810831,0.00048793,0.10287360,0.22023073,0.30003750,0.34494299,0.71871296,0.61146570,0.00000000
-5.47773887,1.48273814,0.00048216,0.10889100,0.22700562,0.31121828,0.35348135,0.76572686,0.63298588,0.00000000
-5.47173587,1.55360684,0.00048679,0.11483138,0.23516078,0.32307652,0.36469757,0.81516818,0.65971541,0.00000000
-5.46573287,1.63015287,0.00050052,0.12061734,0.24460696,0.33545431,0.37847191,0.86676461,0.69152836,0.00000000
-5.45972986,1.71177895,0.00052224,0.12617319,0.25524676,0.34818711,0.39466242,0.92024708,0.72825003,0.00000000
-5.45372686,1.79786736,0.00055109,0.13142705,0.26697687,0.36110911,0.41310811,0.97535532,0.76966017,0.00000000
-5.44772386,1.88779319,0.00058637,0.13631286,0.27968988,0.37405810,0.43363193,1.03184220,0.81549553,0.00000000
-5.44172086,1.98093463,0.00062753,0.14077210,0.29327562,0.38687966,0.45604306,1.08947655,0.86545179,0.00000000
-5.43571786,2.07668000,0.00067420,0.14475524,0.30762196,0.39943053,0.48013862,1.14804431,0.91918464,0.00000000
-5.42971486,2.17443122,0.00072609,0.14822282,0.32261502,0.41158091,0.50570468,1.20734794,0.97631013,0.00000000
-5.42371186,2.27360401,0.00078301,0.15114610,0.33813885,0.42321591,0.53251666,1.26720427,1.03640467,0.00000000
-5.41770885,2.37362515,0.00084485,0.15350735,0.35407463,0.43423589,0.56033925,1.32744101,1.09900458,0.00000000
-5.41170585,2.47392729,0.00091155,0.15529965,0.37029957,0.44455597,0.58892596,1.38789209,1.16360605,0.00000000
-5.40570285,2.57394244,0.00098308,0.15652635,0.38668563,0.45410480,0.61801857,1.44839249,1.22966547,0.00000000
-5.39969985,2.67309480,0.00105941,0.15720017,0.40309823,0.46282274,0.64734673,1.50877276,1.29660088,0.00000000
-5.39369685,2.77079397,0.00114049,0.15734206,0.41939524,0.47065973,0.67662791,1.56885379,1.36379470,0.00000000
-5.38769385,2.86642958,0.00122623,0.15697975,0.43542632,0.47757298,0.70556801,1.62844227,1.43059825,0.00000000
-5.38169085,2.95936799,0.00131646,0.15614628,0.45103284,0.48352475,0.73386278,1.68732712,1.49633798,0.00000000
-5.37568784,3.04895179,0.00141094,0.15487847,0.46604850,0.48848048,0.76120017,1.74527711,1.56032387,0.00000000
-5.36968484,3.13450239,0.00150931,0.15321533,0.48030074,0.49240725,0.78726374,1.80204000,1.62185947,0.00000000
-5.36368184,3.21532592,0.00161108,0.15119674,0.49361298,0.49527288,0.81173712,1.85734292,1.68025374,0.00000000
-5.35767884,3.29072216,0.00171563,0.14886214,0.50580761,0.49704562,0.83430936,1.91089415,1.73483407,0.00000000
-5.35167584,3.35999620,0.00182217,0.14624955,0.51670970,0.49769444,0.85468113,1.96238602,1.78495997,0.00000000
-5.34567284,3.42247201,0.00192976,0.14339483,0.52615123,0.49718999,0.87257134,2.01149851,1.83003701,0.00000000
-5.33966983,3.47750740,0.00203732,0.14033112,0.53397575,0.49550599,0.88772409,2.05790349,1.86953015,0.00000000
-5.33366683,3.52450911,0.00214360,0.13708863,0.54004309,0.49262102,0.89991549,2.10126898,1.90297585,0.00000000
-5.32766383,3.56294745,0.00224723,0.13369465,0.54423406,0.48852057,0.90895999,2.14126340,1.92999248,0.00000000
-5.32166083,3.59236938,0.00234674,0.13017377,0.54645475,0.48319910,0.91471601,2.17755931,1.95028824,0.00000000
-5.31565783,3.61240944,0.00244059,0.12654829,0.54664028,0.47666205,0.91709039,2.20983671,1.96366645,0.00000000
-5.30965483,3.62279793,0.00252719,0.12283869,0.54475782,0.46892754,0.91604152,2.23778572,1.97002774,0.00000000
-5.30365183,3.62336596,0.00260494,0.11906431,0.54080855,0.46002775,0.91158102,2.26110874,1.96936924,0.00000000
-5.29764882,3.61404736,0.00267232,0.11524391,0.53482871,0.45000970,0.90377363,2.27952224,1.96178074,0.00000000
-5.29164582,3.59487753,0.00272787,0.11139631,0.52688942,0.43893560,0.89273561,2.29275844,1.94743825,0.00000000
-5.28564282,3.56598953,0.00277031,0.10754092,0.51709542,0.42688248,0.87863142,2.30056715,1.92659521,0.00000000
-5.27963982,3.52760791,0.00279852,0.10369812,0.50558273,0.41394135,0.86166909,2.30271807,1.89957203,0.00000000
-5.27363682,3.48004098,0.00281162,0.09988959,0.49251529,0.40021575,0.84209426,2.29900381,1.86674455,0.00000000
-5.26763382,3.42367194,0.00280899,0.09613842,0.47808080,0.38581982,0.82018334,2.28924384,1.82853195,0.00000000
-5.26163082,3.35894968,0.00279031,0.09246901,0.46248581,0.37087608,0.79623599,2.27328944,1.78538490,0.00000000
-5.25562781,3.28637968,0.00275555,0.08890692,0.44595040,0.35551284,0.77056725,2.25102969,1.73777436,0.00000000
-5.24962481,3.20651546,0.00270503,0.08547836,0.42870249,0.33986152,0.74349968,2.22239822,1.68618152,0.00000000
-5.24362181,3.11995085,0.00263935,0.08220975,0.41097211,0.32405389,0.71535571,2.18738053,1.63108926,0.00000000
-5.23761881,3.02731321,0.00255942,0.07912695,0.39298578,0.30821938,0.68645053,2.14602144,1.57297530,0.00000000
-5.23161581,2.92925756,0.00246643,0.07625450,0.37496112,0.29248257,0.65708576,2.09843203,1.51230700,0.00000000
-5.22561281,2.82646144,0.00236181,0.07361482,0.35710200,0.27696088,0.62754393,2.04479583,1.44953793,0.00000000
-5.21960980,2.71962032,0.00224718,0.07122729,0.33959419,0.26176259,0.59808397,1.98537329,1.38510579,0.00000000
-5.21360680,2.60944309,0.00212431,0.06910746,0.32260173,0.24698521,0.56893786,1.92050439,1.31943160,0.00000000
-5.20760380,2.49664760,0.00199509,0.06726627,0.30626409,0.23271418,0.54030818,1.85060878,1.25291971,0.00000000
-5.20160080,2.38195568,0.00186142,0.06570945,0.29069412,0.21902206,0.51236682,1.77618312,1.18595833,0.00000000
-5.19559780,2.26608768,0.00172523,0.06443703,0.27597690,0.20596801,0.48525459,1.69779565,1.11892029,0.00000000
-5.18959480,2.14975627,0.00158835,0.06344308,0.26216937,0.19359774,0.45908177,1.61607791,1.05216362,0.00000000
-5.18359180,2.03365971,0.00145256,0.06271567,0.24930088,0.18194381,0.43392935,1.53171380,0.98603185,0.00000000
-5.17758879,1.91847449,0.00131945,0.06223707,0.23737447,0.17102627,0.40985098,1.44542653,0.92085384,0.00000000
-5.17158579,1.80484787,0.00119048,0.06198425,0.22636888,0.16085362,0.38687549,1.35796378,0.85694295,0.00000000
-5.16558279,1.69339034,0.00106688,0.06192956,0.21624120,0.15142402,0.36500973,1.27008181,0.79459576,0.00000000
-5.15957979,1.58466864,0.00094970,0.06204173,0.20693008,0.14272679,0.34424182,1.18252928,0.73409027,0.00000000
-5.15357679,1.47919951,0.00083976,0.06228696,0.19835933,0.13474401,0.32454451,1.09603124,0.67568380,0.00000000
-5.14757379,1.37744471,0.00073768,0.06263023,0.19044185,0.12745230,0.30587871,1.01127432,0.61961068,0.00000000
-5.14157079,1.27980737,0.00064387,0.06303675,0.18308367,0.12082460,0.28819694,0.92889345,0.56608004,0.00000000
-5.13556778,1.18663017,0.00055857,0.06347329,0.17618808,0.11483196,0.27144676,0.84946067,0.51527386,0.00000000
-5.12956478,1.09819517,0.00048184,0.06390962,0.16965960,0.10944529,0.25557396,0.77347660,0.46734539,0.00000000
-5.12356178,1.01472551,0.00041362,0.06431977,0.16340773,0.10463694,0.24052554,0.70136450,0.42241821,0.00000000
-5.11755878,0.93638866,0.00035373,0.06468311,0.15735029,0.10038202,0.22625240,0.63346725,0.38058603,0.00000000
-5.11155578,0.86330119,0.00030191,0.06498518,0.15141636,0.09665962,0.21271162,0.57004698,0.34191311,0.00000000
-5.10555278,0.79553462,0.00025787,0.06521830,0.14554859,0.09345355,0.19986834,0.51128738,0.30643562,0.00000000
-5.09954977,0.73312211,0.00022126,0.06538179,0.13970495,0.09075291,0.18769725,0.45729812,0.27416361,0.00000000
-5.09354677,0.67606547,0.00019177,0.06548187,0.13385976,0.08855220,0.17618353,0.40812120,0.24508364,0.00000000
-5.08754377,0.62434227,0.00016909,0.06553125,0.12800414,0.08685123,0.16532345,0.36373873,0.21916202,0.00000000
-5.08154077,0.57791263,0.00015297,0.06554841,0.12214576,0.08565458,0.15512442,0.32408157,0.19634826,0.00000000
-5.07553777,0.53672529,0.00014322,0.06555658,0.11630800,0.08497086,0.14560470,0.28903853,0.17657885,0.00000000
-5.06953477,0.50072294,0.00013971,0.06558258,0.11052861,0.08481176,0.13679266,0.25846560,0.15978101,0.00000000
-5.06353177,0.46984640,0.00014242,0.06565541,0.10485793,0.08519089,0.12872581,0.23219482,0.14587623,0.00000000
-5.05752876,0.44403771,0.00015139,0.06580491,0.09935670,0.08612256,0.12144946,0.21004248,0.13478360,0.00000000
-5.05152576,0.42324203,0.00016674,0.06606033,0.09409374,0.08762058,0.11501526,0.19181642,0.12642256,0.00000000
-5.04552276,0.40740845,0.00018868,0.06644905,0.08914338,0.08969703,0.10947951,0.17732220,0.12071508,0.00000000
-5.03951976,0.39648967,0.00021748,0.06699549,0.08458298,0.09236131,0.10490149,0.16636801,0.11758723,0.00000000
-5.03351676,0.39044081,0.00025344,0.06772019,0.08049037,0.09561921,0.10134169,0.15876830,0.11696986,0.00000000
-5.02751376,0.38921743,0.00029690,0.06863927,0.07694159,0.09947234,0.09886005,0.15434622,0.11879862,0.00000000
-5.02151076,0.39277288,0.00034822,0.06976409,0.07400870,0.10391778,0.09751435,0.15293472,0.12301309,0.00000000
-5.01550775,0.40105524,0.00040770,0.07110129,0.07175794,0.10894795,0.09735858,0.15437666,0.12955531,0.00000000
-5.00950475,0.41400391,0.00047562,0.07265317,0.07024811,0.11455083,0.09844151,0.15852390,0.13836748,0.00000000
-5.00350175,0.43154611,0.00055217,0.07441828,0.06952935,0.12071033,0.10080532,0.16523570,0.14938923,0.00000000
-4.99749875,0.45359332,0.00063740,0.07639230,0.06964216,0.12740692,0.10448444,0.17437640,0.16255436,0.00000000
-4.99149575,0.48003789,0.00073126,0.07856904,0.07061677,0.13461832,0.10950440,0.18581288,0.17778741,0.00000000
-4.98549275,0.51074995,0.00083350,0.08094164,0.07247286,0.14232033,0.11588099,0.19941166,0.19500001,0.00000000
-4.97948974,0.54557460,0.00094370,0.08350370,0.07521945,0.15048767,0.12361938,0.21503619,0.21408741,0.00000000
-4.97348674,0.58432983,0.00106123,0.08625045,0.07885527,0.15909473,0.13271355,0.23254427,0.23492530,0.00000000
-4.96748374,0.62680489,0.00118523,0.08917979,0.08336918,0.16811630,0.14314573,0.25178590,0.25736704,0.00000000
-4.96148074,0.67275957,0.00131463,0.09229313,0.08874099,0.17752800,0.15488608,0.27260170,0.28124165,0.00000000
-4.95547774,0.72192427,0.00144817,0.09559609,0.09494238,0.18730670,0.16789254,0.29482207,0.30635257,0.00000000
-4.94947474,0.77400104,0.00158437,0.09909885,0.10193815,0.19743063,0.18211082,0.31826706,0.33247740,0.00000000
-4.94347174,0.82866571,0.00172163,0.10281633,0.10968749,0.20787925,0.19747459,0.34274722,0.35936874,0.00000000
-4.93746873,0.88557091,0.00185819,0.10676801,0.11814550,0.21863302,0.21390595,0.36806525,0.38675614,0.00000000
-4.93146573,0.94435028,0.00199225,0.11097752,0.12726474,0.22967287,0.23131598,0.39401854,0.41434916,0.00000000
-4.92546273,1.00462354,0.00212198,0.11547196,0.13699685,0.24097963,0.24960560,0.42040252,0.44184158,0.00000000
-4.91945973,1.06600246,0.00224557,0.12028108,0.14729419,0.25253327,0.26866662,0.44701462,0.46891652,0.00000000
-4.91345673,1.12809752,0.00236135,0.12543619,0.15811133,0.26431219,0.28838292,0.47365877,0.49525254,0.00000000
-4.90745373,1.19052502,0.00246778,0.13096901,0.16940647,0.27629242,0.30863187,0.50015022,0.52053025,0.00000000
-4.90145073,1.25291442,0.00256358,0.13691048,0.18114257,0.28844698,0.32928581,0.52632038,0.54443953,0.00000000
-4.89544772,1.31491569,0.00264772,0.14328951,0.19328829,0.30074538,0.35021373,0.55202156,0.56668680,0.00000000
-4.88944472,1.37620619,0.00271949,0.15013178,0.20581844,0.31315321,0.37128287,0.57713122,0.58700233,0.00000000
-4.88344172,1.43649697,0.00277853,0.15745862,0.21871413,0.32563210,0.39236043,0.60155561,0.60514711,0.00000000
-4.87743872,1.49553803,0.00282484,0.16528602,0.23196238,0.33813983,0.41331520,0.62523240,0.62091916,0.00000000
-4.87143572,1.55312242,0.00285879,0.17362375,0.24555529,0.35063081,0.43401909,0.64813237,0.63415903,0.00000000
-4.86543272,1.60908881,0.00288109,0.18247469,0.25948871,0.36305674,0.45434851,0.67025968,0.64475413,0.00000000
-4.85942971,1.66332248,0.00289276,0.19183432,0.27376050,0.37536766,0.47418561,0.69165094,0.65264191,0.00000000
-4.85342671,1.71575462,0.00289508,0.20169035,0.28836832,0.38751311,0.49341921,0.71237278,0.65781168,0.00000000
-4.84742371,1.76635980,0.00288956,0.21202261,0.30330725,0.39944359,0.51194563,0.73251818,0.66030491,0.00000000
-4.84142071,1.81515192,0.00287782,0.22280307,0.31856710,0.41111202,0.52966913,0.75220148,0.66021416,0.00000000
-4.83541771,1.86217860,0.00286155,0.23399599,0.33412977,0.42247535,0.54650215,0.77155246,0.65768055,0.00000000
-4.82941471,1.90751425,0.00284243,0.24555827,0.34996667,0.43349603,0.56236538,0.79070947,0.65288988,0.00000000
-4.82341171,1.95125233,0.00282203,0.25743991,0.36603644,0.44414340,0.57718745,0.80981219,0.64606756,0.00000000
-4.81740870,1.99349685,0.00280176,0.26958458,0.38228309,0.45439488,0.59090466,0.82899417,0.63747255,0.00000000
-4.81140570,2.03435385,0.00278278,0.28193026,0.39863469,0.46423674,0.60346046,0.84837553,0.62739038,0.00000000
-4.80540270,2.07392301,0.00276599,0.29441001,0.41500279,0.47366465,0.61480487,0.86805637,0.61612576,0.00000000
-4.79939970,2.11228990,0.00275194,0.30695276,0.43128262,0.48268369,0.62489404,0.88811092,0.60399468,0.00000000
-4.79339670,2.14951928,0.00274087,0.31948412,0.44735405,0.49130788,0.63368975,0.90858312,0.59131662,0.00000000
-4.78739370,2.18564976,0.00273265,0.33192728,0.46308350,0.49955931,0.64115911,0.92948353,0.57840678,0.00000000
-4.78139070,2.22068996,0.00272683,0.34420377,0.47832652,0.50746672,0.64727446,0.95078801,0.56556885,0.00000000
-4.77538769,2.25461647,0.00272267,0.35623439,0.49293109,0.51506364,0.65201343,0.97243810,0.55308837,0.00000000
-4.76938469,2.28737348,0.00271918,0.36793987,0.50674148,0.52238618,0.65535929,0.99434322,0.54122681,0.00000000
-4.76338169,2.31887415,0.00271516,0.37924164,0.51960243,0.52947048,0.65730150,1.01638435,0.53021672,0.00000000
-4.75737869,2.34900351,0.00270929,0.39006244,0.53136349,0.53634993,0.65783642,1.03841923,0.52025773,0.00000000
-4.75137569,2.37762252,0.00270020,0.40032676,0.54188334,0.54305231,0.65696820,1.06028864,0.51151379,0.00000000
-4.74537269,2.40457310,0.00268651,0.40996134,0.55103375,0.54959699,0.65470973,1.08182336,0.50411126,0.00000000
-4.73936968,2.42968373,0.00266695,0.41889541,0.55870319,0.55599221,0.65108355,1.10285148,0.49813820,0.00000000
-4.73336668,2.45277514,0.00264037,0.42706091,0.56479966,0.56223272,0.64612273,1.12320562,0.49364446,0.00000000
-4.72736368,2.47366589,0.00260583,0.43439265,0.56925287,0.56829781,0.63987149,1.14272956,0.49064264,0.00000000
-4.72136068,2.49217744,0.00256263,0.44082839,0.57201555,0.57414993,0.63238563,1.16128407,0.48910974,0.00000000
-4.71535768,2.50813858,0.00251034,0.44630901,0.57306392,0.57973390,0.62373264,1.17875151,0.48898944,0.00000000
-4.70935468,2.52138905,0.00244881,0.45077869,0.57239735,0.58497693,0.61399142,1.19503906,0.49019474,0.00000000
-4.70335168,2.53178236,0.00237818,0.45418521,0.57003734,0.58978940,0.60325175,1.21008053,0.49261098,0.00000000
-4.69734867,2.53918803,0.00229886,0.45648043,0.56602593,0.59406652,0.59161334,1.22383671,0.49609911,0.00000000
-4.69134567,2.54349327,0.00221155,0.45762101,0.56042364,0.59769083,0.57918466,1.23629447,0.50049911,0.00000000
-4.68534267,2.54460452,0.00211712,0.45756933,0.55330726,0.60053539,0.56608158,1.24746479,0.50563347,0.00000000
-4.67933967,2.54244905,0.00201666,0.45629463,0.54476756,0.60246788,0.55242577,1.25738013,0.51131081,0.00000000
-4.67333667,2.53697696,0.00191140,0.45377449,0.53490706,0.60335510,0.53834324,1.26609132,0.51732957,0.00000000
-4.66733367,2.52816385,0.00180266,0.44999637,0.52383811,0.60306807,0.52396279,1.27366460,0.52348170,0.00000000
-4.66133067,2.51601419,0.00169181,0.44495937,0.51168124,0.60148724,0.50941467,1.28017892,0.52955652,0.00000000
-4.65532766,2.50056565,0.00158023,0.43867600,0.49856391,0.59850789,0.49482938,1.28572398,0.53534462,0.00000000
-4.64932466,2.48189418,0.00146927,0.43117385,0.48461960,0.59404526,0.48033674,1.29039908,0.54064181,0.00000000
-4.64332166,2.46011960,0.00136025,0.42249713,0.46998726,0.58803924,0.46606521,1.29431302,0.54525322,0.00000000
