energy_ev,total_up,In_p_up,In_d_up,Os_p_up,Os_d_up,Se_s_up,Se_p_up
-6.00000000,0.66798103,0.03187710,0.00395253,0.42809502,0.22550922,0.00322880,0.08773895
-5.99399700,0.68145260,0.03399001,0.00398595,0.43239921,0.23610548,0.00352245,0.08899086
-5.98799400,0.70237379,0.03664296,0.00406523,0.44208275,0.24912234,0.00385562,0.09160881
-5.98199100,0.72991397,0.03980110,0.00418522,0.45656727,0.26431664,0.00422428,0.09545519
-5.97598799,0.76316316,0.04342168,0.00434025,0.47521489,0.28141350,0.00462354,0.10037624
-5.96998499,0.80114291,0.04745393,0.00452420,0.49733730,0.30010793,0.00504767,0.10620405
-5.96398199,0.84281762,0.05183911,0.00473063,0.52220516,0.32006679,0.00549016,0.11275870
-5.95797899,0.88710682,0.05651077,0.00495284,0.54905824,0.34093151,0.00594382,0.11985067
-5.95197599,0.93289865,0.06139518,0.00518397,0.57711637,0.36232160,0.00640087,0.12728369
-5.94597299,0.97906498,0.06641214,0.00541717,0.60559132,0.38383921,0.00685308,0.13485776
-5.93996998,1.02447820,0.07147604,0.00564562,0.63369973,0.40507474,0.00729200,0.14237269
-5.93396698,1.06802961,0.07649724,0.00586276,0.66067687,0.42561353,0.00770907,0.14963181
-5.92796398,1.10864932,0.08138375,0.00606234,0.68579103,0.44504350,0.00809593,0.15644594
-5.92196098,1.14532701,0.08604315,0.00623856,0.70835824,0.46296369,0.00844457,0.16263744
-5.91595798,1.17713311,0.09038476,0.00638625,0.72775679,0.47899329,0.00874759,0.16804422
-5.90995498,1.20323947,0.09432183,0.00650090,0.74344103,0.49278088,0.00899843,0.17252355
-5.90395198,1.22293885,0.09777389,0.00657883,0.75495386,0.50401364,0.00919153,0.17595543
-5.89794897,1.23566214,0.10066898,0.00661725,0.76193736,0.51242595,0.00932256,0.17824555
-5.89194597,1.24099257,0.10294570,0.00661431,0.76414096,0.51780702,0.00938849,0.17932744
-5.88594297,1.23867613,0.10455506,0.00656915,0.76142678,0.52000729,0.00938773,0.17916390
-5.87993997,1.22862742,0.10546198,0.00648191,0.75377165,0.51894306,0.00932017,0.17774748
-5.87393697,1.21093074,0.10564636,0.00635369,0.74126578,0.51459930,0.00918714,0.17510009
-5.86793397,1.18583596,0.10510369,0.00618652,0.72410798,0.50703030,0.00899141,0.17127161
-5.86193097,1.15374946,0.10384517,0.00598324,0.70259754,0.49635822,0.00873704,0.16633768
-5.85592796,1.11522027,0.10189734,0.00574745,0.67712312,0.48276947,0.00842924,0.16039667
-5.84992496,1.07092208,0.09930121,0.00548335,0.64814921,0.46650919,0.00807420,0.15356603
-5.84392196,1.02163185,0.09611094,0.00519558,0.61620047,0.44787399,0.00767889,0.14597806
-5.83791896,0.96820592,0.09239216,0.00488911,0.58184502,0.42720336,0.00725081,0.13777551
-5.83191596,0.91155469,0.08822000,0.00456908,0.54567699,0.40487003,0.00679775,0.12910696
-5.82591296,0.85261697,0.08367690,0.00424063,0.50829936,0.38126992,0.00632757,0.12012228
-5.81990995,0.79233499,0.07885032,0.00390877,0.47030765,0.35681186,0.00584799,0.11096842
-5.81390695,0.73163113,0.07383048,0.00357826,0.43227505,0.33190783,0.00536635,0.10178551
-5.80790395,0.67138718,0.06870816,0.00325352,0.39473953,0.30696382,0.00488950,0.09270356
-5.80190095,0.61242684,0.06357270,0.00293850,0.35819336,0.28237187,0.00442357,0.08383980
-5.79589795,0.55550190,0.05851026,0.00263666,0.32307521,0.25850339,0.00397394,0.07529663
-5.78989495,0.50128237,0.05360238,0.00235092,0.28976485,0.23570408,0.00354516,0.06716037
-5.78389195,0.45035070,0.04892488,0.00208366,0.25858060,0.21429039,0.00314086,0.05950062
-5.77788894,0.40319976,0.04454713,0.00183669,0.22977916,0.19454758,0.00276381,0.05237031
-5.77188594,0.36023431,0.04053159,0.00161134,0.20355765,0.17672929,0.00241594,0.04580624
-5.76588294,0.32177559,0.03693381,0.00140844,0.18005741,0.16105836,0.00209834,0.03983024
-5.75987994,0.28806820,0.03380256,0.00122842,0.15936923,0.14772876,0.00181143,0.03445052
-5.75387694,0.25928884,0.03118023,0.00107135,0.14153954,0.13690835,0.00155494,0.02966340
-5.74787394,0.23555600,0.02910343,0.00093703,0.12657705,0.12874203,0.00132810,0.02545515
-5.74187094,0.21694013,0.02760360,0.00082504,0.11445955,0.12335518,0.00112968,0.02180392
-5.73586793,0.20347358,0.02670771,0.00073484,0.10514037,0.12085701,0.00095812,0.01868156
-5.72986493,0.19515974,0.02643886,0.00066579,0.09855438,0.12134353,0.00081161,0.01605539
-5.72386193,0.19198102,0.02681682,0.00061724,0.09462311,0.12489999,0.00068818,0.01388980
-5.71785893,0.19390536,0.02785844,0.00058858,0.09325896,0.13160271,0.00058579,0.01214763
-5.71185593,0.20089101,0.02957786,0.00057925,0.09436844,0.14152002,0.00050236,0.01079130
-5.70585293,0.21288957,0.03198652,0.00058880,0.09785436,0.15471249,0.00043588,0.00978372
-5.69984992,0.22984732,0.03509301,0.00061688,0.10361713,0.17123233,0.00038439,0.00908900
-5.69384692,0.25170500,0.03890272,0.00066328,0.11155531,0.19112217,0.00034604,0.00867285
-5.68784392,0.27839613,0.04341730,0.00072789,0.12156543,0.21441320,0.00031914,0.00850292
-5.68184092,0.30984445,0.04863400,0.00081072,0.13354151,0.24112297,0.00030213,0.00854887
-5.67583792,0.34596035,0.05454493,0.00091184,0.14737422,0.27125292,0.00029359,0.00878233
-5.66983492,0.38663707,0.06113620,0.00103140,0.16295016,0.30478589,0.00029226,0.00917686
-5.66383192,0.43174668,0.06838713,0.00116954,0.18015113,0.34168378,0.00029706,0.00970775
-5.65782891,0.48113629,0.07626944,0.00132641,0.19885384,0.38188542,0.00030702,0.01035180
-5.65182591,0.53462472,0.08474656,0.00150207,0.21892994,0.42530500,0.00032132,0.01108717
-5.64582291,0.59199981,0.09377305,0.00169649,0.24024653,0.47183093,0.00033930,0.01189320
-5.63981991,0.65301674,0.10329426,0.00190946,0.26266724,0.52132536,0.00036040,0.01275027
-5.63381691,0.71739721,0.11324611,0.00214060,0.28605368,0.57362441,0.00038420,0.01363967
-5.62781391,0.78482982,0.12355522,0.00238926,0.31026736,0.62853904,0.00041038,0.01454365
-5.62181091,0.85497167,0.13413928,0.00265455,0.33517188,0.68585669,0.00043875,0.01544534
-5.61580790,0.92745101,0.14490769,0.00293527,0.36063538,0.74534361,0.00046922,0.01632887
-5.60980490,1.00187133,0.15576260,0.00322991,0.38653297,0.80674793,0.00050179,0.01717947
-5.60380190,1.07781655,0.16660023,0.00353666,0.41274920,0.86980338,0.00053654,0.01798359
-5.59779890,1.15485744,0.17731248,0.00385339,0.43918029,0.93423387,0.00057365,0.01872907
-5.59179590,1.23255934,0.18778900,0.00417772,0.46573617,0.99975868,0.00061335,0.01940535
-5.58579290,1.31049100,0.19791938,0.00450705,0.49234217,1.06609849,0.00065594,0.02000357
-5.57978989,1.38823459,0.20759578,0.00483860,0.51894045,1.13298215,0.00070175,0.02051683
-5.57378689,1.46539669,0.21671569,0.00516952,0.54549102,1.20015422,0.00075112,0.02094028
-5.56778389,1.54162030,0.22518487,0.00549697,0.57197257,1.26738323,0.00080441,0.02127129
-5.56178089,1.61659743,0.23292039,0.00581821,0.59838305,1.33447054,0.00086195,0.02150951
-5.55577789,1.69008220,0.23985369,0.00613074,0.62474011,1.40125978,0.00092403,0.02165696
-5.54977489,1.76190389,0.24593348,0.00643237,0.65108145,1.46764632,0.00099090,0.02171807
-5.54377189,1.83197959,0.25112847,0.00672139,0.67746517,1.53358689,0.00106271,0.02169963
-5.53776888,1.90032585,0.25542970,0.00699664,0.70397012,1.59910844,0.00113952,0.02161077
-5.53176588,1.96706853,0.25885242,0.00725763,0.73069624,1.66431620,0.00122131,0.02146282
-5.52576288,2.03245039,0.26143733,0.00750460,0.75776477,1.72939989,0.00130793,0.02126922
-5.51975988,2.09683536,0.26325114,0.00773857,0.78531838,1.79463792,0.00139910,0.02104530
-5.51375688,2.16070901,0.26438622,0.00796137,0.81352084,1.86039845,0.00149446,0.02080806
-5.50775388,2.22467437,0.26495943,0.00817565,0.84255629,1.92713713,0.00159351,0.02057591
-5.50175088,2.28944256,0.26510994,0.00838480,0.87262764,1.99539062,0.00169567,0.02036832
-5.49574787,2.35581787,0.26499606,0.00859292,0.90395410,2.06576567,0.00180027,0.02020549
-5.48974487,2.42467714,0.26479125,0.00880463,0.93676760,2.13892347,0.00190657,0.02010795
-5.48374187,2.49694346,0.26467912,0.00902499,0.97130779,2.21555915,0.00201380,0.02009610
-5.47773887,2.57355469,0.26484784,0.00925928,1.00781586,2.29637692,0.00212118,0.02018972
-5.47173587,2.65542754,0.26548387,0.00951280,1.04652687,2.38206109,0.00222790,0.02040754
-5.46573287,2.74341827,0.26676537,0.00979066,1.08766095,2.47324413,0.00233320,0.02076664
-5.45972986,2.83828151,0.26885550,0.01009754,1.13141354,2.57047265,0.00243638,0.02128200
-5.45372686,2.94062876,0.27189581,0.01043748,1.17794496,2.67417293,0.00253677,0.02196592
-5.44772386,3.05088859,0.27600004,0.01081365,1.22736985,2.78461741,0.00263381,0.02282759
-5.44172086,3.16927048,0.28124863,0.01122819,1.27974706,2.90189412,0.00272702,0.02387262
-5.43571786,3.29573434,0.28768412,0.01168200,1.33507044,3.02588062,0.00281601,0.02510263
-5.42971486,3.42996769,0.29530775,0.01217468,1.39326130,3.15622434,0.00290047,0.02651500
-5.42371186,3.57137207,0.30407742,0.01270444,1.45416297,3.29233076,0.00298022,0.02810259
-5.41770885,3.71906015,0.31390722,0.01326810,1.51753814,3.43336076,0.00305512,0.02985368
-5.41170585,3.87186429,0.32466845,0.01386110,1.58306912,3.57823785,0.00312515,0.03175202
-5.40570285,4.02835697,0.33619246,0.01447765,1.65036145,3.72566576,0.00319034,0.03377692
-5.39969985,4.18688270,0.34827489,0.01511085,1.71895079,3.87415617,0.00325077,0.03590359
-5.39369685,4.34560055,0.36068153,0.01575289,1.78831282,4.02206571,0.00330658,0.03810358
-5.38769385,4.50253562,0.37315536,0.01639531,1.85787593,4.16764092,0.00335795,0.04034530
-5.38169085,4.65563752,0.38542466,0.01702923,1.92703594,4.30906941,0.00340511,0.04259474
-5.37568784,4.80284303,0.39721190,0.01764570,1.99517224,4.44453470,0.00344830,0.04481624
-5.36968484,4.94214023,0.40824291,0.01823592,2.06166441,4.57227237,0.00348781,0.04697332
-5.36368184,5.07163095,0.41825614,0.01879154,2.12590832,4.69062456,0.00352397,0.04902963
-5.35767884,5.18958849,0.42701156,0.01930494,2.18733107,4.79809027,0.00355712,0.05094980
-5.35167584,5.29450788,0.43429879,0.01976943,2.24540365,4.89336882,0.00358770,0.05270045
-5.34567284,5.38514625,0.43994423,0.02017940,2.29965091,4.97539430,0.00361614,0.05425096
-5.33966983,5.46055141,0.44381679,0.02053051,2.34965811,5.04335952,0.00364297,0.05557432
-5.33366683,5.52007762,0.44583205,0.02081969,2.39507415,5.09672823,0.00366875,0.05664780
-5.32766383,5.56338812,0.44595473,0.02104521,2.43561122,5.13523554,0.00369411,0.05745352
-5.32166083,5.59044475,0.44419928,0.02120659,2.47104142,5.15887684,0.00371974,0.05797886
-5.31565783,5.60148594,0.44062865,0.02130454,2.50119066,5.16788637,0.00374636,0.05821676
-5.30965483,5.59699483,0.43535141,0.02134083,2.52593085,5.16270714,0.00377471,0.05816578
-5.30365183,5.57765982,0.42851717,0.02131810,2.54517105,5.14395452,0.00380557,0.05783012
-5.29764882,5.54433035,0.42031076,0.02123971,2.55884857,5.11237592,0.00383970,0.05721941
-5.29164582,5.49797067,0.41094527,0.02110952,2.56692100,5.06880921,0.00387781,0.05634834
-5.28564282,5.43961444,0.40065429,0.02093173,2.56935986,5.01414262,0.00392056,0.05523631
-5.27963982,5.37032274,0.38968382,0.02071066,2.56614660,4.94927821,0.00396850,0.05390682
-5.27363682,5.29114754,0.37828400,0.02045064,2.55727132,4.87510114,0.00402206,0.05238691
-5.26763382,5.20310245,0.36670109,0.02015587,2.54273435,4.79245591,0.00408150,0.05070650
-5.26163082,5.10714143,0.35516999,0.01983029,2.52255053,4.70213049,0.00414690,0.04889770
-5.25562781,5.00414607,0.34390753,0.01947758,2.49675582,4.60484844,0.00421814,0.04699416
-5.24962481,4.89492085,0.33310679,0.01910107,2.46541556,4.50126861,0.00429484,0.04503038
-5.24362181,4.78019571,0.32293251,0.01870379,2.42863358,4.39199139,0.00437642,0.04304105
-5.23761881,4.66063444,0.31351781,0.01828845,2.38656127,4.27757011,0.00446204,0.04106049
-5.23161581,4.53684723,0.30496217,0.01785751,2.33940563,4.15852582,0.00455063,0.03912205
-5.22561281,4.40940559,0.29733073,0.01741323,2.28743535,4.03536370,0.00464091,0.03725757
-5.21960980,4.27885781,0.29065475,0.01695771,2.23098434,3.90858914,0.00473142,0.03549697
-5.21360680,4.14574327,0.28493320,0.01649295,2.17045197,3.77872201,0.00482054,0.03386779
-5.20760380,4.01060412,0.28013539,0.01602090,2.10629988,3.64630753,0.00490653,0.03239477
-5.20160080,3.87399347,0.27620430,0.01554349,2.03904512,3.51192306,0.00498760,0.03109960
-5.19559780,3.73647927,0.27306064,0.01506265,1.96925015,3.37617995,0.00506195,0.03000051
-5.18959480,3.59864396,0.27060727,0.01458031,1.89750994,3.23972068,0.00512782,0.02911210
-5.18359180,3.46107985,0.26873397,0.01409839,1.82443699,3.10321144,0.00518353,0.02844505
-5.17758879,3.32438113,0.26732215,0.01361880,1.75064520,2.96733090,0.00522758,0.02800598
-5.17158579,3.18913319,0.26624960,0.01314336,1.67673346,2.83275625,0.00525864,0.02779730
-5.16558279,3.05590053,0.26539483,0.01267380,1.60326995,2.70014766,0.00527564,0.02781715
-5.15957979,2.92521416,0.26464120,0.01221170,1.53077810,2.57013236,0.00527776,0.02805937
-5.15357679,2.79755984,0.26388040,0.01175847,1.45972499,2.44328964,0.00526446,0.02851357
-5.14757379,2.67336804,0.26301546,0.01131529,1.39051272,2.32013781,0.00523552,0.02916525
-5.14157079,2.55300645,0.26196311,0.01088308,1.32347322,2.20112405,0.00519100,0.02999607
-5.13556778,2.43677555,0.26065546,0.01046254,1.25886663,2.08661764,0.00513127,0.03098409
-5.12956478,2.32490752,0.25904115,0.01005406,1.19688306,1.97690709,0.00505695,0.03210426
-5.12356178,2.21756850,0.25708570,0.00965782,1.13764747,1.87220094,0.00496890,0.03332884
-5.11755878,2.11486389,0.25477148,0.00927374,1.08122715,1.77263210,0.00486821,0.03462804
-5.11155578,2.01684614,0.25209701,0.00890154,1.02764109,1.67826529,0.00475611,0.03597065
-5.10555278,1.92352450,0.24907593,0.00854079,0.97687048,1.58910671,0.00463396,0.03732475
-5.09954977,1.83487585,0.24573553,0.00819094,0.92886964,1.50511533,0.00450323,0.03865845
-5.09354677,1.75085583,0.24211509,0.00785137,0.88357640,1.42621481,0.00436541,0.03994071
-5.08754377,1.67140955,0.23826398,0.00752144,0.84092157,1.35230542,0.00422201,0.04114203
-5.08154077,1.59648126,0.23423962,0.00720055,0.80083659,1.28327501,0.00407453,0.04223527
-5.07553777,1.52602231,0.23010554,0.00688820,0.76325929,1.21900863,0.00392443,0.04319624
-5.06953477,1.45999716,0.22592928,0.00658397,0.72813725,1.15939632,0.00377312,0.04400432
-5.06353177,1.39838729,0.22178057,0.00628764,0.69542905,1.10433877,0.00362193,0.04464297
-5.05752876,1.34119287,0.21772951,0.00599913,0.66510321,1.05375093,0.00347215,0.04510007
-5.05152576,1.28843267,0.21384504,0.00571859,0.63713549,1.00756356,0.00332501,0.04536816
-5.04552276,1.24014224,0.21019352,0.00544638,0.61150469,0.96572318,0.00318168,0.04544453
-5.03951976,1.19637113,0.20683766,0.00518306,0.58818770,0.92819072,0.00304333,0.04533123
-5.03351676,1.15717947,0.20383564,0.00492941,0.56715424,0.89493929,0.00291110,0.04503488
-5.02751376,1.12263460,0.20124062,0.00468641,0.54836200,0.86595179,0.00278618,0.04456640
-5.02151076,1.09280817,0.19910051,0.00445523,0.53175256,0.84121864,0.00266978,0.04394072
-5.01550775,1.06777440,0.19745810,0.00423723,0.51724878,0.82073613,0.00256317,0.04317631
-5.00950475,1.04760950,0.19635157,0.00403388,0.50475377,0.80450581,0.00246772,0.04229477
-5.00350175,1.03239283,0.19581535,0.00384683,0.49415191,0.79253493,0.00238491,0.04132037
-4.99749875,1.02220957,0.19588140,0.00367782,0.48531179,0.78483820,0.00231632,0.04027965
-4.99149575,1.01715491,0.19658073,0.00352868,0.47809109,0.78144060,0.00226369,0.03920097
