energy_ev,total_up,In_p_up,In_d_up,Os_p_up,Os_d_up,Se_s_up,Se_p_up
-4.98549275,1.01733939,0.19794534,0.00340131,0.47234324,0.78238105,0.00222886,0.03811423
-4.97948974,1.02289499,0.20001037,0.00329765,0.46792531,0.78771666,0.00221385,0.03705060
-4.97348674,1.03398132,0.20281645,0.00321968,0.46470686,0.79752691,0.00222076,0.03604227
-4.96748374,1.05079130,0.20641212,0.00316935,0.46257912,0.81191740,0.00225182,0.03512239
-4.96148074,1.07355558,0.21085620,0.00314859,0.46146386,0.83102243,0.00230933,0.03432494
-4.95547774,1.10254499,0.21621999,0.00315924,0.46132137,0.85500606,0.00239565,0.03368468
-4.94947474,1.13807041,0.22258914,0.00320307,0.46215707,0.88406093,0.00251311,0.03323709
-4.94347174,1.18047944,0.23006501,0.00328168,0.46402599,0.91840471,0.00266402,0.03301832
-4.93746873,1.23014963,0.23876530,0.00339648,0.46703489,0.95827373,0.00285055,0.03306500
-4.93146573,1.28747788,0.24882397,0.00354865,0.47134158,1.00391385,0.00307470,0.03341406
-4.92546273,1.35286614,0.26039008,0.00373905,0.47715131,1.05556863,0.00333818,0.03410231
-4.91945973,1.42670370,0.27362564,0.00396822,0.48471010,1.11346500,0.00364239,0.03516603
-4.91345673,1.50934641,0.28870220,0.00423627,0.49429520,1.17779711,0.00398829,0.03664024
-4.90745373,1.60109347,0.30579637,0.00454287,0.50620292,1.24870873,0.00437635,0.03855791
-4.90145073,1.70216288,0.32508410,0.00488714,0.52073421,1.32627511,0.00480645,0.04094901
-4.89544772,1.81266624,0.34673393,0.00526769,0.53817863,1.41048504,0.00527781,0.04383937
-4.88944472,1.93258417,0.37089928,0.00568250,0.55879717,1.50122407,0.00578898,0.04724946
-4.88344172,2.06174346,0.39771002,0.00612898,0.58280489,1.59825962,0.00633773,0.05119311
-4.87743872,2.19979693,0.42726362,0.00660386,0.61035398,1.70122888,0.00692106,0.05567619
-4.87143572,2.34620735,0.45961611,0.00710331,0.64151810,1.80963028,0.00753519,0.06069538
-4.86543272,2.50023596,0.49477335,0.00762286,0.67627888,1.92281893,0.00817558,0.06623700
-4.85942971,2.66093673,0.53268284,0.00815751,0.71451509,2.04000660,0.00883693,0.07227604
-4.85342671,2.82715672,0.57322666,0.00870174,0.75599538,2.16026644,0.00951330,0.07877547
-4.84742371,2.99754302,0.61621580,0.00924962,0.80037489,2.28254238,0.01019815,0.08568587
-4.84142071,3.17055634,0.66138641,0.00979488,0.84719618,2.40566329,0.01088443,0.09294535
-4.83541771,3.34449110,0.70839817,0.01033101,0.89589472,2.52836123,0.01156475,0.10048003
-4.82941471,3.51750172,0.75683515,0.01085137,0.94580881,2.64929362,0.01223147,0.10820483
-4.82341171,3.68763451,0.80620937,0.01134933,0.99619374,2.76706837,0.01287689,0.11602480
-4.81740870,3.85286423,0.85596711,0.01181836,1.04623992,2.88027150,0.01349336,0.12383685
-4.81140570,4.01113449,0.90549790,0.01225222,1.09509417,2.98749614,0.01407347,0.13153192
-4.80540270,4.16040072,0.95414621,0.01264502,1.14188358,3.08737223,0.01461020,0.13899746
-4.79939970,4.29867449,1.00122536,0.01299136,1.18574097,3.17859588,0.01509707,0.14612020
-4.79339670,4.42406783,1.04603344,0.01328647,1.22583089,3.25995759,0.01552826,0.15278910
-4.78739370,4.53483626,1.08787063,0.01352628,1.26137531,3.33036843,0.01589875,0.15889835
-4.78139070,4.62941908,1.12605744,0.01370750,1.29167770,3.38888349,0.01620444,0.16435037
-4.77538769,4.70647578,1.15995302,0.01382772,1.31614474,3.43472194,0.01644217,0.16905854
-4.76938469,4.76491722,1.18897314,0.01388541,1.33430461,3.46728306,0.01660986,0.17294973
-4.76338169,4.80393086,1.21260688,0.01387999,1.34582118,3.48615793,0.01670648,0.17596641
-4.75737869,4.82299892,1.23043154,0.01381181,1.35050347,3.49113647,0.01673206,0.17806824
-4.75137569,4.82190910,1.24212507,0.01368213,1.34831014,3.48220965,0.01668769,0.17923314
-4.74537269,4.80075743,1.24747557,0.01349311,1.33934870,3.45956692,0.01657548,0.17945775
-4.73936968,4.75994315,1.24638750,0.01324772,1.32386971,3.42358900,0.01639846,0.17875723
-4.73336668,4.70015589,1.23888422,0.01294966,1.30225615,3.37483630,0.01616051,0.17716446
-4.72736368,4.62235559,1.22510695,0.01260329,1.27500860,3.31403340,0.01586622,0.17472871
-4.72136068,4.52774582,1.20531006,0.01221353,1.24272681,3.24205011,0.01552083,0.17151374
-4.71535768,4.41774156,1.17985300,0.01178571,1.20608866,3.15987970,0.01513005,0.16759547
-4.70935468,4.29393249,1.14918918,0.01132544,1.16582722,3.06861511,0.01469990,0.16305940
-4.70335168,4.15804317,1.11385233,0.01083856,1.12270709,2.96942381,0.01423663,0.15799775
-4.69734867,4.01189144,1.07444078,0.01033094,1.07750085,2.86352213,0.01374654,0.15250656
-4.69134567,3.85734660,1.03160056,0.00980838,1.03096672,2.75214993,0.01323585,0.14668283
-4.68534267,3.69628860,0.98600772,0.00927653,0.98382798,2.63654631,0.01271058,0.14062181
-4.67933967,3.53056985,0.93835082,0.00874077,0.93675526,2.51792719,0.01217648,0.13441457
-4.67333667,3.36198072,0.88931399,0.00820613,0.89035190,2.39746525,0.01163886,0.12814588
-4.66733367,3.19221976,0.83956145,0.00767722,0.84514306,2.27627305,0.01110261,0.12189259
-4.66133067,3.02286957,0.78972373,0.00715819,0.80156868,2.15538939,0.01057209,0.11572237
-4.65532766,2.85537872,0.74038623,0.00665271,0.75998035,2.03576949,0.01005113,0.10969302
-4.64932466,2.69105017,0.69208027,0.00616393,0.72064207,1.91827887,0.00954301,0.10385218
-4.64332166,2.53103590,0.64527690,0.00569447,0.68373443,1.80369096,0.00905050,0.09823758
-4.63731866,2.37633771,0.60038342,0.00524649,0.64936205,1.69268817,0.00857585,0.09287759
-4.63131566,2.22781333,0.55774258,0.00482167,0.61756348,1.58586604,0.00812090,0.08779219
-4.62531266,2.08618721,0.51763420,0.00442127,0.58832315,1.48373989,0.00768709,0.08299419
-4.61930965,1.95206479,0.48027900,0.00404615,0.56158453,1.38675343,0.00727556,0.07849060
-4.61330665,1.82594919,0.44584404,0.00369686,0.53726394,1.29528843,0.00688721,0.07428410
-4.60730365,1.70825903,0.41444955,0.00337365,0.51526410,1.20967496,0.00652279,0.07037458
-4.60130065,1.59934610,0.38617647,0.00307655,0.49548694,1.13020111,0.00618295,0.06676048
-4.59529765,1.49951169,0.36107426,0.00280541,0.47784488,1.05712183,0.00586829,0.06344009
-4.58929465,1.40902045,0.33916852,0.00255991,0.46227020,0.99066593,0.00557945,0.06041262
-4.58329165,1.32811100,0.32046786,0.00233964,0.44872190,0.93104100,0.00531706,0.05767894
-4.57728864,1.25700238,0.30496978,0.00214408,0.43718992,0.87843566,0.00508184,0.05524209
-4.57128564,1.19589610,0.29266508,0.00197268,0.42769635,0.83301907,0.00487451,0.05310752
-4.56528264,1.14497367,0.28354071,0.00182481,0.42029383,0.79493772,0.00469579,0.05128291
-4.55927964,1.10438957,0.27758096,0.00169977,0.41506104,0.76430951,0.00454638,0.04977783
-4.55327664,1.07426036,0.27476686,0.00159682,0.41209576,0.74121564,0.00442684,0.04860305
-4.54727364,1.05465053,0.27507406,0.00151516,0.41150565,0.72569076,0.00433756,0.04776970
-4.54127064,1.04555606,0.27846934,0.00145389,0.41339747,0.71771200,0.00427867,0.04728827
-4.53526763,1.04688677,0.28490599,0.00141201,0.41786523,0.71718775,0.00424993,0.04716753
-4.52926463,1.05844892,0.29431858,0.00138842,0.42497787,0.72394688,0.00425069,0.04741336
-4.52326163,1.07992911,0.30661743,0.00138189,0.43476735,0.73772941,0.00427979,0.04802778
-4.51725863,1.11088092,0.32168318,0.00139104,0.44721757,0.75817920,0.00433553,0.04900794
-4.51125563,1.15071544,0.33936214,0.00141438,0.46225509,0.78483970,0.00441561,0.05034541
-4.50525263,1.19869673,0.35946251,0.00145025,0.47974192,0.81715308,0.00451714,0.05202560
-4.49924962,1.25394284,0.38175210,0.00149687,0.49947107,0.85446334,0.00463664,0.05402757
-4.49324662,1.31543314,0.40595769,0.00155235,0.52116525,0.89602357,0.00477010,0.05632399
-4.48724362,1.38202182,0.43176623,0.00161470,0.54447865,0.94100746,0.00491303,0.05888158
-4.48124062,1.45245764,0.45882801,0.00168187,0.56900227,0.98852463,0.00506057,0.06166169
-4.47523762,1.52540917,0.48676167,0.00175179,0.59427222,1.03763967,0.00520761,0.06462129
-4.46923462,1.59949480,0.51516105,0.00182241,0.61978112,1.08739387,0.00534894,0.06771411
-4.46323162,1.67331638,0.54360345,0.00189175,0.64499181,1.13682910,0.00547936,0.07089205
-4.45722861,1.74549495,0.57165906,0.00195794,0.66935305,1.18501267,0.00559390,0.07410664
-4.45122561,1.81470728,0.59890115,0.00201924,0.69231637,1.23106221,0.00568792,0.07731064
-4.44522261,1.87972147,0.62491655,0.00207417,0.71335338,1.27416952,0.00575730,0.08045959
-4.43921961,1.93943009,0.64931590,0.00212143,0.73197274,1.31362227,0.00579857,0.08351318
-4.43321661,1.99287946,0.67174332,0.00216004,0.74773611,1.34882261,0.00580900,0.08643662
-4.42721361,2.03929382,0.69188495,0.00218929,0.76027225,1.37930207,0.00578675,0.08920161
-4.42121061,2.07809331,0.70947621,0.00220879,0.76928873,1.40473188,0.00573085,0.09178709
-4.41520760,2.10890532,0.72430720,0.00221848,0.77458080,1.42492859,0.00564131,0.09417970
-4.40920460,2.13156865,0.73622644,0.00221860,0.77603699,1.43985470,0.00551907,0.09637375
-4.40320160,2.14613068,0.74514261,0.00220966,0.77364136,1.44961455,0.00536600,0.09837099
-4.39719860,2.15283786,0.75102435,0.00219249,0.76747238,1.45444556,0.00518481,0.10017989
-4.39119560,2.15212016,0.75389836,0.00216810,0.75769855,1.45470573,0.00497900,0.10181469
-4.38519260,2.14457041,0.75384590,0.00213771,0.74457116,1.45085763,0.00475273,0.10329414
-4.37918959,2.13091958,0.75099789,0.00210271,0.72841449,1.44345001,0.00451073,0.10464004
-4.37318659,2.11200913,0.74552903,0.00206454,0.70961414,1.43309764,0.00425815,0.10587569
-4.36718359,2.08876165,0.73765107,0.00202470,0.68860387,1.42046033,0.00400048,0.10702419
-4.36118059,2.06215090,0.72760566,0.00198470,0.66585165,1.40622176,0.00374336,0.10810691
-4.35517759,2.03317224,0.71565698,0.00194597,0.64184552,1.39106898,0.00349256,0.10914194
-4.34917459,2.00281440,0.70208432,0.00190986,0.61707964,1.37567298,0.00325379,0.11014282
-4.34317159,1.97203323,0.68717499,0.00187756,0.59204117,1.36067094,0.00303267,0.11111751
-4.33716858,1.94172801,0.67121748,0.00185012,0.56719818,1.34665035,0.00283465,0.11206761
-4.33116558,1.91272059,0.65449514,0.00182838,0.54298907,1.33413532,0.00266492,0.11298803
-4.32516258,1.88573773,0.63728042,0.00181297,0.51981345,1.32357512,0.00252838,0.11386690
-4.31915958,1.86139661,0.61982965,0.00180433,0.49802483,1.31533497,0.00242963,0.11468594
-4.31315658,1.84019348,0.60237853,0.00180266,0.47792491,1.30968913,0.00237288,0.11542110
-4.30715358,1.82249562,0.58513825,0.00180794,0.45975965,1.30681619,0.00236195,0.11604358
