energy_ev,total_up,Ag_p_up,Ag_d_up,C_s_up,C_p_up,Ni_p_up,Ni_d_up,Te_p_up,Te_d_up
-5.89194597,2.73212288,0.42382800,1.96178934,0.00672302,0.06677737,0.19072842,0.43157073,0.35968982,0.00000000
-5.88594297,2.68544446,0.40557819,1.91981254,0.00595953,0.06548897,0.18427642,0.43498703,0.35072300,0.00000000
-5.87993997,2.64344065,0.38767828,1.88046471,0.00525684,0.06423633,0.17872660,0.43986592,0.34189729,0.00000000
-5.87393697,2.60676896,0.37027795,1.84427557,0.00461769,0.06303006,0.17411189,0.44628635,0.33330523,0.00000000
-5.86793397,2.57598934,0.35351633,1.81171730,0.00404340,0.06187885,0.17044984,0.45429913,0.32503439,0.00000000
-5.86193097,2.55156273,0.33752237,1.78320393,0.00353402,0.06078963,0.16774402,0.46392497,0.31716637,0.00000000
-5.85592796,2.53385031,0.32241506,1.75909089,0.00308851,0.05976779,0.16598541,0.47515294,0.30977581,0.00000000
-5.84992496,2.52311329,0.30830354,1.73967443,0.00270494,0.05881739,0.16515420,0.48793935,0.30292921,0.00000000
-5.84392196,2.51951349,0.29528706,1.72519129,0.00238072,0.05794145,0.16522154,0.50220724,0.29668393,0.00000000
-5.83791896,2.52311498,0.28345495,1.71581844,0.00211270,0.05714233,0.16615159,0.51784654,0.29108711,0.00000000
-5.83191596,2.53388687,0.27288643,1.71167316,0.00189746,0.05642206,0.16790351,0.53471494,0.28617492,0.00000000
-5.82591296,2.55170763,0.26365046,1.71281376,0.00173135,0.05578277,0.17043361,0.55263970,0.28197197,0.00000000
-5.81990995,2.57637099,0.25580571,1.71924080,0.00161070,0.05522708,0.17369744,0.57142027,0.27849113,0.00000000
-5.81390695,2.60759340,0.24940052,1.73089927,0.00153189,0.05475858,0.17765183,0.59083175,0.27573370,0.00000000
-5.80790395,2.64502318,0.24447306,1.74768141,0.00149144,0.05438216,0.18225677,0.61062931,0.27368987,0.00000000
-5.80190095,2.68825091,0.24105155,1.76943051,0.00148605,0.05410437,0.18747713,0.63055323,0.27233972,0.00000000
-5.79589795,2.73682083,0.23915462,1.79594523,0.00151266,0.05393366,0.19328400,0.65033472,0.27165447,0.00000000
-5.78989495,2.79024286,0.23879170,1.82698462,0.00156840,0.05388057,0.19965563,0.66970204,0.27159799,0.00000000
-5.78389195,2.84800457,0.23996345,1.86227337,0.00165065,0.05395767,0.20657792,0.68838711,0.27212865,0.00000000
-5.77788894,2.90958271,0.24266210,1.90150717,0.00175698,0.05417948,0.21404429,0.70613197,0.27320118,0.00000000
-5.77188594,2.97445364,0.24687169,1.94435800,0.00188509,0.05456213,0.22205493,0.72269521,0.27476861,0.00000000
-5.76588294,3.04210224,0.25256820,1.99047894,0.00203281,0.05512286,0.23061546,0.73785791,0.27678417,0.00000000
-5.75987994,3.11202886,0.25971942,2.03950856,0.00219801,0.05587944,0.23973489,0.75142897,0.27920295,0.00000000
-5.75387694,3.18375420,0.26828466,2.09107455,0.00237859,0.05684933,0.24942305,0.76324960,0.28198345,0.00000000
-5.74787394,3.25682179,0.27821429,2.14479671,0.00257241,0.05804881,0.25968751,0.77319676,0.28508876,0.00000000
-5.74187094,3.33079838,0.28944913,2.20028923,0.00277724,0.05949203,0.27053018,0.78118555,0.28848745,0.00000000
-5.73586793,3.40527234,0.30191983,2.25716235,0.00299075,0.06118998,0.28194375,0.78717027,0.29215405,0.00000000
-5.72986493,3.47985053,0.31554623,2.31502361,0.00321046,0.06314961,0.29390818,0.79114446,0.29606936,0.00000000
-5.72386193,3.55415411,0.33023702,2.37347877,0.00343376,0.06537288,0.30638750,0.79313958,0.30022024,0.00000000
-5.71785893,3.62781382,0.34588956,2.43213275,0.00365790,0.06785613,0.31932707,0.79322279,0.30459933,0.00000000
-5.71185593,3.70046552,0.36239026,2.49059058,0.00388002,0.07058953,0.33265163,0.79149379,0.30920448,0.00000000
-5.70585293,3.77174631,0.37961532,2.54845878,0.00409716,0.07355685,0.34626426,0.78808097,0.31403802,0.00000000
-5.69984992,3.84129202,0.39743224,2.60534705,0.00430634,0.07673544,0.36004652,0.78313709,0.31910601,0.00000000
-5.69384692,3.90873617,0.41570174,2.66087048,0.00450459,0.08009662,0.37385965,0.77683478,0.32441748,0.00000000
-5.68784392,3.97371090,0.43428043,2.71465225,0.00468906,0.08360624,0.38754710,0.76936199,0.32998366,0.00000000
-5.68184092,4.03584978,0.45302391,2.76632669,0.00485707,0.08722561,0.40093828,0.76091769,0.33581731,0.00000000
-5.67583792,4.09479239,0.47179023,2.81554261,0.00500620,0.09091262,0.41385321,0.75170800,0.34193212,0.00000000
-5.66983492,4.15019042,0.49044359,2.86196665,0.00513440,0.09462312,0.42610823,0.74194278,0.34834221,0.00000000
-5.66383192,4.20171485,0.50885801,2.90528649,0.00524004,0.09831231,0.43752219,0.73183293,0.35506166,0.00000000
-5.65782891,4.24906357,0.52692072,2.94521370,0.00532201,0.10193629,0.44792296,0.72158816,0.36210412,0.00000000
-5.65182591,4.29196898,0.54453508,2.98148597,0.00537980,0.10545353,0.45715391,0.71141554,0.36948233,0.00000000
-5.64582291,4.33020481,0.56162273,3.01386861,0.00541352,0.10882615,0.46507995,0.70151837,0.37720769,0.00000000
-5.63981991,4.36359166,0.57812480,3.04215526,0.00542398,0.11202116,0.47159280,0.69209551,0.38528961,0.00000000
-5.63381691,4.39200079,0.59400209,3.06616770,0.00541267,0.11501126,0.47661522,0.68334086,0.39373481,0.00000000
-5.62781391,4.41535577,0.60923402,3.08575497,0.00538179,0.11777545,0.48010389,0.67544287,0.40254644,0.00000000
-5.62181091,4.43363194,0.62381646,3.10079182,0.00533420,0.12029925,0.48205078,0.66858385,0.41172303,0.00000000
-5.61580790,4.44685348,0.63775846,3.11117685,0.00527340,0.12257455,0.48248296,0.66293898,0.42125732,0.00000000
-5.60980490,4.45508863,0.65107808,3.11683045,0.00520346,0.12459916,0.48146074,0.65867481,0.43113502,0.00000000
-5.60380190,4.45844299,0.66379756,3.11769300,0.00512894,0.12637595,0.47907445,0.65594726,0.44133357,0.00000000
-5.59779890,4.45705184,0.67593805,3.11372352,0.00505481,0.12791193,0.47543972,0.65489894,0.45182090,0.00000000
-5.59179590,4.45107169,0.68751445,3.10489908,0.00498631,0.12921688,0.47069196,0.65565600,0.46255443,0.00000000
-5.58579290,4.44067195,0.69853048,3.09121515,0.00492888,0.13030216,0.46497991,0.65832438,0.47348033,0.00000000
-5.57978989,4.42602716,0.70897454,3.07268695,0.00488799,0.13117929,0.45845902,0.66298575,0.48453314,0.00000000
-5.57378689,4.40731049,0.71881658,3.04935191,0.00486910,0.13185870,0.45128475,0.66969336,0.49563587,0.00000000
-5.56778389,4.38468883,0.72800627,3.02127316,0.00487744,0.13234867,0.44360634,0.67846777,0.50670061,0.00000000
-5.56178089,4.35831997,0.73647273,2.98854366,0.00491801,0.13265444,0.43556128,0.68929310,0.51762974,0.00000000
-5.55577789,4.32835179,0.74412575,2.95129101,0.00499538,0.13277762,0.42727081,0.70211374,0.52831774,0.00000000
-5.54977489,4.29492382,0.75085875,2.90968222,0.00511369,0.13271596,0.41883666,0.71683199,0.53865350,0.00000000
-5.54377189,4.25817062,0.75655306,2.86392840,0.00527650,0.13246340,0.41033909,0.73330680,0.54852320,0.00000000
-5.53776888,4.21822701,0.76108355,2.81428856,0.00548675,0.13201052,0.40183635,0.75135385,0.55781352,0.00000000
-5.53176588,4.17523450,0.76432522,2.76107251,0.00574674,0.13134522,0.39336544,0.77074714,0.56641515,0.00000000
-5.52576288,4.12934849,0.76616021,2.70464204,0.00605804,0.13045370,0.38494409,0.79122216,0.57422642,0.00000000
-5.51975988,4.08074552,0.76648514,2.64541046,0.00642151,0.12932162,0.37657371,0.81248070,0.58115679,0.00000000
-5.51375688,4.02963018,0.76521801,2.58384002,0.00683725,0.12793538,0.36824314,0.83419719,0.58713015,0.00000000
-5.50775388,3.97624072,0.76230437,2.52043707,0.00730461,0.12628340,0.35993275,0.85602651,0.59208768,0.00000000
-5.50175088,3.92085311,0.75772237,2.45574513,0.00782219,0.12435745,0.35161887,0.87761289,0.59599008,0.00000000
-5.49574787,3.86378289,0.75148634,2.39033567,0.00838786,0.12215373,0.34327794,0.89859975,0.59881905,0.00000000
-5.48974487,3.80538444,0.74364862,2.32479708,0.00899875,0.11967389,0.33489036,0.91863991,0.60057803,0.00000000
-5.48374187,3.74604751,0.73429950,2.25972188,0.00965127,0.11692573,0.32644372,0.93740594,0.60129183,0.00000000
-5.47773887,3.68619086,0.72356534,2.19569282,0.01034115,0.11392360,0.31793524,0.95460000,0.60100556,0.00000000
-5.47173587,3.62625318,0.71160480,2.13326806,0.01106342,0.11068858,0.30937333,0.96996282,0.59978246,0.00000000
-5.46573287,3.56668150,0.69860350,2.07296628,0.01181247,0.10724827,0.30077829,0.98328129,0.59770110,0.00000000
-5.45972986,3.50791757,0.68476733,2.01525213,0.01258206,0.10363630,0.29218205,0.99439437,0.59485176,0.00000000
-5.45372686,3.45038290,0.67031484,1.96052265,0.01336532,0.09989156,0.28362714,1.00319690,0.59133238,0.00000000
-5.44772386,3.39446310,0.65546907,1.90909537,0.01415487,0.09605726,0.27516502,1.00964117,0.58724426,0.00000000
-5.44172086,3.34049248,0.64044934,1.86119863,0.01494278,0.09217973,0.26685389,1.01373610,0.58268763,0.00000000
-5.43571786,3.28873985,0.62546345,1.81696469,0.01572070,0.08830716,0.25875621,1.01554415,0.57775745,0.00000000
-5.42971486,3.23939643,0.61070065,1.77642603,0.01647989,0.08448825,0.25093617,1.01517600,0.57253963,0.00000000
-5.42371186,3.19256683,0.59632587,1.73951531,0.01721139,0.08077095,0.24345721,1.01278345,0.56710791,0.00000000
-5.41770885,3.14826386,0.58247544,1.70606907,0.01790607,0.07720119,0.23637991,1.00855083,0.56152156,0.00000000
-5.41170585,3.10640786,0.56925453,1.67583542,0.01855484,0.07382180,0.22976022,1.00268539,0.55582407,0.00000000
-5.40570285,3.06683097,0.55673644,1.64848532,0.01914877,0.07067161,0.22364835,0.99540744,0.55004287,0.00000000
-5.39969985,3.02928643,0.54496363,1.62362751,0.01967933,0.06778472,0.21808815,0.98694049,0.54419021,0.00000000
-5.39369685,2.99346287,0.53395055,1.60082624,0.02013854,0.06519002,0.21311715,0.97750223,0.53826500,0.00000000
-5.38769385,2.95900306,0.52368787,1.57962144,0.02051924,0.06291100,0.20876713,0.96729667,0.53225567,0.00000000
-5.38169085,2.92552640,0.51414796,1.55955037,0.02081527,0.06096569,0.20506519,0.95650803,0.52614375,0.00000000
-5.37568784,2.89265407,0.50529116,1.54016981,0.02102174,0.05936688,0.20203508,0.94529641,0.51990800,0.00000000
-5.36968484,2.86003555,0.49707240,1.52107788,0.02113520,0.05812246,0.19969875,0.93379581,0.51352890,0.00000000
-5.36368184,2.82737518,0.48944783,1.50193439,0.02115382,0.05723596,0.19807792,0.92211406,0.50699306,0.00000000
-5.35767884,2.79445696,0.48238100,1.48247867,0.02107760,0.05670708,0.19719540,0.91033494,0.50029741,0.00000000
-5.35167584,2.76116640,0.47584811,1.46254410,0.02090847,0.05653229,0.19707608,0.89852192,0.49345277,0.00000000
-5.34567284,2.72750759,0.46984214,1.44206833,0.02065034,0.05670542,0.19774745,0.88672328,0.48648664,0.00000000
-5.33966983,2.69361461,0.46437547,1.42109881,0.02030918,0.05721812,0.19923944,0.87497813,0.47944490,0.00000000
-5.33366683,2.65975598,0.45948086,1.39979305,0.01989295,0.05806027,0.20158365,0.86332269,0.47239236,0.00000000
-5.32766383,2.62633176,0.45521078,1.37841355,0.01941157,0.05922018,0.20481176,0.85179639,0.46541196,0.00000000
-5.32166083,2.59386294,0.45163500,1.35731757,0.01887673,0.06068467,0.20895342,0.84044723,0.45860273,0.00000000
-5.31565783,2.56297329,0.44883672,1.33694196,0.01830174,0.06243897,0.21403335,0.82933580,0.45207649,0.00000000
-5.30965483,2.53436449,0.44690730,1.31778395,0.01770127,0.06446646,0.22006824,0.81853784,0.44595338,0.00000000
-5.30365183,2.50878524,0.44594008,1.30037836,0.01709108,0.06674829,0.22706312,0.80814482,0.44035663,0.00000000
-5.29764882,2.48699612,0.44602349,1.28527268,0.01648770,0.06926292,0.23500791,0.79826261,0.43540654,0.00000000
-5.29164582,2.46973152,0.44723399,1.27300082,0.01590806,0.07198562,0.24387402,0.78900816,0.43121427,0.00000000
-5.28564282,2.45766081,0.44962916,1.26405689,0.01536916,0.07488797,0.25361140,0.78050447,0.42787553,0.00000000
-5.27963982,2.45135055,0.45324151,1.25887022,0.01488764,0.07793752,0.26414633,0.77287407,0.42546467,0.00000000
-5.27363682,2.45122968,0.45807313,1.25778275,0.01447942,0.08109750,0.27538003,0.76623152,0.42402942,0.00000000
-5.26763382,2.45755975,0.46409182,1.26102978,0.01415934,0.08432680,0.28718830,0.76067534,0.42358664,0.00000000
-5.26163082,2.47041152,0.47122876,1.26872512,0.01394076,0.08758018,0.29942247,0.75628004,0.42411920,0.00000000
-5.25562781,2.48964947,0.47937790,1.28085107,0.01383523,0.09080878,0.31191139,0.75308876,0.42557442,0.00000000
-5.24962481,2.51492499,0.48839727,1.29725389,0.01385221,0.09396081,0.32446487,0.75110700,0.42786392,0.00000000
-5.24362181,2.54567889,0.49811200,1.31764480,0.01399880,0.09698269,0.33687807,0.75029804,0.43086513,0.00000000
-5.23761881,2.58115305,0.50831910,1.34160647,0.01427947,0.09982028,0.34893706,0.75058029,0.43442431,0.00000000
-5.23161581,2.62041096,0.51879360,1.36860470,0.01469599,0.10242044,0.36042510,0.75182698,0.43836104,0.00000000
-5.22561281,2.66236612,0.52929593,1.39800468,0.01524725,0.10473259,0.37112947,0.75386812,0.44247392,0.00000000
-5.21960980,2.70581712,0.53958004,1.42909106,0.01592924,0.10671049,0.38084850,0.75649490,0.44654729,0.00000000
-5.21360680,2.74948770,0.54940185,1.46109097,0.01673513,0.10831381,0.38939862,0.75946622,0.45035865,0.00000000
-5.20760380,2.79207007,0.55852780,1.49319887,0.01765530,0.10950974,0.39662087,0.76251721,0.45368648,0.00000000
-5.20160080,2.83226936,0.56674275,1.52460217,0.01867755,0.11027427,0.40238673,0.76536911,0.45631805,0.00000000
-5.19559780,2.86884731,0.57385720,1.55450654,0.01978733,0.11059322,0.40660298,0.76774031,0.45805700,0.00000000
-5.18959480,2.90066328,0.57971318,1.58215980,0.02096805,0.11046290,0.40921519,0.76935778,0.45873024,0.00000000
-5.18359180,2.92671066,0.58418882,1.60687342,0.02220139,0.10989039,0.41020990,0.76996842,0.45819398,0.00000000
-5.17758879,2.94614734,0.58720114,1.62804086,0.02346772,0.10889335,0.40961519,0.76934983,0.45633867,0.00000000
-5.17158579,2.95831905,0.58870722,1.64515210,0.02474655,0.10749940,0.40749970,0.76731991,0.45309252,0.00000000
-5.16558279,2.96277473,0.58870358,1.65780387,0.02601692,0.10574509,0.40397012,0.76374489,0.44842376,0.00000000
-5.15957979,2.95927357,0.58722397,1.66570539,0.02725793,0.10367454,0.39916729,0.75854549,0.44234135,0.00000000
-5.15357679,2.94778387,0.58433567,1.66867968,0.02844913,0.10133772,0.39326105,0.75170087,0.43489426,0.00000000
-5.14757379,2.92847410,0.58013465,1.66666056,0.02957095,0.09878860,0.38644420,0.74325042,0.42616952,0.00000000
-5.14157079,2.90169703,0.57473980,1.65968587,0.03060513,0.09608307,0.37892559,0.73329315,0.41628897,0.00000000
-5.13556778,2.86796804,0.56828668,1.64788743,0.03153505,0.09327698,0.37092302,0.72198510,0.40540505,0.00000000
-5.12956478,2.82793897,0.56092108,1.63147847,0.03234602,0.09042418,0.36265590,0.70953460,0.39369586,0.00000000
-5.12356178,2.78236904,0.55279272,1.61073936,0.03302554,0.08757473,0.35433821,0.69619609,0.38135959,0.00000000
-5.11755878,2.73209434,0.54404953,1.58600244,0.03356346,0.08477341,0.34617197,0.68226241,0.36860875,0.00000000
-5.11155578,2.67799753,0.53483262,1.55763679,0.03395210,0.08205853,0.33834148,0.66805637,0.35566428,0.00000000
-5.10555278,2.62097894,0.52527234,1.52603375,0.03418633,0.07946114,0.33100845,0.65392164,0.34274985,0.00000000
-5.09954977,2.56193052,0.51548537,1.49159374,0.03426350,0.07700452,0.32430830,0.64021359,0.33008656,0.00000000
-5.09354677,2.50171339,0.50557310,1.45471501,0.03418349,0.07470423,0.31834764,0.62729035,0.31788807,0.00000000
-5.08754377,2.44113990,0.49562112,1.41578469,0.03394851,0.07256833,0.31320296,0.61550445,0.30635648,0.00000000
-5.08154077,2.38096031,0.48569985,1.37517224,0.03356302,0.07059806,0.30892054,0.60519522,0.29567886,0.00000000
-5.07553777,2.32185436,0.47586613,1.33322550,0.03303355,0.06878875,0.30551742,0.59668230,0.28602456,0.00000000
-5.06953477,2.26442754,0.46616556,1.29026900,0.03236850,0.06713088,0.30298344,0.59026022,0.27754333,0.00000000
-5.06353177,2.20921144,0.45663540,1.24660445,0.03157794,0.06561135,0.30128406,0.58619429,0.27036414,0.00000000
-5.05752876,2.15666767,0.44730771,1.20251294,0.03067337,0.06421474,0.30036392,0.58471766,0.26459471,0.00000000
-5.05152576,2.10719462,0.43821265,1.15825832,0.02966748,0.06292461,0.30015078,0.58602955,0.26032160,0.00000000
-5.04552276,2.06113600,0.42938152,1.11409140,0.02857394,0.06172466,0.30055983,0.59029457,0.25761093,0.00000000
-5.03951976,2.01879049,0.42084953,1.07025433,0.02740713,0.06059980,0.30149803,0.59764299,0.25650941,0.00000000
-5.03351676,1.98042147,0.41265799,1.02698471,0.02618190,0.05953708,0.30286838,0.60817170,0.25704579,0.00000000
-5.02751376,1.94626624,0.40485599,0.98451905,0.02491331,0.05852636,0.30457399,0.62194587,0.25923244,0.00000000
-5.02151076,1.91654391,0.39750132,0.94309512,0.02361641,0.05756082,0.30652165,0.63900092,0.26306719,0.00000000
-5.01550775,1.89146155,0.39066079,0.90295312,0.02230598,0.05663729,0.30862508,0.65934480,0.26853510,0.00000000
-5.00950475,1.87121825,0.38440987,0.86433527,0.02099630,0.05575631,0.31080744,0.68296023,0.27561032,0.00000000
-5.00350175,1.85600678,0.37883175,0.82748413,0.01970096,0.05492209,0.31300337,0.70980694,0.28425775,0.00000000
-4.99749875,1.84601298,0.37401589,0.79263933,0.01843262,0.05414226,0.31516022,0.73982366,0.29443467,0.00000000
-4.99149575,1.84141281,0.37005615,0.76003328,0.01720283,0.05342760,0.31723877,0.77292974,0.30609204,0.00000000
-4.98549275,1.84236731,0.36704862,0.72988571,0.01602187,0.05279151,0.31921320,0.80902643,0.31917567,0.00000000
-4.97948974,1.84901584,0.36508914,0.70239765,0.01489863,0.05224958,0.32107045,0.84799767,0.33362702,0.00000000
-4.97348674,1.86146781,0.36427078,0.67774494,0.01384045,0.05181900,0.32280914,0.88971043,0.34938373,0.00000000
-4.96748374,1.87979354,0.36468103,0.65607186,0.01285312,0.05151797,0.32443786,0.93401462,0.36637976,0.00000000
-4.96148074,1.90401449,0.36639908,0.63748494,0.01194076,0.05136505,0.32597313,0.98074253,0.38454520,0.00000000
-4.95547774,1.93409344,0.36949295,0.62204753,0.01110589,0.05137859,0.32743710,1.02970801,0.40380573,0.00000000
-4.94947474,1.96992508,0.37401664,0.60977529,0.01034938,0.05157601,0.32885494,1.08070532,0.42408169,0.00000000
-4.94347174,2.01132741,0.38000729,0.60063290,0.00967062,0.05197319,0.33025221,1.13350788,0.44528687,0.00000000
-4.93746873,2.05803447,0.38748233,0.59453215,0.00906751,0.05258376,0.33165226,1.18786699,0.46732700,0.00000000
-4.93146573,2.10969068,0.39643681,0.59133160,0.00853666,0.05341846,0.33307372,1.24351065,0.49009810,0.00000000
-4.92546273,2.16584727,0.40684079,0.59083783,0.00807356,0.05448446,0.33452827,1.30014258,0.51348468,0.00000000
-4.91945973,2.22596100,0.41863711,0.59280840,0.00767268,0.05578477,0.33601880,1.35744170,0.53735801,0.00000000
-4.91345673,2.28939549,0.43173949,0.59695627,0.00732775,0.05731759,0.33753797,1.41506199,0.56157459,0.00000000
-4.90745373,2.35542538,0.44603117,0.60295587,0.00703193,0.05907590,0.33906736,1.47263302,0.58597482,0.00000000
-4.90145073,2.42324327,0.46136438,0.61045033,0.00677801,0.06104696,0.34057714,1.52976119,0.61038230,0.00000000
-4.89544772,2.49196967,0.47756058,0.61905992,0.00655866,0.06321215,0.34202651,1.58603167,0.63460365,0.00000000
-4.88944472,2.56066578,0.49441180,0.62839129,0.00636661,0.06554685,0.34336465,1.64101131,0.65842918,0.00000000
-4.88344172,2.62834897,0.51168316,0.63804735,0.00619483,0.06802058,0.34453243,1.69425230,0.68163436,0.00000000
-4.87743872,2.69401073,0.52911670,0.64763728,0.00603677,0.07059736,0.34546457,1.74529690,0.70398237,0.00000000
-4.87143572,2.75663673,0.54643639,0.65678662,0.00588645,0.07323635,0.34609251,1.79368293,0.72522757,0.00000000
-4.86543272,2.81522861,0.56335449,0.66514688,0.00573864,0.07589266,0.34634753,1.83895033,0.74512000,0.00000000
-4.85942971,2.86882685,0.57957895,0.67240455,0.00558891,0.07851849,0.34616427,1.88064841,0.76341078,0.00000000
-4.85342671,2.91653424,0.59482177,0.67828906,0.00543378,0.08106439,0.34548438,1.91834400,0.77985826,0.00000000
-4.84742371,2.95753931,0.60880791,0.68257958,0.00527072,0.08348073,0.34426024,1.95163019,0.79423479,0.00000000
-4.84142071,2.99113885,0.62128442,0.68511039,0.00509815,0.08571929,0.34245844,1.98013557,0.80633378,0.00000000
-4.83541771,3.01675897,0.63202951,0.68577468,0.00491548,0.08773484,0.34006307,2.00353385,0.81597676,0.00000000
-4.82941471,3.03397386,0.64086082,0.68452663,0.00472303,0.08948669,0.33707847,2.02155344,0.82302021,0.00000000
-4.82341171,3.04252155,0.64764279,0.68138182,0.00452200,0.09094017,0.33353148,2.03398689,0.82736170,0.00000000
-4.81740870,3.04231614,0.65229236,0.67641587,0.00431436,0.09206788,0.32947297,2.04069975,0.82894507,0.00000000
-4.81140570,3.03345572,0.65478292,0.66976143,0.00410281,0.09285062,0.32497859,2.04163857,0.82776437,0.00000000
-4.80540270,3.01622576,0.65514607,0.66160370,0.00389062,0.09327809,0.32014870,2.03683762,0.82386624,0.00000000
-4.79939970,2.99109747,0.65347096,0.65217449,0.00368156,0.09334917,0.31510750,2.02642404,0.81735065,0.00000000
-4.79339670,2.95872114,0.64990140,0.64174512,0.00347976,0.09307182,0.31000121,2.01062106,0.80836971,0.00000000
-4.78739370,2.91991436,0.64463044,0.63061844,0.00328965,0.09246258,0.30499560,1.98974897,0.79712474,0.00000000
-4.78139070,2.87564542,0.63789299,0.61912004,0.00311579,0.09154571,0.30027269,1.96422370,0.78386151,0.00000000
-4.77538769,2.82701223,0.62995658,0.60758912,0.00296283,0.09035203,0.29602685,1.93455281,0.76886383,0.00000000
-4.76938469,2.77521734,0.62111077,0.59636911,0.00283536,0.08891745,0.29246042,1.90132892,0.75244586,0.00000000
-4.76338169,2.72153981,0.61165565,0.58579842,0.00273785,0.08728139,0.28977887,1.86522059,0.73494324,0.00000000
-4.75737869,2.66730465,0.60189015,0.57620142,0.00267457,0.08548503,0.28818575,1.82696092,0.71670361,0.00000000
-4.75137569,2.61385096,0.59210049,0.56787999,0.00264947,0.08356960,0.28787754,1.78733411,0.69807674,0.00000000
-4.74537269,2.56249944,0.58254957,0.56110580,0.00266614,0.08157476,0.28903840,1.74716036,0.67940479,0.00000000
-4.73936968,2.51452054,0.57346756,0.55611334,0.00272772,0.07953714,0.29183517,1.70727960,0.66101299,0.00000000
-4.73336668,2.47110392,0.56504430,0.55309401,0.00283681,0.07748909,0.29641258,1.66853457,0.64320118,0.00000000
-4.72736368,2.43333031,0.55742368,0.55219122,0.00299543,0.07545779,0.30288874,1.63175373,0.62623644,0.00000000
-4.72136068,2.40214632,0.55070023,0.55349664,0.00320489,0.07346465,0.31135123,1.59773453,0.61034698,0.00000000
-4.71535768,2.37834299,0.54491804,0.55704756,0.00346580,0.07152502,0.32185361,1.56722755,0.59571769,0.00000000
-4.70935468,2.36253853,0.54007187,0.56282546,0.00377794,0.06964825,0.33441263,1.54092200,0.58248704,0.00000000
-4.70335168,2.35516561,0.53611034,0.57075573,0.00414025,0.06783813,0.34900617,1.51943278,0.57074575,0.00000000
-4.69734867,2.35646345,0.53294089,0.58070862,0.00455079,0.06609344,0.36557193,1.50328960,0.56053689,0.00000000
-4.69134567,2.36647480,0.53043631,0.59250128,0.00500673,0.06440884,0.38400703,1.49292816,0.55185740,0.00000000
-4.68534267,2.38504783,0.52844224,0.60590109,0.00550434,0.06277584,0.40416860,1.48868365,0.54466087,0.00000000
-4.67933967,2.41184275,0.52678552,0.62063005,0.00603907,0.06118384,0.42587528,1.49078643,0.53886150,0.00000000
-4.67333667,2.44634304,0.52528281,0.63637036,0.00660559,0.05962120,0.44890985,1.49936004,0.53433880,0.00000000
-4.66733367,2.48787091,0.52374912,0.65277118,0.00719792,0.05807627,0.47302288,1.51442123,0.53094315,0.00000000
-4.66133067,2.53560661,0.52200614,0.66945636,0.00780960,0.05653824,0.49793745,1.53588207,0.52850175,0.00000000
-4.65532766,2.58861117,0.51988977,0.68603322,0.00843384,0.05499797,0.52335486,1.56355366,0.52682499,0.00000000
-4.64932466,2.64585191,0.51725690,0.70210223,0.00906375,0.05344854,0.54896126,1.59715159,0.52571291,0.00000000
-4.64332166,2.70623022,0.51399120,0.71726726,0.00969260,0.05188569,0.57443498,1.63630258,0.52496172,0.00000000
