energy_ev,total_up,C_s_up,C_p_up,Se_s_up,Se_p_up,W_p_up,W_d_up,Zn_p_up,Zn_d_up
-5.65182591,1.52398529,0.00156809,0.26601406,0.01443715,0.48204341,0.89665124,0.37931177,0.72216260,0.04427763
-5.64582291,1.59038232,0.00160704,0.27619442,0.01526729,0.50256473,0.92893899,0.39984468,0.74568055,0.04614007
-5.63981991,1.65714134,0.00165593,0.28622346,0.01615124,0.52290324,0.96010529,0.42063917,0.76915141,0.04806201
-5.63381691,1.72322612,0.00171292,0.29593778,0.01707089,0.54275596,0.98952663,0.44139192,0.79216147,0.05001929
-5.62781391,1.78765484,0.00177638,0.30518604,0.01800844,0.56184312,1.01663862,0.46180549,0.81432959,0.05198881
-5.62181091,1.84951583,0.00184482,0.31383153,0.01894659,0.57991311,1.04094767,0.48159312,0.83531399,0.05394878
-5.61580790,1.90797935,0.00191696,0.32175392,0.01986875,0.59674590,1.06203949,0.50048284,0.85481666,0.05587881
-5.60980490,1.96230506,0.00199162,0.32885022,0.02075921,0.61215486,1.07958420,0.51822091,0.87258535,0.05775991
-5.60380190,2.01184532,0.00206776,0.33503494,0.02160324,0.62598712,1.09333789,0.53457448,0.88841304,0.05957433
-5.59779890,2.05604464,0.00214442,0.34023947,0.02238727,0.63812238,1.10314093,0.54933355,0.90213538,0.06130541
-5.59179590,2.09443580,0.00222071,0.34441096,0.02309898,0.64847040,1.10891322,0.56231223,0.91362625,0.06293727
-5.58579290,2.12663347,0.00229580,0.34751068,0.02372738,0.65696762,1.11064694,0.57334946,0.92279216,0.06445452
-5.57978989,2.15232628,0.00236887,0.34951216,0.02426291,0.66357296,1.10839736,0.58230929,0.92956582,0.06584203
-5.57378689,2.17126837,0.00243914,0.35039919,0.02469747,0.66826358,1.10227255,0.58908094,0.93389973,0.06708466
-5.56778389,2.18327138,0.00250584,0.35016402,0.02502450,0.67103058,1.09242247,0.59357860,0.93576021,0.06816715
-5.56178089,2.18819791,0.00256824,0.34880575,0.02523895,0.67187546,1.07902845,0.59574141,0.93512254,0.06907406
-5.55577789,2.18595713,0.00262565,0.34632912,0.02533737,0.67080729,1.06229343,0.59553347,0.93196748,0.06978992
-5.54977489,2.17650303,0.00267746,0.34274384,0.02531787,0.66784115,1.04243366,0.59294399,0.92627967,0.07029945
-5.54377189,2.15983567,0.00272317,0.33806435,0.02518014,0.66299777,1.01967214,0.58798779,0.91804788,0.07058801
-5.53776888,2.13600521,0.00276244,0.33231010,0.02492541,0.65630458,0.99423409,0.58070592,0.90726716,0.07064203
-5.53176588,2.10511841,0.00279510,0.32550629,0.02455649,0.64779789,0.96634437,0.57116633,0.89394264,0.07044974
-5.52576288,2.06734701,0.00282126,0.31768485,0.02407764,0.63752622,0.93622679,0.55946467,0.87809470,0.07000179
-5.51975988,2.02293701,0.00284130,0.30888568,0.02349460,0.62555434,0.90410502,0.54572483,0.85976494,0.06929198
-5.51375688,1.97221798,0.00285591,0.29915786,0.02281446,0.61196762,0.87020466,0.53009922,0.83902242,0.06831795
-5.50775388,1.91561124,0.00286616,0.28856072,0.02204559,0.59687644,0.83475602,0.51276854,0.81596969,0.06708180
-5.50175088,1.85363581,0.00287349,0.27716466,0.02119748,0.58042006,0.79799711,0.49394093,0.79074782,0.06559053
-5.49574787,1.78691143,0.00287973,0.26505146,0.02028066,0.56276954,0.76017634,0.47385031,0.76354007,0.06385641
-5.48974487,1.71615762,0.00288707,0.25231422,0.01930646,0.54412949,0.72155451,0.45275400,0.73457369,0.06189703
-5.48374187,1.64218844,0.00289802,0.23905657,0.01828686,0.52473819,0.68240566,0.43092928,0.70411955,0.05973528
-5.47773887,1.56590274,0.00291541,0.22539143,0.01723427,0.50486599,0.64301664,0.40866926,0.67248946,0.05739898
-5.47173587,1.48826990,0.00294228,0.21143916,0.01616127,0.48481183,0.60368527,0.38627791,0.64003112,0.05492032
-5.46573287,1.41031147,0.00298179,0.19732532,0.01508044,0.46489808,0.56471706,0.36406440,0.60712100,0.05233516
-5.45972986,1.33307933,0.00303717,0.18317798,0.01400408,0.44546354,0.52642059,0.34233706,0.57415523,0.04968212
-5.45372686,1.25763135,0.00311153,0.16912491,0.01294400,0.42685526,0.48910194,0.32139701,0.54153910,0.04700146
-5.44772386,1.18500534,0.00320783,0.15529064,0.01191136,0.40941913,0.45305836,0.30153175,0.50967564,0.04433405
-5.44172086,1.11619261,0.00332870,0.14179367,0.01091642,0.39348990,0.41857157,0.28300894,0.47895376,0.04172014
-5.43571786,1.05211222,0.00347632,0.12874386,0.00996847,0.37938100,0.38590115,0.26607061,0.44973657,0.03919825
-5.42971486,0.99358697,0.00365234,0.11624018,0.00907569,0.36737457,0.35527834,0.25092797,0.42235058,0.03680404
-5.42371186,0.94132223,0.00385777,0.10436897,0.00824508,0.35771224,0.32690064,0.23775696,0.39707601,0.03456943
-5.41770885,0.89588843,0.00409292,0.09320265,0.00748249,0.35058705,0.30092753,0.22669490,0.37413895,0.03252167
-5.41170585,0.85770782,0.00435731,0.08279907,0.00679260,0.34613681,0.27747748,0.21783797,0.35370549,0.03068277
-5.40570285,0.82704619,0.00464967,0.07320136,0.00617904,0.34443935,0.25662646,0.21123999,0.33587820,0.02906903
-5.39969985,0.80400948,0.00496796,0.06443838,0.00564445,0.34550973,0.23840793,0.20691227,0.32069498,0.02769077
-5.39369685,0.78854565,0.00530941,0.05652557,0.00519065,0.34929966,0.22281444,0.20482454,0.30813031,0.02655232
-5.38769385,0.78045146,0.00567058,0.04946627,0.00481882,0.35569911,0.20980050,0.20490708,0.29809882,0.02565218
-5.38169085,0.77938382,0.00604746,0.04325333,0.00452963,0.36454002,0.19928678,0.20705373,0.29046090,0.02498333
-5.37568784,0.78487525,0.00643565,0.03787087,0.00432345,0.37560217,0.19116531,0.21112591,0.28503015,0.02453378
-5.36968484,0.79635279,0.00683048,0.03329616,0.00420052,0.38862065,0.18530532,0.21695734,0.28158219,0.02428718
-5.36368184,0.81315957,0.00722718,0.02950152,0.00416109,0.40329501,0.18155971,0.22435943,0.27986453,0.02422356
-5.35767884,0.83457817,0.00762110,0.02645606,0.00420557,0.41929941,0.17977145,0.23312706,0.27960699,0.02432017
-5.35167584,0.85985496,0.00800785,0.02412723,0.00433457,0.43629362,0.17978003,0.24304472,0.28053222,0.02455233
-5.34567284,0.88822449,0.00838349,0.02248216,0.00454900,0.45393425,0.18142732,0.25389270,0.28236596,0.02489428
-5.33966983,0.91893301,0.00874469,0.02148862,0.00485003,0.47188584,0.18456285,0.26545313,0.28484658,0.02532003
-5.33366683,0.95126027,0.00908880,0.02111570,0.00523900,0.48983142,0.18904812,0.27751582,0.28773349,0.02580420
-5.32766383,0.98453894,0.00941397,0.02133416,0.00571736,0.50748195,0.19475987,0.28988352,0.29081423,0.02632264
-5.32166083,1.01817085,0.00971918,0.02211637,0.00628644,0.52458451,0.20159219,0.30237661,0.29390995,0.02685315
-5.31565783,1.05163968,0.01000422,0.02343603,0.00694727,0.54092864,0.20945736,0.31483687,0.29687915,0.02737596
-5.30965483,1.08451960,0.01026962,0.02526763,0.00770029,0.55635091,0.21828548,0.32713048,0.29961951,0.02787407
-5.30365183,1.11647981,0.01051656,0.02758563,0.00854509,0.57073722,0.22802295,0.33914984,0.30206809,0.02833360
-5.29764882,1.14728491,0.01074672,0.03036366,0.00948010,0.58402315,0.23862991,0.35081446,0.30419964,0.02874384
-5.29164582,1.17679130,0.01096209,0.03357355,0.01050228,0.59619210,0.25007681,0.36207078,0.30602356,0.02909729
-5.28564282,1.20494012,0.01116477,0.03718448,0.01160686,0.60727158,0.26234042,0.37289099,0.30757946,0.02938955
-5.27963982,1.23174716,0.01135676,0.04116220,0.01278711,0.61732782,0.27539941,0.38327098,0.30893178,0.02961910
-5.27363682,1.25729046,0.01153975,0.04546848,0.01403415,0.62645904,0.28922993,0.39322760,0.31016375,0.02978697
-5.26763382,1.28169657,0.01171492,0.05006085,0.01533690,0.63478775,0.30380134,0.40279543,0.31137103,0.02989642
-5.26163082,1.30512614,0.01188277,0.05489261,0.01668200,0.64245255,0.31907251,0.41202314,0.31265539,0.02995249
-5.25562781,1.32775979,0.01204302,0.05991326,0.01805401,0.64959984,0.33498882,0.42096997,0.31411870,0.02996159
-5.24962481,1.34978515,0.01219451,0.06506925,0.01943553,0.65637585,0.35148019,0.42970223,0.31585761,0.02993104
-5.24362181,1.37138574,0.01233518,0.07030517,0.02080757,0.66291945,0.36846015,0.43829026,0.31795904,0.02986870
-5.23761881,1.39273221,0.01246213,0.07556525,0.02214997,0.66935600,0.38582623,0.44680595,0.32049673,0.02978259
-5.23161581,1.41397646,0.01257171,0.08079511,0.02344193,0.67579250,0.40346143,0.45532096,0.32352889,0.02968056
-5.22561281,1.43524871,0.01265971,0.08594383,0.02466256,0.68231424,0.42123697,0.46390572,0.32709703,0.02957005
-5.21960980,1.45665752,0.01272150,0.09096601,0.02579159,0.68898297,0.43901591,0.47262924,0.33122582,0.02945790
-5.21360680,1.47829253,0.01275230,0.09582390,0.02680997,0.69583665,0.45665762,0.48155955,0.33592401,0.02935028
-5.20760380,1.50022940,0.01274749,0.10048941,0.02770061,0.70289048,0.47402278,0.49076487,0.34118612,0.02925257
-5.20160080,1.52253639,0.01270279,0.10494579,0.02844895,0.71013928,0.49097850,0.50031516,0.34699473,0.02916946
-5.19559780,1.54528187,0.01261460,0.10918904,0.02904357,0.71756072,0.50740337,0.51028383,0.35332320,0.02910492
-5.18959480,1.56854196,0.01248019,0.11322875,0.02947658,0.72511936,0.52319209,0.52074952,0.36013852,0.02906236
-5.18359180,1.59240751,0.01229795,0.11708841,0.02974406,0.73277096,0.53825937,0.53179756,0.36740408,0.02904468
-5.17758879,1.61698981,0.01206750,0.12080504,0.02984617,0.74046707,0.55254284,0.54352095,0.37508223,0.02905441
-5.17158579,1.64242430,0.01178984,0.12442821,0.02978722,0.74815931,0.56600486,0.55602061,0.38313639,0.02909382
-5.16558279,1.66887201,0.01146736,0.12801836,0.02957558,0.75580346,0.57863308,0.56940489,0.39153262,0.02916496
-5.15957979,1.69651836,0.01110383,0.13164445,0.02922340,0.76336288,0.59043984,0.58378802,0.40024060,0.02926972
-5.15357679,1.72556928,0.01070431,0.13538124,0.02874616,0.77081137,0.60146026,0.59928772,0.40923406,0.02940988
-5.14757379,1.75624489,0.01027499,0.13930592,0.02816219,0.77813521,0.61174945,0.61602186,0.41849056,0.02958704
-5.14157079,1.78877092,0.00982304,0.14349469,0.02749196,0.78533446,0.62137882,0.63410434,0.42799077,0.02980260
-5.13556778,1.82336846,0.00935633,0.14801905,0.02675745,0.79242346,0.63043183,0.65364037,0.43771739,0.03005765
-5.12956478,1.86024250,0.00888321,0.15294232,0.02598129,0.79943057,0.63899950,0.67472134,0.44765369,0.03035289
-5.12356178,1.89956993,0.00841217,0.15831630,0.02518610,0.80639710,0.64717591,0.69741953,0.45778198,0.03068851
-5.11755878,1.94148769,0.00795164,0.16417842,0.02439367,0.81337563,0.65505390,0.72178286,0.46808192,0.03106407
-5.11155578,1.98608153,0.00750963,0.17054949,0.02362429,0.82042757,0.66272135,0.74783010,0.47852896,0.03147836
-5.10555278,2.03337607,0.00709353,0.17743213,0.02289619,0.82762011,0.67025811,0.77554649,0.48909287,0.03192934
-5.09954977,2.08332652,0.00670986,0.18481008,0.02222497,0.83502262,0.67773372,0.80488023,0.49973652,0.03241402
-5.09354677,2.13581231,0.00636408,0.19264828,0.02162323,0.84270251,0.68520598,0.83573981,0.51041491,0.03292846
-5.08754377,2.19063301,0.00606044,0.20089391,0.02110033,0.85072056,0.69272037,0.86799236,0.52107445,0.03346767
-5.08154077,2.24750641,0.00580190,0.20947825,0.02066220,0.85912602,0.70031022,0.90146306,0.53165254,0.03402570
-5.07553777,2.30606888,0.00559003,0.21831916,0.02031140,0.86795140,0.70799748,0.93593564,0.54207743,0.03459560
-5.06953477,2.36587785,0.00542503,0.22732437,0.02004718,0.87720727,0.71579406,0.97115384,0.55226833,0.03516955
-5.06353177,2.42641627,0.00530576,0.23639501,0.01986571,0.88687720,0.72370328,1.00682396,0.56213572,0.03573890
-5.05752876,2.48709878,0.00522983,0.24542955,0.01976044,0.89691312,0.73172157,1.04261820,0.57158193,0.03629432
-5.05152576,2.54727947,0.00519369,0.25432772,0.01972241,0.90723146,0.73983991,1.07817887,0.58050187,0.03682593
-5.04552276,2.60626097,0.00519281,0.26299426,0.01974078,0.91771018,0.74804509,1.11312322,0.58878398,0.03732342
-5.03951976,2.66330471,0.00522182,0.27134239,0.01980326,0.92818715,0.75632050,1.14704900,0.59631139,0.03777626
-5.03351676,2.71764215,0.00527473,0.27929668,0.01989664,0.93846001,0.76464647,1.17954039,0.60296330,0.03817384
-5.02751376,2.76848688,0.00534511,0.28679528,0.02000728,0.94828784,0.77300004,1.21017446,0.60861654,0.03850566
-5.02151076,2.81504747,0.00542631,0.29379136,0.02012156,0.95739466,0.78135421,1.23852792,0.61314745,0.03876150
-5.01550775,2.85654092,0.00551168,0.30025374,0.02022639,0.96547482,0.78967675,1.26418420,0.61643394,0.03893166
-5.00950475,2.89220652,0.00559475,0.30616658,0.02030953,0.97220035,0.79792862,1.28674069,0.61835786,0.03900710
-5.00350175,2.92132014,0.00566942,0.31152829,0.02035999,0.97722987,0.80606218,1.30581606,0.61880753,0.03897965
-4.99749875,2.94320849,0.00573013,0.31634975,0.02036826,0.98021902,0.81401931,1.32105765,0.61768054,0.03884222
-4.99149575,2.95726332,0.00577199,0.32065174,0.02032651,0.98083185,0.82172971,1.33214868,0.61488662,0.03858894
-4.98549275,2.96295509,0.00579092,0.32446208,0.02022874,0.97875276,0.82910939,1.33881522,0.61035054,0.03821537
-4.97948974,2.95984592,0.00578369,0.32781234,0.02007082,0.97369855,0.83605968,1.34083268,0.60401503,0.03771861
-4.97348674,2.94760122,0.00574804,0.33073453,0.01985046,0.96542985,0.84246684,1.33803177,0.59584347,0.03709748
-4.96748374,2.92599983,0.00568264,0.33325781,0.01956717,0.95376155,0.84820236,1.33030351,0.58582227,0.03635256
-4.96148074,2.89494203,0.00558708,0.33540556,0.01922208,0.93857165,0.85312409,1.31760338,0.57396287,0.03548631
-4.95547774,2.85445532,0.00546189,0.33719286,0.01881781,0.91980798,0.85707817,1.29995409,0.56030316,0.03450305
-4.94947474,2.80469735,0.00530842,0.33862461,0.01835824,0.89749266,0.85990190,1.27744712,0.54490832,0.03340896
-4.94347174,2.74595608,0.00512876,0.33969432,0.01784824,0.87172389,0.86142730,1.25024270,0.52787083,0.03221203
-4.93746873,2.67864679,0.00492569,0.34038376,0.01729352,0.84267500,0.86148545,1.21856822,0.50930982,0.03092189
-4.93146573,2.60330613,0.00470249,0.34066334,0.01670028,0.81059085,0.85991144,1.18271498,0.48936959,0.02954972
-4.92546273,2.52058326,0.00446290,0.34049346,0.01607504,0.77578178,0.85654966,1.14303349,0.46821734,0.02810801
-4.91945973,2.43122839,0.00421095,0.33982646,0.01542442,0.73861527,0.85125948,1.09992714,0.44604032,0.02661032
-4.91345673,2.33607901,0.00395087,0.33860938,0.01475493,0.69950590,0.84392092,1.05384478,0.42304227,0.02507101
-4.90745373,2.23604445,0.00368700,0.33678721,0.01407282,0.65890396,0.83444021,1.00527205,0.39943950,0.02350498
-4.90145073,2.13208929,0.00342370,0.33430657,0.01338398,0.61728327,0.82275503,0.95472210,0.37545664,0.02192732
-4.89544772,2.02521611,0.00316529,0.33111968,0.01269380,0.57512883,0.80883920,0.90272576,0.35132226,0.02035308
-4.88944472,1.91644841,0.00291599,0.32718835,0.01200717,0.53292474,0.79270674,0.84982162,0.32726453,0.01879691
-4.88344172,1.80681420,0.00267992,0.32248788,0.01132846,0.49114297,0.77441501,0.79654636,0.30350716,0.01727289
-4.87743872,1.69733074,0.00246109,0.31701071,0.01066146,0.45023334,0.75406694,0.74342562,0.28026564,0.01579420
-4.87143572,1.58899100,0.00226344,0.31076953,0.01000950,0.41061510,0.73181221,0.69096565,0.25774401,0.01437302
-4.86543272,1.48275210,0.00209084,0.30379995,0.00937544,0.37267030,0.70784721,0.63964612,0.23613230,0.01302033
-4.85942971,1.37952595,0.00194717,0.29616226,0.00876175,0.33673911,0.68241398,0.58991409,0.21560450,0.01174581
-4.85342671,1.28017208,0.00183638,0.28794253,0.00817059,0.30311705,0.65579786,0.54217933,0.19631736,0.01055784
-4.84742371,1.18549267,0.00176255,0.27925270,0.00760386,0.27205412,0.62832405,0.49681104,0.17840972,0.00946345
-4.84142071,1.09622946,0.00172993,0.27022982,0.00706326,0.24375556,0.60035313,0.45413587,0.16200259,0.00846836
-4.83541771,1.01306223,0.00174305,0.26103424,0.00655036,0.21838403,0.57227546,0.41443709,0.14719961,0.00757709
-4.82941471,0.93660846,0.00180669,0.25184696,0.00606663,0.19606284,0.54450472,0.37795486,0.13408797,0.00679302
-4.82341171,0.86742359,0.00192594,0.24286605,0.00561349,0.17688000,0.51747057,0.34488724,0.12273962,0.00611852
-4.81740870,0.80600146,0.00210619,0.23430225,0.00519228,0.16089253,0.49161070,0.31539178,0.11321256,0.00555507
-4.81140570,0.75277441,0.00235303,0.22637387,0.00480434,0.14813086,0.46736219,0.28958744,0.10555208,0.00510340
-4.80540270,0.70811256,0.00267223,0.21930110,0.00445090,0.13860292,0.44515254,0.26755656,0.09979186,0.00476361
-4.79939970,0.67232202,0.00306957,0.21329985,0.00413314,0.13229755,0.42539042,0.24934660,0.09595483,0.00453520
-4.79339670,0.64564168,0.00355067,0.20857537,0.00385209,0.12918725,0.40845631,0.23497166,0.09405357,0.00441723
-4.78739370,0.62823861,0.00412080,0.20531572,0.00360862,0.12922990,0.39469335,0.22441346,0.09409036,0.00440830
-4.78139070,0.62020208,0.00478462,0.20368530,0.00340338,0.13236947,0.38439841,0.21762180,0.09605676,0.00450657
-4.77538769,0.62153642,0.00554589,0.20381882,0.00323673,0.13853584,0.37781380,0.21451455,0.09993276,0.00470977
-4.76938469,0.63215319,0.00640716,0.20581558,0.00310874,0.14764364,0.37511973,0.21497718,0.10568558,0.00501510
-4.76338169,0.65186308,0.00736949,0.20973467,0.00301905,0.15959044,0.37642779,0.21886202,0.11326818,0.00541923
-4.75737869,0.68036827,0.00843211,0.21559097,0.00296692,0.17425445,0.38177578,0.22598734,0.12261768,0.00591815
-4.75137569,0.71725595,0.00959213,0.22335229,0.00295112,0.19149195,0.39112394,0.23613672,0.13365365,0.00650710
-4.74537269,0.76199368,0.01084430,0.23293784,0.00296995,0.21113489,0.40435303,0.24905867,0.14627675,0.00718052
-4.73936968,0.81392747,0.01218081,0.24421804,0.00302120,0.23298883,0.42126419,0.26446701,0.16036749,0.00793190
-4.73336668,0.87228306,0.01359117,0.25701588,0.00310217,0.25683151,0.44158098,0.28204210,0.17578560,0.00875380
-4.72736368,0.93617112,0.01506213,0.27110986,0.00320969,0.28241246,0.46495342,0.30143321,0.19236993,0.00963776
-4.72136068,1.00459655,0.01657783,0.28623843,0.00334014,0.30945365,0.49096420,0.32226220,0.20993907,0.01057439
-4.71535768,1.07647224,0.01811986,0.30210588,0.00348950,0.33765145,0.51913696,0.34412848,0.22829278,0.01155333
-4.70935468,1.15063707,0.01966764,0.31838959,0.00365343,0.36667995,0.54894644,0.36661546,0.24721413,0.01256345
-4.70335168,1.22587794,0.02119876,0.33474840,0.00382735,0.39619555,0.57983021,0.38929817,0.26647255,0.01359292
-4.69734867,1.30095520,0.02268951,0.35083179,0.00400653,0.42584280,0.61120179,0.41175205,0.28582747,0.01462944
-4.69134567,1.37463073,0.02411543,0.36628970,0.00418619,0.45526122,0.64246464,0.43356266,0.30503266,0.01566045
-4.68534267,1.44569772,0.02545201,0.38078244,0.00436164,0.48409294,0.67302659,0.45433579,0.32384105,0.01667339
-4.67933967,1.51301106,0.02667537,0.39399053,0.00452832,0.51199079,0.70231427,0.47370797,0.34200978,0.01765597
-4.67333667,1.57551717,0.02776300,0.40562393,0.00468202,0.53862652,0.72978697,0.49135653,0.35930551,0.01859645
-4.66733367,1.63228203,0.02869445,0.41543046,0.00481888,0.56369879,0.75494959,0.50700918,0.37550958,0.01948391
-4.66133067,1.68251640,0.02945203,0.42320294,0.00493558,0.58694070,0.77736402,0.52045254,0.39042302,0.02030854
-4.65532766,1.72559721,0.03002137,0.42878488,0.00502936,0.60812634,0.79665887,0.53153921,0.40387111,0.02106183
-4.64932466,1.76108426,0.03039195,0.43207452,0.00509811,0.62707636,0.81253704,0.54019326,0.41570748,0.02173685
-4.64332166,1.78873176,0.03055746,0.43302704,0.00514043,0.64366217,0.82478107,0.54641379,0.42581752,0.02232834
