energy_ev,total_up,Fe_p_up,Fe_d_up,N_s_up,N_p_up,Sc_p_up,Sc_d_up,Se_s_up,Se_p_up
-5.41170585,2.57132803,0.14096922,0.08349382,0.00150379,1.15739060,1.12429402,1.00529198,0.02205127,0.32203405
-5.40570285,2.48197441,0.14339201,0.08591630,0.00155437,1.09866521,1.06431061,0.94711050,0.02197182,0.32875844
-5.39969985,2.41529031,0.14830621,0.08984926,0.00162449,1.04740504,1.01147834,0.89457617,0.02234041,0.34131623
-5.39369685,2.37293409,0.15577473,0.09530913,0.00171376,1.00452294,0.96672345,0.84850399,0.02314582,0.35976366
-5.38769385,2.35602800,0.16582380,0.10229162,0.00182137,0.97070511,0.93075039,0.80951754,0.02437241,0.38407499
-5.38169085,2.36513905,0.17844121,0.11077066,0.00194611,0.94640356,0.90403349,0.77804311,0.02600009,0.41413856
-5.37568784,2.40027378,0.19357482,0.12069752,0.00208640,0.93183579,0.88681574,0.75431025,0.02800423,0.44975345
-5.36968484,2.46088694,0.21113176,0.13200009,0.00224027,0.92699126,0.87911445,0.73835809,0.03035561,0.49062708
-5.36368184,2.54590396,0.23097826,0.14458274,0.00240544,0.93164426,0.88073324,0.73004706,0.03302030,0.53637440
-5.35767884,2.65375678,0.25294035,0.15832651,0.00257932,0.94537242,0.89127983,0.72907523,0.03595956,0.58651908
-5.35167584,2.78243243,0.27680575,0.17309013,0.00275907,0.96758009,0.91018881,0.73499838,0.03912997,0.64049711
-5.34567284,2.92953325,0.30232688,0.18871157,0.00294167,0.99752571,0.93674871,0.74725305,0.04248355,0.69766336
-5.33966983,3.09234774,0.32922527,0.20501062,0.00312399,1.03435230,0.97013227,0.76518178,0.04596809,0.75730126
-5.33366683,3.26793013,0.35719726,0.22179215,0.00330284,1.07711988,1.00942919,0.78805935,0.04952771,0.81863575
-5.32766383,3.45318681,0.38592108,0.23885024,0.00347508,1.12483896,1.05368001,0.81511947,0.05310354,0.88084956
-5.32166083,3.64496715,0.41506505,0.25597311,0.00363769,1.17650381,1.10191030,0.84558085,0.05663471,0.94310243
-5.31565783,3.84015595,0.44429681,0.27294866,0.00378789,1.23112452,1.15316386,0.87867190,0.06005945,1.00455285
-5.30965483,4.03576455,0.47329316,0.28957042,0.00392315,1.28775673,1.20653385,0.91365322,0.06331641,1.06438173
-5.30365183,4.22901727,0.50175023,0.30564383,0.00404137,1.34552803,1.26119076,0.94983734,0.06634609,1.12181701
-5.29764882,4.41743011,0.52939345,0.32099247,0.00414086,1.40366000,1.31640620,0.98660494,0.06909234,1.17615836
-5.29164582,4.59887839,0.55598702,0.33546404,0.00422047,1.46148526,1.37157154,1.02341721,0.07150393,1.22680087
-5.28564282,4.77165071,0.58134219,0.34893570,0.00427957,1.51845878,1.42621071,1.05982406,0.07353602,1.27325650
-5.27963982,4.93448669,0.60532410,0.36131869,0.00431814,1.57416315,1.47998666,1.09546780,0.07515158,1.31517238
-5.27363682,5.08659691,0.62785667,0.37256181,0.00433675,1.62830777,1.53270118,1.13008267,0.07632254,1.35234489
-5.26763382,5.22766405,0.64892529,0.38265357,0.00433656,1.68072198,1.58428817,1.16349015,0.07703082,1.38472871
-5.26163082,5.35782510,0.66857705,0.39162300,0.00431926,1.73134282,1.63480060,1.19559055,0.07726895,1.41244017
-5.25562781,5.47763548,0.68691836,0.39953882,0.00428709,1.78019787,1.68439196,1.22635149,0.07704046,1.43575462
-5.24962481,5.58801673,0.70411012,0.40650719,0.00424272,1.82738457,1.73329297,1.25579395,0.07635985,1.45509767
-5.24362181,5.69019010,0.72036044,0.41266782,0.00418919,1.87304679,1.78178491,1.28397673,0.07525219,1.47103047
-5.23761881,5.78559938,0.73591517,0.41818884,0.00412983,1.91735025,1.83017072,1.31098015,0.07375246,1.48422948
-5.23161581,5.87582633,0.75104679,0.42326039,0.00406815,1.96045815,1.87874554,1.33689006,0.07190440,1.49546149
-5.22561281,5.96250268,0.76604176,0.42808729,0.00400776,2.00250812,1.92776799,1.36178282,0.06975926,1.50555470
-5.21960980,6.04722270,0.78118725,0.43288109,0.00395220,2.04359207,1.97743380,1.38571222,0.06737411,1.51536713
-5.21360680,6.13145999,0.79675741,0.43785166,0.00390494,2.08373966,2.02785305,1.40869885,0.06481017,1.52575330
-5.20760380,6.21649201,0.81299998,0.44319884,0.00386917,2.12290646,2.07903197,1.43072245,0.06213091,1.53753074
-5.20160080,6.30333525,0.83012372,0.44910431,0.00384780,2.16096710,2.13086038,1.45171759,0.05940017,1.55144734
-5.19559780,6.39269333,0.84828704,0.45572409,0.00384332,2.19771371,2.18310506,1.47157258,0.05668031,1.56815097
-5.18959480,6.48491959,0.86758845,0.46318191,0.00385777,2.23285960,2.23540944,1.49013163,0.05403048,1.58816237
-5.18359180,6.57999522,0.88805913,0.47156365,0.00389266,2.26604758,2.28729937,1.50719997,0.05150508,1.61185240
-5.17758879,6.67752289,0.90965784,0.48091322,0.00394894,2.29686246,2.33819463,1.52255129,0.04915237,1.63942448
-5.17158579,6.77673570,0.93226855,0.49122986,0.00402699,2.32484679,2.38742555,1.53593722,0.04701349,1.67090296
-5.16558279,6.87652046,0.95570076,0.50246706,0.00412660,2.34951894,2.43425382,1.54709789,0.04512160,1.70612773
-5.15957979,6.97545386,0.97969261,0.51453317,0.00424699,2.37039240,2.47789658,1.55577325,0.04350147,1.74475562
-5.15357679,7.07185004,1.00391678,0.52729368,0.00438683,2.38699550,2.51755269,1.56171434,0.04216931,1.78626837
-5.14757379,7.16381764,1.02798893,0.54057516,0.00454427,2.39889037,2.55243011,1.56469395,0.04113297,1.82998721
-5.14157079,7.24932427,1.05147848,0.55417064,0.00471704,2.40569059,2.58177335,1.56451637,0.04039232,1.87509354
-5.13556778,7.32626647,1.07392155,0.56784640,0.00490247,2.40707680,2.60489001,1.56102574,0.03994004,1.92065524
-5.12956478,7.39254297,1.09483545,0.58134992,0.00509757,2.40280975,2.62117557,1.55411284,0.03976251,1.96565765
-5.12356178,7.44612912,1.11373444,0.59441869,0.00529917,2.39274058,2.63013566,1.54372018,0.03984095,2.00903832
-5.11755878,7.48515042,1.13014615,0.60678954,0.00550394,2.37681814,2.63140523,1.52984541,0.04015265,2.04972426
-5.11155578,7.50795294,1.14362806,0.61820826,0.00570854,2.35509344,2.62476406,1.51254311,0.04067239,2.08667050
-5.10555278,7.51316851,1.15378359,0.62843904,0.00590969,2.32772116,2.61014833,1.49192499,0.04137372,2.11889832
-5.09954977,7.49977249,1.16027687,0.63727335,0.00610428,2.29495853,2.58765790,1.46815886,0.04223042,2.14553179
-5.09354677,7.46713220,1.16284592,0.64453791,0.00628944,2.25716172,2.55755917,1.44146620,0.04321775,2.16583120
-5.08754377,7.41504391,1.16131341,0.65010140,0.00646260,2.21477995,2.52028350,1.41211887,0.04431367,2.17922174
-5.08154077,7.34375685,1.15559465,0.65387956,0.00662160,2.16834758,2.47642106,1.38043469,0.04549986,2.18531638
-5.07553777,7.25398277,1.14570228,0.65583844,0.00676469,2.11847432,2.42671039,1.34677229,0.04676262,2.18393186
-5.06953477,7.14689012,1.13174752,0.65599558,0.00689059,2.06583379,2.37202374,1.31152516,0.04809344,2.17509681
-5.06353177,7.02408243,1.11393770,0.65441914,0.00699850,2.01115062,2.31334853,1.27511495,0.04948946,2.15905192
-5.05752876,6.88756105,1.09257020,0.65122487,0.00708805,1.95518628,2.25176534,1.23798417,0.05095359,2.13624160
-5.05152576,6.73967313,1.06802301,0.64657106,0.00715933,1.89872391,2.18842295,1.20058826,0.05249439,2.10729786
-5.04552276,6.58304631,1.04074213,0.64065180,0.00721282,1.84255228,2.12451098,1.16338715,0.05412574,2.07301677
-5.03951976,6.42051228,1.01122651,0.63368868,0.00724933,1.78744934,2.06123090,1.12683640,0.05586624,2.03432860
-5.03351676,6.25502192,0.98001100,0.62592146,0.00726995,1.73416563,1.99976616,1.09137817,0.05773837,1.99226301
-5.02751376,6.08955519,0.94764823,0.61759806,0.00727596,1.68340790,1.94125231,1.05743196,0.05976747,1.94791070
-5.02151076,5.92702936,0.91469001,0.60896440,0.00726875,1.63582337,1.88674791,1.02538572,0.06198064,1.90238332
-5.01550775,5.77020889,0.88166916,0.60025457,0.00724975,1.59198522,1.83720722,0.99558717,0.06440540,1.85677333
-5.00950475,5.62162092,0.84908260,0.59168174,0.00722036,1.55237941,1.79345537,0.96833590,0.06706837,1.81211554
-5.00350175,5.48347933,0.81737631,0.58343026,0.00718189,1.51739366,1.75616694,0.94387637,0.06999386,1.76935196
-4.99749875,5.35762057,0.78693278,0.57564931,0.00713548,1.48730855,1.72584843,0.92239208,0.07320255,1.72930141
-4.99149575,5.24545349,0.75806152,0.56844835,0.00708210,1.46229138,1.70282536,0.90400119,0.07671015,1.69263493
-4.98549275,5.14792515,0.73099282,0.56189452,0.00702248,1.44239286,1.68723430,0.88875372,0.08052628,1.65985803
-4.97948974,5.06550354,0.70587499,0.55601210,0.00695712,1.42754676,1.67902021,0.87663052,0.08465340,1.63130019
-4.97348674,4.99817777,0.68277506,0.55078399,0.00688631,1.41757285,1.67793912,0.86754413,0.08908607,1.60711186
-4.96748374,4.94547545,0.66168277,0.54615511,0.00681010,1.41218274,1.68356621,0.86134151,0.09381040,1.58726886
-4.96148074,4.90649631,0.64251753,0.54203748,0.00672835,1.41098894,1.69530908,0.85780870,0.09880378,1.57158372
-4.95547774,4.87996086,0.62513803,0.53831678,0.00664077,1.41351670,1.71242596,0.85667732,0.10403495,1.55972333
-4.94947474,4.86427191,0.60935378,0.53486007,0.00654694,1.41921856,1.73404848,0.85763285,0.10946443,1.55123201
-4.94347174,4.85758703,0.59493830,0.53152428,0.00644637,1.42749124,1.75920827,0.86032446,0.11504528,1.54555894
-4.93746873,4.85789920,0.58164315,0.52816523,0.00633855,1.43769459,1.78686710,0.86437628,0.12072421,1.54208880
-4.93146573,4.86312312,0.56921228,0.52464669,0.00622297,1.44917213,1.81594945,0.86939972,0.12644300,1.54017437
-4.92546273,4.87118429,0.55739617,0.52084930,0.00609920,1.46127273,1.84537700,0.87500677,0.13214026,1.53916996
-4.91945973,4.88010802,0.54596525,0.51667893,0.00596692,1.47337283,1.87410393,0.88082369,0.13775341,1.53846431
-4.91345673,4.88810566,0.53472200,0.51207415,0.00582595,1.48489876,1.90115216,0.88650490,0.14322078,1.53751190
-4.90745373,4.89365509,0.52351159,0.50701281,0.00567627,1.49534828,1.92564545,0.89174654,0.14848392,1.53586159
-4.90145073,4.89557302,0.51223059,0.50151717,0.00551808,1.50431087,1.94684146,0.89629934,0.15348974,1.53318160
-4.89544772,4.89307663,0.50083354,0.49565770,0.00535181,1.51148585,1.96416052,0.89998029,0.15819268,1.52928004
-4.88944472,4.88583227,0.48933740,0.48955528,0.00517813,1.51669787,1.97721028,0.90268259,0.16255658,1.52412022
-4.88344172,4.87398945,0.47782367,0.48338171,0.00499794,1.51990879,1.98580531,0.90438360,0.16655620,1.51783038
-4.87743872,4.85819857,0.46643835,0.47735852,0.00481238,1.52122563,1.98998081,0.90515021,0.17017836,1.51070723
-4.87143572,4.83961148,0.45538965,0.47175402,0.00462284,1.52090393,1.98999980,0.90514143,0.17342257,1.50321344
-4.86543272,4.81986416,0.44494386,0.46687869,0.00443091,1.51934614,1.98635348,0.90460784,0.17630100,1.49596886
-4.85942971,4.80104192,0.43541934,0.46307885,0.00423837,1.51709506,1.97975448,0.90388785,0.17883799,1.48973582
-4.85342671,4.78562758,0.42717900,0.46072888,0.00404714,1.51482212,1.97112312,0.90340070,0.18106880,1.48539880
-4.84742371,4.77643406,0.42062149,0.46022199,0.00385927,1.51331085,1.96156700,0.90363635,0.18303793,1.48393928
-4.84142071,4.77652338,0.41617134,0.46195994,0.00367683,1.51343602,1.95235449,0.90514242,0.18479682,1.48640623
-4.83541771,4.78911445,0.41426841,0.46634172,0.00350194,1.51613901,1.94488299,0.90850880,0.18640123,1.49388344
-4.82941471,4.81748272,0.41535688,0.47375171,0.00333662,1.52240024,1.94064280,0.91435005,0.18790827,1.50745449
-4.82341171,4.86485488,0.41987393,0.48454744,0.00318280,1.53320969,1.94117791,0.92328655,0.18937333,1.52816663
-4.81740870,4.93430211,0.42823862,0.49904755,0.00304223,1.54953640,1.94804465,0.93592481,0.19084699,1.55699461
-4.81140570,5.02863553,0.44084089,0.51752002,0.00291641,1.57229805,1.96276962,0.95283768,0.19237213,1.59480571
-4.80540270,5.15030704,0.45803107,0.54017137,0.00280656,1.60233163,1.98680783,0.97454508,0.19398137,1.64232704
-4.79939970,5.30131891,0.48010989,0.56713696,0.00271357,1.64036605,2.02150215,1.00149598,0.19569492,1.70011606
-4.79339670,5.48314464,0.50731934,0.59847288,0.00263795,1.68699753,2.06804503,1.03405201,0.19751906,1.76853546
-4.78739370,5.69666344,0.53983421,0.63414970,0.00257982,1.74266829,2.12744297,1.07247318,0.19944524,1.84773287
-4.78139070,5.94210988,0.57775459,0.67404836,0.00253888,1.80764900,2.20048456,1.11690621,0.20144991,1.93762621
-4.77538769,6.21903969,0.62109931,0.71795839,0.00251443,1.88202521,2.28771226,1.16737535,0.20349508,2.03789497
-4.76938469,6.52631222,0.66980040,0.76557859,0.00250539,1.96568778,2.38939838,1.22377614,0.20552950,2.14797760
-4.76338169,6.86208927,0.72369858,0.81652020,0.00251029,2.05832727,2.50552529,1.28587186,0.20749055,2.26707512
-4.75737869,7.22384977,0.78253999,0.87031259,0.00252737,2.15943205,2.63577024,1.35329270,0.20930664,2.39416062
-4.75137569,7.60841940,0.84597415,0.92641114,0.00255458,2.26828995,2.77949483,1.42553752,0.21090002,2.52799453
-4.74537269,8.01201383,0.91355328,0.98420732,0.00258968,2.38399326,2.93573963,1.50197806,0.21218988,2.66714502
-4.73936968,8.43029437,0.98473322,1.04304052,0.00263032,2.50544677,3.10322414,1.58186538,0.21309559,2.81001305
-4.73336668,8.85843478,1.05887607,1.10221139,0.00267409,2.63137890,3.28035281,1.66433857,0.21353990,2.95486150
-4.72736368,9.29119789,1.13525478,1.16099611,0.00271859,2.76035587,3.46522759,1.74843547,0.21345205,3.09984764
-4.72136068,9.72302098,1.21305984,1.21866147,0.00276159,2.89079894,3.65566775,1.83310554,0.21277050,3.24305823
-4.71535768,10.14810898,1.29140839,1.27448000,0.00280098,3.02100503,3.84923760,1.91722468,0.21144533,3.38254667
-4.70935468,10.56053453,1.36935567,1.32774503,0.00283497,3.14917080,4.04328257,1.99961221,0.20944014,3.51637138
-4.70335168,10.95434404,1.44590913,1.37778514,0.00286205,3.27342051,4.23497411,2.07904992,0.20673335,3.64263485
-4.69734867,11.32366883,1.52004505,1.42397769,0.00288109,3.39183757,4.42136328,2.15430310,0.20331899,3.75952258
-4.69134567,11.66284010,1.59072750,1.46576123,0.00289139,3.50250000,4.59944269,2.22414348,0.19920683,3.86534137
-4.68534267,11.96650632,1.65692957,1.50264647,0.00289264,3.60351920,4.76621584,2.28737393,0.19442198,3.95855614
-4.67933967,12.22975115,1.71765615,1.53422571,0.00288500,3.69308180,4.91877236,2.34285436,0.18900396,4.03782467
-4.67333667,12.44820943,1.77196799,1.56018060,0.00286905,3.76949344,5.05436728,2.38952845,0.18300530,4.10202945
-4.66733367,12.61817839,1.81900615,1.58028812,0.00284579,3.83122355,5.17050152,2.42645040,0.17648977,4.15030594
-4.66133067,12.73672076,1.85801600,1.59442472,0.00281660,3.87694946,5.26500085,2.45281100,0.16953034,4.18206637
-4.65532766,12.80175592,1.88836994,1.60256873,0.00278318,3.90559831,5.33608988,2.46796190,0.16220690,4.19701819
-4.64932466,12.81213528,1.90958772,1.60480074,0.00274753,3.91638479,5.38245771,2.47143720,0.15460395,4.19517661
-4.64332166,12.76769778,1.92135351,1.60130225,0.00271184,3.90884287,5.40331178,2.46297120,0.14680825,4.17687014
